# 1:A 2:Z 3:N 4:Yi 5:Xi
    1      1      0     3.47598174134976E-06   3.47598174134976E-06
    2      1      1     8.71269537126226E-10   1.74253907425245E-09
    3      1      2     3.03508638859708E-08   9.10525916579125E-08
    3      2      1     2.42806229427325E-09   7.28418688281976E-09
    4      2      2     2.90409374864187E-04   1.16163749945675E-03
    7      3      4     2.90866704791898E-09   2.03606693354328E-08
    9      4      5     1.18021071818479E-06   1.06218964636631E-05
   10      4      6     7.85770462615752E-07   7.85770462615752E-06
   10      5      5     5.37169303659289E-13   5.37169303659289E-12
   11      5      6     2.20083918596780E-08   2.42092310456458E-07
   12      6      6     4.31203347120408E-07   5.17444016544489E-06
   13      6      7     1.98741804297974E-08   2.58364345587367E-07
   14      6      8     1.26432650255383E-08   1.77005710357536E-07
   14      7      7     6.35295342125275E-12   8.89413478975385E-11
   15      7      8     6.80534843931654E-06   1.02080226589748E-04
   16      8      8     1.70265537769290E-07   2.72424860430865E-06
   17      8      9     2.81556907246138E-09   4.78646742318435E-08
   18      8     10     1.83074904302476E-08   3.29534827744456E-07
   19      9     10     4.53951213282317E-07   8.62507305236402E-06
   20     10     10     9.77300707588263E-07   1.95460141517653E-05
   21     10     11     3.33116022771414E-07   6.99543647819969E-06
   22     10     12     8.79612677758981E-06   1.93514789106976E-04
   23     11     12     4.84390554993430E-08   1.11409827648489E-06
   24     12     12     2.56290871266196E-08   6.15098091038869E-07
   25     12     13     4.31046175642068E-08   1.07761543910517E-06
   26     12     14     2.01400854753764E-08   5.23642222359786E-07
   27     13     14     2.68409941159143E-09   7.24706841129685E-08
   28     14     14     4.00501338944383E-09   1.12140374904427E-07
   29     14     15     7.80138788335350E-10   2.26240248617252E-08
   30     14     16     5.50393084545695E-10   1.65117925363708E-08
   31     15     16     2.28056086765588E-09   7.06973868973323E-08
   32     14     18     8.90179952474428E-09   2.84857584791817E-07
   32     15     17     2.26746715235865E-12   7.25589488754768E-11
   32     16     16     5.31058496222277E-11   1.69938718791129E-09
   33     15     18     1.23316380007509E-14   4.06944054024780E-13
   33     16     17     6.84704894746658E-09   2.25952615266397E-07
   34     16     18     1.90085970695008E-08   6.46292300363027E-07
   35     16     19     3.45235408624719E-10   1.20832393018652E-08
   35     17     18     1.71733195537748E-08   6.01066184382118E-07
