#               time[s]          Temperature [GK]                tau_ga [s]                tau_ag [s]                tau_ng [s]                tau_gn [s]                tau_pg [s]                tau_gp [s]                tau_np [s]                tau_pn [s]                tau_an [s]                tau_na [s]                tau_ap [s]                tau_pa [s]              tau_beta [s]             tau_alpha [s]             tau_nfiss [s]             tau_sfiss [s]             tau_bfiss [s]
 1.0734369013361533E-04    6.9839641175077798E+00    1.0391395917623110E+17    5.0004896796297124E+06    7.6106961412769956E-12    7.6361553980572284E-12    5.0286281703209813E+05    5.4051957913964791E+06    1.8838067079117817E+01    1.7385586204270385E+00    1.1835705147301480E+01    1.1944664698508943E+01    5.3995127783310455E+10    5.8126848101858704E+11    7.8461596387571460E-04    1.0391395917623110E+17    1.0391395917623110E+17    1.0391395917623110E+17    1.0391395917623110E+17
 1.0734369015802389E-04    6.9839641168297133E+00    1.0391395917623107E+17    5.0070406980315791E+06    7.6313545191334763E-12    7.6412798984602593E-12    5.0284980508740462E+05    5.4064982947969064E+06    1.8831095505567280E+01    1.7385231316068575E+00    1.1851157639134691E+01    1.1950653332067198E+01    5.3993372744108040E+10    5.8203137064422656E+11    7.8461198641022580E-04    1.0391395917623107E+17    1.0391395917623107E+17    1.0391395917623107E+17    1.0391395917623107E+17
 1.0734369024790151E-04    6.9839641143329274E+00    1.0391395917623106E+17    5.0089141657973314E+06    7.6464810710748044E-12    7.6449532387147251E-12    5.0280507010038401E+05    5.4096122732143821E+06    1.8802148962327141E+01    1.7383772391589694E+00    1.1855552748775382E+01    1.1958111691588122E+01    5.3988686302572266E+10    5.8224935751706616E+11    7.8460858135115049E-04    1.0391395917623106E+17    1.0391395917623106E+17    1.0391395917623106E+17    1.0391395917623106E+17
 1.0734369220877759E-04    6.9839640598600905E+00    1.0391395917623107E+17    4.9991612621631483E+06    7.6431560924868705E-12    7.6429508589090546E-12    5.0261064948611008E+05    5.4197159849107703E+06    1.8713058822198498E+01    1.7377126465752886E+00    1.1832474252937235E+01    1.1957649721475576E+01    5.3969924824731476E+10    5.8111373187461328E+11    7.8460701976215891E-04    1.0391395917623107E+17    1.0391395917623107E+17    1.0391395917623107E+17    1.0391395917623107E+17
 1.0734371151172675E-04    6.9839635236271365E+00    1.0391395917623107E+17    4.9046939640615694E+06    7.6427387039858730E-12    7.6427388665770549E-12    5.0190435004119808E+05    5.4205481939504324E+06    1.8709443446036765E+01    1.7352711247792487E+00    1.1608881202682335E+01    1.1955915421616320E+01    5.3894324051845673E+10    5.7013263460140491E+11    7.8460697894766303E-04    1.0391395917623107E+17    1.0391395917623107E+17    1.0391395917623107E+17    1.0391395917623107E+17
 1.0734427727789661E-04    6.9839478067465821E+00    1.0391395917623258E+17    3.0356157083099871E+06    7.6426564500131808E-12    7.6426566548837706E-12    4.8598526755156717E+05    5.4206794462188091E+06    1.8710010399280904E+01    1.6802350536345532E+00    7.1849768942443895E+00    1.1956669935515452E+01    5.2185575746497208E+10    3.5287653228202484E+11    7.8460706373499633E-04    1.0391395917623258E+17    1.0391395917623258E+17    1.0391395917623258E+17    1.0391395917623258E+17
 1.0736238179533240E-04    6.9834448834137213E+00    1.0391395917627725E+17    1.5221774451848406E+06    7.6400268024194030E-12    7.6400270071467759E-12    4.6342642640106176E+05    5.4248464075771663E+06    1.8727838965044903E+01    1.6023036470250862E+00    3.6025053304284236E+00    1.1981396498386371E+01    4.9782529672135109E+10    1.7707350518827292E+11    7.8460976956546379E-04    1.0391395917627725E+17    1.0391395917627725E+17    1.0391395917627725E+17    1.0391395917627725E+17
 1.0768261379619936E-04    6.9745547055893979E+00    1.0391395917637138E+17    1.5339258333535970E+06    7.5938906362198463E-12    7.5938908384251665E-12    4.6557954900401691E+05    5.5051465274658212E+06    1.9064804409568360E+01    1.6108625221237529E+00    3.6241371308470889E+00    1.2427486603976353E+01    5.0357620085347443E+10    1.8069898853200919E+11    7.8465761905001721E-04    1.0391395917637138E+17    1.0391395917637138E+17    1.0391395917637138E+17    1.0391395917637138E+17
 1.0834932016159350E-04    6.9560812779786652E+00    1.0391395917553877E+17    1.5595144220697396E+06    7.5000654614014139E-12    7.5000656585038374E-12    4.7016342168785242E+05    5.7109173748348197E+06    1.9894985504436928E+01    1.6290433683624961E+00    3.6712498434754348E+00    1.3412621392974170E+01    5.1576959128772057E+10    1.8856332809086676E+11    7.8475717243187918E-04    1.0391395917553877E+17    1.0391395917553877E+17    1.0391395917553877E+17    1.0391395917553877E+17
 1.0942442205107780E-04    6.9264042888740267E+00    1.0391395917443053E+17    1.5992013624930072E+06    7.3548185251671885E-12    7.3548187144934181E-12    4.7766963023100019E+05    6.1485211261475058E+06    2.1595886735330243E+01    1.6587892136128568E+00    3.7418402776816788E+00    1.5175801572862262E+01    5.3587159637706047E+10    2.0158127360518784E+11    7.8491752781951172E-04    1.0391395917443053E+17    1.0391395917443053E+17    1.0391395917443053E+17    1.0391395917443053E+17
