time_days,epsilon_dot_alpha,epsilon_dot_beta_minus,epsilon_dot
1.1684481894967554e-05,1.1759935193164457e-06,75977130074879.28,75977130074879.28
1.1686536385891505e-05,1.1859721960863841e-06,75854900573041.2,75854900573041.2
1.1688591238058084e-05,1.1959525255941308e-06,75732652560199.64,75732652560199.64
1.1690646451530811e-05,1.2059345080952529e-06,75610386032207.08,75610386032207.08
1.1692702026373212e-05,1.2159181438453458e-06,75488100984914.97,75488100984914.97
1.169475796264883e-05,1.2261400861459164e-06,75365821611702.5,75365821611702.5
1.1696814260421214e-05,1.2368636471801515e-06,75243574826984.55,75243574826984.55
1.1698870919753925e-05,1.2475889842298064e-06,75121309515724.38,75121309515724.38
1.170092794071054e-05,1.2583160975695068e-06,74999025673784.7,74999025673784.7
1.1702985323354636e-05,1.2690449874738566e-06,74876723297027.94,74876723297027.94
1.1705043067749818e-05,1.2797756542175568e-06,74754402381314.77,74754402381314.77
1.170710117395969e-05,1.2905080980752988e-06,74632062922505.31,74632062922505.31
1.1709159642047868e-05,1.3015005230912492e-06,74509730921823.98,74509730921823.98
1.1711218472077982e-05,1.313024588396905e-06,74387433730602.52,74387433730602.52
1.1713277664113672e-05,1.3245505621513942e-06,74265117989422.03,74265117989422.03
1.1715337218218593e-05,1.3360784446497613e-06,74142783694154.64,74142783694154.64
1.1717397134456403e-05,1.3476082361870567e-06,74020430840671.67,74020430840671.67
1.1719457412890783e-05,1.359139937058408e-06,73898059424843.2,73898059424843.2
1.172151805358541e-05,1.3706735475589163e-06,73775669442538.9,73775669442538.9
1.1723579056603986e-05,1.382599267338988e-06,73653299502822.02,73653299502822.02
1.1725640422010216e-05,1.3949797233499163e-06,73530955793153.1,73530955793153.1
1.1727702149867825e-05,1.4073622294772137e-06,73408593510518.6,73408593510518.6
1.1729764240240532e-05,1.419746786037703e-06,73286212650800.77,73286212650800.77
1.1731826693192089e-05,1.432133393348334e-06,73163813209880.5,73163813209880.5
1.173388950878624e-05,1.4445220517260323e-06,73041395183637.78,73041395183637.78
1.1735952687086755e-05,1.456912761487803e-06,72918958567951.39,72918958567951.39
1.1738016228157407e-05,1.4699575829326703e-06,72796566613549.4,72796566613549.4
1.174008013206198e-05,1.4832541366761008e-06,72674180275263.19,72674180275263.19
1.1742144398864272e-05,1.4965528920679098e-06,72551775341410.94,72551775341410.94
1.1744209028628096e-05,1.509853849448352e-06,72429351807884.84,72429351807884.84
1.1746274021417267e-05,1.5231570091576867e-06,72306909670575.95,72306909670575.95
1.1748339377295616e-05,1.5364623715362276e-06,72184448925374.7,72184448925374.7
1.1750405096326988e-05,1.549871159404048e-06,72061979174456.75,72061979174456.75
1.1752471178575235e-05,1.5641452431253553e-06,71939572712480.83,71939572712480.83
1.1754537624104223e-05,1.5784216902011073e-06,71817147636834.8,71817147636834.8
1.1756604432977824e-05,1.5927005009964563e-06,71694703943422.62,71694703943422.62
1.1758671605259932e-05,1.6069816758766454e-06,71572241628146.6,71572241628146.6
1.1760739141014437e-05,1.6212652152068914e-06,71449760686909.52,71449760686909.52
1.1762807040305254e-05,1.6355511193525358e-06,71327261115611.44,71327261115611.44
1.1764875303196305e-05,1.650463871095876e-06,71204800927769.05,71204800927769.05
1.1766943929751517e-05,1.6657872750104828e-06,71082360026378.44,71082360026378.44
1.1769012920034836e-05,1.6811132158217453e-06,70959900489541.34,70959900489541.34
1.1771082274110218e-05,1.6964416939215652e-06,70837422313173.5,70837422313173.5
1.1773151992041629e-05,1.7117727097019075e-06,70714925493188.73,70714925493188.73
1.1775222073893044e-05,1.7271062635547637e-06,70592410025500.3,70592410025500.3
1.1777292519728452e-05,1.7426842442391478e-06,70469897827833.89,70469897827833.89
1.177936332961185e-05,1.7591263520593864e-06,70347445052455.52,70347445052455.52
1.1781434503607254e-05,1.7755711818079582e-06,70224973624334.46,70224973624334.46
1.1783506041778683e-05,1.792018733905262e-06,70102483539399.16,70102483539399.16
1.178557794419017e-05,1.8084690087717814e-06,69979974793576.46,69979974793576.46
1.1787650210905758e-05,1.824922006828048e-06,69857447382792.48,69857447382792.48
1.178972284198951e-05,1.8413777284947004e-06,69734901302971.39,69734901302971.39
1.1791795837505486e-05,1.8589528076149427e-06,69612434859951.08,69612434859951.08
1.1793869197517767e-05,1.8765907205209987e-06,69489955022420.64,69489955022420.64
1.179594292209044e-05,1.8942315530931582e-06,69367456511115.1,69367456511115.1
1.1798017011287611e-05,1.911875305782329e-06,69244939321975.086,69244939321975.086
1.180009146517339e-05,1.92952197903947e-06,69122403450939.56,69122403450939.56
1.1802166283811898e-05,1.947171573315567e-06,68999848893947.01,68999848893947.01
1.180424146726727e-05,1.9658286851661803e-06,68877361514311.49,68877361514311.49
1.1806317015603657e-05,1.984738188694696e-06,68754876754858.734,68754876754858.734
1.1808392928885212e-05,2.0036508221753617e-06,68632373304975.375,68632373304975.375
1.1810469207176105e-05,2.022566586091503e-06,68509851160615.336,68509851160615.336
1.1812545850540515e-05,2.0414854809264314e-06,68387310317732.15,68387310317732.15
1.1814622859042633e-05,2.0604075071636273e-06,68264750772277.19,68264750772277.19
1.1816700232746663e-05,2.080375593361684e-06,68142259004788.94,68142259004788.94
1.1818777971716817e-05,2.1006386480314887e-06,68019772717807.23,68019772717807.23
1.182085607601732e-05,2.12090505647707e-06,67897267724034.125,67897267724034.125
1.182293454571241e-05,2.1411748192162553e-06,67774744019438.125,67774744019438.125
1.1825013380866334e-05,2.1614479367668287e-06,67652201599987.164,67652201599987.164
1.182709258154335e-05,2.181724409646732e-06,67529640461647.15,67529640461647.15
1.1829172147807727e-05,2.2032664930362298e-06,67407162057344.19,67407162057344.19
1.183125207972375e-05,2.2249695682111725e-06,67284677586255.16,67284677586255.16
1.183333237735571e-05,2.246676235266612e-06,67162174392300.41,67162174392300.41
1.1835413040767908e-05,2.268386494756964e-06,67039652471463.86,67039652471463.86
1.1837494070024666e-05,2.2901003472368126e-06,66917111819727.44,66917111819727.44
1.1839575465190307e-05,2.3119989621324797e-06,66794566533780.69,66794566533780.69
1.1841657226329168e-05,2.33522976926713e-06,66672105909893.305,66672105909893.305
1.18437393535056e-05,2.3584644209135687e-06,66549626551341.734,66549626551341.734
1.1845821846783964e-05,2.3817029176651876e-06,66427128454125.914,66427128454125.914
1.184790470622863e-05,2.404945260115418e-06,66304611614244.71,66304611614244.71
1.1849987931903983e-05,2.4281914488577807e-06,66182076027696.06,66182076027696.06
1.1852071523874415e-05,2.4521963049897768e-06,66059578522676.97,66059578522676.97
1.1854155482204337e-05,2.4770553343381156e-06,65937126277505.03,65937126277505.03
1.185623980695816e-05,2.501918477385158e-06,65814655282118.805,65814655282118.805
1.185832449820032e-05,2.5267857347657663e-06,65692165532534.445,65692165532534.445
1.186040955599525e-05,2.5516571071148424e-06,65569657024766.56,65569657024766.56
1.1862494980407405e-05,2.576532595067355e-06,65447129754829.0,65447129754829.0
1.1864580771501242e-05,2.6030095085259677e-06,65324699960243.9,65324699960243.9
1.1866666929341244e-05,2.6295993105879303e-06,65202259299632.93,65202259299632.93
1.1868753453991893e-05,2.6561935124687394e-06,65079799873510.555,65079799873510.555
1.1870840345517681e-05,2.682792114847263e-06,64957321677909.42,64957321677909.42
1.187292760398312e-05,2.7093951184024733e-06,64834824708860.79,64834824708860.79
1.187501522945273e-05,2.736935563646078e-06,64712374543059.195,64712374543059.195
1.1877103221991039e-05,2.765359950676535e-06,64589967406775.914,64589967406775.914
1.1879191581662589e-05,2.7937890408370836e-06,64467541493875.32,64467541493875.32
1.1881280308531934e-05,2.822222834853296e-06,64345096800408.43,64345096800408.43
1.188336940266364e-05,2.8506613334508586e-06,64222633322424.25,64222633322424.25
1.1885458864122283e-05,2.8794939585181834e-06,64100177473351.31,64100177473351.31
1.1887548692972447e-05,2.9098670980033176e-06,63977807009663.6,63977807009663.6
1.1889638889278737e-05,2.940245262785434e-06,63855417758447.19,63855417758447.19
1.1891729453105753e-05,2.970628453639628e-06,63733009715772.016,63733009715772.016
1.1893820384518129e-05,3.001016671341304e-06,63610582877705.875,63610582877705.875
1.1895911683580489e-05,3.031409916665766e-06,63488137240316.09,63488137240316.09
1.1898003350357477e-05,3.0638436539627644e-06,63365805975462.195,63365805975462.195
1.1900095384913753e-05,3.096291669376877e-06,63243456495387.4,63243456495387.4
1.190218778731398e-05,3.128745053025119e-06,63121088213144.49,63121088213144.49
1.1904280557622842e-05,3.161203805735491e-06,62998701124820.33,62998701124820.33
1.1906373695905023e-05,3.1936679283360054e-06,62876295226501.87,62876295226501.87
1.1908467202225226e-05,3.2280730405546894e-06,62753992592610.3,62753992592610.3
1.1910561076648163e-05,3.2627186386527462e-06,62631685956517.28,62631685956517.28
1.1912655319238558e-05,3.2973699682398533e-06,62509360507717.45,62509360507717.45
1.1914749930061148e-05,3.332027030199964e-06,62387016242318.336,62387016242318.336
1.1916844909180674e-05,3.366689825416957e-06,62264653156426.26,62264653156426.26
1.1918940256661901e-05,3.4034038259964878e-06,62142395536067.87,62142395536067.87
1.1921035972569594e-05,3.440382081252695e-06,62020134782678.81,62020134782678.81
1.1923132056968534e-05,3.477366453556904e-06,61897855206203.555,61897855206203.555
1.1925228509923516e-05,3.514356943852318e-06,61775556802770.67,61775556802770.67
1.1927325331499338e-05,3.5513535530822367e-06,61653239568506.6,61653239568506.6
1.1929422521760818e-05,3.590754677083089e-06,61531043837567.51,61531043837567.51
1.1931520080772786e-05,3.6302084137532477e-06,61408831974029.23,61408831974029.23
1.1933618008600073e-05,3.6696686766123617e-06,61286601277173.82,61286601277173.82
1.193571630530753e-05,3.7091354666667258e-06,61164351743150.25,61164351743150.25
1.1937814970960021e-05,3.7490463978223314e-06,61042108016429.266,61042108016429.266
1.1939914005622416e-05,3.7911196601125484e-06,60919966860490.35,60919966860490.35
1.1942013409359598e-05,3.833199881591067e-06,60797806864966.98,60797806864966.98
1.1944113182236459e-05,3.875287063330646e-06,60675628026031.59,60675628026031.59
1.1946213324317909e-05,3.917381206404262e-06,60553430339855.43,60553430339855.43
1.1948313835668861e-05,3.960714991355871e-06,60431280605338.875,60431280605338.875
1.1950414716354249e-05,4.005573913132817e-06,60309194279214.23,60309194279214.23
1.1952515966439013e-05,4.050440254453682e-06,60187089103514.29,60187089103514.29
1.1954617585988102e-05,4.095314016462078e-06,60064965074433.66,60064965074433.66
1.1956719575066477e-05,4.1401952003018064e-06,59942822188165.77,59942822188165.77
1.195882193373912e-05,4.187466416883531e-06,59820784630997.305,59820784630997.305
1.1960924662071011e-05,4.235279713809763e-06,59698756062664.33,59698756062664.33
1.196302776012715e-05,4.283100918487608e-06,59576708634879.64,59576708634879.64
1.1965131227972544e-05,4.330930032135879e-06,59454642343860.89,59454642343860.89
1.1967235065672215e-05,4.379609398509918e-06,59332599403539.69,59332599403539.69
1.1969339273291195e-05,4.430546971496944e-06,59210650365376.375,59210650365376.375
1.1971443850894526e-05,4.481492968581711e-06,59088682461746.73,59088682461746.73
1.1973548798547261e-05,4.532447391062312e-06,58966695688893.84,58966695688893.84
1.197565411631447e-05,4.5834102402372276e-06,58844690043058.94,58844690043058.94
1.197775980426123e-05,4.63704480129632e-06,58722793826142.77,58722793826142.77
1.1979865862452626e-05,4.691302989423616e-06,58600908350880.27,58600908350880.27
1.1981972290953762e-05,4.745570150316731e-06,58479004000450.4,58479004000450.4
1.1984079089829748e-05,4.799846285358186e-06,58357080771120.336,58357080771120.336
1.198618625914571e-05,4.855641920892075e-06,58235208593269.016,58235208593269.016
1.198829379896678e-05,4.913410298399949e-06,58113408434597.83,58113408434597.83
1.1990401709358103e-05,4.971188228736465e-06,57991589394849.31,57991589394849.31
1.199250999038484e-05,5.028975713373437e-06,57869751470317.13,57869751470317.13
1.1994618642112156e-05,5.087278025625936e-06,57747917133283.59,57747917133283.59
1.1996727664605237e-05,5.148765770674185e-06,57626205166090.08,57626205166090.08
1.1998837057929273e-05,5.210263683151149e-06,57504474311931.9,57504474311931.9
1.2000946822149464e-05,5.271771764623113e-06,57382724567130.4,57382724567130.4
1.2003056957331031e-05,5.333290016656748e-06,57260955928004.56,57260955928004.56
1.2005167463539195e-05,5.398397259142598e-06,57139321306830.58,57139321306830.58
1.2007278340839195e-05,5.463836159215764e-06,57017681502417.75,57017681502417.75
1.2009389589296282e-05,5.529285879466406e-06,56896022801514.16,56896022801514.16
1.2011501208975716e-05,5.594746421561045e-06,56774345200467.53,56774345200467.53
1.2013613199942771e-05,5.663415394650203e-06,56652779916744.51,56652779916744.51
1.2015725562262726e-05,5.733028724058131e-06,56531234018042.91,56531234018042.91
1.2017838296000882e-05,5.802653563364832e-06,56409669217006.06,56409669217006.06
1.2019951401222542e-05,5.872289914342971e-06,56288085510010.05,56288085510010.05
1.2022064877993026e-05,5.9450197911109445e-06,56166604346975.695,56166604346975.695
1.2024178726377662e-05,6.019054105522695e-06,56045155204267.805,56045155204267.805
1.2026292946441793e-05,6.0931006602564956e-06,55923687153372.125,55923687153372.125
1.202840753825077e-05,6.167159457197318e-06,55802200190694.36,55802200190694.36
1.2030522501869958e-05,6.24450568183649e-06,55680818234977.69,55680818234977.69
1.2032637837364735e-05,6.323221364390404e-06,55559468695299.57,55559468695299.57
1.2034753544800484e-05,6.401950060671937e-06,55438100241564.17,55438100241564.17
1.2036869624242604e-05,6.480691772685157e-06,55316712870207.06,55316712870207.06
1.203898607575651e-05,6.563271014927959e-06,55195445501724.125,55195445501724.125
1.204110289940762e-05,6.6469430274708895e-06,55074198411253.73,55074198411253.73
1.2043220095261365e-05,6.730628872533952e-06,54952932400829.03,54952932400829.03
1.2045337663383193e-05,6.814328552246998e-06,54831647466916.914,54831647466916.914
1.204745560383856e-05,6.90282403716823e-06,54710510350874.94,54710510350874.94
1.2049573916692932e-05,6.991742711193559e-06,54589368557222.22,54589368557222.22
1.2051692602011791e-05,7.080676084452779e-06,54468207837682.59,54468207837682.59
1.2053811659860622e-05,7.170385111643409e-06,54347054729751.37,54347054729751.37
1.2055931090304936e-05,7.265227455536186e-06,54226061205443.0,54226061205443.0
1.205805089341024e-05,7.360085477389313e-06,54105048754197.875,54105048754197.875
1.206017106924206e-05,7.4549591796164215e-06,53984017372553.16,53984017372553.16
1.2062291617865934e-05,7.5498485646312866e-06,53862967057043.9,53862967057043.9
1.2064412539347413e-05,7.650837402359682e-06,53742091681615.45,53742091681615.45
1.2066533833752049e-05,7.752406228238036e-06,53621215323541.15,53621215323541.15
1.2068655501145422e-05,7.853991843061833e-06,53500320030184.72,53500320030184.72
1.2070777541593109e-05,7.955594249414996e-06,53379405798120.34,53379405798120.34
1.2072899955160708e-05,8.062631963673946e-06,53258637694278.37,53258637694278.37
1.2075022741913823e-05,8.17139631125087e-06,53137902709600.94,53137902709600.94
1.2077145901918073e-05,8.280178636363348e-06,53017148784623.75,53017148784623.75
1.2079269435239086e-05,8.38897894177795e-06,52896375915960.99,52896375915960.99
1.20813933419425e-05,8.502864306360973e-06,52775731524621.75,52775731524621.75
1.2083517622093972e-05,8.619343896328466e-06,52655143113812.234,52655143113812.234
1.2085642275759164e-05,8.7358427382147e-06,52534535757576.11,52534535757576.11
1.208776730300375e-05,8.852360834982195e-06,52413909452569.11,52413909452569.11
1.2089892703893416e-05,8.973998861296449e-06,52293405815436.56,52293405815436.56
1.2092018478493862e-05,9.098752957317711e-06,52172969181700.234,52172969181700.234
1.2094144626870797e-05,9.223527671958016e-06,52052513597289.695,52052513597289.695
1.2096271149089946e-05,9.348323008390007e-06,51932039058904.27,51932039058904.27
1.2098398045217035e-05,9.47873819748659e-06,51811693843532.58,51811693843532.58
1.2100525315317814e-05,9.61236881828569e-06,51691414248124.67,51691414248124.67
1.2102652959458035e-05,9.746021523774336e-06,51571115696660.66,51571115696660.66
1.210478097770347e-05,9.879696317350427e-06,51450798185883.94,51450798185883.94
1.2106909370119895e-05,1.002004733626009e-05,51330629721570.914,51330629721570.914
1.2109038136773103e-05,1.0163202730327242e-05,51210512513511.16,51210512513511.16
1.2111167277728895e-05,1.0306381782151341e-05,51090376343860.875,51090376343860.875
1.2113296793053085e-05,1.0449584495371744e-05,50970221209410.4,50970221209410.4
1.2115426682811497e-05,1.0601180600295929e-05,50850248523035.87,50850248523035.87
1.2117556947069973e-05,1.075455902798906e-05,50730299156855.37,50730299156855.37
1.2119687585894356e-05,1.0907962801753014e-05,50610330823380.734,50610330823380.734
1.2121818599350509e-05,1.1061391925486663e-05,50490343519449.8,50490343519449.8
1.2123949987504302e-05,1.1225711347087512e-05,50370586370421.164,50370586370421.164
1.2126081750421618e-05,1.1390065196374391e-05,50250810418101.14,50250810418101.14
1.2128213888168358e-05,1.1554446204221554e-05,50131015492594.17,50131015492594.17
1.2130346400810421e-05,1.1721453734735863e-05,50011258369560.875,50011258369560.875
1.213247928841373e-05,1.1897564900116325e-05,49891680505799.11,49891680505799.11
1.2134612551044211e-05,1.2073705165912763e-05,49772083665808.43,49772083665808.43
1.2136746188767809e-05,1.2249874536600829e-05,49652467846529.83,49652467846529.83
1.2138880201650473e-05,1.2432285060832885e-05,49532962265790.57,49532962265790.57
1.2141014589758171e-05,1.2621055030867306e-05,49413569353229.91,49413569353229.91
1.2143149353156875e-05,1.2809856191641555e-05,49294157458057.484,49294157458057.484
1.214528449191258e-05,1.2998688547952492e-05,49174726577267.234,49174726577267.234
1.2147420006091276e-05,1.3198552496267754e-05,49055494565518.54,49055494565518.54
1.2149555895758982e-05,1.3400924388632107e-05,48936292577608.59,48936292577608.59
1.2151692160981716e-05,1.3603329717696225e-05,48817071600452.28,48817071600452.28
1.215382880182551e-05,1.3808442163598306e-05,48697882034667.914,48697882034667.914
1.2155965818356418e-05,1.4025397820713748e-05,48578896085094.38,48578896085094.38
1.2158103210640488e-05,1.424238932291259e-05,48459891142258.42,48459891142258.42
1.2160240978743794e-05,1.445941667570631e-05,48340867203267.97,48340867203267.97
1.2162379122732416e-05,1.4685808681774943e-05,48221991614784.96,48221991614784.96
1.2164517642672447e-05,1.4918479919351779e-05,48103208990854.37,48103208990854.37
1.216665653862999e-05,1.515118959678274e-05,47984407366398.61,47984407366398.61
1.2168795810671159e-05,1.5384924705818123e-05,47865603583881.9,47865603583881.9
1.2170935458862082e-05,1.5634456427589168e-05,47747049723188.31,47747049723188.31
1.2173075483268899e-05,1.5884029373364146e-05,47628476857155.45,47628476857155.45
1.2175215883957757e-05,1.6133643549480243e-05,47509884983013.7,47509884983013.7
1.2177356660994821e-05,1.6393441230424e-05,47391438735054.45,47391438735054.45
1.2179497814446264e-05,1.6661153037197195e-05,47273101236727.12,47273101236727.12
1.218163934437827e-05,1.6928909069425295e-05,47154744725068.95,47154744725068.95
1.2183781250857039e-05,1.7198852051267012e-05,47036402272631.625,47036402272631.625
1.2185923533948775e-05,1.7486081091790755e-05,46918306922240.77,46918306922240.77
1.2188066193719701e-05,1.7773357580377096e-05,46800192552794.0,46800192552794.0
1.219020923023605e-05,1.8060681524318767e-05,46682059161651.79,46682059161651.79
1.2192352643564062e-05,1.8362640266349668e-05,46564120502906.68,46564120502906.68
1.2194496433769993e-05,1.867088611390468e-05,46446254208734.234,46446254208734.234
1.219664060092011e-05,1.897918287903496e-05,46328368886640.72,46328368886640.72
1.2198785145080696e-05,1.929521466524398e-05,46210571452635.97,46210571452635.97
1.2200930066318032e-05,1.962590817440237e-05,46092958250151.75,46092958250151.75
1.2203075364698425e-05,1.9956656307305902e-05,45975326012920.16,45975326012920.16
1.2205221040288189e-05,2.0288718814172863e-05,45857691405963.55,45857691405963.55
1.2207367093153647e-05,2.0643400476404008e-05,45740336280812.8,45740336280812.8
1.2209513523361139e-05,2.0998140722746645e-05,45622962113494.82,45622962113494.82
1.2211660330977009e-05,2.135293956220176e-05,45505568901581.64,45505568901581.64
1.2213807516067617e-05,2.1728746501247603e-05,45388420190853.74,45388420190853.74
1.2215955078699339e-05,2.2109122395294327e-05,45271309122675.44,45271309122675.44
1.2218103018938555e-05,2.2489561114614304e-05,45154179001948.9,45154179001948.9
1.2220251336851659e-05,2.2887821591354245e-05,45037242270565.61,45037242270565.61
1.222240003250506e-05,2.3295586530393444e-05,44920399383226.19,44920399383226.19
1.2224549105965179e-05,2.370341881616981e-05,44803537434762.32,44803537434762.32
1.2226698557298438e-05,2.412703737326983e-05,44686835238803.125,44686835238803.125
1.2228848386571285e-05,2.4564061829276708e-05,44570265670261.85,44570265670261.85
1.2230998593850174e-05,2.5001158462093826e-05,44453677031378.72,44453677031378.72
1.2233149179201565e-05,2.5453389331313345e-05,44337232263527.766,44337232263527.766
1.223530014269194e-05,2.5921668543878024e-05,44220941209677.51,44220941209677.51
1.2237451484387783e-05,2.6390025092507502e-05,44104631075608.945,44104631075608.945
1.2239603204355601e-05,2.6874508369750976e-05,43988466977248.25,43988466977248.25
1.2241755302661896e-05,2.7376170560150723e-05,43872459692402.9,43872459692402.9
1.2243907779373198e-05,2.787791559698056e-05,43756433316784.54,43756433316784.54
1.2246060634556042e-05,2.8398716724907652e-05,43640573488588.93,43640573488588.93
1.2248213868276974e-05,2.8936031866469928e-05,43524855285216.5,43524855285216.5
1.225036748060255e-05,2.9473435739309063e-05,43409117979819.055,43409117979819.055
1.2252521471599347e-05,3.0035088601867697e-05,43293586390696.86,43293586390696.86
1.2254675841333938e-05,3.061047778416393e-05,43178162638705.97,43178162638705.97
1.2256830589872924e-05,3.118596198198262e-05,43062719772720.625,43062719772720.625
1.225898571728291e-05,3.179351594021009e-05,42947540767135.305,42947540767135.305
1.2261141223630509e-05,3.2409561368001415e-05,42832416892854.71,42832416892854.71
1.226329710898235e-05,3.3025708521519324e-05,42717273891873.3,42717273891873.3
1.2265453373405079e-05,3.368477974812599e-05,42602472195622.68,42602472195622.68
1.2267610016965341e-05,3.4344235419011774e-05,42487653680576.01,42487653680576.01
1.226976703972981e-05,3.501494089437755e-05,42372905217580.555,42372905217580.555
1.2271924441765152e-05,3.572062748128085e-05,42258416749943.625,42258416749943.625
1.2274082223138057e-05,3.642643058948219e-05,42143909129492.86,42143909129492.86
1.2276240383915228e-05,3.715869855228685e-05,42029582970461.38,42029582970461.38
1.2278398924163371e-05,3.7913856983844465e-05,41915411000324.35,41915411000324.35
1.2280557843949212e-05,3.866914010111334e-05,41801219862234.81,41801219862234.81
1.2282717143339486e-05,3.947043686660192e-05,41687341845602.08,41687341845602.08
1.2284876822400935e-05,4.0278407554467316e-05,41573492012445.26,41573492012445.26
1.2287036881200321e-05,4.110091020177413e-05,41459722160477.26,41459722160477.26
1.2289197319804412e-05,4.196511313441856e-05,41346219352595.55,41346219352595.55
1.2291358138279988e-05,4.2829458749222996e-05,41232697345287.68,41232697345287.68
1.2293519336693842e-05,4.3734649539276015e-05,41119422720294.37,41119422720294.37
1.2295680915112783e-05,4.4659017258096794e-05,41006253492770.555,41006253492770.555
1.2297842873603626e-05,4.5592880991185934e-05,40893123246893.734,40893123246893.734
1.2300005212233195e-05,4.6581302432296695e-05,40780312618473.12,40780312618473.12
1.2302167931068333e-05,4.756988705508098e-05,40667482755254.11,40667482755254.11
1.2304331030175894e-05,4.8602960743140276e-05,40554896198086.664,40554896198086.664
1.230649450962274e-05,4.965990983306432e-05,40442430782479.99,40442430782479.99
1.2308658369475742e-05,5.073121774727153e-05,40330026004335.08,40330026004335.08
1.2310822609801795e-05,5.186111734010462e-05,40217930948995.4,40217930948995.4
1.2312987230667793e-05,5.299120346106348e-05,40105816619362.25,40105816619362.25
1.2315152232140647e-05,5.418167144183573e-05,39994005371182.984,39994005371182.984
