time_days,epsilon_dot_alpha,epsilon_dot_beta_minus,epsilon_dot
1.1684481894967554e-05,1.208417577755599e-06,751712494057605.4,751712494057605.4
1.1686536385891505e-05,1.2186627618298547e-06,752374069404504.4,752374069404504.4
1.1688591238058084e-05,1.2289097473220539e-06,753035761076665.4,753035761076665.4
1.1690646451530811e-05,1.239158534548936e-06,753697569094542.5,753697569094542.5
1.1692702026373212e-05,1.2494091238272918e-06,754359493478588.9,754359493478588.9
1.169475796264883e-05,1.2599744613232136e-06,755037134127893.0,755037134127893.0
1.1696814260421214e-05,1.2709846660622125e-06,755736977284305.0,755736977284305.0
1.1698870919753925e-05,1.2819968067332597e-06,756436943494634.1,756436943494634.1
1.170092794071054e-05,1.2930108836767752e-06,757137032780517.9,757137032780517.9
1.1702985323354636e-05,1.3040268972331835e-06,757837245163594.4,757837245163594.4
1.1705043067749818e-05,1.3150448477430296e-06,758537580665511.2,758537580665511.2
1.170710117395969e-05,1.3260647355468728e-06,759238039307914.8,759238039307914.8
1.1709159642047868e-05,1.3374214037210056e-06,759954971436047.8,759954971436047.8
1.1711218472077982e-05,1.3492540121776427e-06,760695172213832.2,760695172213832.2
1.1713277664113672e-05,1.3610887011701492e-06,761435503141642.8,761435503141642.8
1.1715337218218593e-05,1.3729254710643675e-06,762175964242363.6,762175964242363.6
1.1717397134456403e-05,1.3847643222261707e-06,762916555538883.8,762916555538883.8
1.1719457412890783e-05,1.3966052550215337e-06,763657277054096.5,763657277054096.5
1.172151805358541e-05,1.4084482698164339e-06,764398128810896.5,764398128810896.5
1.1723579056603986e-05,1.4207632411318042e-06,765161585762245.4,765161585762245.4
1.1725640422010216e-05,1.4334757081649746e-06,765944086318764.6,765944086318764.6
1.1727702149867825e-05,1.4461904104402053e-06,766726724462911.6,766726724462911.6
1.1729764240240532e-05,1.4589073483504714e-06,767509500218876.4,767509500218876.4
