    time    temp    dens
   3.94117373228484E-04   3.31580933684828E+00   1.19493756403935E+12
     nin     zin       y       x
  1    0     8.78650418319099E-01   8.78650418319099E-01
  0    1     3.19543811287579E-20   3.19543811287579E-20
  1    1     3.38185821116497E-19   6.76371642232994E-19
  2    1     3.82110960681272E-12   1.14633288204382E-11
  1    2     1.00000000000000E-99   1.00000000000000E-99
  2    2     2.28845217207263E-14   9.15380868829052E-14
  4    2     9.75118764102402E-11   5.85071258461441E-10
  3    3     1.00000000000000E-99   1.00000000000000E-99
  4    3     1.00000000000000E-99   1.00000000000000E-99
  5    3     3.08075136879361E-22   2.46460109503489E-21
  6    3     3.80990577803322E-15   3.42891520022990E-14
  3    4     1.00000000000000E-99   1.00000000000000E-99
  5    4     1.00000000000000E-99   1.00000000000000E-99
  6    4     1.89990742544771E-23   1.89990742544771E-22
  7    4     2.97311504662174E-21   3.27042655128391E-20
  8    4     7.35705342756512E-16   8.82846411307815E-15
  3    5     1.00000000000000E-99   1.00000000000000E-99
  5    5     1.00000000000000E-99   1.00000000000000E-99
  6    5     1.00000000000000E-99   1.00000000000000E-99
  7    5     1.00000000000000E-99   1.00000000000000E-99
  8    5     1.95406502458549E-21   2.54028453196114E-20
  9    5     7.15260472370323E-19   1.00136466131845E-17
  3    6     1.00000000000000E-99   1.00000000000000E-99
  4    6     1.00000000000000E-99   1.00000000000000E-99
  5    6     1.00000000000000E-99   1.00000000000000E-99
  6    6     1.00000000000000E-99   1.00000000000000E-99
  7    6     1.00000000000000E-99   1.00000000000000E-99
  8    6     1.00000000000000E-99   1.00000000000000E-99
  9    6     1.00000000000000E-99   1.00000000000000E-99
 10    6     1.09680560360978E-22   1.75488896577564E-21
 11    6     5.55209073849868E-20   9.43855425544776E-19
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     1.00000000000000E-99   1.00000000000000E-99
  5    7     1.00000000000000E-99   1.00000000000000E-99
  6    7     1.00000000000000E-99   1.00000000000000E-99
