time_days,Nuclei:Re188 top 20
1.1574074074074073e-05,8.119755065926407e-89
1.1576109151910821e-05,8.119755065844267e-89
1.157814458757678e-05,8.119755065762112e-89
1.158018038113487e-05,8.119755065679943e-89
1.1582216532648015e-05,8.119755065597759e-89
1.1584253042179158e-05,8.119755065515562e-89
1.1586289909791249e-05,8.11975506543335e-89
1.1588327135547246e-05,8.119755065351122e-89
1.1590364719510128e-05,8.11975506526888e-89
1.1592402661742875e-05,8.119755065186625e-89
1.1594440962308483e-05,8.119755065104354e-89
1.1596479621269957e-05,8.11975506502207e-89
1.1598518638690315e-05,8.119755064939771e-89
1.1600558014632583e-05,8.119755064857457e-89
1.1602597749159803e-05,8.119755064775129e-89
1.1604637842335022e-05,8.119755064692787e-89
1.1606678294221306e-05,8.11975506461043e-89
1.1608719104881723e-05,8.119755064528058e-89
1.1610760274379357e-05,8.119755064445672e-89
1.1612801802777306e-05,8.119755064363271e-89
1.1614843690138673e-05,8.119755064280856e-89
1.1616885936526574e-05,8.119755064198428e-89
1.1618928542004138e-05,8.119755064115983e-89
1.1620971506634507e-05,8.119755064033525e-89
1.1623014830480826e-05,8.119755063951052e-89
1.162505851360626e-05,8.119755063868563e-89
1.1627102556073979e-05,8.119755063786062e-89
1.1629146957947168e-05,8.119755063703546e-89
1.163119171928902e-05,8.119755063621014e-89
1.1633236840162742e-05,8.11975506353847e-89
1.1635282320631548e-05,8.119755063455909e-89
1.163732816075867e-05,8.119755063373334e-89
1.1639374360607345e-05,8.119755063290746e-89
1.1641420920240822e-05,8.119755063208142e-89
1.1643467839722364e-05,8.119755063125524e-89
1.1645515119115243e-05,8.119755063042892e-89
1.1647562758482743e-05,8.119755062960244e-89
1.1649610757888157e-05,8.119755062877583e-89
1.1651659117394789e-05,8.119755062794907e-89
1.1653707837065959e-05,8.119755062712215e-89
1.1655756916964996e-05,8.119755062629509e-89
1.1657806357155237e-05,8.11975506254679e-89
1.1659856157700035e-05,8.119755062464055e-89
1.1661906318662747e-05,8.119755062381307e-89
1.1663956840106745e-05,8.119755062298542e-89
1.1666007722095419e-05,8.119755062215765e-89
1.1668058964692159e-05,8.119755062132972e-89
1.1670110567960373e-05,8.119755062050164e-89
1.1672162531963473e-05,8.119755061967345e-89
1.1674214856764896e-05,8.119755061884508e-89
1.1676267542428077e-05,8.119755061801657e-89
1.1678320589016465e-05,8.119755061718791e-89
1.1680373996593523e-05,8.119755061635911e-89
1.1682427765222725e-05,8.119755061553016e-89
1.1684481894967554e-05,8.119755061470108e-89
1.1686536385891505e-05,8.119755061387183e-89
1.1688591238058084e-05,8.119755061304245e-89
1.1690646451530811e-05,8.119755061221292e-89
1.1692702026373212e-05,8.119755061138326e-89
1.169475796264883e-05,8.119755061055344e-89
1.1696814260421214e-05,8.119755060972346e-89
1.1698870919753925e-05,8.119755060889334e-89
1.170092794071054e-05,8.119755060806309e-89
1.1702985323354636e-05,8.119755060723269e-89
1.1705043067749818e-05,8.119755060640214e-89
1.170710117395969e-05,8.119755060557144e-89
1.1709159642047868e-05,8.119755060474061e-89
1.1711218472077982e-05,8.119755060390961e-89
1.1713277664113672e-05,8.119755060307849e-89
1.1715337218218593e-05,8.11975506022472e-89
1.1717397134456403e-05,8.119755060141578e-89
1.1719457412890783e-05,8.119755060058421e-89
1.172151805358541e-05,8.119755059975249e-89
1.1723579056603986e-05,8.119755059892063e-89
1.1725640422010216e-05,8.119755059808861e-89
1.1727702149867825e-05,8.119755059725644e-89
1.1729764240240532e-05,8.119755059642415e-89
1.1731826693192089e-05,8.119755059559169e-89
1.173388950878624e-05,8.119755059475909e-89
1.1735952687086755e-05,8.119755059392635e-89
1.1738016228157407e-05,8.119755059309345e-89
1.174008013206198e-05,8.119755059226042e-89
1.1742144398864272e-05,8.119755059142725e-89
1.1744209028628096e-05,8.119755059059392e-89
1.1746274021417267e-05,8.119755058976044e-89
1.1748339377295616e-05,8.119755058892681e-89
1.1750405096326988e-05,8.119755058809305e-89
1.1752471178575235e-05,8.119755058725914e-89
1.1754537624104223e-05,8.119755058642507e-89
1.1756604432977824e-05,8.119755058559087e-89
1.1758671605259932e-05,8.11975505847565e-89
1.1760739141014437e-05,8.119755058392201e-89
1.1762807040305254e-05,8.119755058308735e-89
1.1764875303196305e-05,8.119755058225257e-89
1.1766943929751517e-05,8.119755058141763e-89
1.1769012920034836e-05,8.119755058058253e-89
1.1771082274110218e-05,8.11975505797473e-89
1.1773151992041629e-05,8.11975505789119e-89
1.1775222073893044e-05,8.119755057807638e-89
1.1777292519728452e-05,8.11975505772407e-89
1.177936332961185e-05,8.119755057640489e-89
1.1781434503607254e-05,8.119755057556891e-89
1.1783506041778683e-05,8.11975505747328e-89
1.178557794419017e-05,8.119755057389651e-89
1.1787650210905758e-05,8.119755057306012e-89
1.178972284198951e-05,8.119755057222357e-89
1.1791795837505486e-05,8.119755057138685e-89
1.1793869197517767e-05,8.119755057055e-89
1.179594292209044e-05,8.119755056971299e-89
1.1798017011287611e-05,8.119755056887585e-89
1.180009146517339e-05,8.119755056803856e-89
1.1802166283811898e-05,8.11975505672011e-89
1.180424146726727e-05,8.119755056636353e-89
1.1806317015603657e-05,8.119755056552579e-89
1.1808392928885212e-05,8.11975505646879e-89
1.1810469207176105e-05,8.119755056384987e-89
1.1812545850540515e-05,8.119755056301169e-89
1.1814622859042633e-05,8.119755056217337e-89
1.1816700232746663e-05,8.11975505613349e-89
1.1818777971716817e-05,8.119755056049627e-89
1.182085607601732e-05,8.11975505596575e-89
1.182293454571241e-05,8.11975505588186e-89
1.1825013380866334e-05,8.119755055797953e-89
1.182709258154335e-05,8.119755055714032e-89
1.1829172147807727e-05,8.119755055630095e-89
1.183125207972375e-05,8.119755055546145e-89
1.183333237735571e-05,8.11975505546218e-89
1.1835413040767908e-05,8.1197550553782e-89
1.1837494070024666e-05,8.119755055294205e-89
1.1839575465190307e-05,8.119755055210195e-89
1.1841657226329168e-05,8.119755055126172e-89
1.18437393535056e-05,8.119755055042132e-89
1.1845821846783964e-05,8.119755054958077e-89
1.184790470622863e-05,8.119755054874009e-89
1.1849987931903983e-05,8.119755054789926e-89
1.1852071523874415e-05,8.119755054705827e-89
1.1854155482204337e-05,8.119755054621713e-89
1.185623980695816e-05,8.119755054537587e-89
1.185832449820032e-05,8.119755054453443e-89
1.186040955599525e-05,8.119755054369286e-89
1.1862494980407405e-05,8.119755054285114e-89
1.1864580771501242e-05,8.119755054200927e-89
1.1866666929341244e-05,8.119755054116724e-89
1.1868753453991893e-05,8.119755054032508e-89
1.1870840345517681e-05,8.119755053948277e-89
1.187292760398312e-05,8.11975505386403e-89
1.187501522945273e-05,8.11975505377977e-89
1.1877103221991039e-05,8.119755053695494e-89
1.1879191581662589e-05,8.119755053611203e-89
1.1881280308531934e-05,8.119755053526897e-89
1.188336940266364e-05,8.119755053442576e-89
1.1885458864122283e-05,8.119755053358242e-89
1.1887548692972447e-05,8.11975505327389e-89
1.1889638889278737e-05,8.119755053189527e-89
1.1891729453105753e-05,8.119755053105148e-89
1.1893820384518129e-05,8.119755053020752e-89
1.1895911683580489e-05,8.119755052936344e-89
1.1898003350357477e-05,8.119755052851919e-89
1.1900095384913753e-05,8.11975505276748e-89
1.190218778731398e-05,8.119755052683027e-89
1.1904280557622842e-05,8.119755052598558e-89
1.1906373695905023e-05,8.119755052514073e-89
1.1908467202225226e-05,8.119755052429577e-89
1.1910561076648163e-05,8.119755052345061e-89
1.1912655319238558e-05,8.119755052260534e-89
1.1914749930061148e-05,8.119755052175992e-89
1.1916844909180674e-05,8.119755052091434e-89
1.1918940256661901e-05,8.119755052006862e-89
1.1921035972569594e-05,8.119755051922273e-89
1.1923132056968534e-05,8.119755051837671e-89
1.1925228509923516e-05,8.119755051753053e-89
1.1927325331499338e-05,8.119755051668422e-89
1.1929422521760818e-05,8.119755051583775e-89
1.1931520080772786e-05,8.119755051499111e-89
1.1933618008600073e-05,8.119755051414435e-89
1.193571630530753e-05,8.119755051329743e-89
1.1937814970960021e-05,8.119755051245036e-89
1.1939914005622416e-05,8.119755051160314e-89
1.1942013409359598e-05,8.119755051075578e-89
1.1944113182236459e-05,8.119755050990826e-89
1.1946213324317909e-05,8.119755050906061e-89
1.1948313835668861e-05,8.119755050821279e-89
1.1950414716354249e-05,8.119755050736482e-89
1.1952515966439013e-05,8.119755050651672e-89
1.1954617585988102e-05,8.119755050566847e-89
1.1956719575066477e-05,8.119755050482006e-89
1.195882193373912e-05,8.11975505039715e-89
1.1960924662071011e-05,8.11975505031228e-89
1.196302776012715e-05,8.119755050227394e-89
1.1965131227972544e-05,8.119755050142493e-89
1.1967235065672215e-05,8.119755050057577e-89
1.1969339273291195e-05,8.119755049972648e-89
1.1971443850894526e-05,8.119755049887701e-89
1.1973548798547261e-05,8.119755049802742e-89
1.197565411631447e-05,8.119755049717767e-89
1.197775980426123e-05,8.119755049632775e-89
1.1979865862452626e-05,8.119755049547773e-89
1.1981972290953762e-05,8.11975504946275e-89
1.1984079089829748e-05,8.119755049377716e-89
1.198618625914571e-05,8.119755049292665e-89
1.198829379896678e-05,8.119755049207601e-89
1.1990401709358103e-05,8.119755049122522e-89
1.199250999038484e-05,8.119755049037426e-89
1.1994618642112156e-05,8.119755048952318e-89
1.1996727664605237e-05,8.119755048867192e-89
1.1998837057929273e-05,8.119755048782053e-89
1.2000946822149464e-05,8.119755048696897e-89
1.2003056957331031e-05,8.119755048611729e-89
1.2005167463539195e-05,8.119755048526544e-89
1.2007278340839195e-05,8.119755048441345e-89
1.2009389589296282e-05,8.11975504835613e-89
1.2011501208975716e-05,8.119755048270899e-89
1.2013613199942771e-05,8.119755048185656e-89
1.2015725562262726e-05,8.119755048100397e-89
1.2017838296000882e-05,8.119755048015122e-89
1.2019951401222542e-05,8.119755047929832e-89
