time_days,Sb128 top 8
1.1574074074074073e-05,7.073166627958279e-88
1.1576109151910821e-05,7.073166601350987e-88
1.157814458757678e-05,7.073166574739018e-88
1.158018038113487e-05,7.073166548122369e-88
1.1582216532648015e-05,7.07316652150104e-88
1.1584253042179158e-05,7.07316649487503e-88
1.1586289909791249e-05,7.073166468244341e-88
1.1588327135547246e-05,7.073166441608967e-88
1.1590364719510128e-05,7.07316641496891e-88
1.1592402661742875e-05,7.073166388324168e-88
1.1594440962308483e-05,7.073166361674743e-88
1.1596479621269957e-05,7.073166335020631e-88
1.1598518638690315e-05,7.073166308361833e-88
1.1600558014632583e-05,7.073166281698348e-88
1.1602597749159803e-05,7.073166255030175e-88
1.1604637842335022e-05,7.073166228357312e-88
1.1606678294221306e-05,7.07316620167976e-88
1.1608719104881723e-05,7.073166174997517e-88
1.1610760274379357e-05,7.073166148310583e-88
1.1612801802777306e-05,7.073166121618956e-88
1.1614843690138673e-05,7.073166094922638e-88
1.1616885936526574e-05,7.073166068221624e-88
1.1618928542004138e-05,7.073166041515916e-88
1.1620971506634507e-05,7.073166014805512e-88
1.1623014830480826e-05,7.07316598809041e-88
1.162505851360626e-05,7.073165961370614e-88
1.1627102556073979e-05,7.073165934646118e-88
1.1629146957947168e-05,7.073165907916924e-88
1.163119171928902e-05,7.073165881183029e-88
1.1633236840162742e-05,7.073165854444435e-88
1.1635282320631548e-05,7.073165827701138e-88
1.163732816075867e-05,7.07316580095314e-88
1.1639374360607345e-05,7.07316577420044e-88
1.1641420920240822e-05,7.073165747443034e-88
1.1643467839722364e-05,7.073165720680923e-88
1.1645515119115243e-05,7.073165693914108e-88
1.1647562758482743e-05,7.073165667142586e-88
1.1649610757888157e-05,7.073165640366357e-88
1.1651659117394789e-05,7.073165613585421e-88
1.1653707837065959e-05,7.073165586799774e-88
1.1655756916964996e-05,7.073165560009421e-88
1.1657806357155237e-05,7.073165533214354e-88
1.1659856157700035e-05,7.073165506414576e-88
1.1661906318662747e-05,7.073165479610088e-88
