time_days,Ce141 top 7
1.1574074074074073e-05,9.796597150024112e-91
1.1576109151910821e-05,9.796597149599207e-91
1.157814458757678e-05,9.796597149174228e-91
1.158018038113487e-05,9.796597148749171e-91
1.1582216532648015e-05,9.796597148324042e-91
1.1584253042179158e-05,9.796597147898837e-91
1.1586289909791249e-05,9.796597147473559e-91
1.1588327135547246e-05,9.796597147048203e-91
1.1590364719510128e-05,9.796597146622776e-91
1.1592402661742875e-05,9.796597146197271e-91
1.1594440962308483e-05,9.796597145771692e-91
1.1596479621269957e-05,9.796597145346039e-91
1.1598518638690315e-05,9.796597144920309e-91
1.1600558014632583e-05,9.796597144494508e-91
1.1602597749159803e-05,9.796597144068629e-91
1.1604637842335022e-05,9.796597143642676e-91
1.1606678294221306e-05,9.796597143216649e-91
1.1608719104881723e-05,9.796597142790545e-91
1.1610760274379357e-05,9.796597142364368e-91
1.1612801802777306e-05,9.796597141938115e-91
1.1614843690138673e-05,9.796597141511787e-91
1.1616885936526574e-05,9.796597141085385e-91
1.1618928542004138e-05,9.796597140658908e-91
1.1620971506634507e-05,9.796597140232356e-91
1.1623014830480826e-05,9.796597139805728e-91
1.162505851360626e-05,9.796597139379025e-91
1.1627102556073979e-05,9.796597138952247e-91
1.1629146957947168e-05,9.796597138525396e-91
1.163119171928902e-05,9.796597138098466e-91
1.1633236840162742e-05,9.796597137671465e-91
1.1635282320631548e-05,9.796597137244388e-91
1.163732816075867e-05,9.796597136817236e-91
1.1639374360607345e-05,9.796597136390005e-91
1.1641420920240822e-05,9.796597135962703e-91
1.1643467839722364e-05,9.796597135535324e-91
1.1645515119115243e-05,9.796597135107872e-91
1.1647562758482743e-05,9.796597134680344e-91
1.1649610757888157e-05,9.79659713425274e-91
1.1651659117394789e-05,9.79659713382506e-91
1.1653707837065959e-05,9.796597133397307e-91
1.1655756916964996e-05,9.796597132969477e-91
1.1657806357155237e-05,9.796597132541574e-91
1.1659856157700035e-05,9.796597132113592e-91
1.1661906318662747e-05,9.796597131685539e-91
1.1663956840106745e-05,9.796597131257409e-91
1.1666007722095419e-05,9.796597130829203e-91
1.1668058964692159e-05,9.796597130400922e-91
1.1670110567960373e-05,9.796597129972566e-91
1.1672162531963473e-05,9.796597129544135e-91
1.1674214856764896e-05,9.796597129115629e-91
1.1676267542428077e-05,9.796597128687044e-91
1.1678320589016465e-05,9.796597128258389e-91
