time_days,I131 top 3
1.1574074074074073e-05,7.158327501213693e-90
1.1576109151910821e-05,7.1583274999547745e-90
1.157814458757678e-05,7.1583274986956336e-90
1.158018038113487e-05,7.158327497436272e-90
1.1582216532648015e-05,7.158327496176689e-90
1.1584253042179158e-05,7.158327494916885e-90
1.1586289909791249e-05,7.158327493656859e-90
1.1588327135547246e-05,7.158327492396612e-90
1.1590364719510128e-05,7.158327491136142e-90
1.1592402661742875e-05,7.15832748987545e-90
1.1594440962308483e-05,7.158327488614538e-90
1.1596479621269957e-05,7.158327487353403e-90
1.1598518638690315e-05,7.158327486092047e-90
1.1600558014632583e-05,7.158327484830471e-90
1.1602597749159803e-05,7.15832748356867e-90
1.1604637842335022e-05,7.158327482306649e-90
1.1606678294221306e-05,7.158327481044405e-90
1.1608719104881723e-05,7.15832747978194e-90
1.1610760274379357e-05,7.158327478519252e-90
1.1612801802777306e-05,7.1583274772563435e-90
1.1614843690138673e-05,7.158327475993212e-90
1.1616885936526574e-05,7.1583274747298585e-90
1.1618928542004138e-05,7.158327473466283e-90
1.1620971506634507e-05,7.158327472202486e-90
1.1623014830480826e-05,7.158327470938464e-90
1.162505851360626e-05,7.1583274696742225e-90
1.1627102556073979e-05,7.158327468409758e-90
1.1629146957947168e-05,7.158327467145072e-90
1.163119171928902e-05,7.158327465880161e-90
1.1633236840162742e-05,7.15832746461503e-90
1.1635282320631548e-05,7.158327463349676e-90
1.163732816075867e-05,7.1583274620841e-90
1.1639374360607345e-05,7.158327460818301e-90
1.1641420920240822e-05,7.158327459552279e-90
1.1643467839722364e-05,7.158327458286034e-90
1.1645515119115243e-05,7.158327457019567e-90
1.1647562758482743e-05,7.158327455752878e-90
1.1649610757888157e-05,7.158327454485965e-90
1.1651659117394789e-05,7.15832745321883e-90
1.1653707837065959e-05,7.158327451951472e-90
1.1655756916964996e-05,7.158327450683892e-90
1.1657806357155237e-05,7.158327449416089e-90
1.1659856157700035e-05,7.158327448148062e-90
1.1661906318662747e-05,7.158327446879812e-90
1.1663956840106745e-05,7.15832744561134e-90
1.1666007722095419e-05,7.158327444342645e-90
1.1668058964692159e-05,7.158327443073724e-90
1.1670110567960373e-05,7.158327441804582e-90
1.1672162531963473e-05,7.158327440535218e-90
1.1674214856764896e-05,7.15832743926563e-90
1.1676267542428077e-05,7.158327437995819e-90
1.1678320589016465e-05,7.158327436725785e-90
1.1680373996593523e-05,7.1583274354555265e-90
1.1682427765222725e-05,7.1583274341850466e-90
1.1684481894967554e-05,7.158327432914341e-90
1.1686536385891505e-05,7.158327431643413e-90
1.1688591238058084e-05,7.15832743037226e-90
1.1690646451530811e-05,7.1583274291008865e-90
1.1692702026373212e-05,7.158327427829289e-90
1.169475796264883e-05,7.158327426557466e-90
1.1696814260421214e-05,7.15832742528542e-90
1.1698870919753925e-05,7.15832742401315e-90
1.170092794071054e-05,7.158327422740656e-90
1.1702985323354636e-05,7.15832742146794e-90
1.1705043067749818e-05,7.158327420194999e-90
1.170710117395969e-05,7.158327418921835e-90
1.1709159642047868e-05,7.158327417648447e-90
1.1711218472077982e-05,7.158327416374835e-90
1.1713277664113672e-05,7.1583274151009975e-90
1.1715337218218593e-05,7.158327413826938e-90
1.1717397134456403e-05,7.158327412552652e-90
1.1719457412890783e-05,7.1583274112781454e-90
1.172151805358541e-05,7.158327410003412e-90
1.1723579056603986e-05,7.1583274087284565e-90
1.1725640422010216e-05,7.1583274074532755e-90
1.1727702149867825e-05,7.158327406177871e-90
1.1729764240240532e-05,7.158327404902241e-90
1.1731826693192089e-05,7.158327403626388e-90
1.173388950878624e-05,7.15832740235031e-90
1.1735952687086755e-05,7.1583274010740085e-90
1.1738016228157407e-05,7.158327399797482e-90
1.174008013206198e-05,7.15832739852073e-90
1.1742144398864272e-05,7.158327397243754e-90
1.1744209028628096e-05,7.158327395966555e-90
1.1746274021417267e-05,7.15832739468913e-90
1.1748339377295616e-05,7.15832739341148e-90
1.1750405096326988e-05,7.158327392133607e-90
1.1752471178575235e-05,7.158327390855509e-90
1.1754537624104223e-05,7.158327389577185e-90
1.1756604432977824e-05,7.1583273882986365e-90
1.1758671605259932e-05,7.158327387019864e-90
1.1760739141014437e-05,7.158327385740867e-90
1.1762807040305254e-05,7.1583273844616435e-90
1.1764875303196305e-05,7.158327383182197e-90
1.1766943929751517e-05,7.158327381902524e-90
1.1769012920034836e-05,7.158327380622626e-90
1.1771082274110218e-05,7.158327379342505e-90
1.1773151992041629e-05,7.158327378062156e-90
1.1775222073893044e-05,7.158327376781583e-90
1.1777292519728452e-05,7.158327375500785e-90
1.177936332961185e-05,7.1583273742197625e-90
1.1781434503607254e-05,7.158327372938514e-90
1.1783506041778683e-05,7.15832737165704e-90
1.178557794419017e-05,7.158327370375341e-90
1.1787650210905758e-05,7.158327369093417e-90
1.178972284198951e-05,7.158327367811267e-90
1.1791795837505486e-05,7.1583273665288915e-90
1.1793869197517767e-05,7.158327365246292e-90
1.179594292209044e-05,7.158327363963465e-90
1.1798017011287611e-05,7.158327362680413e-90
1.180009146517339e-05,7.158327361397135e-90
1.1802166283811898e-05,7.158327360113633e-90
1.180424146726727e-05,7.1583273588299045e-90
1.1806317015603657e-05,7.15832735754595e-90
1.1808392928885212e-05,7.1583273562617695e-90
1.1810469207176105e-05,7.158327354977364e-90
1.1812545850540515e-05,7.158327353692732e-90
1.1814622859042633e-05,7.158327352407875e-90
1.1816700232746663e-05,7.15832735112279e-90
1.1818777971716817e-05,7.158327349837481e-90
1.182085607601732e-05,7.158327348551946e-90
1.182293454571241e-05,7.158327347266184e-90
1.1825013380866334e-05,7.158327345980196e-90
1.182709258154335e-05,7.158327344693983e-90
1.1829172147807727e-05,7.1583273434075425e-90
1.183125207972375e-05,7.158327342120877e-90
1.183333237735571e-05,7.158327340833985e-90
1.1835413040767908e-05,7.158327339546865e-90
1.1837494070024666e-05,7.158327338259521e-90
1.1839575465190307e-05,7.15832733697195e-90
1.1841657226329168e-05,7.158327335684153e-90
1.18437393535056e-05,7.158327334396128e-90
1.1845821846783964e-05,7.158327333107877e-90
1.184790470622863e-05,7.1583273318193994e-90
1.1849987931903983e-05,7.1583273305306975e-90
1.1852071523874415e-05,7.158327329241767e-90
1.1854155482204337e-05,7.15832732795261e-90
1.185623980695816e-05,7.158327326663226e-90
1.185832449820032e-05,7.158327325373616e-90
1.186040955599525e-05,7.1583273240837785e-90
1.1862494980407405e-05,7.1583273227937145e-90
1.1864580771501242e-05,7.158327321503423e-90
1.1866666929341244e-05,7.158327320212907e-90
1.1868753453991893e-05,7.158327318922161e-90
1.1870840345517681e-05,7.158327317631191e-90
1.187292760398312e-05,7.1583273163399935e-90
1.187501522945273e-05,7.158327315048567e-90
1.1877103221991039e-05,7.158327313756915e-90
