time_days,Sn123 top 5
1.1574074074074073e-05,6.845792970201407e-91
1.1576109151910821e-05,6.845792970126908e-91
1.157814458757678e-05,6.845792970052398e-91
1.158018038113487e-05,6.845792969977874e-91
1.1582216532648015e-05,6.845792969903336e-91
1.1584253042179158e-05,6.845792969828787e-91
1.1586289909791249e-05,6.845792969754223e-91
1.1588327135547246e-05,6.845792969679647e-91
1.1590364719510128e-05,6.845792969605058e-91
1.1592402661742875e-05,6.845792969530456e-91
1.1594440962308483e-05,6.845792969455841e-91
1.1596479621269957e-05,6.845792969381211e-91
1.1598518638690315e-05,6.845792969306571e-91
1.1600558014632583e-05,6.845792969231914e-91
1.1602597749159803e-05,6.845792969157247e-91
1.1604637842335022e-05,6.845792969082565e-91
1.1606678294221306e-05,6.845792969007871e-91
1.1608719104881723e-05,6.845792968933164e-91
1.1610760274379357e-05,6.845792968858443e-91
1.1612801802777306e-05,6.845792968783709e-91
1.1614843690138673e-05,6.845792968708962e-91
1.1616885936526574e-05,6.845792968634203e-91
1.1618928542004138e-05,6.84579296855943e-91
1.1620971506634507e-05,6.845792968484643e-91
1.1623014830480826e-05,6.845792968409845e-91
1.162505851360626e-05,6.845792968335032e-91
1.1627102556073979e-05,6.845792968260206e-91
1.1629146957947168e-05,6.845792968185368e-91
1.163119171928902e-05,6.845792968110515e-91
1.1633236840162742e-05,6.84579296803565e-91
1.1635282320631548e-05,6.845792967960771e-91
1.163732816075867e-05,6.84579296788588e-91
1.1639374360607345e-05,6.845792967810975e-91
1.1641420920240822e-05,6.845792967736058e-91
1.1643467839722364e-05,6.845792967661126e-91
1.1645515119115243e-05,6.845792967586181e-91
1.1647562758482743e-05,6.845792967511223e-91
1.1649610757888157e-05,6.845792967436254e-91
1.1651659117394789e-05,6.84579296736127e-91
1.1653707837065959e-05,6.845792967286273e-91
1.1655756916964996e-05,6.845792967211262e-91
1.1657806357155237e-05,6.845792967136239e-91
1.1659856157700035e-05,6.845792967061202e-91
1.1661906318662747e-05,6.845792966986153e-91
1.1663956840106745e-05,6.845792966911091e-91
1.1666007722095419e-05,6.845792966836014e-91
1.1668058964692159e-05,6.845792966760924e-91
1.1670110567960373e-05,6.845792966685824e-91
1.1672162531963473e-05,6.845792966610706e-91
1.1674214856764896e-05,6.845792966535577e-91
1.1676267542428077e-05,6.845792966460434e-91
1.1678320589016465e-05,6.84579296638528e-91
1.1680373996593523e-05,6.845792966310112e-91
1.1682427765222725e-05,6.84579296623493e-91
1.1684481894967554e-05,6.845792966159736e-91
1.1686536385891505e-05,6.845792966084526e-91
1.1688591238058084e-05,6.845792966009305e-91
1.1690646451530811e-05,6.845792965934069e-91
1.1692702026373212e-05,6.845792965858822e-91
1.169475796264883e-05,6.845792965783561e-91
1.1696814260421214e-05,6.845792965708288e-91
1.1698870919753925e-05,6.845792965632999e-91
1.170092794071054e-05,6.845792965557698e-91
1.1702985323354636e-05,6.845792965482384e-91
1.1705043067749818e-05,6.845792965407057e-91
1.170710117395969e-05,6.845792965331717e-91
1.1709159642047868e-05,6.845792965256362e-91
1.1711218472077982e-05,6.845792965180995e-91
1.1713277664113672e-05,6.845792965105616e-91
1.1715337218218593e-05,6.845792965030222e-91
1.1717397134456403e-05,6.845792964954816e-91
1.1719457412890783e-05,6.845792964879395e-91
1.172151805358541e-05,6.845792964803962e-91
1.1723579056603986e-05,6.845792964728515e-91
1.1725640422010216e-05,6.845792964653056e-91
1.1727702149867825e-05,6.845792964577583e-91
1.1729764240240532e-05,6.845792964502096e-91
1.1731826693192089e-05,6.845792964426595e-91
1.173388950878624e-05,6.845792964351083e-91
1.1735952687086755e-05,6.845792964275556e-91
1.1738016228157407e-05,6.845792964200017e-91
1.174008013206198e-05,6.845792964124465e-91
1.1742144398864272e-05,6.845792964048898e-91
1.1744209028628096e-05,6.845792963973319e-91
1.1746274021417267e-05,6.845792963897726e-91
1.1748339377295616e-05,6.84579296382212e-91
1.1750405096326988e-05,6.8457929637465e-91
1.1752471178575235e-05,6.845792963670869e-91
1.1754537624104223e-05,6.845792963595223e-91
1.1756604432977824e-05,6.845792963519563e-91
1.1758671605259932e-05,6.845792963443891e-91
1.1760739141014437e-05,6.845792963368205e-91
1.1762807040305254e-05,6.845792963292506e-91
1.1764875303196305e-05,6.845792963216793e-91
1.1766943929751517e-05,6.845792963141068e-91
1.1769012920034836e-05,6.845792963065329e-91
1.1771082274110218e-05,6.845792962989577e-91
1.1773151992041629e-05,6.845792962913811e-91
1.1775222073893044e-05,6.845792962838033e-91
1.1777292519728452e-05,6.84579296276224e-91
1.177936332961185e-05,6.845792962686434e-91
1.1781434503607254e-05,6.845792962610615e-91
1.1783506041778683e-05,6.845792962534784e-91
1.178557794419017e-05,6.845792962458938e-91
1.1787650210905758e-05,6.845792962383079e-91
1.178972284198951e-05,6.845792962307207e-91
1.1791795837505486e-05,6.84579296223132e-91
1.1793869197517767e-05,6.845792962155421e-91
1.179594292209044e-05,6.845792962079511e-91
1.1798017011287611e-05,6.845792962003584e-91
1.180009146517339e-05,6.845792961927645e-91
1.1802166283811898e-05,6.845792961851693e-91
1.180424146726727e-05,6.845792961775726e-91
1.1806317015603657e-05,6.845792961699747e-91
1.1808392928885212e-05,6.845792961623754e-91
1.1810469207176105e-05,6.84579296154775e-91
1.1812545850540515e-05,6.845792961471731e-91
1.1814622859042633e-05,6.845792961395698e-91
1.1816700232746663e-05,6.845792961319651e-91
1.1818777971716817e-05,6.845792961243594e-91
1.182085607601732e-05,6.84579296116752e-91
1.182293454571241e-05,6.845792961091434e-91
1.1825013380866334e-05,6.845792961015334e-91
1.182709258154335e-05,6.845792960939221e-91
1.1829172147807727e-05,6.845792960863095e-91
1.183125207972375e-05,6.845792960786955e-91
1.183333237735571e-05,6.845792960710803e-91
1.1835413040767908e-05,6.845792960634637e-91
1.1837494070024666e-05,6.845792960558457e-91
1.1839575465190307e-05,6.845792960482264e-91
1.1841657226329168e-05,6.845792960406058e-91
1.18437393535056e-05,6.845792960329838e-91
1.1845821846783964e-05,6.845792960253604e-91
1.184790470622863e-05,6.845792960177358e-91
1.1849987931903983e-05,6.845792960101098e-91
1.1852071523874415e-05,6.845792960024825e-91
1.1854155482204337e-05,6.845792959948536e-91
1.185623980695816e-05,6.845792959872238e-91
1.185832449820032e-05,6.845792959795923e-91
1.186040955599525e-05,6.845792959719594e-91
1.1862494980407405e-05,6.845792959643255e-91
1.1864580771501242e-05,6.845792959566901e-91
1.1866666929341244e-05,6.845792959490534e-91
