time_days,Eu156 top 13
1.2162379122732416e-05,8.018026105931963e-90
1.2164517642672447e-05,8.018026105148125e-90
1.216665653862999e-05,8.018026104364147e-90
1.2168795810671159e-05,8.018026103580031e-90
1.2170935458862082e-05,8.018026102795778e-90
1.2173075483268899e-05,8.018026102011387e-90
1.2175215883957757e-05,8.018026101226858e-90
1.2177356660994821e-05,8.01802610044219e-90
1.2179497814446264e-05,8.018026099657385e-90
1.218163934437827e-05,8.018026098872443e-90
1.2183781250857039e-05,8.018026098087363e-90
1.2185923533948775e-05,8.018026097302143e-90
1.2188066193719701e-05,8.018026096516786e-90
1.219020923023605e-05,8.01802609573129e-90
1.2192352643564062e-05,8.01802609494566e-90
1.2194496433769993e-05,8.018026094159887e-90
1.219664060092011e-05,8.018026093373975e-90
1.2198785145080696e-05,8.018026092587929e-90
1.2200930066318032e-05,8.018026091801743e-90
1.2203075364698425e-05,8.01802609101542e-90
1.2205221040288189e-05,8.018026090228957e-90
1.2207367093153647e-05,8.018026089442356e-90
1.2209513523361139e-05,8.018026088655617e-90
1.2211660330977009e-05,8.01802608786874e-90
1.2213807516067617e-05,8.018026087081723e-90
1.2215955078699339e-05,8.01802608629457e-90
1.2218103018938555e-05,8.018026085507276e-90
1.2220251336851659e-05,8.018026084719847e-90
1.222240003250506e-05,8.018026083932276e-90
1.2224549105965179e-05,8.01802608314457e-90
1.2226698557298438e-05,8.018026082356722e-90
1.2228848386571285e-05,8.018026081568738e-90
1.2230998593850174e-05,8.018026080780614e-90
1.2233149179201565e-05,8.018026079992353e-90
1.223530014269194e-05,8.018026079203952e-90
1.2237451484387783e-05,8.018026078415412e-90
1.2239603204355601e-05,8.018026077626734e-90
1.2241755302661896e-05,8.018026076837916e-90
1.2243907779373198e-05,8.018026076048963e-90
1.2246060634556042e-05,8.018026075259868e-90
1.2248213868276974e-05,8.018026074470637e-90
1.225036748060255e-05,8.018026073681263e-90
1.2252521471599347e-05,8.018026072891753e-90
1.2254675841333938e-05,8.018026072102105e-90
1.2256830589872924e-05,8.018026071312316e-90
1.225898571728291e-05,8.01802607052239e-90
1.2261141223630509e-05,8.018026069732325e-90
1.226329710898235e-05,8.018026068942121e-90
1.2265453373405079e-05,8.018026068151776e-90
1.2267610016965341e-05,8.018026067361292e-90
1.226976703972981e-05,8.018026066570671e-90
1.2271924441765152e-05,8.018026065779911e-90
1.2274082223138057e-05,8.018026064989011e-90
1.2276240383915228e-05,8.018026064197973e-90
1.2278398924163371e-05,8.018026063406794e-90
1.2280557843949212e-05,8.018026062615477e-90
1.2282717143339486e-05,8.018026061824021e-90
1.2284876822400935e-05,8.018026061032427e-90
1.2287036881200321e-05,8.018026060240693e-90
1.2289197319804412e-05,8.018026059448818e-90
1.2291358138279988e-05,8.018026058656806e-90
1.2293519336693842e-05,8.018026057864654e-90
1.2295680915112783e-05,8.018026057072364e-90
1.2297842873603626e-05,8.018026056279932e-90
1.2300005212233195e-05,8.018026055487362e-90
1.2302167931068333e-05,8.018026054694653e-90
1.2304331030175894e-05,8.018026053901803e-90
1.230649450962274e-05,8.018026053108816e-90
1.2308658369475742e-05,8.018026052315688e-90
1.2310822609801795e-05,8.018026051522422e-90
1.2312987230667793e-05,8.018026050729014e-90
1.2315152232140647e-05,8.01802604993547e-90
1.2317317614287277e-05,8.018026049141783e-90
1.2319483377174625e-05,8.018026048347958e-90
1.232164952086963e-05,8.018026047553994e-90
1.232381604543925e-05,8.018026046759888e-90
1.2325982950950455e-05,8.018026045965645e-90
1.2328150237470232e-05,8.018026045171262e-90
1.2330317905065564e-05,8.018026044376738e-90
1.2332485953803464e-05,8.018026043582076e-90
1.2334654383750945e-05,8.018026042787273e-90
1.2336823194975036e-05,8.01802604199233e-90
1.2338992387542776e-05,8.018026041197248e-90
1.234116196152122e-05,8.018026040402026e-90
1.234333191697743e-05,8.018026039606663e-90
1.234550225397848e-05,8.018026038811162e-90
1.2347672972591459e-05,8.018026038015522e-90
1.2349844072883465e-05,8.01802603721974e-90
1.2352015554921612e-05,8.01802603642382e-90
1.2354187418773015e-05,8.018026035627757e-90
1.235635966450482e-05,8.018026034831557e-90
1.2358532292184164e-05,8.018026034035215e-90
1.2360705301878208e-05,8.018026033238732e-90
1.2362878693654122e-05,8.018026032442112e-90
1.236505246757909e-05,8.01802603164535e-90
1.2367226623720302e-05,8.018026030848449e-90
1.2369401162144966e-05,8.018026030051408e-90
1.2371576082920295e-05,8.018026029254224e-90
1.2373751386113522e-05,8.018026028456903e-90
1.237592707179189e-05,8.018026027659442e-90
1.2378103140022645e-05,8.01802602686184e-90
1.2380279590873055e-05,8.018026026064097e-90
1.2382456424410397e-05,8.018026025266214e-90
1.2384633640701959e-05,8.01802602446819e-90
1.2386811239815037e-05,8.018026023670027e-90
1.238898922181695e-05,8.018026022871724e-90
1.2391167586775017e-05,8.018026022073277e-90
1.2393346334756573e-05,8.018026021274695e-90
1.2395525465828968e-05,8.01802602047597e-90
1.2397704980059557e-05,8.018026019677104e-90
1.2399884877515714e-05,8.018026018878098e-90
1.2402065158264822e-05,8.018026018078952e-90
1.2404245822374275e-05,8.018026017279665e-90
1.240642686991148e-05,8.018026016480236e-90
1.2408608300943854e-05,8.01802601568067e-90
1.241079011553883e-05,8.01802601488096e-90
1.2412972313763846e-05,8.018026014081112e-90
1.241515489568636e-05,8.018026013281122e-90
1.2417337861373833e-05,8.018026012480992e-90
1.2419521210893751e-05,8.01802601168072e-90
1.2421704944313593e-05,8.018026010880308e-90
1.242388906170087e-05,8.018026010079754e-90
1.2426073563123086e-05,8.018026009279062e-90
1.2428258448647776e-05,8.018026008478227e-90
1.2430443718342467e-05,8.018026007677254e-90
1.2432629372274717e-05,8.018026006876137e-90
1.2434815410512081e-05,8.01802600607488e-90
1.2437001833122134e-05,8.018026005273482e-90
1.2439188640172458e-05,8.018026004471945e-90
1.2441375831730654e-05,8.018026003670263e-90
1.2443563407864327e-05,8.018026002868443e-90
1.2445751368641096e-05,8.018026002066483e-90
1.2447939714128599e-05,8.01802600126438e-90
1.2450128444394472e-05,8.018026000462137e-90
1.2452317559506374e-05,8.018025999659753e-90
1.2454507059531978e-05,8.018025998857228e-90
1.2456696944538955e-05,8.018025998054561e-90
1.2458887214595002e-05,8.018025997251753e-90
1.246107786976782e-05,8.018025996448803e-90
1.2463268910125127e-05,8.018025995645714e-90
1.2465460335734648e-05,8.018025994842482e-90
1.2467652146664122e-05,8.01802599403911e-90
1.2469844342981302e-05,8.018025993235595e-90
1.2472036924753952e-05,8.01802599243194e-90
1.2474229892049842e-05,8.018025991628144e-90
1.2476423244936762e-05,8.018025990824207e-90
1.2478616983482511e-05,8.018025990020127e-90
1.2480811107754901e-05,8.018025989215908e-90
1.248300561782175e-05,8.018025988411543e-90
1.2485200513750897e-05,8.018025987607042e-90
1.2487395795610185e-05,8.018025986802397e-90
1.2489591463467476e-05,8.01802598599761e-90
1.249178751739064e-05,8.018025985192681e-90
1.2493983957447554e-05,8.018025984387614e-90
1.2496180783706116e-05,8.018025983582403e-90
1.2498377996234234e-05,8.01802598277705e-90
1.2500575595099823e-05,8.018025981971555e-90
1.2502773580370815e-05,8.018025981165921e-90
1.250497195211515e-05,8.018025980360143e-90
1.2507170710400784e-05,8.018025979554223e-90
1.250936985529568e-05,8.018025978748164e-90
1.2511569386867819e-05,8.018025977941961e-90
1.2513769305185187e-05,8.018025977135618e-90
1.2515969610315787e-05,8.018025976329131e-90
1.2518170302327637e-05,8.018025975522503e-90
1.252037138128876e-05,8.018025974715734e-90
1.252257284726719e-05,8.018025973908822e-90
1.2524774700330979e-05,8.018025973101768e-90
1.252697694054819e-05,8.018025972294574e-90
1.2529179567986894e-05,8.018025971487236e-90
1.253138258271518e-05,8.018025970679757e-90
1.2533585984801139e-05,8.018025969872137e-90
1.2535789774312888e-05,8.018025969064372e-90
1.2537993951318543e-05,8.018025968256467e-90
1.2540198515886242e-05,8.01802596744842e-90
1.2542403468084125e-05,8.018025966640232e-90
1.2544608807980353e-05,8.018025965831899e-90
1.254681453564309e-05,8.018025965023426e-90
1.2549020651140526e-05,8.01802596421481e-90
1.2551227154540848e-05,8.018025963406052e-90
1.2553434045912263e-05,8.018025962597152e-90
1.2555641325322988e-05,8.01802596178811e-90
1.2557848992841253e-05,8.018025960978925e-90
1.2560057048535299e-05,8.018025960169597e-90
1.2562265492473376e-05,8.018025959360128e-90
1.2564474324723753e-05,8.018025958550518e-90
1.2566683545354705e-05,8.018025957740763e-90
1.2568893154434525e-05,8.018025956930867e-90
1.2571103152031512e-05,8.01802595612083e-90
1.2573313538213977e-05,8.018025955310647e-90
1.2575524313050249e-05,8.018025954500323e-90
1.257773547660866e-05,8.01802595368986e-90
1.2579947028957568e-05,8.018025952879249e-90
1.2582158970165325e-05,8.018025952068498e-90
1.2584371300300309e-05,8.018025951257604e-90
1.2586584019430906e-05,8.01802595044657e-90
1.2588797127625513e-05,8.01802594963539e-90
1.2591010624952534e-05,8.018025948824068e-90
1.2593224511480399e-05,8.018025948012604e-90
1.2595438787277536e-05,8.018025947200998e-90
1.2597653452412392e-05,8.018025946389248e-90
1.2599868506953426e-05,8.018025945577357e-90
1.2602083950969105e-05,8.018025944765322e-90
1.2604299784527914e-05,8.018025943953145e-90
1.2606516007698341e-05,8.018025943140824e-90
1.2608732620548896e-05,8.01802594232836e-90
1.2610949623148096e-05,8.018025941515754e-90
1.2613167015564472e-05,8.018025940703004e-90
1.2615384797866561e-05,8.018025939890114e-90
1.2617602970122923e-05,8.018025939077078e-90
1.2619821532402122e-05,8.0180259382639e-90
1.2622040484772732e-05,8.01802593745058e-90
1.2624259827303348e-05,8.018025936637115e-90
1.2626479560062572e-05,8.018025935823509e-90
1.2628699683119015e-05,8.018025935009758e-90
1.2630920196541303e-05,8.018025934195865e-90
1.2633141100398076e-05,8.01802593338183e-90
1.2635362394757988e-05,8.01802593256765e-90
1.2637584079689697e-05,8.01802593175333e-90
1.2639806155261878e-05,8.018025930938862e-90
1.2642028621543217e-05,8.018025930124253e-90
1.2644251478602414e-05,8.018025929309501e-90
1.264647472650818e-05,8.018025928494606e-90
1.264869836532924e-05,8.018025927679567e-90
1.2650922395134324e-05,8.018025926864386e-90
1.2653146815992178e-05,8.01802592604906e-90
1.2655371627971568e-05,8.018025925233592e-90
1.265759683114126e-05,8.01802592441798e-90
1.2659822425570041e-05,8.018025923602224e-90
1.2662048411326702e-05,8.018025922786327e-90
1.2664274788480056e-05,8.018025921970284e-90
1.2666501557098915e-05,8.018025921154097e-90
1.2668728717252117e-05,8.018025920337769e-90
1.2670956269008502e-05,8.018025919521296e-90
1.2673184212436931e-05,8.01802591870468e-90
1.2675412547606265e-05,8.01802591788792e-90
1.2677641274585387e-05,8.018025917071015e-90
1.2679870393443192e-05,8.01802591625397e-90
1.2682099904248582e-05,8.018025915436778e-90
1.2684329807070474e-05,8.018025914619443e-90
1.2686560101977795e-05,8.018025913801965e-90
1.2688790789039487e-05,8.018025912984343e-90
1.2691021868324503e-05,8.018025912166577e-90
1.2693253339901805e-05,8.018025911348669e-90
1.2695485203840376e-05,8.018025910530614e-90
1.2697717460209199e-05,8.018025909712416e-90
1.269995010907728e-05,8.018025908894077e-90
1.270218315051363e-05,8.01802590807559e-90
1.2704416584587273e-05,8.018025907256962e-90
1.270665041136725e-05,8.018025906438189e-90
1.2708884630922609e-05,8.018025905619272e-90
1.2711119243322413e-05,8.018025904800212e-90
1.2713354248635736e-05,8.018025903981008e-90
1.2715589646931661e-05,8.018025903161659e-90
1.2717825438279293e-05,8.018025902342165e-90
1.2720061622747737e-05,8.018025901522528e-90
1.2722298200406118e-05,8.018025900702748e-90
1.272453517132357e-05,8.018025899882822e-90
1.272677253556924e-05,8.018025899062753e-90
1.2729010293212288e-05,8.018025898242538e-90
1.2731248444321885e-05,8.018025897422181e-90
1.2733486988967213e-05,8.01802589660168e-90
1.2735725927217473e-05,8.018025895781033e-90
1.2737965259141866e-05,8.018025894960243e-90
1.2740204984809617e-05,8.018025894139307e-90
1.2742445104289954e-05,8.01802589331823e-90
1.2744685617652126e-05,8.018025892497005e-90
1.2746926524965384e-05,8.018025891675635e-90
1.2749167826299002e-05,8.018025890854125e-90
1.2751409521722259e-05,8.018025890032469e-90
1.2753651611304444e-05,8.018025889210667e-90
1.275589409511487e-05,8.018025888388721e-90
1.275813697322285e-05,8.018025887566629e-90
1.276038024569771e-05,8.018025886744395e-90
1.2762623912608801e-05,8.018025885922015e-90
1.2764867974025468e-05,8.01802588509949e-90
1.2767112430017083e-05,8.018025884276822e-90
1.2769357280653024e-05,8.018025883454009e-90
1.2771602526002678e-05,8.01802588263105e-90
1.277384816613545e-05,8.018025881807947e-90
1.2776094201120755e-05,8.0180258809847e-90
1.2778340631028018e-05,8.018025880161308e-90
1.2780587455926685e-05,8.018025879337772e-90
1.27828346758862e-05,8.018025878514089e-90
1.278508229097603e-05,8.018025877690263e-90
1.278733030126565e-05,8.01802587686629e-90
1.2789578706824553e-05,8.018025876042175e-90
1.2791827507722234e-05,8.018025875217912e-90
1.2794076704028206e-05,8.018025874393506e-90
1.2796326295811995e-05,8.018025873568956e-90
1.2798576283143142e-05,8.01802587274426e-90
1.280082666609119e-05,8.018025871919418e-90
1.2803077444725704e-05,8.018025871094432e-90
1.2805328619116255e-05,8.0180258702693e-90
1.2807580189332434e-05,8.018025869444024e-90
1.2809832155443837e-05,8.018025868618603e-90
1.2812084517520075e-05,8.018025867793036e-90
1.281433727563077e-05,8.018025866967325e-90
1.2816590429845556e-05,8.018025866141468e-90
1.281884398023408e-05,8.018025865315466e-90
1.2821097926866004e-05,8.01802586448932e-90
1.2823352269811e-05,8.018025863663026e-90
1.2825607009138747e-05,8.018025862836587e-90
1.2827862144918949e-05,8.018025862010006e-90
1.2830117677221308e-05,8.018025861183276e-90
1.283237360611555e-05,8.018025860356401e-90
1.2834629931671402e-05,8.018025859529381e-90
1.2836886653958613e-05,8.018025858702217e-90
1.2839143773046942e-05,8.018025857874908e-90
1.2841401289006154e-05,8.018025857047451e-90
1.2843659201906036e-05,8.01802585621985e-90
1.284591751181638e-05,8.018025855392104e-90
1.2848176218806992e-05,8.01802585456421e-90
1.2850435322947693e-05,8.018025853736173e-90
1.2852694824308315e-05,8.01802585290799e-90
1.2854954722958698e-05,8.01802585207966e-90
1.28572150189687e-05,8.018025851251187e-90
1.2859475712408185e-05,8.018025850422566e-90
1.286173680334704e-05,8.018025849593801e-90
1.2863998291855153e-05,8.01802584876489e-90
1.286626017800243e-05,8.018025847935831e-90
1.2868522461858791e-05,8.018025847106626e-90
1.287078514349416e-05,8.018025846277278e-90
1.2873048222978482e-05,8.018025845447784e-90
1.2875311700381712e-05,8.018025844618143e-90
1.2877575575773814e-05,8.018025843788356e-90
1.2879839849224767e-05,8.018025842958424e-90
1.2882104520804565e-05,8.018025842128345e-90
1.2884369590583207e-05,8.018025841298122e-90
1.2886635058630711e-05,8.01802584046775e-90
