time_days,Sb125 top 11
1.1574074074074073e-05,4.714924323614712e-92
1.1576109151910821e-05,4.7149243236081144e-92
1.157814458757678e-05,4.714924323601516e-92
1.158018038113487e-05,4.7149243235949154e-92
1.1582216532648015e-05,4.714924323588316e-92
1.1584253042179158e-05,4.714924323581714e-92
1.1586289909791249e-05,4.71492432357511e-92
1.1588327135547246e-05,4.714924323568505e-92
1.1590364719510128e-05,4.7149243235619e-92
1.1592402661742875e-05,4.714924323555294e-92
1.1594440962308483e-05,4.714924323548686e-92
1.1596479621269957e-05,4.714924323542077e-92
1.1598518638690315e-05,4.714924323535466e-92
1.1600558014632583e-05,4.7149243235288564e-92
1.1602597749159803e-05,4.714924323522243e-92
1.1604637842335022e-05,4.71492432351563e-92
1.1606678294221306e-05,4.7149243235090156e-92
1.1608719104881723e-05,4.714924323502399e-92
1.1610760274379357e-05,4.714924323495781e-92
1.1612801802777306e-05,4.714924323489163e-92
1.1614843690138673e-05,4.714924323482545e-92
1.1616885936526574e-05,4.714924323475924e-92
1.1618928542004138e-05,4.7149243234693015e-92
1.1620971506634507e-05,4.7149243234626795e-92
1.1623014830480826e-05,4.7149243234560555e-92
1.162505851360626e-05,4.7149243234494294e-92
1.1627102556073979e-05,4.7149243234428033e-92
1.1629146957947168e-05,4.714924323436176e-92
1.163119171928902e-05,4.714924323429548e-92
1.1633236840162742e-05,4.714924323422917e-92
1.1635282320631548e-05,4.7149243234162854e-92
1.163732816075867e-05,4.7149243234096546e-92
1.1639374360607345e-05,4.714924323403021e-92
1.1641420920240822e-05,4.7149243233963854e-92
1.1643467839722364e-05,4.71492432338975e-92
1.1645515119115243e-05,4.7149243233831136e-92
1.1647562758482743e-05,4.714924323376475e-92
1.1649610757888157e-05,4.714924323369837e-92
1.1651659117394789e-05,4.714924323363195e-92
1.1653707837065959e-05,4.7149243233565534e-92
1.1655756916964996e-05,4.714924323349912e-92
1.1657806357155237e-05,4.7149243233432665e-92
1.1659856157700035e-05,4.714924323336623e-92
1.1661906318662747e-05,4.714924323329976e-92
1.1663956840106745e-05,4.7149243233233284e-92
1.1666007722095419e-05,4.7149243233166805e-92
1.1668058964692159e-05,4.7149243233100306e-92
1.1670110567960373e-05,4.71492432330338e-92
1.1672162531963473e-05,4.714924323296728e-92
1.1674214856764896e-05,4.714924323290074e-92
1.1676267542428077e-05,4.714924323283421e-92
1.1678320589016465e-05,4.714924323276765e-92
1.1680373996593523e-05,4.714924323270108e-92
1.1682427765222725e-05,4.714924323263449e-92
1.1684481894967554e-05,4.714924323256791e-92
1.1686536385891505e-05,4.7149243232501296e-92
1.1688591238058084e-05,4.714924323243468e-92
1.1690646451530811e-05,4.714924323236806e-92
1.1692702026373212e-05,4.7149243232301424e-92
1.169475796264883e-05,4.7149243232234775e-92
1.1696814260421214e-05,4.714924323216811e-92
