time_days,Ce144 top 20
1.2102652959458035e-05,6.007083902631563e-92
1.210478097770347e-05,6.007083902600443e-92
1.2106909370119895e-05,6.007083902569319e-92
1.2109038136773103e-05,6.0070839025381874e-92
1.2111167277728895e-05,6.007083902507052e-92
1.2113296793053085e-05,6.007083902475911e-92
1.2115426682811497e-05,6.007083902444764e-92
1.2117556947069973e-05,6.0070839024136124e-92
1.2119687585894356e-05,6.007083902382455e-92
1.2121818599350509e-05,6.0070839023512915e-92
1.2123949987504302e-05,6.0070839023201226e-92
1.2126081750421618e-05,6.007083902288949e-92
1.2128213888168358e-05,6.007083902257769e-92
1.2130346400810421e-05,6.007083902226584e-92
1.213247928841373e-05,6.0070839021953937e-92
1.2134612551044211e-05,6.0070839021641975e-92
1.2136746188767809e-05,6.007083902132997e-92
1.2138880201650473e-05,6.007083902101789e-92
1.2141014589758171e-05,6.007083902070577e-92
1.2143149353156875e-05,6.007083902039358e-92
1.214528449191258e-05,6.0070839020081354e-92
1.2147420006091276e-05,6.007083901976906e-92
1.2149555895758982e-05,6.007083901945672e-92
1.2151692160981716e-05,6.007083901914431e-92
1.215382880182551e-05,6.007083901883186e-92
1.2155965818356418e-05,6.007083901851936e-92
1.2158103210640488e-05,6.0070839018206796e-92
1.2160240978743794e-05,6.007083901789418e-92
1.2162379122732416e-05,6.00708390175815e-92
1.2164517642672447e-05,6.007083901726877e-92
1.216665653862999e-05,6.007083901695599e-92
1.2168795810671159e-05,6.007083901664315e-92
1.2170935458862082e-05,6.007083901633026e-92
1.2173075483268899e-05,6.00708390160173e-92
1.2175215883957757e-05,6.007083901570431e-92
1.2177356660994821e-05,6.007083901539125e-92
1.2179497814446264e-05,6.007083901507813e-92
1.218163934437827e-05,6.007083901476496e-92
1.2183781250857039e-05,6.007083901445173e-92
1.2185923533948775e-05,6.007083901413845e-92
1.2188066193719701e-05,6.007083901382512e-92
1.219020923023605e-05,6.007083901351173e-92
1.2192352643564062e-05,6.007083901319829e-92
1.2194496433769993e-05,6.0070839012884795e-92
1.219664060092011e-05,6.007083901257124e-92
1.2198785145080696e-05,6.007083901225763e-92
1.2200930066318032e-05,6.0070839011943963e-92
1.2203075364698425e-05,6.0070839011630244e-92
1.2205221040288189e-05,6.007083901131646e-92
1.2207367093153647e-05,6.0070839011002634e-92
1.2209513523361139e-05,6.007083901068875e-92
1.2211660330977009e-05,6.0070839010374806e-92
1.2213807516067617e-05,6.0070839010060814e-92
1.2215955078699339e-05,6.0070839009746754e-92
1.2218103018938555e-05,6.007083900943265e-92
1.2220251336851659e-05,6.00708390091185e-92
1.222240003250506e-05,6.007083900880427e-92
1.2224549105965179e-05,6.007083900849e-92
1.2226698557298438e-05,6.007083900817567e-92
1.2228848386571285e-05,6.0070839007861295e-92
1.2230998593850174e-05,6.0070839007546853e-92
1.2233149179201565e-05,6.0070839007232364e-92
1.223530014269194e-05,6.0070839006917806e-92
1.2237451484387783e-05,6.007083900660321e-92
1.2239603204355601e-05,6.007083900628855e-92
1.2241755302661896e-05,6.0070839005973834e-92
1.2243907779373198e-05,6.0070839005659065e-92
1.2246060634556042e-05,6.0070839005344235e-92
1.2248213868276974e-05,6.007083900502936e-92
1.225036748060255e-05,6.007083900471443e-92
1.2252521471599347e-05,6.007083900439944e-92
1.2254675841333938e-05,6.007083900408439e-92
1.2256830589872924e-05,6.007083900376929e-92
1.225898571728291e-05,6.007083900345412e-92
1.2261141223630509e-05,6.007083900313892e-92
1.226329710898235e-05,6.0070839002823645e-92
1.2265453373405079e-05,6.007083900250832e-92
1.2267610016965341e-05,6.0070839002192936e-92
1.226976703972981e-05,6.0070839001877506e-92
1.2271924441765152e-05,6.0070839001562015e-92
1.2274082223138057e-05,6.007083900124647e-92
1.2276240383915228e-05,6.007083900093086e-92
1.2278398924163371e-05,6.007083900061521e-92
1.2280557843949212e-05,6.00708390002995e-92
1.2282717143339486e-05,6.007083899998373e-92
1.2284876822400935e-05,6.007083899966791e-92
1.2287036881200321e-05,6.007083899935203e-92
1.2289197319804412e-05,6.00708389990361e-92
1.2291358138279988e-05,6.00708389987201e-92
1.2293519336693842e-05,6.007083899840406e-92
1.2295680915112783e-05,6.007083899808796e-92
1.2297842873603626e-05,6.00708389977718e-92
1.2300005212233195e-05,6.007083899745559e-92
1.2302167931068333e-05,6.007083899713932e-92
1.2304331030175894e-05,6.0070838996823e-92
1.230649450962274e-05,6.007083899650662e-92
1.2308658369475742e-05,6.007083899619019e-92
1.2310822609801795e-05,6.00708389958737e-92
1.2312987230667793e-05,6.007083899555715e-92
1.2315152232140647e-05,6.0070838995240546e-92
1.2317317614287277e-05,6.0070838994923896e-92
1.2319483377174625e-05,6.0070838994607186e-92
1.232164952086963e-05,6.007083899429041e-92
1.232381604543925e-05,6.007083899397358e-92
1.2325982950950455e-05,6.007083899365671e-92
1.2328150237470232e-05,6.007083899333978e-92
1.2330317905065564e-05,6.0070838993022775e-92
1.2332485953803464e-05,6.007083899270573e-92
1.2334654383750945e-05,6.0070838992388625e-92
1.2336823194975036e-05,6.0070838992071465e-92
1.2338992387542776e-05,6.007083899175426e-92
1.234116196152122e-05,6.007083899143699e-92
1.234333191697743e-05,6.007083899111966e-92
1.234550225397848e-05,6.007083899080227e-92
1.2347672972591459e-05,6.007083899048484e-92
1.2349844072883465e-05,6.007083899016734e-92
1.2352015554921612e-05,6.007083898984979e-92
1.2354187418773015e-05,6.007083898953219e-92
1.235635966450482e-05,6.007083898921454e-92
1.2358532292184164e-05,6.007083898889681e-92
1.2360705301878208e-05,6.0070838988579046e-92
1.2362878693654122e-05,6.007083898826121e-92
1.236505246757909e-05,6.007083898794333e-92
1.2367226623720302e-05,6.007083898762539e-92
1.2369401162144966e-05,6.00708389873074e-92
1.2371576082920295e-05,6.007083898698935e-92
1.2373751386113522e-05,6.0070838986671235e-92
1.237592707179189e-05,6.007083898635307e-92
1.2378103140022645e-05,6.007083898603485e-92
1.2380279590873055e-05,6.0070838985716566e-92
1.2382456424410397e-05,6.007083898539824e-92
1.2384633640701959e-05,6.007083898507986e-92
1.2386811239815037e-05,6.0070838984761414e-92
1.238898922181695e-05,6.007083898444291e-92
1.2391167586775017e-05,6.0070838984124355e-92
1.2393346334756573e-05,6.007083898380575e-92
1.2395525465828968e-05,6.007083898348708e-92
1.2397704980059557e-05,6.007083898316835e-92
1.2399884877515714e-05,6.007083898284957e-92
1.2402065158264822e-05,6.007083898253074e-92
1.2404245822374275e-05,6.007083898221184e-92
1.240642686991148e-05,6.00708389818929e-92
1.2408608300943854e-05,6.00708389815739e-92
1.241079011553883e-05,6.007083898125483e-92
1.2412972313763846e-05,6.007083898093572e-92
1.241515489568636e-05,6.0070838980616545e-92
1.2417337861373833e-05,6.0070838980297314e-92
1.2419521210893751e-05,6.007083897997803e-92
1.2421704944313593e-05,6.007083897965869e-92
1.242388906170087e-05,6.00708389793393e-92
1.2426073563123086e-05,6.007083897901984e-92
1.2428258448647776e-05,6.0070838978700334e-92
1.2430443718342467e-05,6.0070838978380776e-92
1.2432629372274717e-05,6.007083897806115e-92
1.2434815410512081e-05,6.007083897774147e-92
1.2437001833122134e-05,6.0070838977421726e-92
1.2439188640172458e-05,6.007083897710194e-92
1.2441375831730654e-05,6.007083897678209e-92
1.2443563407864327e-05,6.007083897646219e-92
1.2445751368641096e-05,6.007083897614224e-92
1.2447939714128599e-05,6.0070838975822225e-92
1.2450128444394472e-05,6.007083897550214e-92
1.2452317559506374e-05,6.007083897518202e-92
1.2454507059531978e-05,6.007083897486184e-92
1.2456696944538955e-05,6.0070838974541595e-92
1.2458887214595002e-05,6.00708389742213e-92
1.246107786976782e-05,6.0070838973900945e-92
1.2463268910125127e-05,6.007083897358054e-92
1.2465460335734648e-05,6.007083897326008e-92
1.2467652146664122e-05,6.007083897293955e-92
1.2469844342981302e-05,6.007083897261897e-92
1.2472036924753952e-05,6.007083897229833e-92
1.2474229892049842e-05,6.0070838971977656e-92
1.2476423244936762e-05,6.007083897165689e-92
1.2478616983482511e-05,6.00708389713361e-92
1.2480811107754901e-05,6.007083897101523e-92
1.248300561782175e-05,6.007083897069432e-92
1.2485200513750897e-05,6.007083897037335e-92
1.2487395795610185e-05,6.0070838970052315e-92
1.2489591463467476e-05,6.007083896973123e-92
1.249178751739064e-05,6.007083896941008e-92
1.2493983957447554e-05,6.0070838969088885e-92
1.2496180783706116e-05,6.007083896876763e-92
1.2498377996234234e-05,6.007083896844632e-92
1.2500575595099823e-05,6.0070838968124944e-92
1.2502773580370815e-05,6.007083896780353e-92
1.250497195211515e-05,6.007083896748205e-92
1.2507170710400784e-05,6.007083896716051e-92
1.250936985529568e-05,6.007083896683891e-92
1.2511569386867819e-05,6.007083896651726e-92
1.2513769305185187e-05,6.007083896619556e-92
1.2515969610315787e-05,6.007083896587379e-92
1.2518170302327637e-05,6.007083896555198e-92
1.252037138128876e-05,6.007083896523009e-92
1.252257284726719e-05,6.007083896490816e-92
1.2524774700330979e-05,6.0070838964586164e-92
1.252697694054819e-05,6.0070838964264126e-92
1.2529179567986894e-05,6.007083896394202e-92
1.253138258271518e-05,6.007083896361986e-92
1.2533585984801139e-05,6.007083896329764e-92
1.2535789774312888e-05,6.007083896297536e-92
1.2537993951318543e-05,6.007083896265304e-92
1.2540198515886242e-05,6.0070838962330645e-92
1.2542403468084125e-05,6.0070838962008205e-92
1.2544608807980353e-05,6.00708389616857e-92
1.254681453564309e-05,6.007083896136315e-92
1.2549020651140526e-05,6.007083896104054e-92
1.2551227154540848e-05,6.007083896071786e-92
1.2553434045912263e-05,6.0070838960395126e-92
1.2555641325322988e-05,6.007083896007235e-92
1.2557848992841253e-05,6.007083895974951e-92
1.2560057048535299e-05,6.007083895942662e-92
1.2562265492473376e-05,6.0070838959103656e-92
1.2564474324723753e-05,6.0070838958780644e-92
1.2566683545354705e-05,6.007083895845758e-92
1.2568893154434525e-05,6.007083895813445e-92
1.2571103152031512e-05,6.007083895781127e-92
1.2573313538213977e-05,6.007083895748803e-92
1.2575524313050249e-05,6.0070838957164745e-92
1.257773547660866e-05,6.00708389568414e-92
1.2579947028957568e-05,6.0070838956517984e-92
1.2582158970165325e-05,6.007083895619451e-92
1.2584371300300309e-05,6.0070838955870986e-92
1.2586584019430906e-05,6.0070838955547415e-92
1.2588797127625513e-05,6.0070838955223776e-92
1.2591010624952534e-05,6.007083895490008e-92
1.2593224511480399e-05,6.0070838954576334e-92
1.2595438787277536e-05,6.007083895425253e-92
1.2597653452412392e-05,6.007083895392866e-92
1.2599868506953426e-05,6.0070838953604736e-92
1.2602083950969105e-05,6.007083895328077e-92
1.2604299784527914e-05,6.007083895295673e-92
1.2606516007698341e-05,6.0070838952632634e-92
1.2608732620548896e-05,6.0070838952308484e-92
1.2610949623148096e-05,6.007083895198428e-92
1.2613167015564472e-05,6.007083895166001e-92
1.2615384797866561e-05,6.007083895133569e-92
1.2617602970122923e-05,6.0070838951011325e-92
1.2619821532402122e-05,6.007083895068689e-92
1.2622040484772732e-05,6.007083895036239e-92
1.2624259827303348e-05,6.0070838950037846e-92
1.2626479560062572e-05,6.007083894971324e-92
1.2628699683119015e-05,6.007083894938858e-92
1.2630920196541303e-05,6.007083894906386e-92
1.2633141100398076e-05,6.007083894873908e-92
1.2635362394757988e-05,6.0070838948414256e-92
1.2637584079689697e-05,6.0070838948089356e-92
1.2639806155261878e-05,6.0070838947764416e-92
1.2642028621543217e-05,6.0070838947439414e-92
1.2644251478602414e-05,6.0070838947114345e-92
1.264647472650818e-05,6.007083894678923e-92
1.264869836532924e-05,6.0070838946464056e-92
1.2650922395134324e-05,6.0070838946138816e-92
1.2653146815992178e-05,6.007083894581353e-92
1.2655371627971568e-05,6.007083894548818e-92
1.265759683114126e-05,6.007083894516277e-92
1.2659822425570041e-05,6.007083894483731e-92
1.2662048411326702e-05,6.007083894451179e-92
1.2664274788480056e-05,6.007083894418622e-92
1.2666501557098915e-05,6.007083894386058e-92
1.2668728717252117e-05,6.0070838943534886e-92
1.2670956269008502e-05,6.0070838943209135e-92
1.2673184212436931e-05,6.0070838942883336e-92
1.2675412547606265e-05,6.007083894255747e-92
1.2677641274585387e-05,6.007083894223155e-92
1.2679870393443192e-05,6.007083894190557e-92
1.2682099904248582e-05,6.007083894157953e-92
1.2684329807070474e-05,6.0070838941253444e-92
1.2686560101977795e-05,6.007083894092729e-92
1.2688790789039487e-05,6.007083894060109e-92
1.2691021868324503e-05,6.007083894027483e-92
1.2693253339901805e-05,6.0070838939948505e-92
1.2695485203840376e-05,6.007083893962212e-92
1.2697717460209199e-05,6.007083893929568e-92
1.269995010907728e-05,6.0070838938969195e-92
1.270218315051363e-05,6.007083893864264e-92
1.2704416584587273e-05,6.007083893831604e-92
1.270665041136725e-05,6.007083893798936e-92
1.2708884630922609e-05,6.007083893766264e-92
1.2711119243322413e-05,6.007083893733586e-92
1.2713354248635736e-05,6.007083893700903e-92
1.2715589646931661e-05,6.007083893668212e-92
1.2717825438279293e-05,6.007083893635517e-92
1.2720061622747737e-05,6.0070838936028164e-92
1.2722298200406118e-05,6.007083893570109e-92
1.272453517132357e-05,6.007083893537397e-92
1.272677253556924e-05,6.0070838935046776e-92
1.2729010293212288e-05,6.0070838934719546e-92
1.2731248444321885e-05,6.007083893439224e-92
1.2733486988967213e-05,6.007083893406488e-92
1.2735725927217473e-05,6.007083893373747e-92
1.2737965259141866e-05,6.007083893341e-92
1.2740204984809617e-05,6.007083893308247e-92
1.2742445104289954e-05,6.007083893275488e-92
1.2744685617652126e-05,6.0070838932427245e-92
1.2746926524965384e-05,6.007083893209954e-92
1.2749167826299002e-05,6.0070838931771785e-92
1.2751409521722259e-05,6.007083893144396e-92
1.2753651611304444e-05,6.007083893111609e-92
1.275589409511487e-05,6.0070838930788155e-92
1.275813697322285e-05,6.0070838930460176e-92
1.276038024569771e-05,6.007083893013212e-92
1.2762623912608801e-05,6.0070838929804014e-92
1.2764867974025468e-05,6.0070838929475845e-92
1.2767112430017083e-05,6.007083892914763e-92
1.2769357280653024e-05,6.0070838928819356e-92
1.2771602526002678e-05,6.0070838928491016e-92
1.277384816613545e-05,6.007083892816262e-92
1.2776094201120755e-05,6.0070838927834166e-92
1.2778340631028018e-05,6.0070838927505656e-92
1.2780587455926685e-05,6.00708389271771e-92
1.27828346758862e-05,6.007083892684848e-92
1.278508229097603e-05,6.007083892651979e-92
1.278733030126565e-05,6.007083892619106e-92
1.2789578706824553e-05,6.007083892586224e-92
1.2791827507722234e-05,6.0070838925533397e-92
1.2794076704028206e-05,6.007083892520448e-92
1.2796326295811995e-05,6.0070838924875504e-92
1.2798576283143142e-05,6.007083892454648e-92
1.280082666609119e-05,6.007083892421739e-92
1.2803077444725704e-05,6.0070838923888243e-92
1.2805328619116255e-05,6.007083892355905e-92
1.2807580189332434e-05,6.0070838923229786e-92
1.2809832155443837e-05,6.0070838922900465e-92
1.2812084517520075e-05,6.007083892257109e-92
1.281433727563077e-05,6.007083892224165e-92
1.2816590429845556e-05,6.007083892191216e-92
1.281884398023408e-05,6.007083892158261e-92
1.2821097926866004e-05,6.0070838921253e-92
1.2823352269811e-05,6.007083892092334e-92
1.2825607009138747e-05,6.007083892059361e-92
1.2827862144918949e-05,6.0070838920263834e-92
1.2830117677221308e-05,6.007083891993399e-92
1.283237360611555e-05,6.007083891960409e-92
1.2834629931671402e-05,6.0070838919274134e-92
1.2836886653958613e-05,6.0070838918944125e-92
1.2839143773046942e-05,6.007083891861405e-92
1.2841401289006154e-05,6.007083891828392e-92
1.2843659201906036e-05,6.007083891795373e-92
1.284591751181638e-05,6.007083891762348e-92
1.2848176218806992e-05,6.0070838917293175e-92
1.2850435322947693e-05,6.0070838916962805e-92
1.2852694824308315e-05,6.0070838916632394e-92
1.2854954722958698e-05,6.0070838916301915e-92
1.28572150189687e-05,6.0070838915971374e-92
1.2859475712408185e-05,6.0070838915640786e-92
1.286173680334704e-05,6.007083891531013e-92
1.2863998291855153e-05,6.007083891497942e-92
1.286626017800243e-05,6.0070838914648655e-92
