time_days,Rn222 top 11
1.1574074074074073e-05,5.103461084562169e-89
1.1576109151910821e-05,5.103461082677418e-89
1.157814458757678e-05,5.103461080792335e-89
1.158018038113487e-05,5.1034610789069205e-89
1.1582216532648015e-05,5.103461077021175e-89
1.1584253042179158e-05,5.103461075135097e-89
1.1586289909791249e-05,5.103461073248688e-89
1.1588327135547246e-05,5.103461071361947e-89
1.1590364719510128e-05,5.1034610694748746e-89
1.1592402661742875e-05,5.103461067587471e-89
1.1594440962308483e-05,5.1034610656997346e-89
1.1596479621269957e-05,5.1034610638116665e-89
1.1598518638690315e-05,5.1034610619232656e-89
1.1600558014632583e-05,5.103461060034534e-89
1.1602597749159803e-05,5.103461058145469e-89
1.1604637842335022e-05,5.1034610562560734e-89
1.1606678294221306e-05,5.103461054366345e-89
1.1608719104881723e-05,5.103461052476284e-89
1.1610760274379357e-05,5.103461050585892e-89
1.1612801802777306e-05,5.103461048695166e-89
1.1614843690138673e-05,5.103461046804107e-89
1.1616885936526574e-05,5.103461044912717e-89
1.1618928542004138e-05,5.103461043020993e-89
1.1620971506634507e-05,5.103461041128938e-89
1.1623014830480826e-05,5.10346103923655e-89
1.162505851360626e-05,5.103461037343829e-89
1.1627102556073979e-05,5.103461035450775e-89
1.1629146957947168e-05,5.103461033557388e-89
1.163119171928902e-05,5.1034610316636686e-89
1.1633236840162742e-05,5.1034610297696155e-89
1.1635282320631548e-05,5.10346102787523e-89
1.163732816075867e-05,5.103461025980511e-89
1.1639374360607345e-05,5.103461024085459e-89
1.1641420920240822e-05,5.1034610221900744e-89
1.1643467839722364e-05,5.1034610202943554e-89
1.1645515119115243e-05,5.103461018398304e-89
1.1647562758482743e-05,5.1034610165019185e-89
1.1649610757888157e-05,5.1034610146052e-89
1.1651659117394789e-05,5.1034610127081484e-89
1.1653707837065959e-05,5.103461010810763e-89
1.1655756916964996e-05,5.103461008913044e-89
1.1657806357155237e-05,5.10346100701499e-89
1.1659856157700035e-05,5.103461005116604e-89
1.1661906318662747e-05,5.103461003217883e-89
1.1663956840106745e-05,5.10346100131883e-89
1.1666007722095419e-05,5.103460999419441e-89
1.1668058964692159e-05,5.10346099751972e-89
1.1670110567960373e-05,5.103460995619663e-89
1.1672162531963473e-05,5.103460993719273e-89
1.1674214856764896e-05,5.1034609918185484e-89
1.1676267542428077e-05,5.10346098991749e-89
1.1678320589016465e-05,5.103460988016097e-89
1.1680373996593523e-05,5.10346098611437e-89
1.1682427765222725e-05,5.103460984212308e-89
1.1684481894967554e-05,5.103460982309912e-89
1.1686536385891505e-05,5.103460980407181e-89
1.1688591238058084e-05,5.103460978504117e-89
1.1690646451530811e-05,5.1034609766007156e-89
1.1692702026373212e-05,5.103460974696981e-89
1.169475796264883e-05,5.103460972792912e-89
1.1696814260421214e-05,5.103460970888509e-89
1.1698870919753925e-05,5.10346096898377e-89
