time_days,Bi213 top 4
1.1574074074074073e-05,1.5108421457140906e-88
1.1576109151910821e-05,1.510842144233199e-88
1.157814458757678e-05,1.510842142752047e-88
1.158018038113487e-05,1.510842141270635e-88
1.1582216532648015e-05,1.5108421397889622e-88
1.1584253042179158e-05,1.5108421383070289e-88
1.1586289909791249e-05,1.5108421368248354e-88
1.1588327135547246e-05,1.5108421353423808e-88
1.1590364719510128e-05,1.5108421338596655e-88
1.1592402661742875e-05,1.5108421323766896e-88
1.1594440962308483e-05,1.5108421308934533e-88
1.1596479621269957e-05,1.5108421294099558e-88
1.1598518638690315e-05,1.5108421279261978e-88
1.1600558014632583e-05,1.5108421264421785e-88
1.1602597749159803e-05,1.5108421249578986e-88
1.1604637842335022e-05,1.5108421234733577e-88
1.1606678294221306e-05,1.5108421219885557e-88
1.1608719104881723e-05,1.5108421205034925e-88
1.1610760274379357e-05,1.5108421190181684e-88
1.1612801802777306e-05,1.5108421175325828e-88
1.1614843690138673e-05,1.5108421160467363e-88
1.1616885936526574e-05,1.5108421145606284e-88
1.1618928542004138e-05,1.5108421130742592e-88
1.1620971506634507e-05,1.510842111587629e-88
1.1623014830480826e-05,1.510842110100737e-88
1.162505851360626e-05,1.5108421086135838e-88
1.1627102556073979e-05,1.5108421071261687e-88
1.1629146957947168e-05,1.5108421056384925e-88
1.163119171928902e-05,1.5108421041505545e-88
1.1633236840162742e-05,1.5108421026623548e-88
1.1635282320631548e-05,1.510842101173894e-88
1.163732816075867e-05,1.510842099685171e-88
1.1639374360607345e-05,1.5108420981961863e-88
1.1641420920240822e-05,1.5108420967069396e-88
1.1643467839722364e-05,1.510842095217431e-88
1.1645515119115243e-05,1.5108420937276612e-88
1.1647562758482743e-05,1.510842092237629e-88
1.1649610757888157e-05,1.5108420907473347e-88
1.1651659117394789e-05,1.5108420892567784e-88
1.1653707837065959e-05,1.51084208776596e-88
1.1655756916964996e-05,1.5108420862748797e-88
1.1657806357155237e-05,1.510842084783537e-88
1.1659856157700035e-05,1.5108420832919324e-88
1.1661906318662747e-05,1.510842081800065e-88
1.1663956840106745e-05,1.510842080307936e-88
1.1666007722095419e-05,1.5108420788155442e-88
1.1668058964692159e-05,1.5108420773228897e-88
1.1670110567960373e-05,1.510842075829973e-88
1.1672162531963473e-05,1.510842074336794e-88
1.1674214856764896e-05,1.5108420728433525e-88
1.1676267542428077e-05,1.510842071349648e-88
1.1678320589016465e-05,1.510842069855681e-88
1.1680373996593523e-05,1.5108420683614514e-88
1.1682427765222725e-05,1.510842066866959e-88
1.1684481894967554e-05,1.510842065372204e-88
1.1686536385891505e-05,1.5108420638771862e-88
1.1688591238058084e-05,1.5108420623819053e-88
1.1690646451530811e-05,1.5108420608863616e-88
1.1692702026373212e-05,1.510842059390555e-88
1.169475796264883e-05,1.5108420578944852e-88
1.1696814260421214e-05,1.5108420563981523e-88
1.1698870919753925e-05,1.5108420549015565e-88
1.170092794071054e-05,1.5108420534046976e-88
1.1702985323354636e-05,1.5108420519075756e-88
1.1705043067749818e-05,1.51084205041019e-88
1.170710117395969e-05,1.5108420489125415e-88
1.1709159642047868e-05,1.5108420474146294e-88
1.1711218472077982e-05,1.5108420459164542e-88
1.1713277664113672e-05,1.510842044418015e-88
1.1715337218218593e-05,1.5108420429193127e-88
1.1717397134456403e-05,1.510842041420347e-88
1.1719457412890783e-05,1.5108420399211176e-88
1.172151805358541e-05,1.5108420384216247e-88
1.1723579056603986e-05,1.5108420369218681e-88
1.1725640422010216e-05,1.510842035421848e-88
1.1727702149867825e-05,1.5108420339215636e-88
1.1729764240240532e-05,1.510842032421016e-88
1.1731826693192089e-05,1.510842030920204e-88
1.173388950878624e-05,1.5108420294191284e-88
1.1735952687086755e-05,1.5108420279177888e-88
1.1738016228157407e-05,1.5108420264161855e-88
1.174008013206198e-05,1.510842024914318e-88
1.1742144398864272e-05,1.510842023412186e-88
1.1744209028628096e-05,1.5108420219097903e-88
1.1746274021417267e-05,1.5108420204071305e-88
1.1748339377295616e-05,1.510842018904206e-88
1.1750405096326988e-05,1.510842017401018e-88
1.1752471178575235e-05,1.5108420158975652e-88
1.1754537624104223e-05,1.5108420143938484e-88
1.1756604432977824e-05,1.5108420128898668e-88
1.1758671605259932e-05,1.510842011385621e-88
1.1760739141014437e-05,1.5108420098811104e-88
1.1762807040305254e-05,1.5108420083763354e-88
1.1764875303196305e-05,1.5108420068712962e-88
1.1766943929751517e-05,1.510842005365992e-88
1.1769012920034836e-05,1.5108420038604232e-88
1.1771082274110218e-05,1.5108420023545895e-88
1.1773151992041629e-05,1.5108420008484912e-88
1.1775222073893044e-05,1.5108419993421282e-88
1.1777292519728452e-05,1.5108419978355e-88
1.177936332961185e-05,1.510841996328607e-88
1.1781434503607254e-05,1.5108419948214495e-88
1.1783506041778683e-05,1.5108419933140266e-88
1.178557794419017e-05,1.5108419918063384e-88
1.1787650210905758e-05,1.5108419902983856e-88
1.178972284198951e-05,1.5108419887901676e-88
1.1791795837505486e-05,1.510841987281684e-88
1.1793869197517767e-05,1.5108419857729354e-88
1.179594292209044e-05,1.5108419842639217e-88
1.1798017011287611e-05,1.5108419827546428e-88
1.180009146517339e-05,1.510841981245098e-88
