time_days,Bi214 top 9
1.1574074074074073e-05,2.9424016251095944e-90
1.1576109151910821e-05,2.942401625049528e-90
1.157814458757678e-05,2.9424016249894504e-90
1.158018038113487e-05,2.942401624929362e-90
1.1582216532648015e-05,2.9424016248692638e-90
1.1584253042179158e-05,2.9424016248091543e-90
1.1586289909791249e-05,2.942401624749035e-90
1.1588327135547246e-05,2.942401624688905e-90
1.1590364719510128e-05,2.942401624628764e-90
1.1592402661742875e-05,2.942401624568612e-90
1.1594440962308483e-05,2.9424016245084504e-90
1.1596479621269957e-05,2.9424016244482772e-90
1.1598518638690315e-05,2.9424016243880945e-90
1.1600558014632583e-05,2.9424016243279013e-90
1.1602597749159803e-05,2.9424016242676964e-90
1.1604637842335022e-05,2.942401624207482e-90
1.1606678294221306e-05,2.9424016241472563e-90
1.1608719104881723e-05,2.9424016240870204e-90
1.1610760274379357e-05,2.9424016240267736e-90
1.1612801802777306e-05,2.9424016239665163e-90
1.1614843690138673e-05,2.942401623906248e-90
1.1616885936526574e-05,2.94240162384597e-90
1.1618928542004138e-05,2.942401623785681e-90
1.1620971506634507e-05,2.942401623725381e-90
1.1623014830480826e-05,2.942401623665071e-90
1.162505851360626e-05,2.9424016236047502e-90
1.1627102556073979e-05,2.9424016235444184e-90
1.1629146957947168e-05,2.942401623484077e-90
1.163119171928902e-05,2.9424016234237233e-90
1.1633236840162742e-05,2.9424016233633605e-90
1.1635282320631548e-05,2.942401623302987e-90
1.163732816075867e-05,2.942401623242602e-90
1.1639374360607345e-05,2.942401623182207e-90
1.1641420920240822e-05,2.942401623121801e-90
1.1643467839722364e-05,2.9424016230613847e-90
1.1645515119115243e-05,2.942401623000958e-90
1.1647562758482743e-05,2.9424016229405205e-90
1.1649610757888157e-05,2.942401622880072e-90
1.1651659117394789e-05,2.942401622819613e-90
1.1653707837065959e-05,2.942401622759143e-90
1.1655756916964996e-05,2.942401622698664e-90
1.1657806357155237e-05,2.9424016226381724e-90
1.1659856157700035e-05,2.942401622577671e-90
1.1661906318662747e-05,2.942401622517159e-90
1.1663956840106745e-05,2.9424016224566366e-90
1.1666007722095419e-05,2.9424016223961033e-90
1.1668058964692159e-05,2.942401622335559e-90
1.1670110567960373e-05,2.942401622275004e-90
1.1672162531963473e-05,2.9424016222144394e-90
1.1674214856764896e-05,2.942401622153863e-90
1.1676267542428077e-05,2.9424016220932765e-90
1.1678320589016465e-05,2.9424016220326795e-90
1.1680373996593523e-05,2.9424016219720717e-90
1.1682427765222725e-05,2.942401621911453e-90
1.1684481894967554e-05,2.9424016218508233e-90
1.1686536385891505e-05,2.9424016217901836e-90
1.1688591238058084e-05,2.942401621729534e-90
1.1690646451530811e-05,2.9424016216688725e-90
1.1692702026373212e-05,2.9424016216082e-90
1.169475796264883e-05,2.9424016215475186e-90
1.1696814260421214e-05,2.942401621486825e-90
1.1698870919753925e-05,2.9424016214261206e-90
1.170092794071054e-05,2.9424016213654064e-90
1.1702985323354636e-05,2.9424016213046813e-90
1.1705043067749818e-05,2.942401621243945e-90
1.170710117395969e-05,2.9424016211831987e-90
1.1709159642047868e-05,2.9424016211224413e-90
1.1711218472077982e-05,2.9424016210616735e-90
1.1713277664113672e-05,2.9424016210008947e-90
1.1715337218218593e-05,2.9424016209401055e-90
1.1717397134456403e-05,2.9424016208793054e-90
1.1719457412890783e-05,2.942401620818495e-90
1.172151805358541e-05,2.9424016207576737e-90
1.1723579056603986e-05,2.9424016206968414e-90
1.1725640422010216e-05,2.942401620635999e-90
1.1727702149867825e-05,2.942401620575145e-90
1.1729764240240532e-05,2.942401620514281e-90
1.1731826693192089e-05,2.9424016204534063e-90
1.173388950878624e-05,2.9424016203925207e-90
1.1735952687086755e-05,2.942401620331624e-90
1.1738016228157407e-05,2.9424016202707173e-90
1.174008013206198e-05,2.9424016202098e-90
1.1742144398864272e-05,2.942401620148871e-90
1.1744209028628096e-05,2.942401620087932e-90
1.1746274021417267e-05,2.9424016200269822e-90
1.1748339377295616e-05,2.9424016199660216e-90
1.1750405096326988e-05,2.9424016199050506e-90
1.1752471178575235e-05,2.9424016198440682e-90
1.1754537624104223e-05,2.942401619783076e-90
1.1756604432977824e-05,2.942401619722072e-90
1.1758671605259932e-05,2.942401619661058e-90
1.1760739141014437e-05,2.9424016196000336e-90
1.1762807040305254e-05,2.9424016195389976e-90
1.1764875303196305e-05,2.942401619477951e-90
1.1766943929751517e-05,2.942401619416894e-90
1.1769012920034836e-05,2.942401619355826e-90
1.1771082274110218e-05,2.9424016192947476e-90
1.1773151992041629e-05,2.942401619233659e-90
1.1775222073893044e-05,2.9424016191725588e-90
1.1777292519728452e-05,2.942401619111448e-90
1.177936332961185e-05,2.942401619050326e-90
1.1781434503607254e-05,2.942401618989194e-90
1.1783506041778683e-05,2.9424016189280507e-90
1.178557794419017e-05,2.942401618866897e-90
1.1787650210905758e-05,2.9424016188057323e-90
1.178972284198951e-05,2.942401618744557e-90
1.1791795837505486e-05,2.9424016186833708e-90
1.1793869197517767e-05,2.9424016186221743e-90
1.179594292209044e-05,2.9424016185609674e-90
1.1798017011287611e-05,2.9424016184997482e-90
1.180009146517339e-05,2.9424016184385195e-90
1.1802166283811898e-05,2.9424016183772795e-90
1.180424146726727e-05,2.9424016183160294e-90
1.1806317015603657e-05,2.942401618254768e-90
1.1808392928885212e-05,2.9424016181934956e-90
1.1810469207176105e-05,2.9424016181322124e-90
1.1812545850540515e-05,2.9424016180709187e-90
1.1814622859042633e-05,2.9424016180096145e-90
1.1816700232746663e-05,2.942401617948299e-90
1.1818777971716817e-05,2.942401617886973e-90
1.182085607601732e-05,2.9424016178256362e-90
1.182293454571241e-05,2.9424016177642885e-90
1.1825013380866334e-05,2.9424016177029302e-90
1.182709258154335e-05,2.9424016176415607e-90
1.1829172147807727e-05,2.9424016175801807e-90
1.183125207972375e-05,2.94240161751879e-90
1.183333237735571e-05,2.9424016174573888e-90
1.1835413040767908e-05,2.9424016173959765e-90
1.1837494070024666e-05,2.942401617334553e-90
1.1839575465190307e-05,2.9424016172731196e-90
1.1841657226329168e-05,2.9424016172116747e-90
1.18437393535056e-05,2.9424016171502188e-90
1.1845821846783964e-05,2.9424016170887524e-90
1.184790470622863e-05,2.9424016170272756e-90
1.1849987931903983e-05,2.9424016169657874e-90
1.1852071523874415e-05,2.942401616904289e-90
1.1854155482204337e-05,2.942401616842779e-90
1.185623980695816e-05,2.942401616781259e-90
1.185832449820032e-05,2.9424016167197276e-90
1.186040955599525e-05,2.942401616658185e-90
1.1862494980407405e-05,2.9424016165966318e-90
1.1864580771501242e-05,2.9424016165350686e-90
1.1866666929341244e-05,2.9424016164734946e-90
1.1868753453991893e-05,2.9424016164119087e-90
1.1870840345517681e-05,2.942401616350313e-90
1.187292760398312e-05,2.9424016162887053e-90
1.187501522945273e-05,2.942401616227088e-90
1.1877103221991039e-05,2.9424016161654586e-90
1.1879191581662589e-05,2.9424016161038196e-90
1.1881280308531934e-05,2.942401616042169e-90
1.188336940266364e-05,2.942401615980508e-90
1.1885458864122283e-05,2.9424016159188354e-90
1.1887548692972447e-05,2.942401615857153e-90
1.1889638889278737e-05,2.942401615795459e-90
1.1891729453105753e-05,2.942401615733755e-90
1.1893820384518129e-05,2.9424016156720395e-90
1.1895911683580489e-05,2.942401615610313e-90
1.1898003350357477e-05,2.942401615548576e-90
1.1900095384913753e-05,2.9424016154868277e-90
1.190218778731398e-05,2.942401615425069e-90
1.1904280557622842e-05,2.9424016153632994e-90
1.1906373695905023e-05,2.9424016153015187e-90
1.1908467202225226e-05,2.942401615239727e-90
1.1910561076648163e-05,2.942401615177925e-90
1.1912655319238558e-05,2.942401615116112e-90
1.1914749930061148e-05,2.9424016150542877e-90
1.1916844909180674e-05,2.9424016149924525e-90
1.1918940256661901e-05,2.9424016149306072e-90
1.1921035972569594e-05,2.94240161486875e-90
1.1923132056968534e-05,2.942401614806883e-90
1.1925228509923516e-05,2.9424016147450043e-90
1.1927325331499338e-05,2.9424016146831155e-90
1.1929422521760818e-05,2.9424016146212153e-90
1.1931520080772786e-05,2.942401614559304e-90
1.1933618008600073e-05,2.942401614497382e-90
1.193571630530753e-05,2.9424016144354493e-90
1.1937814970960021e-05,2.942401614373506e-90
1.1939914005622416e-05,2.942401614311551e-90
1.1942013409359598e-05,2.9424016142495852e-90
1.1944113182236459e-05,2.942401614187609e-90
1.1946213324317909e-05,2.9424016141256218e-90
1.1948313835668861e-05,2.942401614063624e-90
1.1950414716354249e-05,2.9424016140016147e-90
1.1952515966439013e-05,2.9424016139395946e-90
1.1954617585988102e-05,2.942401613877563e-90
1.1956719575066477e-05,2.942401613815522e-90
1.195882193373912e-05,2.9424016137534694e-90
1.1960924662071011e-05,2.9424016136914053e-90
1.196302776012715e-05,2.9424016136293307e-90
1.1965131227972544e-05,2.942401613567245e-90
1.1967235065672215e-05,2.9424016135051488e-90
1.1969339273291195e-05,2.9424016134430415e-90
1.1971443850894526e-05,2.9424016133809237e-90
1.1973548798547261e-05,2.942401613318794e-90
1.197565411631447e-05,2.942401613256654e-90
1.197775980426123e-05,2.9424016131945033e-90
1.1979865862452626e-05,2.9424016131323415e-90
1.1981972290953762e-05,2.9424016130701688e-90
1.1984079089829748e-05,2.9424016130079847e-90
1.198618625914571e-05,2.9424016129457902e-90
1.198829379896678e-05,2.9424016128835844e-90
1.1990401709358103e-05,2.942401612821368e-90
1.199250999038484e-05,2.942401612759141e-90
1.1994618642112156e-05,2.9424016126969024e-90
1.1996727664605237e-05,2.9424016126346525e-90
1.1998837057929273e-05,2.9424016125723926e-90
1.2000946822149464e-05,2.942401612510121e-90
1.2003056957331031e-05,2.9424016124478388e-90
1.2005167463539195e-05,2.9424016123855453e-90
1.2007278340839195e-05,2.9424016123232414e-90
1.2009389589296282e-05,2.942401612260926e-90
1.2011501208975716e-05,2.9424016121986003e-90
1.2013613199942771e-05,2.9424016121362633e-90
1.2015725562262726e-05,2.9424016120739153e-90
1.2017838296000882e-05,2.9424016120115564e-90
1.2019951401222542e-05,2.9424016119491866e-90
1.2022064877993026e-05,2.9424016118868055e-90
1.2024178726377662e-05,2.942401611824414e-90
1.2026292946441793e-05,2.9424016117620106e-90
1.202840753825077e-05,2.942401611699597e-90
1.2030522501869958e-05,2.942401611637172e-90
1.2032637837364735e-05,2.942401611574737e-90
1.2034753544800484e-05,2.94240161151229e-90
1.2036869624242604e-05,2.942401611449832e-90
1.203898607575651e-05,2.9424016113873637e-90
1.204110289940762e-05,2.9424016113248837e-90
1.2043220095261365e-05,2.942401611262393e-90
1.2045337663383193e-05,2.942401611199891e-90
1.204745560383856e-05,2.9424016111373793e-90
1.2049573916692932e-05,2.942401611074855e-90
1.2051692602011791e-05,2.942401611012321e-90
1.2053811659860622e-05,2.9424016109497755e-90
1.2055931090304936e-05,2.9424016108872183e-90
1.205805089341024e-05,2.9424016108246505e-90
1.206017106924206e-05,2.9424016107620728e-90
1.2062291617865934e-05,2.942401610699483e-90
1.2064412539347413e-05,2.942401610636882e-90
1.2066533833752049e-05,2.9424016105742706e-90
1.2068655501145422e-05,2.942401610511648e-90
1.2070777541593109e-05,2.942401610449014e-90
1.2072899955160708e-05,2.94240161038637e-90
1.2075022741913823e-05,2.942401610323714e-90
1.2077145901918073e-05,2.9424016102610474e-90
1.2079269435239086e-05,2.94240161019837e-90
1.20813933419425e-05,2.942401610135681e-90
1.2083517622093972e-05,2.942401610072981e-90
1.2085642275759164e-05,2.9424016100102703e-90
1.208776730300375e-05,2.942401609947548e-90
1.2089892703893416e-05,2.9424016098848156e-90
1.2092018478493862e-05,2.942401609822072e-90
1.2094144626870797e-05,2.942401609759317e-90
1.2096271149089946e-05,2.9424016096965513e-90
1.2098398045217035e-05,2.9424016096337743e-90
1.2100525315317814e-05,2.942401609570986e-90
1.2102652959458035e-05,2.942401609508187e-90
1.210478097770347e-05,2.9424016094453774e-90
1.2106909370119895e-05,2.942401609382556e-90
1.2109038136773103e-05,2.942401609319724e-90
1.2111167277728895e-05,2.9424016092568807e-90
1.2113296793053085e-05,2.942401609194026e-90
1.2115426682811497e-05,2.942401609131161e-90
1.2117556947069973e-05,2.942401609068285e-90
1.2119687585894356e-05,2.9424016090053976e-90
1.2121818599350509e-05,2.9424016089424985e-90
1.2123949987504302e-05,2.9424016088795885e-90
1.2126081750421618e-05,2.942401608816669e-90
1.2128213888168358e-05,2.942401608753737e-90
1.2130346400810421e-05,2.942401608690794e-90
1.213247928841373e-05,2.9424016086278404e-90
1.2134612551044211e-05,2.9424016085648755e-90
1.2136746188767809e-05,2.9424016085018996e-90
1.2138880201650473e-05,2.9424016084389124e-90
1.2141014589758171e-05,2.9424016083759144e-90
1.2143149353156875e-05,2.942401608312906e-90
1.214528449191258e-05,2.9424016082498855e-90
1.2147420006091276e-05,2.942401608186854e-90
1.2149555895758982e-05,2.942401608123811e-90
1.2151692160981716e-05,2.942401608060758e-90
1.215382880182551e-05,2.942401607997693e-90
1.2155965818356418e-05,2.9424016079346174e-90
1.2158103210640488e-05,2.9424016078715304e-90
1.2160240978743794e-05,2.942401607808433e-90
1.2162379122732416e-05,2.9424016077453245e-90
1.2164517642672447e-05,2.942401607682204e-90
1.216665653862999e-05,2.942401607619073e-90
1.2168795810671159e-05,2.9424016075559304e-90
1.2170935458862082e-05,2.942401607492777e-90
1.2173075483268899e-05,2.942401607429613e-90
1.2175215883957757e-05,2.942401607366437e-90
1.2177356660994821e-05,2.942401607303251e-90
1.2179497814446264e-05,2.9424016072400528e-90
1.218163934437827e-05,2.9424016071768437e-90
1.2183781250857039e-05,2.942401607113624e-90
1.2185923533948775e-05,2.9424016070503923e-90
1.2188066193719701e-05,2.9424016069871505e-90
1.219020923023605e-05,2.9424016069238974e-90
1.2192352643564062e-05,2.942401606860633e-90
1.2194496433769993e-05,2.9424016067973575e-90
1.219664060092011e-05,2.9424016067340703e-90
1.2198785145080696e-05,2.9424016066707723e-90
1.2200930066318032e-05,2.9424016066074633e-90
1.2203075364698425e-05,2.9424016065441435e-90
1.2205221040288189e-05,2.9424016064808123e-90
1.2207367093153647e-05,2.9424016064174698e-90
1.2209513523361139e-05,2.9424016063541163e-90
1.2211660330977009e-05,2.9424016062907516e-90
1.2213807516067617e-05,2.9424016062273755e-90
1.2215955078699339e-05,2.942401606163989e-90
1.2218103018938555e-05,2.9424016061005906e-90
1.2220251336851659e-05,2.9424016060371818e-90
1.222240003250506e-05,2.9424016059737616e-90
1.2224549105965179e-05,2.9424016059103297e-90
1.2226698557298438e-05,2.942401605846887e-90
1.2228848386571285e-05,2.942401605783433e-90
1.2230998593850174e-05,2.9424016057199677e-90
