time_days,Ra223 top 15
1.1574074074074073e-05,1.8145707096785753e-89
1.1576109151910821e-05,1.814570709454724e-89
1.157814458757678e-05,1.814570709230834e-89
1.158018038113487e-05,1.814570709006904e-89
1.1582216532648015e-05,1.8145707087829348e-89
1.1584253042179158e-05,1.814570708558926e-89
1.1586289909791249e-05,1.814570708334878e-89
1.1588327135547246e-05,1.8145707081107907e-89
1.1590364719510128e-05,1.8145707078866636e-89
1.1592402661742875e-05,1.8145707076624977e-89
1.1594440962308483e-05,1.814570707438292e-89
1.1596479621269957e-05,1.814570707214047e-89
1.1598518638690315e-05,1.8145707069897624e-89
1.1600558014632583e-05,1.814570706765439e-89
1.1602597749159803e-05,1.8145707065410753e-89
1.1604637842335022e-05,1.8145707063166726e-89
1.1606678294221306e-05,1.8145707060922306e-89
1.1608719104881723e-05,1.8145707058677487e-89
1.1610760274379357e-05,1.8145707056432274e-89
1.1612801802777306e-05,1.8145707054186668e-89
1.1614843690138673e-05,1.8145707051940667e-89
1.1616885936526574e-05,1.814570704969427e-89
1.1618928542004138e-05,1.8145707047447476e-89
1.1620971506634507e-05,1.8145707045200292e-89
1.1623014830480826e-05,1.814570704295271e-89
1.162505851360626e-05,1.8145707040704732e-89
1.1627102556073979e-05,1.814570703845636e-89
1.1629146957947168e-05,1.8145707036207593e-89
1.163119171928902e-05,1.814570703395843e-89
1.1633236840162742e-05,1.8145707031708873e-89
1.1635282320631548e-05,1.8145707029458916e-89
1.163732816075867e-05,1.814570702720857e-89
1.1639374360607345e-05,1.8145707024957824e-89
1.1641420920240822e-05,1.8145707022706685e-89
1.1643467839722364e-05,1.814570702045515e-89
1.1645515119115243e-05,1.8145707018203215e-89
1.1647562758482743e-05,1.8145707015950886e-89
1.1649610757888157e-05,1.814570701369816e-89
1.1651659117394789e-05,1.8145707011445044e-89
1.1653707837065959e-05,1.8145707009191526e-89
1.1655756916964996e-05,1.814570700693761e-89
1.1657806357155237e-05,1.81457070046833e-89
1.1659856157700035e-05,1.8145707002428597e-89
1.1661906318662747e-05,1.8145707000173495e-89
1.1663956840106745e-05,1.8145706997917996e-89
1.1666007722095419e-05,1.81457069956621e-89
1.1668058964692159e-05,1.814570699340581e-89
1.1670110567960373e-05,1.814570699114912e-89
1.1672162531963473e-05,1.8145706988892034e-89
1.1674214856764896e-05,1.8145706986634554e-89
1.1676267542428077e-05,1.8145706984376672e-89
1.1678320589016465e-05,1.8145706982118397e-89
1.1680373996593523e-05,1.8145706979859723e-89
1.1682427765222725e-05,1.8145706977600652e-89
1.1684481894967554e-05,1.8145706975341184e-89
1.1686536385891505e-05,1.814570697308132e-89
1.1688591238058084e-05,1.8145706970821057e-89
1.1690646451530811e-05,1.8145706968560396e-89
1.1692702026373212e-05,1.814570696629934e-89
1.169475796264883e-05,1.8145706964037887e-89
1.1696814260421214e-05,1.8145706961776036e-89
1.1698870919753925e-05,1.8145706959513784e-89
1.170092794071054e-05,1.8145706957251138e-89
1.1702985323354636e-05,1.814570695498809e-89
1.1705043067749818e-05,1.8145706952724645e-89
1.170710117395969e-05,1.8145706950460806e-89
1.1709159642047868e-05,1.8145706948196566e-89
1.1711218472077982e-05,1.8145706945931928e-89
1.1713277664113672e-05,1.8145706943666892e-89
1.1715337218218593e-05,1.814570694140146e-89
1.1717397134456403e-05,1.8145706939135625e-89
1.1719457412890783e-05,1.8145706936869396e-89
1.172151805358541e-05,1.8145706934602763e-89
1.1723579056603986e-05,1.8145706932335736e-89
1.1725640422010216e-05,1.8145706930068307e-89
1.1727702149867825e-05,1.8145706927800485e-89
1.1729764240240532e-05,1.814570692553226e-89
1.1731826693192089e-05,1.8145706923263636e-89
1.173388950878624e-05,1.8145706920994617e-89
1.1735952687086755e-05,1.8145706918725197e-89
1.1738016228157407e-05,1.8145706916455376e-89
1.174008013206198e-05,1.8145706914185153e-89
1.1742144398864272e-05,1.8145706911914537e-89
1.1744209028628096e-05,1.8145706909643522e-89
1.1746274021417267e-05,1.8145706907372107e-89
1.1748339377295616e-05,1.8145706905100287e-89
1.1750405096326988e-05,1.8145706902828073e-89
1.1752471178575235e-05,1.8145706900555458e-89
1.1754537624104223e-05,1.814570689828244e-89
1.1756604432977824e-05,1.8145706896009027e-89
1.1758671605259932e-05,1.8145706893735215e-89
1.1760739141014437e-05,1.8145706891461002e-89
1.1762807040305254e-05,1.814570688918639e-89
1.1764875303196305e-05,1.8145706886911373e-89
1.1766943929751517e-05,1.814570688463596e-89
1.1769012920034836e-05,1.8145706882360147e-89
1.1771082274110218e-05,1.8145706880083935e-89
1.1773151992041629e-05,1.814570687780732e-89
1.1775222073893044e-05,1.8145706875530305e-89
1.1777292519728452e-05,1.814570687325289e-89
1.177936332961185e-05,1.8145706870975074e-89
1.1781434503607254e-05,1.8145706868696857e-89
1.1783506041778683e-05,1.8145706866418242e-89
1.178557794419017e-05,1.8145706864139226e-89
1.1787650210905758e-05,1.814570686185981e-89
1.178972284198951e-05,1.8145706859579987e-89
1.1791795837505486e-05,1.814570685729977e-89
1.1793869197517767e-05,1.814570685501915e-89
1.179594292209044e-05,1.814570685273813e-89
1.1798017011287611e-05,1.8145706850456707e-89
1.180009146517339e-05,1.8145706848174883e-89
1.1802166283811898e-05,1.8145706845892658e-89
1.180424146726727e-05,1.8145706843610035e-89
1.1806317015603657e-05,1.8145706841327004e-89
1.1808392928885212e-05,1.8145706839043576e-89
1.1810469207176105e-05,1.8145706836759746e-89
1.1812545850540515e-05,1.8145706834475512e-89
1.1814622859042633e-05,1.8145706832190883e-89
1.1816700232746663e-05,1.8145706829905847e-89
1.1818777971716817e-05,1.814570682762041e-89
1.182085607601732e-05,1.814570682533457e-89
1.182293454571241e-05,1.8145706823048327e-89
1.1825013380866334e-05,1.8145706820761686e-89
1.182709258154335e-05,1.814570681847464e-89
1.1829172147807727e-05,1.8145706816187194e-89
1.183125207972375e-05,1.814570681389935e-89
1.183333237735571e-05,1.8145706811611097e-89
1.1835413040767908e-05,1.8145706809322443e-89
1.1837494070024666e-05,1.8145706807033385e-89
1.1839575465190307e-05,1.814570680474393e-89
1.1841657226329168e-05,1.814570680245406e-89
1.18437393535056e-05,1.8145706800163803e-89
1.1845821846783964e-05,1.8145706797873134e-89
1.184790470622863e-05,1.8145706795582066e-89
1.1849987931903983e-05,1.8145706793290594e-89
1.1852071523874415e-05,1.8145706790998717e-89
1.1854155482204337e-05,1.8145706788706443e-89
1.185623980695816e-05,1.814570678641376e-89
1.185832449820032e-05,1.8145706784120677e-89
1.186040955599525e-05,1.814570678182719e-89
1.1862494980407405e-05,1.8145706779533296e-89
1.1864580771501242e-05,1.8145706777239006e-89
1.1866666929341244e-05,1.8145706774944307e-89
1.1868753453991893e-05,1.8145706772649207e-89
1.1870840345517681e-05,1.8145706770353703e-89
1.187292760398312e-05,1.8145706768057794e-89
1.187501522945273e-05,1.814570676576148e-89
1.1877103221991039e-05,1.814570676346477e-89
1.1879191581662589e-05,1.8145706761167646e-89
1.1881280308531934e-05,1.8145706758870122e-89
1.188336940266364e-05,1.8145706756572194e-89
1.1885458864122283e-05,1.8145706754273864e-89
1.1887548692972447e-05,1.8145706751975126e-89
1.1889638889278737e-05,1.814570674967599e-89
1.1891729453105753e-05,1.8145706747376447e-89
1.1893820384518129e-05,1.81457067450765e-89
1.1895911683580489e-05,1.8145706742776143e-89
1.1898003350357477e-05,1.8145706740475385e-89
1.1900095384913753e-05,1.8145706738174227e-89
1.190218778731398e-05,1.814570673587266e-89
1.1904280557622842e-05,1.814570673357069e-89
1.1906373695905023e-05,1.8145706731268316e-89
1.1908467202225226e-05,1.8145706728965532e-89
1.1910561076648163e-05,1.814570672666235e-89
1.1912655319238558e-05,1.814570672435876e-89
1.1914749930061148e-05,1.8145706722054766e-89
1.1916844909180674e-05,1.8145706719750364e-89
1.1918940256661901e-05,1.8145706717445557e-89
1.1921035972569594e-05,1.814570671514035e-89
1.1923132056968534e-05,1.814570671283473e-89
1.1925228509923516e-05,1.8145706710528708e-89
1.1927325331499338e-05,1.8145706708222282e-89
1.1929422521760818e-05,1.8145706705915448e-89
1.1931520080772786e-05,1.814570670360821e-89
1.1933618008600073e-05,1.8145706701300567e-89
1.193571630530753e-05,1.814570669899252e-89
1.1937814970960021e-05,1.814570669668406e-89
1.1939914005622416e-05,1.81457066943752e-89
1.1942013409359598e-05,1.814570669206593e-89
1.1944113182236459e-05,1.8145706689756258e-89
1.1946213324317909e-05,1.8145706687446184e-89
1.1948313835668861e-05,1.8145706685135695e-89
1.1950414716354249e-05,1.81457066828248e-89
1.1952515966439013e-05,1.8145706680513506e-89
1.1954617585988102e-05,1.81457066782018e-89
1.1956719575066477e-05,1.8145706675889688e-89
1.195882193373912e-05,1.8145706673577172e-89
1.1960924662071011e-05,1.8145706671264248e-89
1.196302776012715e-05,1.8145706668950916e-89
1.1965131227972544e-05,1.8145706666637176e-89
1.1967235065672215e-05,1.814570666432303e-89
1.1969339273291195e-05,1.814570666200848e-89
1.1971443850894526e-05,1.8145706659693524e-89
1.1973548798547261e-05,1.8145706657378154e-89
1.197565411631447e-05,1.8145706655062384e-89
1.197775980426123e-05,1.8145706652746206e-89
1.1979865862452626e-05,1.814570665042962e-89
1.1981972290953762e-05,1.8145706648112625e-89
1.1984079089829748e-05,1.8145706645795225e-89
1.198618625914571e-05,1.814570664347741e-89
1.198829379896678e-05,1.8145706641159195e-89
1.1990401709358103e-05,1.8145706638840572e-89
1.199250999038484e-05,1.814570663652154e-89
1.1994618642112156e-05,1.81457066342021e-89
1.1996727664605237e-05,1.8145706631882252e-89
1.1998837057929273e-05,1.8145706629561996e-89
1.2000946822149464e-05,1.8145706627241332e-89
1.2003056957331031e-05,1.8145706624920263e-89
1.2005167463539195e-05,1.8145706622598783e-89
1.2007278340839195e-05,1.8145706620276895e-89
1.2009389589296282e-05,1.8145706617954598e-89
1.2011501208975716e-05,1.8145706615631893e-89
1.2013613199942771e-05,1.8145706613308784e-89
1.2015725562262726e-05,1.814570661098526e-89
1.2017838296000882e-05,1.814570660866133e-89
1.2019951401222542e-05,1.8145706606336994e-89
1.2022064877993026e-05,1.814570660401224e-89
1.2024178726377662e-05,1.8145706601687088e-89
1.2026292946441793e-05,1.8145706599361523e-89
1.202840753825077e-05,1.8145706597035546e-89
1.2030522501869958e-05,1.8145706594709165e-89
1.2032637837364735e-05,1.8145706592382376e-89
1.2034753544800484e-05,1.8145706590055175e-89
1.2036869624242604e-05,1.8145706587727566e-89
1.203898607575651e-05,1.8145706585399546e-89
1.204110289940762e-05,1.8145706583071117e-89
1.2043220095261365e-05,1.8145706580742277e-89
1.2045337663383193e-05,1.814570657841303e-89
1.204745560383856e-05,1.8145706576083375e-89
1.2049573916692932e-05,1.814570657375331e-89
1.2051692602011791e-05,1.814570657142283e-89
1.2053811659860622e-05,1.8145706569091946e-89
1.2055931090304936e-05,1.8145706566760647e-89
1.205805089341024e-05,1.8145706564428946e-89
1.206017106924206e-05,1.8145706562096827e-89
1.2062291617865934e-05,1.81457065597643e-89
1.2064412539347413e-05,1.8145706557431365e-89
1.2066533833752049e-05,1.8145706555098018e-89
1.2068655501145422e-05,1.8145706552764263e-89
1.2070777541593109e-05,1.8145706550430096e-89
1.2072899955160708e-05,1.814570654809552e-89
1.2075022741913823e-05,1.814570654576053e-89
1.2077145901918073e-05,1.8145706543425133e-89
1.2079269435239086e-05,1.8145706541089324e-89
1.20813933419425e-05,1.8145706538753106e-89
1.2083517622093972e-05,1.8145706536416473e-89
1.2085642275759164e-05,1.8145706534079433e-89
1.208776730300375e-05,1.814570653174198e-89
1.2089892703893416e-05,1.8145706529404116e-89
1.2092018478493862e-05,1.814570652706584e-89
1.2094144626870797e-05,1.8145706524727157e-89
1.2096271149089946e-05,1.814570652238806e-89
1.2098398045217035e-05,1.814570652004855e-89
1.2100525315317814e-05,1.8145706517708636e-89
1.2102652959458035e-05,1.8145706515368302e-89
1.210478097770347e-05,1.814570651302756e-89
1.2106909370119895e-05,1.8145706510686407e-89
1.2109038136773103e-05,1.814570650834484e-89
1.2111167277728895e-05,1.8145706506002865e-89
1.2113296793053085e-05,1.8145706503660474e-89
1.2115426682811497e-05,1.8145706501317674e-89
1.2117556947069973e-05,1.8145706498974463e-89
1.2119687585894356e-05,1.8145706496630836e-89
1.2121818599350509e-05,1.8145706494286798e-89
1.2123949987504302e-05,1.814570649194235e-89
1.2126081750421618e-05,1.8145706489597487e-89
1.2128213888168358e-05,1.8145706487252214e-89
1.2130346400810421e-05,1.814570648490653e-89
1.213247928841373e-05,1.814570648256043e-89
1.2134612551044211e-05,1.814570648021392e-89
1.2136746188767809e-05,1.8145706477866997e-89
1.2138880201650473e-05,1.814570647551966e-89
1.2141014589758171e-05,1.8145706473171913e-89
1.2143149353156875e-05,1.814570647082375e-89
1.214528449191258e-05,1.8145706468475176e-89
1.2147420006091276e-05,1.814570646612619e-89
1.2149555895758982e-05,1.814570646377679e-89
1.2151692160981716e-05,1.8145706461426978e-89
1.215382880182551e-05,1.8145706459076745e-89
1.2155965818356418e-05,1.814570645672611e-89
1.2158103210640488e-05,1.814570645437505e-89
1.2160240978743794e-05,1.8145706452023587e-89
1.2162379122732416e-05,1.8145706449671708e-89
1.2164517642672447e-05,1.8145706447319413e-89
1.216665653862999e-05,1.8145706444966707e-89
1.2168795810671159e-05,1.8145706442613586e-89
1.2170935458862082e-05,1.814570644026005e-89
1.2173075483268899e-05,1.81457064379061e-89
1.2175215883957757e-05,1.814570643555174e-89
1.2177356660994821e-05,1.814570643319696e-89
1.2179497814446264e-05,1.8145706430841772e-89
1.218163934437827e-05,1.8145706428486167e-89
1.2183781250857039e-05,1.8145706426130147e-89
1.2185923533948775e-05,1.8145706423773716e-89
1.2188066193719701e-05,1.8145706421416866e-89
1.219020923023605e-05,1.8145706419059605e-89
1.2192352643564062e-05,1.8145706416701928e-89
1.2194496433769993e-05,1.8145706414343836e-89
1.219664060092011e-05,1.8145706411985333e-89
1.2198785145080696e-05,1.814570640962641e-89
1.2200930066318032e-05,1.8145706407267078e-89
1.2203075364698425e-05,1.814570640490733e-89
1.2205221040288189e-05,1.8145706402547166e-89
1.2207367093153647e-05,1.8145706400186587e-89
1.2209513523361139e-05,1.8145706397825593e-89
1.2211660330977009e-05,1.814570639546418e-89
1.2213807516067617e-05,1.8145706393102353e-89
1.2215955078699339e-05,1.8145706390740114e-89
1.2218103018938555e-05,1.814570638837746e-89
1.2220251336851659e-05,1.8145706386014387e-89
1.222240003250506e-05,1.81457063836509e-89
1.2224549105965179e-05,1.8145706381287e-89
1.2226698557298438e-05,1.8145706378922682e-89
1.2228848386571285e-05,1.814570637655795e-89
1.2230998593850174e-05,1.8145706374192798e-89
1.2233149179201565e-05,1.8145706371827234e-89
1.223530014269194e-05,1.8145706369461253e-89
1.2237451484387783e-05,1.8145706367094856e-89
1.2239603204355601e-05,1.8145706364728044e-89
1.2241755302661896e-05,1.8145706362360813e-89
1.2243907779373198e-05,1.8145706359993164e-89
1.2246060634556042e-05,1.8145706357625103e-89
1.2248213868276974e-05,1.8145706355256624e-89
1.225036748060255e-05,1.814570635288773e-89
1.2252521471599347e-05,1.814570635051842e-89
1.2254675841333938e-05,1.8145706348148692e-89
1.2256830589872924e-05,1.814570634577855e-89
1.225898571728291e-05,1.8145706343407984e-89
1.2261141223630509e-05,1.814570634103701e-89
1.226329710898235e-05,1.8145706338665615e-89
1.2265453373405079e-05,1.8145706336293798e-89
1.2267610016965341e-05,1.8145706333921572e-89
1.226976703972981e-05,1.8145706331548924e-89
1.2271924441765152e-05,1.8145706329175865e-89
1.2274082223138057e-05,1.8145706326802384e-89
1.2276240383915228e-05,1.8145706324428484e-89
1.2278398924163371e-05,1.814570632205417e-89
1.2280557843949212e-05,1.8145706319679436e-89
1.2282717143339486e-05,1.8145706317304287e-89
1.2284876822400935e-05,1.8145706314928717e-89
1.2287036881200321e-05,1.8145706312552734e-89
1.2289197319804412e-05,1.814570631017633e-89
1.2291358138279988e-05,1.8145706307799507e-89
1.2293519336693842e-05,1.814570630542227e-89
1.2295680915112783e-05,1.814570630304461e-89
1.2297842873603626e-05,1.8145706300666537e-89
1.2300005212233195e-05,1.8145706298288044e-89
1.2302167931068333e-05,1.814570629590913e-89
1.2304331030175894e-05,1.81457062935298e-89
1.230649450962274e-05,1.8145706291150055e-89
1.2308658369475742e-05,1.8145706288769887e-89
1.2310822609801795e-05,1.81457062863893e-89
1.2312987230667793e-05,1.8145706284008295e-89
1.2315152232140647e-05,1.8145706281626875e-89
1.2317317614287277e-05,1.8145706279245032e-89
1.2319483377174625e-05,1.8145706276862775e-89
1.232164952086963e-05,1.8145706274480096e-89
1.232381604543925e-05,1.8145706272096998e-89
1.2325982950950455e-05,1.814570626971348e-89
1.2328150237470232e-05,1.8145706267329546e-89
1.2330317905065564e-05,1.8145706264945192e-89
1.2332485953803464e-05,1.8145706262560416e-89
1.2334654383750945e-05,1.8145706260175222e-89
1.2336823194975036e-05,1.814570625778961e-89
1.2338992387542776e-05,1.8145706255403574e-89
1.234116196152122e-05,1.8145706253017124e-89
1.234333191697743e-05,1.814570625063025e-89
1.234550225397848e-05,1.814570624824296e-89
1.2347672972591459e-05,1.8145706245855248e-89
1.2349844072883465e-05,1.814570624346712e-89
1.2352015554921612e-05,1.8145706241078567e-89
1.2354187418773015e-05,1.81457062386896e-89
