time_days,Nuclei:I135 top 15
1.1574074074074073e-05,1.4760001144028503e-09
1.1576109151910821e-05,1.4876026347797178e-09
1.157814458757678e-05,1.4992071951165285e-09
1.158018038113487e-05,1.5108137957719458e-09
1.1582216532648015e-05,1.522422437104646e-09
1.1584253042179158e-05,1.5340331194734249e-09
1.1586289909791249e-05,1.5456458432371196e-09
1.1588327135547246e-05,1.5577855697461637e-09
1.1590364719510128e-05,1.5702573645438395e-09
1.1592402661742875e-05,1.5827313521374847e-09
1.1594440962308483e-05,1.5952075329126318e-09
1.1596479621269957e-05,1.6076859072548417e-09
1.1598518638690315e-05,1.62016647554979e-09
1.1600558014632583e-05,1.6326492381831797e-09
1.1602597749159803e-05,1.6451341955408095e-09
1.1604637842335022e-05,1.6584641513703688e-09
1.1606678294221306e-05,1.6718679164177365e-09
1.1608719104881723e-05,1.6852740381202698e-09
1.1610760274379357e-05,1.6986825168922818e-09
1.1612801802777306e-05,1.7120933531481914e-09
1.1614843690138673e-05,1.725506547302447e-09
1.1616885936526574e-05,1.738922099769602e-09
1.1618928542004138e-05,1.7527098459203444e-09
1.1620971506634507e-05,1.7671296388106168e-09
1.1623014830480826e-05,1.7815519669942773e-09
1.162505851360626e-05,1.7959768309170612e-09
1.1627102556073979e-05,1.8104042310247766e-09
1.1629146957947168e-05,1.8248341677633207e-09
1.163119171928902e-05,1.839266641578629e-09
1.1633236840162742e-05,1.8537016529167805e-09
1.1635282320631548e-05,1.868865419251312e-09
1.163732816075867e-05,1.884393501681218e-09
1.1639374360607345e-05,1.8999243142641716e-09
1.1641420920240822e-05,1.9154578574801555e-09
1.1643467839722364e-05,1.9309941318092497e-09
1.1645515119115243e-05,1.9465331377316125e-09
1.1647562758482743e-05,1.9620748757274966e-09
1.1649610757888157e-05,1.9777548254717572e-09
1.1651659117394789e-05,1.994466729474344e-09
1.1653707837065959e-05,2.01118157176972e-09
1.1655756916964996e-05,2.027899352874454e-09
1.1657806357155237e-05,2.0446200733051983e-09
1.1659856157700035e-05,2.0613437335787515e-09
1.1661906318662747e-05,2.078070334211932e-09
1.1663956840106745e-05,2.0947998757216876e-09
1.1666007722095419e-05,2.11241908373509e-09
1.1668058964692159e-05,2.1304013121369192e-09
1.1670110567960373e-05,2.1483867021801264e-09
1.1672162531963473e-05,2.166375254420551e-09
1.1674214856764896e-05,2.18436696941417e-09
1.1676267542428077e-05,2.202361847717026e-09
1.1678320589016465e-05,2.220359889885232e-09
1.1680373996593523e-05,2.238958480737598e-09
1.1682427765222725e-05,2.2582971269592375e-09
1.1684481894967554e-05,2.277639173307831e-09
1.1686536385891505e-05,2.296984620381164e-09
1.1688591238058084e-05,2.3163334687771383e-09
1.1690646451530811e-05,2.335685719093734e-09
1.1692702026373212e-05,2.3550413719290227e-09
1.169475796264883e-05,2.3748591030370837e-09
1.1696814260421214e-05,2.3956492673829692e-09
1.1698870919753925e-05,2.416443087061921e-09
1.170092794071054e-05,2.4372405627166313e-09
1.1702985323354636e-05,2.4580416949897948e-09
1.1705043067749818e-05,2.4788464845243347e-09
1.170710117395969e-05,2.499654931963206e-09
1.1709159642047868e-05,2.520967510458502e-09
1.1711218472077982e-05,2.5433107833090928e-09
1.1713277664113672e-05,2.565657984560471e-09
1.1715337218218593e-05,2.5880091149033286e-09
1.1717397134456403e-05,2.6103641750284134e-09
1.1719457412890783e-05,2.6327231656266674e-09
1.172151805358541e-05,2.6550860873890296e-09
1.1723579056603986e-05,2.6782093012295913e-09
1.1725640422010216e-05,2.7022142152129227e-09
1.1727702149867825e-05,2.726223349747039e-09
1.1729764240240532e-05,2.7502367055738627e-09
1.1731826693192089e-05,2.7742542834356157e-09
1.173388950878624e-05,2.7982760840745183e-09
1.1735952687086755e-05,2.822302108233003e-09
1.1738016228157407e-05,2.847596377174081e-09
1.174008013206198e-05,2.8733788926164063e-09
1.1742144398864272e-05,2.899165941147509e-09
1.1744209028628096e-05,2.924957523564395e-09
1.1746274021417267e-05,2.9507536406641343e-09
1.1748339377295616e-05,2.976554293243958e-09
1.1750405096326988e-05,3.0025557122478337e-09
1.1752471178575235e-05,3.030234872145127e-09
1.1754537624104223e-05,3.0579188985994564e-09
1.1756604432977824e-05,3.0856077924663833e-09
1.1758671605259932e-05,3.113301554601707e-09
1.1760739141014437e-05,3.1410001858612283e-09
1.1762807040305254e-05,3.168703687101061e-09
1.1764875303196305e-05,3.197622757537504e-09
1.1766943929751517e-05,3.2273382707740244e-09
1.1769012920034836e-05,3.257059008599385e-09
1.1771082274110218e-05,3.2867849719321025e-09
1.1773151992041629e-05,3.3165161616908795e-09
1.1775222073893044e-05,3.3462525787945278e-09
1.1777292519728452e-05,3.376463198694798e-09
1.177936332961185e-05,3.408349513394814e-09
1.1781434503607254e-05,3.4402414343541928e-09
1.1783506041778683e-05,3.4721389625585043e-09
1.178557794419017e-05,3.504042098993553e-09
1.1787650210905758e-05,3.535950844645301e-09
1.178972284198951e-05,3.5678652004999915e-09
1.1791795837505486e-05,3.6019502156972737e-09
1.1793869197517767e-05,3.6361574123263225e-09
1.179594292209044e-05,3.6703706232722205e-09
