time_days,Nuclei:Sb128 top 6
1.1574074074074073e-05,4.923730283878412e-88
1.1576109151910821e-05,4.923730265416831e-88
1.157814458757678e-05,4.9237302469520046e-88
1.158018038113487e-05,4.923730228483931e-88
1.1582216532648015e-05,4.92373021001261e-88
1.1584253042179158e-05,4.923730191538041e-88
1.1586289909791249e-05,4.9237301730602244e-88
1.1588327135547246e-05,4.9237301545791574e-88
1.1590364719510128e-05,4.923730136094843e-88
1.1592402661742875e-05,4.9237301176072763e-88
1.1594440962308483e-05,4.923730099116462e-88
1.1596479621269957e-05,4.9237300806223927e-88
1.1598518638690315e-05,4.9237300621250733e-88
1.1600558014632583e-05,4.923730043624503e-88
1.1602597749159803e-05,4.923730025120678e-88
1.1604637842335022e-05,4.9237300066136013e-88
1.1606678294221306e-05,4.92372998810327e-88
1.1608719104881723e-05,4.923729969589684e-88
1.1610760274379357e-05,4.923729951072841e-88
1.1612801802777306e-05,4.923729932552744e-88
1.1614843690138673e-05,4.923729914029391e-88
1.1616885936526574e-05,4.923729895502781e-88
1.1618928542004138e-05,4.9237298769729114e-88
1.1620971506634507e-05,4.923729858439787e-88
1.1623014830480826e-05,4.923729839903402e-88
1.162505851360626e-05,4.9237298213637575e-88
1.1627102556073979e-05,4.9237298028208537e-88
1.1629146957947168e-05,4.9237297842746895e-88
1.163119171928902e-05,4.923729765725265e-88
1.1633236840162742e-05,4.923729747172579e-88
1.1635282320631548e-05,4.923729728616629e-88
1.163732816075867e-05,4.923729710057419e-88
1.1639374360607345e-05,4.9237296914949444e-88
1.1641420920240822e-05,4.9237296729292054e-88
1.1643467839722364e-05,4.923729654360203e-88
1.1645515119115243e-05,4.923729635787937e-88
1.1647562758482743e-05,4.923729617212404e-88
1.1649610757888157e-05,4.9237295986336046e-88
1.1651659117394789e-05,4.9237295800515385e-88
1.1653707837065959e-05,4.923729561466206e-88
1.1655756916964996e-05,4.923729542877606e-88
1.1657806357155237e-05,4.923729524285736e-88
1.1659856157700035e-05,4.9237295056905993e-88
1.1661906318662747e-05,4.9237294870921903e-88
1.1663956840106745e-05,4.9237294684905126e-88
1.1666007722095419e-05,4.923729449885566e-88
1.1668058964692159e-05,4.923729431277345e-88
1.1670110567960373e-05,4.9237294126658553e-88
1.1672162531963473e-05,4.92372939405109e-88
1.1674214856764896e-05,4.923729375433055e-88
1.1676267542428077e-05,4.923729356811744e-88
1.1678320589016465e-05,4.923729338187159e-88
1.1680373996593523e-05,4.9237293195593e-88
1.1682427765222725e-05,4.9237293009281653e-88
1.1684481894967554e-05,4.923729282293755e-88
1.1686536385891505e-05,4.923729263656069e-88
1.1688591238058084e-05,4.9237292450151046e-88
1.1690646451530811e-05,4.923729226370862e-88
1.1692702026373212e-05,4.923729207723344e-88
1.169475796264883e-05,4.923729189072546e-88
1.1696814260421214e-05,4.9237291704184684e-88
1.1698870919753925e-05,4.923729151761111e-88
1.170092794071054e-05,4.9237291331004736e-88
1.1702985323354636e-05,4.923729114436555e-88
1.1705043067749818e-05,4.9237290957693546e-88
1.170710117395969e-05,4.923729077098871e-88
1.1709159642047868e-05,4.923729058425106e-88
1.1711218472077982e-05,4.923729039748058e-88
1.1713277664113672e-05,4.923729021067724e-88
1.1715337218218593e-05,4.923729002384107e-88
1.1717397134456403e-05,4.9237289836972046e-88
1.1719457412890783e-05,4.923728965007017e-88
1.172151805358541e-05,4.923728946313542e-88
1.1723579056603986e-05,4.9237289276167816e-88
1.1725640422010216e-05,4.923728908916732e-88
1.1727702149867825e-05,4.9237288902133966e-88
1.1729764240240532e-05,4.923728871506771e-88
1.1731826693192089e-05,4.923728852796857e-88
1.173388950878624e-05,4.9237288340836527e-88
1.1735952687086755e-05,4.9237288153671594e-88
1.1738016228157407e-05,4.923728796647374e-88
1.174008013206198e-05,4.923728777924298e-88
1.1742144398864272e-05,4.923728759197929e-88
1.1744209028628096e-05,4.9237287404682683e-88
1.1746274021417267e-05,4.923728721735314e-88
1.1748339377295616e-05,4.9237287029990666e-88
1.1750405096326988e-05,4.923728684259525e-88
1.1752471178575235e-05,4.9237286655166865e-88
1.1754537624104223e-05,4.923728646770555e-88
1.1756604432977824e-05,4.923728628021125e-88
1.1758671605259932e-05,4.923728609268401e-88
1.1760739141014437e-05,4.923728590512377e-88
1.1762807040305254e-05,4.923728571753057e-88
1.1764875303196305e-05,4.9237285529904384e-88
1.1766943929751517e-05,4.92372853422452e-88
1.1769012920034836e-05,4.923728515455303e-88
1.1771082274110218e-05,4.923728496682785e-88
1.1773151992041629e-05,4.923728477906967e-88
1.1775222073893044e-05,4.9237284591278467e-88
1.1777292519728452e-05,4.9237284403454257e-88
1.177936332961185e-05,4.923728421559702e-88
1.1781434503607254e-05,4.923728402770674e-88
1.1783506041778683e-05,4.9237283839783434e-88
1.178557794419017e-05,4.9237283651827093e-88
1.1787650210905758e-05,4.92372834638377e-88
1.178972284198951e-05,4.9237283275815266e-88
1.1791795837505486e-05,4.923728308775975e-88
1.1793869197517767e-05,4.923728289967118e-88
1.179594292209044e-05,4.923728271154954e-88
1.1798017011287611e-05,4.9237282523394815e-88
1.180009146517339e-05,4.9237282335207003e-88
1.1802166283811898e-05,4.923728214698613e-88
1.180424146726727e-05,4.923728195873212e-88
