time_days,Nuclei:Eu156 top 18
1.2218103018938555e-05,5.602562567291986e-90
1.2220251336851659e-05,5.6025625666914765e-90
1.222240003250506e-05,5.60256256609086e-90
1.2224549105965179e-05,5.602562565490137e-90
1.2226698557298438e-05,5.602562564889309e-90
1.2228848386571285e-05,5.602562564288376e-90
1.2230998593850174e-05,5.602562563687337e-90
1.2233149179201565e-05,5.6025625630861915e-90
1.223530014269194e-05,5.602562562484942e-90
1.2237451484387783e-05,5.602562561883585e-90
1.2239603204355601e-05,5.602562561282123e-90
1.2241755302661896e-05,5.602562560680557e-90
1.2243907779373198e-05,5.602562560078883e-90
1.2246060634556042e-05,5.602562559477103e-90
1.2248213868276974e-05,5.602562558875218e-90
1.225036748060255e-05,5.6025625582732285e-90
1.2252521471599347e-05,5.602562557671132e-90
1.2254675841333938e-05,5.602562557068929e-90
1.2256830589872924e-05,5.602562556466621e-90
1.225898571728291e-05,5.602562555864206e-90
1.2261141223630509e-05,5.6025625552616845e-90
1.226329710898235e-05,5.6025625546590585e-90
1.2265453373405079e-05,5.602562554056327e-90
1.2267610016965341e-05,5.602562553453489e-90
1.226976703972981e-05,5.602562552850544e-90
1.2271924441765152e-05,5.602562552247494e-90
1.2274082223138057e-05,5.602562551644338e-90
1.2276240383915228e-05,5.602562551041076e-90
1.2278398924163371e-05,5.602562550437707e-90
1.2280557843949212e-05,5.602562549834234e-90
1.2282717143339486e-05,5.6025625492306515e-90
1.2284876822400935e-05,5.602562548626967e-90
1.2287036881200321e-05,5.602562548023173e-90
1.2289197319804412e-05,5.602562547419274e-90
1.2291358138279988e-05,5.602562546815269e-90
1.2293519336693842e-05,5.602562546211156e-90
1.2295680915112783e-05,5.60256254560694e-90
1.2297842873603626e-05,5.602562545002615e-90
1.2300005212233195e-05,5.602562544398186e-90
1.2302167931068333e-05,5.602562543793651e-90
1.2304331030175894e-05,5.602562543189007e-90
1.230649450962274e-05,5.602562542584258e-90
1.2308658369475742e-05,5.602562541979402e-90
1.2310822609801795e-05,5.60256254137444e-90
1.2312987230667793e-05,5.602562540769373e-90
1.2315152232140647e-05,5.602562540164199e-90
1.2317317614287277e-05,5.602562539558918e-90
1.2319483377174625e-05,5.60256253895353e-90
1.232164952086963e-05,5.6025625383480375e-90
1.232381604543925e-05,5.602562537742437e-90
1.2325982950950455e-05,5.602562537136729e-90
1.2328150237470232e-05,5.602562536530918e-90
1.2330317905065564e-05,5.602562535924996e-90
1.2332485953803464e-05,5.60256253531897e-90
1.2334654383750945e-05,5.602562534712838e-90
1.2336823194975036e-05,5.602562534106599e-90
1.2338992387542776e-05,5.6025625335002535e-90
1.234116196152122e-05,5.602562532893799e-90
1.234333191697743e-05,5.602562532287242e-90
1.234550225397848e-05,5.602562531680575e-90
1.2347672972591459e-05,5.602562531073802e-90
1.2349844072883465e-05,5.602562530466923e-90
1.2352015554921612e-05,5.602562529859937e-90
1.2354187418773015e-05,5.602562529252844e-90
1.235635966450482e-05,5.602562528645646e-90
1.2358532292184164e-05,5.6025625280383396e-90
1.2360705301878208e-05,5.602562527430927e-90
1.2362878693654122e-05,5.602562526823406e-90
1.236505246757909e-05,5.60256252621578e-90
1.2367226623720302e-05,5.602562525608046e-90
1.2369401162144966e-05,5.602562525000206e-90
1.2371576082920295e-05,5.60256252439226e-90
1.2373751386113522e-05,5.602562523784206e-90
1.237592707179189e-05,5.602562523176044e-90
1.2378103140022645e-05,5.602562522567776e-90
1.2380279590873055e-05,5.6025625219594015e-90
1.2382456424410397e-05,5.602562521350921e-90
1.2384633640701959e-05,5.602562520742331e-90
1.2386811239815037e-05,5.6025625201336346e-90
1.238898922181695e-05,5.602562519524832e-90
1.2391167586775017e-05,5.602562518915923e-90
1.2393346334756573e-05,5.602562518306905e-90
1.2395525465828968e-05,5.6025625176977805e-90
1.2397704980059557e-05,5.6025625170885505e-90
1.2399884877515714e-05,5.602562516479212e-90
1.2402065158264822e-05,5.602562515869768e-90
1.2404245822374275e-05,5.602562515260214e-90
1.240642686991148e-05,5.602562514650555e-90
1.2408608300943854e-05,5.602562514040788e-90
1.241079011553883e-05,5.602562513430914e-90
1.2412972313763846e-05,5.602562512820933e-90
1.241515489568636e-05,5.6025625122108445e-90
1.2417337861373833e-05,5.602562511600647e-90
1.2419521210893751e-05,5.602562510990344e-90
1.2421704944313593e-05,5.6025625103799334e-90
1.242388906170087e-05,5.6025625097694155e-90
1.2426073563123086e-05,5.60256250915879e-90
1.2428258448647776e-05,5.602562508548059e-90
1.2430443718342467e-05,5.602562507937218e-90
1.2432629372274717e-05,5.602562507326271e-90
1.2434815410512081e-05,5.602562506715215e-90
1.2437001833122134e-05,5.602562506104054e-90
1.2439188640172458e-05,5.602562505492784e-90
1.2441375831730654e-05,5.602562504881407e-90
1.2443563407864327e-05,5.602562504269922e-90
1.2445751368641096e-05,5.60256250365833e-90
1.2447939714128599e-05,5.6025625030466306e-90
1.2450128444394472e-05,5.602562502434824e-90
1.2452317559506374e-05,5.602562501822909e-90
1.2454507059531978e-05,5.602562501210887e-90
1.2456696944538955e-05,5.602562500598756e-90
1.2458887214595002e-05,5.60256249998652e-90
1.246107786976782e-05,5.602562499374174e-90
1.2463268910125127e-05,5.602562498761721e-90
1.2465460335734648e-05,5.60256249814916e-90
1.2467652146664122e-05,5.602562497536492e-90
1.2469844342981302e-05,5.602562496923715e-90
1.2472036924753952e-05,5.602562496310831e-90
1.2474229892049842e-05,5.6025624956978396e-90
1.2476423244936762e-05,5.60256249508474e-90
1.2478616983482511e-05,5.602562494471533e-90
1.2480811107754901e-05,5.602562493858217e-90
1.248300561782175e-05,5.602562493244795e-90
1.2485200513750897e-05,5.602562492631264e-90
1.2487395795610185e-05,5.602562492017626e-90
1.2489591463467476e-05,5.602562491403879e-90
1.249178751739064e-05,5.602562490790025e-90
1.2493983957447554e-05,5.6025624901760625e-90
1.2496180783706116e-05,5.602562489561994e-90
1.2498377996234234e-05,5.602562488947815e-90
1.2500575595099823e-05,5.602562488333527e-90
1.2502773580370815e-05,5.602562487719134e-90
1.250497195211515e-05,5.602562487104631e-90
1.2507170710400784e-05,5.6025624864900215e-90
1.250936985529568e-05,5.602562485875302e-90
1.2511569386867819e-05,5.6025624852604755e-90
1.2513769305185187e-05,5.602562484645542e-90
1.2515969610315787e-05,5.602562484030499e-90
1.2518170302327637e-05,5.602562483415347e-90
1.252037138128876e-05,5.602562482800089e-90
1.252257284726719e-05,5.602562482184721e-90
1.2524774700330979e-05,5.602562481569247e-90
1.252697694054819e-05,5.602562480953662e-90
1.2529179567986894e-05,5.602562480337971e-90
1.253138258271518e-05,5.602562479722171e-90
1.2533585984801139e-05,5.602562479106263e-90
1.2535789774312888e-05,5.602562478490246e-90
1.2537993951318543e-05,5.602562477874121e-90
1.2540198515886242e-05,5.602562477257888e-90
1.2542403468084125e-05,5.6025624766415455e-90
1.2544608807980353e-05,5.602562476025096e-90
1.254681453564309e-05,5.602562475408538e-90
1.2549020651140526e-05,5.602562474791871e-90
1.2551227154540848e-05,5.602562474175095e-90
1.2553434045912263e-05,5.602562473558212e-90
1.2555641325322988e-05,5.60256247294122e-90
1.2557848992841253e-05,5.602562472324119e-90
1.2560057048535299e-05,5.602562471706909e-90
1.2562265492473376e-05,5.602562471089591e-90
1.2564474324723753e-05,5.602562470472165e-90
1.2566683545354705e-05,5.60256246985463e-90
1.2568893154434525e-05,5.602562469236987e-90
1.2571103152031512e-05,5.602562468619236e-90
1.2573313538213977e-05,5.6025624680013755e-90
1.2575524313050249e-05,5.602562467383405e-90
1.257773547660866e-05,5.6025624667653285e-90
1.2579947028957568e-05,5.60256246614714e-90
1.2582158970165325e-05,5.602562465528845e-90
1.2584371300300309e-05,5.602562464910442e-90
1.2586584019430906e-05,5.602562464291929e-90
1.2588797127625513e-05,5.6025624636733075e-90
1.2591010624952534e-05,5.602562463054576e-90
1.2593224511480399e-05,5.602562462435738e-90
1.2595438787277536e-05,5.60256246181679e-90
1.2597653452412392e-05,5.602562461197732e-90
1.2599868506953426e-05,5.6025624605785674e-90
1.2602083950969105e-05,5.602562459959293e-90
1.2604299784527914e-05,5.60256245933991e-90
1.2606516007698341e-05,5.602562458720418e-90
1.2608732620548896e-05,5.602562458100816e-90
1.2610949623148096e-05,5.602562457481107e-90
1.2613167015564472e-05,5.602562456861288e-90
1.2615384797866561e-05,5.60256245624136e-90
1.2617602970122923e-05,5.602562455621323e-90
1.2619821532402122e-05,5.602562455001177e-90
1.2622040484772732e-05,5.602562454380921e-90
1.2624259827303348e-05,5.602562453760558e-90
1.2626479560062572e-05,5.602562453140084e-90
1.2628699683119015e-05,5.602562452519501e-90
1.2630920196541303e-05,5.60256245189881e-90
1.2633141100398076e-05,5.60256245127801e-90
1.2635362394757988e-05,5.602562450657099e-90
1.2637584079689697e-05,5.60256245003608e-90
1.2639806155261878e-05,5.602562449414954e-90
1.2642028621543217e-05,5.6025624487937145e-90
1.2644251478602414e-05,5.602562448172368e-90
1.264647472650818e-05,5.602562447550913e-90
1.264869836532924e-05,5.602562446929348e-90
1.2650922395134324e-05,5.602562446307673e-90
1.2653146815992178e-05,5.60256244568589e-90
1.2655371627971568e-05,5.602562445063998e-90
1.265759683114126e-05,5.602562444441994e-90
1.2659822425570041e-05,5.602562443819882e-90
1.2662048411326702e-05,5.602562443197662e-90
1.2664274788480056e-05,5.602562442575331e-90
1.2666501557098915e-05,5.6025624419528915e-90
1.2668728717252117e-05,5.602562441330341e-90
1.2670956269008502e-05,5.602562440707683e-90
1.2673184212436931e-05,5.602562440084914e-90
1.2675412547606265e-05,5.602562439462036e-90
1.2677641274585387e-05,5.60256243883905e-90
1.2679870393443192e-05,5.6025624382159536e-90
1.2682099904248582e-05,5.602562437592746e-90
1.2684329807070474e-05,5.60256243696943e-90
1.2686560101977795e-05,5.602562436346004e-90
1.2688790789039487e-05,5.602562435722469e-90
1.2691021868324503e-05,5.602562435098823e-90
1.2693253339901805e-05,5.60256243447507e-90
1.2695485203840376e-05,5.602562433851205e-90
1.2697717460209199e-05,5.602562433227231e-90
1.269995010907728e-05,5.602562432603148e-90
1.270218315051363e-05,5.602562431978956e-90
1.2704416584587273e-05,5.602562431354651e-90
1.270665041136725e-05,5.602562430730239e-90
1.2708884630922609e-05,5.602562430105716e-90
1.2711119243322413e-05,5.602562429481084e-90
1.2713354248635736e-05,5.602562428856341e-90
1.2715589646931661e-05,5.602562428231488e-90
1.2717825438279293e-05,5.602562427606527e-90
1.2720061622747737e-05,5.602562426981454e-90
1.2722298200406118e-05,5.602562426356273e-90
1.272453517132357e-05,5.602562425730981e-90
1.272677253556924e-05,5.602562425105579e-90
1.2729010293212288e-05,5.602562424480067e-90
1.2731248444321885e-05,5.602562423854446e-90
1.2733486988967213e-05,5.6025624232287145e-90
1.2735725927217473e-05,5.602562422602873e-90
1.2737965259141866e-05,5.602562421976921e-90
1.2740204984809617e-05,5.602562421350859e-90
1.2742445104289954e-05,5.602562420724687e-90
1.2744685617652126e-05,5.602562420098406e-90
1.2746926524965384e-05,5.602562419472013e-90
1.2749167826299002e-05,5.602562418845511e-90
1.2751409521722259e-05,5.6025624182188985e-90
1.2753651611304444e-05,5.602562417592176e-90
1.275589409511487e-05,5.602562416965343e-90
1.275813697322285e-05,5.602562416338401e-90
1.276038024569771e-05,5.602562415711347e-90
1.2762623912608801e-05,5.602562415084183e-90
1.2764867974025468e-05,5.60256241445691e-90
1.2767112430017083e-05,5.602562413829526e-90
1.2769357280653024e-05,5.602562413202032e-90
1.2771602526002678e-05,5.602562412574428e-90
1.277384816613545e-05,5.6025624119467125e-90
1.2776094201120755e-05,5.602562411318887e-90
1.2778340631028018e-05,5.602562410690951e-90
1.2780587455926685e-05,5.602562410062905e-90
1.27828346758862e-05,5.6025624094347485e-90
1.278508229097603e-05,5.60256240880648e-90
1.278733030126565e-05,5.602562408178104e-90
1.2789578706824553e-05,5.602562407549616e-90
1.2791827507722234e-05,5.602562406921017e-90
1.2794076704028206e-05,5.6025624062923075e-90
1.2796326295811995e-05,5.602562405663488e-90
1.2798576283143142e-05,5.602562405034558e-90
1.280082666609119e-05,5.602562404405518e-90
1.2803077444725704e-05,5.602562403776366e-90
1.2805328619116255e-05,5.602562403147104e-90
1.2807580189332434e-05,5.602562402517731e-90
1.2809832155443837e-05,5.602562401888248e-90
1.2812084517520075e-05,5.602562401258655e-90
1.281433727563077e-05,5.602562400628948e-90
1.2816590429845556e-05,5.602562399999133e-90
1.281884398023408e-05,5.6025623993692085e-90
1.2821097926866004e-05,5.60256239873917e-90
1.2823352269811e-05,5.602562398109024e-90
1.2825607009138747e-05,5.602562397478765e-90
1.2827862144918949e-05,5.602562396848396e-90
1.2830117677221308e-05,5.602562396217916e-90
1.283237360611555e-05,5.6025623955873235e-90
1.2834629931671402e-05,5.602562394956622e-90
1.2836886653958613e-05,5.602562394325809e-90
1.2839143773046942e-05,5.602562393694886e-90
1.2841401289006154e-05,5.6025623930638504e-90
1.2843659201906036e-05,5.602562392432706e-90
1.284591751181638e-05,5.60256239180145e-90
1.2848176218806992e-05,5.602562391170082e-90
1.2850435322947693e-05,5.602562390538604e-90
1.2852694824308315e-05,5.602562389907014e-90
1.2854954722958698e-05,5.602562389275313e-90
1.28572150189687e-05,5.602562388643502e-90
1.2859475712408185e-05,5.602562388011579e-90
1.286173680334704e-05,5.602562387379544e-90
1.2863998291855153e-05,5.602562386747399e-90
1.286626017800243e-05,5.602562386115143e-90
1.2868522461858791e-05,5.602562385482776e-90
1.287078514349416e-05,5.602562384850297e-90
1.2873048222978482e-05,5.602562384217707e-90
1.2875311700381712e-05,5.602562383585007e-90
1.2877575575773814e-05,5.602562382952193e-90
