time_days,Nuclei:Eu156 top 18
0.0013553012686845802,7304.706333194991
0.0013555395722893752,7306.275518159272
0.0013557779177952663,7307.844978997153
0.0013560163052096202,7309.414715757136
0.001356254734539805,7310.984728487714
0.0013564932057931929,7312.555017237409
0.0013567317189771542,7314.125582054742
0.0013569702740990617,7315.696422988232
0.001357208871166288,7317.267540086412
0.0013574475101862107,7318.838933397838
0.0013576861911662056,7320.410602971063
0.00135792491411365,7321.9825488546485
0.001358163679035922,7323.55477109715
0.001358402485940405,7325.127269747169
0.001358641334834479,7326.700044853282
0.0013588802257255273,7328.273096464088
0.0013591191586209343,7329.846424628193
0.0013593581335280842,7331.420029394194
0.0013595971504543663,7332.993910810741
0.0013598362094071682,7334.568068926446
0.0013600753103938789,7336.1425037899535
0.0013603144534218884,7337.717215449902
0.001360553638498591,7339.292203954962
0.0013607928656313793,7340.867469353798
0.0013610321348276474,7342.44301169507
0.001361271446094791,7344.018831027462
0.0013615107994402091,7345.5946548751135
0.0013617501948712995,7347.170547430767
0.0013619896323954625,7348.746717039102
0.0013622291120200974,7350.3231637488025
0.0013624686337526098,7351.899887608596
0.001362708197600402,7353.4768886671945
0.001362947803570879,7355.05416697332
0.0013631874516714469,7356.631722575708
0.0013634271419095147,7358.20955552311
0.0013636668742924912,7359.787665864277
0.0013639066488277864,7361.366053647969
0.0013641464655228107,7362.944718922946
0.0013643863243849798,7364.523661738001
0.0013646262254217063,7366.102882141913
0.001364866168640406,7367.682380183482
0.001365106154048496,7369.262155911506
0.0013653461816533932,7370.842209374791
0.0013655862514625192,7372.4225406221785
0.001365826363483294,7374.003149702484
0.0013660665177231393,7375.584036664548
0.0013663067141894776,7377.165201557214
0.001366546952889736,7378.746644429348
0.0013667872338313394,7380.328365329805
0.0013670275570217148,7381.910364307462
0.0013672679224682898,7383.492641411186
0.0013675083301784969,7385.075196689889
0.0013677487801597658,7386.6580301924605
0.0013679892724195294,7388.2411419678065
0.0013682298069652202,7389.824532064833
0.0013684703838042756,7391.40820053248
0.0013687110029441314,7392.992147419674
0.0013689516643922248,7394.576372775357
0.001369192368155994,7396.1608766484715
0.0013694331142428816,7397.745659087989
0.0013696739026603285,7399.330720142869
0.001369914733415777,7400.916059862086
0.0013701556065166722,7402.501678294633
0.001370396521970458,7404.087575489482
0.001370637479784584,7405.673751495659
0.0013708784799664972,7407.260206362168
0.001371119522523647,7408.846940138018
0.0013713606074634834,7410.4339528722385
0.001371601734793461,7412.021244613878
0.0013718429045210313,7413.608815411969
0.00137208411665365,7415.196665315572
0.0013723253711987716,7416.784794373739
0.001372566668163856,7418.37320263555
0.0013728080075563608,7419.961744817684
0.0013730493893837458,7421.550221684986
0.0013732908136534715,7423.138977817043
0.001373532280373003,7424.728013262969
0.0013737737895498025,7426.317328071852
0.001374015341191336,7427.906922292796
0.0013742569353050683,7429.496795974911
0.00137449857189847,7431.086949167338
0.0013747402509790092,7432.677381919202
0.0013749819725541565,7434.268094279646
0.0013752237366313836,7435.859086297814
0.0013754655432181623,7437.450358022864
0.0013757073923219697,7439.041909503974
0.0013759492839502806,7440.63374079032
0.0013761912181105718,7442.225851931079
0.0013764331948103207,7443.818242975439
0.0013766752140570093,7445.410913972619
0.0013769172758581175,7447.003864971823
0.0013771593802211278,7448.597096022263
0.0013774015271535225,7450.190607173173
0.001377643716662789,7451.784398473792
0.0013778859487564128,7453.378469973367
0.001378128223441881,7454.972821721143
0.0013783705407266818,7456.567453766384
0.0013786129006183076,7458.162366158368
0.001378855303124249,7459.757558946378
0.0013790977482519987,7461.353032179693
0.00137934023600905,7462.948785907611
0.0013795827664029004,7464.544820179444
0.0013798253394410457,7466.141135044501
0.0013800679551309843,7467.737730552116
0.0013803106134802146,7469.334606751601
0.0013805533144962392,7470.931763692315
0.0013807960581865598,7472.529201423604
0.0013810388445586793,7474.12691999482
0.0013812816736201027,7475.724919455334
0.0013815245453783348,7477.323199854511
0.0013817674598408855,7478.921761241756
0.0013820104170152623,7480.520603666447
0.0013822534169089752,7482.119727177987
0.0013824964595295344,7483.719131825782
0.001382739544884455,7485.318817659261
0.00138298267298125,7486.91878472785
0.0013832258438274344,7488.519033080976
0.0013834690574305237,7490.119562768088
0.0013837123137980386,7491.720373838645
0.0013839556129374968,7493.321466342105
0.001384198954856419,7494.922632770647
0.0013844423395623262,7496.523789555611
0.0013846857670627441,7498.125227834249
0.0013849292373651957,7499.726947656029
0.0013851727504772073,7501.328949070441
0.0013854163064063046,7502.931232126978
0.0013856599051600188,7504.533796875161
0.0013859035467458784,7506.136643364499
0.0013861472311714148,7507.739771644524
0.0013863909584441603,7509.34318176476
0.0013866347285716478,7510.946873774744
0.0013868785415614147,7512.5508477240455
0.0013871223974209963,7514.155103662217
0.0013873662961579305,7515.759641638821
0.0013876102377797556,7517.364461703437
0.001387854222294014,7518.96956390566
0.0013880982497082462,7520.574948295074
0.0013883423200299959,7522.180614921292
0.001388586433266806,7523.78656383391
0.0013888305894262246,7525.392795082567
0.0013890747885157977,7526.999308716885
0.001389319030543074,7528.606104786502
0.0013895633155156016,7530.213183341059
0.0013898076434409345,7531.820544430225
0.0013900520143266236,7533.428188103657
0.0013902964281802227,7535.03611441103
0.0013905408850092857,7536.644323402016
0.0013907853848213715,7538.252815126323
0.0013910299276240362,7539.8615896336405
0.0013912745134248396,7541.470646973679
0.0013915191422313416,7543.079987196157
0.0013917638140511026,7544.689610350785
0.0013920085288916886,7546.299516487321
0.0013922532867606623,7547.909705655491
0.0013924980876655897,7549.520177905058
0.0013927429316140363,7551.13093328577
0.0013929878186135732,7552.741971847409
0.0013932327486717688,7554.353293639745
0.0013934777217961942,7555.964898712575
0.0013937227379944204,7557.576787115674
0.0013939677972740236,7559.18895889887
0.0013942128996425776,7560.801414111961
0.0013944580451076588,7562.414152804776
0.0013947032336768437,7564.027175027137
0.0013949484653577138,7565.640480828893
0.001395193740157848,7567.254070259891
0.0013954390580848285,7568.867943369984
0.0013956844191462363,7570.481634123181
0.0013959298233496588,7572.095567530492
0.0013961752707026805,7573.709784677347
0.001396420761212888,7575.324285613629
0.0013966662948878689,7576.939070389211
0.001396911871735215,7578.554139054006
0.0013971574917625166,7580.169491657908
0.0013974031549773651,7581.785128250823
0.0013976488613873551,7583.401048882678
0.0013978946110000802,7585.017253603391
0.001398140403823139,7586.633742462915
0.001398386239864128,7588.250515511192
0.0013986321191306467,7589.867572798169
0.0013988780416302935,7591.484914373811
0.0013991240073706732,7593.102540288101
0.0013993700163593872,7594.720450591015
0.0013996160686040402,7596.338645332546
0.0013998621641122366,7597.957124562678
0.0014001083028915857,7599.575888331438
0.001400354484949695,7601.1949366888375
0.001400600710294174,7602.8142696849
0.0014008469789326327,7604.433887369652
0.0014010932908726857,7606.05378979315
0.001401339646121946,7607.673977005443
0.0014015860446880283,7609.294449056584
0.0014018324865785478,7610.915205996641
0.0014020789718011248,7612.536247875707
0.0014023255003633775,7614.157574743858
0.0014025720722729259,7615.7791866511925
0.0014028186875373917,7617.401083647815
0.0014030653461643975,7619.0232657838305
0.0014033120481615694,7620.645733109377
0.0014035587935365326,7622.268485674581
0.0014038055822969138,7623.891523529574
0.0014040524144503404,7625.514846724502
0.0014042992900044448,7627.1384553095395
0.001404546208966857,7628.762349334846
0.0014047931713452096,7630.386528850593
0.0014050401771471348,7632.010993906954
0.0014052872263802705,7633.6357445541435
0.0014055343190522518,7635.260780842354
0.001405781455170717,7636.886102821793
0.0014060286347433038,7638.5117105426725
0.0014062758577776553,7640.1376040552395
0.0014065231242814122,7641.763783409722
0.0014067704342622179,7643.390248656361
0.0014070177877277153,7645.01658818496
0.0014072651846855533,7646.643110068037
0.001407512625143378,7648.269917903473
0.0014077601091088375,7649.8970117415265
0.0014080076365895822,7651.524391632479
0.001408255207593262,7653.152057626605
0.0014085028221275323,7654.7800097742065
0.0014087504802000458,7656.408248125584
0.0014089981818184575,7658.036772731039
0.0014092459269904232,7659.665583640883
0.0014094937157236034,7661.294680905458
0.0014097415480256563,7662.924064575099
0.0014099894239042424,7664.5537347001455
0.001410237343367023,7666.183691330942
0.0014104853064216634,7667.81393451787
0.0014107333130758276,7669.444464311286
0.0014109813633371817,7671.075280761579
0.0014112294572133917,7672.706383919124
0.0014114775947121293,7674.337773834339
0.0014117257758410632,7675.969450557621
0.001411974000607865,7677.601414139382
0.0014122222690202062,7679.233664630042
0.0014124705810857636,7680.866202080045
0.0014127189368122117,7682.499026539835
0.001412967336207227,7684.132138059854
0.001413215779278488,7685.765536690566
0.0014134642660336733,7687.399222482427
0.0014137127964804663,7689.0331954859375
0.0014139613706265477,7690.667455751573
0.0014142099884796016,7692.302003329828
0.0014144586500473117,7693.9368382711955
0.0014147073553373666,7695.571960626209
0.0014149561043574532,7697.207370445382
0.00141520489711526,7698.843067779246
0.001415453733618477,7700.479052678331
0.0014157026138747978,7702.1153251932
0.0014159515378919145,7703.751885374401
0.0014162005056775218,7705.388733272506
0.001416449517239314,7707.025868938079
0.001416698572584991,7708.663292421724
0.00141694767172225,7710.301003774018
0.0014171968146587909,7711.939003045568
0.0014174460014023135,7713.577290286977
0.0014176952319605236,7715.21586554888
0.0014179445063411233,7716.8547288818945
0.001418193824551818,7718.493854220607
0.001418443186600313,7720.132770846878
0.0014186925924943195,7721.77197560426
0.0014189420422415448,7723.411468543399
0.0014191915358497003,7725.051249714947
0.0014194410733264977,7726.691319169572
0.0014196906546796494,7728.331676957943
0.0014199402799168726,7729.972323130755
0.0014201899490458823,7731.613257738697
0.0014204396620743959,7733.254480832465
0.0014206894190101312,7734.895992462769
0.001420939219860811,7736.5377926803385
0.001421189064634155,7738.179881535892
0.001421438953337887,7739.822259080171
0.0014216888859797298,7741.46492536391
0.0014219388625674116,7743.107880437883
0.0014221888831086576,7744.7511243528415
0.001422438947611197,7746.394657159569
0.0014226890560827578,7748.038478908824
0.001422939208531074,7749.682589651422
0.0014231894049638765,7751.326989438152
0.0014234396453888989,7752.971678319824
0.0014236899298138758,7754.616656347246
0.0014239402582465457,7756.261923571263
0.0014241906306946453,7757.907480042696
0.0014244410471659142,7759.553325812394
0.0014246915076680927,7761.1994609312105
0.0014249420122089218,7762.845885449997
0.0014251925607961472,7764.492599419646
0.0014254431534375122,7766.139602891019
0.0014256937901407632,7767.786895915015
0.0014259444709136461,7769.4344785425155
0.0014261951957639121,7771.082350824448
0.0014264459646993108,7772.730512811721
0.001426696777727593,7774.378964555258
0.0014269476348565105,7776.0277061059805
0.0014271985360938201,7777.676737514854
0.0014274494814472763,7779.326058832813
0.0014277004709246362,7780.975670110832
0.0014279515045336562,7782.625571399857
0.0014282025822820992,7784.275762750891
0.0014284537041777247,7785.92624421491
0.001428704870228295,7787.577015842915
0.0014289560804415732,7789.228077685898
0.0014292073348253264,7790.879429794891
0.00142945863338732,7792.531072220906
0.0014297099761353222,7794.182651769969
0.001429961363077102,7795.834344475312
0.0014302127942204287,7797.486327557527
0.001430464269573077,7799.138601067672
0.0014307157891428187,7800.791165056794
0.0014309673529374289,7802.444019575954
0.0014312189609646821,7804.097164676213
0.0014314706132323586,7805.750600408664
0.0014317223097482356,7807.404326824383
0.0014319740505200937,7809.058343974475
0.0014322258355557128,7810.712651910029
0.0014324776648628787,7812.367250682184
0.0014327295384493743,7814.022140342049
0.001432981456322985,7815.677320940759
0.001433233418491497,7817.332792529444
0.001433485424962701,7818.988555159275
0.0014337374757443858,7820.6446088814
0.001433989570844342,7822.300953746989
0.0014342417102703614,7823.957589807209
0.0014344938940302398,7825.6145171132675
0.001434746122131772,7827.271735716345
0.0014349983945827539,7828.929245667652
0.0014352507113909825,7830.587047018386
0.0014355030725642598,7832.245139819795
0.0014357554781103852,7833.9035241230995
0.0014360079280371606,7835.56219997953
0.00143626042235239,7837.221167440352
0.0014365129610638763,7838.880426556803
0.001436765544179429,7840.539977380174
0.0014370181717068538,7842.1998199617265
0.0014372708436539599,7843.85995435275
0.0014375235600285565,7845.520380604534
0.0014377763208384578,7847.1810987683875
0.0014380291260914755,7848.8421088956275
0.0014382819757954243,7850.5034110375655
0.0014385348699581186,7852.165005245531
0.001438787808587378,7853.826891570875
0.00143904079169102,7855.489070064941
0.0014392938192768648,7857.151540779085
0.001439546891352732,7858.814303764663
0.001439800007926447,7860.477359073068
0.0014400531690058327,7862.140706755679
0.0014403063745987146,7863.804346863886
0.0014405596247129184,7865.468279449087
0.0014408129193562746,7867.13250456271
0.0014410662585366116,7868.796677526138
0.0014413196422617602,7870.460950208778
0.001441573070539553,7872.125515479596
0.0014418265433778226,7873.790373390023
0.001442080060784406,7875.455523991508
0.0014423336227671391,7877.120967335497
0.0014425872293338596,7878.786703473443
0.001442840880492405,7880.45273245681
0.001443094576250619,7882.119054337087
0.0014433483166163422,7883.7856691657535
0.0014436021015974178,7885.452576994304
0.0014438559312016893,7887.119777874234
0.0014441098054370056,7888.787271857075
0.0014443637243112125,7890.455058994333
0.0014446176878321595,7892.123139337545
0.001444871696007695,7893.791512938242
0.0014451257488456736,7895.460179847985
0.0014453798463539469,7897.12914011833
0.0014456339885403693,7898.798393800837
0.0014458881754127954,7900.467940947078
0.0014461424069790849,7902.13778160866
0.001446396683247095,7903.807915837154
0.0014466510042246855,7905.478343684176
0.001446905369919718,7907.1490652013335
0.0014471597803400538,7908.82008044024
0.0014474142354935597,7910.491389452543
0.0014476687353880996,7912.162992289872
0.0014479232800315405,7913.834889003878
0.0014481778694317496,7915.507079646209
0.0014484325035965984,7917.179564268548
0.0014486871825339573,7918.852342922565
0.0014489419062516985,7920.525415659941
0.0014491966747576942,7922.198782532362
0.0014494514880598224,7923.872443591551
0.0014497063461659581,7925.54639888921
0.0014499612490839798,7927.220648477059
0.0014502161968217649,7928.8951924068215
0.001450471189387197,7930.570030730252
0.0014507262267881565,7932.245163499095
0.0014509813090325273,7933.9205907651
0.0014512364361281929,7935.596312580031
0.0014514916080830417,7937.272328995681
0.0014517468249049606,7938.948640063825
0.0014520020866018383,7940.625245836255
0.001452257393181564,7942.302146364771
0.0014525127446520319,7943.978813483699
0.0014527681410211341,7945.655759176694
0.0014530235822967652,7947.332999685523
0.0014532790684868208,7949.010535061996
0.0014535345995991971,7950.688365357947
0.0014537901756417958,7952.366490625231
0.001454045796622515,7954.044910915685
0.001454301462549257,7955.723626281175
0.0014545571734299225,7957.402636773556
0.0014548129292724192,7959.081942444722
0.001455068730084651,7960.761543346555
0.0014553245758745252,7962.441439530947
0.0014555804666499489,7964.121631049794
0.0014558364024188342,7965.802117955029
0.0014560923831890915,7967.482900298569
0.0014563484089686334,7969.163978132336
0.0014566044797653722,7970.845351508274
0.0014568605955872262,7972.527020478341
0.001457116756442111,7974.208985094495
0.0014573729623379445,7975.891245408701
0.0014576292132826455,7977.573801472932
0.001457885509284137,7979.256653339185
0.00145814185035034,7980.939801059452
0.0014583982364891788,7982.623244685737
0.0014586546677085783,7984.306984270058
0.0014589111440164637,7985.991019864422
0.0014591676654207655,7987.675351520886
0.0014594242319294118,7989.359979291479
0.0014596808435503336,7991.044903228252
0.0014599375002914614,7992.7301233832595
0.0014601942021607312,7994.415639808586
0.001460450949166077,7996.101452556299
0.0014607077413154347,7997.787561678489
0.0014609645786167413,7999.473967227239
0.001461221461077938,8001.160669254679
0.001461478388706964,8002.847667812909
0.001461735361511761,8004.534962954057
0.0014619923795002718,8006.222554730247
0.001462249442680443,8007.910443193637
0.0014625065510602195,8009.598628396371
0.0014627637046475488,8011.287110390611
0.0014630209034503787,8012.975889228511
0.0014632781474766619,8014.66496496228
0.0014635354367343487,8016.354337644086
0.0014637927712313921,8018.043641423066
0.001464050150975747,8019.733042868392
0.0014643075759753674,8021.422741318986
0.0014645650462382135,8023.112736827082
0.0014648225617722426,8024.803029444879
0.001465080122585415,8026.49361922461
0.0014653377286856905,8028.184506218491
0.0014655953800810347,8029.875690478793
0.0014658530767794106,8031.567172057757
0.0014661108187887836,8033.258951007642
0.0014663686061171198,8034.95102738072
0.0014666264387723901,8036.643401229281
0.0014668843167625633,8038.336072605611
0.0014671422400956105,8040.029041562006
0.001467400208779503,8041.722308150767
0.0014676582228222176,8043.41587242423
0.0014679162822317283,8045.109734434711
0.0014681743870160124,8046.803894234547
0.001468432537183046,8048.4983518760755
0.0014686907327408124,8050.193107411666
0.0014689489736972908,8051.888160893677
0.001469207260060464,8053.583512374476
0.0014694655918383154,8055.279161906452
0.0014697239690388295,8056.9751095419815
0.0014699823916699956,8058.671355333483
0.0014702408597398,8060.367899333358
0.0014704993732562327,8062.064741594029
0.001470757932227283,8063.761882167912
0.001471016536660946,8065.459321107458
0.0014712751865652142,8067.1570584651145
0.0014715338819480826,8068.855094293328
0.0014717926228175464,8070.553428644559
0.0014720514091816062,8072.252061571295
0.00147231024104826,8073.950993126016
0.0014725691184255085,8075.650223361214
0.0014728280413213528,8077.349752329379
0.001473087009743799,8079.049580083039
0.0014733460237008505,8080.749706674706
0.0014736050832005138,8082.450132156913
0.0014738641882507957,8084.150856582188
0.0014741233388597078,8085.851880003093
0.0014743825350352591,8087.553202472183
0.0014746417767854622,8089.254824042022
0.0014749010641183287,8090.9567447651725
0.0014751603970418765,8092.658964694241
0.0014754197755641198,8094.361200782756
0.001475679199693077,8096.063446636888
0.001475938669436767,8097.765991754065
0.001476198184803209,8099.468836186882
0.001476457745800427,8101.17197998797
0.0014767173524364435,8102.875423209942
0.001476977004719283,8104.579165905432
0.0014772367026569706,8106.283208127072
0.001477496446257536,8107.987549927526
0.001477756235529007,8109.692191359449
0.0014780160704794142,8111.397132475508
0.0014782759511167876,8113.1023733283755
0.0014785358774491632,8114.80791397075
0.0014787958494845745,8116.513754455326
0.0014790558672310569,8118.219894834807
0.0014793159306966473,8119.9263351618965
0.0014795760398893865,8121.633075489341
0.0014798361948173138,8123.340115869863
0.0014800963954884707,8125.047456356207
0.001480356641910899,8126.7550970011125
0.0014806169340926456,8128.463037857365
0.0014808772720417552,8130.171278977721
0.0014811376557662755,8131.879820414961
0.0014813980852742545,8133.588662221879
0.0014816585605737418,8135.297804451262
0.0014819190816727909,8137.007247155933
0.001482179648579454,8138.7169903887025
0.001482440261301785,8140.427034202398
0.0014827009198478387,8142.137378649843
0.001482961624225675,8143.848023783907
0.0014832223744433506,8145.558969657425
0.0014834831705089267,8147.2702163232725
0.0014837440124304624,8148.981763834304
0.0014840049002160236,8150.693612243424
0.0014842658338736735,8152.405761603514
0.0014845268134114776,8154.118211967475
0.0014847878388375016,8155.830963388205
0.001485048910159817,8157.544015918649
0.0014853100273864923,8159.25736961172
0.0014855711905255988,8160.971024520358
0.0014858323995852083,8162.684980697501
0.0014860936545733972,8164.399238196123
0.00148635495549824,8166.113797069182
0.0014866163023678142,8167.828657369651
0.0014868776951901979,8169.543819150515
0.00148713913397347,8171.2589164480105
0.001487400618725714,8172.974101549156
0.0014876621494550114,8174.689588187777
0.0014879237261694468,8176.405376416872
0.0014881853488771042,8178.121466289454
0.0014884470175860734,8179.837857858555
0.0014887087323044415,8181.554551177203
0.0014889704930402979,8183.271546298438
0.0014892322998017332,8184.988843275297
0.0014894941525968426,8186.706442160861
0.0014897560514337187,8188.4243430081915
0.0014900179963204575,8190.142545870368
0.001490279987265154,8191.861050800466
0.0014905420242759097,8193.579857851602
0.001490804107360823,8195.298967076871
0.0014910662365279952,8197.018378529388
0.0014913284117855274,8198.738092262276
0.0014915906331415267,8200.458108328681
0.0014918529006040973,8202.178426781738
0.0014921152141813459,8203.899047674604
0.0014923775738813797,8205.619971060429
0.0014926399797123113,8207.341196992404
0.00149290243168225,8209.062725523701
0.001493164929799309,8210.784556707507
0.0014934274740716026,8212.50669059703
0.0014936900645072442,8214.22912724546
0.001493952701114354,8215.951866706042
0.0014942153839010489,8217.674909031988
0.0014944781128754486,8219.39825427654
0.001494740888045673,8221.121902492936
0.0014950037094198475,8222.845853734441
0.001495266577006095,8224.570108054326
0.0014955294908125406,8226.294665505855
0.0014957924508473101,8228.019526142303
0.0014960554571185343,8229.744690016983
0.0014963185096343423,8231.470157183197
0.0014965816084028646,8233.195927694243
0.0014968447534322328,8234.92200160344
0.0014971079447305838,8236.648378964137
0.0014973711823060517,8238.375059829668
0.0014976344661667732,8240.102044253375
0.0014978977963208855,8241.829332288615
0.001498161172776531,8243.556923988768
0.0014984245955418497,8245.284819407212
0.0014986880646249846,8247.012988341015
0.001498951580034079,8248.740904718166
0.0014992151417772776,8250.46912487065
0.0014994787498627301,8252.19764885188
0.0014997424042985832,8253.926476715256
0.0015000061050929872,8255.655608514191
0.0015002698522540916,8257.385044302104
0.0015005336457900517,8259.114784132444
0.001500797485709021,8260.84482805865
0.0015010613720191541,8262.575176134173
0.0015013253047286076,8264.305828412465
0.0015015892838455417,8266.03678494702
0.0015018533093781154,8267.768045791308
0.0015021173813344899,8269.49961099882
0.0015023814997228266,8271.231480623053
0.0015026456645512928,8272.963654717529
0.001502909875828052,8274.696133335756
0.0015031741335612713,8276.428916531264
0.0015034384377591186,8278.16200435759
0.0015037027884297657,8279.895396868287
0.001503967185581383,8281.62909411691
0.0015042316292221433,8283.363096157027
0.0015044961193602204,8285.09740304221
0.001504760656003789,8286.832014826034
0.001505025239161029,8288.566931562113
0.0015052898688401172,8290.302153304043
0.0015055545450492337,8292.037680105435
0.001505819267796559,8293.773512019909
0.0015060840370902779,8295.5096491011
0.0015063488529385737,8297.24609140266
0.0015066137153496324,8298.98283897823
0.0015068786243316392,8300.71989188146
0.001507143579892786,8302.457250166039
0.0015074085820412611,8304.19491388564
0.0015076736307852562,8305.93288309395
0.0015079387261329627,8307.671157844656
0.0015082038680925777,8309.409738191487
0.001508469056672296,8311.14862418815
0.0015087342918803143,8312.88781588837
0.0015089995737248305,8314.627313345878
0.001509264902214047,8316.36711661443
0.0015095302773561639,8318.107225747779
0.0015097956991593842,8319.847640799686
0.0015100611676319119,8321.588361823917
0.0015103266827819549,8323.32938887427
0.001510592244617719,8325.070277904848
0.0015108578531474134,8326.811323797572
0.001511123508379248,8328.552675773502
0.0015113892103214334,8330.294333886432
0.0015116549589821852,8332.036298190187
0.001511920754369717,8333.778568738582
0.001512186596492244,8335.52114558545
0.0015124524853579833,8337.264028784619
0.001512718420975156,8339.00721838996
0.0015129844033519807,8340.75071445532
0.0015132504324966798,8342.494517034569
0.0015135165084174751,8344.238626181581
0.0015137826311225936,8345.983041950252
0.0015140488006202605,8347.72776439448
0.0015143150169187032,8349.472793568168
0.001514581280026149,8351.21812952522
0.0015148475899508316,8352.963772319585
0.0015151139467009815,8354.709722005186
0.001515380350284832,8356.455978635968
0.0015156468007106161,8358.202542265873
0.0015159132979865734,8359.949412948888
0.0015161798421209397,8361.696590738975
0.0015164464331219546,8363.444075690117
0.0015167130709978585,8365.191867856303
0.0015169797557568919,8366.93996729153
0.0015172464874073015,8368.688374049823
0.0015175132659573304,8370.437088185196
0.0015177800914152253,8372.186109751678
0.0015180469637892326,8373.935438803303
0.0015183138830876042,8375.685075394133
0.0015185808493185897,8377.435019578214
0.001518847862490441,8379.185271409624
0.001519114922611411,8380.935830942424
0.0015193820296897564,8382.686698230724
0.0015196491837337334,8384.437873328605
0.0015199163847515996,8386.18935629018
0.001520183632751613,8387.94114716955
0.0015204509277420377,8389.693246020863
0.0015207182697311342,8391.44565289824
0.0015209856587271667,8393.198367855828
0.0015212530947383987,8394.95139094777
0.0015215205777730997,8396.704722228247
0.001521788107839537,8398.458361751424
0.0015220556849459797,8400.21230957148
0.0015223233091006992,8401.96613643784
0.001522590980311966,8403.720101215806
0.001522858698588058,8405.474374347823
0.001523126463937248,8407.22895588808
0.0015233942763678138,8408.983845890785
0.0015236621358880322,8410.739044410151
0.0015239300425061856,8412.49455150043
0.0015241979962305535,8414.250367215845
0.0015244659970694197,8416.006491610653
0.001524734045031066,8417.762924739101
0.0015250021401237812,8419.519666655475
0.0015252702823558507,8421.276717414044
0.0015255384717355635,8423.034077069095
0.0015258067082712082,8424.791745674916
0.0015260749919710785,8426.549723285834
0.0015263433228434665,8428.308009956152
0.0015266117008966662,8430.0666057402
0.0015268801261389723,8431.8255106923
0.001527148598578685,8433.584724866818
0.0015274171182241012,8435.344248318097
0.0015276856850835214,8437.1040811005
0.001527954299165247,8438.864223268403
0.0015282229604775802,8440.624674876177
0.001528491669028828,8442.385435978233
0.0015287604248272954,8444.146506628971
0.0015290292278812897,8445.907886882791
0.0015292980781991185,8447.669576794115
0.0015295669757890951,8449.431576417386
0.0015298359206595297,8451.193885807035
0.0015301049128187362,8452.956505017513
0.0015303739522750273,8454.719434103272
0.0015306430390367224,8456.482673118799
0.0015309121731121383,8458.24622211856
0.0015311813545095937,8460.010081157048
0.0015314505832374082,8461.774250288745
0.0015317198593039062,8463.538729568185
0.0015319891827174103,8465.30351904987
0.0015322585534862457,8467.06861878833
0.001532527971618737,8468.834028838084
0.0015327974371232155,8470.599749253704
0.001533066950008009,8472.365780089733
0.0015333365102814481,8474.132121400737
0.0015336061179518645,8475.898773241279
0.0015338757730275947,8477.665735665962
0.001534145475516972,8479.432382541796
0.0015344152254283337,8481.199305064118
0.001534685022770018,8482.966538218132
0.0015349548675503625,8484.73408205843
0.0015352247597777125,8486.501936639646
0.0015354946994604083,8488.270102016393
0.0015357646866067944,8490.0385782433
0.0015360347212252147,8491.807365374994
0.0015363048033240191,8493.576463466148
0.0015365749329115548,8495.345872571412
0.001536845109996172,8497.115592745451
0.0015371153345862202,8498.88562404294
0.0015373856066900555,8500.655966518581
0.0015376559263160304,8502.426620227065
0.0015379262934725015,8504.197585223097
0.0015381967081678244,8505.96886156139
0.0015384671704103607,8507.740449296687
0.001538737680208469,8509.512348483711
0.0015390082375705116,8511.284559177215
0.0015392788425048496,8513.057081431938
0.0015395494950198511,8514.829915302671
0.0015398201951238805,8516.60306084418
0.001540090942825305,8518.376518111236
0.0015403617381324947,8520.150287158644
0.001540632581053818,8521.9243680412
0.00154090347159765,8523.698760813731
0.0015411744097723627,8525.473465531051
0.0015414453955863315,8527.248482248
0.0015417164290479305,8529.023811019399
0.0015419875101655412,8530.799451900128
0.0015422586389475413,8532.575404945035
0.0015425298154023118,8534.351670208995
0.0015428010395382337,8536.128247746872
0.0015430723113636932,8537.90513761358
0.0015433436308870748,8539.68233986401
0.0015436149981167646,8541.45985455307
0.0015438864130611501,8543.23768173567
0.0015441578757286233,8545.015821466763
0.001544429386127574,8546.794273801273
0.0015447009442663953,8548.573038794148
0.0015449725501534793,8550.352116500333
0.001545244203797225,8552.131506974827
0.0015455159052060277,8553.911210272587
0.0015457876543882865,8555.691226448605
0.0015460594513524008,8557.471555557875
0.001546331296106771,8559.252197655396
0.0015466031886598028,8561.033152796197
0.0015468751290198994,8562.814183931157
0.0015471471171954669,8564.595098355618
0.001547419153194911,8566.376325871195
0.001547691237026643,8568.157866532942
0.001547963368699073,8569.939720395894
0.0015482355482206124,8571.721887515103
0.0015485077755996728,8573.50436794562
0.001548780050844672,8575.287161742539
0.001549052373964025,8577.070268960939
0.0015493247449661497,8578.8536896559
0.0015495971638594635,8580.637423882523
0.0015498696306523905,8582.421471695936
0.0015501421453533511,8584.205833151247
0.001550414707970769,8585.990508303594
0.0015506873185130686,8587.775497208104
0.0015509599769886785,8589.560799919947
0.0015512326834060263,8591.34641649427
0.0015515054377735406,8593.13234698625
0.0015517782400996524,8594.91859145105
0.0015520510903927962,8596.70514994388
0.0015523239886614047,8598.49202251993
0.0015525969349139137,8600.279209234408
0.00155286992915876,8602.066710142533
0.0015531429714043814,8603.854525299519
0.0015534160616592198,8605.64265476063
0.001553689199931716,8607.431098581097
0.0015539623862303124,8609.219856816178
0.0015542356205634526,8611.008929521133
0.001554508902939585,8612.798316751256
0.0015547822333671559,8614.588018561824
0.0015550556118546141,8616.378035008129
0.0015553290384104084,8618.168366145472
