time_days,Nuclei:Sb125 top 20
1.1574074074074073e-05,3.3034936598402124e-92
1.1576109151910821e-05,3.303493659806942e-92
1.157814458757678e-05,3.3034936597736656e-92
1.158018038113487e-05,3.303493659740382e-92
1.1582216532648015e-05,3.3034936597070935e-92
1.1584253042179158e-05,3.3034936596738e-92
1.1586289909791249e-05,3.3034936596404984e-92
1.1588327135547246e-05,3.303493659607193e-92
1.1590364719510128e-05,3.303493659573881e-92
1.1592402661742875e-05,3.303493659540564e-92
1.1594440962308483e-05,3.30349365950724e-92
1.1596479621269957e-05,3.303493659473909e-92
1.1598518638690315e-05,3.3034936594405746e-92
1.1600558014632583e-05,3.303493659407233e-92
1.1602597749159803e-05,3.3034936593738854e-92
1.1604637842335022e-05,3.303493659340533e-92
1.1606678294221306e-05,3.303493659307174e-92
1.1608719104881723e-05,3.303493659273809e-92
1.1610760274379357e-05,3.303493659240439e-92
1.1612801802777306e-05,3.3034936592070626e-92
1.1614843690138673e-05,3.3034936591736795e-92
1.1616885936526574e-05,3.3034936591402916e-92
1.1618928542004138e-05,3.303493659106897e-92
1.1620971506634507e-05,3.303493659073498e-92
1.1623014830480826e-05,3.303493659040091e-92
1.162505851360626e-05,3.30349365900668e-92
1.1627102556073979e-05,3.3034936589732624e-92
1.1629146957947168e-05,3.3034936589398385e-92
1.163119171928902e-05,3.30349365890641e-92
1.1633236840162742e-05,3.303493658872974e-92
1.1635282320631548e-05,3.303493658839533e-92
1.163732816075867e-05,3.303493658806086e-92
1.1639374360607345e-05,3.303493658772634e-92
1.1641420920240822e-05,3.303493658739175e-92
1.1643467839722364e-05,3.30349365870571e-92
1.1645515119115243e-05,3.30349365867224e-92
1.1647562758482743e-05,3.303493658638763e-92
1.1649610757888157e-05,3.303493658605281e-92
1.1651659117394789e-05,3.303493658571792e-92
1.1653707837065959e-05,3.3034936585382986e-92
1.1655756916964996e-05,3.303493658504798e-92
1.1657806357155237e-05,3.303493658471293e-92
1.1659856157700035e-05,3.303493658437781e-92
1.1661906318662747e-05,3.3034936584042634e-92
1.1663956840106745e-05,3.30349365837074e-92
1.1666007722095419e-05,3.303493658337211e-92
1.1668058964692159e-05,3.3034936583036754e-92
1.1670110567960373e-05,3.303493658270134e-92
1.1672162531963473e-05,3.303493658236587e-92
1.1674214856764896e-05,3.303493658203034e-92
1.1676267542428077e-05,3.303493658169475e-92
1.1678320589016465e-05,3.30349365813591e-92
1.1680373996593523e-05,3.303493658102339e-92
1.1682427765222725e-05,3.303493658068762e-92
1.1684481894967554e-05,3.303493658035181e-92
1.1686536385891505e-05,3.3034936580015926e-92
1.1688591238058084e-05,3.303493657967998e-92
1.1690646451530811e-05,3.303493657934397e-92
1.1692702026373212e-05,3.3034936579007914e-92
1.169475796264883e-05,3.3034936578671794e-92
1.1696814260421214e-05,3.303493657833561e-92
1.1698870919753925e-05,3.303493657799938e-92
1.170092794071054e-05,3.303493657766308e-92
1.1702985323354636e-05,3.303493657732672e-92
1.1705043067749818e-05,3.303493657699031e-92
1.170710117395969e-05,3.3034936576653834e-92
1.1709159642047868e-05,3.30349365763173e-92
1.1711218472077982e-05,3.303493657598071e-92
1.1713277664113672e-05,3.303493657564405e-92
1.1715337218218593e-05,3.303493657530734e-92
1.1717397134456403e-05,3.303493657497057e-92
1.1719457412890783e-05,3.303493657463374e-92
1.172151805358541e-05,3.303493657429685e-92
1.1723579056603986e-05,3.30349365739599e-92
1.1725640422010216e-05,3.3034936573622896e-92
1.1727702149867825e-05,3.303493657328583e-92
1.1729764240240532e-05,3.3034936572948694e-92
1.1731826693192089e-05,3.303493657261152e-92
1.173388950878624e-05,3.303493657227427e-92
1.1735952687086755e-05,3.303493657193696e-92
1.1738016228157407e-05,3.30349365715996e-92
1.174008013206198e-05,3.303493657126218e-92
1.1742144398864272e-05,3.30349365709247e-92
1.1744209028628096e-05,3.3034936570587154e-92
1.1746274021417267e-05,3.303493657024955e-92
1.1748339377295616e-05,3.303493656991189e-92
1.1750405096326988e-05,3.3034936569574175e-92
1.1752471178575235e-05,3.3034936569236386e-92
1.1754537624104223e-05,3.3034936568898556e-92
1.1756604432977824e-05,3.303493656856066e-92
1.1758671605259932e-05,3.30349365682227e-92
1.1760739141014437e-05,3.303493656788468e-92
1.1762807040305254e-05,3.303493656754661e-92
1.1764875303196305e-05,3.303493656720848e-92
1.1766943929751517e-05,3.3034936566870275e-92
1.1769012920034836e-05,3.303493656653202e-92
1.1771082274110218e-05,3.3034936566193716e-92
1.1773151992041629e-05,3.303493656585534e-92
1.1775222073893044e-05,3.303493656551691e-92
1.1777292519728452e-05,3.303493656517841e-92
1.177936332961185e-05,3.3034936564839855e-92
1.1781434503607254e-05,3.303493656450124e-92
1.1783506041778683e-05,3.303493656416257e-92
1.178557794419017e-05,3.303493656382383e-92
1.1787650210905758e-05,3.3034936563485054e-92
1.178972284198951e-05,3.303493656314621e-92
1.1791795837505486e-05,3.3034936562807296e-92
1.1793869197517767e-05,3.303493656246833e-92
1.179594292209044e-05,3.3034936562129306e-92
1.1798017011287611e-05,3.303493656179021e-92
1.180009146517339e-05,3.3034936561451064e-92
1.1802166283811898e-05,3.303493656111186e-92
1.180424146726727e-05,3.303493656077259e-92
1.1806317015603657e-05,3.303493656043326e-92
1.1808392928885212e-05,3.303493656009387e-92
1.1810469207176105e-05,3.303493655975443e-92
1.1812545850540515e-05,3.303493655941492e-92
1.1814622859042633e-05,3.303493655907536e-92
1.1816700232746663e-05,3.303493655873573e-92
1.1818777971716817e-05,3.303493655839605e-92
1.182085607601732e-05,3.30349365580563e-92
1.182293454571241e-05,3.30349365577165e-92
