    time    temp    dens
   4.49381406928411E-02   3.41092410090027E-01   4.35381175663116E+06
     nin     zin       y       x
  1    0     8.58544546646910E-01   8.58544546646910E-01
  0    1     6.83474401794527E-15   6.83474401794527E-15
  1    1     4.76471609896432E-13   9.52943219792865E-13
  2    1     8.26802754125880E-09   2.48040826237764E-08
  1    2     1.00000000000000E-99   1.00000000000000E-99
  2    2     3.89404204751451E-06   1.55761681900580E-05
  4    2     1.71260769731302E-18   1.02756461838781E-17
  3    3     1.00000000000000E-99   1.00000000000000E-99
  4    3     7.88350273397654E-17   5.51845191378358E-16
  5    3     1.54653738646602E-16   1.23722990917282E-15
  6    3     1.71454125344677E-08   1.54308712810209E-07
  3    4     1.00000000000000E-99   1.00000000000000E-99
  5    4     1.90581061332345E-14   1.71522955199110E-13
  6    4     6.90725672602214E-14   6.90725672602214E-13
  7    4     8.30547558082843E-14   9.13602313891128E-13
  8    4     1.53800103557219E-06   1.84560124268663E-05
  3    5     1.00000000000000E-99   1.00000000000000E-99
  5    5     1.00000000000000E-99   1.00000000000000E-99
  6    5     2.11010780171339E-17   2.32111858188473E-16
  7    5     5.90265782770484E-15   7.08318939324581E-14
  8    5     7.75732030066946E-13   1.00845163908703E-11
  9    5     3.78950090863063E-07   5.30530127208289E-06
  3    6     1.00000000000000E-99   1.00000000000000E-99
  4    6     1.00000000000000E-99   1.00000000000000E-99
  5    6     1.00000000000000E-99   1.00000000000000E-99
  6    6     1.58417897295349E-22   1.90101476754418E-21
  7    6     2.67432350114099E-21   3.47662055148329E-20
  8    6     4.48199832673552E-15   6.27479765742973E-14
  9    6     3.12547603793203E-14   4.68821405689805E-13
 10    6     4.55688531012325E-14   7.29101649619720E-13
 11    6     1.64815780724459E-07   2.80186827231581E-06
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     1.00000000000000E-99   1.00000000000000E-99
  5    7     1.00000000000000E-99   1.00000000000000E-99
  6    7     1.00000000000000E-99   1.00000000000000E-99
  7    7     1.00000000000000E-99   1.00000000000000E-99
  8    7     1.67979468755077E-23   2.51969203132615E-22
  9    7     1.34834133593534E-16   2.15734613749654E-15
 10    7     1.59534436005836E-15   2.71208541209922E-14
 11    7     1.43728976943884E-15   2.58712158498992E-14
 12    7     3.01456110496241E-16   5.72766609942858E-15
