time_days,Nuclei:Sb130 top 14
1.1574074074074073e-05,18324.50018396958
1.1576109151910821e-05,18370.996554158613
1.157814458757678e-05,18417.50109983731
1.158018038113487e-05,18464.013822443256
1.1582216532648015e-05,18510.534723414065
1.1584253042179158e-05,18557.063804187834
1.1586289909791249e-05,18603.601066202846
1.1588327135547246e-05,18650.929009521766
1.1590364719510128e-05,18698.757085052333
1.1592402661742875e-05,18746.593570227233
1.1594440962308483e-05,18794.43846652521
1.1596479621269957e-05,18842.291775425125
1.1598518638690315e-05,18890.15349840624
1.1600558014632583e-05,18938.02363694796
1.1602597749159803e-05,18985.902192530044
1.1604637842335022e-05,19034.9911299322
1.1606678294221306e-05,19084.190630159956
1.1608719104881723e-05,19133.398781170643
1.1610760274379357e-05,19182.615584485306
1.1612801802777306e-05,19231.841041625372
1.1614843690138673e-05,19281.075154112354
1.1616885936526574e-05,19330.31792346819
1.1618928542004138e-05,19380.080815566296
1.1620971506634507e-05,19430.72322459952
1.1623014830480826e-05,19481.374538123357
1.162505851360626e-05,19532.034757703495
1.1627102556073979e-05,19582.703884905895
1.1629146957947168e-05,19633.381921296826
1.163119171928902e-05,19684.0688684427
1.1633236840162742e-05,19734.764727910417
1.1635282320631548e-05,19786.413626964793
1.163732816075867e-05,19838.541790280135
1.1639374360607345e-05,19890.67911932733
1.1641420920240822e-05,19942.825615717957
1.1643467839722364e-05,19994.981281063952
1.1645515119115243e-05,20047.146116977503
1.1647562758482743e-05,20099.320125071106
1.1649610757888157e-05,20151.67189058539
1.1651659117394789e-05,20205.313637449348
1.1653707837065959e-05,20258.96481617969
1.1655756916964996e-05,20312.625428434774
1.1657806357155237e-05,20366.29547587323
1.1659856157700035e-05,20419.974960154184
1.1661906318662747e-05,20473.663882936802
1.1663956840106745e-05,20527.362245880675
1.1666007722095419e-05,20582.12635551232
1.1668058964692159e-05,20637.32886508987
1.1670110567960373e-05,20692.541080963714
1.1672162531963473e-05,20747.76300484049
1.1674214856764896e-05,20802.99463842727
1.1676267542428077e-05,20858.235983431307
1.1678320589016465e-05,20913.48704156009
1.1680373996593523e-05,20969.42923827979
1.1682427765222725e-05,21026.22173215417
1.1684481894967554e-05,21083.024211892884
1.1686536385891505e-05,21139.83667925178
1.1688591238058084e-05,21196.659135987054
1.1690646451530811e-05,21253.491583855117
1.1692702026373212e-05,21310.33402461267
1.169475796264883e-05,21367.68763079264
1.1696814260421214e-05,21426.110077707603
1.1698870919753925e-05,21484.54279708268
1.170092794071054e-05,21542.985790724237
1.1702985323354636e-05,21601.43906043862
1.1705043067749818e-05,21659.902608032844
1.170710117395969e-05,21718.37643531398
1.1709159642047868e-05,21777.384566517834
1.1711218472077982e-05,21837.478379141765
1.1713277664113672e-05,21897.582758103217
1.1715337218218593e-05,21957.69770526019
1.1717397134456403e-05,22017.823222470826
1.1719457412890783e-05,22077.959311593786
1.172151805358541e-05,22138.105974487746
1.1723579056603986e-05,22199.022436270898
1.1725640422010216e-05,22260.83059124002
1.1727702149867825e-05,22322.64961398088
1.1729764240240532e-05,22384.47950640414
1.1731826693192089e-05,22446.320270421198
1.173388950878624e-05,22508.171907943495
1.1735952687086755e-05,22570.034420882992
1.1738016228157407e-05,22633.124703453985
1.174008013206198e-05,22696.69185693387
1.1742144398864272e-05,22760.27018747128
1.1744209028628096e-05,22823.859697031592
1.1746274021417267e-05,22887.460387580355
1.1748339377295616e-05,22951.072261083482
1.1750405096326988e-05,23014.876572174606
1.1752471178575235e-05,23080.2376812192
1.1754537624104223e-05,23145.610282753863
1.1756604432977824e-05,23210.99437879925
1.1758671605259932e-05,23276.389971376608
1.1760739141014437e-05,23341.797062507154
1.1762807040305254e-05,23407.21565421287
1.1764875303196305e-05,23473.729967086572
1.1766943929751517e-05,23540.964682286296
1.1769012920034836e-05,23608.211219413628
1.1771082274110218e-05,23675.46958054717
1.1773151992041629e-05,23742.739767765976
1.1775222073893044e-05,23810.021783149325
1.1777292519728452e-05,23877.717359085294
1.177936332961185e-05,23946.855770314123
1.1781434503607254e-05,24016.00633819883
1.1783506041778683e-05,24085.169064876787
1.178557794419017e-05,24154.34395248587
1.1787650210905758e-05,24223.53100316432
1.178972284198951e-05,24292.730219050947
1.1791795837505486e-05,24363.706146466666
1.1793869197517767e-05,24434.789262449773
1.179594292209044e-05,24505.88487702741
1.1798017011287611e-05,24576.99299239726
1.180009146517339e-05,24648.113610757388
1.1802166283811898e-05,24719.246734306085
1.180424146726727e-05,24791.919283692732
1.1806317015603657e-05,24864.983553843776
1.1808392928885212e-05,24938.06067093707
1.1810469207176105e-05,25011.15063723164
1.1812545850540515e-05,25084.25345498657
1.1814622859042633e-05,25157.369126461774
1.1816700232746663e-05,25232.023506972942
1.1818777971716817e-05,25307.117750582656
1.182085607601732e-05,25382.225198066288
1.182293454571241e-05,25457.345851745675
