time_days,Nuclei:Cs137 top 15
1.1659856157700035e-05,4.242008566769205e-93
1.1661906318662747e-05,4.24200856673215e-93
1.1663956840106745e-05,4.242008566695089e-93
1.1666007722095419e-05,4.2420085666580215e-93
1.1668058964692159e-05,4.2420085666209465e-93
1.1670110567960373e-05,4.2420085665838665e-93
1.1672162531963473e-05,4.242008566546779e-93
1.1674214856764896e-05,4.242008566509685e-93
1.1676267542428077e-05,4.242008566472585e-93
1.1678320589016465e-05,4.2420085664354775e-93
1.1680373996593523e-05,4.242008566398364e-93
1.1682427765222725e-05,4.242008566361244e-93
1.1684481894967554e-05,4.242008566324118e-93
1.1686536385891505e-05,4.2420085662869845e-93
1.1688591238058084e-05,4.242008566249845e-93
1.1690646451530811e-05,4.2420085662126985e-93
1.1692702026373212e-05,4.242008566175546e-93
1.169475796264883e-05,4.242008566138387e-93
1.1696814260421214e-05,4.242008566101222e-93
1.1698870919753925e-05,4.242008566064049e-93
1.170092794071054e-05,4.24200856602687e-93
1.1702985323354636e-05,4.242008565989685e-93
1.1705043067749818e-05,4.242008565952494e-93
1.170710117395969e-05,4.242008565915295e-93
1.1709159642047868e-05,4.24200856587809e-93
1.1711218472077982e-05,4.242008565840879e-93
1.1713277664113672e-05,4.242008565803661e-93
1.1715337218218593e-05,4.242008565766436e-93
1.1717397134456403e-05,4.2420085657292046e-93
1.1719457412890783e-05,4.242008565691968e-93
1.172151805358541e-05,4.242008565654723e-93
1.1723579056603986e-05,4.242008565617473e-93
1.1725640422010216e-05,4.242008565580215e-93
1.1727702149867825e-05,4.242008565542951e-93
1.1729764240240532e-05,4.242008565505681e-93
1.1731826693192089e-05,4.242008565468404e-93
1.173388950878624e-05,4.24200856543112e-93
1.1735952687086755e-05,4.242008565393831e-93
1.1738016228157407e-05,4.242008565356534e-93
1.174008013206198e-05,4.242008565319231e-93
1.1742144398864272e-05,4.242008565281921e-93
1.1744209028628096e-05,4.242008565244605e-93
1.1746274021417267e-05,4.242008565207282e-93
1.1748339377295616e-05,4.242008565169952e-93
1.1750405096326988e-05,4.242008565132617e-93
1.1752471178575235e-05,4.2420085650952736e-93
1.1754537624104223e-05,4.2420085650579244e-93
1.1756604432977824e-05,4.242008565020569e-93
1.1758671605259932e-05,4.2420085649832075e-93
1.1760739141014437e-05,4.242008564945838e-93
1.1762807040305254e-05,4.242008564908463e-93
1.1764875303196305e-05,4.242008564871081e-93
1.1766943929751517e-05,4.242008564833693e-93
1.1769012920034836e-05,4.2420085647962975e-93
1.1771082274110218e-05,4.242008564758896e-93
1.1773151992041629e-05,4.242008564721488e-93
1.1775222073893044e-05,4.242008564684073e-93
1.1777292519728452e-05,4.242008564646651e-93
1.177936332961185e-05,4.242008564609223e-93
1.1781434503607254e-05,4.242008564571788e-93
1.1783506041778683e-05,4.242008564534347e-93
1.178557794419017e-05,4.242008564496899e-93
1.1787650210905758e-05,4.242008564459445e-93
1.178972284198951e-05,4.2420085644219845e-93
1.1791795837505486e-05,4.242008564384517e-93
1.1793869197517767e-05,4.2420085643470436e-93
1.179594292209044e-05,4.2420085643095624e-93
1.1798017011287611e-05,4.2420085642720745e-93
1.180009146517339e-05,4.2420085642345815e-93
1.1802166283811898e-05,4.242008564197081e-93
1.180424146726727e-05,4.242008564159574e-93
1.1806317015603657e-05,4.24200856412206e-93
1.1808392928885212e-05,4.2420085640845395e-93
1.1810469207176105e-05,4.242008564047013e-93
1.1812545850540515e-05,4.242008564009479e-93
1.1814622859042633e-05,4.2420085639719394e-93
1.1816700232746663e-05,4.242008563934393e-93
1.1818777971716817e-05,4.24200856389684e-93
1.182085607601732e-05,4.24200856385928e-93
1.182293454571241e-05,4.2420085638217135e-93
1.1825013380866334e-05,4.24200856378414e-93
1.182709258154335e-05,4.2420085637465605e-93
1.1829172147807727e-05,4.242008563708975e-93
1.183125207972375e-05,4.242008563671382e-93
1.183333237735571e-05,4.2420085636337825e-93
1.1835413040767908e-05,4.242008563596177e-93
1.1837494070024666e-05,4.242008563558563e-93
1.1839575465190307e-05,4.242008563520945e-93
1.1841657226329168e-05,4.242008563483318e-93
1.18437393535056e-05,4.242008563445685e-93
1.1845821846783964e-05,4.242008563408047e-93
1.184790470622863e-05,4.242008563370401e-93
1.1849987931903983e-05,4.242008563332749e-93
1.1852071523874415e-05,4.24200856329509e-93
1.1854155482204337e-05,4.242008563257424e-93
1.185623980695816e-05,4.242008563219752e-93
1.185832449820032e-05,4.2420085631820726e-93
1.186040955599525e-05,4.242008563144387e-93
1.1862494980407405e-05,4.242008563106695e-93
1.1864580771501242e-05,4.2420085630689965e-93
1.1866666929341244e-05,4.2420085630312905e-93
1.1868753453991893e-05,4.2420085629935795e-93
1.1870840345517681e-05,4.24200856295586e-93
1.187292760398312e-05,4.242008562918135e-93
1.187501522945273e-05,4.242008562880403e-93
1.1877103221991039e-05,4.242008562842665e-93
1.1879191581662589e-05,4.2420085628049195e-93
1.1881280308531934e-05,4.242008562767168e-93
1.188336940266364e-05,4.242008562729409e-93
1.1885458864122283e-05,4.242008562691644e-93
1.1887548692972447e-05,4.242008562653873e-93
1.1889638889278737e-05,4.2420085626160935e-93
1.1891729453105753e-05,4.242008562578309e-93
1.1893820384518129e-05,4.242008562540517e-93
1.1895911683580489e-05,4.242008562502719e-93
1.1898003350357477e-05,4.242008562464914e-93
1.1900095384913753e-05,4.242008562427102e-93
1.190218778731398e-05,4.242008562389284e-93
1.1904280557622842e-05,4.2420085623514596e-93
1.1906373695905023e-05,4.242008562313628e-93
1.1908467202225226e-05,4.24200856227579e-93
1.1910561076648163e-05,4.242008562237945e-93
1.1912655319238558e-05,4.242008562200093e-93
1.1914749930061148e-05,4.242008562162235e-93
1.1916844909180674e-05,4.24200856212437e-93
1.1918940256661901e-05,4.242008562086499e-93
1.1921035972569594e-05,4.242008562048621e-93
1.1923132056968534e-05,4.242008562010736e-93
1.1925228509923516e-05,4.242008561972844e-93
1.1927325331499338e-05,4.242008561934947e-93
1.1929422521760818e-05,4.2420085618970416e-93
1.1931520080772786e-05,4.2420085618591295e-93
1.1933618008600073e-05,4.2420085618212116e-93
1.193571630530753e-05,4.242008561783288e-93
1.1937814970960021e-05,4.242008561745356e-93
1.1939914005622416e-05,4.242008561707418e-93
1.1942013409359598e-05,4.242008561669472e-93
1.1944113182236459e-05,4.242008561631521e-93
1.1946213324317909e-05,4.242008561593563e-93
1.1948313835668861e-05,4.242008561555598e-93
1.1950414716354249e-05,4.242008561517627e-93
1.1952515966439013e-05,4.242008561479649e-93
1.1954617585988102e-05,4.242008561441664e-93
1.1956719575066477e-05,4.242008561403672e-93
1.195882193373912e-05,4.242008561365674e-93
1.1960924662071011e-05,4.24200856132767e-93
1.196302776012715e-05,4.242008561289658e-93
1.1965131227972544e-05,4.24200856125164e-93
1.1967235065672215e-05,4.242008561213614e-93
1.1969339273291195e-05,4.242008561175582e-93
1.1971443850894526e-05,4.242008561137545e-93
1.1973548798547261e-05,4.242008561099499e-93
1.197565411631447e-05,4.2420085610614485e-93
1.197775980426123e-05,4.242008561023389e-93
1.1979865862452626e-05,4.242008560985325e-93
1.1981972290953762e-05,4.242008560947253e-93
1.1984079089829748e-05,4.2420085609091744e-93
1.198618625914571e-05,4.242008560871089e-93
1.198829379896678e-05,4.242008560832997e-93
1.1990401709358103e-05,4.2420085607948985e-93
1.199250999038484e-05,4.242008560756794e-93
1.1994618642112156e-05,4.242008560718682e-93
1.1996727664605237e-05,4.242008560680563e-93
1.1998837057929273e-05,4.242008560642437e-93
1.2000946822149464e-05,4.242008560604305e-93
1.2003056957331031e-05,4.242008560566167e-93
1.2005167463539195e-05,4.2420085605280215e-93
1.2007278340839195e-05,4.242008560489869e-93
1.2009389589296282e-05,4.24200856045171e-93
1.2011501208975716e-05,4.242008560413545e-93
1.2013613199942771e-05,4.242008560375373e-93
1.2015725562262726e-05,4.242008560337193e-93
1.2017838296000882e-05,4.242008560299008e-93
1.2019951401222542e-05,4.242008560260816e-93
1.2022064877993026e-05,4.242008560222616e-93
1.2024178726377662e-05,4.242008560184411e-93
1.2026292946441793e-05,4.242008560146198e-93
1.202840753825077e-05,4.242008560107978e-93
1.2030522501869958e-05,4.242008560069753e-93
1.2032637837364735e-05,4.2420085600315195e-93
1.2034753544800484e-05,4.24200855999328e-93
1.2036869624242604e-05,4.242008559955034e-93
1.203898607575651e-05,4.242008559916781e-93
1.204110289940762e-05,4.242008559878521e-93
1.2043220095261365e-05,4.242008559840255e-93
1.2045337663383193e-05,4.242008559801982e-93
1.204745560383856e-05,4.242008559763702e-93
1.2049573916692932e-05,4.242008559725416e-93
1.2051692602011791e-05,4.242008559687123e-93
1.2053811659860622e-05,4.242008559648823e-93
1.2055931090304936e-05,4.2420085596105154e-93
1.205805089341024e-05,4.242008559572202e-93
1.206017106924206e-05,4.2420085595338815e-93
1.2062291617865934e-05,4.242008559495555e-93
1.2064412539347413e-05,4.242008559457221e-93
1.2066533833752049e-05,4.242008559418881e-93
1.2068655501145422e-05,4.242008559380533e-93
1.2070777541593109e-05,4.24200855934218e-93
1.2072899955160708e-05,4.242008559303819e-93
1.2075022741913823e-05,4.242008559265451e-93
1.2077145901918073e-05,4.242008559227078e-93
1.2079269435239086e-05,4.242008559188696e-93
1.20813933419425e-05,4.242008559150309e-93
1.2083517622093972e-05,4.242008559111914e-93
1.2085642275759164e-05,4.2420085590735135e-93
1.208776730300375e-05,4.242008559035105e-93
1.2089892703893416e-05,4.2420085589966905e-93
1.2092018478493862e-05,4.242008558958269e-93
1.2094144626870797e-05,4.242008558919841e-93
1.2096271149089946e-05,4.242008558881406e-93
1.2098398045217035e-05,4.2420085588429645e-93
1.2100525315317814e-05,4.242008558804516e-93
1.2102652959458035e-05,4.242008558766061e-93
1.210478097770347e-05,4.242008558727599e-93
1.2106909370119895e-05,4.2420085586891295e-93
1.2109038136773103e-05,4.242008558650655e-93
1.2111167277728895e-05,4.242008558612173e-93
1.2113296793053085e-05,4.2420085585736835e-93
1.2115426682811497e-05,4.242008558535187e-93
1.2117556947069973e-05,4.242008558496685e-93
1.2119687585894356e-05,4.242008558458175e-93
1.2121818599350509e-05,4.2420085584196594e-93
1.2123949987504302e-05,4.242008558381136e-93
1.2126081750421618e-05,4.242008558342607e-93
1.2128213888168358e-05,4.242008558304071e-93
1.2130346400810421e-05,4.242008558265527e-93
1.213247928841373e-05,4.242008558226977e-93
1.2134612551044211e-05,4.242008558188421e-93
1.2136746188767809e-05,4.242008558149857e-93
1.2138880201650473e-05,4.242008558111287e-93
1.2141014589758171e-05,4.24200855807271e-93
1.2143149353156875e-05,4.242008558034126e-93
1.214528449191258e-05,4.242008557995535e-93
1.2147420006091276e-05,4.242008557956938e-93
1.2149555895758982e-05,4.242008557918334e-93
1.2151692160981716e-05,4.242008557879723e-93
1.215382880182551e-05,4.242008557841105e-93
1.2155965818356418e-05,4.24200855780248e-93
1.2158103210640488e-05,4.2420085577638485e-93
1.2160240978743794e-05,4.24200855772521e-93
1.2162379122732416e-05,4.242008557686566e-93
1.2164517642672447e-05,4.242008557647914e-93
1.216665653862999e-05,4.242008557609255e-93
1.2168795810671159e-05,4.24200855757059e-93
1.2170935458862082e-05,4.242008557531917e-93
1.2173075483268899e-05,4.242008557493239e-93
1.2175215883957757e-05,4.242008557454553e-93
1.2177356660994821e-05,4.242008557415861e-93
1.2179497814446264e-05,4.242008557377161e-93
1.218163934437827e-05,4.2420085573384544e-93
1.2183781250857039e-05,4.242008557299742e-93
1.2185923533948775e-05,4.242008557261023e-93
1.2188066193719701e-05,4.242008557222296e-93
1.219020923023605e-05,4.242008557183562e-93
1.2192352643564062e-05,4.242008557144821e-93
1.2194496433769993e-05,4.2420085571060746e-93
1.219664060092011e-05,4.242008557067321e-93
1.2198785145080696e-05,4.24200855702856e-93
1.2200930066318032e-05,4.242008556989792e-93
1.2203075364698425e-05,4.242008556951018e-93
1.2205221040288189e-05,4.242008556912237e-93
1.2207367093153647e-05,4.2420085568734495e-93
1.2209513523361139e-05,4.242008556834655e-93
1.2211660330977009e-05,4.242008556795853e-93
1.2213807516067617e-05,4.2420085567570445e-93
1.2215955078699339e-05,4.24200855671823e-93
1.2218103018938555e-05,4.242008556679407e-93
1.2220251336851659e-05,4.242008556640579e-93
1.222240003250506e-05,4.242008556601743e-93
1.2224549105965179e-05,4.2420085565629e-93
1.2226698557298438e-05,4.242008556524051e-93
1.2228848386571285e-05,4.242008556485195e-93
1.2230998593850174e-05,4.242008556446332e-93
1.2233149179201565e-05,4.242008556407462e-93
1.223530014269194e-05,4.242008556368585e-93
1.2237451484387783e-05,4.242008556329702e-93
1.2239603204355601e-05,4.2420085562908115e-93
1.2241755302661896e-05,4.242008556251914e-93
1.2243907779373198e-05,4.24200855621301e-93
1.2246060634556042e-05,4.242008556174099e-93
1.2248213868276974e-05,4.242008556135181e-93
1.225036748060255e-05,4.242008556096257e-93
1.2252521471599347e-05,4.242008556057326e-93
1.2254675841333938e-05,4.242008556018387e-93
1.2256830589872924e-05,4.242008555979442e-93
1.225898571728291e-05,4.2420085559404904e-93
1.2261141223630509e-05,4.242008555901532e-93
1.226329710898235e-05,4.242008555862566e-93
1.2265453373405079e-05,4.242008555823593e-93
1.2267610016965341e-05,4.242008555784614e-93
1.226976703972981e-05,4.2420085557456274e-93
1.2271924441765152e-05,4.242008555706635e-93
1.2274082223138057e-05,4.242008555667634e-93
1.2276240383915228e-05,4.242008555628628e-93
1.2278398924163371e-05,4.242008555589614e-93
1.2280557843949212e-05,4.242008555550594e-93
1.2282717143339486e-05,4.2420085555115665e-93
1.2284876822400935e-05,4.242008555472533e-93
1.2287036881200321e-05,4.242008555433492e-93
1.2289197319804412e-05,4.242008555394444e-93
1.2291358138279988e-05,4.242008555355389e-93
1.2293519336693842e-05,4.242008555316326e-93
1.2295680915112783e-05,4.242008555277259e-93
1.2297842873603626e-05,4.2420085552381825e-93
1.2300005212233195e-05,4.2420085551991e-93
1.2302167931068333e-05,4.2420085551600115e-93
1.2304331030175894e-05,4.242008555120916e-93
1.230649450962274e-05,4.242008555081812e-93
1.2308658369475742e-05,4.242008555042703e-93
1.2310822609801795e-05,4.242008555003586e-93
1.2312987230667793e-05,4.242008554964463e-93
1.2315152232140647e-05,4.242008554925332e-93
1.2317317614287277e-05,4.242008554886195e-93
1.2319483377174625e-05,4.242008554847051e-93
1.232164952086963e-05,4.2420085548078995e-93
1.232381604543925e-05,4.242008554768742e-93
1.2325982950950455e-05,4.242008554729577e-93
1.2328150237470232e-05,4.242008554690405e-93
1.2330317905065564e-05,4.242008554651227e-93
1.2332485953803464e-05,4.242008554612041e-93
1.2334654383750945e-05,4.242008554572849e-93
1.2336823194975036e-05,4.242008554533649e-93
1.2338992387542776e-05,4.242008554494444e-93
1.234116196152122e-05,4.242008554455231e-93
1.234333191697743e-05,4.2420085544160105e-93
1.234550225397848e-05,4.242008554376784e-93
1.2347672972591459e-05,4.24200855433755e-93
1.2349844072883465e-05,4.242008554298309e-93
1.2352015554921612e-05,4.242008554259062e-93
1.2354187418773015e-05,4.242008554219807e-93
1.235635966450482e-05,4.242008554180546e-93
1.2358532292184164e-05,4.242008554141278e-93
1.2360705301878208e-05,4.242008554102002e-93
1.2362878693654122e-05,4.242008554062721e-93
1.236505246757909e-05,4.242008554023431e-93
1.2367226623720302e-05,4.242008553984136e-93
1.2369401162144966e-05,4.242008553944832e-93
1.2371576082920295e-05,4.242008553905524e-93
1.2373751386113522e-05,4.2420085538662066e-93
1.237592707179189e-05,4.242008553826883e-93
1.2378103140022645e-05,4.242008553787553e-93
1.2380279590873055e-05,4.242008553748216e-93
1.2382456424410397e-05,4.2420085537088715e-93
1.2384633640701959e-05,4.24200855366952e-93
1.2386811239815037e-05,4.2420085536301614e-93
1.238898922181695e-05,4.242008553590797e-93
1.2391167586775017e-05,4.242008553551425e-93
1.2393346334756573e-05,4.242008553512046e-93
1.2395525465828968e-05,4.2420085534726595e-93
1.2397704980059557e-05,4.242008553433267e-93
1.2399884877515714e-05,4.242008553393868e-93
1.2402065158264822e-05,4.242008553354461e-93
1.2404245822374275e-05,4.242008553315048e-93
1.240642686991148e-05,4.2420085532756275e-93
1.2408608300943854e-05,4.2420085532362e-93
1.241079011553883e-05,4.242008553196766e-93
1.2412972313763846e-05,4.242008553157324e-93
1.241515489568636e-05,4.242008553117877e-93
1.2417337861373833e-05,4.242008553078421e-93
1.2419521210893751e-05,4.242008553038959e-93
1.2421704944313593e-05,4.24200855299949e-93
1.242388906170087e-05,4.242008552960014e-93
1.2426073563123086e-05,4.2420085529205316e-93
1.2428258448647776e-05,4.2420085528810415e-93
1.2430443718342467e-05,4.242008552841545e-93
1.2432629372274717e-05,4.242008552802041e-93
1.2434815410512081e-05,4.242008552762531e-93
1.2437001833122134e-05,4.242008552723013e-93
1.2439188640172458e-05,4.242008552683488e-93
1.2441375831730654e-05,4.242008552643957e-93
1.2443563407864327e-05,4.242008552604418e-93
1.2445751368641096e-05,4.242008552564873e-93
1.2447939714128599e-05,4.2420085525253205e-93
1.2450128444394472e-05,4.2420085524857615e-93
1.2452317559506374e-05,4.242008552446196e-93
1.2454507059531978e-05,4.242008552406622e-93
1.2456696944538955e-05,4.242008552367042e-93
1.2458887214595002e-05,4.242008552327455e-93
1.246107786976782e-05,4.242008552287861e-93
1.2463268910125127e-05,4.24200855224826e-93
1.2465460335734648e-05,4.242008552208652e-93
1.2467652146664122e-05,4.2420085521690366e-93
1.2469844342981302e-05,4.2420085521294145e-93
1.2472036924753952e-05,4.242008552089786e-93
1.2474229892049842e-05,4.24200855205015e-93
1.2476423244936762e-05,4.242008552010508e-93
1.2478616983482511e-05,4.2420085519708575e-93
1.2480811107754901e-05,4.2420085519312006e-93
1.248300561782175e-05,4.242008551891537e-93
1.2485200513750897e-05,4.242008551851866e-93
1.2487395795610185e-05,4.242008551812188e-93
1.2489591463467476e-05,4.242008551772504e-93
1.249178751739064e-05,4.242008551732813e-93
1.2493983957447554e-05,4.242008551693113e-93
1.2496180783706116e-05,4.242008551653409e-93
1.2498377996234234e-05,4.2420085516136956e-93
1.2500575595099823e-05,4.242008551573976e-93
1.2502773580370815e-05,4.24200855153425e-93
1.250497195211515e-05,4.242008551494515e-93
1.2507170710400784e-05,4.242008551454775e-93
1.250936985529568e-05,4.242008551415028e-93
1.2511569386867819e-05,4.242008551375273e-93
1.2513769305185187e-05,4.242008551335511e-93
1.2515969610315787e-05,4.242008551295743e-93
1.2518170302327637e-05,4.242008551255967e-93
1.252037138128876e-05,4.242008551216185e-93
1.252257284726719e-05,4.242008551176395e-93
1.2524774700330979e-05,4.242008551136599e-93
1.252697694054819e-05,4.242008551096795e-93
1.2529179567986894e-05,4.242008551056985e-93
1.253138258271518e-05,4.242008551017168e-93
1.2533585984801139e-05,4.2420085509773435e-93
1.2535789774312888e-05,4.242008550937512e-93
1.2537993951318543e-05,4.242008550897674e-93
1.2540198515886242e-05,4.242008550857828e-93
1.2542403468084125e-05,4.242008550817976e-93
1.2544608807980353e-05,4.242008550778116e-93
1.254681453564309e-05,4.24200855073825e-93
1.2549020651140526e-05,4.242008550698376e-93
1.2551227154540848e-05,4.2420085506584955e-93
1.2553434045912263e-05,4.242008550618609e-93
1.2555641325322988e-05,4.242008550578713e-93
1.2557848992841253e-05,4.242008550538812e-93
1.2560057048535299e-05,4.242008550498903e-93
1.2562265492473376e-05,4.242008550458987e-93
1.2564474324723753e-05,4.2420085504190645e-93
1.2566683545354705e-05,4.242008550379135e-93
1.2568893154434525e-05,4.242008550339199e-93
1.2571103152031512e-05,4.242008550299256e-93
1.2573313538213977e-05,4.242008550259305e-93
1.2575524313050249e-05,4.2420085502193466e-93
1.257773547660866e-05,4.242008550179382e-93
1.2579947028957568e-05,4.24200855013941e-93
1.2582158970165325e-05,4.242008550099431e-93
1.2584371300300309e-05,4.242008550059446e-93
1.2586584019430906e-05,4.242008550019452e-93
1.2588797127625513e-05,4.242008549979453e-93
1.2591010624952534e-05,4.242008549939445e-93
1.2593224511480399e-05,4.2420085498994316e-93
1.2595438787277536e-05,4.242008549859411e-93
1.2597653452412392e-05,4.242008549819383e-93
1.2599868506953426e-05,4.242008549779348e-93
1.2602083950969105e-05,4.242008549739306e-93
1.2604299784527914e-05,4.242008549699256e-93
1.2606516007698341e-05,4.2420085496592e-93
1.2608732620548896e-05,4.242008549619137e-93
1.2610949623148096e-05,4.242008549579067e-93
1.2613167015564472e-05,4.24200854953899e-93
1.2615384797866561e-05,4.242008549498905e-93
1.2617602970122923e-05,4.242008549458814e-93
1.2619821532402122e-05,4.2420085494187156e-93
1.2622040484772732e-05,4.24200854937861e-93
1.2624259827303348e-05,4.242008549338497e-93
1.2626479560062572e-05,4.242008549298378e-93
1.2628699683119015e-05,4.242008549258251e-93
1.2630920196541303e-05,4.242008549218117e-93
1.2633141100398076e-05,4.2420085491779765e-93
1.2635362394757988e-05,4.242008549137829e-93
1.2637584079689697e-05,4.242008549097674e-93
1.2639806155261878e-05,4.242008549057512e-93
1.2642028621543217e-05,4.242008549017342e-93
1.2644251478602414e-05,4.242008548977166e-93
1.264647472650818e-05,4.242008548936983e-93
1.264869836532924e-05,4.242008548896793e-93
1.2650922395134324e-05,4.242008548856596e-93
1.2653146815992178e-05,4.242008548816391e-93
1.2655371627971568e-05,4.242008548776181e-93
1.265759683114126e-05,4.242008548735961e-93
1.2659822425570041e-05,4.242008548695736e-93
1.2662048411326702e-05,4.2420085486555035e-93
1.2664274788480056e-05,4.242008548615264e-93
1.2666501557098915e-05,4.242008548575017e-93
1.2668728717252117e-05,4.242008548534763e-93
1.2670956269008502e-05,4.242008548494502e-93
1.2673184212436931e-05,4.242008548454234e-93
1.2675412547606265e-05,4.242008548413959e-93
1.2677641274585387e-05,4.242008548373677e-93
1.2679870393443192e-05,4.242008548333387e-93
1.2682099904248582e-05,4.242008548293091e-93
1.2684329807070474e-05,4.242008548252788e-93
1.2686560101977795e-05,4.242008548212477e-93
1.2688790789039487e-05,4.2420085481721595e-93
1.2691021868324503e-05,4.242008548131835e-93
1.2693253339901805e-05,4.242008548091503e-93
1.2695485203840376e-05,4.2420085480511645e-93
1.2697717460209199e-05,4.242008548010818e-93
1.269995010907728e-05,4.242008547970465e-93
1.270218315051363e-05,4.2420085479301055e-93
1.2704416584587273e-05,4.2420085478897375e-93
1.270665041136725e-05,4.2420085478493636e-93
1.2708884630922609e-05,4.242008547808982e-93
1.2711119243322413e-05,4.2420085477685935e-93
1.2713354248635736e-05,4.242008547728197e-93
1.2715589646931661e-05,4.242008547687794e-93
1.2717825438279293e-05,4.2420085476473855e-93
1.2720061622747737e-05,4.242008547606968e-93
1.2722298200406118e-05,4.242008547566544e-93
1.272453517132357e-05,4.242008547526112e-93
1.272677253556924e-05,4.242008547485675e-93
1.2729010293212288e-05,4.242008547445229e-93
1.2731248444321885e-05,4.242008547404776e-93
1.2733486988967213e-05,4.242008547364317e-93
1.2735725927217473e-05,4.24200854732385e-93
1.2737965259141866e-05,4.242008547283376e-93
1.2740204984809617e-05,4.2420085472428955e-93
1.2742445104289954e-05,4.2420085472024074e-93
1.2744685617652126e-05,4.2420085471619125e-93
1.2746926524965384e-05,4.24200854712141e-93
1.2749167826299002e-05,4.2420085470809e-93
1.2751409521722259e-05,4.2420085470403835e-93
1.2753651611304444e-05,4.24200854699986e-93
1.275589409511487e-05,4.242008546959329e-93
1.275813697322285e-05,4.242008546918791e-93
1.276038024569771e-05,4.2420085468782455e-93
1.2762623912608801e-05,4.242008546837694e-93
1.2764867974025468e-05,4.242008546797135e-93
1.2767112430017083e-05,4.2420085467565675e-93
1.2769357280653024e-05,4.242008546715995e-93
1.2771602526002678e-05,4.242008546675413e-93
1.277384816613545e-05,4.242008546634826e-93
1.2776094201120755e-05,4.24200854659423e-93
1.2778340631028018e-05,4.242008546553629e-93
1.2780587455926685e-05,3.954119273201956e-17
1.27828346758862e-05,8.291371944041355e-17
1.278508229097603e-05,1.0328336577908258e-16
1.278733030126565e-05,1.2445392475535285e-16
1.2789578706824553e-05,1.491522247422746e-16
1.2791827507722234e-05,1.775769037849049e-16
1.2794076704028206e-05,2.1066438249898484e-16
1.2796326295811995e-05,2.4920976206460223e-16
1.2798576283143142e-05,2.933936953285436e-16
1.280082666609119e-05,3.439497560833522e-16
1.2803077444725704e-05,4.0206964519443815e-16
1.2805328619116255e-05,4.690675040246034e-16
1.2807580189332434e-05,5.453057616737971e-16
1.2809832155443837e-05,6.319016908512816e-16
1.2812084517520075e-05,7.300577459852843e-16
1.281433727563077e-05,8.411477117472811e-16
1.2816590429845556e-05,9.662367521602693e-16
1.281884398023408e-05,1.1072990978867067e-15
1.2821097926866004e-05,1.2660173347865923e-15
1.2823352269811e-05,1.4441965018170576e-15
1.2825607009138747e-05,1.6435427721530751e-15
1.2827862144918949e-05,1.8665993818079687e-15
1.2830117677221308e-05,2.1160541059816784e-15
1.283237360611555e-05,2.394772093662949e-15
1.2834629931671402e-05,2.7048945571973094e-15
1.2836886653958613e-05,3.049407522312568e-15
1.2839143773046942e-05,3.431529841810087e-15
1.2841401289006154e-05,3.854728504516699e-15
1.2843659201906036e-05,4.3227342873876705e-15
1.284591751181638e-05,4.839557982520185e-15
1.2848176218806992e-05,5.4095073019604064e-15
1.2850435322947693e-05,6.037204516239243e-15
1.2852694824308315e-05,6.727604864503819e-15
1.2854954722958698e-05,7.486015766720034e-15
1.28572150189687e-05,8.31811686491654e-15
1.2859475712408185e-05,9.229980919232826e-15
1.286173680334704e-05,1.0228095583933885e-14
1.2863998291855153e-05,1.1319386088395657e-14
1.286626017800243e-05,1.251123884743341e-14
1.2868522461858791e-05,1.3811526026678119e-14
1.287078514349416e-05,1.5228631087285587e-14
1.2873048222978482e-05,1.6771475336228273e-14
