Xa
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
2.0999999999999887e-97
