    time    temp    dens
   8.94051320253768E-02   9.16745858942546E-01   5.52875824491097E+05
     nin     zin       y       x
  1    0     8.21650613170464E-01   8.21650613170464E-01
  0    1     7.75958855809264E-14   7.75958855809264E-14
  1    1     2.27669986848166E-12   4.55339973696332E-12
  2    1     1.37416312730731E-08   4.12248938192192E-08
  1    2     1.58102137754907E-25   4.74306413264720E-25
  2    2     1.77379286710176E-05   7.09517146840705E-05
  4    2     2.50570575783425E-07   1.50342345470055E-06
  3    3     1.24090939023207E-21   7.44545634139245E-21
  4    3     6.10857459060754E-15   4.27600221342528E-14
  5    3     7.43467575283124E-15   5.94774060226499E-14
  6    3     4.51163691975882E-07   4.06047322778294E-06
  3    4     1.00000000000000E-99   1.00000000000000E-99
  5    4     2.89605286584190E-14   2.60644757925771E-13
  6    4     5.54821968504225E-12   5.54821968504224E-11
  7    4     1.96958258189195E-13   2.16654084008114E-12
  8    4     2.55485730951153E-06   3.06582877141384E-05
  3    5     1.00000000000000E-99   1.00000000000000E-99
  5    5     1.00000000000000E-99   1.00000000000000E-99
  6    5     5.89376974061195E-16   6.48314671467314E-15
  7    5     5.92026002750844E-14   7.10431203301012E-13
  8    5     2.27110077833501E-07   2.95243101183551E-06
  9    5     1.77442703565809E-06   2.48419784992132E-05
  3    6     1.00000000000000E-99   1.00000000000000E-99
  4    6     1.00000000000000E-99   1.00000000000000E-99
  5    6     1.00000000000000E-99   1.00000000000000E-99
  6    6     2.06350339125875E-19   2.47620406951049E-18
  7    6     1.75316850015989E-15   2.27911905020786E-14
  8    6     7.95505473901357E-14   1.11370766346190E-12
  9    6     4.90290894202007E-13   7.35436341303010E-12
 10    6     3.02114584822850E-06   4.83383335716560E-05
 11    6     3.83004835588273E-06   6.51108220500064E-05
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     1.00000000000000E-99   1.00000000000000E-99
  5    7     1.00000000000000E-99   1.00000000000000E-99
  6    7     1.00000000000000E-99   1.00000000000000E-99
  7    7     4.86895726162858E-24   6.81654016628001E-23
  8    7     2.77314272057083E-15   4.15971408085625E-14
  9    7     1.66475354796153E-14   2.66360567673845E-13
 10    7     1.37679115087181E-13   2.34054495648208E-12
 11    7     1.24038942134584E-13   2.23270095842251E-12
 12    7     7.23528939057463E-13   1.37470498420918E-11
