time_days,Nuclei:Ir195 top 3
1.1574074074074073e-05,9.694140930318713e-89
1.1576109151910821e-05,9.694140786905672e-89
1.157814458757678e-05,9.694140643467416e-89
1.158018038113487e-05,9.69414050000394e-89
1.1582216532648015e-05,9.694140356515244e-89
1.1584253042179158e-05,9.694140213001318e-89
1.1586289909791249e-05,9.694140069462162e-89
1.1588327135547246e-05,9.694139925897767e-89
1.1590364719510128e-05,9.694139782308133e-89
1.1592402661742875e-05,9.694139638693255e-89
1.1594440962308483e-05,9.694139495053124e-89
1.1596479621269957e-05,9.694139351387739e-89
1.1598518638690315e-05,9.694139207697097e-89
1.1600558014632583e-05,9.694139063981193e-89
1.1602597749159803e-05,9.694138920240018e-89
1.1604637842335022e-05,9.694138776473574e-89
1.1606678294221306e-05,9.694138632681852e-89
1.1608719104881723e-05,9.694138488864851e-89
1.1610760274379357e-05,9.694138345022561e-89
1.1612801802777306e-05,9.694138201154984e-89
1.1614843690138673e-05,9.694138057262112e-89
1.1616885936526574e-05,9.694137913343941e-89
1.1618928542004138e-05,9.694137769400467e-89
1.1620971506634507e-05,9.694137625431686e-89
1.1623014830480826e-05,9.694137481437595e-89
1.162505851360626e-05,9.694137337418184e-89
1.1627102556073979e-05,9.694137193373456e-89
1.1629146957947168e-05,9.694137049303399e-89
1.163119171928902e-05,9.694136905208012e-89
1.1633236840162742e-05,9.694136761087295e-89
1.1635282320631548e-05,9.694136616941236e-89
1.163732816075867e-05,9.694136472769832e-89
1.1639374360607345e-05,9.694136328573083e-89
1.1641420920240822e-05,9.694136184350982e-89
1.1643467839722364e-05,9.694136040103526e-89
1.1645515119115243e-05,9.694135895830707e-89
1.1647562758482743e-05,9.694135751532522e-89
1.1649610757888157e-05,9.694135607208968e-89
1.1651659117394789e-05,9.694135462860041e-89
1.1653707837065959e-05,9.69413531848573e-89
1.1655756916964996e-05,9.694135174086042e-89
1.1657806357155237e-05,9.694135029660964e-89
1.1659856157700035e-05,9.694134885210492e-89
1.1661906318662747e-05,9.694134740734624e-89
1.1663956840106745e-05,9.694134596233356e-89
1.1666007722095419e-05,9.694134451706681e-89
1.1668058964692159e-05,9.694134307154599e-89
1.1670110567960373e-05,9.694134162577097e-89
1.1672162531963473e-05,9.694134017974182e-89
1.1674214856764896e-05,9.69413387334584e-89
1.1676267542428077e-05,9.694133728692072e-89
1.1678320589016465e-05,9.694133584012869e-89
1.1680373996593523e-05,9.694133439308232e-89
1.1682427765222725e-05,9.694133294578151e-89
1.1684481894967554e-05,9.694133149822627e-89
1.1686536385891505e-05,9.694133005041649e-89
1.1688591238058084e-05,9.69413286023522e-89
1.1690646451530811e-05,9.694132715403328e-89
1.1692702026373212e-05,9.694132570545977e-89
1.169475796264883e-05,9.694132425663153e-89
1.1696814260421214e-05,9.69413228075486e-89
1.1698870919753925e-05,9.694132135821089e-89
1.170092794071054e-05,9.694131990861835e-89
1.1702985323354636e-05,9.694131845877095e-89
1.1705043067749818e-05,9.694131700866866e-89
1.170710117395969e-05,9.694131555831141e-89
1.1709159642047868e-05,9.694131410769916e-89
1.1711218472077982e-05,9.694131265683189e-89
1.1713277664113672e-05,9.694131120570951e-89
1.1715337218218593e-05,9.6941309754332e-89
1.1717397134456403e-05,9.69413083026993e-89
1.1719457412890783e-05,9.694130685081142e-89
1.172151805358541e-05,9.694130539866825e-89
1.1723579056603986e-05,9.694130394626978e-89
1.1725640422010216e-05,9.694130249361595e-89
1.1727702149867825e-05,9.694130104070673e-89
1.1729764240240532e-05,9.694129958754205e-89
1.1731826693192089e-05,9.694129813412188e-89
1.173388950878624e-05,9.694129668044619e-89
1.1735952687086755e-05,9.69412952265149e-89
1.1738016228157407e-05,9.694129377232802e-89
1.174008013206198e-05,9.694129231788546e-89
1.1742144398864272e-05,9.694129086318719e-89
1.1744209028628096e-05,9.694128940823317e-89
1.1746274021417267e-05,9.694128795302331e-89
1.1748339377295616e-05,9.69412864975576e-89
1.1750405096326988e-05,9.694128504183603e-89
1.1752471178575235e-05,9.69412835858585e-89
1.1754537624104223e-05,9.6941282129625e-89
1.1756604432977824e-05,9.694128067313548e-89
1.1758671605259932e-05,9.694127921638984e-89
1.1760739141014437e-05,9.694127775938814e-89
1.1762807040305254e-05,9.694127630213022e-89
1.1764875303196305e-05,9.694127484461614e-89
1.1766943929751517e-05,9.694127338684578e-89
1.1769012920034836e-05,9.694127192881911e-89
1.1771082274110218e-05,9.694127047053613e-89
1.1773151992041629e-05,9.694126901199672e-89
1.1775222073893044e-05,9.69412675532009e-89
1.1777292519728452e-05,9.69412660941486e-89
1.177936332961185e-05,9.694126463483979e-89
1.1781434503607254e-05,9.69412631752744e-89
1.1783506041778683e-05,9.69412617154524e-89
1.178557794419017e-05,9.69412602553737e-89
1.1787650210905758e-05,9.694125879503835e-89
1.178972284198951e-05,9.694125733444621e-89
1.1791795837505486e-05,9.694125587359731e-89
1.1793869197517767e-05,9.694125441249155e-89
1.179594292209044e-05,9.694125295112889e-89
1.1798017011287611e-05,9.694125148950933e-89
1.180009146517339e-05,9.694125002763277e-89
1.1802166283811898e-05,9.69412485654992e-89
1.180424146726727e-05,9.694124710310859e-89
1.1806317015603657e-05,9.694124564046083e-89
1.1808392928885212e-05,9.694124417755591e-89
1.1810469207176105e-05,9.694124271439382e-89
1.1812545850540515e-05,9.694124125097444e-89
1.1814622859042633e-05,9.694123978729782e-89
1.1816700232746663e-05,9.694123832336384e-89
1.1818777971716817e-05,9.694123685917247e-89
1.182085607601732e-05,9.69412353947237e-89
1.182293454571241e-05,9.694123393001743e-89
1.1825013380866334e-05,9.694123246505364e-89
1.182709258154335e-05,9.69412309998323e-89
1.1829172147807727e-05,9.694122953435333e-89
1.183125207972375e-05,9.694122806861673e-89
1.183333237735571e-05,9.694122660262241e-89
1.1835413040767908e-05,9.694122513637038e-89
1.1837494070024666e-05,9.694122366986052e-89
1.1839575465190307e-05,9.694122220309286e-89
1.1841657226329168e-05,9.694122073606728e-89
1.18437393535056e-05,9.694121926878383e-89
1.1845821846783964e-05,9.694121780124233e-89
1.184790470622863e-05,9.69412163334429e-89
1.1849987931903983e-05,9.694121486538533e-89
1.1852071523874415e-05,9.694121339706969e-89
1.1854155482204337e-05,9.694121192849592e-89
1.185623980695816e-05,9.694121045966392e-89
1.185832449820032e-05,9.694120899057367e-89
1.186040955599525e-05,9.694120752122516e-89
1.1862494980407405e-05,9.694120605161828e-89
1.1864580771501242e-05,9.694120458175306e-89
1.1866666929341244e-05,9.694120311162938e-89
1.1868753453991893e-05,9.694120164124726e-89
1.1870840345517681e-05,9.694120017060659e-89
1.187292760398312e-05,9.694119869970739e-89
1.187501522945273e-05,9.694119722854959e-89
1.1877103221991039e-05,9.694119575713312e-89
1.1879191581662589e-05,9.694119428545793e-89
1.1881280308531934e-05,9.694119281352402e-89
1.188336940266364e-05,9.694119134133134e-89
1.1885458864122283e-05,9.694118986887978e-89
1.1887548692972447e-05,9.694118839616936e-89
1.1889638889278737e-05,9.694118692320004e-89
1.1891729453105753e-05,9.694118544997172e-89
1.1893820384518129e-05,9.694118397648438e-89
1.1895911683580489e-05,9.694118250273801e-89
1.1898003350357477e-05,9.69411810287325e-89
1.1900095384913753e-05,9.694117955446785e-89
1.190218778731398e-05,9.6941178079944e-89
1.1904280557622842e-05,9.69411766051609e-89
1.1906373695905023e-05,9.694117513011853e-89
1.1908467202225226e-05,9.69411736548168e-89
1.1910561076648163e-05,9.69411721792557e-89
1.1912655319238558e-05,9.694117070343518e-89
1.1914749930061148e-05,9.694116922735519e-89
1.1916844909180674e-05,9.694116775101568e-89
1.1918940256661901e-05,9.69411662744166e-89
1.1921035972569594e-05,9.69411647975579e-89
1.1923132056968534e-05,9.694116332043956e-89
1.1925228509923516e-05,9.694116184306152e-89
1.1927325331499338e-05,9.694116036542372e-89
1.1929422521760818e-05,9.694115888752614e-89
1.1931520080772786e-05,9.694115740936874e-89
1.1933618008600073e-05,9.694115593095142e-89
1.193571630530753e-05,9.69411544522742e-89
1.1937814970960021e-05,9.6941152973337e-89
1.1939914005622416e-05,9.694115149413975e-89
1.1942013409359598e-05,9.694115001468248e-89
1.1944113182236459e-05,9.694114853496507e-89
