time_days,Nuclei:Ra223 top 7
1.1574074074074073e-05,1.8144758844719843e-89
1.1576109151910821e-05,1.8144758842298016e-89
1.157814458757678e-05,1.8144758839875757e-89
1.158018038113487e-05,1.814475883745307e-89
1.1582216532648015e-05,1.8144758835029962e-89
1.1584253042179158e-05,1.814475883260643e-89
1.1586289909791249e-05,1.814475883018247e-89
1.1588327135547246e-05,1.814475882775808e-89
1.1590364719510128e-05,1.814475882533327e-89
1.1592402661742875e-05,1.8144758822908027e-89
1.1594440962308483e-05,1.814475882048236e-89
1.1596479621269957e-05,1.8144758818056264e-89
1.1598518638690315e-05,1.8144758815629743e-89
1.1600558014632583e-05,1.81447588132028e-89
1.1602597749159803e-05,1.8144758810775426e-89
1.1604637842335022e-05,1.8144758808347628e-89
1.1606678294221306e-05,1.81447588059194e-89
1.1608719104881723e-05,1.814475880349075e-89
1.1610760274379357e-05,1.8144758801061662e-89
1.1612801802777306e-05,1.8144758798632155e-89
1.1614843690138673e-05,1.8144758796202225e-89
1.1616885936526574e-05,1.814475879377186e-89
1.1618928542004138e-05,1.814475879134107e-89
1.1620971506634507e-05,1.8144758788909852e-89
1.1623014830480826e-05,1.814475878647821e-89
1.162505851360626e-05,1.8144758784046135e-89
1.1627102556073979e-05,1.814475878161364e-89
1.1629146957947168e-05,1.814475877918071e-89
1.163119171928902e-05,1.814475877674735e-89
1.1633236840162742e-05,1.814475877431357e-89
1.1635282320631548e-05,1.8144758771879364e-89
1.163732816075867e-05,1.814475876944472e-89
1.1639374360607345e-05,1.8144758767009655e-89
1.1641420920240822e-05,1.814475876457416e-89
1.1643467839722364e-05,1.8144758762138236e-89
1.1645515119115243e-05,1.814475875970189e-89
1.1647562758482743e-05,1.81447587572651e-89
1.1649610757888157e-05,1.8144758754827896e-89
1.1651659117394789e-05,1.814475875239026e-89
1.1653707837065959e-05,1.814475874995219e-89
1.1655756916964996e-05,1.8144758747513697e-89
1.1657806357155237e-05,1.8144758745074775e-89
1.1659856157700035e-05,1.814475874263542e-89
1.1661906318662747e-05,1.814475874019564e-89
1.1663956840106745e-05,1.814475873775543e-89
1.1666007722095419e-05,1.8144758735314794e-89
1.1668058964692159e-05,1.8144758732873723e-89
1.1670110567960373e-05,1.8144758730432227e-89
1.1672162531963473e-05,1.81447587279903e-89
1.1674214856764896e-05,1.8144758725547944e-89
1.1676267542428077e-05,1.814475872310516e-89
1.1678320589016465e-05,1.8144758720661945e-89
1.1680373996593523e-05,1.8144758718218293e-89
1.1682427765222725e-05,1.8144758715774223e-89
1.1684481894967554e-05,1.814475871332972e-89
1.1686536385891505e-05,1.8144758710884785e-89
1.1688591238058084e-05,1.814475870843942e-89
1.1690646451530811e-05,1.814475870599363e-89
1.1692702026373212e-05,1.8144758703547408e-89
1.169475796264883e-05,1.8144758701100753e-89
1.1696814260421214e-05,1.8144758698653665e-89
1.1698870919753925e-05,1.8144758696206155e-89
1.170092794071054e-05,1.814475869375821e-89
1.1702985323354636e-05,1.814475869130983e-89
1.1705043067749818e-05,1.8144758688861028e-89
1.170710117395969e-05,1.814475868641179e-89
1.1709159642047868e-05,1.8144758683962126e-89
1.1711218472077982e-05,1.814475868151203e-89
1.1713277664113672e-05,1.81447586790615e-89
1.1715337218218593e-05,1.8144758676610542e-89
1.1717397134456403e-05,1.814475867415915e-89
1.1719457412890783e-05,1.814475867170733e-89
1.172151805358541e-05,1.814475866925508e-89
1.1723579056603986e-05,1.8144758666802393e-89
1.1725640422010216e-05,1.814475866434928e-89
1.1727702149867825e-05,1.8144758661895734e-89
1.1729764240240532e-05,1.8144758659441754e-89
1.1731826693192089e-05,1.814475865698735e-89
1.173388950878624e-05,1.8144758654532503e-89
1.1735952687086755e-05,1.8144758652077232e-89
1.1738016228157407e-05,1.814475864962153e-89
1.174008013206198e-05,1.8144758647165393e-89
1.1742144398864272e-05,1.8144758644708825e-89
1.1744209028628096e-05,1.814475864225183e-89
1.1746274021417267e-05,1.8144758639794394e-89
1.1748339377295616e-05,1.814475863733653e-89
1.1750405096326988e-05,1.8144758634878237e-89
1.1752471178575235e-05,1.814475863241951e-89
1.1754537624104223e-05,1.8144758629960346e-89
1.1756604432977824e-05,1.8144758627500757e-89
1.1758671605259932e-05,1.8144758625040732e-89
1.1760739141014437e-05,1.8144758622580275e-89
1.1762807040305254e-05,1.8144758620119377e-89
1.1764875303196305e-05,1.814475861765806e-89
1.1766943929751517e-05,1.8144758615196307e-89
1.1769012920034836e-05,1.8144758612734112e-89
1.1771082274110218e-05,1.8144758610271495e-89
1.1773151992041629e-05,1.814475860780844e-89
1.1775222073893044e-05,1.814475860534495e-89
1.1777292519728452e-05,1.814475860288103e-89
1.177936332961185e-05,1.8144758600416675e-89
1.1781434503607254e-05,1.814475859795189e-89
1.1783506041778683e-05,1.8144758595486667e-89
1.178557794419017e-05,1.8144758593021012e-89
1.1787650210905758e-05,1.8144758590554925e-89
1.178972284198951e-05,1.8144758588088405e-89
1.1791795837505486e-05,1.814475858562145e-89
1.1793869197517767e-05,1.8144758583154057e-89
1.179594292209044e-05,1.8144758580686236e-89
1.1798017011287611e-05,1.814475857821798e-89
1.180009146517339e-05,1.8144758575749293e-89
1.1802166283811898e-05,1.8144758573280164e-89
1.180424146726727e-05,1.8144758570810606e-89
1.1806317015603657e-05,1.8144758568340615e-89
1.1808392928885212e-05,1.8144758565870185e-89
1.1810469207176105e-05,1.8144758563399326e-89
1.1812545850540515e-05,1.8144758560928027e-89
1.1814622859042633e-05,1.8144758558456296e-89
1.1816700232746663e-05,1.8144758555984132e-89
1.1818777971716817e-05,1.8144758553511533e-89
1.182085607601732e-05,1.8144758551038497e-89
1.182293454571241e-05,1.8144758548565025e-89
1.1825013380866334e-05,1.8144758546091124e-89
1.182709258154335e-05,1.8144758543616784e-89
1.1829172147807727e-05,1.8144758541142008e-89
1.183125207972375e-05,1.81447585386668e-89
1.183333237735571e-05,1.814475853619115e-89
1.1835413040767908e-05,1.8144758533715077e-89
1.1837494070024666e-05,1.8144758531238556e-89
1.1839575465190307e-05,1.814475852876161e-89
1.1841657226329168e-05,1.814475852628422e-89
1.18437393535056e-05,1.81447585238064e-89
1.1845821846783964e-05,1.814475852132814e-89
1.184790470622863e-05,1.8144758518849446e-89
1.1849987931903983e-05,1.8144758516370316e-89
1.1852071523874415e-05,1.8144758513890747e-89
1.1854155482204337e-05,1.814475851141075e-89
1.185623980695816e-05,1.8144758508930312e-89
1.185832449820032e-05,1.814475850644944e-89
1.186040955599525e-05,1.8144758503968132e-89
1.1862494980407405e-05,1.8144758501486387e-89
1.1864580771501242e-05,1.81447584990042e-89
1.1866666929341244e-05,1.814475849652158e-89
1.1868753453991893e-05,1.8144758494038527e-89
1.1870840345517681e-05,1.8144758491555034e-89
1.187292760398312e-05,1.8144758489071105e-89
1.187501522945273e-05,1.8144758486586743e-89
1.1877103221991039e-05,1.8144758484101942e-89
1.1879191581662589e-05,1.8144758481616698e-89
1.1881280308531934e-05,1.814475847913102e-89
1.188336940266364e-05,1.8144758476644912e-89
1.1885458864122283e-05,1.814475847415836e-89
1.1887548692972447e-05,1.814475847167137e-89
1.1889638889278737e-05,1.814475846918395e-89
1.1891729453105753e-05,1.8144758466696084e-89
1.1893820384518129e-05,1.8144758464207787e-89
1.1895911683580489e-05,1.8144758461719048e-89
1.1898003350357477e-05,1.8144758459229876e-89
1.1900095384913753e-05,1.8144758456740265e-89
1.190218778731398e-05,1.8144758454250214e-89
1.1904280557622842e-05,1.8144758451759724e-89
1.1906373695905023e-05,1.81447584492688e-89
1.1908467202225226e-05,1.8144758446777436e-89
1.1910561076648163e-05,1.8144758444285634e-89
1.1912655319238558e-05,1.8144758441793396e-89
1.1914749930061148e-05,1.814475843930072e-89
1.1916844909180674e-05,1.81447584368076e-89
1.1918940256661901e-05,1.8144758434314045e-89
1.1921035972569594e-05,1.814475843182005e-89
1.1923132056968534e-05,1.8144758429325625e-89
1.1925228509923516e-05,1.814475842683075e-89
1.1927325331499338e-05,1.8144758424335442e-89
1.1929422521760818e-05,1.8144758421839692e-89
1.1931520080772786e-05,1.814475841934351e-89
1.1933618008600073e-05,1.8144758416846883e-89
1.193571630530753e-05,1.8144758414349814e-89
1.1937814970960021e-05,1.8144758411852313e-89
1.1939914005622416e-05,1.8144758409354365e-89
1.1942013409359598e-05,1.8144758406855985e-89
1.1944113182236459e-05,1.8144758404357165e-89
1.1946213324317909e-05,1.8144758401857905e-89
1.1948313835668861e-05,1.8144758399358207e-89
1.1950414716354249e-05,1.814475839685806e-89
1.1952515966439013e-05,1.8144758394357487e-89
1.1954617585988102e-05,1.814475839185647e-89
1.1956719575066477e-05,1.814475838935501e-89
1.195882193373912e-05,1.814475838685311e-89
1.1960924662071011e-05,1.8144758384350773e-89
1.196302776012715e-05,1.8144758381847994e-89
1.1965131227972544e-05,1.8144758379344772e-89
1.1967235065672215e-05,1.8144758376841118e-89
1.1969339273291195e-05,1.8144758374337017e-89
1.1971443850894526e-05,1.8144758371832476e-89
1.1973548798547261e-05,1.8144758369327496e-89
1.197565411631447e-05,1.8144758366822084e-89
1.197775980426123e-05,1.8144758364316218e-89
1.1979865862452626e-05,1.814475836180992e-89
1.1981972290953762e-05,1.8144758359303175e-89
1.1984079089829748e-05,1.814475835679599e-89
1.198618625914571e-05,1.8144758354288366e-89
1.198829379896678e-05,1.81447583517803e-89
1.1990401709358103e-05,1.81447583492718e-89
1.199250999038484e-05,1.8144758346762854e-89
1.1994618642112156e-05,1.814475834425347e-89
1.1996727664605237e-05,1.8144758341743633e-89
1.1998837057929273e-05,1.814475833923337e-89
1.2000946822149464e-05,1.8144758336722658e-89
1.2003056957331031e-05,1.8144758334211504e-89
1.2005167463539195e-05,1.814475833169991e-89
1.2007278340839195e-05,1.8144758329187874e-89
1.2009389589296282e-05,1.81447583266754e-89
1.2011501208975716e-05,1.8144758324162472e-89
1.2013613199942771e-05,1.8144758321649114e-89
1.2015725562262726e-05,1.8144758319135313e-89
1.2017838296000882e-05,1.8144758316621065e-89
1.2019951401222542e-05,1.814475831410638e-89
1.2022064877993026e-05,1.814475831159125e-89
1.2024178726377662e-05,1.814475830907568e-89
1.2026292946441793e-05,1.814475830655966e-89
1.202840753825077e-05,1.8144758304043205e-89
1.2030522501869958e-05,1.8144758301526303e-89
1.2032637837364735e-05,1.8144758299008968e-89
1.2034753544800484e-05,1.814475829649118e-89
1.2036869624242604e-05,1.8144758293972955e-89
1.203898607575651e-05,1.814475829145428e-89
1.204110289940762e-05,1.814475828893517e-89
1.2043220095261365e-05,1.8144758286415617e-89
1.2045337663383193e-05,1.814475828389562e-89
1.204745560383856e-05,1.814475828137518e-89
1.2049573916692932e-05,1.8144758278854293e-89
1.2051692602011791e-05,1.8144758276332964e-89
1.2053811659860622e-05,1.8144758273811196e-89
1.2055931090304936e-05,1.8144758271288977e-89
1.205805089341024e-05,1.814475826876632e-89
1.206017106924206e-05,1.814475826624322e-89
1.2062291617865934e-05,1.8144758263719675e-89
1.2064412539347413e-05,1.8144758261195685e-89
1.2066533833752049e-05,1.814475825867125e-89
1.2068655501145422e-05,1.8144758256146376e-89
1.2070777541593109e-05,1.8144758253621053e-89
1.2072899955160708e-05,1.8144758251095287e-89
1.2075022741913823e-05,1.8144758248569082e-89
1.2077145901918073e-05,1.8144758246042427e-89
1.2079269435239086e-05,1.814475824351533e-89
1.20813933419425e-05,1.814475824098779e-89
1.2083517622093972e-05,1.8144758238459804e-89
1.2085642275759164e-05,1.8144758235931373e-89
1.208776730300375e-05,1.8144758233402496e-89
1.2089892703893416e-05,1.8144758230873183e-89
1.2092018478493862e-05,1.8144758228343417e-89
1.2094144626870797e-05,1.814475822581321e-89
1.2096271149089946e-05,1.8144758223282555e-89
1.2098398045217035e-05,1.814475822075145e-89
1.2100525315317814e-05,1.8144758218219907e-89
1.2102652959458035e-05,1.8144758215687922e-89
1.210478097770347e-05,1.8144758213155483e-89
1.2106909370119895e-05,1.8144758210622602e-89
1.2109038136773103e-05,1.814475820808928e-89
1.2111167277728895e-05,1.814475820555551e-89
1.2113296793053085e-05,1.8144758203021296e-89
1.2115426682811497e-05,1.814475820048663e-89
1.2117556947069973e-05,1.8144758197951526e-89
1.2119687585894356e-05,1.8144758195415972e-89
1.2121818599350509e-05,1.814475819287997e-89
1.2123949987504302e-05,1.8144758190343526e-89
1.2126081750421618e-05,1.8144758187806637e-89
1.2128213888168358e-05,1.8144758185269298e-89
1.2130346400810421e-05,1.8144758182731516e-89
1.213247928841373e-05,1.814475818019329e-89
1.2134612551044211e-05,1.8144758177654615e-89
1.2136746188767809e-05,1.8144758175115494e-89
1.2138880201650473e-05,1.8144758172575925e-89
1.2141014589758171e-05,1.8144758170035907e-89
1.2143149353156875e-05,1.8144758167495443e-89
1.214528449191258e-05,1.814475816495454e-89
1.2147420006091276e-05,1.814475816241318e-89
1.2149555895758982e-05,1.814475815987138e-89
1.2151692160981716e-05,1.814475815732913e-89
1.215382880182551e-05,1.8144758154786437e-89
1.2155965818356418e-05,1.8144758152243293e-89
1.2158103210640488e-05,1.8144758149699703e-89
1.2160240978743794e-05,1.8144758147155663e-89
1.2162379122732416e-05,1.814475814461118e-89
1.2164517642672447e-05,1.814475814206625e-89
1.216665653862999e-05,1.814475813952087e-89
1.2168795810671159e-05,1.8144758136975046e-89
1.2170935458862082e-05,1.8144758134428767e-89
1.2173075483268899e-05,1.8144758131882048e-89
1.2175215883957757e-05,1.814475812933488e-89
1.2177356660994821e-05,1.8144758126787257e-89
1.2179497814446264e-05,1.814475812423919e-89
1.218163934437827e-05,1.814475812169068e-89
1.2183781250857039e-05,1.8144758119141715e-89
1.2185923533948775e-05,1.8144758116592307e-89
1.2188066193719701e-05,1.8144758114042445e-89
1.219020923023605e-05,1.814475811149214e-89
1.2192352643564062e-05,1.8144758108941383e-89
1.2194496433769993e-05,1.8144758106390178e-89
1.219664060092011e-05,1.8144758103838527e-89
1.2198785145080696e-05,1.8144758101286426e-89
1.2200930066318032e-05,1.8144758098733875e-89
1.2203075364698425e-05,1.8144758096180878e-89
1.2205221040288189e-05,1.814475809362743e-89
1.2207367093153647e-05,1.8144758091073537e-89
1.2209513523361139e-05,1.8144758088519186e-89
1.2211660330977009e-05,1.8144758085964392e-89
1.2213807516067617e-05,1.8144758083409155e-89
1.2215955078699339e-05,1.814475808085346e-89
1.2218103018938555e-05,1.814475807829731e-89
1.2220251336851659e-05,1.8144758075740724e-89
1.222240003250506e-05,1.814475807318368e-89
1.2224549105965179e-05,1.8144758070626187e-89
1.2226698557298438e-05,1.814475806806825e-89
1.2228848386571285e-05,1.8144758065509857e-89
1.2230998593850174e-05,1.8144758062951017e-89
1.2233149179201565e-05,1.814475806039173e-89
1.223530014269194e-05,1.8144758057831987e-89
1.2237451484387783e-05,1.8144758055271797e-89
