time_days,Nuclei:Es253 top 10
1.1754537624104223e-05,1.0070596758169252e-89
1.1756604432977824e-05,1.0070596757360995e-89
1.1758671605259932e-05,1.0070596756552592e-89
1.1760739141014437e-05,1.0070596755744047e-89
1.1762807040305254e-05,1.0070596754935361e-89
1.1764875303196305e-05,1.0070596754126536e-89
1.1766943929751517e-05,1.0070596753317565e-89
1.1769012920034836e-05,1.0070596752508454e-89
1.1771082274110218e-05,1.0070596751699201e-89
1.1773151992041629e-05,1.0070596750889802e-89
1.1775222073893044e-05,1.0070596750080263e-89
1.1777292519728452e-05,1.007059674927058e-89
1.177936332961185e-05,1.007059674846076e-89
1.1781434503607254e-05,1.0070596747650794e-89
1.1783506041778683e-05,1.0070596746840685e-89
1.178557794419017e-05,1.0070596746030433e-89
1.1787650210905758e-05,1.0070596745220038e-89
1.178972284198951e-05,1.0070596744409505e-89
1.1791795837505486e-05,1.0070596743598826e-89
1.1793869197517767e-05,1.0070596742788005e-89
1.179594292209044e-05,1.0070596741977042e-89
1.1798017011287611e-05,1.0070596741165935e-89
1.180009146517339e-05,1.0070596740354685e-89
1.1802166283811898e-05,1.0070596739543294e-89
1.180424146726727e-05,1.0070596738731762e-89
1.1806317015603657e-05,1.0070596737920083e-89
1.1808392928885212e-05,1.0070596737108267e-89
1.1810469207176105e-05,1.0070596736296306e-89
1.1812545850540515e-05,1.0070596735484196e-89
1.1814622859042633e-05,1.0070596734671949e-89
1.1816700232746663e-05,1.007059673385956e-89
1.1818777971716817e-05,1.0070596733047027e-89
1.182085607601732e-05,1.0070596732234349e-89
1.182293454571241e-05,1.007059673142153e-89
1.1825013380866334e-05,1.0070596730608569e-89
1.182709258154335e-05,1.0070596729795462e-89
1.1829172147807727e-05,1.0070596728982215e-89
1.183125207972375e-05,1.0070596728168822e-89
1.183333237735571e-05,1.007059672735529e-89
1.1835413040767908e-05,1.0070596726541612e-89
1.1837494070024666e-05,1.0070596725727792e-89
1.1839575465190307e-05,1.0070596724913832e-89
1.1841657226329168e-05,1.0070596724099724e-89
1.18437393535056e-05,1.0070596723285474e-89
1.1845821846783964e-05,1.007059672247108e-89
1.184790470622863e-05,1.0070596721656546e-89
1.1849987931903983e-05,1.0070596720841866e-89
1.1852071523874415e-05,1.0070596720027041e-89
1.1854155482204337e-05,1.0070596719212078e-89
1.185623980695816e-05,1.0070596718396969e-89
1.185832449820032e-05,1.0070596717581717e-89
1.186040955599525e-05,1.0070596716766321e-89
1.1862494980407405e-05,1.0070596715950785e-89
1.1864580771501242e-05,1.0070596715135102e-89
1.1866666929341244e-05,1.0070596714319276e-89
1.1868753453991893e-05,1.0070596713503306e-89
1.1870840345517681e-05,1.0070596712687193e-89
1.187292760398312e-05,1.0070596711870937e-89
1.187501522945273e-05,1.0070596711054536e-89
1.1877103221991039e-05,1.0070596710237995e-89
1.1879191581662589e-05,1.0070596709421307e-89
1.1881280308531934e-05,1.0070596708604475e-89
1.188336940266364e-05,1.0070596707787501e-89
1.1885458864122283e-05,1.0070596706970386e-89
1.1887548692972447e-05,1.0070596706153123e-89
1.1889638889278737e-05,1.0070596705335718e-89
1.1891729453105753e-05,1.007059670451817e-89
1.1893820384518129e-05,1.0070596703700475e-89
1.1895911683580489e-05,1.0070596702882642e-89
1.1898003350357477e-05,1.0070596702064662e-89
1.1900095384913753e-05,1.0070596701246539e-89
1.190218778731398e-05,1.007059670042827e-89
1.1904280557622842e-05,1.0070596699609858e-89
1.1906373695905023e-05,1.0070596698791303e-89
1.1908467202225226e-05,1.0070596697972604e-89
1.1910561076648163e-05,1.0070596697153757e-89
1.1912655319238558e-05,1.0070596696334771e-89
1.1914749930061148e-05,1.0070596695515642e-89
1.1916844909180674e-05,1.0070596694696368e-89
1.1918940256661901e-05,1.0070596693876947e-89
1.1921035972569594e-05,1.0070596693057382e-89
1.1923132056968534e-05,1.0070596692237675e-89
1.1925228509923516e-05,1.0070596691417825e-89
1.1927325331499338e-05,1.0070596690597826e-89
1.1929422521760818e-05,1.0070596689777688e-89
1.1931520080772786e-05,1.0070596688957403e-89
1.1933618008600073e-05,1.0070596688136974e-89
1.193571630530753e-05,1.00705966873164e-89
1.1937814970960021e-05,1.0070596686495683e-89
1.1939914005622416e-05,1.0070596685674823e-89
1.1942013409359598e-05,1.0070596684853817e-89
1.1944113182236459e-05,1.0070596684032666e-89
1.1946213324317909e-05,1.0070596683211373e-89
1.1948313835668861e-05,1.0070596682389933e-89
1.1950414716354249e-05,1.007059668156835e-89
1.1952515966439013e-05,1.0070596680746621e-89
1.1954617585988102e-05,1.007059667992475e-89
1.1956719575066477e-05,1.0070596679102735e-89
1.195882193373912e-05,1.0070596678280574e-89
1.1960924662071011e-05,1.0070596677458265e-89
1.196302776012715e-05,1.0070596676635814e-89
1.1965131227972544e-05,1.007059667581322e-89
1.1967235065672215e-05,1.0070596674990481e-89
1.1969339273291195e-05,1.0070596674167598e-89
1.1971443850894526e-05,1.0070596673344566e-89
1.1973548798547261e-05,1.0070596672521394e-89
1.197565411631447e-05,1.0070596671698075e-89
1.197775980426123e-05,1.0070596670874612e-89
1.1979865862452626e-05,1.0070596670051006e-89
1.1981972290953762e-05,1.007059666922725e-89
1.1984079089829748e-05,1.0070596668403353e-89
1.198618625914571e-05,1.007059666757931e-89
1.198829379896678e-05,1.0070596666755122e-89
1.1990401709358103e-05,1.007059666593079e-89
1.199250999038484e-05,1.0070596665106314e-89
1.1994618642112156e-05,1.0070596664281692e-89
1.1996727664605237e-05,1.0070596663456923e-89
1.1998837057929273e-05,1.0070596662632012e-89
1.2000946822149464e-05,1.0070596661806953e-89
1.2003056957331031e-05,1.0070596660981752e-89
1.2005167463539195e-05,1.0070596660156404e-89
1.2007278340839195e-05,1.0070596659330912e-89
1.2009389589296282e-05,1.0070596658505272e-89
1.2011501208975716e-05,1.007059665767949e-89
1.2013613199942771e-05,1.007059665685356e-89
1.2015725562262726e-05,1.0070596656027487e-89
1.2017838296000882e-05,1.0070596655201272e-89
1.2019951401222542e-05,1.0070596654374908e-89
1.2022064877993026e-05,1.0070596653548396e-89
1.2024178726377662e-05,1.0070596652721743e-89
1.2026292946441793e-05,1.0070596651894943e-89
1.202840753825077e-05,1.0070596651067997e-89
1.2030522501869958e-05,1.0070596650240906e-89
1.2032637837364735e-05,1.007059664941367e-89
1.2034753544800484e-05,1.0070596648586288e-89
1.2036869624242604e-05,1.0070596647758763e-89
1.203898607575651e-05,1.007059664693109e-89
1.204110289940762e-05,1.0070596646103271e-89
1.2043220095261365e-05,1.0070596645275306e-89
1.2045337663383193e-05,1.0070596644447198e-89
1.204745560383856e-05,1.0070596643618944e-89
1.2049573916692932e-05,1.0070596642790543e-89
1.2051692602011791e-05,1.0070596641961994e-89
1.2053811659860622e-05,1.0070596641133304e-89
1.2055931090304936e-05,1.0070596640304467e-89
1.205805089341024e-05,1.0070596639475484e-89
1.206017106924206e-05,1.0070596638646354e-89
1.2062291617865934e-05,1.007059663781708e-89
1.2064412539347413e-05,1.007059663698766e-89
1.2066533833752049e-05,1.0070596636158093e-89
1.2068655501145422e-05,1.0070596635328379e-89
1.2070777541593109e-05,1.0070596634498522e-89
1.2072899955160708e-05,1.007059663366852e-89
1.2075022741913823e-05,1.0070596632838368e-89
1.2077145901918073e-05,1.0070596632008073e-89
1.2079269435239086e-05,1.007059663117763e-89
1.20813933419425e-05,1.0070596630347043e-89
1.2083517622093972e-05,1.007059662951631e-89
1.2085642275759164e-05,1.007059662868543e-89
1.208776730300375e-05,1.0070596627854402e-89
1.2089892703893416e-05,1.0070596627023233e-89
1.2092018478493862e-05,1.0070596626191911e-89
1.2094144626870797e-05,1.0070596625360446e-89
1.2096271149089946e-05,1.0070596624528836e-89
1.2098398045217035e-05,1.0070596623697078e-89
1.2100525315317814e-05,1.0070596622865177e-89
1.2102652959458035e-05,1.0070596622033128e-89
1.210478097770347e-05,1.007059662120093e-89
1.2106909370119895e-05,1.0070596620368588e-89
1.2109038136773103e-05,1.0070596619536097e-89
1.2111167277728895e-05,1.0070596618703467e-89
1.2113296793053085e-05,1.0070596617870682e-89
1.2115426682811497e-05,1.0070596617037755e-89
1.2117556947069973e-05,1.0070596616204682e-89
1.2119687585894356e-05,1.0070596615371464e-89
1.2121818599350509e-05,1.0070596614538093e-89
1.2123949987504302e-05,1.007059661370458e-89
1.2126081750421618e-05,1.0070596612870918e-89
1.2128213888168358e-05,1.0070596612037114e-89
1.2130346400810421e-05,1.0070596611203157e-89
1.213247928841373e-05,1.007059661036906e-89
1.2134612551044211e-05,1.0070596609534811e-89
1.2136746188767809e-05,1.0070596608700418e-89
1.2138880201650473e-05,1.0070596607865876e-89
1.2141014589758171e-05,1.007059660703119e-89
1.2143149353156875e-05,1.0070596606196355e-89
1.214528449191258e-05,1.0070596605361376e-89
1.2147420006091276e-05,1.0070596604526248e-89
1.2149555895758982e-05,1.0070596603690978e-89
1.2151692160981716e-05,1.0070596602855555e-89
1.215382880182551e-05,1.0070596602019985e-89
1.2155965818356418e-05,1.0070596601184271e-89
1.2158103210640488e-05,1.007059660034841e-89
1.2160240978743794e-05,1.0070596599512401e-89
1.2162379122732416e-05,1.0070596598676246e-89
1.2164517642672447e-05,1.0070596597839943e-89
1.216665653862999e-05,1.0070596597003492e-89
1.2168795810671159e-05,1.0070596596166894e-89
1.2170935458862082e-05,1.007059659533015e-89
1.2173075483268899e-05,1.0070596594493259e-89
1.2175215883957757e-05,1.0070596593656223e-89
1.2177356660994821e-05,1.0070596592819036e-89
1.2179497814446264e-05,1.0070596591981704e-89
1.218163934437827e-05,1.0070596591144227e-89
1.2183781250857039e-05,1.0070596590306596e-89
1.2185923533948775e-05,1.0070596589468823e-89
1.2188066193719701e-05,1.00705965886309e-89
1.219020923023605e-05,1.0070596587792832e-89
1.2192352643564062e-05,1.0070596586954614e-89
1.2194496433769993e-05,1.0070596586116252e-89
1.219664060092011e-05,1.007059658527774e-89
1.2198785145080696e-05,1.007059658443908e-89
1.2200930066318032e-05,1.0070596583600274e-89
1.2203075364698425e-05,1.0070596582761322e-89
1.2205221040288189e-05,1.007059658192222e-89
1.2207367093153647e-05,1.0070596581082973e-89
1.2209513523361139e-05,1.0070596580243576e-89
1.2211660330977009e-05,1.007059657940403e-89
1.2213807516067617e-05,1.0070596578564342e-89
1.2215955078699339e-05,1.00705965777245e-89
1.2218103018938555e-05,1.0070596576884515e-89
1.2220251336851659e-05,1.0070596576044379e-89
1.222240003250506e-05,1.0070596575204098e-89
1.2224549105965179e-05,1.0070596574363668e-89
1.2226698557298438e-05,1.007059657352309e-89
1.2228848386571285e-05,1.0070596572682364e-89
1.2230998593850174e-05,1.007059657184149e-89
1.2233149179201565e-05,1.0070596571000473e-89
1.223530014269194e-05,1.00705965701593e-89
1.2237451484387783e-05,1.0070596569317985e-89
1.2239603204355601e-05,1.007059656847652e-89
1.2241755302661896e-05,1.0070596567634907e-89
1.2243907779373198e-05,1.0070596566793145e-89
1.2246060634556042e-05,1.0070596565951238e-89
1.2248213868276974e-05,1.0070596565109182e-89
1.225036748060255e-05,1.0070596564266973e-89
1.2252521471599347e-05,1.0070596563424625e-89
1.2254675841333938e-05,1.0070596562582122e-89
1.2256830589872924e-05,1.0070596561739472e-89
1.225898571728291e-05,1.0070596560896674e-89
1.2261141223630509e-05,1.007059656005373e-89
1.226329710898235e-05,1.0070596559210637e-89
1.2265453373405079e-05,1.0070596558367394e-89
1.2267610016965341e-05,1.0070596557524003e-89
1.226976703972981e-05,1.0070596556680466e-89
1.2271924441765152e-05,1.0070596555836778e-89
1.2274082223138057e-05,1.0070596554992944e-89
1.2276240383915228e-05,1.007059655414896e-89
1.2278398924163371e-05,1.0070596553304828e-89
1.2280557843949212e-05,1.0070596552460548e-89
1.2282717143339486e-05,1.007059655161612e-89
1.2284876822400935e-05,1.0070596550771542e-89
1.2287036881200321e-05,1.0070596549926815e-89
1.2289197319804412e-05,1.0070596549081942e-89
1.2291358138279988e-05,1.0070596548236917e-89
1.2293519336693842e-05,1.0070596547391747e-89
1.2295680915112783e-05,1.0070596546546425e-89
1.2297842873603626e-05,1.0070596545700957e-89
1.2300005212233195e-05,1.0070596544855339e-89
1.2302167931068333e-05,1.0070596544009576e-89
1.2304331030175894e-05,1.0070596543163656e-89
1.230649450962274e-05,1.0070596542317595e-89
1.2308658369475742e-05,1.0070596541471384e-89
1.2310822609801795e-05,1.0070596540625021e-89
1.2312987230667793e-05,1.0070596539778512e-89
1.2315152232140647e-05,1.0070596538931854e-89
1.2317317614287277e-05,1.0070596538085045e-89
1.2319483377174625e-05,1.0070596537238089e-89
1.232164952086963e-05,1.0070596536390982e-89
1.232381604543925e-05,1.0070596535543727e-89
1.2325982950950455e-05,1.0070596534696327e-89
1.2328150237470232e-05,1.0070596533848773e-89
1.2330317905065564e-05,1.007059653300107e-89
1.2332485953803464e-05,1.0070596532153224e-89
1.2334654383750945e-05,1.007059653130522e-89
1.2336823194975036e-05,1.0070596530457074e-89
1.2338992387542776e-05,1.0070596529608776e-89
1.234116196152122e-05,1.0070596528760329e-89
1.234333191697743e-05,1.007059652791173e-89
1.234550225397848e-05,1.0070596527062988e-89
1.2347672972591459e-05,1.0070596526214091e-89
1.2349844072883465e-05,1.0070596525365048e-89
1.2352015554921612e-05,1.0070596524515856e-89
1.2354187418773015e-05,1.0070596523666513e-89
1.235635966450482e-05,1.0070596522817021e-89
1.2358532292184164e-05,1.007059652196738e-89
1.2360705301878208e-05,1.007059652111759e-89
1.2362878693654122e-05,1.0070596520267648e-89
1.236505246757909e-05,1.0070596519417561e-89
1.2367226623720302e-05,1.007059651856732e-89
1.2369401162144966e-05,1.0070596517716931e-89
1.2371576082920295e-05,1.0070596516866395e-89
1.2373751386113522e-05,1.0070596516015707e-89
1.237592707179189e-05,1.0070596515164869e-89
1.2378103140022645e-05,1.0070596514313883e-89
1.2380279590873055e-05,1.007059651346275e-89
1.2382456424410397e-05,1.007059651261146e-89
1.2384633640701959e-05,1.0070596511760025e-89
1.2386811239815037e-05,1.0070596510908443e-89
1.238898922181695e-05,1.0070596510056706e-89
1.2391167586775017e-05,1.0070596509204822e-89
1.2393346334756573e-05,1.0070596508352785e-89
1.2395525465828968e-05,1.0070596507500601e-89
1.2397704980059557e-05,1.0070596506648266e-89
1.2399884877515714e-05,1.0070596505795784e-89
1.2402065158264822e-05,1.0070596504943151e-89
1.2404245822374275e-05,1.0070596504090365e-89
1.240642686991148e-05,1.0070596503237432e-89
1.2408608300943854e-05,1.0070596502384348e-89
1.241079011553883e-05,1.0070596501531113e-89
1.2412972313763846e-05,1.0070596500677727e-89
1.241515489568636e-05,1.0070596499824194e-89
1.2417337861373833e-05,1.0070596498970513e-89
1.2419521210893751e-05,1.0070596498116679e-89
1.2421704944313593e-05,1.0070596497262691e-89
1.242388906170087e-05,1.007059649640856e-89
1.2426073563123086e-05,1.0070596495554276e-89
1.2428258448647776e-05,1.0070596494699841e-89
1.2430443718342467e-05,1.0070596493845252e-89
1.2432629372274717e-05,1.0070596492990521e-89
1.2434815410512081e-05,1.0070596492135632e-89
1.2437001833122134e-05,1.00705964912806e-89
1.2439188640172458e-05,1.0070596490425413e-89
1.2441375831730654e-05,1.0070596489570075e-89
1.2443563407864327e-05,1.0070596488714587e-89
1.2445751368641096e-05,1.007059648785895e-89
1.2447939714128599e-05,1.0070596487003162e-89
1.2450128444394472e-05,1.0070596486147226e-89
1.2452317559506374e-05,1.0070596485291138e-89
1.2454507059531978e-05,1.0070596484434899e-89
1.2456696944538955e-05,1.0070596483578508e-89
1.2458887214595002e-05,1.0070596482721966e-89
1.246107786976782e-05,1.0070596481865279e-89
1.2463268910125127e-05,1.0070596481008434e-89
1.2465460335734648e-05,1.0070596480151443e-89
1.2467652146664122e-05,1.0070596479294298e-89
1.2469844342981302e-05,1.0070596478437005e-89
1.2472036924753952e-05,1.0070596477579563e-89
1.2474229892049842e-05,1.0070596476721965e-89
1.2476423244936762e-05,1.007059647586422e-89
1.2478616983482511e-05,1.0070596475006325e-89
1.2480811107754901e-05,1.0070596474148274e-89
1.248300561782175e-05,1.0070596473290074e-89
1.2485200513750897e-05,1.0070596472431728e-89
1.2487395795610185e-05,1.0070596471573226e-89
1.2489591463467476e-05,1.0070596470714575e-89
1.249178751739064e-05,1.0070596469855773e-89
1.2493983957447554e-05,1.007059646899682e-89
1.2496180783706116e-05,1.0070596468137715e-89
1.2498377996234234e-05,1.0070596467278458e-89
1.2500575595099823e-05,1.0070596466419054e-89
1.2502773580370815e-05,1.0070596465559495e-89
1.250497195211515e-05,1.0070596464699787e-89
1.2507170710400784e-05,1.0070596463839928e-89
1.250936985529568e-05,1.0070596462979915e-89
1.2511569386867819e-05,1.0070596462119755e-89
1.2513769305185187e-05,1.007059646125944e-89
1.2515969610315787e-05,1.0070596460398974e-89
1.2518170302327637e-05,1.0070596459538359e-89
1.252037138128876e-05,1.0070596458677592e-89
1.252257284726719e-05,1.0070596457816671e-89
1.2524774700330979e-05,1.0070596456955602e-89
1.252697694054819e-05,1.0070596456094382e-89
1.2529179567986894e-05,1.0070596455233008e-89
1.253138258271518e-05,1.0070596454371484e-89
1.2533585984801139e-05,1.0070596453509807e-89
1.2535789774312888e-05,1.0070596452647981e-89
1.2537993951318543e-05,1.0070596451785998e-89
1.2540198515886242e-05,1.007059645092387e-89
1.2542403468084125e-05,1.0070596450061588e-89
1.2544608807980353e-05,1.0070596449199154e-89
1.254681453564309e-05,1.0070596448336568e-89
1.2549020651140526e-05,1.007059644747383e-89
1.2551227154540848e-05,1.0070596446610942e-89
1.2553434045912263e-05,1.0070596445747903e-89
1.2555641325322988e-05,1.0070596444884711e-89
1.2557848992841253e-05,1.0070596444021365e-89
1.2560057048535299e-05,1.007059644315787e-89
1.2562265492473376e-05,1.0070596442294222e-89
1.2564474324723753e-05,1.0070596441430422e-89
1.2566683545354705e-05,1.007059644056647e-89
1.2568893154434525e-05,1.0070596439702367e-89
1.2571103152031512e-05,1.007059643883811e-89
1.2573313538213977e-05,1.0070596437973705e-89
1.2575524313050249e-05,1.0070596437109144e-89
1.257773547660866e-05,1.0070596436244434e-89
1.2579947028957568e-05,1.0070596435379572e-89
1.2582158970165325e-05,1.0070596434514556e-89
1.2584371300300309e-05,1.0070596433649391e-89
1.2586584019430906e-05,1.0070596432784068e-89
1.2588797127625513e-05,1.00705964319186e-89
1.2591010624952534e-05,1.0070596431052975e-89
1.2593224511480399e-05,1.0070596430187199e-89
1.2595438787277536e-05,1.0070596429321268e-89
1.2597653452412392e-05,1.0070596428455188e-89
1.2599868506953426e-05,1.0070596427588956e-89
1.2602083950969105e-05,1.0070596426722573e-89
1.2604299784527914e-05,1.0070596425856031e-89
1.2606516007698341e-05,1.0070596424989343e-89
1.2608732620548896e-05,1.00705964241225e-89
1.2610949623148096e-05,1.0070596423255506e-89
1.2613167015564472e-05,1.007059642238836e-89
1.2615384797866561e-05,1.0070596421521061e-89
1.2617602970122923e-05,1.0070596420653605e-89
1.2619821532402122e-05,1.0070596419786003e-89
1.2622040484772732e-05,1.0070596418918246e-89
1.2624259827303348e-05,1.0070596418050335e-89
1.2626479560062572e-05,1.0070596417182275e-89
1.2628699683119015e-05,1.0070596416314055e-89
1.2630920196541303e-05,1.0070596415445691e-89
1.2633141100398076e-05,1.0070596414577172e-89
1.2635362394757988e-05,1.0070596413708499e-89
1.2637584079689697e-05,1.0070596412839676e-89
1.2639806155261878e-05,1.0070596411970696e-89
1.2642028621543217e-05,1.0070596411101565e-89
1.2644251478602414e-05,1.007059641023228e-89
1.264647472650818e-05,1.0070596409362845e-89
1.264869836532924e-05,1.0070596408493253e-89
1.2650922395134324e-05,1.007059640762351e-89
1.2653146815992178e-05,1.0070596406753614e-89
1.2655371627971568e-05,1.0070596405883566e-89
1.265759683114126e-05,1.0070596405013364e-89
1.2659822425570041e-05,1.0070596404143008e-89
1.2662048411326702e-05,1.0070596403272502e-89
1.2664274788480056e-05,1.007059640240184e-89
1.2666501557098915e-05,1.0070596401531027e-89
1.2668728717252117e-05,1.0070596400660059e-89
1.2670956269008502e-05,1.007059639978894e-89
1.2673184212436931e-05,1.0070596398917667e-89
1.2675412547606265e-05,1.007059639804624e-89
1.2677641274585387e-05,1.007059639717466e-89
1.2679870393443192e-05,1.0070596396302928e-89
1.2682099904248582e-05,1.0070596395431041e-89
1.2684329807070474e-05,1.0070596394559e-89
1.2686560101977795e-05,1.007059639368681e-89
1.2688790789039487e-05,1.007059639281446e-89
1.2691021868324503e-05,1.0070596391941963e-89
1.2693253339901805e-05,1.007059639106931e-89
1.2695485203840376e-05,1.0070596390196504e-89
1.2697717460209199e-05,1.0070596389323546e-89
1.269995010907728e-05,1.007059638845043e-89
1.270218315051363e-05,1.0070596387577163e-89
1.2704416584587273e-05,1.0070596386703742e-89
1.270665041136725e-05,1.007059638583017e-89
1.2708884630922609e-05,1.007059638495644e-89
1.2711119243322413e-05,1.0070596384082561e-89
1.2713354248635736e-05,1.0070596383208525e-89
1.2715589646931661e-05,1.0070596382334336e-89
1.2717825438279293e-05,1.0070596381459995e-89
1.2720061622747737e-05,1.0070596380585498e-89
1.2722298200406118e-05,1.0070596379710849e-89
1.272453517132357e-05,1.0070596378836044e-89
1.272677253556924e-05,1.0070596377961089e-89
1.2729010293212288e-05,1.0070596377085975e-89
1.2731248444321885e-05,1.007059637621071e-89
1.2733486988967213e-05,1.0070596375335292e-89
1.2735725927217473e-05,1.007059637445972e-89
1.2737965259141866e-05,1.0070596373583993e-89
1.2740204984809617e-05,1.0070596372708111e-89
1.2742445104289954e-05,1.0070596371832077e-89
1.2744685617652126e-05,1.0070596370955887e-89
1.2746926524965384e-05,1.0070596370079544e-89
1.2749167826299002e-05,1.0070596369203047e-89
1.2751409521722259e-05,1.0070596368326395e-89
1.2753651611304444e-05,1.0070596367449592e-89
1.275589409511487e-05,1.0070596366572631e-89
1.275813697322285e-05,1.0070596365695517e-89
1.276038024569771e-05,1.007059636481825e-89
1.2762623912608801e-05,1.0070596363940826e-89
1.2764867974025468e-05,1.0070596363063252e-89
1.2767112430017083e-05,1.007059636218552e-89
1.2769357280653024e-05,1.0070596361307634e-89
1.2771602526002678e-05,1.0070596360429595e-89
1.277384816613545e-05,1.0070596359551403e-89
1.2776094201120755e-05,1.0070596358673053e-89
1.2778340631028018e-05,1.0070596357794552e-89
1.2780587455926685e-05,1.0070596356915896e-89
1.27828346758862e-05,1.0070596356037083e-89
1.278508229097603e-05,1.0070596355158117e-89
1.278733030126565e-05,1.0070596354278995e-89
1.2789578706824553e-05,1.0070596353399719e-89
1.2791827507722234e-05,1.007059635252029e-89
1.2794076704028206e-05,1.0070596351640707e-89
1.2796326295811995e-05,1.0070596350760968e-89
1.2798576283143142e-05,1.0070596349881072e-89
1.280082666609119e-05,1.0070596349001024e-89
1.2803077444725704e-05,1.0070596348120821e-89
1.2805328619116255e-05,1.0070596347240461e-89
1.2807580189332434e-05,1.0070596346359952e-89
1.2809832155443837e-05,1.0070596345479281e-89
1.2812084517520075e-05,1.007059634459846e-89
1.281433727563077e-05,1.007059634371748e-89
1.2816590429845556e-05,1.007059634283635e-89
1.281884398023408e-05,1.0070596341955066e-89
1.2821097926866004e-05,1.0070596341073621e-89
1.2823352269811e-05,1.0070596340192025e-89
1.2825607009138747e-05,1.0070596339310273e-89
1.2827862144918949e-05,1.0070596338428365e-89
1.2830117677221308e-05,1.0070596337546303e-89
1.283237360611555e-05,1.0070596336664084e-89
1.2834629931671402e-05,1.0070596335781711e-89
1.2836886653958613e-05,1.0070596334899183e-89
