time_days,Nuclei:Tm171 top 19
0.0011849503830368604,74.30109976816112
0.0011851587337219104,74.32460191067838
0.0011853671210414138,74.34810818553618
0.0011855755450018105,74.37161859346092
0.0011857840056095433,74.39513313517931
0.001185992502871056,74.41865181141819
0.0011862010367927921,74.44217462290437
0.0011864096073812003,74.46570157036525
0.0011866182146427259,74.48923265452781
0.0011868268585838177,74.51276787611944
0.0011870355392109239,74.53630723586747
0.0011872442565304972,74.55985073449978
0.001187453010548988,74.58339837274393
0.0011876618012728493,74.6069501513278
0.001187870628708534,74.63050607097925
0.0011880794928624992,74.65406613242658
0.0011882883937412,74.67763033639795
0.0011884973313510936,74.70119868362164
0.0011887063056986377,74.7248396523858
0.0011889153167902939,74.74852351342929
0.001189124364632522,74.77221153876428
0.0011893334492317838,74.79590372912288
0.001189542570594541,74.8196000852373
0.0011897517287272604,74.84330060784026
0.0011899609236364057,74.86700529766416
0.0011901701553284436,74.8907141554418
0.0011903794238098417,74.9144271819059
0.0011905887290870674,74.9381443777894
0.001190798071166593,74.96186574382557
0.0011910074500548883,74.98559128074754
0.0011912168657584252,75.00932098928863
0.001191426318283676,75.03305487018223
0.0011916358076371175,75.05679292416217
0.0011918453338252237,75.08053515196204
0.0011920548968544717,75.10428155431579
0.0011922644967313377,75.1280321319572
0.0011924741334623033,75.15178688562065
0.001192683807053847,75.17554581604035
0.0011928935175124506,75.19930892395058
0.0011931032648445953,75.2230762100858
0.0011933130490567663,75.24684767518086
0.0011935228701554475,75.27062331997038
0.0011937327281471247,75.29440314518934
0.0011939426230382836,75.31818715157256
0.0011941525548354146,75.34197533985548
0.0011943625235450056,75.36576771077328
0.0011945725291735469,75.38956426506134
0.0011947825717275294,75.4133650034551
0.0011949926512134473,75.43716992669044
0.0011952027676377936,75.46097903550307
0.0011954129210070632,75.48479233062899
0.001195623111327752,75.50860981280417
0.0011958333386063562,75.53243148276472
0.0011960436028493765,75.55625734124713
0.001196253904063311,75.58008738898786
0.0011964642422546603,75.60392162672338
0.0011966746174299253,75.62776005519034
0.001196885029595611,75.65160267512576
0.0011970954787582206,75.67544948726656
0.0011973059649242588,75.69930049234979
0.001197516488100231,75.72315569111254
0.0011977270482926472,75.74701508429247
0.0011979376455080147,75.77087867262688
0.0011981482797528433,75.79474645685347
0.0011983589510336427,75.81861843770976
0.0011985696593569274,75.84253253874364
0.0011987804047292091,75.86652007719528
0.0011989911871570025,75.8905118333329
0.001199202006646822,75.914507807898
0.0011994128632051863,75.93850800163248
0.0011996237568386123,75.96251241527814
0.0011998346875536187,75.9865210495769
0.0012000456553567255,76.01053390527083
0.0012002566602544533,76.0345509831021
0.0012004677022533262,76.0585722838133
0.0012006787813598667,76.08259780814674
0.0012008898975805996,76.1066275568451
0.0012011010509220498,76.13066153065104
0.0012013122413907459,76.15469973030757
0.0012015234689932153,76.1787421565577
0.0012017347337359874,76.20278881014455
0.0012019460356255912,76.22683969181122
0.0012021573746685606,76.25089480230139
0.0012023687508714272,76.27495414235847
0.0012025801642407245,76.29901771272611
0.001202791614782987,76.32308551414805
0.0012030031025047527,76.34715754736838
0.001203214627412558,76.37123381313108
0.0012034261895129412,76.39531431218033
0.0012036377888124407,76.41939904526038
0.0012038494253175996,76.44348801311583
0.0012040610990349586,76.46758121649117
0.0012042728099710609,76.49167865613113
0.0012044845581324504,76.51578033278062
0.0012046963435256718,76.53988624718438
0.0012049081661572735,76.5639964000878
0.0012051200260338021,76.58811079223604
0.0012053319231618064,76.61222942437439
0.0012055438575478352,76.63635229724828
0.0012057558291984419,76.66047941160357
0.0012059678381201777,76.6846107681859
0.0012061798843195958,76.70874636774118
0.0012063919678032499,76.73288621101528
0.001206604088577698,76.75703029875461
0.0012068162466494952,76.78117863170536
0.0012070284420252003,76.8053312106139
0.001207240674711371,76.82948803622669
0.00120745294471457,76.85364910929061
0.0012076652520413575,76.87781443055243
0.0012078775966982962,76.90198400075904
0.0012080899786919487,76.92615782065741
0.0012083023980288825,76.95033589099495
0.0012085148547156621,76.97455582472229
0.001208727348758855,76.99884950811932
0.0012089398801650299,77.02314746303081
0.0012091524489407548,77.04744969020764
0.0012093650550926026,77.07175619040122
0.0012095776986271445,77.09606696436278
0.001209790379550953,77.12038201284368
0.0012100030978706015,77.14470133659542
0.0012102158535926676,77.16902493636994
0.0012104286467237264,77.19335281291896
0.0012106414772703558,77.21768496699443
0.0012108543452391336,77.24202139934835
0.0012110672506366416,77.26636211073313
0.0012112801934694602,77.29070710190109
0.0012114931737441713,77.31505637360472
0.0012117061914673577,77.33940992659649
0.0012119192466456057,77.36376776162942
0.0012121323392855002,77.38812987945629
0.001212345469393628,77.41249628083008
0.0012125586369765764,77.43686696650386
0.0012127718420409364,77.46124193723116
0.0012129850845932976,77.48562119376528
0.0012131983646402511,77.5100047368598
0.0012134116821883893,77.53439256726827
0.0012136250372443075,77.55878468574475
0.0012138384298145998,77.58318109304301
0.0012140518599058625,77.60758178991725
0.0012142653275246929,77.6319867771216
0.0012144788326776885,77.65639605541031
0.0012146923753714508,77.68080962553812
0.00121490595561258,77.70522748825951
0.001215119573407678,77.72964964432926
0.0012153332287633465,77.75407609450205
0.0012155469216861923,77.77850683953324
0.0012157606521828197,77.8029418801778
0.001215974420259835,77.827381217191
0.0012161882259238456,77.85182485132816
0.001216402069181462,77.87627278334503
0.0012166159500392936,77.9007250139972
0.0012168298685039513,77.92518154404044
0.0012170438245820466,77.9496423742306
0.0012172578182801956,77.97410750532404
0.0012174718496050117,77.9985769380768
0.0012176859185631108,78.02305067324518
0.001217900025161109,78.04752871158563
0.0012181141694056264,78.07201105385491
0.0012183283513032817,78.0964977008097
0.0012185425708606955,78.12105501803265
0.0012187568280844893,78.1456572382186
0.0012189711229812848,78.17026378416772
0.0012191854555577088,78.19487465664102
0.001219399825820385,78.21948985639895
0.0012196142337759402,78.24410938420237
0.0012198286794310002,78.2687332408122
0.0012200431627921965,78.29336142698973
0.0012202576838661577,78.31799394349615
0.0012204722426595149,78.3426307910928
0.0012206868391788992,78.36727197054107
0.0012209014734309463,78.39191748260286
0.0012211161454222894,78.41656732803987
0.0012213308551595645,78.44122150761399
0.0012215456026494073,78.46588002208716
0.0012217603878984578,78.49054287222177
0.0012219752109133546,78.51521005878007
0.001222190071700738,78.53988158252452
0.0012224049702672483,78.56455744421754
0.0012226199066195304,78.58923764462213
0.001222834880764227,78.61392218450098
0.0012230498927079834,78.63861106461715
0.0012232649424574458,78.66330428573367
0.0012234800300192608,78.6880018486138
0.0012236951554000786,78.71270375402109
0.001223910318606548,78.73741000271896
0.0012241255196453202,78.7621205954711
0.0012243407585230458,78.78683553304111
0.0012245560352463804,78.81155481619325
0.0012247713498219775,78.83627844569146
0.0012249867022564925,78.86100642229985
0.0012252020925565812,78.8857387467827
0.0012254175207289037,78.91047541990476
0.0012256329867801178,78.93521644243043
0.0012258484907168839,78.95996181512447
0.0012260640325458623,78.98471153875163
0.001226279612273718,79.00946561407719
0.0012264952299071137,79.03422404186615
0.001226710885452714,79.05898682288374
0.0012269265789171843,79.08375395789533
0.0012271423103071939,79.10852544766664
0.0012273580796294103,79.13330129296325
0.001227573886890503,79.15808149455096
0.0012277897320971416,79.18286605319561
0.0012280056152560008,79.20765496966352
0.0012282215363737523,79.23244824472084
0.0012284374954570703,79.25726707682202
0.0012286534925126306,79.28217566059568
0.001228869527547109,79.3070886239994
0.001229085600567185,79.3320059678035
0.0012293017115795365,79.35692769277807
0.0012295178605908445,79.3818537996934
0.0012297340476077887,79.40678428931983
0.0012299502726370538,79.43171916242817
0.0012301665356853225,79.45665841978906
0.00123038283675928,79.4816020621734
0.0012305991758656111,79.50655009035196
0.001230815553011005,79.53150250509619
0.0012310319682021494,79.55645930717728
0.0012312484214457337,79.58142049736657
0.0012314649127484478,79.6063860764355
0.0012316814421169857,79.63135604515594
0.0012318980095580392,79.65633040429965
0.0012321146150783033,79.68130915463858
0.0012323312586844718,79.70629229694467
0.0012325479403832438,79.73127983199038
0.001232764660181316,79.75627176054793
0.0012329814180853875,79.78126808338985
0.0012331982141021581,79.80626880128874
0.0012334150482383288,79.83127391501725
0.001233631920500604,79.8562834253485
0.001233848830895686,79.88129733305544
0.0012340657794302804,79.90631563891124
0.0012342827661110916,79.93133834368903
0.0012344997909448296,79.9563654481626
0.0012347168539382013,79.98139695310526
0.0012349339550979165,80.00643285929091
0.001235151094430685,80.03147316749309
0.001235368271943221,80.05651787848618
0.0012355854876422363,80.08156699304408
0.0012358027415344454,80.10662051194109
0.001236020033626563,80.13167843595147
0.0012362373639253077,80.15674076585006
0.0012364547324373964,80.18180750241135
0.0012366721391695484,80.20687864641013
0.0012368895841284825,80.2319541986212
0.0012371070673209226,80.25703415981997
0.0012373245887535899,80.28211853078143
0.0012375421484332085,80.307207312281
0.0012377597463665035,80.33230050509414
0.0012379773825601996,80.35739810999635
0.0012381950570210267,80.38250012776363
0.001238412769755712,80.40762476684581
0.0012386305207709853,80.43284260122785
0.0012388483100735765,80.4580648696144
0.0012390661376702197,80.48329157278538
0.001239284003567647,80.50852271152033
0.0012395019077725933,80.53375828659914
0.0012397198502917927,80.55899829880175
0.0012399378311319844,80.58424274890855
0.0012401558502999055,80.60949163769973
0.0012403739078022946,80.6347449659557
0.0012405920036458917,80.66000273445695
0.00124081013783744,80.68526494398435
0.0012410283103836814,80.71053159531867
0.0012412465212913598,80.7358026892409
0.0012414647705672193,80.76107822653208
0.0012416830582180083,80.78635820797362
0.0012419013842504731,80.81164263434684
0.0012421197486713626,80.8369315064333
0.0012423381514874256,80.86222482501452
0.001242556592705415,80.88752259087256
0.0012427750723320822,80.91282480478918
0.0012429935903741807,80.93813146754658
0.0012432121468384648,80.96344257992688
0.0012434307417316895,80.98875814271234
0.001243649375060614,81.01407815668576
0.001243868046831995,81.03940262262954
0.0012440867570525922,81.06473154132654
0.001244305505729165,81.09006491355949
0.0012445242928684774,81.11540274011176
0.001244743118477291,81.14074502176632
0.00124496198256237,81.16609175930654
0.001245180885130479,81.19144295351573
0.001245399826188386,81.21679860517779
0.0012456188057428583,81.2421587150762
0.0012458378238006643,81.26752328399498
0.0012460568803685731,81.29289231271794
0.001246275975453358,81.3182658020295
0.0012464951090617909,81.34364375271377
0.0012467142812006447,81.36902616555524
0.0012469334918766937,81.39441304133827
0.001247152741096716,81.41980438084792
0.0012473720288674872,81.44520018486881
0.0012475913551957868,81.47060045418598
0.0012478107200883932,81.49600518958447
0.001248030123552087,81.52141439184946
0.0012482495655936517,81.54682806176658
0.0012484690462198696,81.57226701954362
0.0012486885654375255,81.59779659117291
0.0012489081232534033,81.62333065161826
0.0012491277196742922,81.64886920166936
0.0012493473547069791,81.67441224211531
0.001249567028358253,81.69995977374573
0.0012497867406349034,81.72551179735015
0.0012500064915437234,81.75106831371855
0.0012502262810915054,81.77662932364082
0.0012504461092850427,81.80219482790704
0.0012506659761311297,81.8277648273073
0.0012508858816365647,81.85333932263218
0.0012511058258081443,81.87891831467208
0.0012513258086526667,81.90450180421757
0.0012515458301769315,81.9300897920594
0.0012517658903877416,81.95568227898873
0.0012519859892918977,81.98127926579643
0.001252206126896204,82.00688075327368
0.0012524263032074646,82.03248674221186
0.001252646518232485,82.05809723340231
0.0012528667719780737,82.0837122276369
0.0012530870644510384,82.10933172570725
0.0012533073956581882,82.13495572840523
0.0012535277656063328,82.16058423652272
0.0012537481743022862,82.18621725085218
0.0012539686217528606,82.2118547721858
0.00125418910796487,82.23749680131601
0.001254409632945129,82.26314333903527
0.0012546301967004561,82.28879438613654
0.0012548507992376683,82.31444994341258
0.0012550714405635845,82.34011001165635
0.0012552921206850241,82.36577459166094
0.0012555128396088105,82.39144368421985
0.0012557335973417652,82.41711729012636
0.001255954393890712,82.44279541017403
0.0012561752292624753,82.46847804515647
0.0012563961034638832,82.49416519586777
0.001256617016501762,82.51985686310175
0.0012568379683829405,82.54555304765255
0.0012570589591142484,82.57125375031438
0.001257279988702516,82.59695897188162
0.0012575010571545771,82.622668713149
0.0012577221644772645,82.64838297491102
0.001257943310677413,82.67410175796256
0.001258164495761857,82.69982506309847
0.0012583857197374358,82.72555289111405
0.0012586069826109867,82.75133350868906
0.001258828284389349,82.77717733690238
0.0012590496250793623,82.80302570918647
0.001259271004687871,82.82887862634054
0.0012594924232217166,82.85473608916351
0.0012597138806877436,82.88059809845467
0.0012599353770927964,82.90646465501327
0.0012601569124437236,82.93233575963909
0.0012603784867473724,82.95821141313166
0.0012606001000105913,82.98409161629084
0.0012608217522402303,83.00997636991634
0.0012610434434431426,83.03586567480862
0.0012612651736261798,83.0617595317677
0.0012614869427961957,83.08765794159402
0.0012617087509600446,83.11356090508788
0.0012619305981245849,83.13946842305019
0.001262152484296673,83.16538049628171
0.0012623744094831676,83.19129712558329
0.0012625963736909286,83.21721831175601
0.0012628183769268161,83.24314405560098
0.0012630404191976948,83.26907435791982
0.0012632625005104267,83.29500921951387
0.0012634846208718772,83.32094864118476
0.0012637067802889106,83.34689262373418
0.0012639289787683965,83.37284116796425
0.0012641512163172022,83.39879427467694
0.0012643734929421973,83.42475194467443
0.0012645958086502512,83.45071417875894
0.0012648181634482385,83.47668097773322
0.0012650405573430311,83.50265234239977
0.0012652629903415038,83.52862827356135
0.0012654854624505306,83.55460877202069
0.0012657079736769906,83.5805938385812
0.001265930524027761,83.60658347404585
0.001266153113509721,83.63257767921793
0.0012663757421297497,83.65857645490095
0.0012665984098947315,83.68457980189862
0.0012668211168115476,83.71058772101462
0.0012670438628870826,83.73660021305282
0.0012672666481282214,83.76261727881732
0.0012674894725418497,83.78863891911212
0.0012677123361348574,83.81466513474179
0.001267935238914132,83.84069592651068
0.0012681581808865639,83.86673129522342
0.0012683811620590436,83.89277124168457
0.0012686041824384656,83.91881576669925
0.0012688272420317225,83.94496434676878
0.0012690503408457096,83.97112498423293
0.0012692734788873215,83.99729022147115
0.0012694966561634584,84.02346005929257
0.0012697198726810176,84.04963449850594
0.0012699431284468989,84.07581353992025
0.0012701664234680023,84.10199718434458
0.0012703897577512322,84.12818543258855
0.0012706131313034912,84.15437828546145
0.0012708365441316837,84.18057574377295
0.0012710599962427148,84.20677780833257
0.0012712834876434935,84.23298447995057
0.0012715070183409276,84.25919575943685
0.0012717305883419262,84.28541164760155
0.0012719541976534,84.31163214525493
0.0012721778462822602,84.33785725320747
0.001272401534235422,84.36408697226993
0.0012726252615197988,84.39032130325296
0.0012728490281423064,84.41656024696746
0.0012730728341098603,84.44280380422437
0.0012732966794293807,84.46905197583504
0.001273520564107786,84.49530476261073
0.001273744488151997,84.5215621653629
0.0012739684515689336,84.54782418490299
0.0012741924543655213,84.57409082204305
0.0012744164965486833,84.60036207759478
0.0012746405781253447,84.6266379523703
0.001274864699102431,84.65291844718156
0.0012750888594868727,84.67920356284124
0.001275313059285597,84.70549330016159
0.0012755372985055345,84.73178765995524
0.0012757615771536155,84.75808664303487
0.001275985895236775,84.78439025021352
0.0012762102527619458,84.81069848230418
0.001276434649736063,84.83701134012
0.0012766590861660616,84.86332882447412
0.0012768835620588816,84.88965093618033
0.0012771080774214604,84.91597767605215
0.0012773326322607385,84.94230904490317
0.0012775572265836565,84.96864504354744
0.0012777818603971563,84.99498567279879
0.0012780065337081835,85.02133093347166
0.0012782312465236818,85.04768082638027
0.0012784559988505972,85.07403535233902
0.0012786807906958763,85.1003945121625
0.0012789056220664698,85.12682474796559
0.001279130492969326,85.15330012621263
0.0012793554034113963,85.17978015957367
0.0012795803533996314,85.20626484886701
0.0012798053429409872,85.2327541949116
0.0012800303720424172,85.25924819852607
0.0012802554407108774,85.28574686052933
0.0012804805489533234,85.31225018174028
0.0012807056967767162,85.3387581629785
0.001280930884188014,85.36527080506303
0.0012811561111941777,85.39178810881353
0.0012813813778021679,85.4183100750494
0.0012816066840189504,85.44483670459077
0.0012818320298514884,85.47136799825735
0.0012820574153067474,85.49790395686932
0.0012822828403916944,85.52444458124683
0.0012825083051132965,85.55098987221004
0.0012827338094785253,85.57753983057982
0.0012829593534943499,85.60409445717667
0.0012831849371677424,85.63065375282136
0.0012834105605056749,85.65721771833475
0.0012836362235151234,85.68378635453806
0.0012838619262030627,85.7103596622525
0.001284087668576469,85.7369376422994
0.0012843134506423195,85.7635202955001
0.0012845392724075955,85.79010762267662
0.0012847651338792762,85.8166996246506
0.0012849910350643432,85.8432963022439
0.0012852169759697781,85.86989765627855
0.0012854429566025675,85.89650368757711
0.0012856689769696955,85.92311439696168
0.0012858950370781485,85.94972978525496
0.0012861211369349134,85.97634985327936
0.0012863472765469808,86.00297460185801
0.0012865734559213402,86.02960403181373
0.0012867996750649832,86.0562381439696
0.001287025933984902,86.0828769391489
0.0012872522326880897,86.10952041817492
0.0012874785711815438,86.1361685818714
0.001287704949472259,86.1628214310619
0.0012879313675672336,86.1894789665703
0.0012881578254734646,86.21614118922044
0.0012883843231979548,86.2428080998366
0.001288610860747704,86.26947969924299
0.0012888374381297147,86.29615598826405
0.0012890640553509898,86.32289199359238
0.0012892907124185363,86.34968462152345
0.0012895174093393593,86.37648196034932
0.0012897441461204664,86.40328401089832
0.0012899709227688649,86.4300907739987
0.001290197739291567,86.4569022504793
0.001290424595695583,86.48371844116879
0.0012906514919879247,86.51053934689601
0.001290878428175605,86.53736496848984
0.001291105404265641,86.5641953067797
0.0012913324202650472,86.59103036259482
0.0012915594761808414,86.61787013676467
0.0012917865720200408,86.64471463011863
0.0012920137077896672,86.67156384348682
0.0012922408834967409,86.69841777769892
0.001292468099148284,86.72527643358504
0.0012926953547513194,86.75213981197535
0.0012929226503128714,86.77900791370001
0.0012931499858399678,86.80588073958982
0.001293377361339635,86.83275829047528
0.0012936047768189012,86.85964056718717
0.0012938322322847947,86.88652757055623
0.001294059727744349,86.91341930141375
0.0012942872632045945,86.94031576059095
0.0012945148386725653,86.96721694891907
0.0012947424541552945,86.99412286722955
0.0012949701096598202,87.02103351635427
0.0012951978051931783,87.04794889712487
0.001295425540762407,87.07486901037338
0.0012956533163745452,87.10179385693168
0.0012958811320366351,87.12872343763225
0.0012961089877557184,87.15565775330745
0.001296336883538838,87.1825968047897
0.0012965648193930372,87.20954059291157
0.001296792795325364,87.23648911850619
0.0012970208113428643,87.26344238240634
0.0012972488674525863,87.29040038544518
0.0012974769636615792,87.31736312845594
0.0012977050999768932,87.34433061227189
0.0012979332764055818,87.37130283772689
0.0012981614929546974,87.39827980565444
0.0012983897496312942,87.42526151688848
0.001298618046442427,87.45224797226275
0.0012988463833951546,87.47923917261176
0.0012990747604965343,87.50623511876962
0.0012993031777536253,87.53329996033561
0.001299531635173487,87.56041238080648
0.0012997601327631838,87.58752956840026
0.0012999886705297773,87.61465152395489
0.0013002172484803322,87.64177824830875
0.0013004458666219126,87.66890974230013
0.0013006745249615878,87.69604600676799
0.0013009032235064247,87.72318704255096
0.0013011319622634925,87.75033285048787
0.0013013607412398606,87.77748343141774
0.0013015895604426033,87.80463878618002
0.0013018184198787923,87.83179891561394
0.0013020473195555018,87.85896382055905
0.0013022762594798074,87.88613350185491
0.001302505239658785,87.91330796034129
0.0013027342600995145,87.94048719685831
0.001302963320809074,87.96767121224605
0.0013031924217945445,87.99486000734463
0.001303421563063006,88.02205358299442
0.001303650744621544,88.04925194003616
0.0013038799664772417,88.07645507931042
0.0013041092286371846,88.10366300165808
0.0013043385311084581,88.13087570791993
0.0013045678738981526,88.1580931989374
0.0013047972570133558,88.18531547555162
0.001305026680461159,88.21254253860407
0.0013052561442486517,88.23977438893613
0.00130548564838293,88.26701102738981
0.0013057151928710866,88.29425245480688
0.0013059447777202169,88.32149867202934
0.0013061744029374165,88.3487496798992
0.0013064040685297857,88.37600547925906
0.0013066337745044228,88.40326607095125
0.0013068635208684277,88.43053145581843
0.0013070933076289024,88.45780163470334
0.001307323134792949,88.48507660844871
0.001307553002367673,88.51235637789786
0.00130778291036018,88.53964094389394
0.0013080128587775756,88.56693030728024
0.0013082428476269671,88.59422446890018
0.0013084728769154662,88.62152342959762
0.0013087029466501815,88.64882719021621
0.0013089330568382253,88.67613575160003
0.001309163207486709,88.70344911459284
0.0013093933986027494,88.73076728003933
0.0013096236301934606,88.7581829851512
0.0013098539022659594,88.78561777564282
0.0013100842148273623,88.8130573899381
0.0013103145678847912,88.84050182888548
0.0013105449614453652,88.86795109333306
0.001310775395516206,88.8954051841293
0.0013110058701044354,88.92286410212267
0.0013112363852171801,88.95032784816225
0.0013114669408615639,88.9777964230967
0.001311697537044714,89.00526982777511
0.001311928173773757,89.03274806304651
0.0013121588510558245,89.06023112976054
0.0013123895688980456,89.0877190287665
0.0013126203273075524,89.11521176091408
0.0013128511262914776,89.14270932705313
0.0013130819658569543,89.1702117280333
0.0013133128460111204,89.19771896470502
0.0013135437667611116,89.22523103791843
0.0013137747281140653,89.25274794852385
0.00131400573007712,89.28026969737174
0.0013142367726574188,89.30779628531303
0.001314467855862102,89.33532771319841
0.0013146989796983125,89.36286398187887
0.0013149301441731935,89.3904050922054
0.0013151613492938933,89.41795104502957
0.0013153925950675567,89.44550184120268
0.0013156238815013324,89.47305748157629
0.0013158552086023681,89.50061796700204
0.001316086576377817,89.52818329833204
0.0013163179848348296,89.55575347641822
0.001316549433980559,89.5833285021127
0.0013167809238221583,89.61090837626776
0.0013170124543667853,89.63849309973608
0.0013172440256215962,89.66608267337025
0.0013174756375937484,89.69367709802292
0.001317707290290402,89.72127637454712
0.0013179389837187157,89.74888050379576
0.0013181707178858543,89.77648948662237
0.0013184024927989793,89.80410332388018
0.0013186343084652555,89.83172201642269
0.0013188661648918473,89.85934556510348
0.0013190980620859237,89.88697397077668
0.0013193300000546519,89.91460723429604
0.0013195619788052013,89.94224535651577
0.0013197939983447416,89.96992100804792
0.001320026058680447,89.99767590126248
0.0013202581598194892,90.02543567456324
0.001320490301769043,90.05320032880829
0.0013207224845362831,90.08096986485567
0.0013209547081283889,90.10874428356394
0.0013211869725525368,90.13652358579151
0.001321419277815907,90.16430777239702
0.001321651623925679,90.19209684423909
0.0013218840108890372,90.21989080217698
0.0013221164387131636,90.2476896470697
0.0013223489074052428,90.2754933797764
0.0013225814169724609,90.30330200115655
0.0013228139674220033,90.33111551206949
0.001323046558761061,90.3589339133753
0.0013232791909968229,90.38675720593363
0.0013235118641364793,90.41458539060451
0.0013237445781872212,90.44241846824791
0.0013239773331562446,90.47025643972452
0.0013242101290507433,90.49809930589456
0.0013244429658779127,90.52594706761866
0.001324675843644949,90.55379972575747
0.0013249087623590531,90.58165728117218
0.0013251417220274237,90.60951973472368
0.0013253747226572618,90.63738708727325
0.0013256077642557682,90.66525933968202
0.0013258408468301492,90.69313649281189
0.0013260739703876083,90.72101854752434
0.0013263071349353514,90.74890550468118
0.0013265403404805849,90.77679736514428
0.0013267735870305195,90.80469412977595
0.0013270068745923644,90.83259579943851
0.00132724020317333,90.86050237499424
0.0013274735727806285,90.88841385730561
0.0013277069834214752,90.91633024723562
0.0013279404351030843,90.94425154564708
0.0013281739278326716,90.97217775340292
0.001328407461617455,91.00010887136642
0.0013286410364646518,91.02804490040074
0.0013288746523814846,91.05598584136963
0.0013291083093751736,91.08393169513666
0.0013293420074529411,91.11188246256553
0.0013295757466220098,91.13983814452008
0.0013298095268896074,91.16779874186471
0.0013300433482629588,91.19576425546354
0.0013302772107492919,91.22383160620609
0.0013305111143558344,91.25191407342393
0.001330745059089819,91.2800014783242
0.0013309790449584755,91.30809382177488
0.0013312130719690372,91.33619110464431
0.0013314471401287364,91.36429332780085
0.001331681249444811,91.3924004921134
0.0013319153999244969,91.42051259845056
0.001332149591575031,91.44862964768127
0.0013323838244036518,91.47675164067451
0.0013326180984176018,91.50487857829977
0.0013328524136241215,91.53301046142633
0.001333086770030454,91.56114729092373
0.0013333211676438432,91.5892890676616
0.0013335556064715337,91.61743579250977
0.0013337900865207743,91.64558746633837
0.001334024607798812,91.67374409001754
0.0013342591703128961,91.7019056644175
0.0013344937740702762,91.7300721904087
0.0013347284190782058,91.75824366886192
0.0013349631053439376,91.78642010064779
0.0013351978328747256,91.81460148663726
0.0013354326016778242,91.84278782770127
0.001335667411760493,91.87097912471134
0.0013359022631299889,91.89917537853869
0.0013361371557935712,91.92737659005479
0.0013363720897585,91.95558276013132
0.0013366070650320393,91.98379388964031
0.0013368420816214513,92.0120099794536
0.0013370771395340006,92.04023103044338
0.0013373122387769518,92.0684570434818
0.0013375473793575746,92.09668801944157
0.0013377825612831363,92.1249239591952
0.0013380177845609064,92.15316486361539
0.001338253049198156,92.1814107335751
0.0013384883552021562,92.20966156994729
0.0013387237025801828,92.23791737360534
0.0013389590913395095,92.26617814542261
0.0013391945214874126,92.29444388627257
0.0013394299930311682,92.32271459702875
0.001339665505978057,92.3509902785653
0.0013399010603353581,92.37927093175601
0.0013401366561103527,92.40755655747508
0.0013403722933103223,92.43584715659664
0.0013406079719425524,92.4642129746537
0.0013408436920143276,92.49262070602717
0.0013410794535329337,92.52103343227282
0.0013413152565056577,92.54945115426871
0.0013415511009397902,92.57787387289352
0.0013417869868426208,92.60630158902569
0.0013420229142214405,92.63473430354381
0.0013422588830835412,92.66317201732666
0.0013424948934362194,92.69161473125347
0.0013427309452867689,92.72006244620329
0.0013429670386424864,92.74851516305533
0.0013432031735106688,92.77697288268907
0.0013434393498986173,92.80543560598424
0.0013436755678136313,92.83390333382061
0.0013439118272630128,92.862376067078
0.0013441481282540644,92.89085380663653
0.0013443844707940896,92.91933655337631
0.001344620854890396,92.94782430817796
0.0013448572805502895,92.97631707192195
0.001345093747781078,93.0048148454889
0.0013453302565900704,93.03331762975961
0.001345566806984579,93.06182542561527
0.0013458033989719152,93.09033823393698
0.001346040032559392,93.118856055606
0.001346276707754323,93.14737889150376
0.0013465134245640262,93.17590674251204
0.0013467501829958178,93.20443960951255
0.001346986983057016,93.23297749338722
0.0013472238247549395,93.26152039501801
0.0013474607080969118,93.29006831528743
0.0013476976330902537,93.31862125507776
0.001347934599742289,93.34717921527154
0.0013481716080603414,93.37574219675136
0.0013484086580517396,93.4043102004003
0.0013486457497238094,93.43288322710139
0.00134888288308388,93.46146127773767
0.0013491200581392808,93.49004435319253
0.001349357274897343,93.51863245434933
0.0013495945333654006,93.54722558209195
0.0013498318335507867,93.5758237373041
0.0013500691754608366,93.60442692086973
0.0013503065591028854,93.63303513367275
0.0013505439844842732,93.66164837659778
0.0013507814516123381,93.69026665052905
0.0013510189604944202,93.71894854390571
0.00135125651113786,93.74768414568501
0.001351494103550003,93.7764247999848
0.0013517317377381923,93.80517050769325
0.001351969413709773,93.83392126969889
0.0013522071314720908,93.86267708689029
0.0013524448910324964,93.89143796015645
0.001352682692398338,93.92020389038633
0.001352920535576966,93.94897487846903
0.0013531584205757317,93.9777509252937
0.0013533963474019902,94.0065320317501
0.001353634316063095,94.0353181987277
0.0013538723265664023,94.0641094271162
0.0013541103789192685,94.09290571780555
0.0013543484731290518,94.12170707168575
0.0013545866092031138,94.15051348964731
0.001354824787148814,94.17932497258037
0.0013550630069735154,94.20814152137561
0.0013553012686845802,94.2369631369235
0.0013555395722893752,94.26578982011524
0.0013557779177952663,94.2946215718417
0.0013560163052096202,94.32345839299404
0.001356254734539805,94.35230028446347
0.0013564932057931929,94.38114724714173
0.0013567317189771542,94.40999928192038
0.0013569702740990617,94.43885638969113
0.001357208871166288,94.46771857134588
0.0013574475101862107,94.49658582777701
0.0013576861911662056,94.52545815987664
0.00135792491411365,94.55433556853723
0.001358163679035922,94.58321805465111
0.001358402485940405,94.61210561911145
0.001358641334834479,94.64099826281098
0.0013588802257255273,94.66989598664269
0.0013591191586209343,94.69879879149987
0.0013593581335280842,94.72770667827568
0.0013595971504543663,94.75661964786401
0.0013598362094071682,94.78553770115832
0.0013600753103938789,94.8144608390525
