time_days,Nuclei:Tm171 top 19
1.1659856157700035e-05,4.190837877253533e-92
1.1661906318662747e-05,4.1908378772023325e-92
1.1663956840106745e-05,4.19083787715112e-92
1.1666007722095419e-05,4.1908378770999016e-92
1.1668058964692159e-05,4.1908378770486726e-92
1.1670110567960373e-05,4.190837876997435e-92
1.1672162531963473e-05,4.190837876946189e-92
1.1674214856764896e-05,4.1908378768949336e-92
1.1676267542428077e-05,4.190837876843669e-92
1.1678320589016465e-05,4.190837876792395e-92
1.1680373996593523e-05,4.1908378767411116e-92
1.1682427765222725e-05,4.1908378766898206e-92
1.1684481894967554e-05,4.19083787663852e-92
1.1686536385891505e-05,4.1908378765872105e-92
1.1688591238058084e-05,4.190837876535892e-92
1.1690646451530811e-05,4.190837876484564e-92
1.1692702026373212e-05,4.190837876433228e-92
1.169475796264883e-05,4.190837876381882e-92
1.1696814260421214e-05,4.1908378763305264e-92
1.1698870919753925e-05,4.1908378762791625e-92
1.170092794071054e-05,4.1908378762277904e-92
1.1702985323354636e-05,4.190837876176408e-92
1.1705043067749818e-05,4.1908378761250175e-92
1.170710117395969e-05,4.190837876073618e-92
1.1709159642047868e-05,4.1908378760222086e-92
1.1711218472077982e-05,4.19083787597079e-92
1.1713277664113672e-05,4.190837875919363e-92
1.1715337218218593e-05,4.1908378758679274e-92
1.1717397134456403e-05,4.1908378758164823e-92
1.1719457412890783e-05,4.190837875765028e-92
1.172151805358541e-05,4.190837875713565e-92
1.1723579056603986e-05,4.190837875662093e-92
1.1725640422010216e-05,4.190837875610612e-92
1.1727702149867825e-05,4.190837875559121e-92
1.1729764240240532e-05,4.190837875507622e-92
1.1731826693192089e-05,4.1908378754561125e-92
1.173388950878624e-05,4.190837875404595e-92
1.1735952687086755e-05,4.190837875353069e-92
1.1738016228157407e-05,4.190837875301532e-92
1.174008013206198e-05,4.190837875249988e-92
1.1742144398864272e-05,4.1908378751984344e-92
1.1744209028628096e-05,4.1908378751468715e-92
1.1746274021417267e-05,4.190837875095299e-92
1.1748339377295616e-05,4.1908378750437185e-92
1.1750405096326988e-05,4.1908378749921284e-92
1.1752471178575235e-05,4.19083787494053e-92
1.1754537624104223e-05,4.1908378748889216e-92
1.1756604432977824e-05,4.190837874837304e-92
1.1758671605259932e-05,4.190837874785678e-92
1.1760739141014437e-05,4.190837874734043e-92
1.1762807040305254e-05,4.190837874682397e-92
1.1764875303196305e-05,4.190837874630744e-92
1.1766943929751517e-05,4.1908378745790804e-92
1.1769012920034836e-05,4.19083787452741e-92
1.1771082274110218e-05,4.190837874475729e-92
1.1773151992041629e-05,4.190837874424038e-92
1.1775222073893044e-05,4.190837874372339e-92
1.1777292519728452e-05,4.1908378743206304e-92
1.177936332961185e-05,4.190837874268915e-92
1.1781434503607254e-05,4.190837874217188e-92
1.1783506041778683e-05,4.1908378741654526e-92
1.178557794419017e-05,4.190837874113707e-92
1.1787650210905758e-05,4.190837874061954e-92
1.178972284198951e-05,4.190837874010192e-92
1.1791795837505486e-05,4.1908378739584204e-92
1.1793869197517767e-05,4.190837873906639e-92
1.179594292209044e-05,4.190837873854849e-92
1.1798017011287611e-05,4.19083787380305e-92
1.180009146517339e-05,4.190837873751242e-92
1.1802166283811898e-05,4.190837873699424e-92
1.180424146726727e-05,4.190837873647598e-92
1.1806317015603657e-05,4.190837873595762e-92
1.1808392928885212e-05,4.190837873543918e-92
1.1810469207176105e-05,4.190837873492064e-92
1.1812545850540515e-05,4.1908378734402e-92
1.1814622859042633e-05,4.190837873388329e-92
1.1816700232746663e-05,4.190837873336447e-92
1.1818777971716817e-05,4.190837873284557e-92
1.182085607601732e-05,4.1908378732326576e-92
1.182293454571241e-05,4.1908378731807487e-92
1.1825013380866334e-05,4.190837873128832e-92
1.182709258154335e-05,4.190837873076905e-92
1.1829172147807727e-05,4.190837873024968e-92
1.183125207972375e-05,4.1908378729730236e-92
1.183333237735571e-05,4.1908378729210697e-92
1.1835413040767908e-05,4.190837872869107e-92
1.1837494070024666e-05,4.190837872817134e-92
1.1839575465190307e-05,4.190837872765153e-92
1.1841657226329168e-05,4.190837872713162e-92
1.18437393535056e-05,4.190837872661162e-92
1.1845821846783964e-05,4.1908378726091526e-92
1.184790470622863e-05,4.190837872557135e-92
1.1849987931903983e-05,4.190837872505107e-92
1.1852071523874415e-05,4.190837872453071e-92
1.1854155482204337e-05,4.1908378724010256e-92
1.185623980695816e-05,4.190837872348971e-92
1.185832449820032e-05,4.1908378722969066e-92
1.186040955599525e-05,4.190837872244834e-92
1.1862494980407405e-05,4.190837872192751e-92
1.1864580771501242e-05,4.1908378721406606e-92
1.1866666929341244e-05,4.1908378720885595e-92
1.1868753453991893e-05,4.19083787203645e-92
1.1870840345517681e-05,4.190837871984331e-92
1.187292760398312e-05,4.190837871932204e-92
1.187501522945273e-05,4.1908378718800666e-92
1.1877103221991039e-05,4.19083787182792e-92
1.1879191581662589e-05,4.1908378717757636e-92
1.1881280308531934e-05,4.190837871723599e-92
1.188336940266364e-05,4.190837871671425e-92
1.1885458864122283e-05,4.190837871619244e-92
1.1887548692972447e-05,4.19083787156705e-92
1.1889638889278737e-05,4.19083787151485e-92
1.1891729453105753e-05,4.190837871462639e-92
1.1893820384518129e-05,4.1908378714104184e-92
1.1895911683580489e-05,4.19083787135819e-92
1.1898003350357477e-05,4.190837871305951e-92
1.1900095384913753e-05,4.1908378712537044e-92
1.190218778731398e-05,4.190837871201447e-92
1.1904280557622842e-05,4.190837871149183e-92
1.1906373695905023e-05,4.190837871096907e-92
1.1908467202225226e-05,4.1908378710446235e-92
1.1910561076648163e-05,4.19083787099233e-92
1.1912655319238558e-05,4.190837870940027e-92
1.1914749930061148e-05,4.190837870887717e-92
1.1916844909180674e-05,4.190837870835396e-92
1.1918940256661901e-05,4.1908378707830656e-92
1.1921035972569594e-05,4.1908378707307254e-92
1.1923132056968534e-05,4.190837870678378e-92
1.1925228509923516e-05,4.190837870626021e-92
1.1927325331499338e-05,4.190837870573653e-92
1.1929422521760818e-05,4.1908378705212774e-92
1.1931520080772786e-05,4.1908378704688915e-92
1.1933618008600073e-05,4.1908378704164975e-92
1.193571630530753e-05,4.190837870364093e-92
1.1937814970960021e-05,4.190837870311681e-92
1.1939914005622416e-05,4.190837870259259e-92
1.1942013409359598e-05,4.190837870206826e-92
1.1944113182236459e-05,4.1908378701543856e-92
1.1946213324317909e-05,4.190837870101937e-92
1.1948313835668861e-05,4.190837870049477e-92
1.1950414716354249e-05,4.1908378699970094e-92
1.1952515966439013e-05,4.190837869944532e-92
1.1954617585988102e-05,4.1908378698920456e-92
1.1956719575066477e-05,4.1908378698395494e-92
1.195882193373912e-05,4.190837869787045e-92
1.1960924662071011e-05,4.19083786973453e-92
1.196302776012715e-05,4.190837869682006e-92
1.1965131227972544e-05,4.190837869629474e-92
1.1967235065672215e-05,4.190837869576932e-92
1.1969339273291195e-05,4.19083786952438e-92
1.1971443850894526e-05,4.19083786947182e-92
1.1973548798547261e-05,4.190837869419249e-92
1.197565411631447e-05,4.1908378693666706e-92
1.197775980426123e-05,4.190837869314082e-92
1.1979865862452626e-05,4.190837869261485e-92
1.1981972290953762e-05,4.1908378692088774e-92
1.1984079089829748e-05,4.190837869156262e-92
1.198618625914571e-05,4.190837869103636e-92
1.198829379896678e-05,4.1908378690510025e-92
1.1990401709358103e-05,4.190837868998359e-92
1.199250999038484e-05,4.1908378689457055e-92
1.1994618642112156e-05,4.1908378688930444e-92
1.1996727664605237e-05,4.190837868840371e-92
1.1998837057929273e-05,4.190837868787691e-92
1.2000946822149464e-05,4.190837868735e-92
1.2003056957331031e-05,4.190837868682301e-92
1.2005167463539195e-05,4.190837868629594e-92
1.2007278340839195e-05,4.1908378685768756e-92
1.2009389589296282e-05,4.1908378685241484e-92
1.2011501208975716e-05,4.190837868471411e-92
1.2013613199942771e-05,4.1908378684186654e-92
1.2015725562262726e-05,4.1908378683659103e-92
1.2017838296000882e-05,4.190837868313148e-92
1.2019951401222542e-05,4.190837868260373e-92
1.2022064877993026e-05,4.1908378682075905e-92
1.2024178726377662e-05,4.190837868154797e-92
1.2026292946441793e-05,4.190837868101996e-92
1.202840753825077e-05,4.190837868049185e-92
1.2030522501869958e-05,4.1908378679963664e-92
1.2032637837364735e-05,4.190837867943537e-92
1.2034753544800484e-05,4.190837867890698e-92
1.2036869624242604e-05,4.190837867837851e-92
1.203898607575651e-05,4.190837867784993e-92
1.204110289940762e-05,4.190837867732126e-92
1.2043220095261365e-05,4.190837867679251e-92
1.2045337663383193e-05,4.190837867626367e-92
1.204745560383856e-05,4.190837867573473e-92
1.2049573916692932e-05,4.1908378675205684e-92
1.2051692602011791e-05,4.190837867467656e-92
1.2053811659860622e-05,4.1908378674147325e-92
1.2055931090304936e-05,4.1908378673618023e-92
1.205805089341024e-05,4.190837867308861e-92
1.206017106924206e-05,4.190837867255912e-92
1.2062291617865934e-05,4.1908378672029525e-92
1.2064412539347413e-05,4.1908378671499835e-92
1.2066533833752049e-05,4.190837867097005e-92
1.2068655501145422e-05,4.1908378670440175e-92
1.2070777541593109e-05,4.1908378669910206e-92
1.2072899955160708e-05,4.190837866938015e-92
1.2075022741913823e-05,4.190837866885e-92
1.2077145901918073e-05,4.1908378668319745e-92
1.2079269435239086e-05,4.19083786677894e-92
1.20813933419425e-05,4.1908378667258975e-92
1.2083517622093972e-05,4.1908378666728454e-92
1.2085642275759164e-05,4.1908378666197844e-92
1.208776730300375e-05,4.190837866566711e-92
1.2089892703893416e-05,4.190837866513632e-92
1.2092018478493862e-05,4.1908378664605414e-92
1.2094144626870797e-05,4.190837866407443e-92
1.2096271149089946e-05,4.190837866354334e-92
1.2098398045217035e-05,4.1908378663012154e-92
1.2100525315317814e-05,4.190837866248089e-92
1.2102652959458035e-05,4.1908378661949524e-92
1.210478097770347e-05,4.1908378661418056e-92
1.2106909370119895e-05,4.190837866088651e-92
1.2109038136773103e-05,4.190837866035486e-92
1.2111167277728895e-05,4.190837865982311e-92
1.2113296793053085e-05,4.19083786592913e-92
1.2115426682811497e-05,4.190837865875935e-92
1.2117556947069973e-05,4.190837865822734e-92
1.2119687585894356e-05,4.190837865769522e-92
1.2121818599350509e-05,4.190837865716302e-92
1.2123949987504302e-05,4.190837865663072e-92
1.2126081750421618e-05,4.190837865609832e-92
1.2128213888168358e-05,4.1908378655565834e-92
1.2130346400810421e-05,4.190837865503325e-92
1.213247928841373e-05,4.190837865450058e-92
1.2134612551044211e-05,4.190837865396781e-92
1.2136746188767809e-05,4.190837865343494e-92
1.2138880201650473e-05,4.190837865290199e-92
1.2141014589758171e-05,4.190837865236893e-92
1.2143149353156875e-05,4.190837865183578e-92
1.214528449191258e-05,4.190837865130256e-92
1.2147420006091276e-05,4.190837865076921e-92
1.2149555895758982e-05,4.19083786502358e-92
1.2151692160981716e-05,4.1908378649702276e-92
1.215382880182551e-05,4.1908378649168655e-92
1.2155965818356418e-05,4.190837864863496e-92
1.2158103210640488e-05,4.190837864810115e-92
1.2160240978743794e-05,4.190837864756726e-92
1.2162379122732416e-05,4.1908378647033264e-92
1.2164517642672447e-05,4.1908378646499186e-92
1.216665653862999e-05,4.190837864596503e-92
1.2168795810671159e-05,4.1908378645430745e-92
1.2170935458862082e-05,4.1908378644896374e-92
1.2173075483268899e-05,4.1908378644361915e-92
1.2175215883957757e-05,4.190837864382737e-92
1.2177356660994821e-05,4.190837864329272e-92
1.2179497814446264e-05,4.1908378642757986e-92
1.218163934437827e-05,4.190837864222315e-92
1.2183781250857039e-05,4.190837864168822e-92
1.2185923533948775e-05,4.19083786411532e-92
1.2188066193719701e-05,4.190837864061808e-92
1.219020923023605e-05,4.190837864008287e-92
1.2192352643564062e-05,4.1908378639547566e-92
1.2194496433769993e-05,4.190837863901217e-92
1.219664060092011e-05,4.190837863847667e-92
1.2198785145080696e-05,4.190837863794108e-92
1.2200930066318032e-05,4.19083786374054e-92
1.2203075364698425e-05,4.1908378636869636e-92
1.2205221040288189e-05,4.190837863633376e-92
1.2207367093153647e-05,4.19083786357978e-92
1.2209513523361139e-05,4.190837863526174e-92
1.2211660330977009e-05,4.1908378634725593e-92
1.2213807516067617e-05,4.190837863418934e-92
1.2215955078699339e-05,4.1908378633652996e-92
1.2218103018938555e-05,4.190837863311657e-92
1.2220251336851659e-05,4.190837863258003e-92
1.222240003250506e-05,4.1908378632043406e-92
1.2224549105965179e-05,4.190837863150669e-92
1.2226698557298438e-05,4.1908378630969875e-92
1.2228848386571285e-05,4.1908378630432964e-92
1.2230998593850174e-05,4.190837862989597e-92
1.2233149179201565e-05,4.1908378629358874e-92
1.223530014269194e-05,4.190837862882169e-92
1.2237451484387783e-05,4.1908378628284404e-92
1.2239603204355601e-05,4.190837862774702e-92
1.2241755302661896e-05,4.190837862720955e-92
1.2243907779373198e-05,4.190837862667197e-92
1.2246060634556042e-05,4.1908378626134325e-92
1.2248213868276974e-05,4.190837862559657e-92
1.225036748060255e-05,4.190837862505871e-92
1.2252521471599347e-05,4.190837862452077e-92
1.2254675841333938e-05,4.190837862398272e-92
1.2256830589872924e-05,4.190837862344458e-92
1.225898571728291e-05,4.190837862290636e-92
1.2261141223630509e-05,4.1908378622368027e-92
1.226329710898235e-05,4.190837862182961e-92
1.2265453373405079e-05,4.1908378621291097e-92
1.2267610016965341e-05,4.1908378620752495e-92
1.226976703972981e-05,4.19083786202138e-92
1.2271924441765152e-05,4.1908378619675e-92
1.2274082223138057e-05,4.19083786191361e-92
1.2276240383915228e-05,4.1908378618597116e-92
1.2278398924163371e-05,4.190837861805803e-92
1.2280557843949212e-05,4.190837861751886e-92
1.2282717143339486e-05,4.190837861697958e-92
1.2284876822400935e-05,4.1908378616440224e-92
1.2287036881200321e-05,4.190837861590075e-92
1.2289197319804412e-05,4.1908378615361196e-92
1.2291358138279988e-05,4.1908378614821546e-92
1.2293519336693842e-05,4.19083786142818e-92
1.2295680915112783e-05,4.1908378613741965e-92
1.2297842873603626e-05,4.190837861320202e-92
1.2300005212233195e-05,4.1908378612662e-92
1.2302167931068333e-05,4.190837861212186e-92
1.2304331030175894e-05,4.190837861158164e-92
1.230649450962274e-05,4.1908378611041336e-92
1.2308658369475742e-05,4.190837861050092e-92
1.2310822609801795e-05,4.190837860996041e-92
1.2312987230667793e-05,4.1908378609419816e-92
1.2315152232140647e-05,4.1908378608879116e-92
1.2317317614287277e-05,4.190837860833833e-92
1.2319483377174625e-05,4.190837860779744e-92
1.232164952086963e-05,4.190837860725645e-92
1.232381604543925e-05,4.190837860671538e-92
1.2325982950950455e-05,4.1908378606174215e-92
1.2328150237470232e-05,4.190837860563294e-92
1.2330317905065564e-05,4.190837860509158e-92
1.2332485953803464e-05,4.190837860455012e-92
1.2334654383750945e-05,4.190837860400856e-92
1.2336823194975036e-05,4.190837860346692e-92
1.2338992387542776e-05,4.190837860292519e-92
1.234116196152122e-05,4.190837860238335e-92
1.234333191697743e-05,4.1908378601841404e-92
1.234550225397848e-05,4.190837860129938e-92
1.2347672972591459e-05,4.190837860075726e-92
1.2349844072883465e-05,4.190837860021503e-92
1.2352015554921612e-05,4.190837859967272e-92
1.2354187418773015e-05,4.1908378599130316e-92
1.235635966450482e-05,4.190837859858781e-92
1.2358532292184164e-05,4.1908378598045204e-92
1.2360705301878208e-05,4.190837859750251e-92
1.2362878693654122e-05,4.190837859695972e-92
1.236505246757909e-05,4.190837859641684e-92
1.2367226623720302e-05,4.1908378595873856e-92
1.2369401162144966e-05,4.1908378595330765e-92
1.2371576082920295e-05,4.19083785947876e-92
1.2373751386113522e-05,4.190837859424433e-92
1.237592707179189e-05,4.190837859370096e-92
1.2378103140022645e-05,4.19083785931575e-92
1.2380279590873055e-05,4.190837859261395e-92
1.2382456424410397e-05,4.19083785920703e-92
1.2384633640701959e-05,4.190837859152656e-92
1.2386811239815037e-05,4.1908378590982714e-92
1.238898922181695e-05,4.190837859043878e-92
1.2391167586775017e-05,4.190837858989474e-92
1.2393346334756573e-05,4.19083785893506e-92
1.2395525465828968e-05,4.1908378588806385e-92
1.2397704980059557e-05,4.1908378588262075e-92
1.2399884877515714e-05,4.1908378587717655e-92
1.2402065158264822e-05,4.190837858717314e-92
1.2404245822374275e-05,4.190837858662853e-92
1.240642686991148e-05,4.1908378586083825e-92
1.2408608300943854e-05,4.190837858553902e-92
1.241079011553883e-05,4.1908378584994135e-92
1.2412972313763846e-05,4.1908378584449137e-92
1.241515489568636e-05,4.190837858390405e-92
1.2417337861373833e-05,4.1908378583358874e-92
1.2419521210893751e-05,4.1908378582813596e-92
1.2421704944313593e-05,4.190837858226822e-92
1.242388906170087e-05,4.190837858172275e-92
1.2426073563123086e-05,4.1908378581177184e-92
1.2428258448647776e-05,4.190837858063152e-92
1.2430443718342467e-05,4.1908378580085756e-92
1.2432629372274717e-05,4.190837857953991e-92
1.2434815410512081e-05,4.1908378578993954e-92
1.2437001833122134e-05,4.190837857844792e-92
1.2439188640172458e-05,4.190837857790178e-92
1.2441375831730654e-05,4.1908378577355525e-92
1.2443563407864327e-05,4.1908378576809205e-92
1.2445751368641096e-05,4.190837857626277e-92
1.2447939714128599e-05,4.190837857571623e-92
1.2450128444394472e-05,4.190837857516963e-92
1.2452317559506374e-05,4.190837857462291e-92
1.2454507059531978e-05,4.19083785740761e-92
1.2456696944538955e-05,4.190837857352918e-92
1.2458887214595002e-05,4.190837857298217e-92
1.246107786976782e-05,4.190837857243508e-92
1.2463268910125127e-05,4.190837857188787e-92
1.2465460335734648e-05,4.1908378571340575e-92
1.2467652146664122e-05,4.19083785707932e-92
1.2469844342981302e-05,4.19083785702457e-92
1.2472036924753952e-05,4.190837856969811e-92
1.2474229892049842e-05,4.190837856915043e-92
1.2476423244936762e-05,4.190837856860265e-92
1.2478616983482511e-05,4.190837856805479e-92
1.2480811107754901e-05,4.190837856750682e-92
1.248300561782175e-05,4.1908378566958746e-92
1.2485200513750897e-05,4.190837856641059e-92
1.2487395795610185e-05,4.190837856586233e-92
1.2489591463467476e-05,4.190837856531397e-92
1.249178751739064e-05,4.190837856476553e-92
1.2493983957447554e-05,4.190837856421698e-92
1.2496180783706116e-05,4.190837856366834e-92
1.2498377996234234e-05,4.190837856311959e-92
1.2500575595099823e-05,4.1908378562570744e-92
1.2502773580370815e-05,4.190837856202183e-92
1.250497195211515e-05,4.190837856147279e-92
1.2507170710400784e-05,4.190837856092366e-92
1.250936985529568e-05,4.190837856037444e-92
1.2511569386867819e-05,4.190837855982512e-92
1.2513769305185187e-05,4.190837855927571e-92
1.2515969610315787e-05,4.190837855872619e-92
1.2518170302327637e-05,4.190837855817659e-92
1.252037138128876e-05,4.1908378557626885e-92
1.252257284726719e-05,4.190837855707707e-92
1.2524774700330979e-05,4.190837855652718e-92
1.252697694054819e-05,4.190837855597719e-92
1.2529179567986894e-05,4.1908378555427093e-92
1.253138258271518e-05,4.1908378554876904e-92
1.2533585984801139e-05,4.1908378554326605e-92
1.2535789774312888e-05,4.190837855377623e-92
1.2537993951318543e-05,4.190837855322574e-92
1.2540198515886242e-05,4.190837855267517e-92
1.2542403468084125e-05,4.190837855212449e-92
1.2544608807980353e-05,4.190837855157372e-92
1.254681453564309e-05,4.190837855102286e-92
1.2549020651140526e-05,4.190837855047189e-92
1.2551227154540848e-05,4.190837854992084e-92
1.2553434045912263e-05,4.190837854936968e-92
1.2555641325322988e-05,4.1908378548818426e-92
1.2557848992841253e-05,4.1908378548267065e-92
1.2560057048535299e-05,4.190837854771562e-92
1.2562265492473376e-05,4.1908378547164076e-92
1.2564474324723753e-05,4.1908378546612435e-92
1.2566683545354705e-05,4.190837854606069e-92
1.2568893154434525e-05,4.1908378545508854e-92
1.2571103152031512e-05,4.190837854495692e-92
1.2573313538213977e-05,4.19083785444049e-92
1.2575524313050249e-05,4.190837854385276e-92
1.257773547660866e-05,4.1908378543300546e-92
1.2579947028957568e-05,4.190837854274822e-92
1.2582158970165325e-05,4.19083785421958e-92
1.2584371300300309e-05,4.1908378541643294e-92
1.2586584019430906e-05,4.1908378541090665e-92
1.2588797127625513e-05,4.190837854053796e-92
1.2591010624952534e-05,4.190837853998515e-92
1.2593224511480399e-05,4.190837853943225e-92
1.2595438787277536e-05,4.190837853887925e-92
1.2597653452412392e-05,4.190837853832614e-92
1.2599868506953426e-05,4.1908378537772945e-92
1.2602083950969105e-05,4.190837853721966e-92
1.2604299784527914e-05,4.1908378536666264e-92
1.2606516007698341e-05,4.190837853611278e-92
1.2608732620548896e-05,4.190837853555919e-92
1.2610949623148096e-05,4.1908378535005516e-92
1.2613167015564472e-05,4.190837853445173e-92
1.2615384797866561e-05,4.1908378533897854e-92
1.2617602970122923e-05,4.190837853334388e-92
1.2619821532402122e-05,4.190837853278981e-92
1.2622040484772732e-05,4.190837853223562e-92
1.2624259827303348e-05,4.1908378531681364e-92
1.2626479560062572e-05,4.1908378531127005e-92
1.2628699683119015e-05,4.190837853057253e-92
1.2630920196541303e-05,4.190837853001798e-92
1.2633141100398076e-05,4.190837852946333e-92
1.2635362394757988e-05,4.190837852890858e-92
1.2637584079689697e-05,4.1908378528353724e-92
1.2639806155261878e-05,4.1908378527798766e-92
1.2642028621543217e-05,4.1908378527243725e-92
1.2644251478602414e-05,4.190837852668858e-92
1.264647472650818e-05,4.190837852613334e-92
1.264869836532924e-05,4.1908378525578e-92
1.2650922395134324e-05,4.1908378525022556e-92
1.2653146815992178e-05,4.190837852446702e-92
1.2655371627971568e-05,4.190837852391139e-92
1.265759683114126e-05,4.1908378523355656e-92
1.2659822425570041e-05,4.190837852279983e-92
1.2662048411326702e-05,4.19083785222439e-92
1.2664274788480056e-05,4.190837852168788e-92
1.2666501557098915e-05,4.1908378521131754e-92
1.2668728717252117e-05,4.190837852057554e-92
1.2670956269008502e-05,4.190837852001922e-92
1.2673184212436931e-05,4.1908378519462805e-92
1.2675412547606265e-05,4.190837851890629e-92
1.2677641274585387e-05,4.1908378518349685e-92
1.2679870393443192e-05,4.190837851779296e-92
1.2682099904248582e-05,4.1908378517236164e-92
1.2684329807070474e-05,4.190837851667926e-92
1.2686560101977795e-05,4.190837851612226e-92
1.2688790789039487e-05,4.190837851556515e-92
1.2691021868324503e-05,4.190837851500794e-92
1.2693253339901805e-05,4.190837851445066e-92
1.2695485203840376e-05,4.190837851389327e-92
1.2697717460209199e-05,4.190837851333578e-92
1.269995010907728e-05,4.1908378512778175e-92
1.270218315051363e-05,4.190837851222049e-92
1.2704416584587273e-05,4.1908378511662706e-92
1.270665041136725e-05,4.1908378511104824e-92
1.2708884630922609e-05,4.190837851054684e-92
1.2711119243322413e-05,4.1908378509988755e-92
1.2713354248635736e-05,4.190837850943058e-92
1.2715589646931661e-05,4.1908378508872305e-92
1.2717825438279293e-05,4.190837850831393e-92
1.2720061622747737e-05,4.1908378507755445e-92
1.2722298200406118e-05,4.190837850719688e-92
1.272453517132357e-05,4.190837850663821e-92
1.272677253556924e-05,4.190837850607944e-92
1.2729010293212288e-05,4.190837850552057e-92
1.2731248444321885e-05,4.190837850496161e-92
1.2733486988967213e-05,4.1908378504402544e-92
1.2735725927217473e-05,4.190837850384339e-92
1.2737965259141866e-05,4.1908378503284124e-92
1.2740204984809617e-05,4.190837850272478e-92
1.2742445104289954e-05,4.190837850216531e-92
1.2744685617652126e-05,4.190837850160576e-92
1.2746926524965384e-05,4.1908378501046106e-92
1.2749167826299002e-05,4.190837850048635e-92
1.2751409521722259e-05,4.190837849992651e-92
1.2753651611304444e-05,4.1908378499366556e-92
1.275589409511487e-05,4.1908378498806515e-92
1.275813697322285e-05,4.190837849824636e-92
1.276038024569771e-05,4.190837849768612e-92
1.2762623912608801e-05,4.190837849712577e-92
1.2764867974025468e-05,4.190837849656533e-92
1.2767112430017083e-05,4.190837849600479e-92
1.2769357280653024e-05,4.190837849544416e-92
1.2771602526002678e-05,4.190837849488342e-92
1.277384816613545e-05,4.190837849432258e-92
1.2776094201120755e-05,4.190837849376165e-92
1.2778340631028018e-05,4.190837849320062e-92
1.2780587455926685e-05,4.190837849263949e-92
1.27828346758862e-05,4.1908378492078264e-92
1.278508229097603e-05,4.190837849151693e-92
1.278733030126565e-05,4.1908378490955505e-92
1.2789578706824553e-05,4.1908378490393985e-92
1.2791827507722234e-05,4.190837848983236e-92
1.2794076704028206e-05,4.190837848927063e-92
1.2796326295811995e-05,4.1908378488708814e-92
1.2798576283143142e-05,4.190837848814689e-92
1.280082666609119e-05,4.190837848758486e-92
1.2803077444725704e-05,4.190837848702276e-92
1.2805328619116255e-05,4.1908378486460536e-92
1.2807580189332434e-05,4.190837848589822e-92
1.2809832155443837e-05,4.190837848533581e-92
1.2812084517520075e-05,4.190837848477329e-92
1.281433727563077e-05,4.190837848421068e-92
1.2816590429845556e-05,4.190837848364797e-92
1.281884398023408e-05,4.190837848308516e-92
1.2821097926866004e-05,4.190837848252225e-92
1.2823352269811e-05,4.1908378481959246e-92
1.2825607009138747e-05,4.190837848139614e-92
1.2827862144918949e-05,4.1908378480832924e-92
1.2830117677221308e-05,4.190837848026962e-92
1.283237360611555e-05,4.190837847970622e-92
1.2834629931671402e-05,4.1908378479142704e-92
1.2836886653958613e-05,4.190837847857911e-92
1.2839143773046942e-05,4.190837847801541e-92
1.2841401289006154e-05,4.1908378477451606e-92
1.2843659201906036e-05,4.1908378476887696e-92
1.284591751181638e-05,4.190837847632372e-92
1.2848176218806992e-05,4.1908378475759616e-92
1.2850435322947693e-05,4.190837847519541e-92
1.2852694824308315e-05,4.190837847463111e-92
1.2854954722958698e-05,4.1908378474066726e-92
1.28572150189687e-05,4.190837847350222e-92
1.2859475712408185e-05,4.190837847293764e-92
1.286173680334704e-05,4.1908378472372943e-92
1.2863998291855153e-05,4.190837847180814e-92
1.286626017800243e-05,4.1908378471243256e-92
