time_days,Nuclei:Th231 top 9
1.2293519336693842e-05,1.3277441069590678e-88
1.2295680915112783e-05,1.327744105073941e-88
1.2297842873603626e-05,1.3277441031884822e-88
1.2300005212233195e-05,1.3277441013026922e-88
1.2302167931068333e-05,1.3277440994165708e-88
1.2304331030175894e-05,1.3277440975301175e-88
1.230649450962274e-05,1.3277440956433325e-88
1.2308658369475742e-05,1.3277440937562156e-88
1.2310822609801795e-05,1.3277440918687679e-88
1.2312987230667793e-05,1.3277440899809874e-88
1.2315152232140647e-05,1.3277440880928747e-88
1.2317317614287277e-05,1.3277440862044307e-88
1.2319483377174625e-05,1.3277440843156544e-88
1.232164952086963e-05,1.327744082426546e-88
1.232381604543925e-05,1.3277440805371057e-88
1.2325982950950455e-05,1.327744078647333e-88
1.2328150237470232e-05,1.3277440767572277e-88
1.2330317905065564e-05,1.3277440748667905e-88
1.2332485953803464e-05,1.327744072976021e-88
1.2334654383750945e-05,1.3277440710849181e-88
1.2336823194975036e-05,1.3277440691934839e-88
1.2338992387542776e-05,1.3277440673017164e-88
1.234116196152122e-05,1.3277440654096168e-88
1.234333191697743e-05,1.3277440635171836e-88
1.234550225397848e-05,1.3277440616244185e-88
1.2347672972591459e-05,1.3277440597313202e-88
1.2349844072883465e-05,1.327744057837889e-88
1.2352015554921612e-05,1.3277440559441253e-88
1.2354187418773015e-05,1.327744054050028e-88
1.235635966450482e-05,1.3277440521555984e-88
1.2358532292184164e-05,1.3277440502608353e-88
1.2360705301878208e-05,1.327744048365739e-88
1.2362878693654122e-05,1.3277440464703096e-88
1.236505246757909e-05,1.3277440445745473e-88
1.2367226623720302e-05,1.327744042678451e-88
1.2369401162144966e-05,1.3277440407820214e-88
1.2371576082920295e-05,1.3277440388852586e-88
1.2373751386113522e-05,1.3277440369881624e-88
1.237592707179189e-05,1.3277440350907325e-88
1.2378103140022645e-05,1.3277440331929688e-88
1.2380279590873055e-05,1.3277440312948713e-88
1.2382456424410397e-05,1.3277440293964404e-88
1.2384633640701959e-05,1.327744027497676e-88
1.2386811239815037e-05,1.327744025598577e-88
1.238898922181695e-05,1.3277440236991447e-88
1.2391167586775017e-05,1.3277440217993783e-88
1.2393346334756573e-05,1.3277440198992773e-88
1.2395525465828968e-05,1.3277440179988428e-88
1.2397704980059557e-05,1.3277440160980743e-88
1.2399884877515714e-05,1.327744014196971e-88
1.2402065158264822e-05,1.3277440122955336e-88
1.2404245822374275e-05,1.327744010393762e-88
1.240642686991148e-05,1.3277440084916562e-88
1.2408608300943854e-05,1.3277440065892156e-88
1.241079011553883e-05,1.3277440046864407e-88
1.2412972313763846e-05,1.3277440027833307e-88
1.241515489568636e-05,1.3277440008798867e-88
1.2417337861373833e-05,1.327743998976108e-88
1.2419521210893751e-05,1.3277439970719944e-88
1.2421704944313593e-05,1.3277439951675458e-88
1.242388906170087e-05,1.327743993262763e-88
1.2426073563123086e-05,1.3277439913576448e-88
1.2428258448647776e-05,1.3277439894521916e-88
1.2430443718342467e-05,1.3277439875464033e-88
1.2432629372274717e-05,1.32774398564028e-88
1.2434815410512081e-05,1.3277439837338218e-88
1.2437001833122134e-05,1.327743981827028e-88
1.2439188640172458e-05,1.3277439799198995e-88
1.2441375831730654e-05,1.327743978012435e-88
1.2443563407864327e-05,1.3277439761046355e-88
1.2445751368641096e-05,1.3277439741965003e-88
1.2447939714128599e-05,1.3277439722880298e-88
1.2450128444394472e-05,1.3277439703792238e-88
1.2452317559506374e-05,1.3277439684700824e-88
1.2454507059531978e-05,1.3277439665606048e-88
1.2456696944538955e-05,1.3277439646507912e-88
1.2458887214595002e-05,1.3277439627406424e-88
1.246107786976782e-05,1.327743960830158e-88
1.2463268910125127e-05,1.327743958919337e-88
1.2465460335734648e-05,1.32774395700818e-88
1.2467652146664122e-05,1.3277439550966877e-88
1.2469844342981302e-05,1.3277439531848587e-88
1.2472036924753952e-05,1.3277439512726936e-88
1.2474229892049842e-05,1.3277439493601922e-88
1.2476423244936762e-05,1.3277439474473548e-88
1.2478616983482511e-05,1.327743945534181e-88
1.2480811107754901e-05,1.3277439436206707e-88
1.248300561782175e-05,1.3277439417068242e-88
1.2485200513750897e-05,1.327743939792641e-88
1.2487395795610185e-05,1.3277439378781212e-88
1.2489591463467476e-05,1.3277439359632646e-88
1.249178751739064e-05,1.3277439340480714e-88
1.2493983957447554e-05,1.3277439321325418e-88
1.2496180783706116e-05,1.3277439302166753e-88
1.2498377996234234e-05,1.3277439283004714e-88
1.2500575595099823e-05,1.3277439263839313e-88
1.2502773580370815e-05,1.3277439244670541e-88
1.250497195211515e-05,1.3277439225498393e-88
1.2507170710400784e-05,1.327743920632288e-88
1.250936985529568e-05,1.3277439187143992e-88
1.2511569386867819e-05,1.3277439167961733e-88
1.2513769305185187e-05,1.32774391487761e-88
1.2515969610315787e-05,1.3277439129587098e-88
1.2518170302327637e-05,1.3277439110394716e-88
1.252037138128876e-05,1.3277439091198962e-88
1.252257284726719e-05,1.327743907199983e-88
1.2524774700330979e-05,1.3277439052797326e-88
1.252697694054819e-05,1.3277439033591446e-88
1.2529179567986894e-05,1.3277439014382187e-88
1.253138258271518e-05,1.327743899516955e-88
1.2533585984801139e-05,1.3277438975953536e-88
1.2535789774312888e-05,1.3277438956734144e-88
1.2537993951318543e-05,1.327743893751137e-88
1.2540198515886242e-05,1.3277438918285218e-88
1.2542403468084125e-05,1.327743889905569e-88
1.2544608807980353e-05,1.3277438879822777e-88
1.254681453564309e-05,1.3277438860586478e-88
1.2549020651140526e-05,1.3277438841346802e-88
1.2551227154540848e-05,1.327743882210374e-88
1.2553434045912263e-05,1.32774388028573e-88
1.2555641325322988e-05,1.327743878360747e-88
1.2557848992841253e-05,1.3277438764354256e-88
1.2560057048535299e-05,1.3277438745097656e-88
1.2562265492473376e-05,1.3277438725837674e-88
1.2564474324723753e-05,1.32774387065743e-88
1.2566683545354705e-05,1.3277438687307544e-88
1.2568893154434525e-05,1.3277438668037398e-88
1.2571103152031512e-05,1.3277438648763866e-88
1.2573313538213977e-05,1.3277438629486945e-88
1.2575524313050249e-05,1.3277438610206634e-88
1.257773547660866e-05,1.327743859092293e-88
1.2579947028957568e-05,1.327743857163584e-88
1.2582158970165325e-05,1.3277438552345353e-88
1.2584371300300309e-05,1.3277438533051478e-88
1.2586584019430906e-05,1.3277438513754215e-88
1.2588797127625513e-05,1.327743849445355e-88
1.2591010624952534e-05,1.32774384751495e-88
1.2593224511480399e-05,1.3277438455842046e-88
1.2595438787277536e-05,1.3277438436531202e-88
1.2597653452412392e-05,1.327743841721696e-88
1.2599868506953426e-05,1.327743839789933e-88
1.2602083950969105e-05,1.3277438378578297e-88
1.2604299784527914e-05,1.327743835925387e-88
1.2606516007698341e-05,1.327743833992604e-88
1.2608732620548896e-05,1.3277438320594818e-88
1.2610949623148096e-05,1.3277438301260195e-88
1.2613167015564472e-05,1.327743828192217e-88
1.2615384797866561e-05,1.3277438262580746e-88
1.2617602970122923e-05,1.3277438243235919e-88
1.2619821532402122e-05,1.3277438223887695e-88
1.2622040484772732e-05,1.3277438204536065e-88
1.2624259827303348e-05,1.3277438185181033e-88
1.2626479560062572e-05,1.3277438165822605e-88
1.2628699683119015e-05,1.3277438146460767e-88
1.2630920196541303e-05,1.3277438127095527e-88
1.2633141100398076e-05,1.327743810772688e-88
1.2635362394757988e-05,1.3277438088354826e-88
1.2637584079689697e-05,1.3277438068979368e-88
1.2639806155261878e-05,1.3277438049600502e-88
1.2642028621543217e-05,1.327743803021823e-88
1.2644251478602414e-05,1.3277438010832546e-88
1.264647472650818e-05,1.3277437991443456e-88
1.264869836532924e-05,1.3277437972050962e-88
1.2650922395134324e-05,1.3277437952655052e-88
1.2653146815992178e-05,1.3277437933255732e-88
1.2655371627971568e-05,1.3277437913853004e-88
1.265759683114126e-05,1.3277437894446864e-88
1.2659822425570041e-05,1.327743787503731e-88
1.2662048411326702e-05,1.327743785562434e-88
1.2664274788480056e-05,1.3277437836207965e-88
1.2666501557098915e-05,1.3277437816788168e-88
1.2668728717252117e-05,1.327743779736496e-88
1.2670956269008502e-05,1.327743777793834e-88
1.2673184212436931e-05,1.3277437758508302e-88
1.2675412547606265e-05,1.3277437739074846e-88
1.2677641274585387e-05,1.327743771963797e-88
1.2679870393443192e-05,1.3277437700197684e-88
1.2682099904248582e-05,1.3277437680753975e-88
1.2684329807070474e-05,1.3277437661306848e-88
1.2686560101977795e-05,1.32774376418563e-88
1.2688790789039487e-05,1.3277437622402337e-88
1.2691021868324503e-05,1.327743760294495e-88
1.2693253339901805e-05,1.327743758348414e-88
1.2695485203840376e-05,1.3277437564019914e-88
1.2697717460209199e-05,1.327743754455226e-88
1.269995010907728e-05,1.3277437525081183e-88
1.270218315051363e-05,1.3277437505606684e-88
1.2704416584587273e-05,1.3277437486128764e-88
1.270665041136725e-05,1.3277437466647414e-88
1.2708884630922609e-05,1.327743744716264e-88
1.2711119243322413e-05,1.327743742767444e-88
1.2713354248635736e-05,1.327743740818282e-88
1.2715589646931661e-05,1.3277437388687763e-88
1.2717825438279293e-05,1.327743736918928e-88
1.2720061622747737e-05,1.3277437349687376e-88
1.2722298200406118e-05,1.327743733018204e-88
1.272453517132357e-05,1.3277437310673273e-88
1.272677253556924e-05,1.3277437291161075e-88
1.2729010293212288e-05,1.3277437271645441e-88
1.2731248444321885e-05,1.3277437252126378e-88
1.2733486988967213e-05,1.3277437232603892e-88
1.2735725927217473e-05,1.3277437213077964e-88
1.2737965259141866e-05,1.3277437193548612e-88
1.2740204984809617e-05,1.3277437174015817e-88
1.2742445104289954e-05,1.3277437154479593e-88
1.2744685617652126e-05,1.327743713493993e-88
1.2746926524965384e-05,1.3277437115396833e-88
1.2749167826299002e-05,1.32774370958503e-88
1.2751409521722259e-05,1.327743707630033e-88
1.2753651611304444e-05,1.327743705674692e-88
1.275589409511487e-05,1.3277437037190075e-88
1.275813697322285e-05,1.3277437017629793e-88
1.276038024569771e-05,1.3277436998066068e-88
1.2762623912608801e-05,1.3277436978498906e-88
1.2764867974025468e-05,1.3277436958928302e-88
1.2767112430017083e-05,1.3277436939354258e-88
1.2769357280653024e-05,1.327743691977677e-88
1.2771602526002678e-05,1.3277436900195845e-88
1.277384816613545e-05,1.327743688061147e-88
1.2776094201120755e-05,1.3277436861023655e-88
1.2778340631028018e-05,1.3277436841432396e-88
1.2780587455926685e-05,1.327743682183769e-88
1.27828346758862e-05,1.3277436802239545e-88
1.278508229097603e-05,1.3277436782637948e-88
1.278733030126565e-05,1.32774367630329e-88
1.2789578706824553e-05,1.3277436743424417e-88
1.2791827507722234e-05,1.3277436723812478e-88
1.2794076704028206e-05,1.3277436704197092e-88
1.2796326295811995e-05,1.327743668457826e-88
1.2798576283143142e-05,1.3277436664955975e-88
1.280082666609119e-05,1.3277436645330242e-88
1.2803077444725704e-05,1.327743662570106e-88
1.2805328619116255e-05,1.327743660606842e-88
1.2807580189332434e-05,1.3277436586432336e-88
1.2809832155443837e-05,1.3277436566792796e-88
1.2812084517520075e-05,1.3277436547149802e-88
1.281433727563077e-05,1.3277436527503352e-88
1.2816590429845556e-05,1.3277436507853454e-88
1.281884398023408e-05,1.3277436488200096e-88
1.2821097926866004e-05,1.327743646854328e-88
1.2823352269811e-05,1.3277436448883015e-88
1.2825607009138747e-05,1.327743642921929e-88
1.2827862144918949e-05,1.3277436409552105e-88
1.2830117677221308e-05,1.3277436389881465e-88
1.283237360611555e-05,1.3277436370207362e-88
1.2834629931671402e-05,1.3277436350529804e-88
1.2836886653958613e-05,1.3277436330848786e-88
1.2839143773046942e-05,1.3277436311164302e-88
1.2841401289006154e-05,1.3277436291476367e-88
1.2843659201906036e-05,1.3277436271784963e-88
