time_days,Nuclei:Au199 top 20
1.182709258154335e-05,1.945786952941786e-90
1.1829172147807727e-05,1.9457869520281567e-90
1.183125207972375e-05,1.9457869511143658e-90
1.183333237735571e-05,1.945786950200415e-90
1.1835413040767908e-05,1.9457869492863033e-90
1.1837494070024666e-05,1.9457869483720306e-90
1.1839575465190307e-05,1.9457869474575976e-90
1.1841657226329168e-05,1.9457869465430038e-90
1.18437393535056e-05,1.9457869456282485e-90
1.1845821846783964e-05,1.9457869447133326e-90
1.184790470622863e-05,1.9457869437982561e-90
1.1849987931903983e-05,1.9457869428830186e-90
1.1852071523874415e-05,1.9457869419676204e-90
1.1854155482204337e-05,1.9457869410520609e-90
1.185623980695816e-05,1.9457869401363405e-90
1.185832449820032e-05,1.945786939220459e-90
1.186040955599525e-05,1.9457869383044168e-90
1.1862494980407405e-05,1.9457869373882132e-90
1.1864580771501242e-05,1.945786936471849e-90
1.1866666929341244e-05,1.945786935555323e-90
1.1868753453991893e-05,1.9457869346386363e-90
1.1870840345517681e-05,1.9457869337217883e-90
1.187292760398312e-05,1.9457869328047795e-90
1.187501522945273e-05,1.9457869318876087e-90
1.1877103221991039e-05,1.9457869309702772e-90
1.1879191581662589e-05,1.945786930052784e-90
1.1881280308531934e-05,1.9457869291351293e-90
1.188336940266364e-05,1.9457869282173137e-90
1.1885458864122283e-05,1.945786927299337e-90
1.1887548692972447e-05,1.945786926381198e-90
1.1889638889278737e-05,1.9457869254628987e-90
1.1891729453105753e-05,1.9457869245444375e-90
1.1893820384518129e-05,1.9457869236258138e-90
1.1895911683580489e-05,1.9457869227070298e-90
1.1898003350357477e-05,1.9457869217880837e-90
1.1900095384913753e-05,1.945786920868976e-90
1.190218778731398e-05,1.945786919949707e-90
1.1904280557622842e-05,1.9457869190302763e-90
1.1906373695905023e-05,1.945786918110684e-90
1.1908467202225226e-05,1.94578691719093e-90
1.1910561076648163e-05,1.9457869162710139e-90
1.1912655319238558e-05,1.9457869153509366e-90
1.1914749930061148e-05,1.945786914430697e-90
1.1916844909180674e-05,1.945786913510296e-90
1.1918940256661901e-05,1.945786912589733e-90
1.1921035972569594e-05,1.9457869116690078e-90
1.1923132056968534e-05,1.9457869107481215e-90
1.1925228509923516e-05,1.9457869098270723e-90
1.1927325331499338e-05,1.9457869089058618e-90
1.1929422521760818e-05,1.9457869079844894e-90
1.1931520080772786e-05,1.9457869070629547e-90
1.1933618008600073e-05,1.9457869061412576e-90
1.193571630530753e-05,1.9457869052193992e-90
1.1937814970960021e-05,1.9457869042973784e-90
1.1939914005622416e-05,1.9457869033751956e-90
1.1942013409359598e-05,1.94578690245285e-90
1.1944113182236459e-05,1.945786901530343e-90
1.1946213324317909e-05,1.9457869006076735e-90
1.1948313835668861e-05,1.945786899684842e-90
1.1950414716354249e-05,1.945786898761848e-90
1.1952515966439013e-05,1.9457868978386914e-90
1.1954617585988102e-05,1.9457868969153733e-90
1.1956719575066477e-05,1.9457868959918926e-90
1.195882193373912e-05,1.9457868950682492e-90
1.1960924662071011e-05,1.9457868941444433e-90
1.196302776012715e-05,1.9457868932204752e-90
1.1965131227972544e-05,1.9457868922963443e-90
1.1967235065672215e-05,1.9457868913720516e-90
1.1969339273291195e-05,1.9457868904475963e-90
1.1971443850894526e-05,1.9457868895229777e-90
1.1973548798547261e-05,1.945786888598197e-90
1.197565411631447e-05,1.9457868876732539e-90
1.197775980426123e-05,1.945786886748148e-90
1.1979865862452626e-05,1.9457868858228793e-90
1.1981972290953762e-05,1.945786884897448e-90
1.1984079089829748e-05,1.945786883971854e-90
1.198618625914571e-05,1.9457868830460974e-90
1.198829379896678e-05,1.9457868821201775e-90
1.1990401709358103e-05,1.9457868811940952e-90
1.199250999038484e-05,1.9457868802678496e-90
1.1994618642112156e-05,1.9457868793414422e-90
1.1996727664605237e-05,1.945786878414871e-90
1.1998837057929273e-05,1.9457868774881372e-90
1.2000946822149464e-05,1.9457868765612404e-90
1.2003056957331031e-05,1.9457868756341806e-90
1.2005167463539195e-05,1.9457868747069583e-90
1.2007278340839195e-05,1.9457868737795718e-90
1.2009389589296282e-05,1.9457868728520232e-90
1.2011501208975716e-05,1.9457868719243106e-90
1.2013613199942771e-05,1.945786870996436e-90
1.2015725562262726e-05,1.945786870068398e-90
1.2017838296000882e-05,1.9457868691401965e-90
1.2019951401222542e-05,1.9457868682118318e-90
1.2022064877993026e-05,1.9457868672833041e-90
1.2024178726377662e-05,1.9457868663546127e-90
1.2026292946441793e-05,1.945786865425758e-90
1.202840753825077e-05,1.9457868644967404e-90
1.2030522501869958e-05,1.9457868635675594e-90
1.2032637837364735e-05,1.9457868626382152e-90
1.2034753544800484e-05,1.9457868617087074e-90
1.2036869624242604e-05,1.9457868607790358e-90
1.203898607575651e-05,1.945786859849201e-90
1.204110289940762e-05,1.9457868589192027e-90
1.2043220095261365e-05,1.9457868579890413e-90
1.2045337663383193e-05,1.9457868570587159e-90
1.204745560383856e-05,1.945786856128227e-90
1.2049573916692932e-05,1.9457868551975746e-90
1.2051692602011791e-05,1.945786854266758e-90
1.2053811659860622e-05,1.9457868533357784e-90
1.2055931090304936e-05,1.9457868524046346e-90
1.205805089341024e-05,1.945786851473328e-90
1.206017106924206e-05,1.9457868505418567e-90
1.2062291617865934e-05,1.9457868496102217e-90
1.2064412539347413e-05,1.9457868486784233e-90
1.2066533833752049e-05,1.9457868477464607e-90
1.2068655501145422e-05,1.9457868468143345e-90
1.2070777541593109e-05,1.9457868458820444e-90
1.2072899955160708e-05,1.94578684494959e-90
1.2075022741913823e-05,1.9457868440169722e-90
1.2077145901918073e-05,1.9457868430841901e-90
1.2079269435239086e-05,1.9457868421512438e-90
1.20813933419425e-05,1.9457868412181338e-90
1.2083517622093972e-05,1.9457868402848597e-90
1.2085642275759164e-05,1.945786839351422e-90
1.208776730300375e-05,1.945786838417819e-90
1.2089892703893416e-05,1.945786837484053e-90
1.2092018478493862e-05,1.945786836550122e-90
1.2094144626870797e-05,1.9457868356160271e-90
1.2096271149089946e-05,1.945786834681768e-90
1.2098398045217035e-05,1.945786833747344e-90
1.2100525315317814e-05,1.9457868328127568e-90
1.2102652959458035e-05,1.945786831878005e-90
1.210478097770347e-05,1.9457868309430882e-90
1.2106909370119895e-05,1.9457868300080072e-90
1.2109038136773103e-05,1.945786829072762e-90
1.2111167277728895e-05,1.9457868281373525e-90
1.2113296793053085e-05,1.9457868272017783e-90
1.2115426682811497e-05,1.9457868262660394e-90
1.2117556947069973e-05,1.9457868253301365e-90
1.2119687585894356e-05,1.9457868243940688e-90
1.2121818599350509e-05,1.9457868234578364e-90
1.2123949987504302e-05,1.9457868225214393e-90
1.2126081750421618e-05,1.9457868215848778e-90
1.2128213888168358e-05,1.9457868206481513e-90
1.2130346400810421e-05,1.9457868197112604e-90
1.213247928841373e-05,1.9457868187742049e-90
1.2134612551044211e-05,1.9457868178369846e-90
1.2136746188767809e-05,1.945786816899599e-90
1.2138880201650473e-05,1.9457868159620488e-90
1.2141014589758171e-05,1.945786815024334e-90
1.2143149353156875e-05,1.9457868140864536e-90
1.214528449191258e-05,1.9457868131484095e-90
1.2147420006091276e-05,1.9457868122101996e-90
1.2149555895758982e-05,1.945786811271825e-90
1.2151692160981716e-05,1.9457868103332855e-90
1.215382880182551e-05,1.9457868093945807e-90
1.2155965818356418e-05,1.9457868084557108e-90
1.2158103210640488e-05,1.945786807516676e-90
1.2160240978743794e-05,1.9457868065774761e-90
1.2162379122732416e-05,1.9457868056381108e-90
1.2164517642672447e-05,1.9457868046985814e-90
1.216665653862999e-05,1.9457868037588856e-90
1.2168795810671159e-05,1.9457868028190248e-90
1.2170935458862082e-05,1.9457868018789991e-90
1.2173075483268899e-05,1.9457868009388074e-90
1.2175215883957757e-05,1.9457867999984515e-90
1.2177356660994821e-05,1.9457867990579294e-90
1.2179497814446264e-05,1.9457867981172426e-90
1.218163934437827e-05,1.9457867971763896e-90
1.2183781250857039e-05,1.945786796235372e-90
1.2185923533948775e-05,1.945786795294188e-90
1.2188066193719701e-05,1.9457867943528392e-90
1.219020923023605e-05,1.9457867934113245e-90
1.2192352643564062e-05,1.9457867924696446e-90
1.2194496433769993e-05,1.9457867915277986e-90
1.219664060092011e-05,1.9457867905857874e-90
1.2198785145080696e-05,1.945786789643611e-90
1.2200930066318032e-05,1.9457867887012683e-90
1.2203075364698425e-05,1.9457867877587604e-90
1.2205221040288189e-05,1.945786786816086e-90
1.2207367093153647e-05,1.9457867858732463e-90
1.2209513523361139e-05,1.9457867849302407e-90
1.2211660330977009e-05,1.9457867839870697e-90
1.2213807516067617e-05,1.9457867830437327e-90
1.2215955078699339e-05,1.9457867821002298e-90
1.2218103018938555e-05,1.9457867811565604e-90
1.2220251336851659e-05,1.9457867802127258e-90
1.222240003250506e-05,1.9457867792687254e-90
1.2224549105965179e-05,1.9457867783245583e-90
1.2226698557298438e-05,1.9457867773802255e-90
1.2228848386571285e-05,1.9457867764357268e-90
1.2230998593850174e-05,1.9457867754910617e-90
1.2233149179201565e-05,1.9457867745462314e-90
1.223530014269194e-05,1.9457867736012339e-90
1.2237451484387783e-05,1.9457867726560707e-90
1.2239603204355601e-05,1.9457867717107413e-90
1.2241755302661896e-05,1.945786770765245e-90
1.2243907779373198e-05,1.9457867698195835e-90
1.2246060634556042e-05,1.9457867688737555e-90
1.2248213868276974e-05,1.9457867679277606e-90
1.225036748060255e-05,1.9457867669815996e-90
1.2252521471599347e-05,1.945786766035273e-90
1.2254675841333938e-05,1.945786765088779e-90
1.2256830589872924e-05,1.9457867641421192e-90
1.225898571728291e-05,1.945786763195293e-90
1.2261141223630509e-05,1.9457867622482998e-90
1.226329710898235e-05,1.9457867613011401e-90
1.2265453373405079e-05,1.9457867603538138e-90
1.2267610016965341e-05,1.9457867594063219e-90
1.226976703972981e-05,1.9457867584586627e-90
1.2271924441765152e-05,1.9457867575108372e-90
1.2274082223138057e-05,1.9457867565628445e-90
1.2276240383915228e-05,1.9457867556146858e-90
1.2278398924163371e-05,1.9457867546663596e-90
1.2280557843949212e-05,1.9457867537178672e-90
1.2282717143339486e-05,1.9457867527692078e-90
1.2284876822400935e-05,1.9457867518203814e-90
1.2287036881200321e-05,1.9457867508713887e-90
1.2289197319804412e-05,1.9457867499222287e-90
1.2291358138279988e-05,1.9457867489729018e-90
1.2293519336693842e-05,1.9457867480234085e-90
1.2295680915112783e-05,1.9457867470737474e-90
1.2297842873603626e-05,1.9457867461239197e-90
1.2300005212233195e-05,1.9457867451739257e-90
1.2302167931068333e-05,1.945786744223764e-90
1.2304331030175894e-05,1.945786743273435e-90
1.230649450962274e-05,1.9457867423229394e-90
1.2308658369475742e-05,1.9457867413722763e-90
1.2310822609801795e-05,1.9457867404214465e-90
1.2312987230667793e-05,1.9457867394704492e-90
1.2315152232140647e-05,1.9457867385192842e-90
1.2317317614287277e-05,1.9457867375679531e-90
1.2319483377174625e-05,1.9457867366164538e-90
1.232164952086963e-05,1.9457867356647874e-90
1.232381604543925e-05,1.945786734712954e-90
1.2325982950950455e-05,1.9457867337609528e-90
1.2328150237470232e-05,1.9457867328087844e-90
1.2330317905065564e-05,1.9457867318564487e-90
1.2332485953803464e-05,1.9457867309039456e-90
1.2334654383750945e-05,1.9457867299512747e-90
1.2336823194975036e-05,1.9457867289984363e-90
1.2338992387542776e-05,1.945786728045431e-90
1.234116196152122e-05,1.9457867270922573e-90
1.234333191697743e-05,1.945786726138916e-90
1.234550225397848e-05,1.945786725185408e-90
1.2347672972591459e-05,1.9457867242317312e-90
1.2349844072883465e-05,1.9457867232778874e-90
1.2352015554921612e-05,1.9457867223238761e-90
1.2354187418773015e-05,1.9457867213696964e-90
1.235635966450482e-05,1.9457867204153494e-90
1.2358532292184164e-05,1.9457867194608345e-90
1.2360705301878208e-05,1.9457867185061518e-90
1.2362878693654122e-05,1.9457867175513008e-90
1.236505246757909e-05,1.945786716596283e-90
1.2367226623720302e-05,1.9457867156410958e-90
1.2369401162144966e-05,1.9457867146857414e-90
1.2371576082920295e-05,1.9457867137302193e-90
1.2373751386113522e-05,1.9457867127745285e-90
1.237592707179189e-05,1.94578671181867e-90
1.2378103140022645e-05,1.945786710862644e-90
1.2380279590873055e-05,1.9457867099064494e-90
1.2382456424410397e-05,1.945786708950086e-90
1.2384633640701959e-05,1.945786707993556e-90
1.2386811239815037e-05,1.9457867070368562e-90
1.238898922181695e-05,1.945786706079989e-90
1.2391167586775017e-05,1.945786705122954e-90
1.2393346334756573e-05,1.9457867041657496e-90
1.2395525465828968e-05,1.9457867032083778e-90
1.2397704980059557e-05,1.9457867022508376e-90
1.2399884877515714e-05,1.9457867012931285e-90
1.2402065158264822e-05,1.9457867003352511e-90
1.2404245822374275e-05,1.9457866993772057e-90
1.240642686991148e-05,1.9457866984189919e-90
1.2408608300943854e-05,1.9457866974606087e-90
1.241079011553883e-05,1.945786696502058e-90
1.2412972313763846e-05,1.9457866955433383e-90
1.241515489568636e-05,1.94578669458445e-90
1.2417337861373833e-05,1.9457866936253934e-90
1.2419521210893751e-05,1.9457866926661678e-90
1.2421704944313593e-05,1.9457866917067737e-90
1.242388906170087e-05,1.9457866907472111e-90
1.2426073563123086e-05,1.9457866897874796e-90
1.2428258448647776e-05,1.9457866888275793e-90
1.2430443718342467e-05,1.94578668786751e-90
1.2432629372274717e-05,1.9457866869072725e-90
1.2434815410512081e-05,1.9457866859468657e-90
1.2437001833122134e-05,1.94578668498629e-90
1.2439188640172458e-05,1.9457866840255459e-90
1.2441375831730654e-05,1.945786683064632e-90
1.2443563407864327e-05,1.94578668210355e-90
1.2445751368641096e-05,1.9457866811422984e-90
1.2447939714128599e-05,1.945786680180878e-90
1.2450128444394472e-05,1.945786679219289e-90
1.2452317559506374e-05,1.9457866782575308e-90
1.2454507059531978e-05,1.945786677295603e-90
1.2456696944538955e-05,1.9457866763335065e-90
1.2458887214595002e-05,1.9457866753712402e-90
1.246107786976782e-05,1.9457866744088054e-90
1.2463268910125127e-05,1.945786673446201e-90
1.2465460335734648e-05,1.9457866724834275e-90
1.2467652146664122e-05,1.945786671520485e-90
1.2469844342981302e-05,1.9457866705573727e-90
1.2472036924753952e-05,1.9457866695940913e-90
1.2474229892049842e-05,1.9457866686306401e-90
1.2476423244936762e-05,1.9457866676670195e-90
1.2478616983482511e-05,1.9457866667032306e-90
1.2480811107754901e-05,1.9457866657392708e-90
1.248300561782175e-05,1.9457866647751423e-90
1.2485200513750897e-05,1.9457866638108445e-90
1.2487395795610185e-05,1.9457866628463763e-90
1.2489591463467476e-05,1.945786661881739e-90
1.249178751739064e-05,1.9457866609169322e-90
1.2493983957447554e-05,1.9457866599519558e-90
1.2496180783706116e-05,1.9457866589868094e-90
1.2498377996234234e-05,1.945786658021493e-90
1.2500575595099823e-05,1.9457866570560077e-90
1.2502773580370815e-05,1.9457866560903526e-90
1.250497195211515e-05,1.9457866551245269e-90
1.2507170710400784e-05,1.9457866541585324e-90
1.250936985529568e-05,1.945786653192367e-90
1.2511569386867819e-05,1.9457866522260322e-90
1.2513769305185187e-05,1.9457866512595278e-90
1.2515969610315787e-05,1.945786650292853e-90
1.2518170302327637e-05,1.9457866493260087e-90
1.252037138128876e-05,1.9457866483589941e-90
1.252257284726719e-05,1.9457866473918093e-90
1.2524774700330979e-05,1.9457866464244547e-90
1.252697694054819e-05,1.9457866454569298e-90
1.2529179567986894e-05,1.9457866444892349e-90
1.253138258271518e-05,1.94578664352137e-90
1.2533585984801139e-05,1.9457866425533342e-90
1.2535789774312888e-05,1.9457866415851291e-90
1.2537993951318543e-05,1.9457866406167531e-90
1.2540198515886242e-05,1.9457866396482069e-90
1.2542403468084125e-05,1.9457866386794915e-90
1.2544608807980353e-05,1.9457866377106045e-90
1.254681453564309e-05,1.9457866367415476e-90
1.2549020651140526e-05,1.9457866357723203e-90
1.2551227154540848e-05,1.9457866348029225e-90
1.2553434045912263e-05,1.9457866338333542e-90
1.2555641325322988e-05,1.945786632863616e-90
1.2557848992841253e-05,1.9457866318937067e-90
1.2560057048535299e-05,1.9457866309236265e-90
1.2562265492473376e-05,1.9457866299533763e-90
1.2564474324723753e-05,1.9457866289829554e-90
1.2566683545354705e-05,1.945786628012364e-90
1.2568893154434525e-05,1.9457866270416015e-90
1.2571103152031512e-05,1.9457866260706687e-90
1.2573313538213977e-05,1.945786625099565e-90
1.2575524313050249e-05,1.9457866241282908e-90
1.257773547660866e-05,1.9457866231568457e-90
1.2579947028957568e-05,1.9457866221852301e-90
1.2582158970165325e-05,1.945786621213443e-90
1.2584371300300309e-05,1.9457866202414858e-90
1.2586584019430906e-05,1.9457866192693568e-90
1.2588797127625513e-05,1.9457866182970577e-90
1.2591010624952534e-05,1.9457866173245871e-90
1.2593224511480399e-05,1.945786616351946e-90
1.2595438787277536e-05,1.945786615379133e-90
1.2597653452412392e-05,1.9457866144061498e-90
1.2599868506953426e-05,1.945786613432995e-90
1.2602083950969105e-05,1.9457866124596694e-90
1.2604299784527914e-05,1.9457866114861725e-90
1.2606516007698341e-05,1.9457866105125043e-90
1.2608732620548896e-05,1.9457866095386655e-90
1.2610949623148096e-05,1.9457866085646549e-90
1.2613167015564472e-05,1.9457866075904733e-90
1.2615384797866561e-05,1.9457866066161207e-90
1.2617602970122923e-05,1.9457866056415962e-90
1.2619821532402122e-05,1.9457866046669004e-90
1.2622040484772732e-05,1.945786603692033e-90
1.2624259827303348e-05,1.945786602716995e-90
1.2626479560062572e-05,1.945786601741785e-90
1.2628699683119015e-05,1.9457866007664032e-90
1.2630920196541303e-05,1.9457865997908508e-90
1.2633141100398076e-05,1.9457865988151269e-90
1.2635362394757988e-05,1.9457865978392307e-90
1.2637584079689697e-05,1.9457865968631632e-90
1.2639806155261878e-05,1.9457865958869243e-90
1.2642028621543217e-05,1.9457865949105132e-90
1.2644251478602414e-05,1.9457865939339306e-90
1.264647472650818e-05,1.9457865929571763e-90
1.264869836532924e-05,1.9457865919802507e-90
1.2650922395134324e-05,1.9457865910031533e-90
1.2653146815992178e-05,1.9457865900258828e-90
1.2655371627971568e-05,1.945786589048442e-90
1.265759683114126e-05,1.9457865880708287e-90
1.2659822425570041e-05,1.9457865870930435e-90
1.2662048411326702e-05,1.9457865861150863e-90
1.2664274788480056e-05,1.9457865851369573e-90
1.2666501557098915e-05,1.9457865841586565e-90
1.2668728717252117e-05,1.9457865831801835e-90
1.2670956269008502e-05,1.9457865822015385e-90
1.2673184212436931e-05,1.9457865812227217e-90
1.2675412547606265e-05,1.9457865802437324e-90
1.2677641274585387e-05,1.9457865792645711e-90
1.2679870393443192e-05,1.9457865782852374e-90
1.2682099904248582e-05,1.9457865773057313e-90
1.2684329807070474e-05,1.9457865763260533e-90
1.2686560101977795e-05,1.9457865753462032e-90
1.2688790789039487e-05,1.9457865743661812e-90
1.2691021868324503e-05,1.9457865733859857e-90
1.2693253339901805e-05,1.9457865724056191e-90
1.2695485203840376e-05,1.9457865714250792e-90
1.2697717460209199e-05,1.9457865704443679e-90
1.269995010907728e-05,1.9457865694634833e-90
1.270218315051363e-05,1.9457865684824262e-90
1.2704416584587273e-05,1.945786567501197e-90
1.270665041136725e-05,1.945786566519795e-90
1.2708884630922609e-05,1.9457865655382206e-90
1.2711119243322413e-05,1.9457865645564735e-90
1.2713354248635736e-05,1.945786563574554e-90
1.2715589646931661e-05,1.9457865625924612e-90
1.2717825438279293e-05,1.9457865616101962e-90
1.2720061622747737e-05,1.9457865606277587e-90
1.2722298200406118e-05,1.9457865596451486e-90
1.272453517132357e-05,1.9457865586623653e-90
1.272677253556924e-05,1.9457865576794094e-90
1.2729010293212288e-05,1.9457865566962802e-90
1.2731248444321885e-05,1.9457865557129783e-90
1.2733486988967213e-05,1.945786554729504e-90
1.2735725927217473e-05,1.9457865537458564e-90
1.2737965259141866e-05,1.9457865527620363e-90
1.2740204984809617e-05,1.9457865517780427e-90
1.2742445104289954e-05,1.9457865507938764e-90
1.2744685617652126e-05,1.9457865498095368e-90
1.2746926524965384e-05,1.9457865488250239e-90
1.2749167826299002e-05,1.9457865478403385e-90
1.2751409521722259e-05,1.9457865468554792e-90
1.2753651611304444e-05,1.9457865458704474e-90
1.275589409511487e-05,1.9457865448852421e-90
1.275813697322285e-05,1.9457865438998637e-90
1.276038024569771e-05,1.945786542914312e-90
1.2762623912608801e-05,1.9457865419285868e-90
1.2764867974025468e-05,1.9457865409426886e-90
1.2767112430017083e-05,1.9457865399566174e-90
1.2769357280653024e-05,1.945786538970372e-90
1.2771602526002678e-05,1.945786537983953e-90
1.277384816613545e-05,1.9457865369973616e-90
1.2776094201120755e-05,1.945786536010596e-90
1.2778340631028018e-05,1.9457865350236576e-90
1.2780587455926685e-05,1.9457865340365452e-90
1.27828346758862e-05,1.9457865330492592e-90
1.278508229097603e-05,1.945786532061799e-90
1.278733030126565e-05,1.9457865310741658e-90
1.2789578706824553e-05,1.9457865300863592e-90
1.2791827507722234e-05,1.9457865290983785e-90
1.2794076704028206e-05,1.9457865281102246e-90
1.2796326295811995e-05,1.9457865271218966e-90
1.2798576283143142e-05,1.9457865261333945e-90
1.280082666609119e-05,1.9457865251447188e-90
1.2803077444725704e-05,1.94578652415587e-90
1.2805328619116255e-05,1.945786523166846e-90
1.2807580189332434e-05,1.9457865221776494e-90
1.2809832155443837e-05,1.9457865211882782e-90
1.2812084517520075e-05,1.9457865201987328e-90
1.281433727563077e-05,1.9457865192090139e-90
1.2816590429845556e-05,1.945786518219121e-90
1.281884398023408e-05,1.945786517229054e-90
1.2821097926866004e-05,1.9457865162388128e-90
1.2823352269811e-05,1.9457865152483974e-90
1.2825607009138747e-05,1.945786514257808e-90
1.2827862144918949e-05,1.945786513267044e-90
1.2830117677221308e-05,1.945786512276106e-90
1.283237360611555e-05,1.945786511284994e-90
1.2834629931671402e-05,1.9457865102937072e-90
1.2836886653958613e-05,1.945786509302247e-90
1.2839143773046942e-05,1.9457865083106118e-90
1.2841401289006154e-05,1.9457865073188026e-90
