time_days,Nuclei:Au199 top 20
4.569024654506895e-05,0.2114288709580609
4.5698280294248744e-05,0.21177315331656396
4.5706315456008475e-05,0.2121174962092344
4.5714352030596523e-05,0.21246189964671575
4.572239001826131e-05,0.21280636363965283
4.57304294192513e-05,0.2131508881986929
4.573847023381499e-05,0.21349547333448496
4.5746512462200935e-05,0.21384011905767963
4.5754556104657734e-05,0.21418482537892997
4.5762601161434014e-05,0.21452959230888993
4.5770647632778464e-05,0.21487899266998056
4.57786955189398e-05,0.21523472997941895
4.57867448201668e-05,0.21559052983711344
4.579479553670827e-05,0.21594639225406115
4.5802847668813065e-05,0.2163023172412615
4.5810901216730085e-05,0.2166583048097161
4.581895618070828e-05,0.21701435497042806
4.5827012560996636e-05,0.21737046773440238
4.583507035784417e-05,0.21772664311264617
4.5843129571499974e-05,0.21808288111616878
4.585119020221315e-05,0.21843918175598062
4.585925225023288e-05,0.21879554504309537
4.586731571580835e-05,0.21915197098852757
4.587538059918882e-05,0.2195084596032938
4.5883446900623584e-05,0.2198650108984133
4.5891514620361975e-05,0.22022162488490615
4.5899583758653384e-05,0.22057830157379554
4.590765431574722e-05,0.2209350409761055
4.591572629189297e-05,0.22129184310286282
4.592379968734014e-05,0.22164870796509595
4.593187450233828e-05,0.22200563557383515
4.5939950737136996e-05,0.22236262594011288
4.5948028391985934e-05,0.2227196790749631
4.5956107467134785e-05,0.2230767949894223
4.596418796283327e-05,0.22344190819298393
4.597226987933118e-05,0.22381013975158223
4.598035321687832e-05,0.22417843605525797
4.598843797572457e-05,0.22454679711539524
4.599652415611984e-05,0.2249152229433801
4.600461175831406e-05,0.2252837135505991
4.601270078255724e-05,0.22565226894844287
4.6020791229099414e-05,0.22602088914830265
4.602888309819067e-05,0.22638957416157252
4.6036976390081136e-05,0.22675832399964804
4.6045071105020984e-05,0.2271271386739269
4.605316724326043e-05,0.22749601819580856
4.606126480504973e-05,0.22786496257669528
4.6069363790639196e-05,0.22823397182799068
4.607746420027917e-05,0.2286030459611001
4.608556603422005e-05,0.22897218498743177
4.6093669292712256e-05,0.22934138891839503
4.610177397600628e-05,0.22971065776540195
4.6109880084352646e-05,0.23007999153986589
4.611798761800192e-05,0.23044939025320327
4.6126096577204714e-05,0.23081885391683107
4.613420696221169e-05,0.23118838254216975
4.614231877327353e-05,0.23155797614064078
4.6150432010641e-05,0.23193258737143418
4.615854667456488e-05,0.23231344578278285
4.6166662765296e-05,0.2326943711593464
4.617478028308524e-05,0.23307536351289873
4.6182899228183526e-05,0.23345642285521612
4.61910196008418e-05,0.23383754919807612
4.619914140131109e-05,0.2342187425532594
4.620726462984245e-05,0.2346000029325482
4.6215389286686976e-05,0.23498133034772714
4.6223515372095804e-05,0.23536272481058254
4.623164288632011e-05,0.23574418633290287
4.6239771829611144e-05,0.23612571492647882
4.624790220222018e-05,0.2365073106031032
4.625603400439851e-05,0.23688897337457077
4.6264167236397524e-05,0.2372707032526782
4.627230189846862e-05,0.2376525002492246
4.628043799086324e-05,0.23803436437601075
4.628857551383289e-05,0.2384162956448398
4.6296714467629094e-05,0.23879829406751707
4.630485485250345e-05,0.2391803596558494
4.6312996668707586e-05,0.23956249242164654
4.6321139916493165e-05,0.2399446923767196
4.6329284596111905e-05,0.24032695953288197
4.633743070781557e-05,0.24071563032580706
4.634557825185597e-05,0.24110931724111698
4.635372722848494e-05,0.2415030733772336
4.636187763795439e-05,0.24189689874632853
4.637002948051624e-05,0.24229079336057344
4.637818275642247e-05,0.24268475723214317
4.6386337465925124e-05,0.24307879037321553
4.639449360927625e-05,0.24347289279596923
4.6402651186727995e-05,0.24386706451258605
4.641081019853248e-05,0.24426130553524875
4.641897064494194e-05,0.24465561587614373
4.6427132526208596e-05,0.2450499955474579
4.643529584258476e-05,0.2454444445613823
4.644346059432277e-05,0.2458389629301084
4.645162678167498e-05,0.24623355066582983
4.645979440489385e-05,0.2466282077807435
4.6467963464231825e-05,0.24702293428704844
4.647613395994143e-05,0.24741773019694424
4.648430589227521e-05,0.24781259552263404
4.649247926148579e-05,0.24820753027632295
4.6500654067825805e-05,0.2486025344702181
4.6508830311547933e-05,0.24899760811652796
4.651700799290493e-05,0.2493932816640059
4.652518711214958e-05,0.24979993364632963
4.6533367669534686e-05,0.25020665712906354
4.6541549665313144e-05,0.25061345212478037
4.654973309973784e-05,0.2510203186460516
4.655791797306174e-05,0.2514272567054549
4.656610428553786e-05,0.2518342663155678
4.6574292037419236e-05,0.25224134748897015
4.658248122895896e-05,0.252648500238245
4.6590671860410174e-05,0.2530557245759771
4.6598863932026053e-05,0.25346302051475317
4.660705744405982e-05,0.253870388067162
4.661525239676475e-05,0.2542778272457954
4.6623448790394154e-05,0.25468533806324695
4.66316466252014e-05,0.2550929205321122
4.663984590143989e-05,0.25550057466498965
4.664804661936306e-05,0.2559083004744789
4.66562487792244e-05,0.25631609797318233
4.6664452381277464e-05,0.25672396717370477
4.667265742577582e-05,0.2571319080886531
4.668086391297311e-05,0.25753992073063653
4.668907184312299e-05,0.25794800511226634
4.669728121647918e-05,0.25835616124615574
4.6705492033295435e-05,0.2587745475686805
4.671370429382557e-05,0.25919444817151405
4.672191799832344e-05,0.25961442260421785
4.673013314704291e-05,0.2600344708797719
4.6738349740237936e-05,0.26045459301116014
4.674656777816251e-05,0.26087478901136824
4.675478726107064e-05,0.2612950588933835
4.676300818921642e-05,0.2617154026701971
4.6771230562853955e-05,0.26213582035480054
4.67794543822374e-05,0.2625563119601892
4.6787679647620976e-05,0.2629768774993593
4.6795906359258935e-05,0.2633975169853108
4.680413451740556e-05,0.26381823043104524
4.68123641223152e-05,0.2642390178495658
4.6820595174242236e-05,0.26465987925387946
4.6828827673441095e-05,0.2650808146569938
4.683706162016627e-05,0.2655018240719206
4.684529701467226e-05,0.2659229075116719
4.685353385721363e-05,0.26634406498926316
4.686177214804502e-05,0.2667652965177127
4.6870011887421044e-05,0.2671866021100397
4.6878253075596416e-05,0.26760831606385677
4.688649571282589e-05,0.2680415335087912
4.689473979936424e-05,0.2684748271250503
4.690298533546631e-05,0.26890819692602685
4.691123232138696e-05,0.269341642925115
4.6919480757381126e-05,0.2697751651357129
4.692773064370378e-05,0.27020876357122064
4.693598198060992e-05,0.2706424382450393
4.694423476835462e-05,0.27107618917057463
4.695248900719297e-05,0.27151001636123245
4.6960744697380114e-05,0.27194391983042204
4.696900183917126e-05,0.27237789959155567
4.6977260432821624e-05,0.27281195565804633
4.698552047858651e-05,0.27324608804331124
4.6993781976721225e-05,0.273680296760768
4.700204492748114e-05,0.2741145818238378
4.701030933112169e-05,0.2745489432459448
4.701857518789832e-05,0.2749833810405138
4.702684249806654e-05,0.2754178952209733
4.70351112618819e-05,0.2758524858007537
4.704338147960001e-05,0.2762871527932878
4.705165315147649e-05,0.2767218962120106
4.7059926277767024e-05,0.27716249945499605
4.7068200858727366e-05,0.27760932945488365
4.7076476894613265e-05,0.2780562380195437
4.708475438568056e-05,0.2785032251627904
4.709303333218513e-05,0.27895029089843976
4.710131373438284e-05,0.27939743524030913
4.7109595592529694e-05,0.27984465820222026
4.711787890688165e-05,0.2802919597979956
4.712616367769479e-05,0.2807393400414616
4.713444990522519e-05,0.28118679894644605
4.714273758972897e-05,0.2816343365267791
4.715102673146234e-05,0.28208195279629444
4.715931733068151e-05,0.28252964776882683
4.716760938764274e-05,0.2829774214582141
4.717590290260236e-05,0.28342527387829686
4.718419787581674e-05,0.28387320504291785
4.719249430754227e-05,0.2843212149659218
4.720079219803541e-05,0.2847693036611567
4.720909154755265e-05,0.2852174711424721
4.721739235635053e-05,0.2856657174237208
4.722569462468564e-05,0.28611404251875716
4.723399835281461e-05,0.28656519130920505
4.7242303540994124e-05,0.28702578074991203
4.7250610189480896e-05,0.28748645117466615
4.725891829853169e-05,0.2879472025977066
4.7267227868403325e-05,0.2884080350332747
4.727553889935267e-05,0.2888689484956151
4.7283851391636595e-05,0.2893299429989728
4.729216534551207e-05,0.28979101855759726
4.730048076123608e-05,0.29025217518574037
4.730879763906567e-05,0.2907134128976554
4.731711597925793e-05,0.2911747317075994
4.732543578206996e-05,0.2916361316298306
4.7333757047758956e-05,0.29209761267861045
4.734207977658213e-05,0.2925591748682034
4.7350403968796754e-05,0.29302081821287573
4.735872962466013e-05,0.29348254272689667
4.7367056744429606e-05,0.2939443484245366
4.7375385328362594e-05,0.29440623532007054
4.7383715376716534e-05,0.2948682034277745
4.739204688974892e-05,0.2953302527619279
4.7400379867717285e-05,0.29579238333681174
4.74087143108792e-05,0.2962575213560859
4.74170502194923e-05,0.2967320990919705
4.7425387593814256e-05,0.2972067602714159
4.74337264341028e-05,0.29768150490909334
4.7442066740615656e-05,0.29815633301967576
4.745040851361067e-05,0.29863124461784096
4.745875175334568e-05,0.2991062397182678
4.746709646007856e-05,0.29958131833563617
4.74754426340673e-05,0.30005648048463285
4.748379027556986e-05,0.3005317261799427
4.749213938484426e-05,0.30100705543625544
4.7500489962148615e-05,0.30148246826826397
4.7508842007741024e-05,0.3019579646906622
4.751719552187967e-05,0.30243354471814726
4.7525550504822754e-05,0.3029092083654184
4.753390695682856e-05,0.3033849556471793
4.754226487815538e-05,0.3038607865781336
4.755062426906156e-05,0.3043367011729886
4.755898512980551e-05,0.30481269944645567
4.7567347460645664e-05,0.30528878141324606
4.757571126184051e-05,0.30576494708807606
4.75840765336486e-05,0.3062474804570502
4.759244327632848e-05,0.30673628108964196
4.7600811490138797e-05,0.3072251676665562
4.760918117533822e-05,0.307714140202904
4.7617552332185456e-05,0.3082031987137986
4.762592496093928e-05,0.3086923432143571
4.7634299061858473e-05,0.3091815737196973
4.7642674635201926e-05,0.3096708902449422
4.76510516812285e-05,0.310160292805215
4.765943020019714e-05,0.3106497814156423
4.766781019236686e-05,0.3111393560913553
4.767619165799667e-05,0.31162901684748445
4.768457459734567e-05,0.31211876369916663
4.769295901067297e-05,0.3126085966615378
4.770134489823773e-05,0.3130985157497385
4.77097322602992e-05,0.3135885209789125
4.7718121097116614e-05,0.3140786123642048
4.7726511408949284e-05,0.3145687899207633
4.773490319605658e-05,0.31505905366374015
4.7743296458697875e-05,0.3155494036082868
4.775169119713264e-05,0.31603997307422493
4.7760087411620345e-05,0.31654314843949
4.776848510242053e-05,0.3170464122765358
4.777688426979277e-05,0.31754976460091816
4.778528491399671e-05,0.3180532054281951
4.779368703529201e-05,0.3185567347739275
4.780209063393839e-05,0.31906035265367894
4.7810495710195614e-05,0.3195640590830155
4.7818902264323485e-05,0.3200678540775066
4.7827310296581874e-05,0.32057173765272395
4.7835719807230664e-05,0.3210757098242417
4.7844130796529814e-05,0.32157977060763776
4.78525432647393e-05,0.3220839200184914
4.786095721211919e-05,0.3225881580723864
4.786937263892953e-05,0.3230924847849069
4.7877789545430475e-05,0.32359690017164194
4.78862079318822e-05,0.324101404248183
4.78946277985449e-05,0.3246059970301226
4.790304914567888e-05,0.3251106785330584
4.7911471973544424e-05,0.3256154487725888
4.79198962824019e-05,0.326120307764316
4.792832207251171e-05,0.32663482149691625
4.79367493441343e-05,0.327152703462058
4.794517809753018e-05,0.32767067648479004
4.7953608332959886e-05,0.32818874058112263
4.796204005068399e-05,0.32870689576706763
4.797047325096313e-05,0.32922514205864084
4.7978907934058e-05,0.32974347947186194
4.7987344100229315e-05,0.3302619080227511
4.799578174973783e-05,0.3307804277273323
4.8004220882844394e-05,0.3312990386016335
4.801266149980984e-05,0.3318177406616836
4.80211036008951e-05,0.3323365339235162
4.8029547186361106e-05,0.3328554184031652
4.803799225646887e-05,0.33337439411667
4.804643881147943e-05,0.3338934610800703
4.805488685165389e-05,0.3344126193094114
4.8063336377253367e-05,0.3349318688207385
4.807178738853906e-05,0.3354512096301025
4.808023988577221e-05,0.3359706417535554
4.808869386921406e-05,0.33649016520715147
4.8097149339125956e-05,0.33701884387625797
4.8105606295769254e-05,0.33755159035534005
4.811406473940538e-05,0.33808443050558723
4.8122524670295767e-05,0.338617364343468
4.813098608870195e-05,0.3391503918854561
4.813944899488546e-05,0.3396835131480256
4.814791338910791e-05,0.34021672814765547
4.8156379271630924e-05,0.34075003690082656
4.816484664271621e-05,0.3412834394240234
4.8173315502625484e-05,0.34181693573373234
4.818178585162054e-05,0.3423505258464433
4.81902576899632e-05,0.34288420977864925
4.8198731017915344e-05,0.343417987546846
4.8207205835738896e-05,0.3439518591675323
4.821568214369579e-05,0.3444858246572081
4.822415994204807e-05,0.345019884032379
4.823263923105778e-05,0.34555403730955214
4.824112001098701e-05,0.346088284505237
4.8249602282097945e-05,0.3466226256359476
4.8258086044652744e-05,0.3471570607181989
4.826657129891367e-05,0.34770285148858115
4.8275058045143014e-05,0.3482507143629745
4.828354628360309e-05,0.34879867356639344
4.829203601455629e-05,0.34934672911577574
4.8300527238265045e-05,0.3498948810280609
4.8309019954991816e-05,0.3504431293201919
4.831751416499913e-05,0.3509914740091146
4.832600986854955e-05,0.35153991511177785
4.8334507065905684e-05,0.3520884526451327
4.834300575733019e-05,0.35263708662613474
4.835150594308578e-05,0.3531858170717414
4.8360007623435186e-05,0.35373464399891325
4.836851079864121e-05,0.3542835674246144
4.83770154689667e-05,0.35483258736581036
4.8385521634674534e-05,0.35538170383947193
4.839402929602767e-05,0.3559309168625722
4.840253845328906e-05,0.3564802264520854
4.841104910672174e-05,0.35702963262499066
4.841956125658878e-05,0.35757913539826974
4.842807490315331e-05,0.35813144210401654
4.8436590046678484e-05,0.35869457971977464
4.8445106687427516e-05,0.35925781635026177
4.845362482566368e-05,0.35982115201288767
4.8462144461650254e-05,0.3603845867250643
4.8470665595650605e-05,0.3609481205042062
4.8479188227928125e-05,0.3615117533677323
4.848771235874626e-05,0.36207548533306355
4.849623798836849e-05,0.3626393164176241
4.850476511705837e-05,0.36320324663884246
4.851329374507946e-05,0.36376727601414804
4.8521823872695406e-05,0.36433140456097507
4.853035550016987e-05,0.3648956322967597
4.853888862776658e-05,0.36545995923894187
4.8547423255749305e-05,0.3660243854049643
4.855595938438186e-05,0.3665889108122729
4.856449701392809e-05,0.3671535354783164
4.8573036144651925e-05,0.36771825942054737
4.8581576776817314e-05,0.3682830826564207
4.859011891068824e-05,0.36884800520339356
4.859866254652877e-05,0.36942309856995426
4.860720768460297e-05,0.37000187002275875
4.861575432517499e-05,0.3705807432391329
4.862430246850903e-05,0.3711597182369705
4.86328521148693e-05,0.37173879503416585
4.8641403264520095e-05,0.37231797364861846
4.864995591772574e-05,0.37289725409822977
4.865851007475059e-05,0.37347663640090417
4.866706573585908e-05,0.3740561205745506
4.867562290131565e-05,0.37463570663707946
4.868418157138484e-05,0.37521539460640635
4.8692741746331193e-05,0.37579518450044797
4.870130342641932e-05,0.3763750763371255
4.870986661191385e-05,0.37695507013436236
4.871843130307951e-05,0.37753516591008585
4.872699750018102e-05,0.37811536368222587
4.873556520348317e-05,0.3786956634687154
4.874413441325082e-05,0.3792760652874922
4.8752705129748824e-05,0.37985656915649446
4.876127735324213e-05,0.38044343347260723
4.876985108399572e-05,0.3810380024677268
4.8778426322274594e-05,0.3816326760040409
4.878700306834383e-05,0.3822274540999306
4.879558132246855e-05,0.38282233677377986
4.880416108491391e-05,0.3834173240439758
4.881274235594512e-05,0.38401241592890883
4.882132513582744e-05,0.38460761244697306
4.882990942482617e-05,0.3852029136165652
4.8838495223206656e-05,0.3857983194560852
4.8847082531234303e-05,0.38639382998393695
4.885567134917455e-05,0.3869894452185267
4.8864261677292877e-05,0.38758516517826397
4.8872853515854824e-05,0.38818098988156224
4.888144686512597e-05,0.3887769193468377
4.8890041725371965e-05,0.3893729535925106
4.8898638096858465e-05,0.38996909263700297
4.890723597985119e-05,0.39056533649874076
4.891583537461591e-05,0.3911616851961529
4.8924436281418464e-05,0.39176284322240923
4.8933038700524685e-05,0.39237347780042475
4.8941642632200497e-05,0.3929842197443887
4.895024807671186e-05,0.393595069073178
4.895885503432477e-05,0.3942060258056732
4.8967463505305284e-05,0.3948170899607593
4.8976073489919486e-05,0.3954282615573222
4.8984684988433526e-05,0.39603954061425295
4.899329800111358e-05,0.39665092715044503
4.900191252822592e-05,0.39726242118479765
4.9010528570036806e-05,0.39787402273621
4.9019146126812554e-05,0.39848573182358565
4.9027765198819574e-05,0.3990975484658333
4.903638578632426e-05,0.3997094726818623
4.9045007889593115e-05,0.400321504490588
4.905363150889263e-05,0.4009336439109263
4.906225664448938e-05,0.401545890961798
4.907088329664998e-05,0.4021582456621278
4.9079511465641076e-05,0.40277070803084203
4.908814115172939e-05,0.40338868811441175
4.909677235518166e-05,0.4040156616367481
4.91054050762647e-05,0.40464274539785017
4.911403931524534e-05,0.40526993941709866
4.912267507239048e-05,0.4058972437138803
4.9131312347967065e-05,0.4065246583075844
4.913995114224207e-05,0.40715218321760377
4.9148591455482556e-05,0.40777981846333483
4.9157233287955574e-05,0.4084075640641764
4.916587663992826e-05,0.4090354200395317
4.917452151166779e-05,0.40966338640880723
4.918316790344139e-05,0.41029146319141263
4.9191815815516315e-05,0.41091965040676115
4.92004652481599e-05,0.4115479480742692
4.920911620163949e-05,0.4121763562133568
4.9217768676222506e-05,0.4128048748434479
4.9226422672176406e-05,0.413433503983969
4.9235078189768684e-05,0.4140622436543502
4.92437352292669e-05,0.41469109387402536
4.9252393790938655e-05,0.4153284348561428
4.926105387505157e-05,0.41597202600938166
4.9269715481873365e-05,0.41661573032320215
4.9278378611671763e-05,0.4172595478175009
4.928704326471457e-05,0.4179034785121778
4.929570944126958e-05,0.41854752242713406
4.930437714160472e-05,0.41919167958227904
4.931304636598788e-05,0.4198359499975204
4.9321717114687054e-05,0.4204803336927743
4.933038938797026e-05,0.42112483068795664
4.933906318610556e-05,0.42176944100298724
4.93477385093611e-05,0.42241416465779374
4.9356415358004996e-05,0.42305900167229993
4.936509373230548e-05,0.42370395206643824
4.937377363253081e-05,0.4243490158601442
4.938245505894929e-05,0.42499419307335584
4.9391138011829275e-05,0.4256394837260144
4.9399822491439166e-05,0.42628488783806584
4.9408508498047406e-05,0.42693040542945887
4.941719603192248e-05,0.4275896611724293
4.9425885093332923e-05,0.42825015397638366
4.9434575682547356e-05,0.4289107629126755
4.944326779983438e-05,0.429571488001722
4.9451961445462684e-05,0.4302323292639454
4.9460656619701005e-05,0.43089328671977223
4.946935332281813e-05,0.4315543603896328
4.947805155508286e-05,0.432215550293958
4.948675131676407e-05,0.43287685645318613
4.9495452608130695e-05,0.4335382788877569
4.9504155429451684e-05,0.4341998176181143
4.951285978099606e-05,0.43486147266470604
4.952156566303288e-05,0.4355232440479828
4.953027307583126e-05,0.4361851317883999
4.9538982019660345e-05,0.4368471359064155
4.954769249478932e-05,0.4375092564224898
4.9556404501487465e-05,0.43817149335708966
4.956511804002407e-05,0.4388338467306844
4.957383311066845e-05,0.43950249545735226
4.958254971369004e-05,0.44018006014257977
4.959126784935826e-05,0.4408577439618297
4.959998751794259e-05,0.4415355469360477
4.960870871971257e-05,0.4422134690861851
4.9617431454937786e-05,0.44289151043319475
4.962615572388786e-05,0.4435696709980349
4.963488152683247e-05,0.44424795080166635
4.964360886404133e-05,0.4449263498650535
4.9652337735784236e-05,0.4456048682091667
4.9661068142330975e-05,0.4462835058549761
4.966980008395143e-05,0.44696226282345886
4.967853356091552e-05,0.44764113913559456
4.9687268573493185e-05,0.4483201348123662
4.9696005121954456e-05,0.4489992498747614
4.9704743206569363e-05,0.44967848434376956
4.9713482827608044e-05,0.4503578382403872
4.972222398534062e-05,0.45103731158561083
4.973096668003731e-05,0.45171747178880856
4.973971091196833e-05,0.45241239695305474
4.9748456681403995e-05,0.4531074443037514
4.975720398861465e-05,0.45380261386238263
4.9765952833870665e-05,0.4544979056504339
4.977470321744249e-05,0.4551933196893973
4.97834551396006e-05,0.45588885600076656
4.979220860061552e-05,0.4565845146060394
4.9800963600757845e-05,0.45728029552671917
4.9809720140298194e-05,0.45797619878431134
4.9818478219507244e-05,0.4586722244003258
4.982723783865571e-05,0.4593683723962749
4.9835998998014364e-05,0.4600646427936769
4.984476169785402e-05,0.46076103561405235
4.9853525938445544e-05,0.4614575508789261
4.986229172005984e-05,0.4621541886098261
4.987105904296787e-05,0.4628509488282853
4.987982790744065e-05,0.46354783155583895
4.988859831374923e-05,0.4642448368140289
4.9897370262164706e-05,0.4649542147333524
4.990614375295823e-05,0.4656669194855003
4.991491878640101e-05,0.4663797495502172
4.992369536276428e-05,0.46709270494953586
4.9932473482319354e-05,0.46780578570549397
4.994125314533753e-05,0.4685189918401302
4.995003435209023e-05,0.4692323233754896
4.995881710284888e-05,0.4699457803336209
4.996760139788496e-05,0.47065936273657577
4.9976387237470006e-05,0.47137307060641054
4.99851746218756e-05,0.4720869039651853
4.999396355137336e-05,0.4728008628349639
5.000275402623497e-05,0.4735149472378139
5.001154604673215e-05,0.47422915719580727
5.002033961313667e-05,0.47494349273101855
5.0029134725720345e-05,0.4756579538655279
5.003793138475504e-05,0.4763725406214175
5.0046729590512674e-05,0.4770872530207758
5.005552934326521e-05,0.4778126696366271
5.006433064328465e-05,0.4785433308984866
5.0073133490843054e-05,0.4792741206301413
5.008193788621253e-05,0.48000503885417856
5.009074382966522e-05,0.4807360855931895
5.0099551321473334e-05,0.48146726086977126
5.0108360361909125e-05,0.48219856470652356
5.011717095124488e-05,0.48292999712605017
5.012598308975296e-05,0.48366155815095857
5.013479677770573e-05,0.4843932478038602
5.0143612015375645e-05,0.4851250661073712
5.0152428803035184e-05,0.48585701308411045
5.0161247140956906e-05,0.4865890887567034
5.017006702941337e-05,0.4873212931477761
5.017888846867721e-05,0.4880536262799608
5.018771145902112e-05,0.48878608817589275
5.019653600071781e-05,0.4895186788582117
5.020536209404008e-05,0.4902513983495624
5.0214189739260725e-05,0.4909950271052131
5.022301893665264e-05,0.49174394924259107
5.0231849686488724e-05,0.49249300306050403
5.024068198904197e-05,0.4932421885821056
5.024951584458537e-05,0.4939915058305519
5.025835125339199e-05,0.4947409548290027
5.0267188215734954e-05,0.4954905356006239
5.0276026731887406e-05,0.496240248168583
5.028486680212257e-05,0.49699009255605436
5.02937084267137e-05,0.4977400687862138
5.030255160593408e-05,0.4984901768822413
5.031139634005708e-05,0.4992404168673243
5.0320242629356106e-05,0.4999907887646509
5.0329090474104586e-05,0.5007412925974128
5.033793987457602e-05,0.5014919283888086
5.034679083104394e-05,0.5022426961620389
5.0355643343781976e-05,0.5029935959403103
5.0364497413063735e-05,0.5037446277468317
5.037335303916292e-05,0.5045086651811829
5.038221022235326e-05,0.5052761578390964
5.0391068962908544e-05,0.5060437854427304
5.0399929261102606e-05,0.5068115480158113
5.040879111720932e-05,0.5075794455820689
5.0417654531502615e-05,0.5083474781652383
5.042651950425648e-05,0.5091156457890597
5.0435386035744936e-05,0.5098839484772749
5.0444254126242036e-05,0.5106523862536313
5.0453123776021936e-05,0.5114209591418821
5.0461994985358783e-05,0.5121896671657816
5.047086775452679e-05,0.5129585103490895
5.047974208380025e-05,0.5137274887155705
5.048861797345345e-05,0.5144966022889934
5.049749542376077e-05,0.5152658510931297
5.0506374434996606e-05,0.5160352351517565
5.051525500743544e-05,0.5168047544886556
5.0524137141351755e-05,0.5175748377995912
5.053302083702012e-05,0.5183610776841808
5.054190609471513e-05,0.5191474558107446
5.055079291471145e-05,0.519933972203589
5.055968129728376e-05,0.5207206268870227
5.0568571242706845e-05,0.5215074198853625
5.057746275125547e-05,0.5222943512229259
5.058635582320448e-05,0.5230814209240359
5.0595250458828786e-05,0.5238686290130212
5.060414665840332e-05,0.5246559755142125
5.061304442220309e-05,0.5254434604519468
5.062194375050311e-05,0.5262310838505635
5.063084464357847e-05,0.5270188457344063
5.063974710170433e-05,0.5278067461278262
5.064865112515585e-05,0.5285947850551755
5.065755671420826e-05,0.5293829625408105
5.066646386913686e-05,0.530171278609094
5.067537259021698e-05,0.5309597332843923
5.068428287772397e-05,0.5317544350183914
5.069319473193328e-05,0.5325598772725093
5.070210815312038e-05,0.5333654611448797
5.07110231415608e-05,0.5341711866604043
5.071993969753008e-05,0.5349770538439844
5.072885782130387e-05,0.5357830627205307
5.073777751315784e-05,0.5365892133149552
5.074669877336768e-05,0.5373955056521748
5.075562160220918e-05,0.5382019397571127
5.076454599995814e-05,0.5390085156546925
5.077347196689043e-05,0.5398152333698465
5.078239950328195e-05,0.5406220929275083
5.079132860940869e-05,0.5414290943526181
5.0800259285546614e-05,0.5422362376701185
5.080919153197181e-05,0.543043522904958
5.0818125348960365e-05,0.5438509500820881
5.0827060736788435e-05,0.5446585192264658
5.0835997695732233e-05,0.5454662303630526
5.0844936226068e-05,0.5462971587497212
5.0853876328072034e-05,0.5471336523948757
5.0862818002020695e-05,0.5479702931179367
5.087176124819037e-05,0.5488070809447637
5.088070606685749e-05,0.5496440159012201
5.088965245829857e-05,0.550481098013176
5.089860042279014e-05,0.5513183273065031
5.0907549960608804e-05,0.552155703807081
5.0916501072031196e-05,0.5529932275407914
5.0925453757334e-05,0.5538308985335206
5.093440801679394e-05,0.5546687168111599
5.094336385068781e-05,0.555506682399605
5.095232125929245e-05,0.556344795324758
5.0961280242884754e-05,0.5571830556125242
5.097024080174163e-05,0.5580214632888114
5.097920293614006e-05,0.5588600183795347
5.098816664635709e-05,0.5596987209106131
5.099713193266978e-05,0.5605375709079703
5.1006098795355264e-05,0.5613765683975335
5.101506723469072e-05,0.5622157134052359
5.102403725095337e-05,0.5630550059570139
5.103300884442047e-05,0.5638944460788087
5.1041982015369366e-05,0.5647340337965673
5.1050956764077416e-05,0.5655737691362402
5.105993309082203e-05,0.5664136521237824
5.1068910995880694e-05,0.5672536827851543
5.107789047953092e-05,0.5680938611463202
5.108687154205025e-05,0.568934187233248
5.1095854183716324e-05,0.5697746610719123
5.11048384048068e-05,0.5706395632608124
5.111382420559938e-05,0.571509717811367
5.112281158637183e-05,0.5723800253582945
5.113180054740196e-05,0.5732504859284967
5.1140791088967616e-05,0.5741210995488767
5.114978321134673e-05,0.5749918662463467
5.115877691481723e-05,0.5758627860478188
5.1167772199657136e-05,0.5767338589802137
5.1176769066144494e-05,0.5776050850704535
5.1185767514557415e-05,0.578476464345469
5.119476754517404e-05,0.5793479968321912
5.120376915827257e-05,0.5802196825575602
5.121277235413128e-05,0.5810915215485191
5.1221777133028424e-05,0.5819635138320127
5.123078349524238e-05,0.5828356594349962
5.1239791441051525e-05,0.5837079583844244
5.124880097073432e-05,0.584580410707261
5.1257812084569255e-05,0.5854530164304715
5.1266824782834864e-05,0.5863257755810268
5.127583906580975e-05,0.5871986881859041
5.128485493377255e-05,0.5880717542720835
5.129387238700194e-05,0.5889449738665492
5.130289142577668e-05,0.5898183469962932
5.1311912050375555e-05,0.590691873688312
5.1320934261077386e-05,0.5915655539696012
5.132995805816105e-05,0.5924393878671662
5.133898344190552e-05,0.593313375408019
5.134801041258975e-05,0.594187516619171
5.1357038970492784e-05,0.5950618115276416
5.136606911589369e-05,0.595965891971067
5.137510084907162e-05,0.5968707868970219
5.138413417030574e-05,0.5977758409276158
5.1393169079875285e-05,0.5986810540908241
5.1402205578059526e-05,0.599586426414624
5.14112436651378e-05,0.6004919579270015
5.1420283341389473e-05,0.6013976486559433
5.1429324607093976e-05,0.6023034986294457
5.143836746253079e-05,0.6032095078755062
5.1447411907979436e-05,0.6041156764221286
5.145645794371947e-05,0.6050220042973212
5.146550557003054e-05,0.6059284915290984
5.147455478719229e-05,0.606835138145478
5.148360559548447e-05,0.6077419441744839
5.149265799518682e-05,0.6086489096441438
5.150171198657919e-05,0.609556034582492
5.1510767569941424e-05,0.610463319017566
5.1519824745553453e-05,0.6113707629774087
5.152888351369523e-05,0.612278366490068
5.1537943874646775e-05,0.6131861295835974
5.154700582868816e-05,0.614094052286055
5.1556069376099496e-05,0.6150021346255031
5.156513451716094e-05,0.6159103766300099
