time_days,Nuclei:Ba140 top 18
0.001703626872155684,3368319.089907326
0.0017039264221039054,3368663.6811331883
0.0017042260247222124,3369008.3329365253
0.0017045256800198656,3369353.045327985
0.0017048253880061269,3369697.8183182157
0.0017051251486902607,3370042.651917867
0.0017054249620815315,3370387.54613759
0.00170572482818921,3370732.500988043
0.0017060247470225634,3371077.516479882
0.0017063247185908628,3371422.5926237633
0.0017066247429033787,3371767.7294303467
0.001706924819969389,3372112.9269102965
0.001707224949798167,3372458.1850742768
0.0017075251323989907,3372803.5039329515
0.001707825367781137,3373148.8834969867
0.00170812565595389,3373494.3237770563
0.0017084259969265302,3373839.8247838295
0.0017087263907083412,3374185.386527981
0.0017090268373086072,3374531.009020181
0.0017093273367366185,3374876.692271113
0.0017096278890016618,3375222.4362914525
0.0017099284941130282,3375568.2410918823
0.0017102291520800072,3375914.1066830806
0.0017105298629118966,3376260.033075737
0.0017108306266179893,3376606.0202805363
0.001711131443207583,3376952.068308167
0.0017114323126899752,3377298.1771693174
0.001711733235074465,3377644.346874681
0.0017120342103703582,3377990.577434951
0.0017123352385869553,3378336.8688608254
0.001712636319733562,3378683.221163001
0.0017129374538194836,3379029.6343521746
0.0017132386408540315,3379376.1084390515
0.001713539880846514,3379722.6434343318
0.0017138411738062426,3380069.2393487236
0.0017141425197425295,3380415.8961929297
0.0017144439186646925,3380761.1549999104
0.0017147453705820463,3381103.8317896784
0.0017150468755039092,3381446.5688202954
0.0017153484334396,3381789.3661023467
0.0017156500443984424,3382132.223646426
0.0017159517083897586,3382475.1414631233
0.0017162534254228734,3382818.119563031
0.001716555195507111,3383161.157956744
0.0017168570186518028,3383504.256654861
0.0017171588948662773,3383847.4156679823
0.0017174608241598652,3384190.6350067058
0.0017177628065418997,3384533.9146816353
0.0017180648420217141,3384877.2547033755
0.0017183669306086475,3385220.6550825336
0.001718669072312036,3385564.1158297183
0.0017189712671412194,3385907.6369555383
0.001719273515105537,3386251.2184706046
0.001719575816214335,3386594.860385534
0.001719878170476956,3386938.5627109446
0.0017201805779027465,3387282.3254574477
0.0017204830385010525,3387626.148635665
0.001720785552281226,3387970.0322562205
0.001721088119252617,3388313.976329735
0.0017213907394245777,3388657.980866835
0.0017216934128064616,3389002.045878146
0.0017219961394076269,3389346.171374299
0.00172229891923743,3389690.357365923
0.0017226017523052303,3390034.603863652
0.001722904638620387,3390378.910878117
0.0017232075781922654,3390723.2784199594
0.0017235105710302285,3391067.706499814
0.001723813617143642,3391412.195128325
0.001724116716541872,3391756.744316126
0.00172441986923429,3392101.3540738686
0.0017247230752302663,3392446.024412198
0.0017250263345391724,3392790.755341758
0.0017253296471703827,3393135.5468731993
0.0017256330131332712,3393480.399017174
0.0017259364324372188,3393825.311784336
0.0017262399050916026,3394170.285185339
0.001726543431105803,3394515.31923084
0.0017268470104892014,3394860.4139314964
0.001727150643251184,3395205.569297972
0.0017274543294011355,3395547.573550186
0.0017277580689484431,3395888.56646368
0.001728061861902494,3396229.61932191
0.0017283657082726813,3396570.7321354165
0.0017286696080683968,3396911.904914736
0.0017289735612990333,3397253.137670405
0.0017292775679739855,3397594.430412967
0.0017295816281026532,3397935.7831529668
0.001729885741694434,3398277.195900949
0.001730189908758728,3398618.6686674594
0.0017304941293049356,3398960.201463044
0.0017307984033424644,3399301.7942982595
0.001731102730880718,3399643.447183654
0.001731407111929103,3399985.1601297846
0.0017317115464970285,3400326.933147204
0.0017320160345939033,3400668.76624647
0.0017323205762291422,3401010.659438147
0.001732625171412158,3401352.612732796
0.0017329298201523657,3401694.6261409787
0.0017332345224591805,3402036.699673257
0.0017335392783420246,3402378.8333402053
0.0017338440878103163,3402721.027152389
0.0017341489508734783,3403063.2811203813
0.0017344538675409318,3403405.59525475
0.0017347588378221056,3403747.969566075
0.0017350638617264253,3404090.404064932
0.0017353689392633194,3404432.898761898
0.0017356740704422158,3404775.453667552
0.0017359792552725506,3405118.0687924805
0.0017362844937637558,3405460.744147266
0.0017365897859252656,3405803.479742493
0.0017368951317665163,3406146.275588747
0.001737200531296949,3406489.1316966233
0.0017375059845260027,3406832.0480767097
0.0017378114914631192,3407175.0247396007
0.001738117052117742,3407518.0616958924
0.0017384226664993146,3407861.1589561785
0.0017387283346172872,3408204.3165310603
0.0017390340564811067,3408547.5344311395
0.001739339832100223,3408890.812667016
0.0017396456614840862,3409234.1512492956
0.0017399515446421539,3409577.550188586
0.0017402574815838787,3409921.009495495
0.001740563472318718,3410264.5291806324
0.0017408695168561286,3410606.3528424
0.0017411756152055735,3410945.605853247
0.0017414817673765133,3411284.9185028714
0.0017417879733784111,3411624.2908017575
0.0017420942332207307,3411963.722760386
0.0017424005469129423,3412303.214389244
0.0017427069144645123,3412642.7656988185
0.001743013335884911,3412982.376699602
0.0017433198111836087,3413322.0474020806
0.001743626340370082,3413661.777816752
0.001743932923453804,3414001.5679541095
0.0017442395604442525,3414341.4178246497
0.0017445462513509039,3414681.3274388686
0.0017448529961832408,3415021.29680727
0.0017451597949507442,3415361.3259403566
0.0017454666476628973,3415701.414848629
0.0017457735543291856,3416041.5635425984
0.0017460805149590937,3416381.772032766
0.0017463875295621134,3416722.040329645
0.0017466945981477336,3417062.3684437494
0.0017470017207254459,3417402.7563855886
0.001747308897304742,3417743.204165678
0.0017476161278951205,3418083.711794537
0.0017479234125060761,3418424.279282685
0.0017482307511471082,3418764.9066406386
0.0017485381438277145,3419105.5938789225
0.0017488455905574002,3419446.3410080625
0.0017491530913456674,3419787.1480385847
0.0017494606462020214,3420128.0149810156
0.001749768255135967,3420468.941845883
0.0017500759181570162,3420809.9286437253
0.0017503836352746776,3421150.9753850717
0.0017506914064984627,3421492.082080458
0.0017509992318378836,3421833.248740421
0.001751307111302459,3422174.4753755033
0.0017516150449017034,3422515.7619962436
0.0017519230326451362,3422857.108613184
0.001752231074542277,3423198.5152368722
0.0017525391706026468,3423539.98187785
0.0017528473208357714,3423881.508546671
0.0017531555252511754,3424223.095253881
0.0017534637838583847,3424564.742010037
0.0017537720966669275,3424906.448825688
0.0017540804636863362,3425248.2157113943
0.0017543888849261412,3425590.0426777126
0.0017546973603958767,3425931.370982697
0.0017550058901050763,3426268.947947948
0.0017553144740632797,3426606.584257241
0.0017556231122800247,3426944.279921007
0.0017559318047648505,3427282.034949676
0.0017562405515272985,3427619.84935368
0.0017565493525769152,3427957.7231434598
0.0017568582079232442,3428295.6563294497
0.001757167117575833,3428633.64892209
0.0017574760815442282,3428971.700931819
0.0017577850998379836,3429309.812369083
0.0017580941724666499,3429647.9832443264
0.0017584032994397802,3429986.213567995
0.0017587124807669303,3430324.503350537
0.001759021716457656,3430662.8526024017
0.001759331006521519,3431001.261334046
0.0017596403509680782,3431339.7295559198
0.0017599497498068958,3431678.2572784806
0.001760259203047534,3432016.8445121814
0.0017605687106995612,3432355.4912674893
0.0017608782727725435,3432694.1975548626
0.0017611878892760493,3433032.9633847624
0.001761497560219648,3433371.7887676544
0.001761807285612915,3433710.6737140077
0.0017621170654654225,3434049.6182342903
0.0017624268997867456,3434388.622338971
0.0017627367885864609,3434727.6860385216
0.00176304673187415,3435066.8093434214
0.0017633567296593924,3435405.992264141
0.00176366678195177,3435745.2348111626
0.001763976888760865,3436084.5369949583
0.0017642870500962672,3436423.8988260203
0.0017645972659675617,3436763.320314825
0.0017649075363843376,3437102.80147186
0.0017652178613561844,3437442.34230761
0.0017655282408926979,3437781.9428325677
0.00176583867500347,3438121.6030572234
0.0017661491636980972,3438461.322992068
0.0017664597069861764,3438801.102647594
0.0017667703048773057,3439140.9420343004
0.001767080957381089,3439480.841162687
0.0017673916645071274,3439820.8000432514
0.001767702426265025,3440160.818686495
0.001768013242664386,3440500.8971029227
0.0017683241137148216,3440841.0353030395
0.0017686350394259392,3441180.4019360486
0.0017689460198073504,3441516.306827221
0.001769257054868666,3441852.270768394
0.0017695681446195032,3442188.2937699514
0.001769879289069477,3442524.375842269
0.001770190488228205,3442860.516995731
0.0017705017421053052,3443196.7172407173
0.001770813050710402,3443532.976587621
0.0017711244140531165,3443869.2950468245
0.0017714358321430732,3444205.6726287175
0.001771747304989897,3444542.109343692
0.0017720588326032188,3444878.605202141
0.0017723704149926666,3445215.160214461
0.0017726820521678723,3445551.7743910453
0.0017729937441384683,3445888.4477422955
0.001773305490914088,3446225.180278609
0.0017736172925043705,3446561.9720103918
0.001773929148918953,3446898.822948045
0.001774241060167475,3447235.733101974
0.0017745530262595762,3447572.702482587
0.0017748650472049032,3447909.731100296
0.0017751771230130995,3448246.8189655095
0.0017754892536938113,3448583.9660886424
0.0017758014392566853,3448921.1724801073
0.0017761136797113752,3449258.438150325
0.00177642597506753,3449595.763109709
0.0017767383253348044,3449933.147368685
0.001777050730522851,3450270.59093767
0.0017773631906413294,3450608.0938270926
0.0017776757056998977,3450945.6560473773
0.001777988275708215,3451283.277608951
0.001778300900675942,3451620.958522243
0.0017786135806127455,3451958.698797685
0.0017789263155282883,3452296.4984457134
0.0017792391054322388,3452634.35747676
0.0017795519503342647,3452972.2759012636
0.001779864850244035,3453310.253729659
0.0017801778051712248,3453648.2909723925
0.0017804908151255066,3453986.3876399035
0.0017808038801165552,3454324.543742636
0.0017811170001540472,3454662.7592910365
0.0017814301752476635,3455001.034295554
0.0017817434054070837,3455339.3687666366
0.0017820566906419902,3455677.762714738
0.0017823700309620649,3456016.2161503085
0.001782683426376997,3456352.197592491
0.0017829968768964721,3456686.434421988
0.0017833103825301792,3457020.7300081565
0.0017836239432878077,3457355.0843613185
0.0017839375591790533,3457689.4974918086
0.001784251230213608,3458023.9694099547
0.0017845649564011685,3458358.5001260894
0.0017848787377514304,3458693.0896505434
0.0017851925742740965,3459027.737993658
0.0017855064659788654,3459362.4451657697
0.001785820412875441,3459697.211177216
0.0017861344149735264,3460032.03603834
0.0017864484722828274,3460366.9197594826
0.0017867625848130538,3460701.8623509915
0.0017870767525739147,3461036.8638232113
0.0017873909755751203,3461371.924186493
0.001787705253826383,3461707.0434511835
0.0017880195873374197,3462042.2216276396
0.0017883339761179456,3462377.458726213
0.0017886484201776788,3462712.75475726
0.0017889629195263377,3463048.109731135
0.0017892774741736465,3463383.5236582044
0.0017895920841293268,3463718.996548825
0.0017899067494031038,3464054.5284133623
0.0017902214700047025,3464390.119262176
0.0017905362459438544,3464725.7691056402
0.001790851077230288,3465061.47795412
0.001791165963873735,3465397.2458179854
0.0017914809058839271,3465733.072707608
0.0017917959032706027,3466068.958633365
0.0017921109560434978,3466404.9036056306
0.0017924260642123498,3466740.907634783
0.001792741227786898,3467076.9707312
0.0017930564467768882,3467413.092905267
0.0017933717211920613,3467749.2741673626
0.001793687051042164,3468085.514527875
0.0017940024363369425,3468421.8139971904
0.0017943178770861447,3468758.172585695
0.001794633373299524,3469094.590303783
0.0017949489249868313,3469431.0671618464
0.0017952645321578204,3469767.603170278
0.001795580194822246,3470104.1983394725
0.0017958959129898682,3470440.85267983
0.0017962116866704447,3470777.56620175
0.0017965275158737365,3471113.039444735
0.0017968434006095046,3471445.55380455
0.0017971593408875161,3471778.126618142
0.0017974753367175362,3472110.7578957817
0.001797791388109332,3472443.4476477457
0.0017981074950726714,3472776.195884309
0.001798423657617329,3473109.0026157526
0.0017987398757530765,3473441.867852359
0.0017990561494896878,3473774.791604408
0.0017993724788369378,3474107.7738821832
0.001799688863804608,3474440.8146959734
0.0018000053044024765,3474773.914056067
0.001800321800640325,3475107.0719727515
0.0018006383525279361,3475440.2884563203
0.0018009549600750937,3475773.563517064
0.0018012716232915877,3476106.897165282
0.0018015883421872044,3476440.289411269
0.0018019051167717341,3476773.7402653247
0.0018022219470549676,3477107.249737748
0.0018025388330467004,3477440.8178388434
0.0018028557747567276,3477774.4445789144
0.0018031727721948452,3478108.1299682693
0.0018034898253708504,3478441.8740172107
0.001803806934294547,3478775.676736054
0.0018041240989757359,3479109.538135109
0.0018044413194242205,3479443.458224687
0.001804758595649805,3479777.4370151036
0.0018050759276623,3480111.474516679
0.0018053933154715126,3480445.5707397284
0.001805710759087254,3480779.725694575
0.0018060282585193352,3481113.9393915394
0.001806345813777573,3481448.211840946
0.001806663424871782,3481782.5430531227
0.0018069810918117802,3482116.933038396
0.0018072988146073867,3482451.3818070963
0.0018076165932684213,3482785.889369552
0.0018079344278047098,3483120.4557361
0.0018082523182260753,3483455.080917076
0.0018085702645423442,3483789.764922812
0.0018088882667633426,3484124.507763652
0.0018092063248989038,3484459.3094499353
0.0018095244389588576,3484794.169992002
0.0018098426089530374,3485129.0894001983
0.001810160834891276,3485464.0676848693
0.001810479116783414,3485797.6581369364
0.0018107974546392879,3486128.454692863
0.0018111158484687374,3486459.309400491
0.0018114342982816036,3486790.222270036
0.0018117528040877328,3487121.193311726
0.001812071365896969,3487452.2225357853
0.0018123899837191586,3487783.309952436
0.0018127086575641497,3488114.4555719066
0.0018130273874417957,3488445.659404427
0.001813346173361947,3488776.921460229
0.0018136650153344578,3489108.241749545
0.0018139839133691823,3489439.620282609
0.001814302867475981,3489771.05706966
0.0018146218776647117,3490102.5521209347
0.0018149409439452348,3490434.105446674
0.0018152600663274138,3490765.717057119
0.001815579244821111,3491097.386962513
0.0018158984794361956,3491429.1151731047
0.0018162177701825342,3491760.901699139
0.001816537117069996,3492092.746550866
0.0018168565201084513,3492424.6497385353
0.0018171759793077758,3492756.6112724026
0.0018174954946778433,3493088.631162721
0.0018178150662285298,3493420.709419745
0.001818134693969712,3493752.846053735
0.0018184543779112734,3494085.041074951
0.0018187741180630942,3494417.2944936547
0.0018190939144350575,3494749.6063201097
0.0018194137670370474,3495081.9765645796
0.0018197336758789535,3495414.405237334
0.0018200536409706638,3495746.892348642
0.0018203736623220675,3496079.437908774
0.0018206937399430564,3496412.0419280003
0.0018210138738435266,3496744.7044165987
0.0018213340640333732,3497077.4253848447
0.001821654310522493,3497410.204843016
0.0018219746133207846,3497743.0428013923
0.0018222949724381484,3498075.9392702538
0.0018226153878844894,3498408.894259886
0.001822935859669711,3498741.907780574
0.0018232563878037187,3499074.979842606
0.001823576972296419,3499408.1104562674
0.0018238976131577248,3499741.2996318517
0.0018242183103975458,3500074.547379653
0.001824539064025795,3500404.9213304305
0.0018248598740523854,3500734.004765011
0.001825180740487237,3501063.1460500425
0.001825501663340267,3501392.34519569
0.0018258226426213946,3501721.6022121245
0.0018261436783405403,3502050.9171095127
0.0018264647705076309,3502380.2898980323
0.0018267859191325904,3502709.720587858
0.0018271071242253452,3503039.209189162
0.0018274283857958225,3503368.7557121245
0.0018277497038539565,3503698.360166927
0.0018280710784096777,3504028.0225637513
0.00182839250947292,3504357.742912778
0.0018287139970536194,3504687.5212241956
0.0018290355411617115,3505017.357508188
0.0018293571418071387,3505347.251774946
0.0018296787989998406,3505677.204034663
0.0018300005127497602,3506007.2142975265
0.00183032228306684,3506337.2825737335
0.0018306441099610296,3506667.408873481
0.0018309659934422754,3506997.5932069644
0.0018312879335205267,3507327.8355843867
0.0018316099302057344,3507658.1360159437
0.0018319319835078541,3507988.494511845
0.0018322540934368392,3508318.911082292
0.0018325762600026468,3508649.385737493
0.0018328984832152338,3508979.9184876555
0.0018332207630845634,3509310.5093429903
0.001833543099620596,3509641.158313711
0.0018338654928332957,3509971.8654100313
0.001834187942732626,3510302.6306421626
0.0018345104493285576,3510633.4540203293
0.001834833012631058,3510964.335554748
0.0018351556326500974,3511295.275255638
0.0018354783093956473,3511626.273133222
0.0018358010428776847,3511957.3291977295
0.0018361238331061846,3512288.4434593846
0.0018364466800911239,3512619.6159284147
0.001836769583842483,3512950.8466150505
0.0018370925443702412,3513282.135529523
0.001837415561684385,3513613.482682067
0.0018377386357948972,3513944.8880829196
0.0018380617667117644,3514276.351742317
0.0018383849544449736,3514606.4201737754
0.0018387081990045178,3514933.7376395916
0.0018390315004003872,3515261.112645318
0.0018393548586425755,3515588.5452010673
0.0018396782737410764,3515916.0353169525
0.0018400017457058902,3516243.583003092
0.001840325274547014,3516571.1882696054
0.0018406488602744485,3516898.8511266117
0.0018409725028981948,3517226.571584228
0.0018412962024282596,3517554.3496525846
0.0018416199588746477,3517882.1853418043
0.0018419437722473665,3518210.0786620127
0.0018422676425564235,3518538.02962334
0.001842591569811834,3518866.038235916
0.0018429155540236083,3519194.104509876
0.0018432395952017611,3519522.2284553503
0.0018435636933563098,3519850.4100824757
0.0018438878484972703,3520178.6494013923
0.0018442120606346657,3520506.946422238
0.0018445363297785167,3520835.301155156
0.001844860655938846,3521163.7136102854
0.0018451850391256778,3521492.1837977725
0.001845509479349042,3521820.711727767
0.001845833976618966,3522149.297410415
0.0018461585309454804,3522477.9408558677
0.0018464831423386154,3522806.642074273
0.0018468078108084087,3523135.4010757925
0.0018471325363648948,3523464.2178705754
0.0018474573190181108,3523793.092468782
0.0018477821587780945,3524122.0248805685
0.0018481070556548905,3524451.0151161007
0.0018484320096585397,3524780.063185537
0.0018487570207990872,3525109.1690990436
0.0018490820890865775,3525438.332866786
0.0018494072145310621,3525767.5544989333
0.0018497323971425896,3526096.8340056567
0.0018500576369312113,3526426.1713971244
0.0018503829339069806,3526755.5666835136
0.0018507082880799516,3527085.0198749946
0.0018510336994601844,3527414.5309817493
0.001851359168057736,3527744.1000139546
0.0018516846938826676,3528073.726981792
0.0018520102769450388,3528403.41189544
0.001852335917254918,3528731.7304184744
0.0018526616148223688,3529056.771146168
0.0018529873696574593,3529381.8690134427
0.0018533131817702565,3529707.0240303404
0.0018536390511708356,3530032.2362069082
0.001853964977869268,3530357.5055531925
0.0018542909618756277,3530682.832079239
0.0018546170031999902,3531008.2157950955
0.0018549431018524368,3531333.6567108184
0.0018552692578430456,3531659.154836457
0.001855595471181899,3531984.710182068
0.0018559217418790787,3532310.3227577046
0.0018562480699446735,3532635.992573429
0.0018565744553887683,3532961.7196393013
0.0018569008982214524,3533287.5039653806
0.0018572273984528167,3533613.345561732
0.0018575539560929518,3533939.2444384187
0.0018578805711519553,3534265.200605513
0.0018582072436399211,3534591.214073081
0.0018585339735669472,3534917.2848511934
0.001858860760943132,3535243.4129499216
0.0018591876057785796,3535569.5983793414
0.0018595145080833918,3535895.8411495294
0.001859841467867673,3536222.141270561
0.0018601684851415287,3536548.498752518
0.0018604955599150705,3536874.913605482
0.001860822692198407,3537201.3858395345
0.0018611498820016495,3537527.915464761
0.001861477129334911,3537854.5024912464
0.0018618044342083103,3538181.1469290834
0.0018621317966319626,3538507.848788361
0.001862459216615987,3538834.608079168
0.0018627866941705034,3539161.4248116002
0.0018631142293056371,3539488.2989957533
0.001863441822031511,3539815.230641724
0.0018637694723582514,3540142.219759614
0.001864097180295985,3540469.26635952
0.0018644249458548445,3540796.3704515463
0.0018647527690449596,3541123.5320457984
0.0018650806498764641,3541450.7511523813
0.001865408588359493,3541778.0277814046
0.0018657365845041814,3542105.3619429744
0.0018660646383206715,3542432.753647207
0.0018663927498191017,3542760.2029042123
0.001866720919009615,3543087.7097241064
0.001867049145902353,3543415.274117006
0.0018673774305074655,3543742.8960930305
0.0018677057728350979,3544070.5756622995
0.0018680341728954002,3544396.8699388346
0.0018683626306985213,3544719.931696907
0.0018686911462546178,3545043.0502465684
0.0018690197195738425,3545366.2255978035
0.0018693483506663526,3545689.45776059
0.0018696770395423043,3546012.746744913
0.0018700057862118607,3546336.0925607635
0.0018703345906851826,3546659.4952181266
0.0018706634529724333,3546982.9547269926
0.001870992373083777,3547306.4710973515
0.001871321351029384,3547630.0443392014
0.0018716503868194214,3547953.674462536
0.0018719794804640606,3548277.36147735
0.001872308631973474,3548601.1053936444
0.0018726378413578342,3548924.9062214177
0.001872967108627321,3549248.763970674
0.0018732964337921105,3549572.678651418
0.0018736258168623823,3549896.650273655
0.0018739552578483168,3550220.67884739
0.0018742847567601003,3550544.764382637
0.001874614313607916,3550868.9068894046
0.0018749439284019515,3551193.106377705
0.0018752736011523937,3551517.3628575527
0.0018756033318694362,3551841.676338965
0.0018759331205632699,3552166.0468319636
0.0018762629672440887,3552490.4743465614
0.0018765928719220867,3552814.958892784
0.0018769228346074652,3553139.5004806556
0.001877252855310422,3553464.0991202006
0.0018775829340411583,3553788.754821445
0.0018779130708098755,3554113.467594417
0.001878243265626782,3554438.237449149
0.0018785735185020823,3554763.0643956745
0.0018789038294459851,3555087.9484440237
0.0018792341984687007,3555412.889604235
0.0018795646255804395,3555737.8878863426
0.0018798951107914187,3556062.943300392
0.001880225654111852,3556388.05585642
0.001880556255551957,3556713.225564469
0.0018808869151219515,3557038.452434584
0.0018812176328320595,3557363.736476813
0.0018815484086925022,3557689.0777012026
0.0018818792427135042,3558014.4761178046
0.0018822101349052905,3558339.9317366667
0.0018825410852780925,3558665.444567847
0.0018828720938421383,3558991.014621399
0.0018832031606076602,3559316.6419073776
0.0018835342855848896,3559642.3264358435
0.0018838654687840658,3559964.717734204
0.0018841967102154239,3560285.810796101
0.001884528009889203,3560606.9603033983
0.0018848593678156423,3560928.1662660185
0.001885190784004988,3561249.428693884
0.0018855222584674826,3561570.74759692
0.001885853791213372,3561892.1229850487
0.0018861853822529026,3562213.554868199
0.0018865170315963283,3562535.043256302
0.0018868487392538983,3562856.588159285
0.0018871805052358664,3563178.1895870855
0.0018875123295524876,3563499.8475496336
0.0018878442122140173,3563821.5620568655
0.0018881761532307175,3564143.3331187214
0.0018885081526128476,3564465.1607451397
0.0018888402103706696,3564787.04494606
0.0018891723265144465,3565108.9857314294
0.0018895045010544475,3565430.9831111897
0.0018898367340009384,3565753.037095288
0.0018901690253641892,3566075.1476936736
0.00189050137515447,3566397.3149162936
0.0018908337833820569,3566719.538773103
0.0018911662500572233,3567041.8192740553
0.0018914987751902465,3567364.1564291054
0.0018918313587914031,3567686.550248208
0.0018921640008709773,3568009.000741325
0.0018924967014392494,3568331.5079184156
0.001892829460506504,3568654.0717894426
0.0018931622780830248,3568976.692364367
0.001893495154179103,3569299.369653161
0.0018938280888050262,3569622.103665787
0.0018941610819710867,3569944.894412215
0.0018944941336875769,3570267.7419024194
0.00189482724396479,3570590.6461463645
0.0018951604128130263,3570913.6071540373
0.001895493640242583,3571236.624935405
0.0018958269262637603,3571559.6995004476
0.0018961602708868588,3571882.830859144
0.0018964936741221853,3572206.0190214817
0.0018968271359800447,3572529.263997437
0.0018971606564707445,3572852.565796999
0.001897494235604592,3573175.924430151
0.0018978278733919024,3573499.339906886
0.0018981615698429868,3573822.812237193
0.00189849532496816,3574146.341431061
0.0018988291387777374,3574469.9274984854
0.0018991630112820406,3574793.5704494636
0.0018994969424913884,3575114.8654298135
0.0018998309324161028,3575433.9440237377
0.001900164981066506,3575753.0787088303
0.0019004990884529276,3576072.269494956
0.0019008332545856928,3576391.516391971
0.0019011674794751317,3576710.8194097388
0.0019015017631315754,3577030.178558122
0.001901836105565355,3577349.5938469823
0.0019021705067868088,3577669.065286192
0.0019025049668062717,3577988.5928856162
0.0019028394856340823,3578308.176655127
0.0019031740632805794,3578627.8166045933
0.0019035086997561087,3578947.512743893
0.0019038433950710116,3579267.2650828985
0.0019041781492356348,3579587.073631489
0.0019045129622603236,3579906.938399539
0.0019048478341554312,3580226.859396937
0.0019051827649313067,3580546.8366335584
0.0019055177545983036,3580866.87011929
0.0019058528031667744,3581186.959864015
0.0019061879106470803,3581507.1058776276
0.0019065230770495768,3581827.3081700113
0.0019068583023846251,3582147.566751058
0.0019071935866625857,3582467.881630661
0.0019075289298938257,3582788.2528187158
0.0019078643320887087,3583108.680325118
0.0019081997932576034,3583429.1641597655
0.0019085353134108765,3583749.7043325566
0.0019088708925589035,3584070.3008533977
0.0019092065307120551,3584390.9537321855
0.0019095422278807067,3584711.6629788307
0.0019098779840752349,3585032.4286032356
0.0019102137993060166,3585353.2506153095
0.0019105496735834354,3585674.1290249648
0.0019108856069178718,3585995.063842113
0.0019112215993197102,3586316.0550766666
0.0019115576507993345,3586637.1027385388
0.0019118937613671358,3586958.2068376527
0.0019122299310335021,3587279.3673839234
0.0019125661598088247,3587600.58438727
0.0019129024477034945,3587921.857857617
0.0019132387947279107,3588243.18780489
0.001913575200892468,3588564.5742390123
0.0019139116662075652,3588886.0171699133
0.001914248190683601,3589207.51660752
0.001914584774330981,3589529.0725617665
0.0019149214171601077,3589850.685042584
0.0019152581191813874,3590169.0779922297
0.0019155948804052258,3590486.1531717754
0.001915931700842036,3590803.2840902084
0.0019162685805022282,3591120.470757324
0.0019166055193962149,3591437.7131829173
0.0019169425175344116,3591755.0113767902
0.001917279574927234,3592072.3653487423
0.0019176166915851039,3592389.7751085786
0.00191795386751844,3592707.240666105
0.0019182911027376646,3593024.7620311263
0.001918628397253201,3593342.3392134467
0.0019189657510754784,3593659.972222884
0.001919303164214923,3593977.661069244
0.0019196406366819641,3594295.405762344
0.0019199781684870326,3594613.206311994
0.0019203157596405646,3594931.062728016
0.001920653410152994,3595248.9750202266
0.0019209911200347577,3595566.9431984453
0.001921328889296293,3595884.967272492
0.0019216667179480446,3596203.0472521973
0.0019220046060004525,3596521.183147381
0.001922342553463962,3596839.3749678726
0.0019226805603490171,3597157.6227234984
0.00192301862666607,3597475.9264240903
0.001923356752425568,3597794.2860794826
0.0019236949376379637,3598112.7016995074
0.001924033182313711,3598431.173294002
0.0019243714864632623,3598749.700872801
0.00192470985009708,3599068.284445747
0.0019250482732256202,3599386.92402268
0.001925386755859345,3599705.619613442
0.0019257252980087144,3600024.3712278767
0.0019260638996841976,3600343.1788758314
0.0019264025608962587,3600662.042567155
0.0019267412816553666,3600980.9623116963
0.0019270800619719888,3601299.938119304
0.0019274189018566022,3601618.969999837
0.0019277578013196775,3601938.0579631436
0.0019280967603716918,3602257.2020190884
0.00192843577902312,3602576.40217752
0.0019287748572844451,3602895.6584483054
0.0019291139951661466,3603214.970841304
0.0019294531926787083,3603534.3393663787
0.0019297924498326124,3603853.7640333953
0.0019301317666383495,3604173.2448522225
0.001930471143106407,3604492.7818327276
0.0019308105792472747,3604811.094539895
0.0019311500750714453,3605126.1220075297
0.0019314896305894112,3605441.204853978
0.0019318292458116715,3605756.343088975
0.0019321689207487229,3606071.5367222545
0.0019325086554110643,3606386.7857635505
0.0019328484498091964,3606702.0902226027
0.0019331883039536253,3607017.4501091507
0.0019335282178548551,3607332.865432936
0.0019338681915233927,3607648.336203703
0.0019342082249697449,3607963.862431192
0.0019345483182044267,3608279.4441251545
0.001934888471237948,3608595.0812953366
0.001935228684080824,3608910.7739514885
0.0019355689567435693,3609226.522103361
0.0019359092892367053,3609542.3257607087
0.0019362496815707507,3609858.184933288
0.0019365901337562263,3610174.0996308518
0.0019369306458036552,3610490.06986316
0.001937271217723566,3610806.0956399753
0.0019376118495264846,3611122.1769710593
0.00193795254122294,3611438.313866172
0.0019382932928234614,3611754.506335081
0.0019386341043385856,3612070.7543875533
0.001938974975778846,3612387.0580333592
0.0019393159071547786,3612703.4172822665
0.001939656898476922,3613019.832144051
0.0019399979497558156,3613336.302628481
0.0019403390610020044,3613652.8287453386
0.001940680232226031,3613969.410504397
0.001941021463438441,3614286.0479154363
0.0019413627546497811,3614602.740988236
0.0019417041058706042,3614919.489732584
0.0019420455171114594,3615236.2941582585
0.001942386988382901,3615553.1542750476
0.0019427285196954823,3615870.0700927386
0.0019430701110597635,3616187.0416211216
0.0019434117624863019,3616504.0688699894
0.0019437534739856586,3616821.151849131
0.001944095245568394,3617138.2905683424
0.0019444370772450763,3617455.485037422
0.0019447789690262703,3617772.735266166
0.0019451209209225442,3618090.0412643743
0.0019454629329444663,3618407.403041848
0.0019458050051026116,3618724.8206083905
0.0019461471374075526,3619042.2939738077
0.001946489329869865,3619358.787775115
0.0019468315825001263,3619671.7793403687
0.0019471738953089136,3619984.825926439
0.0019475162683068124,3620297.9275430017
0.0019478587015044034,3620611.084199725
0.0019482011949122718,3620924.295906284
