time_days,Os191 top 9
1.1715337218218593e-05,2.936680297381634e-90
1.1717397134456403e-05,2.9366802973515637e-90
1.1719457412890783e-05,2.936680297321488e-90
1.172151805358541e-05,2.936680297291407e-90
1.1723579056603986e-05,2.936680297261321e-90
1.1725640422010216e-05,2.9366802972312296e-90
1.1727702149867825e-05,2.936680297201133e-90
1.1729764240240532e-05,2.9366802971710308e-90
1.1731826693192089e-05,2.9366802971409235e-90
1.173388950878624e-05,2.9366802971108106e-90
1.1735952687086755e-05,2.936680297080693e-90
1.1738016228157407e-05,2.9366802970505694e-90
1.174008013206198e-05,2.9366802970204408e-90
1.1742144398864272e-05,2.9366802969903073e-90
1.1744209028628096e-05,2.9366802969601686e-90
1.1746274021417267e-05,2.936680296930024e-90
1.1748339377295616e-05,2.936680296899874e-90
1.1750405096326988e-05,2.936680296869719e-90
1.1752471178575235e-05,2.936680296839559e-90
1.1754537624104223e-05,2.9366802968093933e-90
1.1756604432977824e-05,2.9366802967792224e-90
1.1758671605259932e-05,2.9366802967490458e-90
1.1760739141014437e-05,2.9366802967188644e-90
1.1762807040305254e-05,2.9366802966886773e-90
1.1764875303196305e-05,2.936680296658486e-90
1.1766943929751517e-05,2.9366802966282883e-90
1.1769012920034836e-05,2.9366802965980856e-90
1.1771082274110218e-05,2.9366802965678776e-90
1.1773151992041629e-05,2.9366802965376635e-90
1.1775222073893044e-05,2.936680296507445e-90
1.1777292519728452e-05,2.936680296477221e-90
1.177936332961185e-05,2.936680296446992e-90
1.1781434503607254e-05,2.9366802964167574e-90
1.1783506041778683e-05,2.9366802963865175e-90
1.178557794419017e-05,2.9366802963562716e-90
1.1787650210905758e-05,2.9366802963260213e-90
1.178972284198951e-05,2.936680296295766e-90
1.1791795837505486e-05,2.936680296265504e-90
1.1793869197517767e-05,2.9366802962352373e-90
1.179594292209044e-05,2.9366802962049657e-90
1.1798017011287611e-05,2.9366802961746883e-90
1.180009146517339e-05,2.936680296144406e-90
1.1802166283811898e-05,2.936680296114118e-90
1.180424146726727e-05,2.9366802960838254e-90
1.1806317015603657e-05,2.9366802960535267e-90
1.1808392928885212e-05,2.936680296023223e-90
1.1810469207176105e-05,2.9366802959929136e-90
1.1812545850540515e-05,2.936680295962599e-90
1.1814622859042633e-05,2.936680295932279e-90
1.1816700232746663e-05,2.936680295901954e-90
1.1818777971716817e-05,2.9366802958716234e-90
1.182085607601732e-05,2.9366802958412877e-90
1.182293454571241e-05,2.9366802958109467e-90
1.1825013380866334e-05,2.9366802957806005e-90
1.182709258154335e-05,2.936680295750248e-90
1.1829172147807727e-05,2.936680295719891e-90
1.183125207972375e-05,2.9366802956895287e-90
1.183333237735571e-05,2.9366802956591607e-90
1.1835413040767908e-05,2.936680295628788e-90
1.1837494070024666e-05,2.936680295598409e-90
1.1839575465190307e-05,2.9366802955680257e-90
1.1841657226329168e-05,2.9366802955376363e-90
1.18437393535056e-05,2.9366802955072417e-90
1.1845821846783964e-05,2.9366802954768414e-90
1.184790470622863e-05,2.9366802954464368e-90
1.1849987931903983e-05,2.9366802954160256e-90
1.1852071523874415e-05,2.9366802953856096e-90
1.1854155482204337e-05,2.9366802953551884e-90
1.185623980695816e-05,2.936680295324762e-90
1.185832449820032e-05,2.93668029529433e-90
1.186040955599525e-05,2.936680295263893e-90
1.1862494980407405e-05,2.9366802952334504e-90
1.1864580771501242e-05,2.936680295203002e-90
1.1866666929341244e-05,2.9366802951725486e-90
1.1868753453991893e-05,2.93668029514209e-90
1.1870840345517681e-05,2.936680295111626e-90
1.187292760398312e-05,2.9366802950811564e-90
1.187501522945273e-05,2.9366802950506816e-90
1.1877103221991039e-05,2.936680295020202e-90
1.1879191581662589e-05,2.936680294989716e-90
1.1881280308531934e-05,2.936680294959225e-90
1.188336940266364e-05,2.936680294928729e-90
1.1885458864122283e-05,2.9366802948982276e-90
1.1887548692972447e-05,2.93668029486772e-90
1.1889638889278737e-05,2.936680294837208e-90
1.1891729453105753e-05,2.9366802948066906e-90
1.1893820384518129e-05,2.936680294776167e-90
1.1895911683580489e-05,2.936680294745639e-90
1.1898003350357477e-05,2.936680294715105e-90
1.1900095384913753e-05,2.936680294684566e-90
1.190218778731398e-05,2.9366802946540216e-90
1.1904280557622842e-05,2.936680294623472e-90
1.1906373695905023e-05,2.9366802945929163e-90
1.1908467202225226e-05,2.936680294562356e-90
1.1910561076648163e-05,2.9366802945317896e-90
1.1912655319238558e-05,2.9366802945012184e-90
1.1914749930061148e-05,2.936680294470642e-90
1.1916844909180674e-05,2.93668029444006e-90
1.1918940256661901e-05,2.936680294409472e-90
1.1921035972569594e-05,2.9366802943788787e-90
1.1923132056968534e-05,2.936680294348281e-90
1.1925228509923516e-05,2.936680294317677e-90
1.1927325331499338e-05,2.9366802942870683e-90
1.1929422521760818e-05,2.936680294256454e-90
1.1931520080772786e-05,2.936680294225834e-90
1.1933618008600073e-05,2.9366802941952086e-90
1.193571630530753e-05,2.936680294164578e-90
1.1937814970960021e-05,2.9366802941339424e-90
1.1939914005622416e-05,2.9366802941033006e-90
1.1942013409359598e-05,2.936680294072654e-90
1.1944113182236459e-05,2.9366802940420016e-90
1.1946213324317909e-05,2.9366802940113445e-90
1.1948313835668861e-05,2.9366802939806813e-90
1.1950414716354249e-05,2.936680293950013e-90
1.1952515966439013e-05,2.9366802939193393e-90
1.1954617585988102e-05,2.936680293888661e-90
1.1956719575066477e-05,2.9366802938579762e-90
1.195882193373912e-05,2.936680293827286e-90
1.1960924662071011e-05,2.936680293796591e-90
1.196302776012715e-05,2.9366802937658903e-90
1.1965131227972544e-05,2.936680293735184e-90
1.1967235065672215e-05,2.9366802937044728e-90
1.1969339273291195e-05,2.936680293673756e-90
1.1971443850894526e-05,2.9366802936430334e-90
1.1973548798547261e-05,2.9366802936123057e-90
1.197565411631447e-05,2.9366802935815728e-90
1.197775980426123e-05,2.936680293550834e-90
1.1979865862452626e-05,2.9366802935200907e-90
1.1981972290953762e-05,2.9366802934893407e-90
1.1984079089829748e-05,2.9366802934585864e-90
1.198618625914571e-05,2.9366802934278264e-90
1.198829379896678e-05,2.9366802933970608e-90
1.1990401709358103e-05,2.93668029336629e-90
1.199250999038484e-05,2.9366802933355133e-90
1.1994618642112156e-05,2.9366802933047324e-90
1.1996727664605237e-05,2.9366802932739445e-90
1.1998837057929273e-05,2.9366802932431522e-90
1.2000946822149464e-05,2.9366802932123543e-90
1.2003056957331031e-05,2.9366802931815507e-90
1.2005167463539195e-05,2.9366802931507423e-90
1.2007278340839195e-05,2.936680293119928e-90
1.2009389589296282e-05,2.9366802930891085e-90
1.2011501208975716e-05,2.9366802930582827e-90
1.2013613199942771e-05,2.936680293027453e-90
1.2015725562262726e-05,2.9366802929966167e-90
1.2017838296000882e-05,2.9366802929657756e-90
1.2019951401222542e-05,2.936680292934929e-90
1.2022064877993026e-05,2.9366802929040764e-90
1.2024178726377662e-05,2.936680292873219e-90
1.2026292946441793e-05,2.936680292842356e-90
1.202840753825077e-05,2.9366802928114873e-90
1.2030522501869958e-05,2.9366802927806135e-90
1.2032637837364735e-05,2.9366802927497345e-90
1.2034753544800484e-05,2.9366802927188498e-90
1.2036869624242604e-05,2.9366802926879594e-90
1.203898607575651e-05,2.936680292657064e-90
1.204110289940762e-05,2.9366802926261625e-90
1.2043220095261365e-05,2.936680292595256e-90
1.2045337663383193e-05,2.9366802925643448e-90
1.204745560383856e-05,2.936680292533427e-90
1.2049573916692932e-05,2.9366802925025043e-90
1.2051692602011791e-05,2.936680292471576e-90
1.2053811659860622e-05,2.936680292440642e-90
1.2055931090304936e-05,2.9366802924097033e-90
1.205805089341024e-05,2.936680292378759e-90
1.206017106924206e-05,2.936680292347809e-90
1.2062291617865934e-05,2.936680292316854e-90
1.2064412539347413e-05,2.9366802922858924e-90
1.2066533833752049e-05,2.936680292254926e-90
1.2068655501145422e-05,2.9366802922239548e-90
1.2070777541593109e-05,2.936680292192977e-90
1.2072899955160708e-05,2.936680292161995e-90
1.2075022741913823e-05,2.936680292131007e-90
1.2077145901918073e-05,2.936680292100013e-90
1.2079269435239086e-05,2.936680292069014e-90
1.20813933419425e-05,2.93668029203801e-90
1.2083517622093972e-05,2.9366802920069998e-90
1.2085642275759164e-05,2.936680291975985e-90
1.208776730300375e-05,2.936680291944964e-90
1.2089892703893416e-05,2.936680291913938e-90
1.2092018478493862e-05,2.936680291882906e-90
1.2094144626870797e-05,2.936680291851869e-90
1.2096271149089946e-05,2.9366802918208265e-90
1.2098398045217035e-05,2.936680291789778e-90
1.2100525315317814e-05,2.936680291758725e-90
1.2102652959458035e-05,2.9366802917276663e-90
1.210478097770347e-05,2.936680291696601e-90
1.2106909370119895e-05,2.936680291665531e-90
1.2109038136773103e-05,2.936680291634456e-90
1.2111167277728895e-05,2.9366802916033754e-90
1.2113296793053085e-05,2.9366802915722892e-90
1.2115426682811497e-05,2.936680291541197e-90
1.2117556947069973e-05,2.9366802915101004e-90
1.2119687585894356e-05,2.9366802914789977e-90
1.2121818599350509e-05,2.9366802914478893e-90
1.2123949987504302e-05,2.9366802914167753e-90
1.2126081750421618e-05,2.9366802913856565e-90
1.2128213888168358e-05,2.9366802913545315e-90
1.2130346400810421e-05,2.936680291323402e-90
1.213247928841373e-05,2.9366802912922664e-90
1.2134612551044211e-05,2.9366802912611253e-90
1.2136746188767809e-05,2.936680291229979e-90
1.2138880201650473e-05,2.936680291198827e-90
1.2141014589758171e-05,2.9366802911676694e-90
1.2143149353156875e-05,2.936680291136506e-90
1.214528449191258e-05,2.9366802911053384e-90
1.2147420006091276e-05,2.936680291074164e-90
1.2149555895758982e-05,2.9366802910429852e-90
1.2151692160981716e-05,2.9366802910118e-90
1.215382880182551e-05,2.9366802909806098e-90
1.2155965818356418e-05,2.9366802909494138e-90
1.2158103210640488e-05,2.9366802909182125e-90
1.2160240978743794e-05,2.9366802908870056e-90
1.2162379122732416e-05,2.9366802908557935e-90
1.2164517642672447e-05,2.936680290824576e-90
1.216665653862999e-05,2.9366802907933526e-90
1.2168795810671159e-05,2.936680290762124e-90
1.2170935458862082e-05,2.9366802907308895e-90
1.2173075483268899e-05,2.93668029069965e-90
1.2175215883957757e-05,2.936680290668405e-90
1.2177356660994821e-05,2.9366802906371537e-90
1.2179497814446264e-05,2.936680290605898e-90
1.218163934437827e-05,2.936680290574636e-90
1.2183781250857039e-05,2.936680290543369e-90
1.2185923533948775e-05,2.9366802905120963e-90
1.2188066193719701e-05,2.9366802904808183e-90
1.219020923023605e-05,2.9366802904495342e-90
1.2192352643564062e-05,2.9366802904182454e-90
1.2194496433769993e-05,2.9366802903869504e-90
1.219664060092011e-05,2.93668029035565e-90
1.2198785145080696e-05,2.9366802903243447e-90
1.2200930066318032e-05,2.936680290293033e-90
1.2203075364698425e-05,2.936680290261717e-90
1.2205221040288189e-05,2.9366802902303944e-90
1.2207367093153647e-05,2.9366802901990667e-90
1.2209513523361139e-05,2.9366802901677333e-90
1.2211660330977009e-05,2.9366802901363947e-90
1.2213807516067617e-05,2.936680290105051e-90
1.2215955078699339e-05,2.936680290073701e-90
1.2218103018938555e-05,2.9366802900423454e-90
1.2220251336851659e-05,2.9366802900109846e-90
1.222240003250506e-05,2.9366802899796185e-90
1.2224549105965179e-05,2.936680289948247e-90
1.2226698557298438e-05,2.9366802899168694e-90
1.2228848386571285e-05,2.9366802898854864e-90
1.2230998593850174e-05,2.936680289854098e-90
1.2233149179201565e-05,2.9366802898227046e-90
1.223530014269194e-05,2.936680289791305e-90
1.2237451484387783e-05,2.9366802897599e-90
1.2239603204355601e-05,2.93668028972849e-90
1.2241755302661896e-05,2.9366802896970734e-90
1.2243907779373198e-05,2.936680289665652e-90
1.2246060634556042e-05,2.9366802896342253e-90
1.2248213868276974e-05,2.936680289602793e-90
1.225036748060255e-05,2.9366802895713545e-90
1.2252521471599347e-05,2.9366802895399113e-90
1.2254675841333938e-05,2.936680289508462e-90
1.2256830589872924e-05,2.936680289477007e-90
1.225898571728291e-05,2.936680289445547e-90
1.2261141223630509e-05,2.9366802894140812e-90
1.226329710898235e-05,2.93668028938261e-90
1.2265453373405079e-05,2.9366802893511333e-90
1.2267610016965341e-05,2.9366802893196513e-90
1.226976703972981e-05,2.9366802892881636e-90
1.2271924441765152e-05,2.93668028925667e-90
1.2274082223138057e-05,2.936680289225171e-90
1.2276240383915228e-05,2.936680289193667e-90
1.2278398924163371e-05,2.9366802891621565e-90
1.2280557843949212e-05,2.9366802891306414e-90
1.2282717143339486e-05,2.93668028909912e-90
1.2284876822400935e-05,2.9366802890675936e-90
1.2287036881200321e-05,2.9366802890360614e-90
1.2289197319804412e-05,2.9366802890045236e-90
1.2291358138279988e-05,2.93668028897298e-90
1.2293519336693842e-05,2.9366802889414317e-90
1.2295680915112783e-05,2.936680288909877e-90
1.2297842873603626e-05,2.9366802888783172e-90
1.2300005212233195e-05,2.9366802888467515e-90
1.2302167931068333e-05,2.936680288815181e-90
1.2304331030175894e-05,2.9366802887836043e-90
1.230649450962274e-05,2.9366802887520224e-90
1.2308658369475742e-05,2.9366802887204344e-90
1.2310822609801795e-05,2.9366802886888417e-90
1.2312987230667793e-05,2.9366802886572428e-90
1.2315152232140647e-05,2.936680288625638e-90
1.2317317614287277e-05,2.936680288594029e-90
1.2319483377174625e-05,2.936680288562413e-90
1.232164952086963e-05,2.936680288530792e-90
1.232381604543925e-05,2.9366802884991655e-90
1.2325982950950455e-05,2.9366802884675335e-90
1.2328150237470232e-05,2.9366802884358954e-90
1.2330317905065564e-05,2.9366802884042524e-90
1.2332485953803464e-05,2.936680288372604e-90
1.2334654383750945e-05,2.936680288340949e-90
1.2336823194975036e-05,2.9366802883092897e-90
1.2338992387542776e-05,2.936680288277624e-90
1.234116196152122e-05,2.936680288245953e-90
1.234333191697743e-05,2.936680288214276e-90
1.234550225397848e-05,2.936680288182594e-90
1.2347672972591459e-05,2.936680288150906e-90
1.2349844072883465e-05,2.9366802881192124e-90
1.2352015554921612e-05,2.9366802880875136e-90
1.2354187418773015e-05,2.9366802880558092e-90
1.235635966450482e-05,2.936680288024099e-90
1.2358532292184164e-05,2.9366802879923834e-90
1.2360705301878208e-05,2.9366802879606625e-90
1.2362878693654122e-05,2.9366802879289354e-90
1.236505246757909e-05,2.9366802878972035e-90
1.2367226623720302e-05,2.936680287865465e-90
1.2369401162144966e-05,2.9366802878337215e-90
1.2371576082920295e-05,2.9366802878019726e-90
1.2373751386113522e-05,2.936680287770218e-90
1.237592707179189e-05,2.9366802877384574e-90
1.2378103140022645e-05,2.9366802877066915e-90
1.2380279590873055e-05,2.9366802876749204e-90
1.2382456424410397e-05,2.936680287643143e-90
1.2384633640701959e-05,2.9366802876113607e-90
1.2386811239815037e-05,2.936680287579572e-90
1.238898922181695e-05,2.9366802875477784e-90
1.2391167586775017e-05,2.9366802875159794e-90
1.2393346334756573e-05,2.936680287484174e-90
1.2395525465828968e-05,2.936680287452364e-90
1.2397704980059557e-05,2.936680287420548e-90
1.2399884877515714e-05,2.9366802873887258e-90
1.2402065158264822e-05,2.936680287356898e-90
1.2404245822374275e-05,2.9366802873250654e-90
1.240642686991148e-05,2.936680287293227e-90
1.2408608300943854e-05,2.9366802872613823e-90
1.241079011553883e-05,2.936680287229533e-90
1.2412972313763846e-05,2.9366802871976775e-90
1.241515489568636e-05,2.936680287165816e-90
1.2417337861373833e-05,2.93668028713395e-90
1.2419521210893751e-05,2.936680287102078e-90
1.2421704944313593e-05,2.9366802870702e-90
1.242388906170087e-05,2.936680287038317e-90
1.2426073563123086e-05,2.9366802870064277e-90
1.2428258448647776e-05,2.936680286974533e-90
1.2430443718342467e-05,2.936680286942633e-90
1.2432629372274717e-05,2.936680286910727e-90
1.2434815410512081e-05,2.9366802868788157e-90
1.2437001833122134e-05,2.9366802868468985e-90
1.2439188640172458e-05,2.936680286814976e-90
1.2441375831730654e-05,2.9366802867830476e-90
1.2443563407864327e-05,2.9366802867511143e-90
1.2445751368641096e-05,2.9366802867191745e-90
1.2447939714128599e-05,2.936680286687229e-90
1.2450128444394472e-05,2.9366802866552786e-90
1.2452317559506374e-05,2.936680286623323e-90
1.2454507059531978e-05,2.936680286591361e-90
1.2456696944538955e-05,2.936680286559393e-90
1.2458887214595002e-05,2.93668028652742e-90
1.246107786976782e-05,2.9366802864954416e-90
1.2463268910125127e-05,2.9366802864634564e-90
1.2465460335734648e-05,2.9366802864314664e-90
1.2467652146664122e-05,2.936680286399471e-90
1.2469844342981302e-05,2.93668028636747e-90
1.2472036924753952e-05,2.936680286335463e-90
1.2474229892049842e-05,2.93668028630345e-90
1.2476423244936762e-05,2.936680286271432e-90
1.2478616983482511e-05,2.9366802862394083e-90
1.2480811107754901e-05,2.9366802862073786e-90
1.248300561782175e-05,2.9366802861753433e-90
1.2485200513750897e-05,2.936680286143303e-90
1.2487395795610185e-05,2.9366802861112565e-90
1.2489591463467476e-05,2.936680286079204e-90
1.249178751739064e-05,2.936680286047147e-90
1.2493983957447554e-05,2.9366802860150838e-90
1.2496180783706116e-05,2.936680285983015e-90
1.2498377996234234e-05,2.93668028595094e-90
1.2500575595099823e-05,2.93668028591886e-90
1.2502773580370815e-05,2.9366802858867746e-90
1.250497195211515e-05,2.936680285854683e-90
1.2507170710400784e-05,2.9366802858225857e-90
1.250936985529568e-05,2.936680285790483e-90
1.2511569386867819e-05,2.9366802857583747e-90
1.2513769305185187e-05,2.936680285726261e-90
1.2515969610315787e-05,2.936680285694141e-90
1.2518170302327637e-05,2.9366802856620158e-90
1.252037138128876e-05,2.936680285629885e-90
1.252257284726719e-05,2.936680285597748e-90
1.2524774700330979e-05,2.936680285565606e-90
1.252697694054819e-05,2.936680285533458e-90
1.2529179567986894e-05,2.9366802855013045e-90
1.253138258271518e-05,2.9366802854691454e-90
1.2533585984801139e-05,2.9366802854369797e-90
1.2535789774312888e-05,2.9366802854048096e-90
1.2537993951318543e-05,2.936680285372633e-90
1.2540198515886242e-05,2.9366802853404516e-90
1.2542403468084125e-05,2.9366802853082645e-90
1.2544608807980353e-05,2.936680285276071e-90
1.254681453564309e-05,2.936680285243872e-90
1.2549020651140526e-05,2.9366802852116676e-90
1.2551227154540848e-05,2.9366802851794574e-90
1.2553434045912263e-05,2.936680285147242e-90
1.2555641325322988e-05,2.9366802851150204e-90
1.2557848992841253e-05,2.936680285082793e-90
1.2560057048535299e-05,2.93668028505056e-90
1.2562265492473376e-05,2.9366802850183215e-90
1.2564474324723753e-05,2.9366802849860773e-90
1.2566683545354705e-05,2.9366802849538274e-90
1.2568893154434525e-05,2.936680284921572e-90
1.2571103152031512e-05,2.9366802848893107e-90
1.2573313538213977e-05,2.9366802848570443e-90
1.2575524313050249e-05,2.9366802848247717e-90
1.257773547660866e-05,2.9366802847924935e-90
1.2579947028957568e-05,2.9366802847602097e-90
1.2582158970165325e-05,2.9366802847279197e-90
1.2584371300300309e-05,2.936680284695625e-90
1.2586584019430906e-05,2.936680284663324e-90
1.2588797127625513e-05,2.9366802846310175e-90
1.2591010624952534e-05,2.9366802845987053e-90
1.2593224511480399e-05,2.9366802845663875e-90
1.2595438787277536e-05,2.9366802845340635e-90
1.2597653452412392e-05,2.9366802845017343e-90
1.2599868506953426e-05,2.936680284469399e-90
1.2602083950969105e-05,2.936680284437059e-90
1.2604299784527914e-05,2.936680284404712e-90
1.2606516007698341e-05,2.93668028437236e-90
1.2608732620548896e-05,2.9366802843400023e-90
1.2610949623148096e-05,2.936680284307639e-90
1.2613167015564472e-05,2.93668028427527e-90
1.2615384797866561e-05,2.9366802842428952e-90
1.2617602970122923e-05,2.9366802842105146e-90
1.2619821532402122e-05,2.9366802841781287e-90
1.2622040484772732e-05,2.9366802841457362e-90
1.2624259827303348e-05,2.9366802841133386e-90
1.2626479560062572e-05,2.9366802840809357e-90
1.2628699683119015e-05,2.9366802840485262e-90
1.2630920196541303e-05,2.936680284016112e-90
1.2633141100398076e-05,2.936680283983692e-90
1.2635362394757988e-05,2.936680283951266e-90
1.2637584079689697e-05,2.9366802839188344e-90
1.2639806155261878e-05,2.936680283886397e-90
1.2642028621543217e-05,2.9366802838539536e-90
1.2644251478602414e-05,2.9366802838215045e-90
1.264647472650818e-05,2.93668028378905e-90
1.264869836532924e-05,2.9366802837565897e-90
1.2650922395134324e-05,2.9366802837241236e-90
1.2653146815992178e-05,2.936680283691652e-90
1.2655371627971568e-05,2.936680283659175e-90
1.265759683114126e-05,2.9366802836266917e-90
1.2659822425570041e-05,2.9366802835942024e-90
1.2662048411326702e-05,2.936680283561708e-90
1.2664274788480056e-05,2.936680283529208e-90
1.2666501557098915e-05,2.936680283496702e-90
1.2668728717252117e-05,2.93668028346419e-90
1.2670956269008502e-05,2.9366802834316726e-90
1.2673184212436931e-05,2.9366802833991498e-90
1.2675412547606265e-05,2.936680283366621e-90
1.2677641274585387e-05,2.9366802833340863e-90
1.2679870393443192e-05,2.936680283301546e-90
1.2682099904248582e-05,2.9366802832689997e-90
1.2684329807070474e-05,2.936680283236448e-90
1.2686560101977795e-05,2.9366802832038905e-90
1.2688790789039487e-05,2.9366802831713275e-90
1.2691021868324503e-05,2.936680283138758e-90
1.2693253339901805e-05,2.936680283106184e-90
1.2695485203840376e-05,2.9366802830736035e-90
1.2697717460209199e-05,2.9366802830410175e-90
1.269995010907728e-05,2.9366802830084258e-90
1.270218315051363e-05,2.9366802829758275e-90
1.2704416584587273e-05,2.9366802829432245e-90
1.270665041136725e-05,2.936680282910616e-90
1.2708884630922609e-05,2.936680282878001e-90
1.2711119243322413e-05,2.93668028284538e-90
1.2713354248635736e-05,2.9366802828127544e-90
1.2715589646931661e-05,2.936680282780122e-90
1.2717825438279293e-05,2.9366802827474842e-90
1.2720061622747737e-05,2.936680282714841e-90
1.2722298200406118e-05,2.9366802826821923e-90
1.272453517132357e-05,2.936680282649537e-90
1.272677253556924e-05,2.936680282616877e-90
1.2729010293212288e-05,2.9366802825842097e-90
1.2731248444321885e-05,2.9366802825515373e-90
1.2733486988967213e-05,2.93668028251886e-90
1.2735725927217473e-05,2.936680282486176e-90
1.2737965259141866e-05,2.936680282453487e-90
1.2740204984809617e-05,2.936680282420792e-90
1.2742445104289954e-05,2.9366802823880914e-90
1.2744685617652126e-05,2.9366802823553846e-90
1.2746926524965384e-05,2.9366802823226717e-90
1.2749167826299002e-05,2.936680282289954e-90
1.2751409521722259e-05,2.9366802822572298e-90
1.2753651611304444e-05,2.9366802822245003e-90
1.275589409511487e-05,2.9366802821917647e-90
1.275813697322285e-05,2.9366802821590235e-90
1.276038024569771e-05,2.936680282126277e-90
1.2762623912608801e-05,2.936680282093524e-90
1.2764867974025468e-05,2.9366802820607657e-90
1.2767112430017083e-05,2.9366802820280014e-90
1.2769357280653024e-05,2.9366802819952318e-90
1.2771602526002678e-05,2.9366802819624556e-90
1.277384816613545e-05,2.9366802819296747e-90
1.2776094201120755e-05,2.9366802818968873e-90
1.2778340631028018e-05,2.936680281864094e-90
1.2780587455926685e-05,2.9366802818312958e-90
1.27828346758862e-05,2.936680281798491e-90
1.278508229097603e-05,2.9366802817656807e-90
1.278733030126565e-05,2.9366802817328645e-90
1.2789578706824553e-05,2.936680281700043e-90
1.2791827507722234e-05,2.936680281667215e-90
1.2794076704028206e-05,2.9366802816343818e-90
1.2796326295811995e-05,2.9366802816015424e-90
1.2798576283143142e-05,2.9366802815686974e-90
1.280082666609119e-05,2.9366802815358467e-90
1.2803077444725704e-05,2.936680281502991e-90
1.2805328619116255e-05,2.936680281470128e-90
1.2807580189332434e-05,2.9366802814372607e-90
1.2809832155443837e-05,2.9366802814043864e-90
1.2812084517520075e-05,2.936680281371507e-90
1.281433727563077e-05,2.9366802813386214e-90
1.2816590429845556e-05,2.9366802813057306e-90
1.281884398023408e-05,2.9366802812728337e-90
1.2821097926866004e-05,2.9366802812399307e-90
1.2823352269811e-05,2.9366802812070224e-90
1.2825607009138747e-05,2.936680281174108e-90
1.2827862144918949e-05,2.9366802811411877e-90
1.2830117677221308e-05,2.936680281108262e-90
1.283237360611555e-05,2.93668028107533e-90
1.2834629931671402e-05,2.9366802810423927e-90
1.2836886653958613e-05,2.9366802810094496e-90
1.2839143773046942e-05,2.9366802809765004e-90
1.2841401289006154e-05,2.936680280943546e-90
1.2843659201906036e-05,2.936680280910585e-90
1.284591751181638e-05,2.9366802808776187e-90
1.2848176218806992e-05,2.9366802808446464e-90
1.2850435322947693e-05,2.936680280811669e-90
1.2852694824308315e-05,2.9366802807786847e-90
1.2854954722958698e-05,2.936680280745695e-90
