time_days,Os191 top 9
0.0004761239399752179,217402.1312501277
0.0004762076571928187,217469.05657637914
0.0004762913891304788,217535.9936701036
0.000476375135790786,217602.94253337
0.00047645889717632946,217669.903168248
0.0004765426732896978,217736.87557680698
0.0004766264641334811,217803.8597611174
0.000476710269710269,217870.8557232497
0.0004767940900226526,217937.8634652749
0.00047687792507322213,218004.8829892639
0.0004769617748645697,218071.9142972887
0.00047704563939928655,218138.95739142093
0.00047712951867996564,218206.01227373324
0.00047721341270919927,218273.0789462981
0.0004772973214895811,218340.15741118885
0.00047738124502370437,218407.2476704785
0.0004774651833141637,218474.34972624131
0.0004775491363635536,218541.46358055124
0.00047763310417446884,218608.58923548265
0.00047771708674950526,218675.7266931107
0.00047780108409125856,218742.87595551042
0.00047788509620232567,218810.0370247577
0.0004779691230853028,218877.20990292818
0.0004780531647427881,218944.3945920986
0.0004781372211773786,219011.5910943453
0.00047822129239167324,219078.83697850164
0.0004783053783882702,219146.15845854595
0.0004783894791697692,219213.4917757188
0.00047847359473876934,219280.8369321012
0.0004785577250978712,219348.193929775
0.00047864187024967476,219415.5627708221
0.0004787260301967817,219482.94345732513
0.00047881020494179295,219550.33599136665
0.00047889439448731087,219617.74037502994
0.0004789785988359374,219685.15661039835
0.0004790628179902758,219752.58469955603
0.00047914705195292896,219820.0246445868
0.00047923130072650104,219887.47644757567
0.0004793155643135959,219954.94011060742
0.00047939984271681856,220022.4156357675
0.00047948413593877404,220089.90302514166
0.00047956844398206757,220157.40228081562
0.00047965276684930574,220224.9134048762
0.0004797371045430945,220292.43639940984
0.00047982145706604144,220359.9712665042
0.0004799058244207534,220427.5180082464
0.00047999020660983874,220495.07662672465
0.00048007460363590524,220562.64712402693
0.00048015901550156235,220630.22950224212
0.0004802434422094188,220697.82376345908
0.00048032788376208474,220765.42990976735
0.0004804123401621698,220833.04794325648
0.00048049681141228525,220900.67786601683
0.0004805812975150416,220968.31968013852
0.00048066579847305083,221035.97338771285
0.0004807503142889246,221103.63899083048
0.0004808348449652757,221171.31649158357
0.00048091939050471684,221239.00589206364
0.0004810039509098616,221306.70719436332
0.00048108852618332354,221374.44776552793
0.00048117311632771737,221442.27264359835
0.00048125772134565754,221510.10944730914
0.00048134234123975927,221577.9581787571
0.0004814269760126384,221645.81884003984
0.0004815116256669109,221713.69143325454
0.00048159629020519374,221781.5759604995
0.00048168096963010343,221849.47242387276
0.000481765663944258,221917.38082547346
0.0004818503731502751,221985.30116740026
0.00048193509725077353,222053.2334517531
0.00048201983624837175,222121.17768063126
0.0004821045901456896,222189.13385613536
0.0004821893589453464,222257.1019803656
0.00048227414264996295,222325.0820554233
0.00048235894126215953,222393.07408340945
0.0004824437547845578,222461.07806642595
0.0004825285832197791,222529.09400657463
0.00048261342657044575,222597.12190595825
0.00048269828483918007,222665.161766679
0.00048278315802860553,222733.2135908407
0.0004828680461413452,222801.2773805463
0.00048295294918002357,222869.35313790006
0.0004830378671472646,222937.4408650061
0.0004831228000456935,223005.54056396915
0.0004832077478779356,223073.65223689412
0.0004832927106466164,223141.7758858862
0.0004833776883543626,223209.9115130516
0.00048346268100380054,223278.05912049583
0.00048354768859755796,223346.218710326
0.00048363271113826195,223414.39028464837
0.0004837177486285411,223482.57384557065
0.00048380280107102367,223550.7693952001
0.0004838878684683391,223618.97693564493
0.00048397295082311647,223687.23397979306
0.00048405804813798616,223755.56404121517
0.0004841431604155782,223823.90611710364
0.00048422828765852397,223892.26020957116
0.0004843134298694544,223960.62632073034
0.0004843985870510017,224029.00445269467
0.00048448375920579775,224097.39460757744
0.0004845689463364757,224165.79678749293
0.0004846541484456684,224234.21099455524
0.0004847393655360101,224302.6372308794
0.0004848245976101342,224371.07549858003
0.000484909844670676,224439.52579977323
0.0004849951067202702,224507.98813657442
0.0004850803837615523,224576.4625110998
0.00048516567579715854,224644.94892546604
0.00048525098282972505,224713.44738179003
0.00048533630486188915,224781.95788218934
0.00048542164189628785,224850.48042878127
0.00048550699393555937,224919.0150236843
0.0004855923609823417,224987.5616690165
0.0004856777430392739,225056.120366897
0.00048576314010899483,225124.6911194446
0.0004858485521941447,225193.2739287794
0.0004859339792973632,225261.86879702087
0.00048601942142129155,225330.47572628965
0.0004861048785685701,225399.09471870604
0.0004861903507418412,225467.72577639157
0.0004862758379437462,225536.36890146718
0.0004863613401769281,225605.024096055
0.0004864468574440295,225673.69136227694
0.00048653238974769416,225742.37070225595
0.00048661793709056563,225811.06211811453
0.00048670349947528855,225879.76561197624
0.00048678907690450745,225948.48118596443
0.00048687466938086794,226017.2643170097
0.00048696027690701575,226086.1010459646
0.00048704589948559665,226154.9498784727
0.0004871315371192578,226223.8108166624
0.000487217189810646,226292.68386266194
0.0004873028575624093,226361.56901860074
0.0004873885403771952,226430.4662866075
0.00048747423825765287,226499.3756688124
0.0004875599512064307,226568.297167345
0.0004876456792261787,226637.23078433596
0.0004877314223195464,226706.17652191612
0.0004878171804891845,226775.13438221646
0.00048790295373774364,226844.10436736853
0.00048798874206787543,226913.08647950436
0.0004880745454822313,226982.08072075597
0.000488160363983464,227051.08709325644
0.0004882461975742257,227120.10559913822
0.0004883320462571701,227189.1362405353
0.0004884179100349505,227258.17901958094
0.0004885037889102215,227327.23393840977
0.0004885896828856371,227396.30099915588
0.0004886755919638529,227465.38020395453
0.000488761516147524,227534.47155494068
0.0004888474554393069,227603.5750542503
0.0004889334098418578,227672.69070401927
0.0004890193793578333,227741.8185063838
0.0004891053639898914,227810.95846348093
0.0004891913637406894,227880.1105774476
0.0004892773786128863,227949.2748504217
0.0004893634086091403,228018.45128454076
0.000489449453732111,228087.63988194327
0.000489535513984458,228156.84064476768
0.0004896215893688418,228226.05357515343
0.0004897076798879226,228295.27867523947
0.000489793785544362,228364.60735749855
0.000489879906340821,228433.95226348058
0.0004899660422799625,228503.30936236857
0.0004900521933644485,228572.67865630588
0.0004901383595969423,228642.0601474372
0.0004902245409801069,228711.45383790674
0.0004903107375166069,228780.85972986004
0.0004903969492091062,228850.27782544188
0.0004904831760602701,228919.7081267985
0.0004905694180727636,228989.15063607556
0.0004906556752492528,229058.60535542003
0.000490741947592404,229128.07228697866
0.0004908282351048836,229197.5514328984
0.0004909145377893593,229267.04279532738
0.0004910008556484984,229336.54637641308
0.0004910871886849694,229406.0621783044
0.0004911735369014405,229475.59020314968
0.0004912599003005816,229545.13045309857
0.0004913462788850613,229614.68293029998
0.0004914326726575506,229684.24763690445
0.0004915190816207192,229753.82457506174
0.0004916055057772388,229823.4137469229
0.00049169194512978,229893.01515463856
0.0004917783996810157,229962.62880036066
0.0004918648694336176,230032.25468624046
0.000491951354390259,230101.89281443064
0.0004920378545536128,230171.5431870833
0.0004921243699263533,230241.20580635173
0.0004922109005111541,230310.88067438887
0.0004922974463106908,230380.56779334886
0.0004923840073276379,230450.26716538527
0.0004924705835646717,230519.97879265316
0.0004925571750244676,230589.70267730675
0.000492643781709703,230659.49673209645
0.0004927304036230547,230729.35333666232
0.0004928170407671999,230799.2222241051
0.0004929036931448173,230869.10339658504
0.0004929903607585849,230938.99685626192
0.000493077043611182,231008.90260529632
0.0004931637417052877,231078.82064584887
0.0004932504550435824,231148.75098008107
0.000493337183628746,231218.69361015415
0.00049342392746346,231288.6485382304
0.000493510686550405,231358.61576647198
0.0004935974608922633,231428.59529704173
0.0004936842504917169,231498.58713210258
0.000493771055351449,231568.5912738183
0.0004938578754741423,231638.60772435248
0.0004939447108624808,231708.63648586953
0.0004940315615191485,231778.67756053386
0.0004941184274468304,231848.73095051086
0.000494205308648211,231918.79665796555
0.0004942922051259764,231988.874685064
0.0004943791168828125,232058.96503397202
0.000494466043921406,232129.06770685656
0.0004945529862444436,232199.1827058843
0.0004946399438546128,232269.3100332223
0.0004947269167546017,232339.44969103867
0.0004948139049470986,232409.6016815011
0.0004949009084347927,232479.76600677843
0.0004949879272203728,232549.94266903907
0.0004950749613065294,232620.13167045242
0.0004951620106959521,232690.333013188
0.0004952490753913323,232760.5466994159
0.0004953361553953609,232830.77273130618
0.00049542325071073,232901.01111103006
0.0004955103613401312,232971.2618407581
0.0004955974872862579,233041.5249226622
0.0004956846285518025,233111.80035891387
0.0004957717851394594,233182.08815168578
0.0004958589570519219,233252.38830315007
0.0004959461442918853,233322.715217908
0.0004960333468620441,233393.14626935765
0.0004961205647650942,233463.58970468934
0.0004962077980037314,233534.04552608007
0.0004962950465806523,233604.51373570805
0.0004963823104985535,233674.99433575102
0.0004964695897601329,233745.48732838812
0.0004965568843680881,233815.99271579794
0.0004966441943251173,233886.51050015987
0.0004967315196339198,233957.0406836539
0.0004968188602971945,234027.5832684597
0.0004969062163176415,234098.1382567583
0.0004969935876979608,234168.7056507302
0.0004970809744408534,234239.2854525571
0.0004971683765490201,234309.87766442008
0.0004972557940251632,234380.48228850175
0.0004973432268719841,234451.0993269841
0.0004974306750921862,234521.72878205028
0.000497518138688472,234592.37065588325
0.0004976056176635457,234663.0249506667
0.0004976931120201106,234733.69166858454
0.0004977806217608721,234804.37081182128
0.0004978681468885344,234875.06238256133
0.0004979556874058036,234945.76638299014
0.0004980432433153852,235016.48281529287
0.0004981308146199861,235087.21168165578
0.0004982184013223128,235157.95298426488
0.0004983060034250731,235228.70672530695
0.0004983936209309744,235299.47290696893
0.0004984812538427255,235370.25153143838
0.000498568902163035,235441.04260090302
0.0004986565658946121,235511.8461175509
0.0004987442450401667,235582.6620835708
0.000498831939602409,235653.49050115148
0.00049891964958405,235724.33137248256
0.0004990073749878003,235795.1846997535
0.0004990951158163723,235866.05048515467
0.0004991828720724776,235936.9287308764
0.0004992706437588291,236007.8194391096
0.0004993584308781399,236078.82819138994
0.0004994462334331236,236149.8505818898
0.000499534051426494,236220.88546024574
0.0004996218848609661,236291.9328286541
0.0004997097337392543,236362.99268931054
0.0004997975980640748,236434.06504441187
0.000499885477838143,236505.14989615467
0.0004999733730641759,236576.24724673657
0.0005000612837448899,236647.35709835487
0.0005001492098830028,236718.47945320795
0.0005002371514812321,236789.61431349386
0.0005003251085422965,236860.76168141168
0.0005004130810689149,236931.92155916078
0.0005005010690638061,237003.09394894028
0.0005005890725296905,237074.27885295058
0.0005006770914692879,237145.47627339154
0.0005007651258853196,237216.68621246464
0.0005008531757805061,237287.90867237037
0.0005009412411575699,237359.14365531068
0.0005010293220192325,237430.3911634871
0.0005011174183682171,237501.65119910234
0.0005012055302072464,237572.92376435868
0.0005012936575390445,237644.20886145966
0.0005013818003663349,237715.5064926082
0.0005014699586918429,237786.81666000863
0.0005015581325182929,237858.1393658649
0.000501646321848411,237929.4746123818
0.0005017345266849228,238000.82240176408
0.000501822747030555,238072.1827362175
0.0005019109828880345,238143.55561794754
0.0005019992342600889,238214.9410491606
0.000502087501149446,238286.33903206306
0.0005021757835588342,238357.74956886203
0.0005022640814909825,238429.17266176472
0.0005023523949486202,238500.60831297896
0.0005024407239344773,238572.0565247129
0.000502529068451284,238643.5172991748
0.0005026174285017711,238714.99063857386
0.0005027058040886699,238786.49129799873
0.0005027941952147123,238858.09455044457
0.0005028826018826304,238929.71039287915
0.0005029710240951571,239001.3388275164
0.0005030594618550254,239072.97985657005
0.0005031479151649694,239144.63348225495
0.0005032363840277228,239216.29970678565
0.0005033248684460207,239287.97853237775
0.0005034133684225977,239359.66996124634
0.0005035018839601902,239431.3739956081
0.0005035904150615335,239503.09063767892
0.0005036789617293647,239574.8198896758
0.0005037675239664205,239646.56175381588
0.000503856101775439,239718.3162323169
0.0005039446951591577,239790.08332739645
0.0005040333041203153,239861.8630412734
0.0005041219286616507,239933.65537616608
0.0005042105687859036,240005.46033429384
0.0005042992244958139,240077.2779178763
0.0005043878957941217,240149.10812913295
0.0005044765826835685,240220.9509702847
0.0005045652851668951,240292.80644355167
0.0005046540032468438,240364.6745511554
0.0005047427369261567,240436.55529531708
0.000504831486207577,240508.44867825878
0.0005049202510938475,240580.35470220255
0.0005050090315877125,240652.2733693714
0.000505097827691916,240724.2046819879
0.0005051866394092031,240796.1486422759
0.0005052754667423186,240868.10525245903
0.0005053643096940088,240940.0745147616
0.0005054531682670194,241012.05643140804
0.0005055420424640973,241084.05100462362
0.0005056309322879896,241156.0582366334
0.0005057198377414444,241228.0781296636
0.0005058087588272094,241300.11068593976
0.0005058976955480334,241372.15590768916
0.0005059866479066654,241444.21379713825
0.0005060756159058553,241516.28435651475
0.0005061645995483528,241588.4197835961
0.0005062535988369089,241660.6185367299
0.0005063426137742745,241732.82998455892
0.0005064316443632007,241805.05412931502
0.0005065206906064404,241877.2909732312
0.0005066097525067452,241949.54051853975
0.0005066988300668687,242021.80276747458
0.000506787923289564,242094.07772226882
0.0005068770321775856,242166.36538515685
0.0005069661567336872,242238.66575837292
0.0005070552969606245,242310.97884415206
0.0005071444528611522,242383.3046447293
0.0005072336244380267,242455.64316234042
0.0005073228116940042,242527.9943992213
0.0005074120146318416,242600.35835760867
0.0005075012332542961,242672.73503973888
0.0005075904675641259,242745.12444784958
0.0005076797175640889,242817.526584178
0.0005077689832569444,242889.9414509624
0.000507858264645451,242962.3690504409
0.0005079475617323692,243034.80938485268
0.0005080368745204588,243107.26245643647
0.0005081262030124809,243179.72826743213
0.0005082155472111961,243252.2068200793
0.0005083049071193669,243324.69811661882
0.0005083942827397552,243397.20215929116
0.0005084836740751233,243469.7189503372
0.0005085730811282351,243542.24849199894
0.0005086625039018535,243614.7907865179
0.0005087519423987432,243687.34583613678
0.0005088413966216687,243759.91364309794
0.0005089308665733952,243832.49420964488
0.0005090203522566878,243905.08753802069
0.0005091098536743133,243977.6936304697
0.0005091993708290377,244050.31248923563
0.0005092889037236286,244122.94411656374
0.0005093784523608531,244195.58851469876
0.0005094680167434797,244268.24568588653
0.0005095575968742761,244340.92409026818
0.0005096471927560123,244413.70774010592
0.0005097368043914571,244486.50418748058
0.000509826431783381,244559.3134346426
0.0005099160749345539,244632.13548384234
0.0005100057338477473,244704.97033733103
0.0005100954085257322,244777.81799735967
0.0005101850989712812,244850.67846618057
0.000510274805187166,244923.55174604536
0.0005103645271761597,244996.43783920674
0.0005104542649410359,245069.33674791787
0.0005105440184845682,245142.2484744317
0.0005106337878095314,245215.17302100227
0.0005107235729186998,245288.1103898836
0.0005108133738148493,245361.06058333043
0.0005109031905007553,245434.02360359725
0.0005109930229791946,245506.99945293996
0.0005110828712529433,245579.98813361375
0.0005111727353247794,245652.98964787516
0.0005112626151974803,245726.00399798027
0.0005113525108738245,245799.03118618656
0.0005114424223565905,245872.07121475073
0.0005115323496485579,245945.12408593105
0.000511622292752506,246018.18980198502
0.0005117122516712155,246091.2683651717
0.0005118022264074668,246164.35977774975
0.0005118922169640414,246237.4640419785
0.0005119822233437205,246310.58116011752
0.0005120722455492869,246383.71113442708
0.0005121622835835227,246456.8539671674
0.0005122523374492116,246530.00966059987
0.0005123424071491369,246603.17821698522
0.0005124324926860829,246676.3596385853
0.0005125225940628341,246749.5539276625
0.0005126127112821757,246822.7610864788
0.0005127028443468935,246895.9811172975
0.0005127929932597731,246969.21402238143
0.0005128831580236017,247042.45980399475
0.0005129733386411659,247115.71846440114
0.0005130635351152537,247189.07555140526
0.0005131537474486527,247262.45902394864
0.0005132439756441519,247335.8553994953
0.0005133342197045399,247409.26468031417
0.0005134244796326067,247482.68686867418
0.000513514755431142,247556.1219668449
0.0005136050471029366,247629.56997709634
0.000513695354650781,247703.0309016985
0.0005137856780774673,247776.50474292258
0.000513876017385787,247849.99150303923
0.0005139663725785329,247923.4911843204
0.0005140567436584977,247997.00378903758
0.0005141471306284752,248070.52931946347
0.0005142375334912593,248144.06777787066
0.000514327952249644,248217.61916653192
0.0005144183869064248,248291.1834877213
0.0005145088374643967,248364.76074371222
0.0005145993039263559,248438.35093677946
0.0005146897862950985,248511.95406919724
0.0005147802845734218,248585.57014324123
0.0005148707987641228,248659.19916118638
0.0005149613288699999,248732.84112530912
0.0005150518748938509,248806.49603788526
0.0005151424368384751,248880.16390119202
0.0005152330147066716,248953.84471750606
0.0005153236085012404,249027.5384891052
0.0005154142182249816,249101.2452182671
0.0005155048438806965,249174.9649072704
0.0005155954854711858,249248.6975583935
0.0005156861429992521,249322.4431739158
0.000515776816467697,249396.2017561165
0.0005158675058793237,249469.97330727582
0.0005159582112369355,249543.7578296739
0.000516048932543336,249617.5553255915
0.0005161396698013294,249691.3657973096
0.000516230423013721,249765.1892471101
0.0005163211921833157,249839.0256772747
0.0005164119773129191,249912.87509008544
0.0005165027784053379,249986.8192813918
0.0005165935954633783,250060.79184387458
0.0005166844284898482,250134.77741294
0.0005167752774875548,250208.77599087474
0.0005168661424593067,250282.7875799663
0.0005169570234079123,250356.81218250238
0.0005170479203361812,250430.84980077101
0.0005171388332469226,250504.9004370608
0.0005172297621429472,250578.96409366085
0.0005173207070270654,250653.0407728602
0.0005174116679020887,250727.130476949
0.0005175026447708285,250801.23320821696
0.0005175936376360972,250875.34896895502
0.0005176846465007072,250949.4777614538
0.0005177756713674721,251023.61958800498
0.0005178667122392051,251097.77445090006
0.0005179577691187207,251171.94235243145
0.0005180488420088333,251246.12329489147
0.0005181399309123585,251320.31728057322
0.0005182310358321113,251394.5243117701
0.0005183221567709085,251468.7443907759
0.0005184132937315665,251542.9775198848
0.0005185044467169021,251617.22370139108
0.0005185956157297334,251691.48293759022
0.0005186868007728781,251765.75523077726
0.0005187780018491554,251840.04058324828
0.0005188692189613837,251914.33899729903
0.0005189604521123833,251988.6504752267
0.0005190517013049737,252062.9750193278
0.000519142966541976,252137.31263190001
0.000519234247826211,252211.66331524102
0.0005193255451605005,252286.02707164927
0.0005194168585476663,252360.403903423
0.0005195081879905315,252434.79381286167
0.0005195995334919184,252509.19680226425
0.0005196908950546514,252583.61287393098
0.0005197822726815541,252658.04203016177
0.0005198736663754513,252732.48541527826
0.0005199650761391677,252807.0360632727
0.0005200565019755295,252881.5998194941
0.0005201479438873621,252956.1766862468
0.0005202394018774927,253030.76666583642
0.0005203308759487478,253105.36976056828
0.0005204223661039551,253179.9859727485
0.0005205138723459429,253254.6153046836
0.0005206053946775394,253329.2577586802
0.000520696933101574,253403.91333704593
0.0005207884876208759,253478.58204208786
0.0005208800582382755,253553.2638761146
0.0005209716449566028,253627.95884143419
0.0005210632477786897,253702.66694035585
0.0005211548667073668,253777.38817518845
0.0005212465017454668,253852.12254824213
0.000521338152895822,253926.87006182643
0.0005214298201612653,254001.63071825227
0.0005215215035446304,254076.40451983036
0.0005216132030487513,254151.19146887213
0.0005217049186764624,254225.99156768897
0.0005217966504305991,254300.80481859346
0.0005218883983139962,254375.63122389754
0.0005219801623294906,254450.47078591475
0.000522071942479918,254525.32350695782
0.0005221637387681162,254600.18938934105
0.000522255551196922,254675.0684353782
0.0005223473797691739,254749.9606473841
0.0005224392244877103,254824.86602767356
0.0005225310853553699,254899.78457856167
0.0005226229623749927,254974.71630236474
0.0005227148555494183,255049.66120139844
0.0005228067648814876,255124.61927797968
0.0005228986903740412,255199.59053442546
0.000522990632029921,255274.57497305307
0.0005230825898519686,255349.5725961802
0.0005231745638430269,255424.58340612534
0.0005232665540059386,255499.6074052067
0.0005233585603435475,255574.67903049054
0.0005234505828586972,255649.82291062403
0.0005235426215542328,255724.98000329183
0.0005236346764329986,255800.15031081668
0.0005237267474978409,255875.33383552276
0.000523818834751605,255950.53057973328
0.0005239109381971379,256025.74054577335
0.0005240030578372862,256100.9637359671
0.0005240951936748978,256176.2001526402
0.0005241873457128202,256251.44979811794
0.0005242795139539028,256326.71267472667
0.0005243716984009938,256401.98878479254
0.0005244638990569428,256477.27813064223
0.0005245561159246002,256552.58071460333
0.0005246483490068162,256627.89653900324
0.000524740598306442,256703.22560617002
0.000524832863826329,256778.56791843218
0.0005249251455693294,256853.92347811878
0.0005250174435382952,256929.29228755875
0.0005251097577360802,257004.67434908214
0.0005252020881655373,257080.06966501873
0.0005252944348295208,257155.47823769928
0.0005253867977308852,257230.9000694544
0.0005254791768724857,257306.33516261578
0.0005255715722571774,257381.78351951478
0.0005256639838878168,257457.24514248417
0.00052575641176726,257532.72003385573
0.0005258488558983644,257608.208195963
0.0005259413162839873,257683.70963113895
0.0005260337929269871,257759.22434171778
0.0005261262858302218,257834.75233003325
0.000526218794996551,257910.29359842042
0.0005263113204288338,257985.8481492139
0.0005264038621299304,258061.41598474947
0.0005264964201027018,258136.99710736293
0.0005265889943500082,258212.59151939015
0.0005266815848747119,258288.19922316825
0.0005267741916796744,258363.82022103388
0.000526866814767759,258439.53747982945
0.0005269594541418279,258515.27677321658
0.0005270521098047455,258591.02938382898
0.0005271447817593751,258666.79531400773
0.0005272374700085821,258742.5745660954
0.0005273301745552307,258818.36714243385
0.0005274228954021874,258894.17304536627
0.0005275156325523176,258969.99227723552
0.0005276083860084882,259045.82484038555
0.0005277011557735662,259121.67073715993
0.0005277939418504195,259197.5299699037
0.0005278867442419156,259273.40254096102
0.0005279795629509239,259349.2884526778
0.0005280723979803127,259425.18770739916
0.0005281652493329524,259501.10030747173
0.0005282581170117125,259577.02625524145
0.0005283510010194641,259652.96555305575
0.0005284439013590778,259728.91820326145
0.000528536818033426,259804.88420820676
0.0005286297510453803,259880.86357023957
0.0005287227003978132,259956.8562917083
0.0005288156660935984,260032.86237496237
0.0005289086481356091,260108.88182235073
0.00052900164652672,260184.91463622352
0.0005290946612698052,260260.9608189306
0.0005291876923677402,260337.0203728228
0.0005292807398234005,260413.0933002511
0.0005293738036396625,260489.1796035672
0.0005294668838194027,260565.2792851226
0.0005295599803654985,260641.39234726995
0.0005296530932808273,260717.51879236152
0.0005297462225682678,260793.6586227507
0.0005298393682306983,260869.8118407909
0.0005299325302709982,260945.9784488363
0.000530025708692047,261022.1584492409
0.0005301189034967255,261098.35184435968
0.0005302121146879137,261174.55863654768
0.0005303053422684936,261250.83415786352
0.0005303985862413463,261327.15766433545
0.0005304918466093546,261403.49459075424
0.000530585123375401,261479.8449394794
0.0005306784165423686,261556.2087128708
0.0005307717261131416,261632.58591328916
0.0005308650520906039,261708.97654309488
0.0005309583944776407,261785.38060464984
0.0005310517532771368,261861.7981003152
0.0005311451284919787,261938.2290324535
0.0005312385201250519,262014.67340342677
0.000531331928179244,262091.13121559843
0.0005314253526574417,262167.60247133154
0.0005315187935625335,262244.0871729901
0.0005316122508974071,262320.5853229379
0.0005317057246649518,262397.09692354
0.0005317992148680567,262473.621977161
0.000531892721509612,262550.16048616666
0.0005319862445925077,262626.7124529226
0.0005320797841196351,262703.2778797953
0.0005321733400938852,262779.85676915117
0.0005322669125181502,262856.44912335754
0.0005323605013953221,262933.05494478164
0.0005324541067282946,263009.67423579184
0.0005325477285199603,263086.30699875584
0.0005326413667732137,263162.9532360431
0.0005327350214909492,263239.6129500225
0.0005328286926760613,263316.28614306333
0.000532922380331446,263392.97281753615
0.000533016084459999,263469.6729758109
0.000533109805064617,263546.38662025874
0.0005332035421481966,263623.1137532506
0.0005332972957136358,263699.8543771587
0.0005333910657638322,263776.60849435447
0.0005334848523016848,263853.376107211
0.0005335786553300921,263930.15721810074
0.0005336724748519541,264006.9518293975
0.0005337663108701705,264083.80469053827
0.0005338601633876422,264160.7169419527
0.0005339540324072698,264237.64271683217
0.0005340479179319555,264314.58201755467
0.0005341418199646008,264391.53484649817
0.0005342357385081088,264468.5012060417
0.0005343296735653823,264545.48109856417
0.0005344236251393252,264622.47452644503
0.0005345175932328412,264699.4814920641
0.0005346115778488355,264776.5019978019
0.0005347055789902129,264853.53604603914
0.000534799596659879,264930.5836391569
0.0005348936308607402,265007.64477953676
0.0005349876815957031,265084.71946956066
0.0005350817488676751,265161.8077116113
0.0005351758326795635,265238.9095080712
0.0005352699330342769,265316.02486132376
0.0005353640499347238,265393.1537737525
0.0005354581833838136,265470.29624774185
0.000535552333384456,265547.45228567603
0.0005356464999395614,265624.6218899402
0.0005357406830520403,265701.80506291933
0.0005358348827248043,265779.0018069997
0.0005359290989607648,265856.212124567
0.0005360233317628348,265933.4360180083
0.0005361175811339264,266010.6734897103
0.0005362118470769534,266087.92454206053
0.0005363061295948293,266165.189177447
0.000536400428690469,266242.467398258
0.0005364947443667867,266319.75920688175
0.0005365890766266986,266397.0646057082
0.0005366834254731198,266474.3835971261
0.0005367777909089672,266551.71618352603
0.0005368721729371577,266629.0623672982
0.0005369665715606085,266706.422150833
0.000537060986782238,266783.7955365223
0.0005371554186049639,266861.1825267573
0.000537249867031706,266938.5831239304
0.0005373443320653834,267016.03842174425
0.0005374388137089162,267093.5548290288
0.0005375333119652247,267171.0848660065
0.0005376278268372304,267248.6285350741
0.0005377223583278543,267326.1858386282
0.000537816906440019,267403.7567790665
0.0005379114711766466,267481.3413587864
0.0005380060525406606,267558.9395801864
0.0005381006505349842,267636.55144566484
0.000538195265162542,267714.1769576209
0.000538289896426258,267791.81611845386
0.0005383845443290581,267869.4689305639
0.0005384792088738672,267947.1353963509
0.0005385738900636122,268024.815518216
0.0005386685879012192,268102.50929856
0.000538763302389616,268180.2167397846
0.0005388580335317295,268257.93784429156
0.0005389527813304888,268335.67261448374
0.0005390475457888222,268413.4210527636
0.0005391423269096588,268491.1831615344
0.0005392371246959288,268568.95894320006
0.0005393319391505622,268646.7484001643
0.00053942677027649,268724.5515348319
0.0005395216180766432,268802.36834960757
0.0005396164825539542,268880.198846897
0.0005397113637113547,268958.04302910564
0.0005398062615517783,269035.9008986399
0.0005399011760781576,269113.7724579063
0.0005399961072934272,269191.6577093121
0.0005400910552005208,269269.5566552642
0.0005401860198023743,269347.4692981714
0.0005402810011019221,269425.3956404412
0.000540375999102101,269503.3356844829
0.000540471013805847,269581.28943270503
0.0005405660452160974,269659.2568875179
0.0005406610933357894,269737.23805133114
0.0005407561581678614,269815.23292655527
0.0005408512397152515,269893.241515601
0.0005409463379808993,269971.32325422886
0.0005410414529677441,270049.44585213094
0.0005411365846787257,270127.582186312
0.0005412317331167853,270205.73225918773
0.0005413268982848634,270283.89607317303
0.0005414220801859024,270362.0736306848
0.0005415172788228439,270440.2649341391
0.0005416124941986308,270518.46998595307
0.0005417077263162062,270596.68878854375
0.000541802975178514,270674.9213443293
0.0005418982407884982,270753.16765572765
0.0005419935231491038,270831.42772515776
0.0005420888222632758,270909.70155503816
0.0005421841381339604,270987.9891477889
0.0005422794707641034,271066.29050582944
0.000542374820156652,271144.6056315804
0.0005424701863145533,271222.93452746246
0.0005425655692407555,271301.27719589684
0.0005426609689382065,271379.6336393049
0.0005427563854098559,271458.00386010914
0.0005428518186586523,271536.3878607315
0.0005429472686875463,271614.7856435955
0.0005430427354994878,271693.19721112377
0.0005431382190974284,271771.6225657406
0.0005432337194843192,271850.06170986994
0.000543329236663112,271928.51464593614
0.00054342477063676,272006.9813763647
0.0005435203214082155,272085.4619035806
0.0005436158889804327,272163.9562300101
0.0005437114733563651,272242.46435807913
0.000543807074538968,272320.986290215
0.0005439026925311958,272399.5220288441
0.0005439983273360048,272478.0715763946
0.0005440939789563506,272556.63493529405
0.0005441896473951905,272635.2121079715
0.000544285332655481,272713.8030968552
0.0005443810347401805,272792.4079043748
0.0005444767536522467,272871.0399416846
0.0005445724893946389,272949.7569654027
0.0005446682419703159,273028.48782991705
0.0005447640113822378,273107.23253766156
0.0005448597976333646,273185.99109107
0.0005449556007266577,273264.7634925771
0.0005450514206650779,273343.54974461766
0.0005451472574515877,273422.3498496269
0.000545243111089149,273501.1638100408
0.0005453389815807247,273579.9916282951
0.0005454348689292788,273658.83330682694
0.0005455307731377745,273737.68884807284
0.0005456266942091771,273816.5582544708
0.000545722632146451,273895.4415284582
0.0005458185869525622,273974.33867247385
0.0005459145586304762,274053.2496889561
0.0005460105471831602,274132.17458034435
0.0005461065526135809,274211.11334907805
0.0005462025749247062,274290.0659975975
0.0005462986141195038,274369.03252834274
