time_days,Fm256 top 12
1.1574074074074073e-05,1.946882772042701e-87
1.1576109151910821e-05,1.946882772023006e-87
1.157814458757678e-05,1.9468827720033076e-87
1.158018038113487e-05,1.9468827719836058e-87
1.1582216532648015e-05,1.9468827719639004e-87
1.1584253042179158e-05,1.9468827719441922e-87
1.1586289909791249e-05,1.9468827719244799e-87
1.1588327135547246e-05,1.9468827719047642e-87
1.1590364719510128e-05,1.946882771885045e-87
1.1592402661742875e-05,1.9468827718653225e-87
1.1594440962308483e-05,1.9468827718455966e-87
1.1596479621269957e-05,1.9468827718258669e-87
1.1598518638690315e-05,1.946882771806134e-87
1.1600558014632583e-05,1.9468827717863976e-87
1.1602597749159803e-05,1.9468827717666577e-87
1.1604637842335022e-05,1.9468827717469143e-87
1.1606678294221306e-05,1.9468827717271677e-87
1.1608719104881723e-05,1.9468827717074174e-87
1.1610760274379357e-05,1.9468827716876632e-87
1.1612801802777306e-05,1.946882771667906e-87
1.1614843690138673e-05,1.9468827716481453e-87
1.1616885936526574e-05,1.9468827716283812e-87
1.1618928542004138e-05,1.9468827716086133e-87
1.1620971506634507e-05,1.9468827715888423e-87
1.1623014830480826e-05,1.9468827715690677e-87
1.162505851360626e-05,1.9468827715492896e-87
1.1627102556073979e-05,1.946882771529508e-87
1.1629146957947168e-05,1.9468827715097228e-87
1.163119171928902e-05,1.9468827714899342e-87
1.1633236840162742e-05,1.9468827714701424e-87
1.1635282320631548e-05,1.9468827714503466e-87
1.163732816075867e-05,1.9468827714305477e-87
1.1639374360607345e-05,1.9468827714107455e-87
1.1641420920240822e-05,1.9468827713909394e-87
1.1643467839722364e-05,1.94688277137113e-87
1.1645515119115243e-05,1.946882771351317e-87
1.1647562758482743e-05,1.9468827713315007e-87
1.1649610757888157e-05,1.9468827713116808e-87
1.1651659117394789e-05,1.9468827712918576e-87
1.1653707837065959e-05,1.9468827712720303e-87
1.1655756916964996e-05,1.9468827712522002e-87
1.1657806357155237e-05,1.9468827712323664e-87
1.1659856157700035e-05,1.946882771212529e-87
1.1661906318662747e-05,1.9468827711926882e-87
1.1663956840106745e-05,1.9468827711728438e-87
1.1666007722095419e-05,1.9468827711529962e-87
1.1668058964692159e-05,1.9468827711331448e-87
1.1670110567960373e-05,1.94688277111329e-87
1.1672162531963473e-05,1.946882771093432e-87
1.1674214856764896e-05,1.9468827710735702e-87
1.1676267542428077e-05,1.946882771053705e-87
1.1678320589016465e-05,1.9468827710338362e-87
1.1680373996593523e-05,1.9468827710139636e-87
1.1682427765222725e-05,1.9468827709940881e-87
1.1684481894967554e-05,1.9468827709742089e-87
1.1686536385891505e-05,1.946882770954326e-87
1.1688591238058084e-05,1.94688277093444e-87
1.1690646451530811e-05,1.94688277091455e-87
1.1692702026373212e-05,1.9468827708946572e-87
1.169475796264883e-05,1.9468827708747605e-87
1.1696814260421214e-05,1.9468827708548602e-87
1.1698870919753925e-05,1.9468827708349564e-87
1.170092794071054e-05,1.9468827708150492e-87
1.1702985323354636e-05,1.9468827707951387e-87
1.1705043067749818e-05,1.9468827707752246e-87
1.170710117395969e-05,1.9468827707553067e-87
1.1709159642047868e-05,1.9468827707353857e-87
1.1711218472077982e-05,1.9468827707154609e-87
1.1713277664113672e-05,1.946882770695533e-87
1.1715337218218593e-05,1.9468827706756012e-87
1.1717397134456403e-05,1.9468827706556659e-87
1.1719457412890783e-05,1.946882770635727e-87
1.172151805358541e-05,1.9468827706157848e-87
1.1723579056603986e-05,1.9468827705958392e-87
1.1725640422010216e-05,1.94688277057589e-87
1.1727702149867825e-05,1.946882770555937e-87
1.1729764240240532e-05,1.946882770535981e-87
1.1731826693192089e-05,1.9468827705160212e-87
1.173388950878624e-05,1.9468827704960577e-87
1.1735952687086755e-05,1.946882770476091e-87
1.1738016228157407e-05,1.9468827704561206e-87
1.174008013206198e-05,1.946882770436147e-87
1.1742144398864272e-05,1.9468827704161696e-87
1.1744209028628096e-05,1.946882770396189e-87
1.1746274021417267e-05,1.9468827703762046e-87
1.1748339377295616e-05,1.9468827703562166e-87
1.1750405096326988e-05,1.9468827703362255e-87
1.1752471178575235e-05,1.9468827703162305e-87
1.1754537624104223e-05,1.946882770296232e-87
1.1756604432977824e-05,1.9468827702762302e-87
1.1758671605259932e-05,1.9468827702562246e-87
1.1760739141014437e-05,1.9468827702362158e-87
1.1762807040305254e-05,1.946882770216203e-87
1.1764875303196305e-05,1.9468827701961874e-87
1.1766943929751517e-05,1.946882770176168e-87
1.1769012920034836e-05,1.946882770156145e-87
1.1771082274110218e-05,1.9468827701361183e-87
1.1773151992041629e-05,1.9468827701160879e-87
1.1775222073893044e-05,1.9468827700960546e-87
1.1777292519728452e-05,1.9468827700760172e-87
1.177936332961185e-05,1.9468827700559768e-87
1.1781434503607254e-05,1.9468827700359328e-87
1.1783506041778683e-05,1.946882770015885e-87
1.178557794419017e-05,1.9468827699958335e-87
1.1787650210905758e-05,1.9468827699757788e-87
1.178972284198951e-05,1.9468827699557207e-87
1.1791795837505486e-05,1.9468827699356588e-87
1.1793869197517767e-05,1.9468827699155934e-87
1.179594292209044e-05,1.9468827698955246e-87
1.1798017011287611e-05,1.9468827698754522e-87
1.180009146517339e-05,1.9468827698553765e-87
1.1802166283811898e-05,1.946882769835297e-87
1.180424146726727e-05,1.946882769815214e-87
1.1806317015603657e-05,1.9468827697951276e-87
1.1808392928885212e-05,1.9468827697750376e-87
1.1810469207176105e-05,1.946882769754944e-87
1.1812545850540515e-05,1.9468827697348467e-87
1.1814622859042633e-05,1.9468827697147462e-87
1.1816700232746663e-05,1.9468827696946419e-87
1.1818777971716817e-05,1.9468827696745342e-87
1.182085607601732e-05,1.946882769654423e-87
1.182293454571241e-05,1.9468827696343082e-87
1.1825013380866334e-05,1.94688276961419e-87
1.182709258154335e-05,1.9468827695940681e-87
1.1829172147807727e-05,1.9468827695739426e-87
1.183125207972375e-05,1.9468827695538138e-87
1.183333237735571e-05,1.9468827695336813e-87
1.1835413040767908e-05,1.9468827695135453e-87
1.1837494070024666e-05,1.9468827694934058e-87
1.1839575465190307e-05,1.9468827694732628e-87
1.1841657226329168e-05,1.9468827694531161e-87
1.18437393535056e-05,1.946882769432966e-87
1.1845821846783964e-05,1.9468827694128122e-87
1.184790470622863e-05,1.946882769392655e-87
1.1849987931903983e-05,1.9468827693724942e-87
1.1852071523874415e-05,1.9468827693523296e-87
1.1854155482204337e-05,1.946882769332162e-87
1.185623980695816e-05,1.9468827693119907e-87
1.185832449820032e-05,1.9468827692918154e-87
1.186040955599525e-05,1.9468827692716372e-87
1.1862494980407405e-05,1.946882769251455e-87
1.1864580771501242e-05,1.9468827692312694e-87
1.1866666929341244e-05,1.94688276921108e-87
1.1868753453991893e-05,1.9468827691908876e-87
1.1870840345517681e-05,1.946882769170691e-87
1.187292760398312e-05,1.9468827691504912e-87
1.187501522945273e-05,1.946882769130288e-87
1.1877103221991039e-05,1.9468827691100813e-87
1.1879191581662589e-05,1.9468827690898705e-87
1.1881280308531934e-05,1.9468827690696564e-87
1.188336940266364e-05,1.9468827690494389e-87
1.1885458864122283e-05,1.9468827690292178e-87
1.1887548692972447e-05,1.946882769008993e-87
1.1889638889278737e-05,1.946882768988765e-87
1.1891729453105753e-05,1.9468827689685332e-87
1.1893820384518129e-05,1.9468827689482974e-87
1.1895911683580489e-05,1.9468827689280587e-87
1.1898003350357477e-05,1.9468827689078163e-87
1.1900095384913753e-05,1.9468827688875702e-87
1.190218778731398e-05,1.9468827688673206e-87
1.1904280557622842e-05,1.9468827688470676e-87
1.1906373695905023e-05,1.9468827688268106e-87
1.1908467202225226e-05,1.9468827688065507e-87
1.1910561076648163e-05,1.9468827687862866e-87
1.1912655319238558e-05,1.9468827687660193e-87
1.1914749930061148e-05,1.9468827687457485e-87
1.1916844909180674e-05,1.9468827687254738e-87
1.1918940256661901e-05,1.9468827687051958e-87
1.1921035972569594e-05,1.9468827686849138e-87
1.1923132056968534e-05,1.9468827686646287e-87
1.1925228509923516e-05,1.94688276864434e-87
1.1927325331499338e-05,1.9468827686240475e-87
1.1929422521760818e-05,1.9468827686037517e-87
1.1931520080772786e-05,1.946882768583452e-87
1.1933618008600073e-05,1.9468827685631489e-87
1.193571630530753e-05,1.9468827685428423e-87
1.1937814970960021e-05,1.9468827685225322e-87
1.1939914005622416e-05,1.9468827685022183e-87
1.1942013409359598e-05,1.9468827684819008e-87
1.1944113182236459e-05,1.94688276846158e-87
1.1946213324317909e-05,1.9468827684412555e-87
1.1948313835668861e-05,1.9468827684209273e-87
1.1950414716354249e-05,1.9468827684005957e-87
1.1952515966439013e-05,1.9468827683802606e-87
1.1954617585988102e-05,1.946882768359922e-87
1.1956719575066477e-05,1.9468827683395794e-87
1.195882193373912e-05,1.9468827683192336e-87
1.1960924662071011e-05,1.9468827682988841e-87
1.196302776012715e-05,1.9468827682785307e-87
1.1965131227972544e-05,1.946882768258174e-87
1.1967235065672215e-05,1.9468827682378138e-87
1.1969339273291195e-05,1.94688276821745e-87
1.1971443850894526e-05,1.9468827681970826e-87
1.1973548798547261e-05,1.9468827681767115e-87
1.197565411631447e-05,1.9468827681563369e-87
1.197775980426123e-05,1.9468827681359587e-87
1.1979865862452626e-05,1.946882768115577e-87
1.1981972290953762e-05,1.9468827680951915e-87
1.1984079089829748e-05,1.9468827680748028e-87
1.198618625914571e-05,1.94688276805441e-87
1.198829379896678e-05,1.946882768034014e-87
1.1990401709358103e-05,1.9468827680136144e-87
1.199250999038484e-05,1.946882767993211e-87
1.1994618642112156e-05,1.9468827679728046e-87
1.1996727664605237e-05,1.9468827679523938e-87
1.1998837057929273e-05,1.9468827679319798e-87
1.2000946822149464e-05,1.946882767911562e-87
1.2003056957331031e-05,1.946882767891141e-87
1.2005167463539195e-05,1.9468827678707164e-87
1.2007278340839195e-05,1.9468827678502877e-87
1.2009389589296282e-05,1.9468827678298557e-87
1.2011501208975716e-05,1.9468827678094199e-87
1.2013613199942771e-05,1.946882767788981e-87
1.2015725562262726e-05,1.9468827677685382e-87
1.2017838296000882e-05,1.946882767748092e-87
1.2019951401222542e-05,1.9468827677276418e-87
1.2022064877993026e-05,1.9468827677071881e-87
1.2024178726377662e-05,1.9468827676867311e-87
1.2026292946441793e-05,1.9468827676662703e-87
1.202840753825077e-05,1.946882767645806e-87
1.2030522501869958e-05,1.946882767625338e-87
1.2032637837364735e-05,1.9468827676048667e-87
1.2034753544800484e-05,1.9468827675843913e-87
1.2036869624242604e-05,1.9468827675639127e-87
1.203898607575651e-05,1.9468827675434302e-87
1.204110289940762e-05,1.9468827675229442e-87
1.2043220095261365e-05,1.9468827675024548e-87
1.2045337663383193e-05,1.9468827674819618e-87
1.204745560383856e-05,1.946882767461465e-87
1.2049573916692932e-05,1.9468827674409647e-87
1.2051692602011791e-05,1.9468827674204604e-87
1.2053811659860622e-05,1.946882767399953e-87
1.2055931090304936e-05,1.9468827673794419e-87
1.205805089341024e-05,1.9468827673589273e-87
1.206017106924206e-05,1.9468827673384088e-87
1.2062291617865934e-05,1.9468827673178869e-87
1.2064412539347413e-05,1.946882767297361e-87
1.2066533833752049e-05,1.9468827672768317e-87
1.2068655501145422e-05,1.946882767256299e-87
1.2070777541593109e-05,1.9468827672357626e-87
1.2072899955160708e-05,1.9468827672152225e-87
1.2075022741913823e-05,1.9468827671946789e-87
1.2077145901918073e-05,1.9468827671741316e-87
1.2079269435239086e-05,1.9468827671535806e-87
1.20813933419425e-05,1.9468827671330263e-87
1.2083517622093972e-05,1.9468827671124681e-87
1.2085642275759164e-05,1.9468827670919066e-87
1.208776730300375e-05,1.9468827670713411e-87
1.2089892703893416e-05,1.9468827670507725e-87
1.2092018478493862e-05,1.9468827670301996e-87
1.2094144626870797e-05,1.9468827670096236e-87
1.2096271149089946e-05,1.9468827669890438e-87
1.2098398045217035e-05,1.9468827669684602e-87
1.2100525315317814e-05,1.9468827669478735e-87
1.2102652959458035e-05,1.9468827669272828e-87
1.210478097770347e-05,1.9468827669066882e-87
1.2106909370119895e-05,1.9468827668860903e-87
1.2109038136773103e-05,1.9468827668654889e-87
1.2111167277728895e-05,1.9468827668448839e-87
1.2113296793053085e-05,1.946882766824275e-87
1.2115426682811497e-05,1.9468827668036624e-87
1.2117556947069973e-05,1.9468827667830467e-87
1.2119687585894356e-05,1.9468827667624271e-87
1.2121818599350509e-05,1.9468827667418036e-87
1.2123949987504302e-05,1.9468827667211767e-87
1.2126081750421618e-05,1.9468827667005462e-87
1.2128213888168358e-05,1.946882766679912e-87
1.2130346400810421e-05,1.9468827666592743e-87
1.213247928841373e-05,1.946882766638633e-87
1.2134612551044211e-05,1.946882766617988e-87
1.2136746188767809e-05,1.9468827665973394e-87
1.2138880201650473e-05,1.9468827665766868e-87
1.2141014589758171e-05,1.946882766556031e-87
1.2143149353156875e-05,1.9468827665353711e-87
1.214528449191258e-05,1.9468827665147083e-87
1.2147420006091276e-05,1.9468827664940412e-87
1.2149555895758982e-05,1.946882766473371e-87
1.2151692160981716e-05,1.946882766452697e-87
1.215382880182551e-05,1.946882766432019e-87
1.2155965818356418e-05,1.9468827664113376e-87
1.2158103210640488e-05,1.9468827663906526e-87
1.2160240978743794e-05,1.946882766369964e-87
1.2162379122732416e-05,1.9468827663492718e-87
1.2164517642672447e-05,1.946882766328576e-87
1.216665653862999e-05,1.9468827663078765e-87
1.2168795810671159e-05,1.946882766287173e-87
1.2170935458862082e-05,1.9468827662664662e-87
1.2173075483268899e-05,1.9468827662457558e-87
1.2175215883957757e-05,1.9468827662250418e-87
1.2177356660994821e-05,1.9468827662043236e-87
1.2179497814446264e-05,1.9468827661836025e-87
1.218163934437827e-05,1.9468827661628773e-87
1.2183781250857039e-05,1.9468827661421489e-87
1.2185923533948775e-05,1.9468827661214164e-87
1.2188066193719701e-05,1.9468827661006805e-87
