time_days,Ta184 top 20
0.0011912168657584252,290879.7542137132
0.001191426318283676,290982.0294540749
0.0011916358076371175,291084.32267735375
0.0011918453338252237,291186.6338867112
0.0011920548968544717,291288.9630853095
0.0011922644967313377,291391.31027631136
0.0011924741334623033,291493.675462881
0.001192683807053847,291596.05864818225
0.0011928935175124506,291698.4598353799
0.0011931032648445953,291800.8790276383
0.0011933130490567663,291903.31622812466
0.0011935228701554475,292005.7714400043
0.0011937327281471247,292108.2446664445
0.0011939426230382836,292210.735910612
0.0011941525548354146,292313.24517567584
0.0011943625235450056,292415.7724648042
0.0011945725291735469,292518.317781166
0.0011947825717275294,292620.8811279305
0.0011949926512134473,292723.4625082688
0.0011952027676377936,292826.0619253514
0.0011954129210070632,292928.6793823495
0.001195623111327752,293031.314882435
0.0011958333386063562,293133.9684287799
0.0011960436028493765,293236.64002455806
0.001196253904063311,293339.32967294287
0.0011964642422546603,293442.0373771082
0.0011966746174299253,293544.7631402282
0.001196885029595611,293647.50696547935
0.0011970954787582206,293750.2688560367
0.0011973059649242588,293853.0488150768
0.001197516488100231,293955.8468457759
0.0011977270482926472,294058.66295131267
0.0011979376455080147,294161.49713486445
0.0011981482797528433,294264.34939961
0.0011983589510336427,294367.2197487279
0.0011985696593569274,294470.2740081738
0.0011987804047292091,294573.64911691844
0.0011989911871570025,294677.0424019667
0.001199202006646822,294780.4538665142
0.0011994128632051863,294883.883513758
0.0011996237568386123,294987.33134689496
0.0011998346875536187,295090.79736912233
0.0012000456553567255,295194.2815836385
0.0012002566602544533,295297.78399364155
0.0012004677022533262,295401.3046023317
0.0012006787813598667,295504.8434129083
0.0012008898975805996,295608.4004285716
0.0012011010509220498,295711.9756525222
0.0012013122413907459,295815.5690879626
0.0012015234689932153,295919.1807380942
0.0012017347337359874,296022.8106061199
0.0012019460356255912,296126.4586952421
0.0012021573746685606,296230.1250086658
0.0012023687508714272,296333.8095495945
0.0012025801642407245,296437.5123212333
0.001202791614782987,296541.23332678725
0.0012030031025047527,296644.9725694632
0.001203214627412558,296748.73005246714
0.0012034261895129412,296852.5057790063
0.0012036377888124407,296956.299752288
0.0012038494253175996,297060.1119755213
0.0012040610990349586,297163.9424519146
0.0012042728099710609,297267.79118467716
0.0012044845581324504,297371.6581770193
0.0012046963435256718,297475.5434321506
0.0012049081661572735,297579.4469532835
0.0012051200260338021,297683.368743629
0.0012053319231618064,297787.30880639935
0.0012055438575478352,297891.2671448066
0.0012057558291984419,297995.24376206537
0.0012059678381201777,298099.2386613889
0.0012061798843195958,298203.25184599194
0.0012063919678032499,298307.28331908863
0.001206604088577698,298411.33308389585
0.0012068162466494952,298515.40114362916
0.0012070284420252003,298619.48750150524
0.001207240674711371,298723.5921607411
0.00120745294471457,298827.71512455534
0.0012076652520413575,298931.85639616614
0.0012078775966982962,299036.0159787922
0.0012080899786919487,299140.1938756529
0.0012083023980288825,299244.3900899692
0.0012085148547156621,299348.7678994947
0.001208727348758855,299453.4657225289
0.0012089398801650299,299558.18195443624
0.0012091524489407548,299662.9165984527
0.0012093650550926026,299767.66965781664
0.0012095776986271445,299872.4411357655
0.001209790379550953,299977.23103553784
0.0012100030978706015,300082.03936037194
0.0012102158535926676,300186.8661135087
0.0012104286467237264,300291.7112981876
0.0012106414772703558,300396.57491764956
0.0012108543452391336,300501.4569751353
0.0012110672506366416,300606.3574738878
0.0012112801934694602,300711.2764171488
0.0012114931737441713,300816.2138081617
0.0012117061914673577,300921.1696501693
0.0012119192466456057,301026.14394641697
0.0012121323392855002,301131.1367001488
0.001212345469393628,301236.1479146101
0.0012125586369765764,301341.1775930463
0.0012127718420409364,301446.22573870496
0.0012129850845932976,301551.29235483246
0.0012131983646402511,301656.37744467653
0.0012134116821883893,301761.4810114847
0.0012136250372443075,301866.6030585069
0.0012138384298145998,301971.74358899164
0.0012140518599058625,302076.9026061891
0.0012142653275246929,302182.08011334954
0.0012144788326776885,302287.2761137236
0.0012146923753714508,302392.4906105638
0.00121490595561258,302497.7236071219
0.001215119573407678,302602.9751066506
0.0012153332287633465,302708.2451124026
0.0012155469216861923,302813.53362763295
0.0012157606521828197,302918.84065559565
0.001215974420259835,303024.16619954526
0.0012161882259238456,303129.5102627376
0.001216402069181462,303234.87284842937
0.0012166159500392936,303340.25395987695
0.0012168298685039513,303445.65360033745
0.0012170438245820466,303551.0717730685
0.0012172578182801956,303656.5084813297
0.0012174718496050117,303761.96372837934
0.0012176859185631108,303867.43751747697
0.001217900025161109,303972.9298518824
0.0012181141694056264,304078.4407348574
0.0012183283513032817,304183.9701696629
0.0012185425708606955,304289.80414033734
0.0012187568280844893,304395.8316098491
0.0012189711229812848,304501.87772202125
0.0012191854555577088,304607.9424801329
0.001219399825820385,304714.0258874618
0.0012196142337759402,304820.12794728694
0.0012198286794310002,304926.2486628875
0.0012200431627921965,305032.3880375446
0.0012202576838661577,305138.54607453843
0.0012204722426595149,305244.7227771506
0.0012206868391788992,305350.91814866214
0.0012209014734309463,305457.1321923568
0.0012211161454222894,305563.36491151707
0.0012213308551595645,305669.61630942667
0.0012215456026494073,305775.88638936926
0.0012217603878984578,305882.17515463044
0.0012219752109133546,305988.4826084955
0.001222190071700738,306094.80875425
0.0012224049702672483,306201.1535951802
0.0012226199066195304,306307.5171345741
0.001222834880764227,306413.8993757189
0.0012230498927079834,306520.30032190296
0.0012232649424574458,306626.71997641487
0.0012234800300192608,306733.1583425439
0.0012236951554000786,306839.61542358075
0.001223910318606548,306946.0912228157
0.0012241255196453202,307052.5857435398
0.0012243407585230458,307159.09898904414
0.0012245560352463804,307265.63096262235
0.0012247713498219775,307372.1816675667
0.0012249867022564925,307478.7511071705
0.0012252020925565812,307585.33928472735
0.0012254175207289037,307691.94620353304
0.0012256329867801178,307798.5718668824
0.0012258484907168839,307905.21627807064
0.0012260640325458623,308011.87944039406
0.001226279612273718,308118.56135715067
0.0012264952299071137,308225.2620316373
0.001226710885452714,308331.9814671521
0.0012269265789171843,308438.7196669933
0.0012271423103071939,308545.4766344611
0.0012273580796294103,308652.25237285485
0.001227573886890503,308759.04688547493
0.0012277897320971416,308865.86017562205
0.0012280056152560008,308972.6922465985
0.0012282215363737523,309079.5431017063
0.0012284374954570703,309186.5034147981
0.0012286534925126306,309293.8477706967
0.001228869527547109,309401.2110008
0.001229085600567185,309508.5931084278
0.0012293017115795365,309615.99409689876
0.0012295178605908445,309723.41396953264
0.0012297340476077887,309830.85272964917
0.0012299502726370538,309938.3103805703
0.0012301665356853225,310045.786925617
0.00123038283675928,310153.2823681116
0.0012305991758656111,310260.7967113758
0.001230815553011005,310368.3299587344
0.0012310319682021494,310475.88211351034
0.0012312484214457337,310583.4531790282
0.0012314649127484478,310691.0431586125
0.0012316814421169857,310798.6520555898
0.0012318980095580392,310906.2798732856
0.0012321146150783033,311013.9266150271
0.0012323312586844718,311121.59228414076
0.0012325479403832438,311229.2768839557
0.001232764660181316,311336.9804177998
0.0012329814180853875,311444.70288900216
0.0012331982141021581,311552.44430089265
0.0012334150482383288,311660.20465680095
0.001233631920500604,311767.98396005883
0.001233848830895686,311875.7822139975
0.0012340657794302804,311983.59942194866
0.0012342827661110916,312091.43558724446
0.0012344997909448296,312199.29071321944
0.0012347168539382013,312307.16480320645
0.0012349339550979165,312415.0578605402
0.001235151094430685,312522.9698885549
0.001235368271943221,312630.90089058736
0.0012355854876422363,312738.850869973
0.0012358027415344454,312846.8198300486
0.001236020033626563,312954.807774151
0.0012362373639253077,313062.814705619
0.0012364547324373964,313170.84062779084
0.0012366721391695484,313278.8855440053
0.0012368895841284825,313386.9494576015
0.0012371070673209226,313495.03237192106
0.0012373245887535899,313603.13429030386
0.0012375421484332085,313711.25521609164
0.0012377597463665035,313819.3951526262
0.0012379773825601996,313927.55410324974
0.0012381950570210267,314035.73207130644
0.001238412769755712,314144.00635626377
0.0012386305207709853,314252.6765623994
0.0012388483100735765,314361.36587586056
0.0012390661376702197,314470.07430000766
0.001239284003567647,314578.8018382004
0.0012395019077725933,314687.5484937993
0.0012397198502917927,314796.3142701655
0.0012399378311319844,314905.09917066165
0.0012401558502999055,315013.90319865005
0.0012403739078022946,315122.72635749355
0.0012405920036458917,315231.5686505557
0.00124081013783744,315340.4300812014
0.0012410283103836814,315449.31065279525
0.0012412465212913598,315558.2103687028
0.0012414647705672193,315667.1292322897
0.0012416830582180083,315776.0672469233
0.0012419013842504731,315885.0244159704
0.0012421197486713626,315994.00074279925
0.0012423381514874256,316102.99623077735
0.001242556592705415,316212.0108832751
0.0012427750723320822,316321.0447036613
0.0012429935903741807,316430.09769530635
0.0012432121468384648,316539.169861581
0.0012434307417316895,316648.2612058561
0.001243649375060614,316757.37173150486
0.001243868046831995,316866.5014418992
0.0012440867570525922,316975.6503404123
0.001244305505729165,317084.8184304174
0.0012445242928684774,317194.00571529014
0.001244743118477291,317303.21219840477
0.00124496198256237,317412.43788313674
0.001245180885130479,317521.6827728618
0.001245399826188386,317630.94687095797
0.0012456188057428583,317740.23018080165
0.0012458378238006643,317849.532705771
0.0012460568803685731,317958.85444924404
0.001246275975453358,318068.19541460084
0.0012464951090617909,318177.55560522067
0.0012467142812006447,318286.9350244837
0.0012469334918766937,318396.33367577055
0.001247152741096716,318505.7515624636
0.0012473720288674872,318615.18868794444
0.0012475913551957868,318724.6450555957
0.0012478107200883932,318834.1206688008
0.001248030123552087,318943.6155309429
0.0012482495655936517,319053.1296454078
0.0012484690462198696,319162.75072707946
0.0012486885654375255,319272.75399218797
0.0012489081232534033,319382.7765990096
0.0012491277196742922,319492.8185509463
0.0012493473547069791,319602.879851399
0.001249567028358253,319712.9605037696
0.0012497867406349034,319823.06051146
0.0012500064915437234,319933.1798778746
0.0012502262810915054,320043.3186064167
0.0012504461092850427,320153.4767004904
0.0012506659761311297,320263.65416350047
0.0012508858816365647,320373.85099885333
0.0012511058258081443,320484.06720995466
0.0012513258086526667,320594.3028002111
0.0012515458301769315,320704.5577730298
0.0012517658903877416,320814.8321318196
0.0012519859892918977,320925.12587998866
0.001252206126896204,321035.4390209458
0.0012524263032074646,321145.7715581011
0.001252646518232485,321256.1234948644
0.0012528667719780737,321366.49483464746
0.0012530870644510384,321476.8855808617
0.0012533073956581882,321587.29573691887
0.0012535277656063328,321697.72530623147
0.0012537481743022862,321808.1742922138
0.0012539686217528606,321918.64269827947
0.00125418910796487,322029.1305278428
0.001254409632945129,322139.6377843186
0.0012546301967004561,322250.1644711236
0.0012548507992376683,322360.7105916737
0.0012550714405635845,322471.2761493856
0.0012552921206850241,322581.8611476767
0.0012555128396088105,322692.4655899662
0.0012557335973417652,322803.089479672
0.001255954393890712,322913.7328202139
0.0012561752292624753,323024.39561501105
0.0012563961034638832,323135.0778674852
0.001256617016501762,323245.77958105685
0.0012568379683829405,323356.5007591479
0.0012570589591142484,323467.24140518083
0.001257279988702516,323578.00152257783
0.0012575010571545771,323688.7811147637
0.0012577221644772645,323799.5801851621
0.001257943310677413,323910.3987371976
0.001258164495761857,324021.2367742954
0.0012583857197374358,324132.09429988236
0.0012586069826109867,324243.17309433187
0.001258828284389349,324354.5167233858
0.0012590496250793623,324465.8799298252
0.001259271004687871,324577.2627170932
0.0012594924232217166,324688.6650886324
0.0012597138806877436,324800.087047886
0.0012599353770927964,324911.5285982976
0.0012601569124437236,325022.9897433129
0.0012603784867473724,325134.47048637655
0.0012606001000105913,325245.97083093453
0.0012608217522402303,325357.4907804326
0.0012610434434431426,325469.030338319
0.0012612651736261798,325580.58950804087
0.0012614869427961957,325692.16829304653
0.0012617087509600446,325803.7666967842
0.0012619305981245849,325915.3847227044
0.001262152484296673,326027.0223742569
0.0012623744094831676,326138.6796548923
0.0012625963736909286,326250.35656806186
0.0012628183769268161,326362.0531172169
0.0012630404191976948,326473.7693058113
0.0012632625005104267,326585.50513729744
0.0012634846208718772,326697.26061512914
0.0012637067802889106,326809.03574275994
0.0012639289787683965,326920.83052364626
0.0012641512163172022,327032.6449612429
0.0012643734929421973,327144.479059006
0.0012645958086502512,327256.3328203919
0.0012648181634482385,327368.206248859
0.0012650405573430311,327480.0993478648
0.0012652629903415038,327592.0121208679
0.0012654854624505306,327703.9445713269
0.0012657079736769906,327815.89670270286
0.001265930524027761,327927.8685184555
0.001266153113509721,328039.86002204573
0.0012663757421297497,328151.8712169349
0.0012665984098947315,328263.9021065863
0.0012668211168115476,328375.95269446215
0.0012670438628870826,328488.02298402606
0.0012672666481282214,328600.1129787419
0.0012674894725418497,328712.22268207377
0.0012677123361348574,328824.3520974885
0.001267935238914132,328936.5012284509
0.0012681581808865639,329048.6700784279
0.0012683811620590436,329160.8586508857
0.0012686041824384656,329273.0669492934
0.0012688272420317225,329385.70759690326
0.0012690503408457096,329498.39899255417
0.0012692734788873215,329611.11020256416
0.0012694966561634584,329723.8412304184
0.0012697198726810176,329836.5920796007
0.0012699431284468989,329949.36275359645
0.0012701664234680023,330062.1532558907
0.0012703897577512322,330174.96358997084
0.0012706131313034912,330287.7937593231
0.0012708365441316837,330400.6437674354
0.0012710599962427148,330513.513617795
0.0012712834876434935,330626.4033138922
0.0012715070183409276,330739.31285921554
0.0012717305883419262,330852.24225725513
0.0012719541976534,330965.19151150156
0.0012721778462822602,331078.16062544554
0.001272401534235422,331191.1496025801
0.0012726252615197988,331304.15844639705
0.0012728490281423064,331417.18716038956
0.0012730728341098603,331530.2357480508
0.0012732966794293807,331643.3042128761
0.001273520564107786,331756.3925583598
0.001273744488151997,331869.50078799756
0.0012739684515689336,331982.62890528486
0.0012741924543655213,332095.7769137197
0.0012744164965486833,332208.9448167989
0.0012746405781253447,332322.1326180204
0.001274864699102431,332435.34032088233
0.0012750888594868727,332548.56792888494
0.001275313059285597,332661.81544552743
0.0012755372985055345,332775.08287431067
0.0012757615771536155,332888.3702187347
0.001275985895236775,333001.6774823026
0.0012762102527619458,333115.00466851617
0.001276434649736063,333228.3517808782
0.0012766590861660616,333341.71882289165
0.0012768835620588816,333455.1057980617
0.0012771080774214604,333568.51270989294
0.0012773326322607385,333681.9395618904
0.0012775572265836565,333795.3863575601
0.0012777818603971563,333908.85310040833
0.0012780065337081835,334022.3397939434
0.0012782312465236818,334135.84644167236
0.0012784559988505972,334249.37304710393
0.0012786807906958763,334362.9196137465
0.0012789056220664698,334476.75956547435
0.001279130492969326,334590.7861803282
0.0012793554034113963,334704.8328443095
0.0012795803533996314,334818.8995609428
0.0012798053429409872,334932.986333755
0.0012800303720424172,335047.09316627186
0.0012802554407108774,335161.2200620206
0.0012804805489533234,335275.3670245281
0.0012807056967767162,335389.5340573239
0.001280930884188014,335503.721163936
0.0012811561111941777,335617.92834789446
0.0012813813778021679,335732.1556127283
0.0012816066840189504,335846.4029619697
0.0012818320298514884,335960.6703991494
0.0012820574153067474,336074.9579277995
0.0012822828403916944,336189.26555145223
0.0012825083051132965,336303.59327364067
0.0012827338094785253,336417.9410978997
0.0012829593534943499,336532.3090277629
0.0012831849371677424,336646.6970667659
0.0012834105605056749,336761.1052184434
0.0012836362235151234,336875.5334863331
0.0012838619262030627,336989.98187397135
0.001284087668576469,337104.45038489567
0.0012843134506423195,337218.93902264384
0.0012845392724075955,337333.4477907555
0.0012847651338792762,337447.9766927699
0.0012849910350643432,337562.52573222684
0.0012852169759697781,337677.0949126667
0.0012854429566025675,337791.6842376316
0.0012856689769696955,337906.2937106632
0.0012858950370781485,338020.923335304
0.0012861211369349134,338135.5731150966
0.0012863472765469808,338250.2430535857
0.0012865734559213402,338364.9331543156
0.0012867996750649832,338479.64342083095
0.001287025933984902,338594.3738566776
0.0012872522326880897,338709.1244654012
0.0012874785711815438,338823.89525054995
0.001287704949472259,338938.6862156708
0.0012879313675672336,339053.4973643118
0.0012881578254734646,339168.3287000214
0.0012883843231979548,339283.1802263498
0.001288610860747704,339398.0519468467
0.0012888374381297147,339512.9438650628
0.0012890640553509898,339628.08061916963
0.0012892907124185363,339743.4495797928
0.0012895174093393593,339858.838825564
0.0012897441461204664,339974.24836004985
0.0012899709227688649,340089.67818681704
0.001290197739291567,340205.12830943457
0.001290424595695583,340320.59873147035
0.0012906514919879247,340436.08945649385
0.001290878428175605,340551.6004880741
0.001291105404265641,340667.1318297826
0.0012913324202650472,340782.6834851899
0.0012915594761808414,340898.2554578679
0.0012917865720200408,341013.84775138804
0.0012920137077896672,341129.4603693245
0.0012922408834967409,341245.09331525007
0.001292468099148284,341360.74659273936
0.0012926953547513194,341476.42020536703
0.0012929226503128714,341592.11415670766
0.0012931499858399678,341707.82845033874
0.001293377361339635,341823.5630898366
0.0012936047768189012,341939.31807877816
0.0012938322322847947,342055.09342074115
0.001294059727744349,342170.889119305
0.0012942872632045945,342286.7051780487
0.0012945148386725653,342402.54160055186
0.0012947424541552945,342518.3983903944
0.0012949701096598202,342634.2755511587
0.0012951978051931783,342750.17308642576
0.001295425540762407,342866.0909997783
0.0012956533163745452,342982.0292947984
0.0012958811320366351,343097.9879750708
0.0012961089877557184,343213.9670441795
0.001296336883538838,343329.9665057092
0.0012965648193930372,343445.98636324477
0.001296792795325364,343562.02662037377
0.0012970208113428643,343678.0872806823
0.0012972488674525863,343794.1683477574
0.0012974769636615792,343910.2698251876
0.0012977050999768932,344026.39171656093
0.0012979332764055818,344142.53402546776
0.0012981614929546974,344258.69675549737
0.0012983897496312942,344374.87991024036
0.001298618046442427,344491.0834932875
0.0012988463833951546,344607.3075082317
0.0012990747604965343,344723.55195866467
0.0012993031777536253,344840.0766079777
0.001299531635173487,344956.79513874574
0.0012997601327631838,345073.53419195337
0.0012999886705297773,345190.2937712079
0.0013002172484803322,345307.0738801186
0.0013004458666219126,345423.8745222944
0.0013006745249615878,345540.6957013469
0.0013009032235064247,345657.5374208865
0.0013011319622634925,345774.3996845245
0.0013013607412398606,345891.28249587276
0.0013015895604426033,346008.1858585451
0.0013018184198787923,346125.10977615445
0.0013020473195555018,346242.054252315
0.0013022762594798074,346359.0192906412
0.001302505239658785,346476.00489474833
0.0013027342600995145,346593.01106825296
0.001302963320809074,346710.03781477164
0.0013031924217945445,346827.0851379213
0.001303421563063006,346944.15304131963
0.001303650744621544,347061.24152858596
0.0013038799664772417,347178.350603339
0.0013041092286371846,347295.4802691987
0.0013043385311084581,347412.63052978495
0.0013045678738981526,347529.80138871993
0.0013047972570133558,347646.9928496245
0.001305026680461159,347764.2049161216
0.0013052561442486517,347881.4375918331
0.00130548564838293,347998.69088038424
0.0013057151928710866,348115.96478539845
0.0013059447777202169,348233.2593105008
0.0013061744029374165,348350.5744593159
0.0013064040685297857,348467.9102354717
0.0013066337745044228,348585.2666425939
0.0013068635208684277,348702.6436843102
0.0013070933076289024,348820.04136424884
0.001307323134792949,348937.45968603785
0.001307553002367673,349054.8986533076
0.00130778291036018,349172.35826968774
0.0013080128587775756,349289.8385388089
0.0013082428476269671,349407.3394643016
0.0013084728769154662,349524.86104979913
0.0013087029466501815,349642.40329893347
0.0013089330568382253,349759.9662153378
0.001309163207486709,349877.5498026452
0.0013093933986027494,349995.15406449186
0.0013096236301934606,350113.1514508698
0.0013098539022659594,350231.22687514796
0.0013100842148273623,350349.3230604426
0.0013103145678847912,350467.44001040503
0.0013105449614453652,350585.5777286861
0.001310775395516206,350703.736218937
0.0013110058701044354,350821.91548480967
0.0013112363852171801,350940.11552995804
0.0013114669408615639,351058.33635803516
0.001311697537044714,351176.57797269506
0.001311928173773757,351294.84037759213
0.0013121588510558245,351413.123576383
0.0013123895688980456,351531.4275727229
0.0013126203273075524,351649.75237026904
0.0013128511262914776,351768.09797267866
0.0013130819658569543,351886.464383609
0.0013133128460111204,352004.8516067201
0.0013135437667611116,352123.2596456708
0.0013137747281140653,352241.688504121
0.00131400573007712,352360.1381857304
0.0013142367726574188,352478.60869416187
0.001314467855862102,352597.1000330766
0.0013146989796983125,352715.612206137
0.0013149301441731935,352834.1452170056
0.0013151613492938933,352952.6990693477
0.0013153925950675567,353071.27376682713
0.0013156238815013324,353189.8693131088
0.0013158552086023681,353308.4857118579
0.001316086576377817,353427.1229667423
0.0013163179848348296,353545.7810814284
0.001316549433980559,353664.4600595836
0.0013167809238221583,353783.1599048759
0.0013170124543667853,353901.88062097534
0.0013172440256215962,354020.6222115511
0.0013174756375937484,354139.3846802734
0.001317707290290402,354258.16803081305
0.0013179389837187157,354376.97226684133
0.0013181707178858543,354495.79739203135
0.0013184024927989793,354614.6434100555
0.0013186343084652555,354733.5103245872
0.0013188661648918473,354852.3981393
0.0013190980620859237,354971.3068578701
0.0013193300000546519,355090.23648397194
0.0013195619788052013,355209.1870212821
0.0013197939983447416,355328.28859376773
0.001320026058680447,355447.7073378098
0.0013202581598194892,355567.1470790608
0.001320490301769043,355686.6078212121
0.0013207224845362831,355806.0895679563
0.0013209547081283889,355925.5923229872
0.0013211869725525368,356045.1160899981
0.001321419277815907,356164.6608726838
0.001321651623925679,356284.2266747384
0.0013218840108890372,356403.813499859
0.0013221164387131636,356523.42135174153
0.0013223489074052428,356643.05023408285
0.0013225814169724609,356762.7001505809
0.0013228139674220033,356882.371104933
0.001323046558761061,357002.06310083985
0.0013232791909968229,357121.7761420002
0.0013235118641364793,357241.51023211447
0.0013237445781872212,357361.2653748829
0.0013239773331562446,357481.04157400853
0.0013242101290507433,357600.8388331929
0.0013244429658779127,357720.65715613874
0.001324675843644949,357840.49654654914
0.0013249087623590531,357960.35700812953
0.0013251417220274237,358080.2385445842
0.0013253747226572618,358200.1411596188
0.0013256077642557682,358320.06485693844
0.0013258408468301492,358440.00964025175
0.0013260739703876083,358559.975513265
0.0013263071349353514,358679.96247968666
0.0013265403404805849,358799.9705432249
0.0013267735870305195,358919.99970759
0.0013270068745923644,359040.04997649207
0.00132724020317333,359160.1213536412
0.0013274735727806285,359280.21384274855
0.0013277069834214752,359400.3274475272
0.0013279404351030843,359520.4621716892
0.0013281739278326716,359640.61801894807
0.001328407461617455,359760.7949930177
0.0013286410364646518,359880.9930976121
0.0013288746523814846,360001.2123364478
0.0013291083093751736,360121.4527132403
0.0013293420074529411,360241.71423170576
0.0013295757466220098,360361.99689556134
0.0013298095268896074,360482.30070852576
0.0013300433482629588,360602.6256743173
0.0013302772107492919,360723.354579814
0.0013305111143558344,360844.14492426737
0.001330745059089819,360964.95650709415
0.0013309790449584755,361085.78933202813
0.0013312130719690372,361206.6434028043
0.0013314471401287364,361327.5187231574
0.001331681249444811,361448.41529682494
0.0013319153999244969,361569.33312754333
0.001332149591575031,361690.27221905004
0.0013323838244036518,361811.2325750825
0.0013326180984176018,361932.214199381
0.0013328524136241215,362053.2170956845
0.001333086770030454,362174.2412677329
0.0013333211676438432,362295.2867192672
0.0013335556064715337,362416.3534540283
0.0013337900865207743,362537.4414757594
0.001334024607798812,362658.55078820314
0.0013342591703128961,362779.68139510223
0.0013344937740702762,362900.83330020076
0.0013347284190782058,363022.0065072447
0.0013349631053439376,363143.2010199787
0.0013351978328747256,363264.4168421488
0.0013354326016778242,363385.65397750126
0.001335667411760493,363506.9124297849
0.0013359022631299889,363628.1922027469
0.0013361371557935712,363749.493300136
0.0013363720897585,363870.8157257011
0.0013366070650320393,363992.15948319354
0.0013368420816214513,364113.52457636315
0.0013370771395340006,364234.9110089615
0.0013373122387769518,364356.31878474005
0.0013375473793575746,364477.74790745246
0.0013377825612831363,364599.1983808517
0.0013380177845609064,364720.6702086918
0.001338253049198156,364842.16339472705
0.0013384883552021562,364963.6779427127
0.0013387237025801828,365085.2138564057
0.0013389590913395095,365206.7711395619
0.0013391945214874126,365328.349795939
0.0013394299930311682,365449.949829294
0.001339665505978057,365571.5712433872
0.0013399010603353581,365693.2140419767
0.0013401366561103527,365814.87822882284
0.0013403722933103223,365936.56380768545
0.0013406079719425524,366058.5458545094
0.0013408436920143276,366180.6939476341
0.0013410794535329337,366302.86351786024
0.0013413152565056577,366425.0545689634
0.0013415511009397902,366547.2671047218
0.0013417869868426208,366669.5011289125
0.0013420229142214405,366791.7566453134
0.0013422588830835412,366914.0336577031
0.0013424948934362194,367036.3321698622
0.0013427309452867689,367158.6521855703
0.0013429670386424864,367280.99370860815
0.0013432031735106688,367403.35674275726
0.0013434393498986173,367525.74129180034
0.0013436755678136313,367648.14735952
0.0013439118272630128,367770.57494970004
0.0013441481282540644,367893.02406612405
0.0013443844707940896,368015.4947125769
0.001344620854890396,368137.986892845
0.0013448572805502895,368260.5006107141
0.001345093747781078,368383.03586997086
0.0013453302565900704,368505.59267440246
0.001345566806984579,368628.17102779815
0.0013458033989719152,368750.7709339464
0.001346040032559392,368873.3923966364
0.001346276707754323,368996.0354196581
0.0013465134245640262,369118.70000680344
0.0013467501829958178,369241.38616186316
0.001346986983057016,369364.09388862987
0.0013472238247549395,369486.8231908953
0.0013474607080969118,369609.57407245476
0.0013476976330902537,369732.3465371015
0.001347934599742289,369855.1405886304
0.0013481716080603414,369977.95623083645
0.0013484086580517396,370100.79346751707
0.0013486457497238094,370223.6523024686
0.00134888288308388,370346.5327394884
0.0013491200581392808,370469.43478237477
0.001349357274897343,370592.3584349261
0.0013495945333654006,370715.3037009429
0.0013498318335507867,370838.27058422484
0.0013500691754608366,370961.2590885731
0.0013503065591028854,371084.26921778824
0.0013505439844842732,371207.3009756738
0.0013507814516123381,371330.3543660322
0.0013510189604944202,371453.65684259904
0.00135125651113786,371577.16992888035
0.001351494103550003,371700.7047322665
0.0013517317377381923,371824.2612565746
0.001351969413709773,371947.83950562414
0.0013522071314720908,372071.43948323396
0.0013524448910324964,372195.06119322596
0.001352682692398338,372318.70463942044
0.001352920535576966,372442.3698256396
0.0013531584205757317,372566.0567557048
0.0013533963474019902,372689.76543344074
0.001353634316063095,372813.4958626704
0.0013538723265664023,372937.2480472184
0.0013541103789192685,373061.02199090977
0.0013543484731290518,373184.81769756996
0.0013545866092031138,373308.6351710264
0.001354824787148814,373432.47441510577
0.0013550630069735154,373556.33543363586
0.0013553012686845802,373680.2182304447
0.0013555395722893752,373804.12280936254
0.0013557779177952663,373928.04917421896
0.0013560163052096202,374051.99732884386
0.001356254734539805,374175.9672770686
0.0013564932057931929,374299.9590227256
0.0013567317189771542,374423.9725696471
0.0013569702740990617,374548.00792166666
0.001357208871166288,374672.0650826169
0.0013574475101862107,374796.14405633416
0.0013576861911662056,374920.2448466529
0.00135792491411365,375044.367457409
0.001358163679035922,375168.5118924383
0.001358402485940405,375292.6781555796
0.001358641334834479,375416.8662506703
0.0013588802257255273,375541.0761815486
0.0013591191586209343,375665.30795205425
0.0013593581335280842,375789.56156602624
0.0013595971504543663,375913.8370273066
0.0013598362094071682,376038.13433973613
0.0013600753103938789,376162.4535071565
0.0013603144534218884,376286.7945334103
0.001360553638498591,376411.15742234164
0.0013607928656313793,376535.5421777943
0.0013610321348276474,376659.9488036128
0.001361271446094791,376784.37730364176
0.0013615107994402091,376909.0796906929
0.0013617501948712995,377033.99665333045
0.0013619896323954625,377158.9355799109
0.0013622291120200974,377283.8964742951
0.0013624686337526098,377408.87934034714
0.001362708197600402,377533.88418192946
0.001362947803570879,377658.91100290575
0.0013631874516714469,377783.9598071404
0.0013634271419095147,377909.0305984993
0.0013636668742924912,378034.12338084815
0.0013639066488277864,378159.2381580535
0.0013641464655228107,378284.3749339817
0.0013643863243849798,378409.53371250234
0.0013646262254217063,378534.7144974831
0.001364866168640406,378659.9172927936
0.001365106154048496,378785.1421023034
0.0013653461816533932,378910.38892988284
0.0013655862514625192,379035.6577794044
0.001365826363483294,379160.94865473965
0.0013660665177231393,379286.26155976136
0.0013663067141894776,379411.596498342
0.001366546952889736,379536.95347435697
0.0013667872338313394,379662.33249168046
0.0013670275570217148,379787.7335541879
0.0013672679224682898,379913.15666575474
0.0013675083301784969,380038.60183025914
0.0013677487801597658,380164.06905157777
0.0013679892724195294,380289.55833358906
