time_days,Ta184 top 20
1.18437393535056e-05,1.6494904422125634e-88
1.1845821846783964e-05,1.6494904421954878e-88
1.184790470622863e-05,1.64949044217841e-88
1.1849987931903983e-05,1.6494904421613285e-88
1.1852071523874415e-05,1.6494904421442442e-88
1.1854155482204337e-05,1.6494904421271572e-88
1.185623980695816e-05,1.649490442110067e-88
1.185832449820032e-05,1.6494904420929736e-88
1.186040955599525e-05,1.649490442075878e-88
1.1862494980407405e-05,1.6494904420587785e-88
1.1864580771501242e-05,1.6494904420416764e-88
1.1866666929341244e-05,1.649490442024571e-88
1.1868753453991893e-05,1.649490442007463e-88
1.1870840345517681e-05,1.6494904419903517e-88
1.187292760398312e-05,1.6494904419732373e-88
1.187501522945273e-05,1.64949044195612e-88
1.1877103221991039e-05,1.649490441939e-88
1.1879191581662589e-05,1.6494904419218765e-88
1.1881280308531934e-05,1.64949044190475e-88
1.188336940266364e-05,1.649490441887621e-88
1.1885458864122283e-05,1.6494904418704887e-88
1.1887548692972447e-05,1.6494904418533534e-88
1.1889638889278737e-05,1.6494904418362152e-88
1.1891729453105753e-05,1.6494904418190738e-88
1.1893820384518129e-05,1.6494904418019292e-88
1.1895911683580489e-05,1.649490441784782e-88
1.1898003350357477e-05,1.6494904417676315e-88
1.1900095384913753e-05,1.6494904417504783e-88
1.190218778731398e-05,1.6494904417333218e-88
1.1904280557622842e-05,1.6494904417161625e-88
1.1906373695905023e-05,1.6494904416989998e-88
1.1908467202225226e-05,1.649490441681835e-88
1.1910561076648163e-05,1.6494904416646658e-88
1.1912655319238558e-05,1.6494904416474945e-88
1.1914749930061148e-05,1.64949044163032e-88
1.1916844909180674e-05,1.6494904416131427e-88
1.1918940256661901e-05,1.649490441595962e-88
1.1921035972569594e-05,1.6494904415787783e-88
1.1923132056968534e-05,1.649490441561592e-88
1.1925228509923516e-05,1.649490441544402e-88
1.1927325331499338e-05,1.6494904415272096e-88
1.1929422521760818e-05,1.649490441510014e-88
1.1931520080772786e-05,1.649490441492815e-88
1.1933618008600073e-05,1.6494904414756133e-88
1.193571630530753e-05,1.6494904414584085e-88
1.1937814970960021e-05,1.649490441441201e-88
1.1939914005622416e-05,1.64949044142399e-88
1.1942013409359598e-05,1.6494904414067762e-88
1.1944113182236459e-05,1.6494904413895594e-88
1.1946213324317909e-05,1.6494904413723396e-88
1.1948313835668861e-05,1.6494904413551166e-88
1.1950414716354249e-05,1.6494904413378906e-88
1.1952515966439013e-05,1.6494904413206618e-88
1.1954617585988102e-05,1.64949044130343e-88
1.1956719575066477e-05,1.6494904412861947e-88
1.195882193373912e-05,1.6494904412689567e-88
1.1960924662071011e-05,1.6494904412517156e-88
1.196302776012715e-05,1.6494904412344714e-88
1.1965131227972544e-05,1.6494904412172242e-88
1.1967235065672215e-05,1.6494904411999742e-88
1.1969339273291195e-05,1.649490441182721e-88
1.1971443850894526e-05,1.6494904411654647e-88
1.1973548798547261e-05,1.6494904411482055e-88
1.197565411631447e-05,1.6494904411309432e-88
1.197775980426123e-05,1.6494904411136775e-88
1.1979865862452626e-05,1.6494904410964097e-88
1.1981972290953762e-05,1.649490441079138e-88
1.1984079089829748e-05,1.6494904410618636e-88
1.198618625914571e-05,1.649490441044586e-88
1.198829379896678e-05,1.6494904410273053e-88
1.1990401709358103e-05,1.6494904410100218e-88
1.199250999038484e-05,1.6494904409927352e-88
1.1994618642112156e-05,1.6494904409754458e-88
1.1996727664605237e-05,1.6494904409581528e-88
1.1998837057929273e-05,1.6494904409408573e-88
1.2000946822149464e-05,1.6494904409235585e-88
1.2003056957331031e-05,1.6494904409062566e-88
1.2005167463539195e-05,1.649490440888952e-88
1.2007278340839195e-05,1.6494904408716438e-88
1.2009389589296282e-05,1.649490440854333e-88
1.2011501208975716e-05,1.6494904408370188e-88
1.2013613199942771e-05,1.649490440819702e-88
1.2015725562262726e-05,1.6494904408023817e-88
1.2017838296000882e-05,1.649490440785059e-88
1.2019951401222542e-05,1.6494904407677324e-88
1.2022064877993026e-05,1.6494904407504032e-88
1.2024178726377662e-05,1.649490440733071e-88
1.2026292946441793e-05,1.6494904407157357e-88
1.202840753825077e-05,1.6494904406983972e-88
1.2030522501869958e-05,1.649490440681056e-88
1.2032637837364735e-05,1.6494904406637116e-88
1.2034753544800484e-05,1.649490440646364e-88
1.2036869624242604e-05,1.6494904406290135e-88
1.203898607575651e-05,1.6494904406116597e-88
1.204110289940762e-05,1.649490440594303e-88
1.2043220095261365e-05,1.6494904405769434e-88
1.2045337663383193e-05,1.649490440559581e-88
1.204745560383856e-05,1.6494904405422148e-88
1.2049573916692932e-05,1.6494904405248462e-88
1.2051692602011791e-05,1.649490440507474e-88
1.2053811659860622e-05,1.649490440490099e-88
1.2055931090304936e-05,1.649490440472721e-88
1.205805089341024e-05,1.6494904404553402e-88
1.206017106924206e-05,1.649490440437956e-88
1.2062291617865934e-05,1.649490440420569e-88
1.2064412539347413e-05,1.6494904404031783e-88
1.2066533833752049e-05,1.6494904403857852e-88
1.2068655501145422e-05,1.649490440368389e-88
1.2070777541593109e-05,1.6494904403509893e-88
1.2072899955160708e-05,1.6494904403335867e-88
1.2075022741913823e-05,1.6494904403161813e-88
1.2077145901918073e-05,1.6494904402987725e-88
1.2079269435239086e-05,1.649490440281361e-88
1.20813933419425e-05,1.6494904402639462e-88
1.2083517622093972e-05,1.6494904402465285e-88
1.2085642275759164e-05,1.6494904402291077e-88
1.208776730300375e-05,1.6494904402116839e-88
1.2089892703893416e-05,1.649490440194257e-88
1.2092018478493862e-05,1.6494904401768266e-88
1.2094144626870797e-05,1.6494904401593939e-88
1.2096271149089946e-05,1.6494904401419577e-88
1.2098398045217035e-05,1.6494904401245182e-88
1.2100525315317814e-05,1.649490440107076e-88
1.2102652959458035e-05,1.6494904400896306e-88
1.210478097770347e-05,1.6494904400721822e-88
1.2106909370119895e-05,1.6494904400547304e-88
1.2109038136773103e-05,1.649490440037276e-88
1.2111167277728895e-05,1.6494904400198185e-88
1.2113296793053085e-05,1.6494904400023578e-88
1.2115426682811497e-05,1.6494904399848938e-88
1.2117556947069973e-05,1.6494904399674272e-88
1.2119687585894356e-05,1.6494904399499573e-88
1.2121818599350509e-05,1.649490439932484e-88
1.2123949987504302e-05,1.649490439915008e-88
1.2126081750421618e-05,1.649490439897529e-88
1.2128213888168358e-05,1.6494904398800465e-88
1.2130346400810421e-05,1.6494904398625612e-88
1.213247928841373e-05,1.6494904398450732e-88
1.2134612551044211e-05,1.6494904398275815e-88
1.2136746188767809e-05,1.6494904398100873e-88
1.2138880201650473e-05,1.6494904397925895e-88
1.2141014589758171e-05,1.649490439775089e-88
1.2143149353156875e-05,1.649490439757585e-88
1.214528449191258e-05,1.6494904397400782e-88
1.2147420006091276e-05,1.649490439722568e-88
1.2149555895758982e-05,1.6494904397050555e-88
1.2151692160981716e-05,1.6494904396875393e-88
1.215382880182551e-05,1.64949043967002e-88
1.2155965818356418e-05,1.6494904396524976e-88
1.2158103210640488e-05,1.6494904396349725e-88
1.2160240978743794e-05,1.649490439617444e-88
1.2162379122732416e-05,1.6494904395999127e-88
1.2164517642672447e-05,1.6494904395823783e-88
1.216665653862999e-05,1.6494904395648406e-88
1.2168795810671159e-05,1.6494904395472996e-88
1.2170935458862082e-05,1.6494904395297557e-88
1.2173075483268899e-05,1.649490439512209e-88
1.2175215883957757e-05,1.6494904394946593e-88
1.2177356660994821e-05,1.6494904394771057e-88
1.2179497814446264e-05,1.64949043945955e-88
1.218163934437827e-05,1.6494904394419907e-88
1.2183781250857039e-05,1.6494904394244284e-88
1.2185923533948775e-05,1.649490439406863e-88
1.2188066193719701e-05,1.6494904393892947e-88
1.219020923023605e-05,1.649490439371723e-88
1.2192352643564062e-05,1.649490439354148e-88
1.2194496433769993e-05,1.6494904393365702e-88
1.219664060092011e-05,1.6494904393189895e-88
1.2198785145080696e-05,1.6494904393014055e-88
1.2200930066318032e-05,1.6494904392838184e-88
1.2203075364698425e-05,1.6494904392662285e-88
1.2205221040288189e-05,1.6494904392486352e-88
1.2207367093153647e-05,1.649490439231039e-88
1.2209513523361139e-05,1.6494904392134392e-88
1.2211660330977009e-05,1.6494904391958368e-88
1.2213807516067617e-05,1.6494904391782315e-88
1.2215955078699339e-05,1.6494904391606227e-88
1.2218103018938555e-05,1.6494904391430107e-88
1.2220251336851659e-05,1.6494904391253957e-88
1.222240003250506e-05,1.649490439107778e-88
1.2224549105965179e-05,1.6494904390901568e-88
1.2226698557298438e-05,1.6494904390725328e-88
1.2228848386571285e-05,1.6494904390549053e-88
1.2230998593850174e-05,1.649490439037275e-88
1.2233149179201565e-05,1.6494904390196418e-88
1.223530014269194e-05,1.649490439002005e-88
1.2237451484387783e-05,1.6494904389843654e-88
1.2239603204355601e-05,1.6494904389667225e-88
1.2241755302661896e-05,1.6494904389490765e-88
1.2243907779373198e-05,1.6494904389314275e-88
1.2246060634556042e-05,1.6494904389137756e-88
1.2248213868276974e-05,1.6494904388961204e-88
1.225036748060255e-05,1.649490438878462e-88
1.2252521471599347e-05,1.6494904388608008e-88
1.2254675841333938e-05,1.6494904388431362e-88
1.2256830589872924e-05,1.6494904388254684e-88
1.225898571728291e-05,1.649490438807798e-88
1.2261141223630509e-05,1.649490438790124e-88
1.226329710898235e-05,1.649490438772447e-88
1.2265453373405079e-05,1.649490438754767e-88
1.2267610016965341e-05,1.649490438737084e-88
1.226976703972981e-05,1.6494904387193977e-88
1.2271924441765152e-05,1.6494904387017085e-88
1.2274082223138057e-05,1.649490438684016e-88
1.2276240383915228e-05,1.6494904386663203e-88
1.2278398924163371e-05,1.6494904386486215e-88
1.2280557843949212e-05,1.6494904386309197e-88
1.2282717143339486e-05,1.649490438613215e-88
1.2284876822400935e-05,1.649490438595507e-88
1.2287036881200321e-05,1.6494904385777957e-88
1.2289197319804412e-05,1.6494904385600813e-88
1.2291358138279988e-05,1.649490438542364e-88
1.2293519336693842e-05,1.6494904385246434e-88
1.2295680915112783e-05,1.6494904385069198e-88
1.2297842873603626e-05,1.6494904384891932e-88
1.2300005212233195e-05,1.6494904384714632e-88
1.2302167931068333e-05,1.6494904384537305e-88
1.2304331030175894e-05,1.649490438435994e-88
1.230649450962274e-05,1.6494904384182552e-88
1.2308658369475742e-05,1.6494904384005126e-88
1.2310822609801795e-05,1.6494904383827673e-88
1.2312987230667793e-05,1.6494904383650186e-88
1.2315152232140647e-05,1.649490438347267e-88
1.2317317614287277e-05,1.6494904383295123e-88
1.2319483377174625e-05,1.6494904383117542e-88
1.232164952086963e-05,1.6494904382939932e-88
1.232381604543925e-05,1.6494904382762292e-88
1.2325982950950455e-05,1.6494904382584618e-88
1.2328150237470232e-05,1.6494904382406914e-88
1.2330317905065564e-05,1.6494904382229176e-88
1.2332485953803464e-05,1.6494904382051413e-88
1.2334654383750945e-05,1.649490438187361e-88
1.2336823194975036e-05,1.6494904381695784e-88
1.2338992387542776e-05,1.6494904381517926e-88
1.234116196152122e-05,1.6494904381340032e-88
1.234333191697743e-05,1.6494904381162107e-88
1.234550225397848e-05,1.6494904380984154e-88
1.2347672972591459e-05,1.6494904380806168e-88
1.2349844072883465e-05,1.649490438062815e-88
1.2352015554921612e-05,1.6494904380450103e-88
1.2354187418773015e-05,1.6494904380272025e-88
1.235635966450482e-05,1.649490438009391e-88
1.2358532292184164e-05,1.649490437991577e-88
1.2360705301878208e-05,1.64949043797376e-88
1.2362878693654122e-05,1.649490437955939e-88
1.236505246757909e-05,1.649490437938116e-88
1.2367226623720302e-05,1.6494904379202888e-88
1.2369401162144966e-05,1.649490437902459e-88
1.2371576082920295e-05,1.649490437884626e-88
1.2373751386113522e-05,1.64949043786679e-88
1.237592707179189e-05,1.6494904378489503e-88
1.2378103140022645e-05,1.6494904378311082e-88
1.2380279590873055e-05,1.6494904378132627e-88
1.2382456424410397e-05,1.6494904377954138e-88
1.2384633640701959e-05,1.6494904377775622e-88
1.2386811239815037e-05,1.649490437759707e-88
1.238898922181695e-05,1.6494904377418488e-88
1.2391167586775017e-05,1.6494904377239877e-88
1.2393346334756573e-05,1.6494904377061232e-88
1.2395525465828968e-05,1.649490437688256e-88
1.2397704980059557e-05,1.6494904376703853e-88
1.2399884877515714e-05,1.6494904376525114e-88
1.2402065158264822e-05,1.6494904376346343e-88
1.2404245822374275e-05,1.6494904376167542e-88
1.240642686991148e-05,1.649490437598871e-88
1.2408608300943854e-05,1.6494904375809842e-88
1.241079011553883e-05,1.6494904375630952e-88
1.2412972313763846e-05,1.6494904375452023e-88
1.241515489568636e-05,1.6494904375273063e-88
1.2417337861373833e-05,1.6494904375094074e-88
1.2419521210893751e-05,1.6494904374915056e-88
1.2421704944313593e-05,1.6494904374736e-88
1.242388906170087e-05,1.6494904374556918e-88
1.2426073563123086e-05,1.6494904374377801e-88
1.2428258448647776e-05,1.6494904374198652e-88
1.2430443718342467e-05,1.6494904374019474e-88
1.2432629372274717e-05,1.6494904373840263e-88
1.2434815410512081e-05,1.6494904373661023e-88
1.2437001833122134e-05,1.6494904373481748e-88
1.2439188640172458e-05,1.6494904373302447e-88
1.2441375831730654e-05,1.6494904373123108e-88
1.2443563407864327e-05,1.6494904372943743e-88
1.2445751368641096e-05,1.649490437276434e-88
1.2447939714128599e-05,1.649490437258491e-88
1.2450128444394472e-05,1.6494904372405448e-88
1.2452317559506374e-05,1.6494904372225957e-88
1.2454507059531978e-05,1.649490437204643e-88
1.2456696944538955e-05,1.649490437186687e-88
1.2458887214595002e-05,1.6494904371687283e-88
1.246107786976782e-05,1.6494904371507667e-88
1.2463268910125127e-05,1.6494904371328012e-88
1.2465460335734648e-05,1.6494904371148326e-88
1.2467652146664122e-05,1.6494904370968616e-88
1.2469844342981302e-05,1.6494904370788868e-88
1.2472036924753952e-05,1.649490437060909e-88
1.2474229892049842e-05,1.6494904370429277e-88
1.2476423244936762e-05,1.6494904370249438e-88
1.2478616983482511e-05,1.6494904370069565e-88
1.2480811107754901e-05,1.649490436988966e-88
1.248300561782175e-05,1.6494904369709722e-88
1.2485200513750897e-05,1.6494904369529757e-88
1.2487395795610185e-05,1.6494904369349754e-88
1.2489591463467476e-05,1.6494904369169722e-88
1.249178751739064e-05,1.6494904368989662e-88
1.2493983957447554e-05,1.6494904368809566e-88
1.2496180783706116e-05,1.649490436862944e-88
1.2498377996234234e-05,1.649490436844928e-88
1.2500575595099823e-05,1.6494904368269092e-88
1.2502773580370815e-05,1.6494904368088873e-88
1.250497195211515e-05,1.6494904367908618e-88
1.2507170710400784e-05,1.6494904367728333e-88
1.250936985529568e-05,1.6494904367548016e-88
1.2511569386867819e-05,1.649490436736767e-88
1.2513769305185187e-05,1.649490436718729e-88
1.2515969610315787e-05,1.6494904367006878e-88
1.2518170302327637e-05,1.6494904366826436e-88
1.252037138128876e-05,1.649490436664596e-88
1.252257284726719e-05,1.6494904366465452e-88
1.2524774700330979e-05,1.6494904366284915e-88
1.252697694054819e-05,1.6494904366104345e-88
1.2529179567986894e-05,1.6494904365923744e-88
1.253138258271518e-05,1.649490436574311e-88
1.2533585984801139e-05,1.6494904365562441e-88
1.2535789774312888e-05,1.6494904365381746e-88
1.2537993951318543e-05,1.6494904365201016e-88
1.2540198515886242e-05,1.6494904365020256e-88
1.2542403468084125e-05,1.6494904364839466e-88
1.2544608807980353e-05,1.649490436465864e-88
1.254681453564309e-05,1.6494904364477784e-88
1.2549020651140526e-05,1.6494904364296895e-88
1.2551227154540848e-05,1.6494904364115976e-88
1.2553434045912263e-05,1.6494904363935024e-88
1.2555641325322988e-05,1.649490436375404e-88
1.2557848992841253e-05,1.6494904363573024e-88
1.2560057048535299e-05,1.649490436339198e-88
1.2562265492473376e-05,1.6494904363210898e-88
1.2564474324723753e-05,1.6494904363029787e-88
1.2566683545354705e-05,1.6494904362848644e-88
1.2568893154434525e-05,1.6494904362667471e-88
1.2571103152031512e-05,1.6494904362486262e-88
1.2573313538213977e-05,1.6494904362305028e-88
1.2575524313050249e-05,1.6494904362123757e-88
1.257773547660866e-05,1.6494904361942456e-88
1.2579947028957568e-05,1.6494904361761124e-88
1.2582158970165325e-05,1.6494904361579755e-88
1.2584371300300309e-05,1.649490436139836e-88
1.2586584019430906e-05,1.649490436121693e-88
1.2588797127625513e-05,1.649490436103547e-88
1.2591010624952534e-05,1.6494904360853975e-88
1.2593224511480399e-05,1.649490436067245e-88
1.2595438787277536e-05,1.6494904360490893e-88
1.2597653452412392e-05,1.6494904360309304e-88
1.2599868506953426e-05,1.6494904360127681e-88
1.2602083950969105e-05,1.649490435994603e-88
1.2604299784527914e-05,1.6494904359764345e-88
1.2606516007698341e-05,1.6494904359582628e-88
1.2608732620548896e-05,1.6494904359400877e-88
1.2610949623148096e-05,1.6494904359219099e-88
1.2613167015564472e-05,1.6494904359037287e-88
1.2615384797866561e-05,1.6494904358855444e-88
1.2617602970122923e-05,1.6494904358673565e-88
1.2619821532402122e-05,1.6494904358491658e-88
1.2622040484772732e-05,1.6494904358309715e-88
1.2624259827303348e-05,1.649490435812774e-88
1.2626479560062572e-05,1.649490435794574e-88
1.2628699683119015e-05,1.64949043577637e-88
1.2630920196541303e-05,1.6494904357581635e-88
1.2633141100398076e-05,1.6494904357399539e-88
1.2635362394757988e-05,1.6494904357217403e-88
1.2637584079689697e-05,1.649490435703524e-88
1.2639806155261878e-05,1.6494904356853045e-88
1.2642028621543217e-05,1.6494904356670814e-88
1.2644251478602414e-05,1.6494904356488553e-88
1.264647472650818e-05,1.649490435630626e-88
1.264869836532924e-05,1.6494904356123936e-88
1.2650922395134324e-05,1.649490435594158e-88
1.2653146815992178e-05,1.649490435575919e-88
1.2655371627971568e-05,1.649490435557677e-88
1.265759683114126e-05,1.6494904355394316e-88
1.2659822425570041e-05,1.649490435521183e-88
1.2662048411326702e-05,1.6494904355029313e-88
1.2664274788480056e-05,1.6494904354846764e-88
1.2666501557098915e-05,1.6494904354664182e-88
1.2668728717252117e-05,1.649490435448157e-88
1.2670956269008502e-05,1.6494904354298923e-88
1.2673184212436931e-05,1.6494904354116246e-88
1.2675412547606265e-05,1.6494904353933538e-88
1.2677641274585387e-05,1.6494904353750797e-88
1.2679870393443192e-05,1.649490435356802e-88
1.2682099904248582e-05,1.6494904353385214e-88
1.2684329807070474e-05,1.6494904353202375e-88
1.2686560101977795e-05,1.6494904353019505e-88
1.2688790789039487e-05,1.6494904352836602e-88
1.2691021868324503e-05,1.6494904352653666e-88
1.2693253339901805e-05,1.64949043524707e-88
1.2695485203840376e-05,1.6494904352287703e-88
1.2697717460209199e-05,1.6494904352104672e-88
1.269995010907728e-05,1.6494904351921607e-88
1.270218315051363e-05,1.6494904351738508e-88
1.2704416584587273e-05,1.6494904351555382e-88
1.270665041136725e-05,1.6494904351372222e-88
1.2708884630922609e-05,1.6494904351189032e-88
1.2711119243322413e-05,1.6494904351005805e-88
1.2713354248635736e-05,1.649490435082255e-88
1.2715589646931661e-05,1.649490435063926e-88
1.2717825438279293e-05,1.6494904350455938e-88
1.2720061622747737e-05,1.6494904350272585e-88
1.2722298200406118e-05,1.6494904350089202e-88
1.272453517132357e-05,1.6494904349905783e-88
1.272677253556924e-05,1.6494904349722333e-88
1.2729010293212288e-05,1.6494904349538846e-88
1.2731248444321885e-05,1.6494904349355332e-88
1.2733486988967213e-05,1.649490434917179e-88
1.2735725927217473e-05,1.649490434898821e-88
1.2737965259141866e-05,1.6494904348804597e-88
1.2740204984809617e-05,1.6494904348620955e-88
1.2742445104289954e-05,1.6494904348437278e-88
1.2744685617652126e-05,1.649490434825357e-88
1.2746926524965384e-05,1.649490434806983e-88
1.2749167826299002e-05,1.6494904347886058e-88
1.2751409521722259e-05,1.649490434770225e-88
1.2753651611304444e-05,1.6494904347518413e-88
1.275589409511487e-05,1.649490434733454e-88
1.275813697322285e-05,1.649490434715064e-88
1.276038024569771e-05,1.6494904346966706e-88
1.2762623912608801e-05,1.6494904346782737e-88
1.2764867974025468e-05,1.649490434659874e-88
1.2767112430017083e-05,1.6494904346414707e-88
1.2769357280653024e-05,1.6494904346230643e-88
1.2771602526002678e-05,1.6494904346046546e-88
1.277384816613545e-05,1.649490434586242e-88
1.2776094201120755e-05,1.6494904345678256e-88
1.2778340631028018e-05,1.6494904345494064e-88
1.2780587455926685e-05,1.649490434530984e-88
1.27828346758862e-05,1.649490434512558e-88
1.278508229097603e-05,1.6494904344941289e-88
1.278733030126565e-05,1.6494904344756965e-88
1.2789578706824553e-05,1.649490434457261e-88
1.2791827507722234e-05,1.649490434438822e-88
1.2794076704028206e-05,1.6494904344203802e-88
1.2796326295811995e-05,1.649490434401935e-88
1.2798576283143142e-05,1.6494904343834865e-88
1.280082666609119e-05,1.6494904343650346e-88
1.2803077444725704e-05,1.64949043434658e-88
1.2805328619116255e-05,1.6494904343281214e-88
1.2807580189332434e-05,1.6494904343096603e-88
1.2809832155443837e-05,1.6494904342911953e-88
1.2812084517520075e-05,1.6494904342727272e-88
1.281433727563077e-05,1.649490434254256e-88
1.2816590429845556e-05,1.649490434235782e-88
1.281884398023408e-05,1.649490434217304e-88
1.2821097926866004e-05,1.649490434198823e-88
1.2823352269811e-05,1.649490434180339e-88
1.2825607009138747e-05,1.6494904341618513e-88
1.2827862144918949e-05,1.6494904341433604e-88
1.2830117677221308e-05,1.6494904341248664e-88
1.283237360611555e-05,1.6494904341063693e-88
1.2834629931671402e-05,1.6494904340878686e-88
1.2836886653958613e-05,1.649490434069365e-88
1.2839143773046942e-05,1.649490434050858e-88
1.2841401289006154e-05,1.649490434032348e-88
1.2843659201906036e-05,1.6494904340138342e-88
1.284591751181638e-05,1.6494904339953175e-88
