time_days,Ir195 top 1
1.1574074074074073e-05,9.694956038148004e-89
1.1576109151910821e-05,9.694956038049929e-89
1.157814458757678e-05,9.694956037951836e-89
1.158018038113487e-05,9.694956037853726e-89
1.1582216532648015e-05,9.694956037755599e-89
1.1584253042179158e-05,9.694956037657457e-89
1.1586289909791249e-05,9.694956037559296e-89
1.1588327135547246e-05,9.694956037461116e-89
1.1590364719510128e-05,9.69495603736292e-89
1.1592402661742875e-05,9.694956037264707e-89
1.1594440962308483e-05,9.694956037166477e-89
1.1596479621269957e-05,9.69495603706823e-89
1.1598518638690315e-05,9.694956036969965e-89
1.1600558014632583e-05,9.694956036871682e-89
1.1602597749159803e-05,9.694956036773383e-89
1.1604637842335022e-05,9.694956036675067e-89
1.1606678294221306e-05,9.694956036576732e-89
1.1608719104881723e-05,9.694956036478381e-89
1.1610760274379357e-05,9.694956036380011e-89
1.1612801802777306e-05,9.694956036281626e-89
1.1614843690138673e-05,9.694956036183224e-89
1.1616885936526574e-05,9.694956036084803e-89
1.1618928542004138e-05,9.694956035986364e-89
1.1620971506634507e-05,9.69495603588791e-89
1.1623014830480826e-05,9.694956035789438e-89
1.162505851360626e-05,9.694956035690948e-89
1.1627102556073979e-05,9.694956035592442e-89
1.1629146957947168e-05,9.694956035493916e-89
1.163119171928902e-05,9.694956035395373e-89
1.1633236840162742e-05,9.694956035296815e-89
1.1635282320631548e-05,9.694956035198238e-89
1.163732816075867e-05,9.694956035099644e-89
1.1639374360607345e-05,9.694956035001035e-89
1.1641420920240822e-05,9.694956034902407e-89
1.1643467839722364e-05,9.694956034803761e-89
1.1645515119115243e-05,9.694956034705097e-89
1.1647562758482743e-05,9.694956034606417e-89
1.1649610757888157e-05,9.69495603450772e-89
1.1651659117394789e-05,9.694956034409005e-89
1.1653707837065959e-05,9.69495603431027e-89
1.1655756916964996e-05,9.694956034211521e-89
1.1657806357155237e-05,9.694956034112755e-89
1.1659856157700035e-05,9.694956034013968e-89
1.1661906318662747e-05,9.694956033915168e-89
1.1663956840106745e-05,9.694956033816348e-89
1.1666007722095419e-05,9.694956033717513e-89
1.1668058964692159e-05,9.694956033618658e-89
1.1670110567960373e-05,9.694956033519785e-89
1.1672162531963473e-05,9.694956033420898e-89
1.1674214856764896e-05,9.694956033321992e-89
1.1676267542428077e-05,9.694956033223069e-89
1.1678320589016465e-05,9.694956033124128e-89
1.1680373996593523e-05,9.694956033025167e-89
1.1682427765222725e-05,9.694956032926192e-89
1.1684481894967554e-05,9.6949560328272e-89
1.1686536385891505e-05,9.694956032728188e-89
1.1688591238058084e-05,9.69495603262916e-89
1.1690646451530811e-05,9.694956032530115e-89
1.1692702026373212e-05,9.694956032431053e-89
1.169475796264883e-05,9.694956032331973e-89
1.1696814260421214e-05,9.694956032232875e-89
1.1698870919753925e-05,9.69495603213376e-89
1.170092794071054e-05,9.694956032034627e-89
1.1702985323354636e-05,9.694956031935477e-89
1.1705043067749818e-05,9.694956031836311e-89
1.170710117395969e-05,9.694956031737125e-89
1.1709159642047868e-05,9.694956031637925e-89
1.1711218472077982e-05,9.694956031538703e-89
1.1713277664113672e-05,9.694956031439467e-89
1.1715337218218593e-05,9.694956031340212e-89
1.1717397134456403e-05,9.69495603124094e-89
1.1719457412890783e-05,9.69495603114165e-89
1.172151805358541e-05,9.694956031042343e-89
1.1723579056603986e-05,9.69495603094302e-89
1.1725640422010216e-05,9.694956030843678e-89
1.1727702149867825e-05,9.694956030744318e-89
1.1729764240240532e-05,9.694956030644942e-89
1.1731826693192089e-05,9.694956030545547e-89
1.173388950878624e-05,9.694956030446134e-89
1.1735952687086755e-05,9.694956030346705e-89
1.1738016228157407e-05,9.694956030247258e-89
1.174008013206198e-05,9.694956030147795e-89
1.1742144398864272e-05,9.694956030048314e-89
1.1744209028628096e-05,9.694956029948815e-89
1.1746274021417267e-05,9.694956029849297e-89
1.1748339377295616e-05,9.694956029749763e-89
1.1750405096326988e-05,9.694956029650212e-89
