time_days,Rn221 top 18
1.1574074074074073e-05,1.2092282724844825e-86
1.1576109151910821e-05,1.2092282724722498e-86
1.157814458757678e-05,1.209228272460015e-86
1.158018038113487e-05,1.209228272447778e-86
1.1582216532648015e-05,1.2092282724355389e-86
1.1584253042179158e-05,1.2092282724232978e-86
1.1586289909791249e-05,1.2092282724110543e-86
1.1588327135547246e-05,1.2092282723988088e-86
1.1590364719510128e-05,1.209228272386561e-86
1.1592402661742875e-05,1.2092282723743112e-86
1.1594440962308483e-05,1.209228272362059e-86
1.1596479621269957e-05,1.2092282723498048e-86
1.1598518638690315e-05,1.2092282723375486e-86
1.1600558014632583e-05,1.20922827232529e-86
1.1602597749159803e-05,1.2092282723130294e-86
1.1604637842335022e-05,1.2092282723007665e-86
1.1606678294221306e-05,1.2092282722885018e-86
1.1608719104881723e-05,1.2092282722762346e-86
1.1610760274379357e-05,1.209228272263965e-86
1.1612801802777306e-05,1.2092282722516938e-86
1.1614843690138673e-05,1.2092282722394203e-86
1.1616885936526574e-05,1.2092282722271446e-86
1.1618928542004138e-05,1.2092282722148664e-86
1.1620971506634507e-05,1.2092282722025864e-86
1.1623014830480826e-05,1.2092282721903043e-86
1.162505851360626e-05,1.2092282721780199e-86
1.1627102556073979e-05,1.2092282721657335e-86
1.1629146957947168e-05,1.2092282721534446e-86
1.163119171928902e-05,1.2092282721411535e-86
1.1633236840162742e-05,1.2092282721288607e-86
1.1635282320631548e-05,1.2092282721165656e-86
1.163732816075867e-05,1.209228272104268e-86
1.1639374360607345e-05,1.2092282720919688e-86
1.1641420920240822e-05,1.209228272079667e-86
1.1643467839722364e-05,1.2092282720673632e-86
1.1645515119115243e-05,1.2092282720550571e-86
1.1647562758482743e-05,1.2092282720427491e-86
1.1649610757888157e-05,1.2092282720304388e-86
1.1651659117394789e-05,1.2092282720181263e-86
1.1653707837065959e-05,1.2092282720058113e-86
1.1655756916964996e-05,1.2092282719934946e-86
1.1657806357155237e-05,1.2092282719811757e-86
1.1659856157700035e-05,1.2092282719688544e-86
1.1661906318662747e-05,1.2092282719565313e-86
1.1663956840106745e-05,1.2092282719442056e-86
1.1666007722095419e-05,1.209228271931878e-86
1.1668058964692159e-05,1.2092282719195483e-86
1.1670110567960373e-05,1.2092282719072162e-86
1.1672162531963473e-05,1.2092282718948823e-86
1.1674214856764896e-05,1.2092282718825459e-86
1.1676267542428077e-05,1.2092282718702073e-86
1.1678320589016465e-05,1.2092282718578668e-86
1.1680373996593523e-05,1.2092282718455236e-86
1.1682427765222725e-05,1.2092282718331786e-86
1.1684481894967554e-05,1.2092282718208317e-86
1.1686536385891505e-05,1.209228271808482e-86
1.1688591238058084e-05,1.2092282717961307e-86
1.1690646451530811e-05,1.209228271783777e-86
1.1692702026373212e-05,1.2092282717714212e-86
1.169475796264883e-05,1.209228271759063e-86
1.1696814260421214e-05,1.2092282717467029e-86
1.1698870919753925e-05,1.2092282717343404e-86
1.170092794071054e-05,1.209228271721976e-86
1.1702985323354636e-05,1.2092282717096092e-86
1.1705043067749818e-05,1.2092282716972405e-86
1.170710117395969e-05,1.2092282716848692e-86
1.1709159642047868e-05,1.209228271672496e-86
1.1711218472077982e-05,1.2092282716601205e-86
1.1713277664113672e-05,1.2092282716477432e-86
1.1715337218218593e-05,1.2092282716353632e-86
1.1717397134456403e-05,1.2092282716229813e-86
1.1719457412890783e-05,1.2092282716105972e-86
1.172151805358541e-05,1.2092282715982108e-86
1.1723579056603986e-05,1.2092282715858224e-86
1.1725640422010216e-05,1.2092282715734319e-86
1.1727702149867825e-05,1.2092282715610389e-86
1.1729764240240532e-05,1.2092282715486439e-86
1.1731826693192089e-05,1.2092282715362466e-86
1.173388950878624e-05,1.2092282715238471e-86
1.1735952687086755e-05,1.2092282715114455e-86
1.1738016228157407e-05,1.2092282714990418e-86
1.174008013206198e-05,1.209228271486636e-86
1.1742144398864272e-05,1.2092282714742279e-86
1.1744209028628096e-05,1.2092282714618177e-86
1.1746274021417267e-05,1.209228271449405e-86
1.1748339377295616e-05,1.2092282714369903e-86
1.1750405096326988e-05,1.2092282714245737e-86
1.1752471178575235e-05,1.2092282714121546e-86
1.1754537624104223e-05,1.2092282713997333e-86
1.1756604432977824e-05,1.2092282713873101e-86
1.1758671605259932e-05,1.2092282713748843e-86
1.1760739141014437e-05,1.2092282713624566e-86
1.1762807040305254e-05,1.2092282713500266e-86
1.1764875303196305e-05,1.2092282713375946e-86
1.1766943929751517e-05,1.2092282713251604e-86
1.1769012920034836e-05,1.2092282713127238e-86
1.1771082274110218e-05,1.2092282713002852e-86
1.1773151992041629e-05,1.2092282712878442e-86
1.1775222073893044e-05,1.2092282712754011e-86
1.1777292519728452e-05,1.2092282712629558e-86
1.177936332961185e-05,1.2092282712505085e-86
1.1781434503607254e-05,1.2092282712380588e-86
1.1783506041778683e-05,1.209228271225607e-86
1.178557794419017e-05,1.2092282712131528e-86
1.1787650210905758e-05,1.2092282712006967e-86
1.178972284198951e-05,1.2092282711882385e-86
1.1791795837505486e-05,1.2092282711757778e-86
1.1793869197517767e-05,1.209228271163315e-86
1.179594292209044e-05,1.20922827115085e-86
1.1798017011287611e-05,1.2092282711383828e-86
1.180009146517339e-05,1.2092282711259136e-86
1.1802166283811898e-05,1.209228271113442e-86
1.180424146726727e-05,1.2092282711009684e-86
1.1806317015603657e-05,1.2092282710884925e-86
1.1808392928885212e-05,1.2092282710760143e-86
1.1810469207176105e-05,1.209228271063534e-86
1.1812545850540515e-05,1.2092282710510513e-86
1.1814622859042633e-05,1.2092282710385668e-86
1.1816700232746663e-05,1.2092282710260799e-86
1.1818777971716817e-05,1.2092282710135906e-86
1.182085607601732e-05,1.2092282710010993e-86
1.182293454571241e-05,1.209228270988606e-86
1.1825013380866334e-05,1.2092282709761104e-86
1.182709258154335e-05,1.2092282709636124e-86
1.1829172147807727e-05,1.2092282709511122e-86
1.183125207972375e-05,1.2092282709386099e-86
1.183333237735571e-05,1.2092282709261054e-86
1.1835413040767908e-05,1.209228270913599e-86
1.1837494070024666e-05,1.2092282709010899e-86
1.1839575465190307e-05,1.209228270888579e-86
1.1841657226329168e-05,1.2092282708760658e-86
1.18437393535056e-05,1.2092282708635503e-86
1.1845821846783964e-05,1.2092282708510324e-86
1.184790470622863e-05,1.2092282708385128e-86
1.1849987931903983e-05,1.2092282708259906e-86
1.1852071523874415e-05,1.2092282708134662e-86
1.1854155482204337e-05,1.2092282708009397e-86
1.185623980695816e-05,1.2092282707884112e-86
1.185832449820032e-05,1.2092282707758801e-86
1.186040955599525e-05,1.2092282707633472e-86
1.1862494980407405e-05,1.2092282707508119e-86
1.1864580771501242e-05,1.2092282707382746e-86
1.1866666929341244e-05,1.2092282707257346e-86
1.1868753453991893e-05,1.209228270713193e-86
1.1870840345517681e-05,1.2092282707006487e-86
1.187292760398312e-05,1.2092282706881024e-86
1.187501522945273e-05,1.2092282706755538e-86
1.1877103221991039e-05,1.2092282706630033e-86
1.1879191581662589e-05,1.2092282706504503e-86
1.1881280308531934e-05,1.2092282706378951e-86
1.188336940266364e-05,1.2092282706253378e-86
1.1885458864122283e-05,1.2092282706127783e-86
1.1887548692972447e-05,1.2092282706002163e-86
1.1889638889278737e-05,1.2092282705876526e-86
1.1891729453105753e-05,1.2092282705750863e-86
1.1893820384518129e-05,1.2092282705625178e-86
1.1895911683580489e-05,1.2092282705499472e-86
1.1898003350357477e-05,1.2092282705373745e-86
1.1900095384913753e-05,1.2092282705247995e-86
1.190218778731398e-05,1.2092282705122222e-86
1.1904280557622842e-05,1.2092282704996429e-86
1.1906373695905023e-05,1.2092282704870611e-86
1.1908467202225226e-05,1.2092282704744775e-86
1.1910561076648163e-05,1.2092282704618911e-86
1.1912655319238558e-05,1.209228270449303e-86
1.1914749930061148e-05,1.2092282704367127e-86
1.1916844909180674e-05,1.2092282704241198e-86
1.1918940256661901e-05,1.209228270411525e-86
1.1921035972569594e-05,1.2092282703989277e-86
1.1923132056968534e-05,1.2092282703863284e-86
1.1925228509923516e-05,1.2092282703737268e-86
1.1927325331499338e-05,1.209228270361123e-86
1.1929422521760818e-05,1.2092282703485171e-86
1.1931520080772786e-05,1.2092282703359087e-86
1.1933618008600073e-05,1.2092282703232982e-86
1.193571630530753e-05,1.2092282703106855e-86
1.1937814970960021e-05,1.2092282702980708e-86
1.1939914005622416e-05,1.2092282702854535e-86
1.1942013409359598e-05,1.2092282702728342e-86
1.1944113182236459e-05,1.2092282702602128e-86
1.1946213324317909e-05,1.209228270247589e-86
1.1948313835668861e-05,1.209228270234963e-86
1.1950414716354249e-05,1.2092282702223347e-86
1.1952515966439013e-05,1.2092282702097043e-86
1.1954617585988102e-05,1.2092282701970718e-86
1.1956719575066477e-05,1.209228270184437e-86
1.195882193373912e-05,1.2092282701717998e-86
