time_days,Bk249 top 2
6.861736028317868e-05,2.9340715559819617e-06
6.862942532339138e-05,2.9395676678477037e-06
6.864149248500885e-05,2.945280915750581e-06
6.865356176840409e-05,2.9510224997268345e-06
6.866563317395018e-05,2.9567650932492718e-06
6.867770670202026e-05,2.962508696495402e-06
6.868978235298753e-05,2.968253309642767e-06
6.870186012722528e-05,2.9739989328689387e-06
6.871394002510683e-05,2.9797455663515178e-06
6.872602204700557e-05,2.985493210268137e-06
6.8738106193295e-05,2.991241864796463e-06
6.875019246434862e-05,2.9969915301141964e-06
6.876228086054006e-05,3.00274220639906e-06
6.877437138224295e-05,3.0084938938288127e-06
6.878646402983104e-05,3.0142465925812445e-06
6.879855880367812e-05,3.0200003028341724e-06
6.881065570415806e-05,3.025755024765458e-06
6.882275473164479e-05,3.0315107585529854e-06
6.883485588651228e-05,3.037267504374657e-06
6.884695916913462e-05,3.0430252624084336e-06
6.885906457988591e-05,3.048784032832287e-06
6.887117211914036e-05,3.054543815824224e-06
6.888328178727221e-05,3.060304611562291e-06
6.889539358465579e-05,3.066066420224554e-06
6.890750751166549e-05,3.0718292419891177e-06
6.891962356867575e-05,3.0775930770341153e-06
6.89317417560611e-05,3.0833579255377123e-06
6.894386207419612e-05,3.08912378767811e-06
6.895598452345548e-05,3.094890663633535e-06
6.896810910421387e-05,3.1008923335854436e-06
6.89802358168461e-05,3.106914861007722e-06
6.8992364661727e-05,3.112938447374638e-06
6.900449563923149e-05,3.1189630928723843e-06
6.901662874973456e-05,3.1249887976871958e-06
6.902876399361124e-05,3.1310155620053283e-06
6.904090137123665e-05,3.1370433860130653e-06
6.905304088298597e-05,3.1430722698967454e-06
6.906518252923443e-05,3.149102213842722e-06
6.907732631035737e-05,3.155133218037383e-06
6.908947222673015e-05,3.1611652826671595e-06
6.91016202787282e-05,3.167198407918504e-06
6.911377046672704e-05,3.173232593977905e-06
6.912592279110227e-05,3.1792678410318915e-06
6.913807725222948e-05,3.185304149267012e-06
6.915023385048441e-05,3.1913415188698574e-06
6.916239258624282e-05,3.197379950027044e-06
6.917455345988056e-05,3.203419442925231e-06
6.918671647177355e-05,3.209459997751109e-06
6.919888162229772e-05,3.215501614691386e-06
6.921104891182912e-05,3.2215442939328205e-06
6.922321834074388e-05,3.2275880356621957e-06
6.923538990941814e-05,3.2336328400663324e-06
6.924756361822815e-05,3.239678707332077e-06
6.92597394675502e-05,3.2457256376463156e-06
6.927191745776066e-05,3.2517736311959633e-06
6.928409758923599e-05,3.2578369247950044e-06
6.929627986235267e-05,3.2641510609633187e-06
6.930846427748725e-05,3.2704663073499946e-06
6.932065083501638e-05,3.27678266415026e-06
6.933283953531676e-05,3.2831001315593523e-06
6.934503037876514e-05,3.2894187097725616e-06
6.935722336573837e-05,3.295738398985188e-06
6.936941849661335e-05,3.3020591993925854e-06
6.938161577176702e-05,3.3083811111901358e-06
6.939381519157644e-05,3.3147041345732526e-06
6.940601675641869e-05,3.321028269737395e-06
6.941822046667091e-05,3.3273535168780357e-06
6.943042632271037e-05,3.3336798761906987e-06
6.944263432491435e-05,3.340007347870941e-06
6.94548444736602e-05,3.3463359321143524e-06
6.946705676932537e-05,3.3526656291165507e-06
6.947927121228733e-05,3.3589964390731915e-06
6.949148780292367e-05,3.365328362179969e-06
6.950370654161198e-05,3.3716613986326042e-06
6.951592742872998e-05,3.377995548626868e-06
6.952815046465543e-05,3.3843308123585464e-06
6.954037564976614e-05,3.3906671900234664e-06
6.955260298444001e-05,3.397004681817501e-06
6.956483246905501e-05,3.403343287936541e-06
6.957706410398917e-05,3.4096830085765287e-06
6.958929788962055e-05,3.4160238439334127e-06
6.960153382632734e-05,3.422365794203203e-06
6.961377191448775e-05,3.4288081218918272e-06
6.962601215448006e-05,3.435503964534066e-06
6.963825454668265e-05,3.442200984510355e-06
6.965049909147394e-05,3.4488991820277114e-06
6.966274578923244e-05,3.4555985572931778e-06
6.967499464033666e-05,3.4622991105138346e-06
6.968724564516526e-05,3.4690008418968132e-06
6.969949880409692e-05,3.4757037516492556e-06
6.97117541175104e-05,3.4824078399783697e-06
6.972401158578452e-05,3.4891131070913758e-06
6.973627120929818e-05,3.4958195531955453e-06
6.974853298843034e-05,3.502527178498178e-06
6.976079692356002e-05,3.5092359832066163e-06
6.977306301506628e-05,3.5159459675282293e-06
6.978533126332832e-05,3.5226571316704314e-06
6.979760166872534e-05,3.5293694758406713e-06
6.980987423163664e-05,3.536083000246435e-06
6.982214895244158e-05,3.5427977050952453e-06
6.983442583151958e-05,3.549513590594661e-06
6.984670486925013e-05,3.5562306569522787e-06
6.98589860660128e-05,3.5629489043757194e-06
6.987126942218718e-05,3.5696683330726514e-06
6.9883554938153e-05,3.5763889432507853e-06
6.989584261428998e-05,3.5831107351178538e-06
6.990813245097798e-05,3.589833708881645e-06
6.992042444859687e-05,3.596557864749961e-06
6.993271860752661e-05,3.603283202930663e-06
6.994501492814724e-05,3.6100097236316252e-06
6.995731341083885e-05,3.616737427060785e-06
6.996961405598157e-05,3.623466313426086e-06
6.998191686395564e-05,3.630196382935537e-06
6.999422183514137e-05,3.636927635797167e-06
7.00065289699191e-05,3.643660072219043e-06
7.001883826866926e-05,3.650393692409274e-06
7.003114973177234e-05,3.6573041347888846e-06
7.004346335960892e-05,3.6644093352816466e-06
7.005577915255962e-05,3.6715157850860915e-06
7.006809711100509e-05,3.6786234844218845e-06
7.008041723532616e-05,3.6857324335087423e-06
7.00927395259036e-05,3.6928426325663945e-06
7.010506398311833e-05,3.699954081814634e-06
7.011739060735133e-05,3.7070667814732934e-06
7.012971939898359e-05,3.7141807317622005e-06
7.014205035839623e-05,3.7212959329012828e-06
7.015438348597039e-05,3.7284123851104612e-06
7.016671878208731e-05,3.73553008860972e-06
7.01790562471283e-05,3.7426490436190745e-06
7.019139588147472e-05,3.749769250358577e-06
7.020373768550798e-05,3.7568907090483216e-06
7.021608165960961e-05,3.7640134199084377e-06
7.022842780416115e-05,3.77113738315909e-06
7.024077611954423e-05,3.778262599020493e-06
7.025312660614056e-05,3.785389067712893e-06
7.026547926433192e-05,3.792516789456576e-06
7.02778340945001e-05,3.7996457644718617e-06
7.029019109702704e-05,3.80677599297912e-06
7.030255027229471e-05,3.813907475198756e-06
7.031491162068511e-05,3.8210402113512e-06
7.032727514258036e-05,3.828174201656938e-06
7.033964083836263e-05,3.835309446336487e-06
7.035200870841416e-05,3.842445945610401e-06
7.036437875311725e-05,3.8495836996992865e-06
7.037675097285427e-05,3.856722708823765e-06
7.038912536800768e-05,3.863862973204528e-06
7.040150193895992e-05,3.871004493062264e-06
7.041388068609364e-05,3.878147268617737e-06
7.042626160979141e-05,3.8852913000917355e-06
7.0438644710436e-05,3.892436587705096e-06
7.045102998841015e-05,3.8999227629996445e-06
7.04634174440967e-05,3.907458019918558e-06
7.047580707787856e-05,3.914994601766225e-06
7.048819889013873e-05,3.922532508775621e-06
7.050059288126022e-05,3.930071741179739e-06
7.051298905162614e-05,3.937612299211627e-06
7.052538740161971e-05,3.945154183104374e-06
7.053778793162414e-05,3.9526973930911065e-06
7.055019064202276e-05,3.96024192940499e-06
7.056259553319893e-05,3.967787792279226e-06
7.057500260553612e-05,3.975334981947082e-06
7.058741185941783e-05,3.982883498641836e-06
7.059982329522765e-05,3.990433342596815e-06
7.061223691334923e-05,3.997984514045407e-06
7.062465271416628e-05,4.005537013221017e-06
7.063707069806259e-05,4.013090840357102e-06
7.064949086542202e-05,4.020645995687151e-06
7.066191321662849e-05,4.028202479444719e-06
7.067433775206597e-05,4.035760291863363e-06
7.068676447211854e-05,4.043319433176714e-06
7.069919337717028e-05,4.050879903618426e-06
7.071162446760541e-05,4.0584417034222e-06
7.07240577438082e-05,4.066004832821784e-06
7.073649320616296e-05,4.0735692920509645e-06
7.074893085505407e-05,4.081135081343556e-06
7.0761370690866e-05,4.088702200933428e-06
7.077381271398329e-05,4.096270651054489e-06
7.078625692479053e-05,4.103840431940688e-06
7.079870332367238e-05,4.111411543826012e-06
7.081115191101356e-05,4.118983986944493e-06
7.082360268719889e-05,4.1265577615301994e-06
7.083605565261323e-05,4.1341328678172435e-06
7.084851080764149e-05,4.141709306039778e-06
7.08609681526687e-05,4.149483049271227e-06
7.087342768807991e-05,4.157468495915172e-06
7.088588941426027e-05,4.165455346644998e-06
7.089835333159498e-05,4.173443601707589e-06
7.091081944046932e-05,4.181433261349876e-06
7.092328774126862e-05,4.189424325818816e-06
7.093575823437828e-05,4.19741679536142e-06
7.094823092018381e-05,4.20541067022476e-06
7.096070579907072e-05,4.213405950655919e-06
7.097318287142461e-05,4.221402636902036e-06
7.09856621376312e-05,4.229400729210305e-06
7.09981435980762e-05,4.237400227827948e-06
7.101062725314546e-05,4.2454011330022445e-06
7.102311310322481e-05,4.253403444980497e-06
7.103560114870026e-05,4.261407164010083e-06
7.10480913899578e-05,4.269412290338392e-06
7.10605838273835e-05,4.277418824212873e-06
7.107307846136355e-05,4.28542676588102e-06
7.108557529228414e-05,4.293436115590355e-06
7.109807432053158e-05,4.3014468735884695e-06
7.111057554649221e-05,4.309459040122968e-06
7.112307897055247e-05,4.317472615441527e-06
7.113558459309885e-05,4.325487599791845e-06
7.114809241451792e-05,4.333503993421683e-06
7.116060243519628e-05,4.34152179657882e-06
7.117311465552066e-05,4.349541009511107e-06
7.118562907587782e-05,4.357561632466422e-06
7.119814569665456e-05,4.365583665692684e-06
7.121066451823783e-05,4.373607109437871e-06
7.122318554101458e-05,4.381631963949995e-06
7.123570876537184e-05,4.389658229477102e-06
7.124823419169671e-05,4.397685906267296e-06
7.126076182037637e-05,4.405714994568722e-06
7.127329165179806e-05,4.4138689949919605e-06
7.12858236863491e-05,4.422326867254524e-06
7.129835792441688e-05,4.430786226669854e-06
7.13108943663888e-05,4.439247073499422e-06
7.132343301265242e-05,4.447709408004772e-06
7.13359738635953e-05,4.456173230447475e-06
7.13485169196051e-05,4.464638541089164e-06
7.136106218106951e-05,4.4731053401915005e-06
7.137360964837636e-05,4.481573628016207e-06
7.138615932191349e-05,4.49004340482505e-06
7.139871120206879e-05,4.4985146708798295e-06
7.14112652892303e-05,4.506987426442406e-06
7.142382158378607e-05,4.5154616717746775e-06
7.14363800861242e-05,4.5239374071385905e-06
7.14489407966329e-05,4.532414632796146e-06
7.146150371570043e-05,4.540893349009372e-06
7.147406884371514e-05,4.549373556040359e-06
7.148663618106541e-05,4.557855254151235e-06
7.149920572813975e-05,4.566338443604193e-06
7.151177748532665e-05,4.574823124661437e-06
7.152435145301472e-05,4.583309297585239e-06
7.153692763159266e-05,4.591796962637917e-06
7.154950602144919e-05,4.600286120081837e-06
7.156208662297313e-05,4.608776770179405e-06
7.157466943655335e-05,4.617268913193067e-06
7.158725446257882e-05,4.625762549385338e-06
7.159984170143853e-05,4.634257679018755e-06
7.161243115352158e-05,4.642754302355905e-06
7.162502281921712e-05,4.651252419659439e-06
7.163761669891437e-05,4.659752031192036e-06
7.165021279300261e-05,4.668253137216431e-06
7.166281110187122e-05,4.676755737995387e-06
7.167541162590961e-05,4.685259833791749e-06
7.168801436550727e-05,4.693897932838075e-06
7.170061932105377e-05,4.70285134597341e-06
7.171322649293875e-05,4.711806333392743e-06
7.17258358815519e-05,4.720762895372889e-06
7.173844748728301e-05,4.729721032190699e-06
7.175106131052188e-05,4.738680744123079e-06
7.176367735165846e-05,4.747642031446977e-06
7.177629561108269e-05,4.7566048944394116e-06
7.178891608918462e-05,4.765569333377411e-06
7.180153878635436e-05,4.7745353485380765e-06
7.18141637029821e-05,4.78350294019857e-06
7.182679083945809e-05,4.792472108636082e-06
7.183942019617263e-05,4.801442854127856e-06
7.185205177351613e-05,4.810415176951188e-06
7.186468557187903e-05,4.819389077383422e-06
7.187732159165186e-05,4.828364555701946e-06
7.18899598332252e-05,4.837341612184207e-06
7.190260029698972e-05,4.846320247107684e-06
7.191524298333616e-05,4.855300460749929e-06
7.19278878926553e-05,4.86428225338852e-06
7.194053502533802e-05,4.873265625301087e-06
7.195318438177525e-05,4.882250576765327e-06
7.196583596235799e-05,4.891237108058964e-06
7.197848976747731e-05,4.900225219459787e-06
7.199114579752437e-05,4.909214911245624e-06
7.200380405289037e-05,4.918206183694351e-06
7.201646453396659e-05,4.927199037083901e-06
7.202912724114436e-05,4.936193471692251e-06
7.204179217481514e-05,4.945189487797433e-06
7.20544593353704e-05,4.954187085677524e-06
7.206712872320167e-05,4.963186265610634e-06
7.207980033870057e-05,4.972187027874936e-06
7.209247418225883e-05,4.981189372748658e-06
7.210515025426819e-05,4.99042728431118e-06
7.211782855512048e-05,4.99990025959665e-06
7.21305090852076e-05,5.009374900521036e-06
7.214319184492152e-05,5.018851207377208e-06
7.215587683465428e-05,5.028329180458097e-06
7.216856405479799e-05,5.03780882005667e-06
7.21812535057448e-05,5.047290126465943e-06
7.219394518788699e-05,5.056773099979012e-06
7.220663910161684e-05,5.066257740888981e-06
7.221933524732675e-05,5.0757440494890476e-06
7.223203362540916e-05,5.085232026072437e-06
7.22447342362566e-05,5.09472167093243e-06
7.225743708026166e-05,5.104212984362363e-06
7.227014215781698e-05,5.113705966655616e-06
7.228284946931532e-05,5.123200618105632e-06
7.229555901514944e-05,5.132696939005894e-06
7.230827079571222e-05,5.142194929649945e-06
7.232098481139659e-05,5.151694590331376e-06
7.233370106259556e-05,5.161195921343838e-06
7.234641954970222e-05,5.170698922981031e-06
7.235914027310967e-05,5.180203595536676e-06
7.237186323321112e-05,5.1897099393045806e-06
7.238458843039991e-05,5.19921795457861e-06
7.239731586506933e-05,5.208727641652653e-06
7.241004553761282e-05,5.218239000820662e-06
7.242277744842385e-05,5.227752032376648e-06
7.2435511597896e-05,5.237266736614665e-06
7.244824798642288e-05,5.24678311382883e-06
7.246098661439819e-05,5.256301164313288e-06
7.24737274822157e-05,5.265820888362254e-06
7.248647059026924e-05,5.275342286270002e-06
7.24992159389527e-05,5.284865358330846e-06
7.251196352866007e-05,5.294390104839147e-06
7.252471335978537e-05,5.304356162064479e-06
7.253746543272273e-05,5.314373654056598e-06
7.255021974786631e-05,5.324392907430322e-06
7.256297630561039e-05,5.33441392249537e-06
7.257573510634925e-05,5.344436699561484e-06
7.25884961504773e-05,5.354461238938488e-06
7.260125943838899e-05,5.364487540936244e-06
7.261402497047886e-05,5.374515605864685e-06
7.262679274714148e-05,5.384545434033783e-06
7.263956276877155e-05,5.394577025753562e-06
7.265233503576376e-05,5.4046103813341166e-06
7.266510954851294e-05,5.414645501085576e-06
7.267788630741397e-05,5.424682385318148e-06
7.269066531286177e-05,5.43472103434207e-06
7.270344656525137e-05,5.444761448467658e-06
7.271623006497784e-05,5.454803628005267e-06
7.272901581243634e-05,5.46484757326531e-06
7.274180380802208e-05,5.474893284558251e-06
7.275459405213036e-05,5.484940762194618e-06
7.276738654515655e-05,5.494990006484983e-06
7.278018128749603e-05,5.505041017739974e-06
7.279297827954437e-05,5.515093796270293e-06
7.280577752169708e-05,5.525148342386665e-06
7.281857901434983e-05,5.535204656399897e-06
7.283138275789831e-05,5.5452627386208305e-06
7.28441887527383e-05,5.555322589360374e-06
7.285699699926565e-05,5.56538420892948e-06
7.286980749787627e-05,5.575447597639179e-06
7.288262024896616e-05,5.585512755800523e-06
7.289543525293135e-05,5.595579683724641e-06
7.290825251016801e-05,5.605648381722731e-06
7.292107202107227e-05,5.615718850105986e-06
7.293389378604045e-05,5.6260409552184265e-06
7.294671780546885e-05,5.636627018257081e-06
7.295954407975387e-05,5.647214942649516e-06
7.297237260929202e-05,5.6578047287230295e-06
7.298520339447981e-05,5.668396376804963e-06
7.299803643571387e-05,5.678989887222698e-06
7.301087173339087e-05,5.689585260303698e-06
7.302370928790758e-05,5.7001824963754864e-06
7.303654909966078e-05,5.710781595765613e-06
7.304939116904741e-05,5.721382558801728e-06
7.306223549646442e-05,5.731985385811501e-06
7.307508208230883e-05,5.742590077122681e-06
7.308793092697773e-05,5.753196633063066e-06
7.310078203086831e-05,5.76380505396052e-06
7.311363539437781e-05,5.77441534014296e-06
7.312649101790353e-05,5.785027491938351e-06
7.313934890184286e-05,5.7956415096747386e-06
7.315220904659325e-05,5.806257393680194e-06
7.316507145255222e-05,5.816875144282881e-06
7.317793612011734e-05,5.827494761810995e-06
7.319080304968631e-05,5.838116246592811e-06
7.320367224165683e-05,5.848739598956634e-06
7.321654369642669e-05,5.859364819230837e-06
7.322941741439378e-05,5.869991907743869e-06
7.324229339595604e-05,5.8806208648242236e-06
7.325517164151147e-05,5.891251690800445e-06
7.326805215145815e-05,5.9018843860011385e-06
7.328093492619425e-05,5.912518950754987e-06
7.329381996611796e-05,5.923155385390699e-06
7.330670727162757e-05,5.933793690237059e-06
7.331959684312147e-05,5.944433865622917e-06
7.333248868099807e-05,5.955075911877163e-06
7.334538278565587e-05,5.965862714267064e-06
7.335827915749344e-05,5.977044043974451e-06
7.337117779690941e-05,5.9882273397017e-06
7.338407870430252e-05,5.999412601794522e-06
7.339698188007153e-05,6.010599830598652e-06
7.340988732461529e-05,6.021789026459904e-06
7.342279503833271e-05,6.032980189724134e-06
7.343570502162279e-05,6.044173320737276e-06
7.344861727488461e-05,6.055368419845332e-06
7.346153179851728e-05,6.066565487394345e-06
7.347444859292002e-05,6.077764523730433e-06
7.348736765849207e-05,6.088965529199752e-06
7.350028899563277e-05,6.1001685041485405e-06
7.351321260474158e-05,6.111373448923108e-06
7.352613848621792e-05,6.12258036386979e-06
7.35390666404614e-05,6.1337892493350175e-06
7.355199706787159e-05,6.145000105665256e-06
7.356492976884822e-05,6.156212933207059e-06
7.357786474379104e-05,6.167427732307012e-06
7.359080199309988e-05,6.178644503311777e-06
7.360374151717464e-05,6.189863246568085e-06
7.361668331641531e-05,6.201083962422708e-06
7.362962739122194e-05,6.2123066512224955e-06
7.36425737419946e-05,6.223531313314342e-06
7.365552236913352e-05,6.23475794904522e-06
7.366847327303894e-05,6.245986558762154e-06
7.368142645411118e-05,6.25721714281223e-06
7.369438191275064e-05,6.2684497015426014e-06
7.370733964935777e-05,6.279684235300457e-06
7.372029966433313e-05,6.290920744433093e-06
7.373326195807735e-05,6.302159229287829e-06
7.374622653099105e-05,6.313399690212057e-06
7.375919338347501e-05,6.324772275472877e-06
7.377216251593007e-05,6.336576571498389e-06
7.378513392875707e-05,6.348382943080291e-06
7.379810762235699e-05,6.360191390583558e-06
7.381108359713087e-05,6.372001914373179e-06
7.382406185347979e-05,6.383814514814236e-06
7.383704239180496e-05,6.395629192271878e-06
7.385002521250757e-05,6.407445947111293e-06
7.386301031598897e-05,6.419264779697752e-06
7.387599770265054e-05,6.4310856903965975e-06
7.38889873728937e-05,6.442908679573209e-06
7.390197932712e-05,6.45473374759305e-06
7.391497356573105e-05,6.466560894821655e-06
7.392797008912849e-05,6.478390121624599e-06
7.394096889771405e-05,6.490221428367541e-06
7.395396999188957e-05,6.502054815416203e-06
7.39669733720569e-05,6.513890283136352e-06
7.397997903861799e-05,6.5257278318938475e-06
7.399298699197486e-05,6.537567462054594e-06
7.40059972325296e-05,6.549409173984554e-06
7.401900976068438e-05,6.561252968049796e-06
7.403202457684142e-05,6.573098844616389e-06
7.404504168140301e-05,6.584946804050521e-06
7.405806107477156e-05,6.596796846718426e-06
7.407108275734947e-05,6.6086489729863825e-06
7.408410672953925e-05,6.620503183220755e-06
7.409713299174353e-05,6.632359477787986e-06
7.411016154436491e-05,6.644217857054536e-06
7.412319238780617e-05,6.656078321386981e-06
7.413622552247008e-05,6.667940871151932e-06
7.414926094875949e-05,6.679805506716069e-06
7.416229866707737e-05,6.691672228446146e-06
7.417533867782671e-05,6.703764881095515e-06
7.41883809814106e-05,6.7162208761042665e-06
7.420142557823219e-05,6.728679061258027e-06
7.421447246869469e-05,6.741139436941909e-06
7.422752165320141e-05,6.7536020035410675e-06
7.424057313215569e-05,6.7660667614407234e-06
7.425362690596098e-05,6.778533711026179e-06
7.426668297502079e-05,6.79100285268281e-06
7.427974133973869e-05,6.803474186796039e-06
7.429280200051832e-05,6.815947713751366e-06
7.430586495776341e-05,6.828423433934364e-06
7.431893021187774e-05,6.840901347730669e-06
7.433199776326517e-05,6.853381455525974e-06
7.434506761232967e-05,6.86586375770608e-06
7.435813975947519e-05,6.878348254656798e-06
7.43712142051058e-05,6.890834946764037e-06
7.438429094962568e-05,6.903323834413784e-06
7.439736999343903e-05,6.915814917992079e-06
7.441045133695014e-05,6.928308197885029e-06
7.442353498056336e-05,6.940803674478819e-06
7.443662092468313e-05,6.9533013481596956e-06
7.444970916971394e-05,6.965801219313961e-06
7.446279971606035e-05,6.978303288328014e-06
7.447589256412703e-05,6.990807555588299e-06
7.448898771431868e-05,7.00331402148134e-06
7.450208516704009e-05,7.015822686393714e-06
7.451518492269608e-05,7.028333550712075e-06
7.452828698169163e-05,7.040846614823159e-06
7.454139134443172e-05,7.0533618791137485e-06
7.455449801132138e-05,7.065879343970696e-06
7.456760698276581e-05,7.078399009780939e-06
7.458071825917019e-05,7.090920876931467e-06
7.459383184093981e-05,7.1038818697426235e-06
7.460694772848001e-05,7.11701935901818e-06
7.462006592219624e-05,7.130159158266289e-06
7.463318642249398e-05,7.143301267893123e-06
7.46463092297788e-05,7.1564456883048975e-06
7.465943434445633e-05,7.169592419907921e-06
7.467256176693231e-05,7.182741463108586e-06
7.468569149761249e-05,7.195892818313335e-06
7.469882353690272e-05,7.209046485928677e-06
7.471195788520896e-05,7.222202466361226e-06
7.472509454293719e-05,7.235360760017637e-06
7.473823351049345e-05,7.248521367304637e-06
7.475137478828392e-05,7.261684288629044e-06
7.47645183767148e-05,7.274849524397732e-06
7.477766427619235e-05,7.288017075017646e-06
7.479081248712296e-05,7.3011869408958256e-06
7.4803963009913e-05,7.314359122439333e-06
7.481711584496902e-05,7.32753362005536e-06
7.483027099269755e-05,7.340710434151127e-06
7.484342845350525e-05,7.353889565133948e-06
7.485658822779882e-05,7.367071013411203e-06
7.486975031598505e-05,7.38025477939034e-06
7.48829147184708e-05,7.393440863478887e-06
7.489608143566298e-05,7.406629266084429e-06
7.490925046796857e-05,7.419819987614639e-06
7.49224218157947e-05,7.433013028477267e-06
7.493559547954843e-05,7.446208389080089e-06
7.494877145963703e-05,7.459406069831009e-06
7.496194975646776e-05,7.472606071137981e-06
7.497513037044798e-05,7.485808393409021e-06
7.49883133019851e-05,7.499013037052224e-06
7.500149855148663e-05,7.512364976003991e-06
7.501468611936015e-05,7.526212412871502e-06
7.502787600601329e-05,7.540062284542064e-06
7.504106821185377e-05,7.553914591443786e-06
7.505426273728935e-05,7.567769334004853e-06
7.506745958272792e-05,7.581626512653533e-06
7.50806587485774e-05,7.595486127818173e-06
7.509386023524577e-05,7.609348179927172e-06
7.510706404314111e-05,7.623212669409014e-06
7.512027017267157e-05,7.63707959669229e-06
7.513347862424537e-05,7.65094896220562e-06
7.514668939827077e-05,7.66482076637772e-06
7.515990249515617e-05,7.678695009637386e-06
7.517311791530994e-05,7.692571692413477e-06
7.518633565914064e-05,7.706450815134938e-06
7.519955572705683e-05,7.720332378230798e-06
7.521277811946713e-05,7.734216382130125e-06
7.522600283678032e-05,7.74810282726213e-06
7.52392298794051e-05,7.761991714055995e-06
7.525245924775037e-05,7.775883042941067e-06
7.52656909422251e-05,7.789776814346758e-06
7.527892496323824e-05,7.803673028702502e-06
7.529216131119889e-05,7.817571686437879e-06
7.530539998651621e-05,7.831472787982482e-06
7.531864098959941e-05,7.845376333766034e-06
7.533188432085778e-05,7.859282324218281e-06
7.53451299807007e-05,7.873190759769088e-06
7.535837796953756e-05,7.887101640848362e-06
7.537162828777794e-05,7.901014967886117e-06
7.538488093583137e-05,7.914930741312417e-06
7.539813591410752e-05,7.92884896155742e-06
7.54113932230161e-05,7.942769629051342e-06
7.542465286296692e-05,7.957303597957003e-06
7.543791483436987e-05,7.971895298187516e-06
7.545117913763484e-05,7.98648956408532e-06
7.546444577317188e-05,8.001086396101558e-06
7.547771474139107e-05,8.015685794687435e-06
7.549098604270256e-05,8.030287760294223e-06
7.550425967751658e-05,8.044892293373278e-06
7.551753564624345e-05,8.05949939437607e-06
7.553081394929352e-05,8.074109063754075e-06
7.554409458707725e-05,8.08872130195892e-06
7.555737756000513e-05,8.103336109442255e-06
7.557066286848778e-05,8.117953486655872e-06
7.558395051293585e-05,8.132573434051578e-06
7.559724049376008e-05,8.147195952081316e-06
7.561053281137129e-05,8.161821041197068e-06
7.562382746618034e-05,8.17644870185091e-06
7.563712445859817e-05,8.191078934494993e-06
7.565042378903581e-05,8.205711739581555e-06
7.566372545790439e-05,8.220347117562918e-06
7.567702946561505e-05,8.234985068891467e-06
7.569033581257901e-05,8.24962559401967e-06
7.570364449920763e-05,8.264268693400087e-06
7.571695552591225e-05,8.278914367485349e-06
7.573026889310436e-05,8.293562616728168e-06
7.574358460119547e-05,8.30821344158132e-06
7.57569026505972e-05,8.322866842497702e-06
7.57702230417212e-05,8.33752281993025e-06
7.578354577497924e-05,8.352181374331992e-06
7.579687085078312e-05,8.366842506156043e-06
7.581019826954475e-05,8.381506215855612e-06
7.582352803167609e-05,8.396172503883928e-06
7.583686013758915e-05,8.411385212981028e-06
7.585019458769607e-05,8.426751635895214e-06
7.586353138240901e-05,8.442120760696635e-06
7.587687052214026e-05,8.457492587860384e-06
7.58902120073021e-05,8.472867117861609e-06
7.590355583830696e-05,8.488244351175547e-06
7.59169020155673e-05,8.503624288277533e-06
7.593025053949566e-05,8.519006929642958e-06
7.594360141050466e-05,8.534392275747343e-06
7.595695462900699e-05,8.549780327066239e-06
7.597031019541542e-05,8.56517108407532e-06
7.598366811014277e-05,8.580564547250305e-06
7.599702837360195e-05,8.595960717067045e-06
7.601039098620595e-05,8.611359594001453e-06
7.60237559483678e-05,8.6267611785295e-06
7.603712326050065e-05,8.642165471127275e-06
7.605049292301768e-05,8.65757247227094e-06
7.606386493633217e-05,8.672982182436747e-06
7.607723930085745e-05,8.688394602101006e-06
7.609061601700693e-05,8.703809731740148e-06
7.610399508519415e-05,8.719227571830677e-06
7.61173765058326e-05,8.734648122849136e-06
7.613076027933595e-05,8.750071385272216e-06
7.614414640611791e-05,8.76549735957666e-06
7.615753488659224e-05,8.780926046239293e-06
7.617092572117278e-05,8.796357445737036e-06
7.618431891027349e-05,8.811791558546881e-06
7.619771445430835e-05,8.827228385145926e-06
7.621111235369143e-05,8.842667926011321e-06
7.622451260883688e-05,8.858110181620335e-06
7.62379152201589e-05,8.873555152450284e-06
7.62513201880718e-05,8.88959820226455e-06
7.626472751298991e-05,8.90577341130456e-06
7.62781371953277e-05,8.921951464441148e-06
7.629154923549964e-05,8.938132362174389e-06
7.630496363392035e-05,8.954316105004466e-06
7.631838039100445e-05,8.970502693431607e-06
7.633179950716666e-05,8.98669212795617e-06
7.634522098282182e-05,9.00288440907859e-06
7.635864481838475e-05,9.019079537299377e-06
7.637207101427044e-05,9.035277513119137e-06
7.638549957089388e-05,9.051478337038571e-06
7.63989304886702e-05,9.067682009558481e-06
7.64123637680145e-05,9.083888531179701e-06
7.642579940934207e-05,9.100097902403194e-06
7.643923741306816e-05,9.116310123730011e-06
7.645267777960821e-05,9.132525195661298e-06
7.646612050937766e-05,9.148743118698278e-06
7.647956560279202e-05,9.164963893342256e-06
7.649301306026691e-05,9.181187520094632e-06
7.650646288221799e-05,9.197413999456885e-06
7.651991506906103e-05,9.213643331930613e-06
7.653336962121182e-05,9.229875518017459e-06
7.654682653908629e-05,9.246110558219193e-06
7.656028582310038e-05,9.262348453037634e-06
7.657374747367013e-05,9.27858920297472e-06
7.658721149121166e-05,9.29483280853247e-06
7.660067787614117e-05,9.311079270213e-06
7.66141466288749e-05,9.327328588518486e-06
7.662761774982919e-05,9.343580763951214e-06
7.664109123942044e-05,9.359835797013555e-06
