time_days,Bk249 top 2
1.2207367093153647e-05,5.246663909733484e-91
1.2209513523361139e-05,5.246663909677503e-91
1.2211660330977009e-05,5.246663909621514e-91
1.2213807516067617e-05,5.246663909565514e-91
1.2215955078699339e-05,5.246663909509505e-91
1.2218103018938555e-05,5.246663909453486e-91
1.2220251336851659e-05,5.246663909397456e-91
1.222240003250506e-05,5.246663909341418e-91
1.2224549105965179e-05,5.246663909285368e-91
1.2226698557298438e-05,5.246663909229311e-91
1.2228848386571285e-05,5.246663909173241e-91
1.2230998593850174e-05,5.246663909117163e-91
1.2233149179201565e-05,5.246663909061075e-91
1.223530014269194e-05,5.246663909004977e-91
1.2237451484387783e-05,5.246663908948869e-91
1.2239603204355601e-05,5.246663908892752e-91
1.2241755302661896e-05,5.246663908836624e-91
1.2243907779373198e-05,5.246663908780486e-91
1.2246060634556042e-05,5.246663908724339e-91
1.2248213868276974e-05,5.246663908668182e-91
1.225036748060255e-05,5.246663908612014e-91
1.2252521471599347e-05,5.246663908555839e-91
1.2254675841333938e-05,5.24666390849965e-91
1.2256830589872924e-05,5.246663908443454e-91
1.225898571728291e-05,5.246663908387247e-91
1.2261141223630509e-05,5.24666390833103e-91
1.226329710898235e-05,5.246663908274804e-91
1.2265453373405079e-05,5.246663908218568e-91
1.2267610016965341e-05,5.246663908162322e-91
1.226976703972981e-05,5.246663908106066e-91
1.2271924441765152e-05,5.246663908049801e-91
1.2274082223138057e-05,5.246663907993524e-91
1.2276240383915228e-05,5.246663907937239e-91
1.2278398924163371e-05,5.246663907880943e-91
1.2280557843949212e-05,5.246663907824637e-91
1.2282717143339486e-05,5.246663907768321e-91
1.2284876822400935e-05,5.246663907711997e-91
1.2287036881200321e-05,5.246663907655661e-91
1.2289197319804412e-05,5.246663907599316e-91
1.2291358138279988e-05,5.24666390754296e-91
1.2293519336693842e-05,5.246663907486596e-91
1.2295680915112783e-05,5.246663907430221e-91
1.2297842873603626e-05,5.246663907373837e-91
1.2300005212233195e-05,5.246663907317441e-91
1.2302167931068333e-05,5.246663907261037e-91
1.2304331030175894e-05,5.246663907204622e-91
1.230649450962274e-05,5.246663907148198e-91
1.2308658369475742e-05,5.246663907091763e-91
1.2310822609801795e-05,5.24666390703532e-91
1.2312987230667793e-05,5.246663906978865e-91
1.2315152232140647e-05,5.2466639069224e-91
1.2317317614287277e-05,5.246663906865927e-91
1.2319483377174625e-05,5.246663906809442e-91
1.232164952086963e-05,5.246663906752948e-91
1.232381604543925e-05,5.246663906696445e-91
1.2325982950950455e-05,5.246663906639932e-91
1.2328150237470232e-05,5.246663906583407e-91
1.2330317905065564e-05,5.246663906526873e-91
1.2332485953803464e-05,5.24666390647033e-91
1.2334654383750945e-05,5.246663906413776e-91
1.2336823194975036e-05,5.246663906357213e-91
1.2338992387542776e-05,5.24666390630064e-91
1.234116196152122e-05,5.246663906244056e-91
1.234333191697743e-05,5.246663906187461e-91
1.234550225397848e-05,5.246663906130859e-91
1.2347672972591459e-05,5.246663906074246e-91
1.2349844072883465e-05,5.246663906017621e-91
1.2352015554921612e-05,5.24666390596099e-91
1.2354187418773015e-05,5.246663905904346e-91
1.235635966450482e-05,5.246663905847692e-91
1.2358532292184164e-05,5.24666390579103e-91
1.2360705301878208e-05,5.246663905734358e-91
1.2362878693654122e-05,5.246663905677674e-91
1.236505246757909e-05,5.246663905620981e-91
1.2367226623720302e-05,5.246663905564278e-91
1.2369401162144966e-05,5.246663905507564e-91
1.2371576082920295e-05,5.246663905450842e-91
1.2373751386113522e-05,5.246663905394109e-91
1.237592707179189e-05,5.246663905337366e-91
1.2378103140022645e-05,5.246663905280613e-91
1.2380279590873055e-05,5.246663905223852e-91
1.2382456424410397e-05,5.246663905167078e-91
1.2384633640701959e-05,5.246663905110296e-91
1.2386811239815037e-05,5.246663905053503e-91
1.238898922181695e-05,5.2466639049967e-91
1.2391167586775017e-05,5.246663904939888e-91
1.2393346334756573e-05,5.246663904883064e-91
1.2395525465828968e-05,5.246663904826232e-91
1.2397704980059557e-05,5.24666390476939e-91
1.2399884877515714e-05,5.246663904712537e-91
1.2402065158264822e-05,5.246663904655674e-91
1.2404245822374275e-05,5.246663904598801e-91
1.240642686991148e-05,5.246663904541919e-91
1.2408608300943854e-05,5.246663904485025e-91
1.241079011553883e-05,5.246663904428123e-91
1.2412972313763846e-05,5.24666390437121e-91
1.241515489568636e-05,5.246663904314287e-91
1.2417337861373833e-05,5.246663904257356e-91
1.2419521210893751e-05,5.246663904200413e-91
1.2421704944313593e-05,5.24666390414346e-91
1.242388906170087e-05,5.246663904086498e-91
1.2426073563123086e-05,5.246663904029525e-91
1.2428258448647776e-05,5.246663903972541e-91
1.2430443718342467e-05,5.246663903915548e-91
1.2432629372274717e-05,5.246663903858546e-91
1.2434815410512081e-05,5.246663903801533e-91
1.2437001833122134e-05,5.24666390374451e-91
1.2439188640172458e-05,5.246663903687477e-91
1.2441375831730654e-05,5.246663903630433e-91
1.2443563407864327e-05,5.246663903573382e-91
1.2445751368641096e-05,5.246663903516318e-91
1.2447939714128599e-05,5.246663903459245e-91
1.2450128444394472e-05,5.246663903402162e-91
1.2452317559506374e-05,5.24666390334507e-91
1.2454507059531978e-05,5.246663903287968e-91
1.2456696944538955e-05,5.246663903230853e-91
1.2458887214595002e-05,5.24666390317373e-91
1.246107786976782e-05,5.246663903116597e-91
1.2463268910125127e-05,5.246663903059453e-91
1.2465460335734648e-05,5.2466639030023e-91
1.2467652146664122e-05,5.246663902945138e-91
1.2469844342981302e-05,5.246663902887964e-91
1.2472036924753952e-05,5.246663902830781e-91
1.2474229892049842e-05,5.246663902773586e-91
1.2476423244936762e-05,5.246663902716382e-91
1.2478616983482511e-05,5.24666390265917e-91
1.2480811107754901e-05,5.246663902601946e-91
1.248300561782175e-05,5.246663902544711e-91
1.2485200513750897e-05,5.246663902487469e-91
1.2487395795610185e-05,5.246663902430214e-91
1.2489591463467476e-05,5.24666390237295e-91
1.249178751739064e-05,5.246663902315677e-91
1.2493983957447554e-05,5.246663902258392e-91
1.2496180783706116e-05,5.246663902201097e-91
1.2498377996234234e-05,5.246663902143793e-91
1.2500575595099823e-05,5.246663902086479e-91
1.2502773580370815e-05,5.246663902029155e-91
1.250497195211515e-05,5.24666390197182e-91
1.2507170710400784e-05,5.246663901914475e-91
1.250936985529568e-05,5.246663901857121e-91
1.2511569386867819e-05,5.246663901799756e-91
1.2513769305185187e-05,5.246663901742382e-91
1.2515969610315787e-05,5.246663901684996e-91
1.2518170302327637e-05,5.246663901627602e-91
1.252037138128876e-05,5.246663901570197e-91
1.252257284726719e-05,5.246663901512781e-91
1.2524774700330979e-05,5.246663901455357e-91
1.252697694054819e-05,5.246663901397922e-91
1.2529179567986894e-05,5.246663901340476e-91
1.253138258271518e-05,5.24666390128302e-91
1.2533585984801139e-05,5.246663901225553e-91
1.2535789774312888e-05,5.246663901168079e-91
1.2537993951318543e-05,5.246663901110592e-91
1.2540198515886242e-05,5.246663901053096e-91
1.2542403468084125e-05,5.246663900995591e-91
1.2544608807980353e-05,5.246663900938074e-91
1.254681453564309e-05,5.246663900880547e-91
1.2549020651140526e-05,5.246663900823011e-91
1.2551227154540848e-05,5.246663900765464e-91
1.2553434045912263e-05,5.246663900707908e-91
1.2555641325322988e-05,5.246663900650341e-91
1.2557848992841253e-05,5.246663900592764e-91
1.2560057048535299e-05,5.246663900535178e-91
1.2562265492473376e-05,5.24666390047758e-91
1.2564474324723753e-05,5.246663900419973e-91
1.2566683545354705e-05,5.246663900362355e-91
1.2568893154434525e-05,5.246663900304727e-91
1.2571103152031512e-05,5.246663900247089e-91
1.2573313538213977e-05,5.246663900189442e-91
1.2575524313050249e-05,5.246663900131784e-91
1.257773547660866e-05,5.246663900074116e-91
1.2579947028957568e-05,5.246663900016438e-91
1.2582158970165325e-05,5.246663899958749e-91
1.2584371300300309e-05,5.246663899901051e-91
1.2586584019430906e-05,5.246663899843343e-91
1.2588797127625513e-05,5.246663899785624e-91
1.2591010624952534e-05,5.246663899727895e-91
1.2593224511480399e-05,5.246663899670155e-91
1.2595438787277536e-05,5.246663899612406e-91
1.2597653452412392e-05,5.246663899554646e-91
1.2599868506953426e-05,5.246663899496876e-91
1.2602083950969105e-05,5.246663899439098e-91
1.2604299784527914e-05,5.246663899381307e-91
1.2606516007698341e-05,5.246663899323507e-91
1.2608732620548896e-05,5.246663899265697e-91
1.2610949623148096e-05,5.246663899207877e-91
1.2613167015564472e-05,5.246663899150047e-91
1.2615384797866561e-05,5.246663899092205e-91
1.2617602970122923e-05,5.246663899034355e-91
1.2619821532402122e-05,5.246663898976493e-91
1.2622040484772732e-05,5.246663898918622e-91
1.2624259827303348e-05,5.24666389886074e-91
1.2626479560062572e-05,5.246663898802849e-91
1.2628699683119015e-05,5.246663898744947e-91
1.2630920196541303e-05,5.246663898687036e-91
1.2633141100398076e-05,5.246663898629115e-91
1.2635362394757988e-05,5.246663898571181e-91
1.2637584079689697e-05,5.246663898513239e-91
1.2639806155261878e-05,5.246663898455286e-91
1.2642028621543217e-05,5.246663898397324e-91
1.2644251478602414e-05,5.24666389833935e-91
1.264647472650818e-05,5.246663898281368e-91
1.264869836532924e-05,5.246663898223374e-91
1.2650922395134324e-05,5.24666389816537e-91
1.2653146815992178e-05,5.246663898107356e-91
1.2655371627971568e-05,5.246663898049332e-91
1.265759683114126e-05,5.246663897991298e-91
1.2659822425570041e-05,5.246663897933253e-91
1.2662048411326702e-05,5.246663897875198e-91
1.2664274788480056e-05,5.246663897817134e-91
1.2666501557098915e-05,5.246663897759059e-91
1.2668728717252117e-05,5.246663897700974e-91
1.2670956269008502e-05,5.246663897642878e-91
1.2673184212436931e-05,5.246663897584772e-91
1.2675412547606265e-05,5.246663897526657e-91
1.2677641274585387e-05,5.246663897468531e-91
1.2679870393443192e-05,5.246663897410394e-91
1.2682099904248582e-05,5.246663897352247e-91
1.2684329807070474e-05,5.24666389729409e-91
1.2686560101977795e-05,5.246663897235923e-91
1.2688790789039487e-05,5.246663897177746e-91
1.2691021868324503e-05,5.246663897119557e-91
1.2693253339901805e-05,5.24666389706136e-91
1.2695485203840376e-05,5.246663897003152e-91
1.2697717460209199e-05,5.246663896944935e-91
1.269995010907728e-05,5.246663896886706e-91
1.270218315051363e-05,5.246663896828466e-91
1.2704416584587273e-05,5.246663896770218e-91
1.270665041136725e-05,5.24666389671196e-91
1.2708884630922609e-05,5.24666389665369e-91
1.2711119243322413e-05,5.24666389659541e-91
1.2713354248635736e-05,5.246663896537121e-91
1.2715589646931661e-05,5.246663896478819e-91
1.2717825438279293e-05,5.24666389642051e-91
1.2720061622747737e-05,5.246663896362188e-91
1.2722298200406118e-05,5.246663896303858e-91
1.272453517132357e-05,5.246663896245517e-91
1.272677253556924e-05,5.246663896187165e-91
1.2729010293212288e-05,5.246663896128803e-91
1.2731248444321885e-05,5.246663896070431e-91
1.2733486988967213e-05,5.24666389601205e-91
1.2735725927217473e-05,5.246663895953656e-91
1.2737965259141866e-05,5.246663895895254e-91
1.2740204984809617e-05,5.246663895836841e-91
1.2742445104289954e-05,5.246663895778419e-91
1.2744685617652126e-05,5.246663895719985e-91
1.2746926524965384e-05,5.24666389566154e-91
1.2749167826299002e-05,5.246663895603087e-91
1.2751409521722259e-05,5.246663895544622e-91
1.2753651611304444e-05,5.246663895486147e-91
1.275589409511487e-05,5.246663895427662e-91
1.275813697322285e-05,5.246663895369167e-91
1.276038024569771e-05,5.246663895310662e-91
1.2762623912608801e-05,5.246663895252145e-91
1.2764867974025468e-05,5.24666389519362e-91
1.2767112430017083e-05,5.246663895135084e-91
1.2769357280653024e-05,5.246663895076537e-91
1.2771602526002678e-05,5.246663895017979e-91
1.277384816613545e-05,5.246663894959413e-91
1.2776094201120755e-05,5.246663894900835e-91
1.2778340631028018e-05,5.246663894842247e-91
1.2780587455926685e-05,5.246663894783649e-91
1.27828346758862e-05,5.246663894725041e-91
1.278508229097603e-05,5.246663894666422e-91
1.278733030126565e-05,5.246663894607792e-91
1.2789578706824553e-05,5.246663894549154e-91
1.2791827507722234e-05,5.246663894490503e-91
1.2794076704028206e-05,5.246663894431843e-91
1.2796326295811995e-05,5.246663894373173e-91
1.2798576283143142e-05,5.246663894314493e-91
1.280082666609119e-05,5.246663894255801e-91
1.2803077444725704e-05,5.246663894197101e-91
1.2805328619116255e-05,5.246663894138388e-91
1.2807580189332434e-05,5.246663894079668e-91
1.2809832155443837e-05,5.246663894020934e-91
1.2812084517520075e-05,5.246663893962192e-91
1.281433727563077e-05,5.246663893903439e-91
1.2816590429845556e-05,5.246663893844676e-91
1.281884398023408e-05,5.246663893785903e-91
1.2821097926866004e-05,5.246663893727118e-91
1.2823352269811e-05,5.246663893668325e-91
1.2825607009138747e-05,5.24666389360952e-91
1.2827862144918949e-05,5.246663893550704e-91
1.2830117677221308e-05,5.246663893491879e-91
1.283237360611555e-05,5.246663893433043e-91
1.2834629931671402e-05,5.246663893374198e-91
1.2836886653958613e-05,5.246663893315342e-91
1.2839143773046942e-05,5.246663893256475e-91
1.2841401289006154e-05,5.246663893197598e-91
1.2843659201906036e-05,5.24666389313871e-91
1.284591751181638e-05,5.246663893079813e-91
1.2848176218806992e-05,5.246663893020906e-91
1.2850435322947693e-05,5.246663892961987e-91
1.2852694824308315e-05,5.246663892903058e-91
1.2854954722958698e-05,5.246663892844119e-91
1.28572150189687e-05,5.246663892785169e-91
1.2859475712408185e-05,5.24666389272621e-91
1.286173680334704e-05,5.246663892667238e-91
1.2863998291855153e-05,5.246663892608259e-91
1.286626017800243e-05,5.246663892549268e-91
1.2868522461858791e-05,5.246663892490265e-91
1.287078514349416e-05,5.246663892431254e-91
1.2873048222978482e-05,5.246663892372232e-91
1.2875311700381712e-05,5.2466638923132e-91
1.2877575575773814e-05,5.246663892254157e-91
1.2879839849224767e-05,5.246663892195104e-91
1.2882104520804565e-05,5.24666389213604e-91
1.2884369590583207e-05,5.246663892076966e-91
1.2886635058630711e-05,5.246663892017882e-91
