time_days,Pb212 top 6
4.1581188587762554e-05,253220.99062528176
4.158849983830225e-05,253432.1238369134
4.159581237438443e-05,253643.2941722355
4.160312619623513e-05,253854.5016377755
4.1610441304080426e-05,254065.74624006185
4.161775769814645e-05,254277.02798562445
4.1625075378659344e-05,254488.34688099427
4.16323943458453e-05,254699.70293270322
4.163971459993058e-05,254911.09614728476
4.164703614114143e-05,255122.5265312729
4.1654358969704186e-05,255333.9940912035
4.16616830858452e-05,255545.49883361306
4.166900848979086e-05,255757.04076503942
4.167633518176761e-05,255970.59492393813
4.1683663162001916e-05,256184.78141461685
4.169099243072031e-05,256399.00556584622
4.169832298814933e-05,256613.26738424765
4.170565483451558e-05,256827.56687644438
4.1712987970045695e-05,257041.90404906054
4.1720322394966355e-05,257256.27890872184
4.172765810950426e-05,257470.6914620543
4.173499511388617e-05,257685.14171568578
4.1742333408338875e-05,257899.62967624518
4.1749672993089225e-05,258114.1553503627
4.175701386836408e-05,258328.71874466928
4.176435603439035e-05,258543.31986579744
4.1771699491395e-05,258757.95872038056
4.177904423960502e-05,258972.6353150535
4.178639027924745e-05,259187.34965645225
4.179373761054935e-05,259402.10175121337
4.1801086233737844e-05,259616.89160597548
4.1808436149040085e-05,259831.71922737782
4.1815787356683255e-05,260046.58462206082
4.1823139856894596e-05,260261.48779666642
4.183049364990138e-05,260476.42875783707
4.183784873593093e-05,260691.40751221712
4.184520511521058e-05,260906.42406645176
4.1852562787967736e-05,261121.47842718737
4.185992175442983e-05,261338.46771734455
4.1867282014824326e-05,261556.18328520856
4.187464356937875e-05,261773.9371341429
4.188200641832065e-05,261991.7292708784
4.188937056187762e-05,262209.55970214756
4.189673600027729e-05,262427.42843468307
4.1904102733747335e-05,262645.33547522
4.191147076251546e-05,262863.2808304938
4.191884008680944e-05,263081.2645072416
4.192621070685704e-05,263299.2865122012
4.193358262288611e-05,263517.34685211215
4.194095583512452e-05,263735.44553371466
4.1948330343800185e-05,263953.5825637507
4.195570614914106e-05,264171.75794896286
4.196308325137514e-05,264389.9716960952
4.197046165073045e-05,264608.2238118929
4.197784134743507e-05,264826.5143031024
4.1985222341717105e-05,265044.84317647107
4.199260463380473e-05,265263.21043874795
4.1999988223926114e-05,265481.61609668285
4.200737311230951e-05,265700.06015702686
4.201475929918318e-05,265918.5426265324
4.202214678477545e-05,266137.06351195293
4.2029535569314666e-05,266355.62282004324
4.203692565302922e-05,266574.2205575589
4.204431703614756e-05,266794.9774557166
4.2051709718898154e-05,267016.2530228978
4.2059103701509516e-05,267237.567497106
4.206649898421019e-05,267458.92088518216
4.2073895567228796e-05,267680.3131939689
4.208129345079395e-05,267901.7444303097
4.208869263513434e-05,268123.21460104885
4.209609312047867e-05,268344.7237130323
4.210349490705571e-05,268566.2717731074
4.2110897995094254e-05,268787.85878812225
4.211830238482313e-05,269009.4847649263
4.212570807647123e-05,269231.1497103703
4.2133115070267454e-05,269452.8536313059
4.214052336644077e-05,269674.59653458645
4.214793296522017e-05,269896.378427066
4.21553438668347e-05,270118.19931560033
4.2162756071513435e-05,270340.05920704594
4.217016957948549e-05,270561.95810826076
4.217758439098003e-05,270783.896026104
4.2185000506226256e-05,271005.87296743586
4.21924179254534e-05,271227.8889391179
4.219983664889074e-05,271449.9439480126
4.2207256676767607e-05,271672.0380009845
4.221467800931335e-05,271894.1711048984
4.2222100646757384e-05,272116.37548577605
4.2229524589329135e-05,272341.20254375384
4.2236949837258095e-05,272566.06913321983
4.2244376390773784e-05,272790.97526112455
4.2251804250105755e-05,273015.92093442037
4.225923341548363e-05,273240.90616006026
4.226666388713702e-05,273465.9309449988
4.227409566529565e-05,273690.99529619206
4.228152875018921e-05,273916.09922059654
4.228896314204748e-05,274141.2427251708
4.2296398841100266e-05,274366.42581687414
4.23038358475774e-05,274591.6485026669
4.231127416170878e-05,274816.91078951117
4.231871378372432e-05,275042.21268437005
4.232615471385401e-05,275267.55419420794
4.233359695232782e-05,275492.93532599
4.234104049937583e-05,275718.3560866834
4.234848535522811e-05,275943.8164832557
4.23559315201148e-05,276169.3165226765
4.236337899426605e-05,276394.85621191614
4.237082777791208e-05,276620.4355579459
4.237827787128316e-05,276846.0545677392
4.238572927460954e-05,277071.71324826987
4.239318198812158e-05,277297.41160651314
4.2400636012049634e-05,277523.14964944567
4.2408091346624124e-05,277749.77747763065
4.241554799207549e-05,277978.2260462028
4.2423005948634235e-05,278206.71478303534
4.24304652165309e-05,278435.2436951915
4.243792579599604e-05,278663.81278973474
4.244538768726027e-05,278892.4220737307
4.2452850890554264e-05,279121.07155424607
4.24603154061087e-05,279349.7612383481
4.246778123415432e-05,279578.49113310635
4.247524837492189e-05,279807.26124559087
4.2482716828642245e-05,280036.07158287306
4.2490186595546226e-05,280264.9221520258
4.2497657675864747e-05,280493.812960123
4.250513006982873e-05,280722.74401424004
4.251260377766917e-05,280951.7153214533
4.252007879961707e-05,281180.72688884055
4.25275551359035e-05,281409.7787234807
4.2535032786759566e-05,281638.87083245383
4.2542511752416404e-05,281868.00322284206
4.2549992033105194e-05,282097.1759017272
4.255747362905716e-05,282326.3888761936
4.256495654050357e-05,282555.6421533265
4.257244076767572e-05,282784.93574021215
4.257992631080497e-05,283014.26964393863
4.2587413170122685e-05,283243.6438715944
4.2594901345860314e-05,283475.1284006667
4.26023908382493e-05,283707.3556550779
4.2609881647521175e-05,283939.62374215847
4.261737377390747e-05,284171.93266908784
4.262486721763978e-05,284404.28244304704
4.263236197894973e-05,284636.673071218
4.2639858058069e-05,284869.1045607844
4.26473554552293e-05,285101.5769189309
4.265485417066237e-05,285334.0901528432
4.266235420460002e-05,285566.6442697089
4.266985555727408e-05,285799.239276716
4.267735822891641e-05,286031.87518105464
4.268486221975894e-05,286264.5519899157
4.269236753003362e-05,286497.2697104913
4.269987415997245e-05,286730.028349975
4.270738210980746e-05,286962.8279155618
4.271489137977075e-05,287195.668414448
4.2722401970094406e-05,287428.5498538301
4.2729913881010604e-05,287661.47224090743
4.273742711275155e-05,287894.43558287935
4.274494166554948e-05,288127.43988694716
4.275245753963667e-05,288360.4851603133
4.275997473524546e-05,288593.5714101817
4.2767493252608204e-05,288826.6986437566
4.2775013091957304e-05,289059.8668682448
4.278253425352521e-05,289293.4170053015
4.2790056737544406e-05,289529.456237372
4.279758054424743e-05,289765.53697237413
4.2805105673866834e-05,290001.65921760537
4.281263212663523e-05,290237.82298036444
4.282015990278529e-05,290474.0282679517
4.282768900254967e-05,290710.2750876681
4.283521942616114e-05,290946.56344681664
4.284275117385244e-05,291182.8933527008
4.2850284245856404e-05,291419.26481262606
4.285781864240588e-05,291655.6778338988
4.286535436373376e-05,291892.1324238267
4.287289141007299e-05,292128.62858971907
4.288042978165655e-05,292365.16633888613
4.288796947871744e-05,292601.7456786393
4.289551050148874e-05,292838.3666162914
4.2903052850203535e-05,293075.02915915684
4.291059652509497e-05,293311.7333145511
4.291814152639624e-05,293548.47908979084
4.292568785434056e-05,293785.26649219415
4.293323550916118e-05,294022.0955290803
4.294078449109144e-05,294258.96620777005
4.2948334800364654e-05,294495.87853558536
4.2955886437214224e-05,294732.83251984895
4.296343940187357e-05,294969.82816788566
4.297099369457618e-05,295206.8654870213
4.297854931555555e-05,295445.67930192663
4.298610626504523e-05,295685.62461533607
4.299366454327883e-05,295925.6121184861
4.300122415048996e-05,296165.64181879454
4.3008785086912316e-05,296405.7137236813
4.30163473527796e-05,296645.8278405672
4.302391094832558e-05,296885.9841768743
4.3031475873784045e-05,297126.182740026
4.303904212938884e-05,297366.4235374472
4.304660971537385e-05,297606.7065765642
4.305417863197299e-05,297847.0318648038
4.3061748879420214e-05,298087.39940959506
4.306932045794954e-05,298327.80921836785
4.307689336779501e-05,298568.26129855367
4.308446760919071e-05,298808.75565758476
4.3092043182370765e-05,299049.29230289545
4.309962008756935e-05,299289.8712419206
4.3107198325020664e-05,299530.4924820972
4.3114777894958966e-05,299771.15603086265
4.312235879761854e-05,300011.8618956562
4.312994103323374e-05,300252.61008391844
4.313752460203892e-05,300493.400603091
4.3145109504268494e-05,300734.2334606169
4.315269574015693e-05,300975.10866394057
4.316028330993872e-05,301216.02622050786
4.3167872213848417e-05,301457.1413218551
4.317546245212058e-05,301700.9848507774
4.318305402498985e-05,301944.87125486566
4.319064693269088e-05,302188.80054165906
4.319824117545838e-05,302432.77271869715
4.320583675352709e-05,302676.7877935219
4.321343366713181e-05,302920.84577367577
4.322103191650734e-05,303164.94666670257
4.322863150188857e-05,303409.0904801479
4.3236232423510414e-05,303653.2772215587
4.324383468160781e-05,303897.5068984828
4.325143827641577e-05,304141.7795184696
4.3259043208169316e-05,304386.0950890698
4.326664947710352e-05,304630.4536178355
4.327425708345351e-05,304874.85511232005
4.328186602745444e-05,305119.2995800779
4.3289476309341515e-05,305363.7870286654
4.329708792934997e-05,305608.31746563973
4.3304700887715085e-05,305852.89089855965
4.3312315184672186e-05,306097.50733498496
4.331993082045666e-05,306342.16678247735
4.332754779530388e-05,306586.8692485992
4.333516610944932e-05,306831.6147409145
4.334278576312845e-05,307076.4032669886
4.335040675657682e-05,307321.2348343882
4.3358029090029993e-05,307566.1094506813
4.336565276372358e-05,307812.7747717427
4.337327777789324e-05,308060.5938219868
4.3380904132774685e-05,308308.456446416
4.338853182860363e-05,308556.3626526909
4.339616086561586e-05,308804.31244847504
4.3403791244047195e-05,309052.30584143277
4.3411422964133513e-05,309300.34283922985
4.34190560261107e-05,309548.4234495332
4.342669043021471e-05,309796.5476800112
4.343432617668153e-05,310044.7155383338
4.344196326574719e-05,310292.92703217204
4.344960169764775e-05,310541.18216919847
4.345724147261934e-05,310789.4809570867
4.3464882590898094e-05,311037.82340351184
4.347252505272022e-05,311286.2095161509
4.348016885832195e-05,311534.639302681
4.3487814007939564e-05,311783.1127707819
4.349546050180938e-05,312031.62992813403
4.350310834016775e-05,312280.190782419
4.3510757523251086e-05,312528.79534132057
4.351840805129583e-05,312777.443612523
4.352605992453847e-05,313026.1356037124
4.3533713143215526e-05,313274.8713225758
4.354136770756358e-05,313523.6507768022
4.354902361781922e-05,313772.4739740814
4.3556680874219135e-05,314022.15672699903
4.3564339476999976e-05,314273.9422721475
4.3571999426398506e-05,314525.7720889121
4.357966072265149e-05,314777.6461850766
4.3587323365995745e-05,315029.5645684269
4.3594987356668135e-05,315281.52724675
4.360265269490556e-05,315533.53422783426
4.3610319380944974e-05,315785.58551946963
4.361798741502335e-05,316037.6811294471
4.362565679737772e-05,316289.8210655592
4.363332752824515e-05,316542.0053356002
4.364099960786275e-05,316794.2339473647
4.364867303646766e-05,317046.5069086495
4.36563478142971e-05,317298.82422725303
4.366402394158829e-05,317551.1859109744
4.36717014185785e-05,317803.59196761425
4.367938024550506e-05,318056.04240497464
4.368706042260533e-05,318308.5372308595
4.36947419501167e-05,318561.0764530732
4.370242482827663e-05,318813.6600794222
4.3710109057322594e-05,319066.28811771405
4.371779463749212e-05,319318.9605757579
4.3725481569022803e-05,319571.67746136425
4.373316985215221e-05,319824.43878234405
4.374085948711801e-05,320077.2445465108
4.374855047415791e-05,320330.2974784477
4.3756242813509634e-05,320586.072071939
4.376393650541097e-05,320841.891638443
4.3771631550099724e-05,321097.7561858672
4.377932794781377e-05,321353.6657221208
4.3787025698791e-05,321609.62025511404
4.379472480326938e-05,321865.6197927589
4.380242526148687e-05,322121.66434296843
4.3810127073681515e-05,322377.75391365733
4.381783024009138e-05,322633.8885127415
4.382553476095459e-05,322890.0681481382
4.3833240636509287e-05,323146.2928277665
4.384094786699366e-05,323402.56255954626
4.384865645264596e-05,323658.8773513992
4.385636639370448e-05,323915.2372112482
4.386407769040751e-05,324171.6421470177
4.387179034299344e-05,324428.09216663305
4.387950435170066e-05,324684.58727802173
4.388721971676763e-05,324941.1274891122
4.389493643843284e-05,325197.71280783456
4.390265451693481e-05,325454.3432421197
4.3910373952512115e-05,325711.01879990037
4.3918094745403385e-05,325967.7394891109
4.3925816895847255e-05,326224.5053176865
4.393354040408244e-05,326481.3162935643
4.394126527034768e-05,326738.3679516477
4.394899149488176e-05,326998.1109405426
4.39567190779235e-05,327257.8996002155
4.396444801971176e-05,327517.73393869674
4.397217832048547e-05,327777.61396401824
4.3979909980483564e-05,328037.53968421294
4.398764299994505e-05,328297.51110731566
4.399537737910895e-05,328557.5282413622
4.4003113118214345e-05,328817.59109439
4.4010850217500353e-05,329077.6996744377
4.401858867720614e-05,329337.85398954555
4.402632849757091e-05,329598.0540477554
4.4034069678833916e-05,329858.2998571101
4.404181222123442e-05,330118.5914256541
4.404955612501178e-05,330378.92876143346
4.405730139040535e-05,330639.311872495
4.406504801765457e-05,330899.7407668881
4.407279600699886e-05,331160.2154526624
4.408054535867773e-05,331420.7359378692
4.4088296072930735e-05,331681.3022305619
4.4096048149997437e-05,331941.91433879454
4.410380159011747e-05,332202.57227062323
4.411155639353051e-05,332463.2760341049
4.411931256047625e-05,332724.0256372982
4.412707009119445e-05,332984.82108826324
4.41348289859249e-05,333247.4764364705
4.4142589244907444e-05,333511.1722049269
4.4150350868381945e-05,333774.9143391809
4.415811385658833e-05,334038.7028473853
4.416587820976656e-05,334302.5377376941
4.417364392815664e-05,334566.4190182627
4.4181411011998615e-05,334830.3466972476
4.4189179461532576e-05,335094.3207828075
4.419694927699865e-05,335358.34128310165
4.420472045863701e-05,335622.40820629173
4.421249300668787e-05,335886.52156053967
4.42202669213915e-05,336150.6813540099
4.422804220298818e-05,336414.8875948676
4.423581885171827e-05,336679.14029128023
4.424359686782214e-05,336943.43945141527
4.425137625154022e-05,337207.7850834431
4.4259157003112975e-05,337472.1771955342
4.4266939122780924e-05,337736.615795862
4.427472261078462e-05,338001.1008925999
4.428250746736465e-05,338265.6324939237
4.4290293692761664e-05,338530.21060801035
4.429808128721633e-05,338794.83524303825
4.430587025096938e-05,339059.5064071871
4.4313660584261575e-05,339324.22410863795
4.4321452287333716e-05,339591.0589517116
4.432924536042666e-05,339858.6485563189
4.4337039803781296e-05,340126.28521137976
4.434483561763856e-05,340393.96892516693
4.4352632802239426e-05,340661.69970595493
4.4360431357824916e-05,340929.47756201954
4.4368231284636096e-05,341197.30250163795
4.437603258291405e-05,341465.17453308887
4.438383525289994e-05,341733.0936646525
4.4391639294834954e-05,342001.0599046105
4.439944470896032e-05,342269.0732612461
4.4407251495517313e-05,342537.1337428436
4.4415059654747255e-05,342805.2413576895
4.4422869186891484e-05,343073.39611407067
4.443068009219142e-05,343341.59802027605
4.443849237088849e-05,343609.84708459646
4.444630602322419e-05,343878.14331532357
4.445412104944005e-05,344146.4867207506
4.446193744977763e-05,344414.87730917206
4.446975522447855e-05,344683.31508888444
4.447757437378447e-05,344951.8000681857
4.448539489793708e-05,345220.3322553744
4.449321679717812e-05,345488.9116587516
4.450104007174938e-05,345758.42764667136
4.450886472189267e-05,346029.8533064715
4.4516690747849875e-05,346301.32669122104
4.45245181498629e-05,346572.84780931176
4.4532346928173696e-05,346844.41666913615
4.454017708302426e-05,347116.0332790892
4.454800861465663e-05,347387.6976475664
4.4555841523312876e-05,347659.4097829651
4.456367580923514e-05,347931.16969368473
4.457151147266557e-05,348202.9773881253
4.457934851384639e-05,348474.83287468867
4.458718693301985e-05,348746.73616177833
4.459502673042823e-05,349018.6872577989
4.460286790631388e-05,349290.68617115676
4.461071046091916e-05,349562.73291025934
4.461855439448651e-05,349834.82748351607
4.4626399707258376e-05,350106.9698993377
4.463424639947728e-05,350379.1601661363
4.464209447138577e-05,350651.398292326
4.4649943923226426e-05,350923.68428632116
4.4657794755241906e-05,351196.0181565392
4.466564696767486e-05,351468.3999113975
4.4673500560768024e-05,351740.82955931616
4.4681355534764154e-05,352014.2410673961
4.468921188990606e-05,352289.49426725245
4.4697069626436584e-05,352564.7958650572
4.470492874459862e-05,352840.14586931985
4.47127892446351e-05,353115.544288552
4.472065112678901e-05,353390.99113126623
4.472851439130335e-05,353666.48640597716
4.4736379038421194e-05,353942.0301212005
4.4744245068385646e-05,354217.62228545337
4.475211248143984e-05,354493.26290725474
4.4759981277826996e-05,354768.95199512533
4.4767851457790315e-05,355044.68955758616
4.4775723021573084e-05,355320.47560316126
4.478359596941862e-05,355596.3101403747
4.479147030157028e-05,355872.1931777535
4.479934601827148e-05,356148.12472382525
4.480722311976565e-05,356424.1047871191
4.481510160629629e-05,356700.13337616593
4.4822981478106936e-05,356976.21049949824
4.483086273544115e-05,357252.33616564935
4.483874537854255e-05,357528.51038315514
4.484662940765481e-05,357804.73316055257
4.4854514823021624e-05,358081.004506379
4.486240162488674e-05,358359.4064449971
4.4870289813493945e-05,358638.48131301877
4.487817938908708e-05,358917.6052509551
4.4886070351910004e-05,359196.77826743363
4.489396270220664e-05,359476.0003710843
4.490185644022096e-05,359755.2715705381
4.490975156619696e-05,360034.59187442745
4.491764808037867e-05,360313.9612913864
4.492554598301021e-05,360593.3798300506
4.49334452743357e-05,360872.84749905736
4.49413459545993e-05,361152.3643070448
4.4949248024045244e-05,361431.93026265333
4.4957151482917786e-05,361711.5453745245
4.496505633146123e-05,361991.2096513016
4.497296256991993e-05,362270.92310162913
4.498087019853827e-05,362550.68573415367
4.498877921756068e-05,362830.4975575225
4.4996689627231644e-05,363110.3585803855
4.500460142779567e-05,363390.2688113928
4.5012514619497334e-05,363670.2282591969
4.5020429202581224e-05,363950.2369324517
4.5028345177292006e-05,364230.29483981256
4.503626254387435e-05,364511.9442577545
4.504418130257301e-05,364794.7876106556
4.505210145363275e-05,365077.6806960858
4.50600229972984e-05,365360.6235227904
4.506794593381481e-05,365643.6160995148
4.507587026342689e-05,365926.658435007
4.50837959863796e-05,366209.7505380159
4.5091723102917915e-05,366492.8924172924
4.5099651613286884e-05,366776.0840815885
4.510758151773159e-05,367059.3255396582
4.5115512816497137e-05,367342.61680025625
4.5123445509828696e-05,367625.9578721397
4.513137959797147e-05,367909.3487640667
4.513931508117072e-05,368192.78948479757
4.5147251959671734e-05,368476.2800430936
4.5155190233719846e-05,368759.8204477174
4.5163129903560444e-05,369043.410707434
4.517107096943894e-05,369327.0508310091
4.517901343160082e-05,369610.74082721036
4.5186957290291576e-05,369894.4807048071
4.519490254575676e-05,370178.2704725696
4.520284919824198e-05,370462.1101392705
4.5210797247992866e-05,370747.9458843591
4.52187466952551e-05,371034.55516176345
4.522669754027441e-05,371321.21483386226
4.5234649783296574e-05,371607.92490951635
4.5242603424567385e-05,371894.6853975882
4.525055846433271e-05,372181.496306942
4.525851490283845e-05,372468.35764644324
4.526647274033054e-05,372755.2694249592
4.5274431977054964e-05,373042.23165135825
4.528239261325775e-05,373329.24433451117
4.529035464918499e-05,373616.30748328974
4.529831808508276e-05,373903.42110656697
4.530628292119724e-05,374190.585213218
4.531424915777463e-05,374477.7998121192
4.532221679506118e-05,374765.064912149
4.533018583330317e-05,375052.3805221868
4.533815627274693e-05,375339.746651114
4.5346128113638834e-05,375627.16330781317
4.5354101356225306e-05,375914.6305011686
4.536207600075281e-05,376202.1482400665
4.537005204746783e-05,376489.716533394
4.537802949661694e-05,376777.9819130633
4.538600834844671e-05,377068.7347179065
4.539398860320378e-05,377359.5386460033
4.540197026113484e-05,377650.3937063427
4.540995332248659e-05,377941.2999079147
4.5417937787505815e-05,378232.25725971226
4.542592365643931e-05,378523.265770729
4.543391092953393e-05,378814.3254499599
4.544189960703657e-05,379105.43630640226
4.5449889689194175e-05,379396.59834905464
4.545788117625371e-05,379687.8115869167
4.546587406846222e-05,379979.07602899056
4.547386836606675e-05,380270.39168427914
4.548186406931444e-05,380561.75856178766
4.548986117845241e-05,380853.17667052225
4.549785969372789e-05,381144.6460194909
4.550585961538811e-05,381436.16661770345
4.551386094368035e-05,381727.738474171
4.5521863678851954e-05,382019.3615979062
4.552986782115028e-05,382311.0359979236
4.553787337082275e-05,382602.7616832389
4.5545880328116826e-05,382894.53866286983
4.5553888693280006e-05,383186.3669458353
4.5561898466559845e-05,383478.2465411563
4.556990964820392e-05,383770.1774578548
4.5577922238459876e-05,384063.9106215994
4.558593623757539e-05,384358.99634913134
4.559395164579818e-05,384654.13396177697
4.5601968463376e-05,384949.3234686595
4.5609986690556675e-05,385244.5648789037
4.561800632758805e-05,385539.85820163554
4.562602737471802e-05,385835.20344598277
4.5634049832194513e-05,386130.6006210749
4.5642073700265543e-05,386426.04973604344
4.5650098979179106e-05,386721.5508000203
4.5658125669183266e-05,387017.1038221398
4.566615377052616e-05,387312.70881153765
4.567418328345593e-05,387608.3657773519
4.568221420822078e-05,387904.07472872094
4.569024654506895e-05,388199.8356747857
4.5698280294248744e-05,388495.64862468856
4.5706315456008475e-05,388791.5135875732
4.5714352030596523e-05,389087.4305725853
4.572239001826131e-05,389383.39958887175
4.57304294192513e-05,389679.42064558115
4.573847023381499e-05,389975.493751864
4.5746512462200935e-05,390271.6189168722
4.5754556104657734e-05,390567.79614975915
4.5762601161434014e-05,390864.0254596798
4.5770647632778464e-05,391161.5810316102
4.57786955189398e-05,391460.93754442106
4.57867448201668e-05,391760.3466932808
4.579479553670827e-05,392059.8084874444
4.5802847668813065e-05,392359.32293616806
4.5810901216730085e-05,392658.8900487109
4.581895618070828e-05,392958.5098343322
4.5827012560996636e-05,393258.18230229383
4.583507035784417e-05,393557.9074618584
4.5843129571499974e-05,393857.68532229133
4.585119020221315e-05,394157.51589285844
4.585925225023288e-05,394457.3991828285
4.586731571580835e-05,394757.3352014708
4.587538059918882e-05,395057.3239580565
4.5883446900623584e-05,395357.36546185915
4.5891514620361975e-05,395657.4597221524
4.5899583758653384e-05,395957.60674821335
4.590765431574722e-05,396257.80654931907
4.591572629189297e-05,396558.0591347496
4.592379968734014e-05,396858.3645137858
4.593187450233828e-05,397158.7226957104
4.5939950737136996e-05,397459.133689808
4.5948028391985934e-05,397759.5975053643
4.5956107467134785e-05,398060.114151667
4.596418796283327e-05,398362.8471180098
4.597226987933118e-05,398666.4660848893
4.598035321687832e-05,398970.1384372873
4.598843797572457e-05,399273.86418459093
4.599652415611984e-05,399577.6433361889
4.600461175831406e-05,399881.47590147046
4.601270078255724e-05,400185.36188982805
4.6020791229099414e-05,400489.3013106547
4.602888309819067e-05,400793.29417334555
4.6036976390081136e-05,401097.34048729757
4.6045071105020984e-05,401401.44026190904
4.605316724326043e-05,401705.5935065797
4.606126480504973e-05,402009.80023071147
4.6069363790639196e-05,402314.06044370786
4.607746420027917e-05,402618.37415497325
4.608556603422005e-05,402922.74137391493
4.6093669292712256e-05,403227.16210994066
4.610177397600628e-05,403531.63637246075
4.6109880084352646e-05,403836.16417088656
4.611798761800192e-05,404140.74551463156
4.6126096577204714e-05,404445.3804131104
4.613420696221169e-05,404750.0688757398
4.614231877327353e-05,405054.8109119381
4.6150432010641e-05,405360.92857148184
4.615854667456488e-05,405668.7500732142
4.6166662765296e-05,405976.62569939985
4.617478028308524e-05,406284.5554595552
4.6182899228183526e-05,406592.53936319915
4.61910196008418e-05,406900.5774198508
4.619914140131109e-05,407208.6696390324
4.620726462984245e-05,407516.81603026757
4.6215389286686976e-05,407825.0166030811
4.6223515372095804e-05,408133.2713670001
4.623164288632011e-05,408441.58033155266
4.6239771829611144e-05,408749.943506269
4.624790220222018e-05,409058.3609006814
4.625603400439851e-05,409366.8325243227
4.6264167236397524e-05,409675.3583867284
4.627230189846862e-05,409983.93849743524
4.628043799086324e-05,410292.57286598155
4.628857551383289e-05,410601.26150190784
4.6296714467629094e-05,410910.00441475585
4.630485485250345e-05,411218.80161406886
4.6312996668707586e-05,411527.65310939273
4.6321139916493165e-05,411836.5589102738
4.6329284596111905e-05,412145.51902626076
4.633743070781557e-05,412456.18999997346
4.634557825185597e-05,412768.2091009268
4.635372722848494e-05,413080.2830643995
4.636187763795439e-05,413392.4119000388
4.637002948051624e-05,413704.595617492
4.637818275642247e-05,414016.83422640886
4.6386337465925124e-05,414329.1277364417
4.639449360927625e-05,414641.4761572434
4.6402651186727995e-05,414953.87949846924
4.641081019853248e-05,415266.3377697755
4.641897064494194e-05,415578.8509808211
4.6427132526208596e-05,415891.41914126545
4.643529584258476e-05,416204.04226077115
4.644346059432277e-05,416516.7203490012
4.645162678167498e-05,416829.45341562055
4.645979440489385e-05,417142.2414702963
4.6467963464231825e-05,417455.0845226977
4.647613395994143e-05,417767.98258249403
4.648430589227521e-05,418080.9356593576
4.649247926148579e-05,418393.94376296207
4.6500654067825805e-05,418707.00690298335
4.6508830311547933e-05,419020.1250890976
4.651700799290493e-05,419333.43419341254
4.652518711214958e-05,419649.59252567735
4.6533367669534686e-05,419965.80644826504
4.6541549665313144e-05,420282.07597095094
4.654973309973784e-05,420598.40110350976
4.655791797306174e-05,420914.7818557205
4.656610428553786e-05,421231.2182373628
4.6574292037419236e-05,421547.71025821747
4.658248122895896e-05,421864.25792806776
4.6590671860410174e-05,422180.861256699
4.6598863932026053e-05,422497.52025389706
4.660705744405982e-05,422814.2349294503
4.661525239676475e-05,423131.00529314886
4.6623448790394154e-05,423447.8313547844
4.66316466252014e-05,423764.71312415024
4.663984590143989e-05,424081.6506110417
4.664804661936306e-05,424398.6438252554
4.66562487792244e-05,424715.6927765898
4.6664452381277464e-05,425032.79747484537
4.667265742577582e-05,425349.95792982396
4.668086391297311e-05,425667.17415132956
4.668907184312299e-05,425984.44614916766
4.669728121647918e-05,426301.7739331451
4.6705492033295435e-05,426621.70763126004
4.671370429382557e-05,426942.05925441947
4.672191799832344e-05,427262.4672052112
4.673013314704291e-05,427582.9314935385
4.6738349740237936e-05,427903.45212930784
4.674656777816251e-05,428224.029122427
4.675478726107064e-05,428544.66248280456
4.676300818921642e-05,428865.3522203528
4.6771230562853955e-05,429186.0983449836
4.67794543822374e-05,429506.900866612
4.6787679647620976e-05,429827.7597951539
4.6795906359258935e-05,430148.6751405278
4.680413451740556e-05,430469.6469126534
4.68123641223152e-05,430790.675121452
4.6820595174242236e-05,431111.7597768472
4.6828827673441095e-05,431432.9008887634
4.683706162016627e-05,431754.09846712864
4.684529701467226e-05,432075.35252187017
4.685353385721363e-05,432396.66306291876
4.686177214804502e-05,432718.0301002069
4.6870011887421044e-05,433039.4536436677
4.6878253075596416e-05,433361.0159761853
4.688649571282589e-05,433685.44782396604
4.689473979936424e-05,434009.93671680737
4.690298533546631e-05,434334.4826647396
4.691123232138696e-05,434659.0856777941
4.6919480757381126e-05,434983.74576600525
4.692773064370378e-05,435308.46293940867
4.693598198060992e-05,435633.23720804113
4.694423476835462e-05,435958.0685819426
4.695248900719297e-05,436282.9570711531
4.6960744697380114e-05,436607.9026857155
4.696900183917126e-05,436932.9054356744
4.6977260432821624e-05,437257.96533107565
4.698552047858651e-05,437583.08238196775
4.6993781976721225e-05,437908.2565983995
4.700204492748114e-05,438233.4879904226
4.701030933112169e-05,438558.77656809083
4.701857518789832e-05,438884.1223414588
4.702684249806654e-05,439209.52532058296
4.70351112618819e-05,439534.98551552254
4.704338147960001e-05,439860.50293633743
4.705165315147649e-05,440186.0775930896
4.7059926277767024e-05,440513.10545574635
4.7068200858727366e-05,440841.6751006737
4.7076476894613265e-05,441170.30251821264
4.708475438568056e-05,441498.98771852185
4.709303333218513e-05,441827.73071176145
4.710131373438284e-05,442156.5315080925
4.7109595592529694e-05,442485.39011767897
4.711787890688165e-05,442814.30655068596
4.712616367769479e-05,443143.2808172809
4.713444990522519e-05,443472.31292763253
4.714273758972897e-05,443801.40289191145
4.715102673146234e-05,444130.5507202906
4.715931733068151e-05,444459.75642294367
4.716760938764274e-05,444789.02001004695
4.717590290260236e-05,445118.3414917783
4.718419787581674e-05,445447.7208783177
4.719249430754227e-05,445777.1581798462
4.720079219803541e-05,446106.65340654727
4.720909154755265e-05,446436.2065686056
4.721739235635053e-05,446765.8176762081
4.722569462468564e-05,447095.4867395435
4.723399835281461e-05,447425.86372978834
