time_days,Hg208 top 13
0.00027092407938671386,18596289914.007988
0.00027097171616403807,18598252488.40235
0.0002710193613173715,18600215407.87667
0.0002710670148481866,18602178672.491608
0.00027111467675795673,18604142282.307858
0.0002711623470481551,18606106237.386116
0.00027121002572025495,18608070537.787086
0.00027125771277573043,18610035183.57149
0.0002713054082160553,18612000174.800056
0.00027135311204270416,18613965511.533524
0.0002714008242571514,18615931193.832638
0.00027144854486087195,18617897221.758167
0.0002714962738553407,18619863595.370872
0.00027154401124203343,18621830314.73156
0.0002715917570224252,18623797379.900986
0.00027163951119799236,18625764790.939983
0.0002716872737702107,18627732547.909348
0.00027173504474055685,18629700650.86992
0.00027178282411050725,18631669099.882523
0.000271830611881539,18633637895.00802
0.00027187840805512905,18635607036.307236
0.0002719262126327551,18637576523.841076
0.00027197402561589463,18639546357.670387
0.00027202184700602576,18641516537.856083
0.00027206967680462645,18643487064.459045
0.00027211751501317544,18645457937.5402
0.00027216536163315115,18647429157.16045
0.0002722132166660329,18649400723.38075
0.0002722610801132998,18651372636.262016
0.0002723089519764312,18653344895.865223
0.00027235683225690713,18655317502.251324
0.00027240472095620735,18657290455.481297
0.0002724526180758125,18659263755.61613
0.00027250052361720267,18661213764.465813
0.00027254843758185915,18663162507.50786
0.0002725963599712626,18665111593.19787
0.00027264429078689467,18667061021.596107
0.00027269223003023666,18669010792.76282
0.00027274017770277073,18670960906.758293
0.00027278813380597866,18672911363.642776
0.00027283609834134314,18674862163.476593
0.00027288407131034656,18676813306.32002
0.000272932052714472,18678764792.233383
0.00027298004255520234,18680716621.276993
0.0002730280408340213,18682668793.51119
0.0002730760475524124,18684621308.996315
0.00027312406271185965,18686574167.792713
0.0002731720863138471,18688527369.960766
0.0002732201183598594,18690480915.560837
0.0002732681588513813,18692434804.65332
0.00027331620778989744,18694389037.298595
0.00027336426517689336,18696343613.557083
0.0002734123310138544,18698298533.489204
0.0002734604053022666,18700253797.155373
0.00027350848804361556,18702209404.616035
0.00027355657923938795,18704165355.93165
0.0002736046788910701,18706121651.16265
0.00027365278700014896,18708078290.36954
0.0002737009035681114,18710035273.612774
0.000273749028596445,18711992600.95286
0.0002737971620866371,18713950272.450287
0.0002738453040401758,18715908288.165592
0.0002738934544585489,18717866648.15926
0.0002739416133432452,18719825352.491867
0.000273989780695753,18721784401.22393
0.00027403795651756137,18723743794.41602
0.00027408614081015937,18725703532.128693
0.00027413433357503656,18727663614.422527
0.0002741825348136825,18729624041.358112
0.00027423074452758713,18731577426.48859
0.00027427896271824077,18733513396.400784
0.00027432718938713384,18735449706.715054
0.0002743754245357571,18737386357.491238
0.00027442366816560145,18739323348.789196
0.00027447192027815824,18741260680.66881
0.0002745201808749189,18743198353.18997
0.0002745684499573754,18745136366.412563
0.0002746167275270196,18747074720.396496
0.0002746650135853439,18749013415.201683
0.0002747133081338408,18750952450.888046
0.0002747616111740033,18752891827.51554
0.00027480992270732417,18754831545.144096
0.0002748582427352972,18756771603.833675
0.0002749065712594156,18758712003.644253
0.0002749549082811736,18760652744.635807
0.00027500325380206504,18762593826.868313
0.0002750516078235846,18764535250.401794
0.00027509997034722667,18766477015.296234
0.0002751483413744865,18768419121.611683
0.000275196720906859,18770361569.408154
0.0002752451089458399,18772304358.745697
0.0002752935054929246,18774247489.684364
0.0002753419105496094,18776190962.284214
0.00027539032411739046,18778134776.605328
0.0002754387461977641,18780078932.707783
0.0002754871767922274,18782023430.65169
0.0002755356159022771,18783968270.497135
0.0002755840635294107,18785913452.30424
0.0002756325196751257,18787858976.133144
0.00027568098434091996,18789804842.04397
0.00027572945752829146,18791751050.096874
0.00027577793923873876,18793697600.352016
0.0002758264294737603,18795644492.869556
0.00027587492823485504,18797591727.709686
0.00027592343552352205,18799539304.93259
0.0002759719513412609,18801487224.59847
0.00027602047568957104,18803413595.37264
0.0002760690085699527,18805337154.60785
0.0002761175499839057,18807261052.062943
0.0002761660999329309,18809185287.7974
0.0002762146584185287,18811109861.87069
0.00027626322544220034,18813034774.342308
0.00027631180100544687,18814960025.271748
0.00027636038510977005,18816885614.718533
0.0002764089777566714,18818811542.74216
0.0002764575789476531,18820737809.40219
0.00027650618868421754,18822664414.758152
0.0002765548069678671,18824591358.869595
0.00027660343380010483,18826518641.796093
0.0002766520691824336,18828446263.597206
0.000276700713116357,18830374224.33253
0.00027674936560337853,18832302524.061653
0.00027679802664500215,18834231162.844185
0.00027684669624273195,18836160140.73974
0.00027689537439807253,18838089457.80794
0.00027694406111252834,18840019114.108425
0.00027699275638760456,18841949109.70085
0.0002770414602248062,18843879444.64485
0.00027709017262563895,18845810119.00012
0.00027713889359160833,18847741132.826324
0.00027718762312422065,18849672486.183155
0.0002772363612249819,18851604179.13031
0.00027728510789539883,18853536211.727497
0.00027733386313697807,18855468584.03444
0.0002773826269512269,18857401296.110874
0.0002774313993396524,18859334348.016537
0.00027748018030376246,18861267739.811176
0.00027752896984506475,18863201471.55456
0.00027757776796506745,18865135543.30646
0.0002776265746652791,18867069955.12667
0.00027767538994720806,18869004707.07496
0.00027772421381236357,18870939799.21116
0.0002777730462622546,18872858425.924213
0.0002778218872983908,18874769259.233425
0.00027787073692228165,18876680428.52491
0.00027791959513543747,18878591933.857742
0.0002779684619393681,18880503775.291016
0.0002780173373355845,18882415952.883835
0.00027806622132559716,18884328466.69529
0.0002781151139109173,18886241316.78451
0.0002781640150930561,18888154503.210613
0.00027821292487352527,18890068026.03275
0.0002782618432538365,18891981885.31005
0.00027831077023550215,18893896081.10169
0.0002783597058200344,18895810613.466835
0.000278408650008946,18897725482.46466
0.00027845760280374975,18899640688.15436
0.000278506564205959,18901556230.59513
0.000278555534217087,18903472109.84618
0.00027860451283864764,18905388325.96674
0.00027865350007215487,18907304879.016045
0.00027870249591912275,18909221769.05331
0.00027875150038106605,18911138996.13782
0.0002788005134594993,18913056560.328823
0.0002788495351559378,18914974461.685585
0.0002788985654718966,18916892700.267406
0.0002789476044088915,18918811276.133568
0.0002789966519684382,18920730189.34338
0.00027904570815205296,18922649439.956165
0.0002790947729612519,18924569028.031227
0.00027914384639755196,18926488953.627926
0.00027919292846246977,18928409216.80559
0.0002792420191575228,18930329817.623596
0.00027929111848422816,18932250756.14129
0.0002793402264441039,18934172032.41806
0.00027938934303866773,18936093646.513287
0.0002794384682694381,18938015598.48639
0.00027948760213793324,18939937888.396748
0.0002795367446456723,18941843399.374874
0.000279585895794174,18943741532.67687
0.00027963505558495784,18945639999.7281
0.0002796842240195433,18947538800.58724
0.0002797334010994503,18949437935.312984
0.000279782586826199,18951337403.964027
0.00027983178120130956,18953237206.5991
0.00027988098422630287,18955137343.27692
0.00027993019590269956,18957037814.056213
0.0002799794162320212,18958938618.99573
0.0002800286452157889,18960839758.154232
0.0002800778828555246,18962741231.590485
0.0002801271291527501,18964643039.363247
0.00028017638410898787,18966545181.53133
0.0002802256477257602,18968447658.153507
0.0002802749200045901,18970350469.2886
0.00028032420094700034,18972253614.995426
0.0002803734905545146,18974157095.33281
0.00028042278882865616,18976060910.359585
0.0002804720957709491,18977965060.13461
0.00028052141138291736,18979869544.71672
0.0002805707356660855,18981774364.164818
0.0002806200686219781,18983679518.537754
0.00028066941025212014,18985585007.89444
0.0002807187605580367,18987490832.29376
0.00028076811954125345,18989396991.794632
0.00028081748720329604,18991303486.45598
0.00028086686354569025,18993210316.33673
0.0002809162485699627,18995117481.495823
0.00028096564227763965,18997024981.992207
0.00028101504467024815,18998932817.88486
0.0002810644557493151,19000840989.23273
0.00028111387551636794,19002749496.094826
0.00028116330397293424,19004658338.530117
0.0002812127411205419,19006567516.597633
0.00028126218696071905,19008477030.35637
0.00028131164149499424,19010364213.478027
0.0002813611047248959,19012249673.3656
0.00028141057665195324,19014135464.774025
0.0002814600572776953,19016021587.761593
0.00028150954660365176,19017908042.386612
0.0002815590446313522,19019794828.707386
0.0002816085513623268,19021681946.782234
0.00028165806679810574,19023569396.6695
0.0002817075909402198,19025457178.4275
0.0002817571237901995,19027345292.11462
0.0002818066653495763,19029233737.789215
0.0002818562156198812,19031122515.50964
0.00028190577460264623,19033011625.334293
0.0002819553422994032,19034901067.32157
0.000282004918711684,19036790841.529865
0.0002820545038410215,19038680948.017605
0.0002821040976889481,19040571386.843193
0.0002821537002569971,19042462158.06509
0.00028220331154670144,19044353261.74173
0.00028225293155959496,19046244697.93157
0.0002823025602972112,19048136466.693058
0.0002823521977610845,19050028568.084698
0.00028240184395274894,19051921002.16496
0.0002824514988737394,19053813768.992344
0.0002825011625255904,19055706868.625355
0.0002825508349098375,19057600301.122517
0.0002826005160280159,19059494066.542347
0.00028265020588166134,19061388164.943398
0.00028269990447230974,19063282596.384197
0.00028274961180149743,19065177360.923317
0.00028279932787076073,19067072458.61933
0.0002828490526816367,19068967889.530804
0.0002828987862356621,19070863653.71633
0.00028294852853437446,19072759751.234505
0.0002829982795793111,19074656182.14395
0.00028304803937201025,19076544264.449505
0.00028309780791400984,19078416748.856853
0.0002831475852068481,19080289562.50357
0.000283197371252064,19082162705.447544
0.00028324716605119616,19084036177.74667
0.0002832969696057841,19085909979.458855
0.00028334678191736703,19087784110.64204
0.0002833966029874849,19089658571.35413
0.0002834464328176776,19091533361.653076
0.0002834962714094856,19093408481.596836
0.00028354611876444915,19095283931.243362
0.00028359597488410946,19097159710.65063
0.0002836458397700073,19099035819.876625
0.0002836957134236843,19100912258.97934
0.00028374559584668185,19102789028.01676
0.00028379548704054216,19104666127.04692
0.0002838453870068071,19106543556.127823
0.0002838952957470194,19108421315.31752
0.00028394521326272163,19110299404.674038
0.000283995139555457,19112177824.255444
0.0002840450746267684,19114056574.11979
0.0002840950184781997,19115935654.32516
0.0002841449711112947,19117815064.929626
0.0002841949325275972,19119694805.991287
0.00028424490272865193,19121574877.568245
0.00028429488171600315,19123455279.718624
0.0002843448694911962,19125336012.500538
0.00028439486605577575,19127217075.972126
0.0002844448714112877,19129098470.191536
0.00028449488555927743,19130980195.216923
0.0002845449085012912,19132862251.10644
0.00028459494023887503,19134744637.918278
0.00028464498077357566,19136627355.710617
0.00028469503010693963,19138510404.54166
0.00028474508824051433,19140393784.469597
0.00028479515517584685,19142277495.552654
0.000284845230914485,19144137197.217068
0.0002848953154579765,19145997065.26134
0.0002849454088078697,19147857260.326637
0.0002849955109657128,19149717782.470448
0.0002850456219330548,19151578631.750305
0.00028509574171144435,19153439808.2237
0.00028514587030243103,19155301311.948185
0.00028519600770756406,19157163142.98128
0.00028524615392839354,19159025301.380558
0.0002852963089664694,19160887787.203568
0.00028534647282334186,19162750600.50788
0.00028539664550056174,19164613741.351078
0.0002854468269996797,19166477209.79074
0.0002854970173222472,19168341005.884502
0.00028554721646981536,19170205129.689934
0.00028559742444393617,19172069581.264683
0.00028564764124616135,19173934360.66637
0.0002856978668780434,19175799467.952637
0.00028574810134113454,19177664903.18114
0.0002857983446369879,19179530666.40955
0.00028584859676715637,19181396757.695515
0.00028589885773319337,19183263177.096745
0.0002859491275366524,19185129924.670914
0.0002859994061790875,19186997000.475735
0.00028604969366205263,19188864404.568905
0.0002860999899871025,19190732137.008156
0.0002861502951557915,19192600197.851223
0.000286200609169675,19194468587.15586
0.0002862509320303078,19196337304.979794
0.0002863012637392459,19198206351.380806
0.00028635160429804483,19200075726.416676
0.0002864019537082606,19201945430.14517
0.00028645231197144984,19203815462.624084
0.00028650267908916885,19205685823.91124
0.0002865530550629748,19207556514.064434
0.0002866034398944246,19209407162.945194
0.00028665383358507607,19211254117.919346
0.0002867042361364865,19213101397.643993
0.0002867546475502143,19214949002.17626
0.0002868050678278173,19216796931.57324
0.0002868554969708544,19218645185.89206
0.0002869059349808843,19220493765.18985
0.0002869563818594661,19222342669.523746
0.00028700683760815896,19224191898.95091
0.0002870573022285229,19226041453.528503
0.0002871077757221175,19227891333.313683
0.0002871582580905032,19229741538.363632
0.0002872087493352402,19231592068.73555
0.0002872592494578895,19233442924.486645
0.0002873097584600119,19235294105.67411
0.0002873602763431688,19237145612.355194
0.0002874108031089217,19238997444.587086
0.0002874613387588325,19240849602.427063
0.0002875118832944633,19242702085.93237
0.0002875624367173763,19244554895.160255
0.0002876129990291345,19246408030.168007
0.00028766357023130045,19248261491.012886
0.0002877141503254377,19250115277.752213
0.00028776473931310946,19251969390.443264
0.0002878153371958797,19253823829.143364
0.00028786594397531225,19255678593.90983
0.00028791655965297163,19257533684.800003
0.0002879671842304222,19259389101.87121
0.00028801781770922905,19261244845.180817
0.00028806846009095713,19263100914.78618
0.00028811911137717195,19264957310.74467
0.00028816977156943905,19266814033.113674
0.00028822044066932465,19268671081.95059
0.00028827111867839463,19270528457.3128
0.00028832180559821587,19272386159.257748
0.0002883725014303548,19274222960.4076
0.00028842320617637887,19276057035.11751
0.000288473919837855,19277891432.313175
0.00028852464241635114,19279726152.051304
0.0002885753739134349,19281561194.388607
0.00028862611433067475,19283396559.38181
0.0002886768636696389,19285232247.08765
0.00028872762193189603,19287068257.562862
0.00028877838911901534,19288904590.864197
0.0002888291652325658,19290741247.048424
0.0002888799502741173,19292578226.17231
0.00028893074424523934,19294415528.292637
0.0002889815471475023,19296253153.466206
0.0002890323589824762,19298091101.749805
0.0002890831797517321,19299929373.200264
0.0002891340094568405,19301767967.87439
0.000289184848099373,19303606885.829033
0.00028923569568090074,19305446127.12101
0.00028928655220299577,19307285691.807198
0.00028933741766722977,19309125579.944435
0.00028938829207517537,19310965791.589622
0.0002894391754284049,19312806326.79961
0.0002894900677284914,19314647185.631317
0.0002895409689770078,19316488368.141632
0.00028959187917552786,19318329874.387466
0.00028964279832562485,19320171704.425755
0.00028969372642887305,19322013858.313423
0.00028974466348684656,19323856336.107414
0.00028979560950111974,19325699137.864666
0.0002898465644732678,19327542263.642162
0.00028989752840486533,19329385713.496864
0.00028994850129748805,19331229487.48576
0.00028999948315271135,19333073585.66583
0.0002900504739721113,19334918008.09409
0.0002901014737572639,19336760162.79658
0.0002901524825097458,19338581070.049126
0.0002902035002311336,19340402297.4722
0.00029025452692300435,19342223845.12207
0.0002903055625869353,19344045713.055073
0.0002903566072245041,19345867901.327507
0.00029040766083728844,19347690409.995697
0.00029045872342686665,19349513239.11599
0.00029050979499481693,19351336388.744713
0.0002905608755427181,19353159858.938244
0.00029061196507214896,19354983649.75293
0.0002906630635846889,19356807761.24515
0.0002907141710819173,19358632193.471287
0.0002907652875654141,19360456946.487747
0.0002908164130367591,19362282020.35091
0.0002908675474975329,19364107415.11722
0.0002909186909493161,19365933130.843082
0.00029096984339368933,19367759167.584938
0.0002910210048322341,19369585525.399227
0.0002910721752665315,19371412204.3424
0.0002911233546981637,19373239204.47094
0.0002911745431287123,19375066525.841297
0.0002912257405597599,19376894168.509968
0.00029127694699288876,19378722132.53344
0.00029132816242968205,19380550417.968227
0.00029137938687172257,19382379024.87083
0.000291430620320594,19384207953.29779
0.0002914818627778798,19386037203.305614
0.0002915331142451641,19387866774.950882
0.000291584374724031,19389696668.290104
0.00029163564421606515,19391526883.379883
0.00029168692272285113,19393357420.276764
0.00029173821024597427,19395188279.037354
0.0002917895067870197,19397019459.71822
0.00029184081234757324,19398850962.375996
0.00029189212692922053,19400668052.755337
0.0002919434505335481,19402472400.25003
0.0002919947831621422,19404277065.00353
0.0002920461248165895,19406082047.07161
0.00029209747549847724,19407887346.510075
0.0002921488352093925,19409692963.37473
0.00029220020395092305,19411498897.721394
0.0002922515817246566,19413305149.60586
0.00029230296853218147,19415111719.084003
0.00029235436437508586,19416918606.21164
0.00029240576925495865,19418725811.04462
0.00029245718317338866,19420533333.638813
0.00029250860613196534,19422341174.050095
0.0002925600381322779,19424149332.33434
0.00029261147917591663,19425957808.547443
0.00029266292926447116,19427766602.745308
0.0002927143883995323,19429575714.983845
0.0002927658565826902,19431385145.31896
0.00029281733381553626,19433194893.806606
0.00029286882009966136,19435004960.502712
0.00029292031543665727,19436815345.463234
0.00029297181982811544,19438626048.744125
0.00029302333327562834,19440437070.401367
0.00029307485578078786,19442248410.490925
0.00029312638734518696,19444060069.0688
0.0002931779279704184,19445872046.190987
0.00029322947765807525,19447684341.913494
0.0002932810364097511,19449496956.292343
0.0002933326042270396,19451309889.383568
0.0002933841811115349,19453123141.2432
0.00029343576706483107,19454936711.927296
0.00029348736208852295,19456750601.491905
0.0002935389661842051,19458564809.993095
0.00029359057935347295,19460379337.486954
0.0002936422015979217,19462194184.02957
0.0002936938329191472,19464009349.67704
0.00029374547331874524,19465824834.485466
0.0002937971227983123,19467640638.510975
0.0002938487813594447,19469456761.809685
0.0002939004490037395,19471273204.437737
0.0002939521257327935,19473069884.38181
0.0002940038115482044,19474859341.37075
0.00029405550645156953,19476649113.00029
0.0002941072104444871,19478439199.325756
0.00029415892352855516,19480229600.402466
0.0002942106457053724,19482020316.285793
0.0002942623769765374,19483811347.031067
0.0002943141173436494,19485602692.69365
0.0002943658668083077,19487394353.328922
0.00029441762537211173,19489186328.992256
0.00029446939303666176,19490978619.739048
0.00029452116980355756,19492771225.624702
0.0002945729556744001,19494564146.704628
0.0002946247506507895,19496357383.034233
0.0002946765547343275,19498150934.668976
0.00029472836792661486,19499944801.66426
0.0002947801902292535,19501738984.075573
0.0002948320216438451,19503533481.95834
0.000294883862171992,19505328295.368057
0.00029493571181529645,19507123424.360184
0.0002949875705753614,19508918868.990223
0.00029503943845378964,19510714629.313667
0.0002950913154521846,19512510705.386024
0.00029514320157214975,19514307097.262806
0.0002951950968152891,19516103804.99956
0.0002952470011832066,19517900828.651806
0.0002952989146775068,19519698168.27509
0.0002953508372997942,19521495823.924976
0.0002954027690516742,19523293795.657036
0.0002954547099347516,19525092083.526836
0.00029550665995063213,19526890687.589973
0.0002955586191009217,19528689607.902035
0.0002956105873872262,19530488844.518627
0.0002956625648111523,19532288397.49538
0.0002957145513743065,19534088266.887886
0.0002957665470782958,19535888452.751816
0.0002958185519247274,19537688955.1428
0.0002958705659152089,19539489774.1165
0.00029592258905134796,19541290909.728565
0.0002959746213347529,19543086876.722378
0.00029602666276703186,19544861201.774754
0.00029607871334979364,19546635838.80708
0.0002961307730846471,19548410787.874195
0.0002961828419732016,19550186049.030987
0.00029623492001706637,19551961622.332302
0.0002962870072178515,19553737507.833046
0.00029633910357716676,19555513705.588104
0.0002963912090966228,19557290215.652386
0.00029644332377783,19559067038.08079
0.0002964954476223994,19560844172.92826
0.0002965475806319422,19562621620.249714
0.00029659972280806995,19564399380.100098
0.0002966518741523943,19566177452.53436
0.00029670403466652726,19567955837.607468
0.00029675620435208133,19569734535.374397
0.00029680838321066895,19571513545.890102
0.0002968605712439032,19573292869.20961
0.00029691276845339703,19575072505.387894
0.0002969649748407642,19576852454.47998
0.0002970171904076182,19578632716.54088
0.00029706941515557334,19580413291.62563
0.00029712164908624365,19582194179.789253
0.00029717389220124395,19583975381.08682
0.0002972261445021889,19585756895.573364
0.00029727840599069397,19587538723.30397
0.00029733067666837433,19589320864.33372
0.000297382956536846,19591103318.717686
0.0002974352455977247,19592886086.51098
0.00029748754385262703,19594669167.768692
0.0002975398513031693,19596452562.545944
0.0002975921679509686,19598236270.897877
0.000297644493797642,19600020292.87961
0.000297696828844807,19601804628.546284
0.0002977491730940813,19603589277.953075
0.00029780152654708284,19605374241.155136
0.00029785388920543004,19607159518.20764
0.0002979062610707414,19608945109.16577
0.00029795864214463583,19610731014.084724
0.0002980110324287324,19612517233.019703
0.00029806343192465066,19614278010.05649
0.0002981158406340102,19616037589.525303
0.00029816825855843125,19617797478.381336
0.00029822068569953386,19619557676.67899
0.00029827312205893874,19621318184.472664
0.0002983255676382667,19623079001.81678
0.00029837802243913895,19624840128.765778
0.00029843048646317673,19626601565.374077
0.00029848295971200207,19628363311.696136
0.0002985354421872367,19630125367.786407
0.00029858793389050313,19631887733.699364
0.0002986404348234236,19633650409.48947
0.00029869294498762134,19635413395.21122
0.0002987454643847192,19637176690.919106
0.0002987979930163409,19638940296.667637
0.0002988505308841098,19640704212.51132
0.00029890307798965027,19642468438.504696
0.0002989556343345863,19644232974.70227
0.0002990081999205426,19645997821.158615
0.00029906077474914404,19647762977.928265
0.00029911335882201555,19649528445.065773
0.0002991659521407829,19651294222.625736
0.0002992185547070715,19653060310.662727
0.0002992711665225076,19654826709.23133
0.00029932378758871716,19656593418.386147
0.00029937641790732714,19658360438.1818
0.0002994290574799641,19660127768.672894
0.00029948170630825536,19661895409.914066
0.00029953436439382816,19663663361.959957
0.0002995870317383104,19665431624.865208
0.00029963970834332994,19667200198.68448
0.00029969239421051525,19668969083.472443
0.0002997450893414947,19670738279.28378
0.0002997977937378973,19672507786.17317
0.00029985050740135205,19674277604.19531
0.00029990323033348863,19676047733.40491
0.0002999559625359364,19677818173.856678
0.0003000087040103258,19679588925.605354
0.0003000614547582866,19681359988.705666
0.0003001142147814499,19683102239.54586
0.0003001669840814463,19684843513.965885
0.00030021976265990686,19686585094.554516
0.00030027255051846326,19688326981.365623
0.00030032534765874695,19690069174.453022
0.00030037815408239026,19691811673.870594
0.0003004309697910252,19693554479.672188
0.00030048379478628457,19695297591.911667
0.00030053662906980114,19697041010.64292
0.00030058947264320813,19698784735.91984
0.00030064232550813883,19700528767.796326
0.00030069518766622725,19702273106.32628
0.00030074805911910706,19704017751.563625
0.00030080093986841296,19705762703.562298
0.00030085382991577923,19707507962.37622
0.00030090672926284096,19709253528.05935
0.00030095963791123317,19710999400.66564
0.0003010125558625915,19712745580.249058
0.00030106548311855145,19714492066.863575
0.0003011184196807493,19716238860.56319
0.00030117136555082115,19717985961.401882
0.0003012243207304039,19719733369.433662
0.0003012772852211342,19721481084.71255
0.00030133025902464927,19723229107.292557
0.00030138324214258665,19724977437.22772
0.000301436234576584,19726726074.57207
0.00030148923632827954,19728475019.379696
0.00030154224739931145,19730224271.704613
0.00030159526779131846,19731973831.600925
0.0003016482975059394,19733723699.122692
0.0003017013365448136,19735473874.324013
0.00030175438490958034,19737224357.25899
0.00030180744260187965,19738975147.981728
0.0003018605096233513,19740726246.546337
0.00030191358597563597,19742477653.006954
0.00030196667166037405,19744229367.417717
0.0003020197666792067,19745981389.83277
0.00030207287103377486,19747733720.30627
0.00030212598472572033,19749486358.892387
0.0003021791077566846,19751239305.645283
0.0003022322401283101,19752992560.619156
0.00030228538184223883,19754746123.868187
0.0003023385329001138,19756499995.446598
0.00030239169330357774,19758241310.049294
0.00030244486305427406,19759965604.045364
0.0003024980421538462,19761690201.224392
0.00030255123060393793,19763415101.63968
0.00030260442840619343,19765140305.34454
0.00030265763556225697,19766865812.392307
0.0003027108520737735,19768591622.83633
0.00030276407794238764,19770317736.729927
0.00030281731316974506,19772044154.12647
0.00030287055775749097,19773770875.07932
0.00030292381170727147,19775497899.64186
0.0003029770750207324,19777225227.867462
0.0003030303476995205,19778952859.809525
0.00030308362974528223,19780680795.52145
0.00030313692115966484,19782409035.05665
0.0003031902219443153,19784137578.46854
0.00030324353210088155,19785866425.81056
0.0003032968516310112,19787595577.13614
0.00030335018053635255,19789325032.49874
0.0003034035188185539,19791054791.95181
0.00030345686647926417,19792784855.548824
0.00030351022352013225,19794515223.34325
0.00030356358994280757,19796245895.388588
0.00030361696574893974,19797976871.738335
0.0003036703509401784,19799708152.445976
0.00030372374551817415,19801439737.565044
0.0003037771494845771,19803171627.149067
0.0003038305628410383,19804903821.25156
0.0003038839855892086,19806636319.92609
0.0003039374177307396,19808369123.226196
0.0003039908592672826,19810102231.20543
0.0003040443102004899,19811835643.91739
0.0003040977705320134,19813569361.41563
0.0003041512402635059,19815303383.75376
0.0003042047193966199,19817037710.98537
0.00030425820793300877,19818772343.164078
0.00030431170587432566,19820507280.3435
0.0003043652132222245,19822242522.577255
0.000304418729978359,19823978069.918983
0.00030447225614438367,19825713922.42234
0.00030452579172195274,19827450080.140976
0.0003045793367127214,19829186543.128563
0.00030463289111834447,19830923311.438766
0.0003046864549404777,19832654434.74286
0.0003047400281807764,19834361836.04136
0.000304793610840897,19836069537.552555
0.0003048472029224955,19837777539.329235
0.0003049008044272285,19839485841.424202
0.00030495441535675303,19841194443.890247
0.0003050080357127261,19842903346.780193
0.0003050616654968053,19844612550.14687
0.0003051153047106482,19846322054.0431
0.0003051689533559131,19848031858.52172
0.0003052226114342581,19849741963.635593
0.00030527627894734205,19851452369.437576
0.00030532995589682357,19853163075.98054
0.0003053836422843622,19854874083.31736
0.00030543733811161714,19856585391.500923
0.00030549104338024847,19858297000.58415
0.000305544758091916,19860008910.619907
0.00030559848224828034,19861721121.661144
0.0003056522158510019,19863433633.760773
0.00030570595890174195,19865146446.971733
0.00030575971140216137,19866859561.34696
0.00030581347335392213,19868572976.939415
0.0003058672447586857,19870286693.802063
0.0003059210256181145,19872000711.987877
0.0003059748159338707,19873715031.549828
0.0003060286157076172,19875429652.540924
0.000306082424941017,19877144575.014145
0.0003061362436357331,19878859799.02251
0.00030619007179342946,19880575324.61905
0.0003062439094157698,19882291151.856766
0.0003062977565044183,19884007280.78871
0.0003063516130610394,19885723711.467937
0.000306405479087298,19887440443.947502
0.0003064593545848589,19889157478.280453
0.0003065132395553878,19890874814.519886
0.0003065671340005499,19892592452.718864
0.00030662103792201164,19894310392.930496
0.0003066749513214388,19896028635.207886
0.00030672887420049816,19897747179.60413
0.0003067828065608563,19899466026.172367
0.00030683674840418064,19901185174.965714
0.00030689069973213826,19902904626.037323
0.00030694466054639717,19904624379.440342
0.000306998630848625,19906336454.865875
0.00030705261064049036,19908027051.239594
0.0003071065999236615,19909717944.87119
0.0003071605986998076,19911409135.812927
0.0003072146069705977,19913100624.117096
0.000307268624737701,19914792409.83596
0.00030732265200278765,19916484493.021828
0.0003073766887675273,19918176873.727
0.00030743073503359066,19919869552.003796
0.00030748479080264804,19921562527.904514
0.00030753885607637065,19923255801.48152
0.00030759293085642935,19924949372.787125
0.00030764701514449604,19926643241.8737
0.0003077011089422421,19928337408.793587
0.00030775521225134004,19930031873.599167
0.00030780932507346184,19931726636.3428
0.0003078634474102806,19933421697.07689
0.0003079175792634689,19935117055.85382
0.0003079717206347004,19936812712.726013
0.0003080258715256482,19938508667.745853
0.0003080800319379867,19940204920.965794
0.00030813420187338953,19941901472.438248
0.00030818838133353163,19943598322.21567
0.00030824257032008724,19945295470.3505
0.00030829676883473183,19946992916.89521
0.0003083509768791404,19948690661.90225
0.0003084051944549889,19950388705.424118
0.00030845942156395304,19952087047.51329
0.000308513658207709,19953785688.222267
0.0003085679043879334,19955484627.60357
0.0003086221601063029,19957183865.709675
0.0003086764253644948,19958883402.593143
0.00030873070016418635,19960583238.306496
0.00030878498450705535,19962283372.902287
0.0003088392783947796,19963983806.433044
0.0003088935818290376,19965684538.951363
0.0003089478948115077,19967385570.509777
0.0003090022173438691,19969086901.160892
0.00030905654942780055,19970788530.95728
0.00030911089106498186,19972490459.95157
0.0003091652422570925,19974192688.196335
0.0003092196030058128,19975895215.74421
0.00030927397331282285,19977598042.647808
0.0003093283531798035,19979282602.13905
0.0003093827426084355,19980956481.3506
0.00030943714160040027,19982630654.88066
0.0003094915501573791,19984305122.78094
0.0003095459682810541,19985979885.103237
0.00030960039597310727,19987654941.899296
0.00030965483323522087,19989330293.2209
0.0003097092800690778,19991005939.11983
0.00030976373647636097,19992681879.64789
0.00030981820245875376,19994358114.856876
0.00030987267801793963,19996034644.79861
0.00030992716315560273,19997711469.524914
0.000309981657873427,19999388589.087605
0.000310036162173097,20001066003.53855
0.00031009067605629754,20002743712.929577
0.0003101451995247138,20004421717.31256
0.0003101997325800309,20006100016.739357
0.0003102542752239348,20007778611.261845
0.0003103088274581111,20009457500.931923
0.00031036338928424657,20011136685.801468
0.0003104179607040273,20012816165.9224
0.0003104725417191404,20014495941.346634
0.00031052713233127295,20016176012.126072
0.00031058173254211246,20017856378.312683
0.0003106363423533465,20019537039.958366
