time_days,Nuclei:Sb130 top 11
1.1574074074074073e-05,18320.260554339944
1.1576109151910821e-05,18366.707093460398
1.157814458757678e-05,18413.161799308684
1.158018038113487e-05,18459.62467332084
1.1582216532648015e-05,18506.095716932952
1.1584253042179158e-05,18552.57493158157
1.1586289909791249e-05,18599.06231870343
1.1588327135547246e-05,18646.51925326473
1.1590364719510128e-05,18694.29624856071
1.1592402661742875e-05,18742.08164451956
1.1594440962308483e-05,18789.87544261843
1.1596479621269957e-05,18837.6776443346
1.1598518638690315e-05,18885.48825114576
1.1600558014632583e-05,18933.307264529736
1.1602597749159803e-05,18981.20760417981
1.1604637842335022e-05,19030.346081702923
1.1606678294221306e-05,19079.49319927938
1.1608719104881723e-05,19128.64895842829
1.1610760274379357e-05,19177.813360669083
1.1612801802777306e-05,19226.98640752156
1.1614843690138673e-05,19276.168100505623
1.1616885936526574e-05,19325.35844114157
1.1618928542004138e-05,19375.2443487277
1.1620971506634507e-05,19425.83308343346
1.1623014830480826e-05,19476.43071319223
1.162505851360626e-05,19527.037239568046
1.1627102556073979e-05,19577.652664125213
1.1629146957947168e-05,19628.27698842834
1.163119171928902e-05,19678.91021404217
1.1633236840162742e-05,19729.552342531955
1.1635282320631548e-05,19781.31621187224
1.163732816075867e-05,19833.389330884416
1.1639374360607345e-05,19885.47160594997
1.1641420920240822e-05,19937.563038678763
1.1643467839722364e-05,19989.663630681058
1.1645515119115243e-05,20041.773383567313
1.1647562758482743e-05,20093.892298948344
1.1649610757888157e-05,20146.35223968099
1.1651659117394789e-05,20199.937533210854
1.1653707837065959e-05,20253.532248680858
1.1655756916964996e-05,20307.136387747636
1.1657806357155237e-05,20360.749952068065
1.1659856157700035e-05,20414.37294329952
1.1661906318662747e-05,20468.005363099433
1.1663956840106745e-05,20521.647213125634
1.1666007722095419e-05,20576.510989170474
1.1668058964692159e-05,20631.65557235563
1.1670110567960373e-05,20686.80985165185
1.1672162531963473e-05,20741.973828763974
1.1674214856764896e-05,20797.14750539727
1.1676267542428077e-05,20852.330883257215
1.1678320589016465e-05,20907.523964049502
1.1680373996593523e-05,20963.5583758567
1.1682427765222725e-05,21020.2914217392
1.1684481894967554e-05,21077.03444303326
1.1686536385891505e-05,21133.787441492874
1.1688591238058084e-05,21190.550418872408
1.1690646451530811e-05,21247.32337692644
1.1692702026373212e-05,21304.106317409824
1.169475796264883e-05,21361.544375119844
1.1696814260421214e-05,21419.90578952314
1.1698870919753925e-05,21478.27746565517
1.170092794071054e-05,21536.6594053204
1.1702985323354636e-05,21595.051610323288
1.1705043067749818e-05,21653.45408246897
1.170710117395969e-05,21711.86682356262
1.1709159642047868e-05,21770.951305019305
1.1711218472077982e-05,21830.98243330202
1.1713277664113672e-05,21891.024116900426
1.1715337218218593e-05,21951.076357670583
1.1717397134456403e-05,22011.139157468686
1.1719457412890783e-05,22071.212518151475
1.172151805358541e-05,22131.296441575672
1.1723579056603986e-05,22192.280783674723
1.1725640422010216e-05,22254.024530730163
1.1727702149867825e-05,22315.779134232467
1.1729764240240532e-05,22377.54459609027
1.1731826693192089e-05,22439.320918213012
1.173388950878624e-05,22501.108102510127
1.1735952687086755e-05,22562.90615089157
1.1738016228157407e-05,22626.055439487754
1.174008013206198e-05,22689.556385202388
1.1742144398864272e-05,22753.068496333184
1.1744209028628096e-05,22816.591774843484
1.1746274021417267e-05,22880.126222696766
1.1748339377295616e-05,22943.671841856925
1.1750405096326988e-05,23007.52765084599
1.1752471178575235e-05,23072.82068329124
1.1754537624104223e-05,23138.1251962566
1.1756604432977824e-05,23203.441191760623
1.1758671605259932e-05,23268.76867182245
1.1760739141014437e-05,23334.107638461195
1.1762807040305254e-05,23399.458093696732
1.1764875303196305e-05,23466.014402645233
1.1766943929751517e-05,23533.177516302767
1.1769012920034836e-05,23600.35243929815
1.1771082274110218e-05,23667.539173707784
1.1773151992041629e-05,23734.737721608497
1.1775222073893044e-05,23801.948085077365
1.1777292519728452e-05,23869.67685539685
1.177936332961185e-05,23938.743676116366
1.1781434503607254e-05,24007.822640903934
1.1783506041778683e-05,24076.91375189475
1.178557794419017e-05,24146.017011224445
1.1787650210905758e-05,24215.132421029055
1.178972284198951e-05,24284.260321481892
1.1791795837505486e-05,24355.257352240977
1.1793869197517767e-05,24426.266866458252
1.179594292209044e-05,24497.28886632861
1.1798017011287611e-05,24568.323354047458
1.180009146517339e-05,24639.370331810576
1.1802166283811898e-05,24710.429801813985
1.180424146726727e-05,24783.113296207663
1.1806317015603657e-05,24856.10205495404
1.1808392928885212e-05,24929.103647365457
1.1810469207176105e-05,25002.11807569859
1.1812545850540515e-05,25075.145342210184
1.1814622859042633e-05,25148.18544915782
1.1816700232746663e-05,25222.838709720545
1.1818777971716817e-05,25297.855489076628
1.182085607601732e-05,25372.885458686025
1.182293454571241e-05,25447.928620868188
1.1825013380866334e-05,25522.98497794255
1.182709258154335e-05,25598.054532229275
1.1829172147807727e-05,25674.97989571776
1.183125207972375e-05,25752.074786843674
1.183333237735571e-05,25829.18323361886
1.1835413040767908e-05,25906.305238426667
1.1837494070024666e-05,25983.44080365122
1.1839575465190307e-05,26060.890846553008
1.1841657226329168e-05,26140.10155411857
1.18437393535056e-05,26219.326189358875
1.1845821846783964e-05,26298.564754722902
1.184790470622863e-05,26377.817252659905
1.1849987931903983e-05,26457.08368561962
1.1852071523874415e-05,26537.395650283248
1.1854155482204337e-05,26618.788997785683
1.185623980695816e-05,26700.19665673792
1.185832449820032e-05,26781.618629656456
1.186040955599525e-05,26863.054919058104
1.1862494980407405e-05,26944.505527460067
1.1864580771501242e-05,27028.018705072616
1.1866666929341244e-05,27111.649706960954
1.1868753453991893e-05,27195.29541374751
1.1870840345517681e-05,27278.955828017817
1.187292760398312e-05,27362.630952357937
1.187501522945273e-05,27447.478931508886
1.1877103221991039e-05,27533.38933360551
1.1879191581662589e-05,27619.31484138892
1.1881280308531934e-05,27705.25545751512
1.188336940266364e-05,27791.21118464063
1.1885458864122283e-05,27877.650934470304
1.1887548692972447e-05,27965.898688806643
1.1889638889278737e-05,28054.161959808145
1.1891729453105753e-05,28142.44075020287
1.1893820384518129e-05,28230.73506271991
1.1895911683580489e-05,28319.04490008829
1.1898003350357477e-05,28409.67973520338
1.1900095384913753e-05,28500.340709133034
1.190218778731398e-05,28591.017624045828
1.1904280557622842e-05,28681.71048274478
1.1906373695905023e-05,28772.41928803314
1.1908467202225226e-05,28865.254358858336
1.1910561076648163e-05,28958.37503145681
1.1912655319238558e-05,29051.51207752894
1.1914749930061148e-05,29144.665499953888
1.1916844909180674e-05,29237.835301610834
1.1918940256661901e-05,29333.165505195895
1.1921035972569594e-05,29428.810003570357
1.1923132056968534e-05,29524.47131918463
1.1925228509923516e-05,29620.149454995688
1.1927325331499338e-05,29715.844413960924
1.1929422521760818e-05,29813.97833475955
1.1931520080772786e-05,29912.212990041535
1.1933618008600073e-05,30010.464917992238
1.193571630530753e-05,30108.73412164903
1.1937814970960021e-05,30207.40571505171
1.1939914005622416e-05,30308.28139571658
1.1942013409359598e-05,30409.17481342383
1.1944113182236459e-05,30510.08597129202
1.1946213324317909e-05,30611.014872440424
1.1948313835668861e-05,30713.082898776996
1.1950414716354249e-05,30816.687810473864
1.1952515966439013e-05,30920.310939095634
1.1954617585988102e-05,31023.95228784536
1.1956719575066477e-05,31127.61185992673
1.195882193373912e-05,31233.428986616786
1.1960924662071011e-05,31339.83647496081
1.196302776012715e-05,31446.262673008696
1.1965131227972544e-05,31552.707584050353
1.1967235065672215e-05,31659.84070916161
1.1969339273291195e-05,31769.107382630144
1.1971443850894526e-05,31878.393268535154
1.1973548798547261e-05,31987.69837025461
1.197565411631447e-05,32097.02269116748
1.197775980426123e-05,32208.586716684888
1.1979865862452626e-05,32320.809628820756
1.1981972290953762e-05,32433.052273190657
1.1984079089829748e-05,32545.314653264017
1.198618625914571e-05,32658.75669401165
1.198829379896678e-05,32773.99653258097
1.1990401709358103e-05,32889.25663385255
1.199250999038484e-05,33004.537001389275
1.1994618642112156e-05,33120.11961769459
1.1996727664605237e-05,33238.45890590597
1.1998837057929273e-05,33356.819001798016
1.2000946822149464e-05,33475.19990902935
1.2003056957331031e-05,33593.601631259495
1.2005167463539195e-05,33714.72275616297
1.2007278340839195e-05,33836.26806840322
1.2009389589296282e-05,33957.83475204184
1.2011501208975716e-05,34079.42281083634
1.2013613199942771e-05,34203.33611551165
1.2015725562262726e-05,34328.15460988081
1.2017838296000882e-05,34452.99505117417
1.2019951401222542e-05,34577.85744325057
1.2022064877993026e-05,34704.869992986365
1.2024178726377662e-05,34833.05243886469
1.2026292946441793e-05,34961.257423153176
1.202840753825077e-05,35089.48494981468
1.2030522501869958e-05,35219.91933400816
1.2032637837364735e-05,35351.55936359021
1.2034753544800484e-05,35483.22253953157
1.2036869624242604e-05,35614.90886590231
1.203898607575651e-05,35749.10398684702
1.204110289940762e-05,35884.29815412456
1.2043220095261365e-05,36019.51609268808
1.2045337663383193e-05,36154.75780671739
1.204745560383856e-05,36293.06967558279
1.2049573916692932e-05,36431.91751519071
1.2051692602011791e-05,36570.789768512426
1.2053811659860622e-05,36709.92905564017
1.2055931090304936e-05,36852.82051959594
1.205805089341024e-05,36995.73710825864
1.206017106924206e-05,37138.67882604624
1.2062291617865934e-05,37281.645677377186
1.2064412539347413e-05,37428.25021802503
1.2066533833752049e-05,37575.546274576955
1.2068655501145422e-05,37722.868230298845
1.2070777541593109e-05,37870.21608974422
1.2072899955160708e-05,38020.64061188509
1.2075022741913823e-05,38172.48225634453
1.2077145901918073e-05,38324.35059922789
1.2079269435239086e-05,38476.24564522916
1.20813933419425e-05,38630.87472473179
1.2083517622093972e-05,38787.43389695902
1.2085642275759164e-05,38944.02059709625
1.208776730300375e-05,39100.63482998352
1.2089892703893416e-05,39259.88121136133
1.2092018478493862e-05,39421.33761928127
1.2094144626870797e-05,39582.82241619567
1.2096271149089946e-05,39744.33560709618
1.2098398045217035e-05,39908.64256835597
1.2100525315317814e-05,40075.18401484835
1.2102652959458035e-05,40241.754744440994
1.210478097770347e-05,40408.35476228277
1.2106909370119895e-05,40578.19834599109
1.2109038136773103e-05,40750.02107649145
1.2111167277728895e-05,40921.874018704046
1.2113296793053085e-05,41093.757177940795
1.2115426682811497e-05,41269.64855483728
1.2117556947069973e-05,41446.957624628994
1.2119687585894356e-05,41624.29787079971
1.2121818599350509e-05,41801.66929883119
1.2123949987504302e-05,41984.157272186094
1.2126081750421618e-05,42167.16693162025
1.2128213888168358e-05,42350.20876977238
1.2130346400810421e-05,42534.05556746552
1.213247928841373e-05,42722.95645087086
1.2134612551044211e-05,42911.890548851916
1.2136746188767809e-05,43100.85786724899
1.2138880201650473e-05,43292.2918313842
1.2141014589758171e-05,43487.34994058542
1.2143149353156875e-05,43682.44234699174
1.214528449191258e-05,43877.56905663399
1.2147420006091276e-05,44077.258108478134
1.2149555895758982e-05,44278.7177336772
1.2151692160981716e-05,44480.21278166438
1.215382880182551e-05,44682.32432391384
1.2155965818356418e-05,44890.40409347683
1.2158103210640488e-05,45098.52044985249
1.2160240978743794e-05,45306.67339947412
1.2162379122732416e-05,45518.26245270243
1.2164517642672447e-05,45733.26436254817
1.216665653862999e-05,45948.304076331704
1.2168795810671159e-05,46163.38160070007
1.2170935458862082e-05,46385.26081357231
1.2173075483268899e-05,46607.46336205284
1.2175215883957757e-05,46829.70498056452
1.2177356660994821e-05,47055.37278777749
1.2179497814446264e-05,47285.02654770957
1.218163934437827e-05,47514.72068782441
1.2183781250857039e-05,47744.51281375885
1.2185923533948775e-05,47981.91902220808
1.2188066193719701e-05,48219.36697395874
1.219020923023605e-05,48456.85667635073
1.2192352643564062e-05,48699.11026635529
1.2194496433769993e-05,48944.61156776137
1.219664060092011e-05,49190.156035834734
1.2198785145080696e-05,49437.68831874517
1.2200930066318032e-05,49691.52505312351
1.2203075364698425e-05,49945.40641979436
1.2205221040288189e-05,50199.332426605324
1.2207367093153647e-05,50461.29342859541
1.2209513523361139e-05,50723.788923222775
1.2211660330977009e-05,50986.33057261816
1.2213807516067617e-05,51255.13614059987
1.2215955078699339e-05,51526.53150908619
1.2218103018938555e-05,51797.97459721202
1.2220251336851659e-05,52074.32688000733
1.222240003250506e-05,52354.91667725987
1.2224549105965179e-05,52635.55581081493
1.2226698557298438e-05,52920.19597172536
1.2228848386571285e-05,53210.28375449936
1.2230998593850174e-05,53500.42254361351
1.2233149179201565e-05,53794.13259381222
1.223530014269194e-05,54094.031126508235
1.2237451484387783e-05,54393.98239057496
1.2239603204355601e-05,54697.58703857755
1.2241755302661896e-05,55007.618512229026
1.2243907779373198e-05,55317.70449893356
1.2246060634556042e-05,55632.07302882853
1.2248213868276974e-05,55952.569292836255
1.225036748060255e-05,56273.12190992838
1.2252521471599347e-05,56599.17009926204
1.2254675841333938e-05,56930.472905771065
1.2256830589872924e-05,57261.833965487145
1.225898571728291e-05,57600.526052693625
1.2261141223630509e-05,57942.98731381712
1.226329710898235e-05,58285.50879014599
1.2265453373405079e-05,58637.859500671824
1.2267610016965341e-05,58991.84155862354
1.226976703972981e-05,59347.1509076225
1.2271924441765152e-05,59712.96249740318
1.2274082223138057e-05,60078.838408094256
1.2276240383915228e-05,60449.61592556747
1.2278398924163371e-05,60827.703276470784
1.2280557843949212e-05,61205.85710673986
1.2282717143339486e-05,61593.27066738757
1.2284876822400935e-05,61984.02909924274
1.2287036881200321e-05,62376.36726022283
1.2289197319804412e-05,62780.13274527439
1.2291358138279988e-05,63183.96922469657
1.2293519336693842e-05,63595.044413059884
1.2295680915112783e-05,64012.3045279788
1.2297842873603626e-05,64429.68022815214
1.2300005212233195e-05,64860.79039611138
1.2302167931068333e-05,65291.97636647602
1.2304331030175894e-05,65730.39675880203
1.230649450962274e-05,66175.87420024883
1.2308658369475742e-05,66622.13686204862
1.2310822609801795e-05,67082.35763080753
1.2312987230667793e-05,67542.65932050957
1.2315152232140647e-05,68012.49819448305
1.2317317614287277e-05,68488.01101654884
1.2319483377174625e-05,68967.41463353253
1.232164952086963e-05,69458.61749808666
1.232381604543925e-05,69949.90673118766
1.2325982950950455e-05,70455.66071766146
1.2328150237470232e-05,70963.13588640727
1.2330317905065564e-05,71480.37411246396
1.2332485953803464e-05,72004.54295254537
1.2334654383750945e-05,72534.04466779035
1.2336823194975036e-05,73075.42999931482
1.2338992387542776e-05,73618.01507910773
1.234116196152122e-05,74177.1553126905
1.234333191697743e-05,74736.39386029636
1.234550225397848e-05,75311.13568727937
1.2347672972591459e-05,75888.68688792248
1.2349844072883465e-05,76478.84883353658
1.2352015554921612e-05,77075.28399600797
1.2354187418773015e-05,77681.83590804387
1.235635966450482e-05,78297.74360350394
1.2358532292184164e-05,78921.7041755887
1.2360705301878208e-05,79557.69084827772
1.2362878693654122e-05,80200.1298120441
1.236505246757909e-05,80856.82041972458
1.2367226623720302e-05,81518.86085797958
1.2369401162144966e-05,82196.89954334858
1.2371576082920295e-05,82879.72033288317
1.2373751386113522e-05,83579.77112775785
1.237592707179189e-05,84284.6095211199
1.2378103140022645e-05,85007.35708511289
1.2380279590873055e-05,85735.51144116757
1.2382456424410397e-05,86481.66183657624
1.2384633640701959e-05,87234.49451026486
1.2386811239815037e-05,88004.77601519132
1.238898922181695e-05,88783.71641765718
1.2391167586775017e-05,89578.88037931334
1.2393346334756573e-05,90385.42822016665
1.2395525465828968e-05,91206.24995048283
1.2397704980059557e-05,92041.9786748259
1.2399884877515714e-05,92889.25839071888
1.2402065158264822e-05,93755.81882455946
1.2404245822374275e-05,94630.38263540827
1.240642686991148e-05,95529.50685359794
1.2408608300943854e-05,96434.15789111075
1.241079011553883e-05,97365.71323008572
1.2412972313763846e-05,98305.74766756242
1.241515489568636e-05,99267.22615566118
1.2417337861373833e-05,100244.61528478708
1.2419521210893751e-05,101236.95734198306
1.2421704944313593e-05,102257.4194007444
1.242388906170087e-05,103286.32582648406
1.2426073563123086e-05,104336.97084559713
1.2428258448647776e-05,105409.44116237786
1.2430443718342467e-05,106494.01641155376
1.2432629372274717e-05,107611.88949974465
1.2434815410512081e-05,108733.12711000467
1.2437001833122134e-05,109898.2454862334
1.2439188640172458e-05,111063.56872604795
1.2441375831730654e-05,112273.30214575629
1.2443563407864327e-05,113487.8026789908
