time_days,Nuclei:Te132 top 19
1.1574074074074073e-05,8.412675438872534e-09
1.1576109151910821e-05,8.456144681060017e-09
1.157814458757678e-05,8.499621566475111e-09
1.158018038113487e-05,8.54310609646179e-09
1.1582216532648015e-05,8.586598272364088e-09
1.1584253042179158e-05,8.63009809552648e-09
1.1586289909791249e-05,8.673605567293597e-09
1.1588327135547246e-05,8.718799971883667e-09
1.1590364719510128e-05,8.76454681475627e-09
1.1592402661742875e-05,8.810301701328602e-09
1.1594440962308483e-05,8.856064633015055e-09
1.1596479621269957e-05,8.901835611230126e-09
1.1598518638690315e-05,8.947614637388729e-09
1.1600558014632583e-05,8.99340171290588e-09
1.1602597749159803e-05,9.039327177523037e-09
1.1604637842335022e-05,9.087458783430508e-09
1.1606678294221306e-05,9.135598852352374e-09
1.1608719104881723e-05,9.183747385776618e-09
1.1610760274379357e-05,9.23190438519153e-09
1.1612801802777306e-05,9.28006985208577e-09
1.1614843690138673e-05,9.328243787948102e-09
1.1616885936526574e-05,9.376426194267676e-09
1.1618928542004138e-05,9.425859281164807e-09
1.1620971506634507e-05,9.476556176526942e-09
1.1623014830480826e-05,9.52726198596005e-09
1.162505851360626e-05,9.577976711031518e-09
1.1627102556073979e-05,9.628700353308985e-09
1.1629146957947168e-05,9.679432914360414e-09
1.163119171928902e-05,9.73017439575389e-09
1.1633236840162742e-05,9.780924799058008e-09
1.1635282320631548e-05,9.833773769843668e-09
1.163732816075867e-05,9.887195640160147e-09
1.1639374360607345e-05,9.940626903681886e-09
1.1641420920240822e-05,9.99406756206048e-09
1.1643467839722364e-05,1.0047517616947857e-08
1.1645515119115243e-05,1.0100977069996214e-08
1.1647562758482743e-05,1.0154445922858083e-08
1.1649610757888157e-05,1.0208561390205903e-08
1.1651659117394789e-05,1.0264829472478384e-08
1.1653707837065959e-05,1.0321107448407656e-08
1.1655756916964996e-05,1.037739531973328e-08
1.1657806357155237e-05,1.0433693088195106e-08
1.1659856157700035e-05,1.049000075553347e-08
1.1661906318662747e-05,1.0546318323488789e-08
1.1663956840106745e-05,1.0602645793801895e-08
1.1666007722095419e-05,1.0661363902009116e-08
1.1668058964692159e-05,1.0720624758465076e-08
1.1670110567960373e-05,1.0779896034799332e-08
