time_days,Nuclei:Te131 top 20
1.1574074074074073e-05,1.4783403069354192e-07
1.1576109151910821e-05,1.4859825750456426e-07
1.157814458757678e-05,1.4936261869012748e-07
1.158018038113487e-05,1.501271142738599e-07
1.1582216532648015e-05,1.5089174427939077e-07
1.1584253042179158e-05,1.51656508730357e-07
1.1586289909791249e-05,1.5242140765039854e-07
1.1588327135547246e-05,1.5321597214649707e-07
1.1590364719510128e-05,1.540202515281755e-07
1.1592402661742875e-05,1.548246723268663e-07
1.1594440962308483e-05,1.55629234567436e-07
1.1596479621269957e-05,1.5643393827475308e-07
1.1598518638690315e-05,1.5723878347369315e-07
1.1600558014632583e-05,1.5804377018913385e-07
1.1602597749159803e-05,1.5885119053557478e-07
1.1604637842335022e-05,1.59697407365487e-07
1.1606678294221306e-05,1.605437729863045e-07
1.1608719104881723e-05,1.6139028742418788e-07
1.1610760274379357e-05,1.6223695070530332e-07
1.1612801802777306e-05,1.6308376285582329e-07
1.1614843690138673e-05,1.6393072390192236e-07
1.1616885936526574e-05,1.6477783386978158e-07
1.1618928542004138e-05,1.656469380394278e-07
1.1620971506634507e-05,1.6653826727548235e-07
1.1623014830480826e-05,1.6742975323458698e-07
1.162505851360626e-05,1.6832139594429874e-07
1.1627102556073979e-05,1.692131954321792e-07
1.1629146957947168e-05,1.701051517257954e-07
1.163119171928902e-05,1.709972648527168e-07
1.1633236840162742e-05,1.7188953484052174e-07
1.1635282320631548e-05,1.7281871019460972e-07
1.163732816075867e-05,1.7375796051956278e-07
1.1639374360607345e-05,1.746973759935652e-07
1.1641420920240822e-05,1.7563695664565475e-07
1.1643467839722364e-05,1.7657670250487538e-07
1.1645515119115243e-05,1.775166136002755e-07
1.1647562758482743e-05,1.784566899609096e-07
1.1649610757888157e-05,1.7940813775261946e-07
1.1651659117394789e-05,1.803974417558264e-07
1.1653707837065959e-05,1.8138691970905753e-07
1.1655756916964996e-05,1.8237657164289766e-07
1.1657806357155237e-05,1.8336639758793678e-07
1.1659856157700035e-05,1.8435639757477355e-07
1.1661906318662747e-05,1.853465716340079e-07
1.1663956840106745e-05,1.8633691979624716e-07
1.1666007722095419e-05,1.873693104377442e-07
1.1668058964692159e-05,1.884112459804195e-07
1.1670110567960373e-05,1.8945336472735806e-07
1.1672162531963473e-05,1.904956667107724e-07
1.1674214856764896e-05,1.915381519628828e-07
1.1676267542428077e-05,1.925808205159137e-07
1.1678320589016465e-05,1.9362367240209317e-07
1.1680373996593523e-05,1.9469606822478578e-07
1.1682427765222725e-05,1.9579297004020795e-07
1.1684481894967554e-05,1.9689006472465151e-07
1.1686536385891505e-05,1.9798735231202933e-07
1.1688591238058084e-05,1.9908483283626084e-07
1.1690646451530811e-05,2.0018250633126982e-07
1.1692702026373212e-05,2.0128037283098552e-07
1.169475796264883e-05,2.024017142874964e-07
1.1696814260421214e-05,2.035562110456709e-07
1.1698870919753925e-05,2.0471091079982616e-07
1.170092794071054e-05,2.0586581358565783e-07
1.1702985323354636e-05,2.070209194388617e-07
1.1705043067749818e-05,2.0817622839514622e-07
1.170710117395969e-05,2.0933174049022156e-07
1.1709159642047868e-05,2.105118507998028e-07
1.1711218472077982e-05,2.1172669786032452e-07
1.1713277664113672e-05,2.1294175852826295e-07
1.1715337218218593e-05,2.1415703284117922e-07
1.1717397134456403e-05,2.1537252083663706e-07
1.1719457412890783e-05,2.1658822255221116e-07
1.172151805358541e-05,2.1780413802547595e-07
1.1723579056603986e-05,2.1905379559271747e-07
1.1725640422010216e-05,2.203318820469405e-07
1.1727702149867825e-05,2.2161019322801152e-07
1.1729764240240532e-05,2.2288872917543948e-07
1.1731826693192089e-05,2.2416748992874944e-07
1.173388950878624e-05,2.254464755274661e-07
1.1735952687086755e-05,2.2672568601112558e-07
1.1738016228157407e-05,2.2805670265471763e-07
1.174008013206198e-05,2.2940105875558354e-07
1.1742144398864272e-05,2.3074565123553276e-07
1.1744209028628096e-05,2.3209048013613045e-07
1.1746274021417267e-05,2.334355454989448e-07
1.1748339377295616e-05,2.3478084736555265e-07
1.1750405096326988e-05,2.3613813477625662e-07
1.1752471178575235e-05,2.375516912520026e-07
1.1754537624104223e-05,2.3896549627438425e-07
1.1756604432977824e-05,2.4037954988710215e-07
1.1758671605259932e-05,2.4179385213386926e-07
1.1760739141014437e-05,2.432084030583986e-07
1.1762807040305254e-05,2.4462320270441896e-07
1.1764875303196305e-05,2.4608578640475804e-07
1.1766943929751517e-05,2.475723121540232e-07
