Epsilon_alpha,Time [Days]
1.2217736119250254e-82,1.1717397134456403e-05
1.2216087406065987e-82,1.1719457412890783e-05
1.2214438890485617e-82,1.172151805358541e-05
1.221279057247794e-82,1.1723579056603986e-05
1.2211142452011775e-82,1.1725640422010216e-05
1.2209494529055926e-82,1.1727702149867825e-05
1.220784680357922e-82,1.1729764240240532e-05
1.2206199275550473e-82,1.1731826693192089e-05
1.2204551944938506e-82,1.173388950878624e-05
1.2202904811712156e-82,1.1735952687086755e-05
1.2201257875840232e-82,1.1738016228157407e-05
1.2199611137291601e-82,1.174008013206198e-05
1.2197964596035083e-82,1.1742144398864272e-05
1.219631825203953e-82,1.1744209028628096e-05
1.2194672105273783e-82,1.1746274021417267e-05
1.2193026155706699e-82,1.1748339377295616e-05
1.2191380403307137e-82,1.1750405096326988e-05
1.2189734848043941e-82,1.1752471178575235e-05
1.2188089489885987e-82,1.1754537624104223e-05
1.2186444328802151e-82,1.1756604432977824e-05
1.2184799364761284e-82,1.1758671605259932e-05
1.2183154597732283e-82,1.1760739141014437e-05
1.218151002768401e-82,1.1762807040305254e-05
1.2179865654585361e-82,1.1764875303196305e-05
1.217822147840522e-82,1.1766943929751517e-05
1.2176577499112479e-82,1.1769012920034836e-05
1.2174933716676026e-82,1.1771082274110218e-05
1.217329013106477e-82,1.1773151992041629e-05
1.2171646742247613e-82,1.1775222073893044e-05
1.2170003550193464e-82,1.1777292519728452e-05
1.2168360554871234e-82,1.177936332961185e-05
1.2166717756249848e-82,1.1781434503607254e-05
1.21650751542982e-82,1.1783506041778683e-05
1.2163432748985234e-82,1.178557794419017e-05
1.2161790540279892e-82,1.1787650210905758e-05
1.2160148528151079e-82,1.178972284198951e-05
1.2158506712567752e-82,1.1791795837505486e-05
1.215686509349884e-82,1.1793869197517767e-05
1.2155223670913287e-82,1.179594292209044e-05
1.215358244478006e-82,1.1798017011287611e-05
1.2151941415068092e-82,1.180009146517339e-05
1.2150300581746354e-82,1.1802166283811898e-05
1.2148659944783807e-82,1.180424146726727e-05
1.2147019504149403e-82,1.1806317015603657e-05
1.2145379259812122e-82,1.1808392928885212e-05
1.2143739211740944e-82,1.1810469207176105e-05
1.2142099359904839e-82,1.1812545850540515e-05
1.2140459704272804e-82,1.1814622859042633e-05
1.2138820244813806e-82,1.1816700232746663e-05
1.2137180981496842e-82,1.1818777971716817e-05
1.2135541914290922e-82,1.182085607601732e-05
1.2133903043165028e-82,1.182293454571241e-05
1.2132264368088174e-82,1.1825013380866334e-05
1.2130625889029363e-82,1.182709258154335e-05
1.2128987605957618e-82,1.1829172147807727e-05
1.2127349518841932e-82,1.183125207972375e-05
1.212571162765136e-82,1.183333237735571e-05
1.2124073932354913e-82,1.1835413040767908e-05
1.2122436432921606e-82,1.1837494070024666e-05
1.2120799129320483e-82,1.1839575465190307e-05
1.2119162021520604e-82,1.1841657226329168e-05
1.2117525109490988e-82,1.18437393535056e-05
1.2115888393200675e-82,1.1845821846783964e-05
1.211425187261873e-82,1.184790470622863e-05
1.2112615547714211e-82,1.1849987931903983e-05
1.2110979418456172e-82,1.1852071523874415e-05
1.2109343484813692e-82,1.1854155482204337e-05
1.2107707746755831e-82,1.185623980695816e-05
1.2106072204251651e-82,1.185832449820032e-05
1.210443685727024e-82,1.186040955599525e-05
1.2102801705780683e-82,1.1862494980407405e-05
1.2101166749752065e-82,1.1864580771501242e-05
1.2099531989153465e-82,1.1866666929341244e-05
1.2097897423954008e-82,1.1868753453991893e-05
1.2096263054122756e-82,1.1870840345517681e-05
1.2094628879628843e-82,1.187292760398312e-05
1.2092994900441378e-82,1.187501522945273e-05
1.2091361116529448e-82,1.1877103221991039e-05
1.2089727527862196e-82,1.1879191581662589e-05
1.2088094134408735e-82,1.1881280308531934e-05
1.2086460936138192e-82,1.188336940266364e-05
1.2084827933019693e-82,1.1885458864122283e-05
1.208319512502238e-82,1.1887548692972447e-05
1.2081562512115401e-82,1.1889638889278737e-05
1.207993009426789e-82,1.1891729453105753e-05
1.2078297871449008e-82,1.1893820384518129e-05
1.2076665843627889e-82,1.1895911683580489e-05
1.2075034010773712e-82,1.1898003350357477e-05
1.2073402372855622e-82,1.1900095384913753e-05
1.2071770929842803e-82,1.190218778731398e-05
1.2070139681704408e-82,1.1904280557622842e-05
1.206850862840965e-82,1.1906373695905023e-05
1.2066877769927673e-82,1.1908467202225226e-05
1.2065247106227677e-82,1.1910561076648163e-05
1.2063616637278852e-82,1.1912655319238558e-05
1.2061986363050399e-82,1.1914749930061148e-05
1.2060356283511514e-82,1.1916844909180674e-05
1.2058726398631392e-82,1.1918940256661901e-05
1.2057096708379244e-82,1.1921035972569594e-05
1.2055467212724294e-82,1.1923132056968534e-05
1.2053837911635769e-82,1.1925228509923516e-05
1.2052208805082867e-82,1.1927325331499338e-05
1.2050579893034836e-82,1.1929422521760818e-05
1.2048951175460896e-82,1.1931520080772786e-05
1.204732265233029e-82,1.1933618008600073e-05
1.2045694323612262e-82,1.193571630530753e-05
1.2044066189276041e-82,1.1937814970960021e-05
1.2042438249290903e-82,1.1939914005622416e-05
1.2040810503626093e-82,1.1942013409359598e-05
1.2039182952250866e-82,1.1944113182236459e-05
1.2037555595134494e-82,1.1946213324317909e-05
1.2035928432246255e-82,1.1948313835668861e-05
1.203430146355541e-82,1.1950414716354249e-05
1.2032674689031249e-82,1.1952515966439013e-05
1.2031048108643042e-82,1.1954617585988102e-05
1.202942172236009e-82,1.1956719575066477e-05
1.202779553015169e-82,1.195882193373912e-05
1.2026169531987132e-82,1.1960924662071011e-05
1.2024543727835717e-82,1.196302776012715e-05
1.202291811766677e-82,1.1965131227972544e-05
1.2021292701449592e-82,1.1967235065672215e-05
1.2019667479153494e-82,1.1969339273291195e-05
1.2018042450747811e-82,1.1971443850894526e-05
1.2016417616201872e-82,1.1973548798547261e-05
1.201479297548499e-82,1.197565411631447e-05
1.2013168528566528e-82,1.197775980426123e-05
1.2011544275415817e-82,1.1979865862452626e-05
1.2009920216002197e-82,1.1981972290953762e-05
1.2008296350295037e-82,1.1984079089829748e-05
1.200667267826368e-82,1.198618625914571e-05
1.2005049199877485e-82,1.198829379896678e-05
1.2003425915105833e-82,1.1990401709358103e-05
1.2001802823918081e-82,1.199250999038484e-05
1.2000179926283615e-82,1.1994618642112156e-05
1.1998557222171804e-82,1.1996727664605237e-05
1.1996934711552057e-82,1.1998837057929273e-05
1.1995312394393746e-82,1.2000946822149464e-05
1.1993690270666273e-82,1.2003056957331031e-05
1.1992068340339044e-82,1.2005167463539195e-05
1.1990446603381454e-82,1.2007278340839195e-05
1.1988825059762923e-82,1.2009389589296282e-05
1.1987203709452859e-82,1.2011501208975716e-05
1.1985582552420692e-82,1.2013613199942771e-05
1.1983961588635845e-82,1.2015725562262726e-05
1.198234081806775e-82,1.2017838296000882e-05
1.1980720240685831e-82,1.2019951401222542e-05
1.1979099856459546e-82,1.2022064877993026e-05
1.1977479665358333e-82,1.2024178726377662e-05
1.1975859667351648e-82,1.2026292946441793e-05
1.197423986240894e-82,1.202840753825077e-05
1.1972620250499684e-82,1.2030522501869958e-05
1.1971000831593329e-82,1.2032637837364735e-05
1.196938160565935e-82,1.2034753544800484e-05
1.1967762572667236e-82,1.2036869624242604e-05
1.196614373258644e-82,1.203898607575651e-05
1.1964525085386489e-82,1.204110289940762e-05
1.1962906631036842e-82,1.2043220095261365e-05
1.1961288369507015e-82,1.2045337663383193e-05
1.1959670300766494e-82,1.204745560383856e-05
1.1958052424784798e-82,1.2049573916692932e-05
1.1956434741531436e-82,1.2051692602011791e-05
1.1954817250975925e-82,1.2053811659860622e-05
1.1953199953087783e-82,1.2055931090304936e-05
1.1951582847836548e-82,1.205805089341024e-05
1.1949965935191738e-82,1.206017106924206e-05
1.1948349215122898e-82,1.2062291617865934e-05
1.1946732687599574e-82,1.2064412539347413e-05
1.1945116352591316e-82,1.2066533833752049e-05
1.1943500210067669e-82,1.2068655501145422e-05
1.1941884259998202e-82,1.2070777541593109e-05
1.1940268502352463e-82,1.2072899955160708e-05
1.1938652937100037e-82,1.2075022741913823e-05
1.1937037564210493e-82,1.2077145901918073e-05
1.1935422383653412e-82,1.2079269435239086e-05
1.1933807395398368e-82,1.20813933419425e-05
1.193219259941496e-82,1.2083517622093972e-05
1.193057799567278e-82,1.2085642275759164e-05
1.1928963584141441e-82,1.208776730300375e-05
1.1927349364790535e-82,1.2089892703893416e-05
1.1925735337589684e-82,1.2092018478493862e-05
1.192412150250848e-82,1.2094144626870797e-05
1.1922507859516567e-82,1.2096271149089946e-05
1.192089440858356e-82,1.2098398045217035e-05
1.1919281149679107e-82,1.2100525315317814e-05
1.1917668082772833e-82,1.2102652959458035e-05
1.1916055207834377e-82,1.210478097770347e-05
1.1914442524833394e-82,1.2106909370119895e-05
1.1912830033739543e-82,1.2109038136773103e-05
1.1911217734522486e-82,1.2111167277728895e-05
1.1909605627151859e-82,1.2113296793053085e-05
1.1907993711597357e-82,1.2115426682811497e-05
1.1906381987828651e-82,1.2117556947069973e-05
1.1904770455815417e-82,1.2119687585894356e-05
1.190315911552734e-82,1.2121818599350509e-05
1.1901547966934105e-82,1.2123949987504302e-05
1.189993701000543e-82,1.2126081750421618e-05
1.1898326244710985e-82,1.2128213888168358e-05
1.1896715671020516e-82,1.2130346400810421e-05
1.1895105288903704e-82,1.213247928841373e-05
1.1893495098330273e-82,1.2134612551044211e-05
1.1891885099269967e-82,1.2136746188767809e-05
1.1890275291692492e-82,1.2138880201650473e-05
1.1888665675567582e-82,1.2141014589758171e-05
1.1887056250864998e-82,1.2143149353156875e-05
1.1885447017554454e-82,1.214528449191258e-05
1.1883837975605733e-82,1.2147420006091276e-05
1.1882229124988564e-82,1.2149555895758982e-05
1.1880620465672737e-82,1.2151692160981716e-05
1.187901199762799e-82,1.215382880182551e-05
1.187740372082411e-82,1.2155965818356418e-05
1.187579563523089e-82,1.2158103210640488e-05
1.1874187740818087e-82,1.2160240978743794e-05
1.1872580037555496e-82,1.2162379122732416e-05
1.1870972525412923e-82,1.2164517642672447e-05
1.1869365204360171e-82,1.216665653862999e-05
1.1867758074367026e-82,1.2168795810671159e-05
1.1866151135403315e-82,1.2170935458862082e-05
1.1864544387438844e-82,1.2173075483268899e-05
1.1862937830443452e-82,1.2175215883957757e-05
1.1861331464386949e-82,1.2177356660994821e-05
1.1859725289239187e-82,1.2179497814446264e-05
1.1858119304969986e-82,1.218163934437827e-05
1.1856513511549222e-82,1.2183781250857039e-05
1.1854907908946701e-82,1.2185923533948775e-05
1.1853302497132315e-82,1.2188066193719701e-05
1.1851697276075902e-82,1.219020923023605e-05
1.185009224574735e-82,1.2192352643564062e-05
1.1848487406116524e-82,1.2194496433769993e-05
1.1846882757153294e-82,1.219664060092011e-05
1.1845278298827558e-82,1.2198785145080696e-05
1.18436740311092e-82,1.2200930066318032e-05
1.1842069953968115e-82,1.2203075364698425e-05
1.1840466067374201e-82,1.2205221040288189e-05
1.1838862371297377e-82,1.2207367093153647e-05
1.1837258865707536e-82,1.2209513523361139e-05
1.1835655550574617e-82,1.2211660330977009e-05
1.1834052425868536e-82,1.2213807516067617e-05
1.1832449491559209e-82,1.2215955078699339e-05
1.1830846747616599e-82,1.2218103018938555e-05
1.1829244194010627e-82,1.2220251336851659e-05
1.1827641830711246e-82,1.222240003250506e-05
1.1826039657688408e-82,1.2224549105965179e-05
1.1824437674912085e-82,1.2226698557298438e-05
1.182283588235221e-82,1.2228848386571285e-05
1.1821234279978779e-82,1.2230998593850174e-05
1.181963286776176e-82,1.2233149179201565e-05
1.1818031645671137e-82,1.223530014269194e-05
1.1816430613676893e-82,1.2237451484387783e-05
1.1814829771749028e-82,1.2239603204355601e-05
1.1813229119857525e-82,1.2241755302661896e-05
1.1811628657972418e-82,1.2243907779373198e-05
1.181002838606369e-82,1.2246060634556042e-05
1.1808428304101369e-82,1.2248213868276974e-05
1.1806828412055472e-82,1.225036748060255e-05
1.180522870989603e-82,1.2252521471599347e-05
1.1803629197593089e-82,1.2254675841333938e-05
1.1802029875116668e-82,1.2256830589872924e-05
1.180043074243683e-82,1.225898571728291e-05
1.1798831799523608e-82,1.2261141223630509e-05
1.1797233046347082e-82,1.226329710898235e-05
1.1795634482877296e-82,1.2265453373405079e-05
1.1794036109084333e-82,1.2267610016965341e-05
1.1792437924938261e-82,1.226976703972981e-05
1.179083993040915e-82,1.2271924441765152e-05
1.1789242125467095e-82,1.2274082223138057e-05
1.178764451008221e-82,1.2276240383915228e-05
1.1786047084224563e-82,1.2278398924163371e-05
1.178444984786429e-82,1.2280557843949212e-05
1.178285280097147e-82,1.2282717143339486e-05
1.1781255943516246e-82,1.2284876822400935e-05
1.1779659275468706e-82,1.2287036881200321e-05
1.1778062796799022e-82,1.2289197319804412e-05
1.1776466507477295e-82,1.2291358138279988e-05
1.177487040747368e-82,1.2293519336693842e-05
1.1773274496758316e-82,1.2295680915112783e-05
1.1771678775301364e-82,1.2297842873603626e-05
1.1770083243072979e-82,1.2300005212233195e-05
1.1768487900043331e-82,1.2302167931068333e-05
1.1766892746182579e-82,1.2304331030175894e-05
1.1765297781460902e-82,1.230649450962274e-05
1.1763703005848487e-82,1.2308658369475742e-05
1.176210841931552e-82,1.2310822609801795e-05
1.1760514021832196e-82,1.2312987230667793e-05
1.1758919813368718e-82,1.2315152232140647e-05
1.1757325793895298e-82,1.2317317614287277e-05
1.1755731963382126e-82,1.2319483377174625e-05
1.175413832179945e-82,1.232164952086963e-05
1.1752544869117474e-82,1.232381604543925e-05
1.175095160530644e-82,1.2325982950950455e-05
1.174935853033658e-82,1.2328150237470232e-05
1.1747765644178135e-82,1.2330317905065564e-05
1.1746172946801364e-82,1.2332485953803464e-05
1.1744580438176514e-82,1.2334654383750945e-05
1.1742988118273857e-82,1.2336823194975036e-05
1.1741395987063641e-82,1.2338992387542776e-05
1.1739804044516163e-82,1.234116196152122e-05
1.1738212290601678e-82,1.234333191697743e-05
1.1736620725290495e-82,1.234550225397848e-05
1.1735029348552893e-82,1.2347672972591459e-05
1.1733438160359181e-82,1.2349844072883465e-05
1.1731847160679649e-82,1.2352015554921612e-05
1.1730256349484628e-82,1.2354187418773015e-05
1.1728665726744404e-82,1.235635966450482e-05
1.1727075292429338e-82,1.2358532292184164e-05
1.172548504650973e-82,1.2360705301878208e-05
1.1723894988955925e-82,1.2362878693654122e-05
1.1722305119738271e-82,1.236505246757909e-05
1.1720715438827108e-82,1.2367226623720302e-05
1.1719125946192799e-82,1.2369401162144966e-05
1.1717536641805696e-82,1.2371576082920295e-05
1.1715947525636163e-82,1.2373751386113522e-05
1.1714358597654583e-82,1.237592707179189e-05
1.1712769857831333e-82,1.2378103140022645e-05
1.1711181306136799e-82,1.2380279590873055e-05
1.170959294254136e-82,1.2382456424410397e-05
1.1708004767015432e-82,1.2384633640701959e-05
1.1706416779529416e-82,1.2386811239815037e-05
1.1704828980053701e-82,1.238898922181695e-05
1.170324136855875e-82,1.2391167586775017e-05
1.170165394501493e-82,1.2393346334756573e-05
1.1700066709392702e-82,1.2395525465828968e-05
1.169847966166251e-82,1.2397704980059557e-05
1.1696892801794785e-82,1.2399884877515714e-05
1.1695306129759966e-82,1.2402065158264822e-05
1.169371964552852e-82,1.2404245822374275e-05
1.1692133349070916e-82,1.240642686991148e-05
1.1690547240357592e-82,1.2408608300943854e-05
1.168896131935906e-82,1.241079011553883e-05
1.1687375586045767e-82,1.2412972313763846e-05
1.1685790040388227e-82,1.241515489568636e-05
1.1684204682356916e-82,1.2417337861373833e-05
1.1682619511922341e-82,1.2419521210893751e-05
1.1681034529055e-82,1.2421704944313593e-05
1.1679449733725414e-82,1.242388906170087e-05
1.1677865125904092e-82,1.2426073563123086e-05
1.1676280705561572e-82,1.2428258448647776e-05
1.1674696472668382e-82,1.2430443718342467e-05
1.1673112427195048e-82,1.2432629372274717e-05
1.1671528569112129e-82,1.2434815410512081e-05
1.1669944898390167e-82,1.2437001833122134e-05
1.1668361414999732e-82,1.2439188640172458e-05
1.1666778118911379e-82,1.2441375831730654e-05
1.1665195010095676e-82,1.2443563407864327e-05
1.1663612088523202e-82,1.2445751368641096e-05
1.1662029354164533e-82,1.2447939714128599e-05
1.1660446806990279e-82,1.2450128444394472e-05
1.165886444697102e-82,1.2452317559506374e-05
1.1657282274077364e-82,1.2454507059531978e-05
1.1655700288279909e-82,1.2456696944538955e-05
1.1654118489549298e-82,1.2458887214595002e-05
1.1652536877856138e-82,1.246107786976782e-05
1.1650955453171036e-82,1.2463268910125127e-05
1.1649374215464659e-82,1.2465460335734648e-05
1.1647793164707634e-82,1.2467652146664122e-05
1.1646212300870632e-82,1.2469844342981302e-05
1.1644631623924272e-82,1.2472036924753952e-05
1.1643051133839237e-82,1.2474229892049842e-05
1.1641470830586196e-82,1.2476423244936762e-05
1.1639890714135813e-82,1.2478616983482511e-05
1.163831078445878e-82,1.2480811107754901e-05
1.1636731041525779e-82,1.248300561782175e-05
1.1635151485307519e-82,1.2485200513750897e-05
1.1633572115774674e-82,1.2487395795610185e-05
1.1631992932897975e-82,1.2489591463467476e-05
1.1630413936648122e-82,1.249178751739064e-05
1.1628835126995848e-82,1.2493983957447554e-05
1.1627256503911877e-82,1.2496180783706116e-05
1.1625678067366931e-82,1.2498377996234234e-05
1.1624099817331774e-82,1.2500575595099823e-05
1.1622521753777149e-82,1.2502773580370815e-05
1.1620943876673792e-82,1.250497195211515e-05
1.1619366185992473e-82,1.2507170710400784e-05
1.1617788681703967e-82,1.250936985529568e-05
1.1616211363779044e-82,1.2511569386867819e-05
1.161463423218849e-82,1.2513769305185187e-05
1.161305728690307e-82,1.2515969610315787e-05
1.1611480527893618e-82,1.2518170302327637e-05
1.16099039551309e-82,1.252037138128876e-05
1.1608327568585745e-82,1.252257284726719e-05
1.1606751368228953e-82,1.2524774700330979e-05
1.160517535403137e-82,1.252697694054819e-05
1.160359952596379e-82,1.2529179567986894e-05
1.1602023883997057e-82,1.253138258271518e-05
1.1600448428102035e-82,1.2533585984801139e-05
1.159887315824955e-82,1.2535789774312888e-05
1.159729807441048e-82,1.2537993951318543e-05
1.1595723176555655e-82,1.2540198515886242e-05
1.1594148464655964e-82,1.2542403468084125e-05
1.1592573938682286e-82,1.2544608807980353e-05
1.1590999598605493e-82,1.254681453564309e-05
1.1589425444396474e-82,1.2549020651140526e-05
1.1587851476026139e-82,1.2551227154540848e-05
1.1586277693465365e-82,1.2553434045912263e-05
1.1584704096685093e-82,1.2555641325322988e-05
1.158313068565622e-82,1.2557848992841253e-05
1.1581557460349674e-82,1.2560057048535299e-05
1.1579984420736378e-82,1.2562265492473376e-05
1.1578411566787269e-82,1.2564474324723753e-05
1.157683889847331e-82,1.2566683545354705e-05
1.1575266415765432e-82,1.2568893154434525e-05
1.15736941186346e-82,1.2571103152031512e-05
1.1572122007051786e-82,1.2573313538213977e-05
1.1570550080987947e-82,1.2575524313050249e-05
1.1568978340414057e-82,1.257773547660866e-05
1.1567406785301117e-82,1.2579947028957568e-05
1.156583541562012e-82,1.2582158970165325e-05
1.1564264231342051e-82,1.2584371300300309e-05
1.156269323243792e-82,1.2586584019430906e-05
1.1561122418878754e-82,1.2588797127625513e-05
1.1559551790635553e-82,1.2591010624952534e-05
1.1557981347679355e-82,1.2593224511480399e-05
1.1556411089981192e-82,1.2595438787277536e-05
1.1554841017512086e-82,1.2597653452412392e-05
1.1553271130243122e-82,1.2599868506953426e-05
1.1551701428145321e-82,1.2602083950969105e-05
1.1550131911189761e-82,1.2604299784527914e-05
1.1548562579347501e-82,1.2606516007698341e-05
1.1546993432589626e-82,1.2608732620548896e-05
1.154542447088721e-82,1.2610949623148096e-05
1.1543855694211352e-82,1.2613167015564472e-05
1.1542287102533139e-82,1.2615384797866561e-05
1.1540718695823674e-82,1.2617602970122923e-05
1.1539150474054075e-82,1.2619821532402122e-05
1.1537582437195456e-82,1.2622040484772732e-05
1.1536014585218944e-82,1.2624259827303348e-05
1.1534446918095658e-82,1.2626479560062572e-05
1.153287943579675e-82,1.2628699683119015e-05
1.1531312138293365e-82,1.2630920196541303e-05
1.1529745025556647e-82,1.2633141100398076e-05
1.1528178097557756e-82,1.2635362394757988e-05
1.152661135426787e-82,1.2637584079689697e-05
1.1525044795658151e-82,1.2639806155261878e-05
1.1523478421699785e-82,1.2642028621543217e-05
1.1521912232363959e-82,1.2644251478602414e-05
1.1520346227621865e-82,1.264647472650818e-05
1.1518780407444704e-82,1.264869836532924e-05
1.1517214771803703e-82,1.2650922395134324e-05
1.1515649320670066e-82,1.2653146815992178e-05
1.1514084054015003e-82,1.2655371627971568e-05
1.1512518971809765e-82,1.265759683114126e-05
1.1510954074025568e-82,1.2659822425570041e-05
1.1509389360633678e-82,1.2662048411326702e-05
1.1507824831605339e-82,1.2664274788480056e-05
1.1506260486911818e-82,1.2666501557098915e-05
1.1504696326524363e-82,1.2668728717252117e-05
1.1503132350414266e-82,1.2670956269008502e-05
1.1501568558552798e-82,1.2673184212436931e-05
1.1500004950911246e-82,1.2675412547606265e-05
1.1498441527460907e-82,1.2677641274585387e-05
1.1496878288173079e-82,1.2679870393443192e-05
1.1495315233019087e-82,1.2682099904248582e-05
1.149375236197023e-82,1.2684329807070474e-05
1.1492189674997838e-82,1.2686560101977795e-05
1.1490627172073251e-82,1.2688790789039487e-05
1.1489064853167788e-82,1.2691021868324503e-05
1.1487502718252808e-82,1.2693253339901805e-05
1.148594076729965e-82,1.2695485203840376e-05
1.1484379000279693e-82,1.2697717460209199e-05
1.1482817417164299e-82,1.269995010907728e-05
1.1481256017924834e-82,1.270218315051363e-05
1.147969480253269e-82,1.2704416584587273e-05
1.1478133770959241e-82,1.270665041136725e-05
1.1476572923175906e-82,1.2708884630922609e-05
1.147501225915406e-82,1.2711119243322413e-05
1.1473451778865143e-82,1.2713354248635736e-05
1.1471891482280549e-82,1.2715589646931661e-05
1.1470331369371711e-82,1.2717825438279293e-05
1.1468771440110073e-82,1.2720061622747737e-05
1.1467211694467055e-82,1.2722298200406118e-05
1.1465652132414127e-82,1.272453517132357e-05
1.1464092753922728e-82,1.272677253556924e-05
1.146253355896432e-82,1.2729010293212288e-05
1.1460974547510376e-82,1.2731248444321885e-05
1.1459415719532375e-82,1.2733486988967213e-05
1.1457857075001798e-82,1.2735725927217473e-05
1.1456298613890134e-82,1.2737965259141866e-05
1.1454740336168891e-82,1.2740204984809617e-05
1.1453182241809563e-82,1.2742445104289954e-05
1.145162433078367e-82,1.2744685617652126e-05
1.1450066603062732e-82,1.2746926524965384e-05
1.1448509058618276e-82,1.2749167826299002e-05
1.1446951697421833e-82,1.2751409521722259e-05
1.1445394519444969e-82,1.2753651611304444e-05
1.1443837524659205e-82,1.275589409511487e-05
1.1442280713036104e-82,1.275813697322285e-05
1.1440724084547239e-82,1.276038024569771e-05
1.1439167639164199e-82,1.2762623912608801e-05
1.143761137685853e-82,1.2764867974025468e-05
1.1436055297601832e-82,1.2767112430017083e-05
1.1434499401365714e-82,1.2769357280653024e-05
1.1432943688121762e-82,1.2771602526002678e-05
1.1431388157841597e-82,1.277384816613545e-05
1.1429832810496835e-82,1.2776094201120755e-05
1.142827764605909e-82,1.2778340631028018e-05
1.1426722664500002e-82,1.2780587455926685e-05
1.142516786579121e-82,1.27828346758862e-05
1.1423613249904359e-82,1.278508229097603e-05
1.1422058816811108e-82,1.278733030126565e-05
1.1420504566483124e-82,1.2789578706824553e-05
1.1418950498892059e-82,1.2791827507722234e-05
1.1417396614009614e-82,1.2794076704028206e-05
1.1415842911807445e-82,1.2796326295811995e-05
1.1414289392257272e-82,1.2798576283143142e-05
1.1412736055330766e-82,1.280082666609119e-05
1.1411182900999665e-82,1.2803077444725704e-05
1.1409629929235663e-82,1.2805328619116255e-05
1.140807714001049e-82,1.2807580189332434e-05
1.1406524533295877e-82,1.2809832155443837e-05
1.1404972109063559e-82,1.2812084517520075e-05
1.1403419867285283e-82,1.281433727563077e-05
1.1401867807932798e-82,1.2816590429845556e-05
1.1400315930977859e-82,1.281884398023408e-05
1.1398764236392254e-82,1.2821097926866004e-05
1.1397212724147737e-82,1.2823352269811e-05
1.1395661394216103e-82,1.2825607009138747e-05
1.1394110246569131e-82,1.2827862144918949e-05
1.1392559281178635e-82,1.2830117677221308e-05
1.1391008498016407e-82,1.283237360611555e-05
1.1389457897054275e-82,1.2834629931671402e-05
1.1387907478264034e-82,1.2836886653958613e-05
