#               time[s]          Temperature [GK]                tau_ga [s]                tau_ag [s]                tau_ng [s]                tau_gn [s]                tau_pg [s]                tau_gp [s]                tau_np [s]                tau_pn [s]                tau_an [s]                tau_na [s]                tau_ap [s]                tau_pa [s]              tau_beta [s]             tau_alpha [s]             tau_nfiss [s]             tau_sfiss [s]             tau_bfiss [s]
 1.0734369013361534E-04    6.9839641175077798E+00    1.0391488083418136E+17    5.0004429169352939E+06    7.6106627208071658E-12    7.6361218337128390E-12    5.0286337195519870E+05    5.4051588911366770E+06    1.8837937092014258E+01    1.7385603801204805E+00    1.1835585540135181E+01    1.1944542748408665E+01    5.3995200591133324E+10    5.8126472897193750E+11    7.8137665997349845E-04    1.0391488083418136E+17    1.0391488083418136E+17    1.0391488083418136E+17    1.0391488083418136E+17
 1.0734369015802393E-04    6.9839641168297115E+00    1.0391488083418136E+17    5.0069937995029809E+06    7.6313209984614978E-12    7.6412463123279003E-12    5.0285036011637817E+05    5.4064613731698031E+06    1.8830965774608362E+01    1.7385248917315275E+00    1.1851037699016526E+01    1.1950531306012094E+01    5.3993445560446373E+10    5.8202760505408655E+11    7.8137271523769276E-04    1.0391488083418136E+17    1.0391488083418136E+17    1.0391488083418136E+17    1.0391488083418136E+17
 1.0734369024790176E-04    6.9839641143329194E+00    1.0391488083418134E+17    5.0088672802204452E+06    7.6464474718255063E-12    7.6449196343614594E-12    5.0280562478048698E+05    5.4095753186671007E+06    1.8802019669882853E+01    1.7383789981561482E+00    1.1855432836183681E+01    1.1957989604917309E+01    5.3988759082360672E+10    5.8224559410539294E+11    7.8136933810712484E-04    1.0391488083418134E+17    1.0391488083418134E+17    1.0391488083418134E+17    1.0391488083418134E+17
 1.0734369220878455E-04    6.9839640598598969E+00    1.0391488083418136E+17    4.9991147050325107E+06    7.6431224794860711E-12    7.6429172474538746E-12    5.0261120235356549E+05    5.4196789586597504E+06    1.8712930089487806E+01    1.7377143994421234E+00    1.1832355135228900E+01    1.1957527710242791E+01    5.3969997423453476E+10    5.8111000336142236E+11    7.8136778799913127E-04    1.0391488083418136E+17    1.0391488083418136E+17    1.0391488083418136E+17    1.0391488083418136E+17
 1.0734371151184681E-04    6.9839635236238005E+00    1.0391488083418136E+17    4.9046501406634497E+06    7.6427050813384369E-12    7.6427052443907121E-12    5.0190490431551629E+05    5.4205110878257751E+06    1.8709314478020826E+01    1.7352728827793389E+00    1.1608768724029824E+01    1.1955793405753051E+01    5.3894396768207626E+10    5.7012919203265417E+11    7.8136774739423639E-04    1.0391488083418136E+17    1.0391488083418136E+17    1.0391488083418136E+17    1.0391488083418136E+17
 1.0734427728155351E-04    6.9839478066449940E+00    1.0391488083418222E+17    3.0356145526641686E+06    7.6426224930049559E-12    7.6426226983356907E-12    4.8598587970822415E+05    5.4206403741199067E+06    1.8709874520572246E+01    1.6802370179986956E+00    7.1849687414225940E+00    1.1956546825152941E+01    5.2185653854554672E+10    3.5287741967222614E+11    7.8136783442361499E-04    1.0391488083418222E+17    1.0391488083418222E+17    1.0391488083418222E+17    1.0391488083418222E+17
 1.0736238191216734E-04    6.9834448801682818E+00    1.0391488083423422E+17    1.5221942580811761E+06    7.6399821533535873E-12    7.6399823585401843E-12    4.6342702000348369E+05    5.4247445470060445E+06    1.8727482314385572E+01    1.6023055916388997E+00    3.6025424180329595E+00    1.1981238290151165E+01    4.9782592849612091E+10    1.7707596665302707E+11    7.8137061206854654E-04    1.0391488083423422E+17    1.0391488083423422E+17    1.0391488083423422E+17    1.0391488083423422E+17
 1.0768261610388838E-04    6.9745546415624187E+00    1.0391488083419608E+17    1.5339082873266262E+06    7.5936592243482557E-12    7.5936594269965602E-12    4.6557533041951695E+05    5.5039696028864663E+06    1.9060644932817048E+01    1.6108484803541123E+00    3.6240931995257872E+00    1.2426686344199524E+01    5.0356942028190720E+10    1.8069731234831274E+11    7.8141973155726994E-04    1.0391488083419608E+17    1.0391488083419608E+17    1.0391488083419608E+17    1.0391488083419608E+17
 1.0834932730062565E-04    6.9560810804374640E+00    1.0391488083388592E+17    1.5594322936143954E+06    7.4994591314488086E-12    7.4994593289618773E-12    4.7015071107450535E+05    5.7076688386118766E+06    1.9883379292139114E+01    1.6290012791842319E+00    3.6710545001902286E+00    1.3410353199015558E+01    5.1574868489806213E+10    1.8855353807859662E+11    7.8152192775117414E-04    1.0391488083388592E+17    1.0391488083388592E+17    1.0391488083388592E+17    1.0391488083388592E+17
 1.0942443697652888E-04    6.9264038779201575E+00    1.0391488083179826E+17    1.5990336998749585E+06    7.3536448199728007E-12    7.3536450096616729E-12    4.7764687792691769E+05    6.1421927456443524E+06    2.1572945902775260E+01    1.6587144578394777E+00    3.7414467502333779E+00    1.5170752284371243E+01    5.3583104247873230E+10    2.0155983585250964E+11    7.8168654107956979E-04    1.0391488083179826E+17    1.0391488083179826E+17    1.0391488083179826E+17    1.0391488083179826E+17
 1.1115948599931551E-04    6.8788525160900384E+00    1.0391488083083326E+17    1.6582157518155614E+06    7.1329917324141940E-12    7.1329919105489275E-12    4.8980333823816729E+05    7.1224489283200298E+06    2.5286454837668618E+01    1.7069422106566992E+00    3.8398219218876459E+00    1.8533230617241923E+01    5.6909871843015366E+10    2.2330391664623987E+11    7.8195176386325815E-04    1.0391488083083326E+17    1.0391488083083326E+17    1.0391488083083326E+17    1.0391488083083326E+17
 1.1396273342469033E-04    6.8031249307691049E+00    1.0391488083461688E+17    1.7398984250268794E+06    6.8102848463431249E-12    6.8102850081904855E-12    5.0893192939978401E+05    9.5458388225201555E+06    3.4350234377116820E+01    1.7832001356963618E+00    3.9566923279460489E+00    2.5668799263016790E+01    6.2415505475361511E+10    2.5992428665499564E+11    7.8237932815486346E-04    1.0391488083461688E+17    1.0391488083461688E+17    1.0391488083461688E+17    1.0391488083461688E+17
 1.1844046935454075E-04    6.6857887949978378E+00    1.0391488084176325E+17    1.8347560270225578E+06    6.3658125870816936E-12    6.3658127276442374E-12    5.3707893457064312E+05    1.6535908474807896E+07    6.0474520830047382E+01    1.8966030798242888E+00    4.0428176313251694E+00    4.3291012809868924E+01    7.1312375905495865E+10    3.2074464371256464E+11    7.8306074565421819E-04    1.0391488084176325E+17    1.0391488084176325E+17    1.0391488084176325E+17    1.0391488084176325E+17
 1.2444306804766989E-04    6.5376596240290077E+00    1.0391488084424550E+17    1.9085153160740556E+06    5.8716839269868985E-12    5.8716840453478023E-12    5.7046874447499728E+05    3.7088156918524384E+07    1.3789080904939621E+02    2.0326586202687342E+00    4.0194509788562520E+00    8.6674768500974437E+01    8.3162378904436157E+10    4.0434512018997412E+11    7.8397413135979999E-04    1.0391488084424550E+17    1.0391488084424550E+17    1.0391488084424550E+17    1.0391488084424550E+17
 1.2863231128676901E-04    6.4416838381765311E+00    1.0391488084647890E+17    1.9374285353375513E+06    5.5757206431710909E-12    5.5757207489260805E-12    5.9205712932068238E+05    6.5905414783452287E+07    2.4738112797467818E+02    2.1207574176888797E+00    3.9516981171385255E+00    1.3904438994173941E+02    9.1358576038040634E+10    4.6321884629590576E+11    7.8461398659854763E-04    1.0391488084647890E+17    1.0391488084647890E+17    1.0391488084647890E+17    1.0391488084647890E+17
 1.3591766172243617E-04    6.2865567153812956E+00    1.0391488086586485E+17    1.9678374488306129E+06    5.1333262863848367E-12    5.1333263744645179E-12    6.2913532799792883E+05    1.8011638873435050E+08    6.8596825692675702E+02    2.2709255082965161E+00    3.7970840639643719E+00    3.1229105630826791E+02    1.0590245322635786E+11    5.6883032222027368E+11    7.8573331437979048E-04    1.0391488086586485E+17    1.0391488086586485E+17    1.0391488086586485E+17    1.0391488086586485E+17
 1.4355227581688555E-04    6.1362555591529038E+00    1.0391488085910262E+17    1.9916757629126303E+06    4.7509619648844456E-12    4.7509620390290173E-12    6.6905136849041481E+05    5.1934164939408010E+08    2.0046539969422959E+03    2.4305238285352342E+00    3.6296917393528783E+00    7.2823578265565175E+02    1.2199843647819235E+11    6.8795263178466968E+11    7.8691388382043912E-04    1.0391488085910262E+17    1.0391488085910262E+17    1.0391488085910262E+17    1.0391488085910262E+17
 1.5100000000000001E-04    5.9978999999999996E+00    1.0391488085699958E+17    2.0176422118758608E+06    4.4474774874171847E-12    4.4474775515135646E-12    7.0935669562129234E+05    1.4804173998308363E+09    5.7822998555073755E+03    2.5898323835144375E+00    3.4817393741111804E+00    1.6884719458864022E+03    1.3890976339916644E+11    8.1770408702228357E+11    7.8806908240921191E-04    1.0391488085699958E+17    1.0391488085699958E+17    1.0391488085699958E+17    1.0391488085699958E+17
 1.6021774919003205E-04    5.8389435099648583E+00    1.0391488083238928E+17    2.0559201422649596E+06    4.1631747310201517E-12    4.1631747865156505E-12    7.5994098734823975E+05    5.4038804706433401E+09    2.1380181804009098E+04    2.7875463985184186E+00    3.3282946072750530E+00    4.8346600171731197E+03    1.6133196316384509E+11    9.9501127517602795E+11    7.8949730870826328E-04    1.0391488083238928E+17    1.0391488083238928E+17    1.0391488083238928E+17    1.0391488083238928E+17
