# 1:Z 2:Y(Z)
    1     2.56958135768075E-08
    2     3.57807298850684E-04
    3     1.62250037846042E-08
    4     1.91810367769360E-06
    5     2.28614495190137E-08
    6     4.88439552024955E-07
    7     7.29777565898154E-06
    8     1.81399151472289E-07
    9     5.69669288627616E-07
   10     9.95998744363588E-06
   11     3.44285611274136E-09
   12     9.11820535534431E-08
   13     2.28627019121527E-09
   14     1.46035736986990E-08
   15     2.59657362905498E-09
   16     3.74589949945222E-08
   17     2.78174063899805E-08
   18     1.11080235000615E-07
   19     8.54693352159986E-09
   20     1.09029992274736E-07
   21     4.45307046408779E-08
   22     2.05722464158930E-08
   23     7.04138007710364E-09
   24     1.88187241592869E-08
   25     1.75441498107285E-09
   26     1.36777995007236E-08
   27     3.57126498581670E-09
   28     2.13023835807024E-08
   29     7.28404771385157E-09
   30     2.33034318190328E-08
   31     1.38493249506027E-08
   32     5.01011406462208E-08
   33     2.60268581556738E-08
   34     2.14993222980614E-07
   35     1.29536797457095E-08
   36     3.39507312200937E-08
   37     5.50847201016543E-09
   38     7.11799201145908E-09
   39     1.67505148355889E-09
   40     8.35385919496605E-09
   41     2.11268433803396E-11
   42     9.78615408904621E-09
   43     2.34733974548589E-09
   44     3.37773979099176E-08
   45     2.67170279683229E-09
   46     2.58995975993562E-08
   47     1.94260711339615E-09
   48     2.32473014389582E-07
   49     2.82818536462117E-08
   50     4.12853562060326E-05
   51     1.77768215457287E-05
   52     6.27049488997665E-04
   53     4.28396431080645E-04
   54     1.36954772812565E-03
   55     7.47548308860009E-04
   56     4.73809480019506E-05
   57     9.49815379201299E-06
   58     1.41133158839754E-05
   59     4.39356773759778E-06
   60     5.85606511757408E-06
   61     9.45801750155468E-07
   62     8.88835770866496E-06
   63     3.94443218795441E-06
   64     2.41694533672701E-05
   65     6.19797778469064E-06
   66     7.31654015103083E-05
   67     1.71367702061797E-05
   68     5.39072928284751E-05
   69     1.22918375603791E-05
   70     4.63409505920331E-05
   71     5.76778063343457E-06
   72     4.63488984101571E-05
   73     6.31731789864863E-06
   74     1.09571011948075E-05
   75     2.40078016617914E-06
   76     2.27562652802025E-04
   77     7.75811298234286E-05
   78     1.13998281160932E-03
   79     4.64988214241790E-04
   80     6.13922089896003E-05
   81     3.10768963281803E-07
   82     2.65959066240208E-05
   83     7.34239038336554E-06
   84     1.16009262968577E-07
   85     8.40436141498001E-19
   86     3.57025489281025E-11
   87     8.23639203593128E-14
   88     1.14104914075138E-05
   89     2.90191189019699E-06
   90     2.78022847309721E-05
   91     7.50338888378688E-06
   92     9.80358073833972E-05
   93     2.31687216659663E-05
   94     1.57306374010664E-04
   95     2.06275853957277E-05
   96     7.93474981915244E-05
   97     7.56866878420413E-06
   98     4.02633683921279E-05
   99     9.88976719617860E-07
  100     1.72046682470441E-11
  101     3.41329392663585E-17
  102     0.00000000000000E+00
  103     0.00000000000000E+00
  104     0.00000000000000E+00
  105     0.00000000000000E+00
  106     0.00000000000000E+00
  107     0.00000000000000E+00
  108     0.00000000000000E+00
  109     0.00000000000000E+00
  110     0.00000000000000E+00
  111     0.00000000000000E+00
