# Generated Energy for each nuclear reaction type given in erg/g/s
#               time[s]              Engen(Total)                     S_src               Engen(weak)                Engen(n,g)                Engen(p,g)                Engen(a,g)                Engen(n,p)                Engen(n,a)                Engen(p,a)               Engen(fiss)
   2.32570930578294E-05      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00
   2.32570950578294E-05      5.02721736283425E+19     -9.05026319248379E+19      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00
   2.32570990578294E-05      5.05876101907359E+19     -1.52745608238527E+20      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00
   2.32571070578294E-05      5.17202758274108E+19     -3.06056625730129E+20      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00
   2.32571230578294E-05      5.30323806255358E+19      1.77687967860103E+20      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00
   2.32571550578294E-05      5.13942575991472E+19     -1.19582796522045E+19      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00
   2.32572190578294E-05      5.13872293963160E+19     -1.32252664063545E+19      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00
   2.32573470578294E-05      5.13892739323944E+19     -1.30993981091747E+19      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00
   2.32576030578294E-05      5.13897589123560E+19     -1.30548312363907E+19      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00
   2.32581150578294E-05      5.13897005870768E+19     -1.30580993526671E+19      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00      0.00000000000000E+00
