time_days,Sb130 top 11
1.1574074074074073e-05,18324.50031676932
1.1576109151910821e-05,18370.996686243783
1.157814458757678e-05,18417.501231207785
1.158018038113487e-05,18464.0139530989
1.1582216532648015e-05,18510.53485335475
1.1584253042179158e-05,18557.063933413447
1.1586289909791249e-05,18603.601194713257
1.1588327135547246e-05,18650.92914728086
1.1590364719510128e-05,18698.75722208548
1.1592402661742875e-05,18746.59370653431
1.1594440962308483e-05,18794.438602106093
1.1596479621269957e-05,18842.29191027967
1.1598518638690315e-05,18890.15363253433
1.1600558014632583e-05,18938.02377034947
1.1602597749159803e-05,18985.902325204854
1.1604637842335022e-05,19034.991271964744
1.1606678294221306e-05,19084.190771443533
1.1608719104881723e-05,19133.398921705128
1.1610760274379357e-05,19182.61572427057
1.1612801802777306e-05,19231.841180661275
1.1614843690138673e-05,19281.075292398775
1.1616885936526574e-05,19330.318061004986
1.1618928542004138e-05,19380.080962960543
1.1620971506634507e-05,19430.723371232692
1.1623014830480826e-05,19481.374683995306
1.162505851360626e-05,19532.034902814095
1.1627102556073979e-05,19582.704029255012
1.1629146957947168e-05,19633.382064884325
1.163119171928902e-05,19684.069011268442
1.1633236840162742e-05,19734.76486997428
1.1635282320631548e-05,19786.413779004695
1.163732816075867e-05,19838.54194153831
1.1639374360607345e-05,19890.67926980364
1.1641420920240822e-05,19942.825765412264
1.1643467839722364e-05,19994.981429976116
1.1645515119115243e-05,20047.146265107393
1.1647562758482743e-05,20099.320272418583
1.1649610757888157e-05,20151.672048059838
1.1651659117394789e-05,20205.31379412427
1.1653707837065959e-05,20258.96497205493
1.1655756916964996e-05,20312.6255835102
1.1657806357155237e-05,20366.295630148707
1.1659856157700035e-05,20419.975113629564
1.1661906318662747e-05,20473.66403561195
1.1663956840106745e-05,20527.362397755438
1.1666007722095419e-05,20582.12651764942
1.1668058964692159e-05,20637.329026409392
1.1670110567960373e-05,20692.54124146551
1.1672162531963473e-05,20747.763164524426
1.1674214856764896e-05,20802.99479729319
1.1676267542428077e-05,20858.236141479072
1.1678320589016465e-05,20913.48719878955
1.1680373996593523e-05,20969.42940592554
1.1682427765222725e-05,21026.221898959313
1.1684481894967554e-05,21083.02437785728
1.1686536385891505e-05,21139.83684437528
1.1688591238058084e-05,21196.65930026951
1.1690646451530811e-05,21253.491747296375
1.1692702026373212e-05,21310.33418721259
1.169475796264883e-05,21367.68780396797
1.1696814260421214e-05,21426.11025002807
1.1698870919753925e-05,21484.542968548125
1.170092794071054e-05,21542.985961334518
1.1702985323354636e-05,21601.439230193584
1.1705043067749818e-05,21659.90277693234
1.170710117395969e-05,21718.376603357865
1.1709159642047868e-05,21777.384745302268
1.1711218472077982e-05,21837.47855704173
1.1713277664113672e-05,21897.582935118557
1.1715337218218593e-05,21957.697881390748
