#               time[s]          Temperature [GK]                tau_ga [s]                tau_ag [s]                tau_ng [s]                tau_gn [s]                tau_pg [s]                tau_gp [s]                tau_np [s]                tau_pn [s]                tau_an [s]                tau_na [s]                tau_ap [s]                tau_pa [s]              tau_beta [s]             tau_alpha [s]             tau_nfiss [s]             tau_sfiss [s]             tau_bfiss [s]
 1.0734369013361533E-04    6.9839641175077798E+00    5.0247169199943608E+06    5.0004816062644497E+06    7.6106961412769940E-12    7.6361553980572252E-12    5.0286281703204033E+05    5.4051957913958626E+06    1.8838067079117817E+01    1.7385586204268391E+00    1.1835686038378782E+01    1.1944664698508941E+01    5.3995127783304268E+10    5.8126754255719336E+11    7.8461596387571471E-04    1.0391395917623107E+17    1.0391395917623107E+17    1.0391395917623107E+17    1.0391395917623107E+17
 1.0734369015802389E-04    6.9839641168297133E+00    5.0252510248767547E+06    5.0070321963493554E+06    7.6313545191334747E-12    7.6412798984602561E-12    5.0284980508711707E+05    5.4064982947962601E+06    1.8831095505567266E+01    1.7385231316058638E+00    1.1851137516514894E+01    1.1950653332067198E+01    5.3993372744077293E+10    5.8203038239221912E+11    7.8461198641022591E-04    1.0391395917623107E+17    1.0391395917623107E+17    1.0391395917623107E+17    1.0391395917623107E+17
 1.0734369024790151E-04    6.9839641143329274E+00    5.0264557342967857E+06    5.0089056594563127E+06    7.6464810710748012E-12    7.6449532387147235E-12    5.0280507009925920E+05    5.4096122732137349E+06    1.8802148962327120E+01    1.7383772391550811E+00    1.1855532615195282E+01    1.1958111691588115E+01    5.3988686302451332E+10    5.8224836872314941E+11    7.8460858135115049E-04    1.0391395917623106E+17    1.0391395917623106E+17    1.0391395917623106E+17    1.0391395917623106E+17
 1.0734369220877759E-04    6.9839640598600905E+00    5.0348660600577909E+06    4.9991528006313732E+06    7.6431560924868721E-12    7.6429508589090530E-12    5.0261064946668671E+05    5.4197159849101175E+06    1.8713058822198477E+01    1.7377126465081343E+00    1.1832454225406336E+01    1.1957649721475574E+01    5.3969924822645950E+10    5.8111274829266089E+11    7.8460701976215902E-04    1.0391395917623107E+17    1.0391395917623107E+17    1.0391395917623107E+17    1.0391395917623107E+17
 1.0734371151172675E-04    6.9839635236271365E+00    5.0362157334334245E+06    4.9046857975236503E+06    7.6427387039859409E-12    7.6427388665771227E-12    5.0190434984350106E+05    5.4205481939497814E+06    1.8709443446036762E+01    1.7352711240957357E+00    1.1608861873369007E+01    1.1955915421616382E+01    5.3894324030617104E+10    5.7013168530993921E+11    7.8460697894766293E-04    1.0391395917623104E+17    1.0391395917623104E+17    1.0391395917623104E+17    1.0391395917623104E+17
 1.0734427727789661E-04    6.9839478067465821E+00    5.0365420084534753E+06    3.0356122145263734E+06    7.6426564500144167E-12    7.6426566548850082E-12    4.8598526361628773E+05    5.4206794462178890E+06    1.8710010399280176E+01    1.6802350400288244E+00    7.1849686248392244E+00    1.1956669935515027E+01    5.2185575323924416E+10    3.5287612614722986E+11    7.8460706373499644E-04    1.0391395917623205E+17    1.0391395917623205E+17    1.0391395917623205E+17    1.0391395917623205E+17
 1.0736238179533240E-04    6.9834448834137213E+00    5.0471076324843522E+06    1.5221763821438376E+06    7.6400268023983341E-12    7.6400270071257054E-12    4.6342642001542193E+05    5.4248464075690983E+06    1.8727838965020084E+01    1.6023036249467035E+00    3.6025028145570066E+00    1.1981396498384150E+01    4.9782528986167694E+10    1.7707338152616425E+11    7.8460976956546465E-04    1.0391395917628696E+17    1.0391395917628696E+17    1.0391395917628696E+17    1.0391395917628696E+17
 1.0768261379619051E-04    6.9745547055896431E+00    5.2380730037685456E+06    1.5339247941801364E+06    7.5938906351398716E-12    7.5938908373451918E-12    4.6557954302484886E+05    5.5051465272811567E+06    1.9064804408936666E+01    1.6108625014374536E+00    3.6241346756384258E+00    1.2427486603807662E+01    5.0357619438314240E+10    1.8069886611607858E+11    7.8465761905005776E-04    1.0391395917686157E+17    1.0391395917686157E+17    1.0391395917686157E+17    1.0391395917686157E+17
 1.0834932016155675E-04    6.9560812779796812E+00    5.6619791702658618E+06    1.5595134303339443E+06    7.5000654591469880E-12    7.5000656562494068E-12    4.7016341646830697E+05    5.7109173740043128E+06    1.9894985501527515E+01    1.6290433502799586E+00    3.6712475088266432E+00    1.3412621392258666E+01    5.1576958555460449E+10    1.8856320817859695E+11    7.8475717243206100E-04    1.0391395917663624E+17    1.0391395917663624E+17    1.0391395917663624E+17    1.0391395917663624E+17
 1.0942442205123863E-04    6.9264042888695991E+00    6.4276650640417030E+06    1.5992004472467664E+06    7.3548185239553205E-12    7.3548187132815435E-12    4.7766962605590909E+05    6.1485211253825668E+06    2.1595886732530079E+01    1.6587891991158508E+00    3.7418381361700312E+00    1.5175801572429068E+01    5.3587159169043037E+10    2.0158115823911688E+11    7.8491752781973214E-04    1.0391395917507781E+17    1.0391395917507781E+17    1.0391395917507781E+17    1.0391395917507781E+17
 1.1115945851744290E-04    6.8788532655272858E+00    7.9125444532634346E+06    1.6584780337583316E+06    7.1349941170546245E-12    7.1349942948948017E-12    4.8983523084758356E+05    7.1336780334350010E+06    2.5327925426791843E+01    1.7070452476626234E+00    3.8404292061637082E+00    1.8544048233956680E+01    5.6916491810069870E+10    2.2334036372411835E+11    7.8517588909679580E-04    1.0391395917561322E+17    1.0391395917561322E+17    1.0391395917561322E+17    1.0391395917561322E+17
